EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,TotalPoss,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,FG3M,FG3A,Points,OpponentPoints,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,Assists,AtRimAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,DeadBallTurnovers,Turnovers,Fouls,Offensive Fouls,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,EfgPct,TsPct,FG3APct,Usage,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,Avg3ptShotDistance,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FtPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsUnassisted3s,PtsPutbacks,Fg2aBlocked,ThreePtAssists,Corner3Assists,OffThreePtRebounds,OffRebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,Travels,PenaltyTurnovers,ShootingFouls,Loose Ball Fouls,FoulsDrawn,Charge Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,PenaltyFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,OffThreePtReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,SecondChanceArc3FGA,SecondChanceFG3A,HeaveAttempts,Arc3Assists,OffTwoPtRebounds,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,OffTwoPtReboundPct,OffAtRimReboundPct,AtRimPctAssisted,SecondChanceArc3Frequency,SecondChanceShotQualityAvg,LongMidRangeFGM,Loose Ball Fouls Drawn,Blocked2s,BlockedShortMidRange,Blocks,OffLongMidRangeReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimPctAssisted,ShortMidRangeAssists,LongMidRangeAssists,Charge Fouls,OffCorner3ReboundPct,PenaltyCorner3FGA,PenaltyCorner3Frequency,BlockedAtRim,RecoveredBlocks,OffShortMidRangeReboundPct,DefShortMidRangeReboundPct,BlocksRecoveredPct,SecondChanceFtPoints,SecondChanceTurnovers,FTDefRebounds,AtRimPctBlocked,on,PenaltyCorner3FGM,PenaltyCorner3Accuracy,Blocked3s,BlockedArc3,Offensive Fouls Drawn,Defensive 3 Seconds Violations,SecondChanceCorner3FGA,StepOutOfBoundsTurnovers,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,SecondChanceCorner3Frequency,ThreePtShootingFoulsDrawnPct,SelfOReb,BlockedLongMidRange,SelfORebPct,DefensiveGoaltends,FTOffRebounds,OffFTReboundPct,SecondChanceArc3FGM,SecondChanceFG3M,Fg3aBlocked,Technical Free Throw Trips,SecondChanceFg3Pct,FG3APctBlocked,Corner3PctBlocked,DefFTReboundPct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,LongMidRangePctBlocked
1626147,1610612751,Justin Anderson,Justin Anderson,1626147,BKN,663.0,11.0,-5.0,23.0,24.0,47.0,1.0,3.0,1.0,3.0,2.0,6.0,6.0,23.0,6.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.5,0.5,1.0,30.434782608695652,0.09090909090909091,0.2,0.125,0.5,0.5,0.5,0.3333333333333333,0.3333333333333333,1.0,0.5,0.3333333333333333,0.3333333333333333,1.0,1.0,0.3333333333333333,0.529525,25.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1627747,1610612751,Caris LeVert,Caris LeVert,1627747,BKN,2071.0,35.0,-29.0,76.0,76.0,152.0,1.0,2.0,5.0,7.0,6.0,9.0,29.0,100.0,9.0,7.0,5.0,4.0,5.0,4.0,11.0,1.0,3.0,4.0,5.0,1.0,3.0,3.0,,0.5,0.6666666666666666,0.6666666666666666,0.65,0.6304347826086957,0.45,31.32530120481928,0.23076923076923078,0.08333333333333333,0.16,0.5,,0.1,0.5,0.5,1.0,0.35,0.7142857142857143,0.7142857142857143,0.4,0.65,0.7142857142857143,0.4870775,25.855555555555558,10.0,19.0,7.0,2.0,4.0,1.0,1.0,1.0,1.0,2.0,4.0,3.0,1.0,1.0,4.0,11.0,3.0,1.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,6.0,2.0,6.0,9.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,7.0,1.0,7.0,1.0,3.0,1.0,6.0,10.0,1.0,1.0,0.25,0.3333333333333333,1.0,0.36363636363636365,1.0,0.25,1.0,0.5,1.0,0.5,0.09090909090909091,0.25,0.6666666666666666,0.043478260869565216,0.027777777777777776,0.058823529411764705,0.14285714285714285,0.1,0.2,0.5,0.5,0.2,0.5,0.6666666666666666,0.5,0.15,1.0,1.0,0.2,1.0,0.2,1.0,0.41831000000000007,0.13636363636363635,0.23076923076923078,0.06896551724137931,0.20689655172413793,9.299999999999999,0.13157894736842105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1627789,1610612751,Timothe Luwawu-Cabarrot,Timothe Luwawu-Cabarrot,1627789,BKN,2004.0,33.0,-21.0,75.0,73.0,148.0,1.0,2.0,2.0,8.0,3.0,10.0,16.0,92.0,9.0,7.0,2.0,,2.0,,6.0,3.0,,3.0,4.0,3.0,3.0,2.0,1.0,1.0,0.3,0.3333333333333333,0.40625,0.4444444444444444,0.625,25.925925925925924,,0.1875,0.0967741935483871,,,0.125,0.5,0.5,1.0,0.5,0.25,0.25,1.0,0.75,0.2857142857142857,0.49883666666666665,27.689999999999998,18.0,25.0,6.0,1.0,2.0,,1.0,,,1.0,3.0,1.0,,,2.0,6.0,3.0,,1.0,,,2.0,,,,,4.0,,,,,2.0,1.0,,1.0,,,,,,,,,1.0,,2.0,,4.0,,2.0,,,18.0,,,1.0,1.0,,0.3333333333333333,,,,,,,,,,,0.02857142857142857,,,0.2727272727272727,0.125,0.5,0.5,0.1875,0.3333333333333333,0.3333333333333333,1.0,0.0625,0.5,,,,,,0.3005,0.1111111111111111,0.25,,,8.4,0.24,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.08333333333333333,0.2,1.0,0.5,0.6228,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629066,1610612751,Rodions Kurucs,Rodions Kurucs,1629066,BKN,2145.0,36.0,-33.0,77.0,80.0,157.0,,,,4.0,,4.0,16.0,108.0,,4.0,,,1.0,,3.0,1.0,2.0,3.0,5.0,1.0,1.0,2.0,1.0,,,,0.6153846153846154,0.5714285714285714,0.3076923076923077,18.29268292682927,0.11764705882352941,0.05555555555555555,0.08571428571428572,0.2,,,,,,0.3076923076923077,,,,0.8461538461538461,,0.5158,27.825000000000003,7.0,16.0,5.0,6.0,7.0,2.0,2.0,,,,,2.0,,1.0,8.0,9.0,,2.0,2.0,4.0,2.0,2.0,,1.0,,4.0,14.0,2.0,,2.0,,1.0,,1.0,2.0,1.0,,1.0,,,,,,1.0,,3.0,,2.0,,1.0,,4.0,7.0,,,0.875,1.0,,0.8888888888888888,1.0,1.0,1.0,0.6666666666666666,1.0,0.6666666666666666,,,,0.045454545454545456,0.05714285714285714,0.07142857142857142,0.16666666666666666,0.07142857142857142,0.5384615384615384,0.8571428571428571,0.8571428571428571,,,,,0.15384615384615385,1.0,1.0,,,0.3333333333333333,,0.43063333333333337,0.07142857142857142,0.1,0.25,0.25,5.866666666666668,0.09090909090909091,,,,1.0,1.0,,,0.07692307692307693,,0.8333333333333334,,,2.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629185,1610612751,Chris Chiozza,Chris Chiozza,1629185,BKN,3875.0,65.0,-45.0,141.0,141.0,282.0,,1.0,5.0,15.0,5.0,16.0,23.0,180.0,9.0,13.0,5.0,10.0,17.0,5.0,41.0,3.0,2.0,5.0,6.0,1.0,3.0,7.0,,0.6,0.3125,0.35714285714285715,0.4375,0.4423076923076923,0.6666666666666666,19.205298013245034,0.07142857142857142,0.09090909090909091,0.08196721311475409,,0.125,0.041666666666666664,,,,0.625,0.3333333333333333,0.3333333333333333,0.6,0.75,0.38461538461538464,0.49781363636363646,30.281249999999996,27.0,44.0,10.0,2.0,2.0,,,,,,3.0,3.0,,4.0,3.0,8.0,2.0,,,,,1.0,,4.0,1.0,1.0,2.0,4.0,6.0,,,7.0,1.0,1.0,1.0,5.0,,5.0,2.0,2.0,,,,4.0,,5.0,,4.0,,2.0,,1.0,27.0,,,0.3333333333333333,0.3333333333333333,,0.375,,,,,,0.08333333333333333,,,0.6666666666666666,0.022727272727272728,0.014705882352941176,,0.2,0.08,0.08333333333333333,1.0,1.0,0.125,,,,0.125,,,,,0.8,,0.42133333333333334,0.07692307692307693,0.2,,0.043478260869565216,11.4375,0.19148936170212766,1.0,1.0,2.0,6.0,,,,,,0.5,1.0,0.5361,1.0,,,,,,0.3333333333333333,0.3333333333333333,,,3.0,2.0,1.0,0.07692307692307693,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202066,1610612751,Garrett Temple,Garrett Temple,202066,BKN,2029.0,34.0,-22.0,75.0,73.0,148.0,,3.0,,2.0,,5.0,6.0,91.0,,2.0,,1.0,2.0,,5.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,,,,,0.3,0.3,0.5,14.634146341463415,0.06666666666666667,0.05555555555555555,0.06060606060606061,,,0.3,,,,0.2,,,,0.7,,0.536125,24.7,20.0,34.0,7.0,2.0,2.0,,,1.0,1.0,1.0,2.0,1.0,,,3.0,5.0,,,,,1.0,2.0,,1.0,,2.0,4.0,2.0,,,,1.0,,,,1.0,,1.0,1.0,1.0,,,,,,1.0,,1.0,1.0,1.0,,2.0,20.0,,,0.6666666666666666,0.6666666666666666,,0.6,,0.5,,0.3333333333333333,,0.3333333333333333,,,0.5,,,,0.14285714285714285,0.07142857142857142,0.2,1.0,1.0,0.2,0.5,0.5,1.0,0.1,,,0.3333333333333333,1.0,,,0.5041833333333333,0.1,0.2,,0.3333333333333333,9.76,0.26666666666666666,,,,1.0,,,,,,0.5,,,,,,,,,,,,,,1.0,1.0,,1.0,0.3333333333333333,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628386,1610612751,Jarrett Allen,Jarrett Allen,1628386,BKN,1856.0,31.0,-6.0,66.0,65.0,131.0,,,,,,,6.0,68.0,,,,2.0,2.0,,4.0,4.0,6.0,10.0,13.0,1.0,1.0,1.0,,,,,1.0,1.0,,5.633802816901409,0.5454545454545454,0.2222222222222222,0.3448275862068966,,0.3333333333333333,,,,,,,,,1.0,,0.55515,,17.0,25.0,5.0,2.0,2.0,1.0,1.0,,,,,,,,2.0,2.0,2.0,1.0,1.0,2.0,,,,,2.0,2.0,4.0,,,,,,,,3.0,1.0,1.0,,,,,1.0,,,1.0,2.0,,2.0,,1.0,,2.0,17.0,,,1.0,1.0,,1.0,1.0,,1.0,,1.0,1.0,,,,,0.08333333333333333,,0.5,0.16666666666666666,1.0,1.0,1.0,,,,,,1.0,1.0,,,,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,2.4,0.25757575757575757,,,,,3.0,,,0.25,0.6666666666666666,1.0,,0.5696,,,2.0,,2.0,,,,,1.0,1.0,1.0,,,,,2.0,1.0,0.16666666666666666,0.5714285714285714,0.5,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629058,1610612751,Dzanan Musa,Dzanan Musa,1629058,BKN,1333.0,22.0,-19.0,48.0,51.0,99.0,,1.0,,3.0,,4.0,9.0,73.0,,3.0,,2.0,3.0,1.0,7.0,1.0,1.0,2.0,3.0,,1.0,2.0,,,,,0.2857142857142857,0.45,0.5714285714285714,20.754716981132074,0.1,0.09090909090909091,0.09523809523809523,,0.25,0.14285714285714285,,,,0.42857142857142855,,,,1.0,,0.50865,25.725,15.0,21.0,5.0,2.0,3.0,,,1.0,1.0,,,,,2.0,2.0,3.0,5.0,,,2.0,1.0,1.0,,2.0,4.0,6.0,4.0,,,,,1.0,,1.0,1.0,,,,1.0,1.0,,,1.0,,,8.0,,8.0,2.0,3.0,2.0,6.0,15.0,,1.0,1.0,1.0,,0.6666666666666666,,1.0,,0.3333333333333333,1.0,0.5,,,1.0,0.06666666666666667,0.041666666666666664,0.1,0.3333333333333333,,0.42857142857142855,0.6666666666666666,0.6666666666666666,,,,,,,,0.3333333333333333,1.0,0.6666666666666666,,0.46421666666666667,0.375,0.75,0.2222222222222222,0.6666666666666666,2.6666666666666665,0.3125,,,,1.0,,,,,,1.0,,,,2.0,,,,,,,,,,1.0,,,,,,,,,,2.0,1.0,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629725,1610612751,Jeremiah Martin,Jeremiah Martin,1629725,BKN,294.0,5.0,4.0,11.0,11.0,22.0,,,,,,,,11.0,,,,1.0,2.0,1.0,5.0,,,,,,,,,,,,,,,16.666666666666668,,,,,,,,,,,,,,1.0,,0.64015,,,,1.0,,2.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202498,1610612751,Lance Thomas,Lance Thomas,202498,BKN,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
