EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG3A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,NonHeaveArc3FGA,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,DefThreePtRebounds,DefRebounds,Rebounds,DeadBallTurnovers,Turnovers,Fouls,Offensive Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,Usage,DefThreePtReboundPct,DefFGReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3Frequency,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsPutbacks,OffTwoPtRebounds,DefTwoPtRebounds,OffRebounds,SelfOReb,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,DefTwoPtReboundPct,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefLongMidRangeReboundPct,SelfORebPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,PtsAssisted2s,LiveBallTurnovers,BadPassTurnovers,PenaltyTurnovers,Assisted2sPct,NonPutbacksAssisted2sPct,LiveBallTurnoverPct,DefAtRimReboundPct,AtRimPctAssisted,Arc3FGM,PenaltyArc3FGM,FG3M,PenaltyFG3M,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGM,Fg2aBlocked,OffThreePtRebounds,Steals,BadPassSteals,LostBallSteals,StepOutOfBoundsTurnovers,SecondChanceTurnovers,ShootingFouls,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG2APctBlocked,ShortMidRangePctBlocked,OffThreePtReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,BlocksRecoveredPct,ShortMidRangePctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Loose Ball Fouls,Charge Fouls Drawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,AtRimPctBlocked,OffLongMidRangeReboundPct,LongMidRangePctAssisted,DefCorner3ReboundPct,on,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFtPoints,HeaveAttempts,Fg3aBlocked,Corner3Assists,FTDefRebounds,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Charge Fouls,Loose Ball Fouls Drawn,Technical Free Throw Trips,Blocked3s,BlockedArc3,BlockedLongMidRange,BlockedShortMidRange,NonShootingPenaltyNonTakeFouls,SecondChanceFg3Pct,FG3APctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,DefFTReboundPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,SecondChanceCorner3FGM,FTOffRebounds,OffFTReboundPct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Travels,Clear Path Fouls,ThreePtShootingFoulsDrawn,BlockedCorner3,OffCorner3ReboundPct,ThreePtShootingFoulsDrawnPct,3SecondViolations,Defensive 3 Seconds Violations,DefensiveGoaltends,OffensiveGoaltends,Corner3PctBlocked
1628408,1610612743,PJ Dozier,PJ Dozier,1628408,DEN,1285.0,21,20,43,44,38,12.0,7.0,87,2.0,5.0,2.0,5.0,1.0,2.0,1.0,1.0,4.0,1.0,4.0,4.0,8.0,4.0,3.0,11.0,35,1.0,4.0,8.0,4.0,1.0,9.0,8.0,4.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,9.0,4.0,4.0,4.0,1.0,1.0,2.0,1.0,3.0,1.0,3.0,1.0,2.0,9.0,38,0.5,0.5,0.3333333333333333,0.3333333333333333,0.4230769230769231,0.375,0.3333333333333333,26.923076923076923,0.3076923076923077,0.16,0.3333333333333333,0.4166666666666667,0.4,0.4,0.16666666666666666,0.5,0.5,0.08333333333333333,1.0,1.0,0.3333333333333333,1.0,0.4166666666666667,0.4,0.3333333333333333,0.75,0.47699583333333334,0.47699583333333334,0.15384615384615385,0.2222222222222222,0.8181818181818182,5.375,26.35,0.8837209302325582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628966,1610612743,Keita Bates-Diop,Keita Bates-Diop,1628966,DEN,1004.0,17,11,34,33,29,12.0,7.0,67,1.0,4.0,1.0,4.0,,,,,,,,1.0,4.0,,,2.0,29,,1.0,4.0,,,2.0,2.0,,1.0,,1.0,,1.0,,,2.0,1.0,2.0,5.0,,,,,,,,,,2.0,29,0.25,0.25,0.25,0.25,0.25,0.25,,9.30232558139535,0.1111111111111111,0.1111111111111111,0.125,1.0,0.25,0.25,,,,,,,,,1.0,0.25,,1.0,0.5253000000000001,0.5253000000000001,,,1.0,1.2000000000000002,,0.8529411764705882,1.0,3.0,1.0,3.0,2.0,2.0,3.0,1.0,3.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.1111111111111111,0.21428571428571427,0.15,0.3333333333333333,0.5,0.3333333333333333,1.0,0.3333333333333333,0.5297999999999999,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629008,1610612743,Michael Porter Jr.,Michael Porter Jr.,1629008,DEN,512.0,9,11,18,19,18,,2.0,37,1.0,1.0,1.0,1.0,,,,,1.0,,1.0,1.0,1.0,1.0,1.0,3.0,14,,1.0,1.0,1.0,1.0,3.0,,1.0,,2.0,2.0,2.0,,,,6.0,2.0,3.0,3.0,,1.0,,,1.0,,2.0,,1.0,3.0,18,1.0,1.0,0.5,0.5,0.5,0.5,0.5,20.0,0.6666666666666666,0.42857142857142855,0.6666666666666666,0.5,1.0,1.0,,,,,,,0.5,,0.5,1.0,0.5,1.0,0.551025,0.551025,0.3333333333333333,0.5,1.0,1.4,26.7,1.0,,,,,,,,1.0,,,,,,0.25,,,,,,,,,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629626,1610612743,Bol Bol,Bol Bol,1629626,DEN,1285.0,21,20,43,44,38,12.0,7.0,87,1.0,1.0,1.0,1.0,2.0,3.0,,2.0,3.0,,3.0,3.0,6.0,3.0,7.0,19.0,35,,3.0,6.0,3.0,7.0,19.0,2.0,3.0,,,,,,,,,,2.0,5.0,1.0,2.0,1.0,,4.0,,8.0,,4.0,19.0,38,0.5,0.5,0.6666666666666666,0.6666666666666666,0.7307692307692307,0.7307692307692307,0.3333333333333333,28.846153846153847,,0.08,,0.1111111111111111,1.0,1.0,0.3333333333333333,0.6666666666666666,1.0,0.2222222222222222,,,0.3333333333333333,,0.1111111111111111,1.0,0.3333333333333333,0.4444444444444444,0.45635,0.45635,0.3076923076923077,0.4,1.0,11.933333333333332,27.566666666666663,0.8837209302325582,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,,0.5,0.5,0.5,0.16666666666666666,0.14285714285714285,0.14285714285714285,0.1111111111111111,,,0.5,1.0,0.5458,0.10526315789473684,4.0,1.0,1.0,2.0,0.6666666666666666,1.0,0.5,0.14285714285714285,,2.0,2.0,2.0,2.0,3.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.16666666666666666,0.3333333333333333,0.14285714285714285,0.3333333333333333,0.14285714285714285,0.3333333333333333,1.0,1.0,0.6666666666666666,0.6666666666666666,0.5,0.6666666666666666,0.6666666666666666,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203584,1610612743,Troy Daniels,Troy Daniels,203584,DEN,1285.0,21,20,43,44,38,12.0,7.0,87,1.0,3.0,1.0,2.0,,,2.0,2.0,4.0,1.0,4.0,3.0,5.0,4.0,1.0,16.0,35,1.0,2.0,3.0,4.0,1.0,14.0,4.0,4.0,1.0,1.0,2.0,1.0,1.0,,,5.0,,1.0,2.0,,,2.0,,2.0,,2.0,,,14.0,38,0.6,0.6666666666666666,0.8333333333333334,0.9285714285714286,0.8,0.875,0.4444444444444444,19.23076923076923,,0.04,,0.3333333333333333,0.3333333333333333,0.5,,,,0.2222222222222222,1.0,1.0,0.4444444444444444,1.0,0.2857142857142857,0.5,0.5714285714285714,0.7777777777777778,0.46777222222222214,0.4900785714285714,,,0.875,9.419999999999998,27.625,0.8837209302325582,,,,,,,1.0,1.0,1.0,,,,,0.08333333333333333,0.07142857142857142,0.047619047619047616,,,,,,0.5307,,2.0,,,,0.3333333333333333,0.3333333333333333,,0.14285714285714285,,3.0,3.0,3.0,3.0,9.0,,3.0,1.0,,,,,,,,,,,,1.0,0.75,0.75,0.75,0.2,,,,,,,,0.75,0.75,1.0,0.75,0.75,1.0,1.0,1.0,1.0,0.3333333333333333,0.5,0.5,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629076,1610612743,Tyler Cook,Tyler Cook,1629076,DEN,249.0,4,7,7,7,4,5.0,,14,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,2.0,2.0,2.0,,,,,,,,,,,4,,,,,,,,,0.3333333333333333,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,0.5714285714285714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203486,1610612743,Mason Plumlee,Mason Plumlee,203486,DEN,617.0,10,14,21,22,19,,3.0,43,2.0,3.0,1.0,2.0,,,,,,,,2.0,3.0,,,4.0,18,,1.0,2.0,,,2.0,,,1.0,,1.0,,,1.0,,2.0,,2.0,4.0,,,1.0,,3.0,,,,,2.0,19,0.6666666666666666,0.5,0.6666666666666666,0.5,0.6666666666666666,0.5,,12.0,,0.15384615384615385,,1.0,0.6666666666666666,0.6666666666666666,,,,,,,,,1.0,0.5,,1.0,0.6179666666666667,0.55495,,,0.5,1.5333333333333332,,0.9047619047619048,,1.0,,1.0,,,2.0,2.0,2.0,,,,,0.3333333333333333,0.4,0.25,0.6666666666666666,,,1.0,,0.6053,,4.0,,,,1.0,1.0,,0.25,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,0.5,,,,,,,,,2.0,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203943,1610612743,Noah Vonleh,Noah Vonleh,203943,DEN,188.0,3,-3,6,7,6,7.0,2.0,13,,,,,,1.0,,,,,,,1.0,,,,7,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,11.11111111111111,,,,,,,1.0,,,,,,,,,,,,0.4167,0.4167,,,,7.5,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1627750,1610612743,Jamal Murray,Jamal Murray,1627750,DEN,45178.0,753,9,1464,1449,410,430.0,154.0,2913,59.0,90.0,17.0,30.0,34.0,68.0,31.0,73.0,132.0,8.0,43.0,124.0,231.0,137.0,70.0,504.0,1689,9.0,39.0,71.0,45.0,42.0,189.0,184.0,127.0,71.0,55.0,126.0,44.0,33.0,17.0,21.0,307.0,35.0,72.0,92.0,17.0,53.0,42.0,4.0,93.0,7.0,78.0,6.0,29.0,189.0,406,0.5367965367965368,0.5492957746478874,0.5896739130434783,0.6336206896551724,0.62125,0.6865671641791045,0.37228260869565216,27.571515520389532,0.11627906976744186,0.1050228310502283,0.13302752293577982,0.24456521739130435,0.6555555555555556,0.7283950617283951,0.18478260869565216,0.5,0.5230769230769231,0.1983695652173913,0.4246575342465753,0.43661971830985913,0.358695652173913,0.38095238095238093,0.25862068965517243,0.5666666666666667,0.3706896551724138,0.6168478260869565,0.48266322314049587,0.4758741071428572,0.0741687979539642,0.1141732283464567,0.375,9.502597402597402,27.154014598540144,0.28005464480874315,4.0,8.0,6.0,12.0,22.0,4.0,10.0,34.0,20.0,5.0,0.5,0.5,0.5,0.09550561797752809,0.027855153203342618,0.030911901081916538,0.00819672131147541,0.16666666666666666,0.03205128205128205,0.38095238095238093,0.5,0.4297,0.04365079365079365,64.0,36.0,26.0,14.0,0.25806451612903225,0.26229508196721313,0.6792452830188679,0.056338028169014086,0.3050847457627119,59.0,22.0,62.0,23.0,90.0,96.0,59.0,14.0,10.0,18.0,14.0,4.0,,6.0,23.0,5.0,,6.0,3.0,0.4838709677419355,0.45255474452554745,0.5111111111111111,0.4696969696969697,0.06060606060606061,0.04411764705882353,0.034722222222222224,0.0546875,0.047619047619047616,0.09230769230769231,0.5,0.2647058823529412,0.44696969696969696,0.45384615384615384,0.4745762711864407,0.5116279069767442,0.4645669291338583,,1.0,9.0,9.0,0.1,0.01834862385321101,0.16129032258064516,0.07228915662650602,False,3.0,5.0,1.0,1.0,2.0,3.0,3.0,1.0,5.0,2.0,11.0,3.0,7.0,5.0,10.0,1.0,2.0,8.0,1.0,1.0,4.0,1.0,4.0,0.3333333333333333,0.014598540145985401,0.0273972602739726,0.015151515151515152,0.0625,0.01358695652173913,0.6,0.6,0.6666666666666666,0.5,0.047619047619047616,0.375,0.6666666666666666,0.017241379310344827,0.5,,,,,,,,,,,,,,,,
1628408,1610612743,PJ Dozier,PJ Dozier,1628408,DEN,6197.0,103,-16,203,205,64,56.0,23.0,408,3.0,6.0,1.0,2.0,3.0,6.0,2.0,5.0,3.0,1.0,2.0,8.0,17.0,4.0,5.0,27.0,237,1.0,2.0,5.0,2.0,,7.0,12.0,3.0,4.0,4.0,8.0,3.0,2.0,,2.0,20.0,10.0,12.0,14.0,2.0,7.0,11.0,,11.0,1.0,11.0,1.0,6.0,7.0,63,0.47058823529411764,0.4,0.5238095238095238,0.5,0.5192307692307693,0.4375,0.19047619047619047,14.285714285714285,0.2,0.125,0.2222222222222222,0.2857142857142857,0.5,0.5,0.2857142857142857,0.5,0.5,0.23809523809523808,0.4,0.4,0.14285714285714285,0.5,0.2857142857142857,0.5,0.2857142857142857,0.47619047619047616,0.47393095238095234,0.46921428571428575,0.23076923076923078,0.2727272727272727,0.25925925925925924,9.041176470588237,25.225,0.31527093596059114,,,1.0,1.0,2.0,,,1.0,2.0,,1.0,0.5,0.5,0.02631578947368421,,0.02197802197802198,,,,,,0.489,0.07407407407407407,4.0,5.0,4.0,2.0,0.25,0.25,0.7142857142857143,,0.6666666666666666,1.0,1.0,2.0,1.0,6.0,,1.0,,2.0,2.0,2.0,,,1.0,7.0,2.0,,2.0,2.0,1.0,0.5,0.5,0.5,,,0.06451612903225806,,0.08333333333333333,0.047619047619047616,1.0,,0.3333333333333333,0.3333333333333333,1.0,0.5,0.3333333333333333,,2.0,,,,,,0.14285714285714285,False,1.0,1.0,,,,,,,,,1.0,1.0,2.0,,1.0,,,,,,,2.0,2.0,,,,,0.2,0.047619047619047616,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
