EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Assists,Arc3Assists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Charge Fouls Drawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyCorner3FGA,FtPoints,PenaltyFtPoints,Fg2aBlocked,Corner3Assists,BadPassSteals,BadPassOutOfBoundsTurnovers,LostBallTurnovers,FTA,NonShootingFoulsDrawn,Blocked3s,BlockedArc3,FG2APctBlocked,AtRimPctBlocked,SecondChanceAtRimPctAssisted,PenaltyCorner3Frequency,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyArc3FGM,SecondChanceFtPoints,PenaltyFG3M,PtsUnassisted3s,TwoPtAssists,AtRimAssists,FTOffRebounds,Travels,SecondChanceTurnovers,Charge Fouls,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,3pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,BlockedCorner3,BlockedLongMidRange,BlockedShortMidRange,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyFg3Pct,OffFTReboundPct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,Fg3aBlocked,ShortMidRangeAssists,LongMidRangeAssists,LostBallOutOfBoundsTurnovers,Loose Ball Fouls Drawn,Technical Free Throw Trips,FG3APctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,HeaveAttempts,OffLongMidRangeReboundPct,on,StepOutOfBoundsTurnovers
101107,1610612749,Marvin Williams,Marvin Williams,101107,MIL,4262.0,71.0,-3.0,148.0,149.0,38.0,33.0,17.0,297.0,3.0,5.0,2.0,4.0,1.0,1.0,2.0,4.0,3.0,4.0,3.0,5.0,3.0,5.0,1.0,1.0,1.0,8.0,13.0,6.0,10.0,34.0,172.0,2.0,4.0,1.0,1.0,7.0,1.0,1.0,1.0,2.0,12.0,4.0,18.0,4.0,5.0,3.0,1.0,1.0,1.0,3.0,2.0,6.0,12.0,5.0,1.0,18.0,8.0,26.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,38.0,0.75,1.0,1.0,0.6,1.0,0.6,0.6153846153846154,0.5,1.0,0.7391304347826086,0.7,0.5,0.7391304347826086,0.7,0.5,0.43478260869565216,14.970059880239521,0.5,0.2,0.18518518518518517,0.15789473684210525,0.3,0.0625,0.2537313432835821,0.11428571428571428,0.3,0.1875,0.05,0.08333333333333333,0.2,0.1111111111111111,0.25,0.29411764705882354,0.3333333333333333,0.3333333333333333,1.0,0.21739130434782608,0.6,0.6,0.3333333333333333,0.17391304347826086,0.5,0.5,1.0,0.17391304347826086,0.75,0.75,1.0,0.21739130434782608,0.6,0.6,1.0,0.21739130434782608,0.6,0.6,1.0,0.8,0.5,0.2,1.0,1.0,0.5,1.0,0.5,0.6521739130434783,0.6,0.5047195652173913,0.5631250000000001,0.490825,0.20588235294117646,0.058823529411764705,8.584615384615383,24.919999999999998,0.25675675675675674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
1626192,1610612749,Pat Connaughton,Pat Connaughton,1626192,MIL,4226.0,70.0,-41.0,148.0,152.0,54.0,34.0,10.0,300.0,2.0,3.0,1.0,1.0,,1.0,,1.0,,,,1.0,2.0,8.0,,,3.0,2.0,4.0,2.0,9.0,12.0,179.0,1.0,1.0,,,2.0,,2.0,4.0,2.0,2.0,2.0,6.0,,8.0,2.0,3.0,3.0,2.0,9.0,,,8.0,5.0,,13.0,,13.0,,1.0,,1.0,,2.0,3.0,1.0,3.0,7.0,,1.0,1.0,,,,1.0,1.0,2.0,54.0,0.5,0.5,1.0,0.2222222222222222,,0.2222222222222222,0.5,1.0,,0.38461538461538464,1.0,,0.42857142857142855,1.0,0.14285714285714285,0.6923076923076923,10.493827160493826,0.3333333333333333,,0.11627906976744186,,0.24242424242424243,,0.17105263157894737,,,,,,,0.05263157894736842,0.2222222222222222,0.25806451612903225,,,1.0,0.23076923076923078,0.6666666666666666,1.0,0.5,0.07692307692307693,,,,,,,,0.07692307692307693,,,,0.6153846153846154,0.25,0.25,1.0,1.0,1.0,,,,0.16666666666666666,,0.5,0.9230769230769231,0.25,0.5421076923076923,0.5383,0.5022583333333334,0.16666666666666666,0.16666666666666666,2.65,25.566666666666666,0.36486486486486486,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.25,0.3333333333333333,1.0,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
1628412,1610612749,Frank Mason,Frank Mason,1628412,MIL,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
201572,1610612749,Brook Lopez,Brook Lopez,201572,MIL,19669.0,328.0,18.0,682.0,664.0,118.0,97.0,73.0,1346.0,27.0,33.0,4.0,8.0,7.0,7.0,13.0,25.0,,3.0,13.0,29.0,8.0,24.0,1.0,2.0,6.0,40.0,61.0,21.0,53.0,158.0,731.0,6.0,14.0,2.0,5.0,19.0,8.0,12.0,9.0,29.0,60.0,20.0,60.0,6.0,24.0,8.0,3.0,5.0,3.0,13.0,6.0,10.0,14.0,18.0,4.0,36.0,19.0,55.0,3.0,10.0,1.0,7.0,4.0,5.0,12.0,1.0,12.0,27.0,5.0,2.0,17.0,,11.0,7.0,13.0,9.0,29.0,117.0,0.75,0.8108108108108109,0.9523809523809523,0.39622641509433965,0.4,0.39622641509433965,0.6557377049180327,0.42857142857142855,0.6666666666666666,0.6271929824561403,0.47368421052631576,0.5952380952380952,0.6583333333333333,0.5,0.6304347826086957,0.4649122807017544,17.165149544863457,0.5833333333333334,0.3333333333333333,0.12,0.056818181818181816,0.08333333333333333,0.03870967741935484,0.10062893081761007,0.04833836858006042,0.016129032258064516,0.12857142857142856,0.02702702702702703,0.06818181818181818,0.17142857142857143,0.11864406779661017,0.08928571428571429,0.06993006993006994,0.16,0.06,0.6923076923076923,0.2894736842105263,0.8181818181818182,0.8709677419354839,0.8518518518518519,0.21929824561403508,0.52,0.52,0.5384615384615384,0.02631578947368421,,,,0.2543859649122807,0.4482758620689655,0.4482758620689655,1.0,0.21052631578947367,0.3333333333333333,0.3333333333333333,0.875,0.42105263157894735,0.5,0.10526315789473684,0.5,1.0,0.3333333333333333,1.0,0.2857142857142857,0.7543859649122807,0.3333333333333333,0.5292776315789475,0.49661071428571424,0.4909880952380953,0.12025316455696203,0.18354430379746836,5.468852459016393,24.626415094339624,0.17302052785923755,3.0,15.0,4.0,2.0,,9.0,,3.0,20.0,1.0,2.0,1.0,0.03278688524590164,0.06060606060606061,0.25,0.14285714285714285,1.0,3.0,1.0,2.0,1.0,3.0,3.0,2.0,2.0,3.0,1.0,1.0,2.0,1.0,5.0,1.0,8.0,3.0,1.0,1.0,3.0,3.0,3.0,1.0,0.3333333333333333,0.15,0.15789473684210525,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,0.09243697478991597,0.125,0.05454545454545454,,,,,,,,,,,,,True,
203114,1610612749,Khris Middleton,Khris Middleton,203114,MIL,16443.0,274.0,51.0,565.0,547.0,73.0,47.0,63.0,1112.0,4.0,12.0,,1.0,3.0,3.0,10.0,37.0,24.0,46.0,2.0,8.0,12.0,35.0,1.0,4.0,6.0,38.0,95.0,14.0,43.0,147.0,594.0,4.0,9.0,1.0,5.0,11.0,11.0,16.0,8.0,37.0,20.0,56.0,27.0,,35.0,12.0,16.0,48.0,8.0,112.0,3.0,2.0,21.0,28.0,2.0,51.0,5.0,56.0,2.0,11.0,5.0,14.0,11.0,12.0,26.0,3.0,13.0,29.0,2.0,3.0,29.0,,1.0,1.0,1.0,1.0,35.0,72.0,0.2631578947368421,0.2631578947368421,0.6428571428571429,0.32558139534883723,0.2,0.32558139534883723,0.4,0.4444444444444444,0.6875,0.427536231884058,0.39285714285714285,0.5208333333333334,0.48333333333333334,0.39285714285714285,0.6206896551724138,0.3115942028985507,27.54303599374022,0.5384615384615384,0.18181818181818182,0.22764227642276422,0.01282051282051282,0.1510791366906475,0.025423728813559324,0.18702290076335878,0.01824817518248175,0.019230769230769232,0.015625,0.011764705882352941,0.06060606060606061,0.1935483870967742,0.22916666666666666,0.25,0.15,0.15789473684210525,0.025974025974025976,1.0,0.08695652173913043,0.3333333333333333,0.4,,0.26811594202898553,0.2702702702702703,0.30303030303030304,0.4,0.3333333333333333,0.5217391304347826,0.5454545454545454,0.25,0.057971014492753624,0.25,0.25,1.0,0.2536231884057971,0.34285714285714286,0.35294117647058826,0.5833333333333334,0.07142857142857142,,0.2857142857142857,0.25,1.0,0.125,1.0,0.25,0.39855072463768115,0.34285714285714286,0.4581942028985508,0.4868799999999999,0.4696375,0.07482993197278912,0.25170068027210885,13.215789473684211,25.78139534883721,0.12920353982300886,2.0,29.0,12.0,8.0,8.0,6.0,3.0,3.0,35.0,2.0,,,0.08421052631578947,0.16666666666666666,,0.08333333333333333,,1.0,,1.0,,1.0,15.0,32.0,23.0,,4.0,1.0,1.0,1.0,3.0,1.0,10.0,4.0,,,,,1.0,,0.125,,0.07142857142857142,,,,0.16666666666666666,0.0945945945945946,0.09803921568627451,0.08695652173913043,1.0,7.0,2.0,1.0,1.0,2.0,0.023255813953488372,0.10810810810810811,0.043478260869565216,0.02857142857142857,,,True,
1628978,1610612749,Donte DiVincenzo,Donte DiVincenzo,1628978,MIL,5001.0,83.0,13.0,176.0,162.0,37.0,43.0,19.0,338.0,8.0,12.0,2.0,4.0,2.0,3.0,,,,,2.0,4.0,2.0,7.0,,1.0,1.0,8.0,12.0,4.0,11.0,37.0,176.0,2.0,4.0,,1.0,4.0,2.0,3.0,1.0,9.0,12.0,4.0,12.0,2.0,7.0,2.0,2.0,4.0,1.0,10.0,1.0,3.0,8.0,3.0,,11.0,4.0,15.0,,4.0,1.0,5.0,1.0,1.0,6.0,2.0,,9.0,2.0,1.0,6.0,,1.0,1.0,1.0,,9.0,36.0,0.75,0.8571428571428571,1.0,0.36363636363636365,,0.36363636363636365,0.6666666666666666,0.5,0.6666666666666666,0.6086956521739131,0.4,0.5,0.6607142857142857,0.4,0.6428571428571429,0.4782608695652174,17.435897435897438,0.8333333333333334,,0.0967741935483871,0.07317073170731707,0.20512820512820512,0.02564102564102564,0.15714285714285714,0.05,,0.15789473684210525,,0.1,,0.15384615384615385,0.1111111111111111,0.2222222222222222,0.16666666666666666,,,0.5217391304347826,0.6666666666666666,0.8,0.75,,,,,,,,,0.17391304347826086,0.5,0.5,1.0,0.30434782608695654,0.2857142857142857,0.2857142857142857,1.0,0.8,0.5,0.2,,,0.75,0.6666666666666666,0.25,1.0,0.2857142857142857,0.5415434782608696,0.5599875000000001,0.5539000000000001,0.10810810810810811,0.24324324324324326,2.433333333333333,25.436363636363637,0.21022727272727273,,9.0,5.0,2.0,1.0,3.0,,4.0,12.0,1.0,,,0.16666666666666666,0.16666666666666666,0.5,,,,,,,,,2.0,,,,2.0,,,1.0,,4.0,1.0,,,,,2.0,1.0,,,,,,,,0.18518518518518517,0.26666666666666666,0.08333333333333333,,1.0,1.0,,,,,,,,,,True,
201588,1610612749,George Hill,George Hill,201588,MIL,8420.0,140.0,7.0,290.0,274.0,91.0,63.0,29.0,564.0,9.0,15.0,,,3.0,4.0,2.0,5.0,,2.0,1.0,7.0,3.0,8.0,1.0,1.0,3.0,11.0,22.0,4.0,15.0,40.0,300.0,,1.0,1.0,1.0,5.0,3.0,6.0,5.0,12.0,8.0,14.0,12.0,,7.0,3.0,5.0,17.0,2.0,39.0,,2.0,4.0,3.0,,7.0,2.0,9.0,1.0,2.0,1.0,3.0,3.0,2.0,5.0,1.0,3.0,10.0,1.0,,7.0,,,,,,12.0,90.0,0.36363636363636365,0.36363636363636365,1.0,0.26666666666666666,1.0,0.2857142857142857,0.5,,0.5,0.4594594594594595,0.75,0.2727272727272727,0.5,0.8333333333333334,0.42857142857142855,0.40540540540540543,13.93188854489164,0.6,,0.04918032786885246,0.0273972602739726,0.05970149253731343,,0.0546875,0.014285714285714285,,0.03125,,,0.16666666666666666,0.034482758620689655,,0.05172413793103448,0.1111111111111111,0.05,,0.40540540540540543,0.6,0.6428571428571429,0.3333333333333333,0.13513513513513514,0.4,0.4,0.5,0.05405405405405406,,,,0.1891891891891892,0.14285714285714285,0.14285714285714285,1.0,0.21621621621621623,0.375,0.375,1.0,,,0.5,1.0,1.0,0.36363636363636365,0.75,0.2727272727272727,0.8108108108108109,0.42857142857142855,0.5419124999999999,0.5197499999999999,0.5156000000000001,0.125,0.3,4.577272727272727,25.866666666666667,0.3137931034482759,2.0,6.0,6.0,1.0,3.0,1.0,2.0,,6.0,3.0,,,0.045454545454545456,0.06666666666666667,,0.18181818181818182,,,,,2.0,,,12.0,6.0,,,,,2.0,,,,,,,,,1.0,2.0,,,,,,,,,,,,3.0,3.0,,1.0,,,,,,1.0,0.0625,True,
202083,1610612749,Wesley Matthews,Wesley Matthews,202083,MIL,11648.0,194.0,6.0,388.0,397.0,53.0,41.0,39.0,785.0,4.0,6.0,2.0,2.0,1.0,1.0,2.0,4.0,,2.0,4.0,9.0,8.0,24.0,4.0,4.0,2.0,6.0,12.0,12.0,33.0,53.0,433.0,2.0,3.0,4.0,4.0,16.0,2.0,3.0,3.0,8.0,6.0,6.0,33.0,4.0,23.0,8.0,5.0,7.0,2.0,19.0,1.0,4.0,3.0,5.0,1.0,9.0,6.0,15.0,,8.0,4.0,3.0,2.0,3.0,6.0,1.0,9.0,16.0,1.0,1.0,8.0,,2.0,1.0,3.0,2.0,8.0,53.0,0.5,0.75,0.9166666666666666,0.36363636363636365,1.0,0.375,0.5,0.6666666666666666,0.6666666666666666,0.5333333333333333,1.1428571428571428,0.5833333333333334,0.5408163265306123,1.1428571428571428,0.5714285714285714,0.7333333333333333,12.585812356979405,0.5,0.1111111111111111,0.058823529411764705,0.04,0.028037383177570093,0.011111111111111112,0.041666666666666664,0.02631578947368421,0.030303030303030304,0.02857142857142857,0.014492753623188406,,,0.05263157894736842,0.1111111111111111,0.021739130434782608,0.06666666666666667,,0.6666666666666666,0.13333333333333333,0.6666666666666666,0.6666666666666666,0.5,0.08888888888888889,0.5,0.5,0.5,0.044444444444444446,,,,0.2,0.4444444444444444,0.4444444444444444,1.0,0.5333333333333333,0.3333333333333333,0.3333333333333333,0.875,0.2857142857142857,1.0,0.5714285714285714,1.0,1.0,0.16666666666666666,1.0,0.3333333333333333,0.8666666666666667,0.34782608695652173,0.5423522727272727,0.54194,0.49329999999999996,0.3018867924528302,0.1509433962264151,5.9750000000000005,26.163636363636368,0.13659793814432988,1.0,5.0,1.0,,3.0,4.0,2.0,1.0,8.0,,1.0,1.0,,,,0.16666666666666666,,,1.0,,,1.0,3.0,2.0,,1.0,,1.0,,4.0,,,4.0,,,1.0,,,,,0.3333333333333333,0.08333333333333333,,,,1.0,,0.08163265306122448,0.25,,,1.0,1.0,,,,,,,,1.0,0.0625,True,
2594,1610612749,Kyle Korver,Kyle Korver,2594,MIL,4074.0,68.0,18.0,156.0,140.0,23.0,24.0,13.0,296.0,,1.0,,,,,1.0,2.0,3.0,5.0,1.0,4.0,6.0,14.0,1.0,1.0,,4.0,8.0,7.0,18.0,33.0,148.0,1.0,1.0,1.0,1.0,5.0,,,,,8.0,,21.0,,14.0,6.0,,,,,,1.0,3.0,1.0,1.0,5.0,1.0,6.0,,3.0,2.0,,,,,,2.0,5.0,,,2.0,,1.0,1.0,1.0,1.0,,22.0,1.0,1.0,1.0,0.3888888888888889,1.0,0.3888888888888889,0.5,1.0,,0.5576923076923077,1.25,,0.6111111111111112,1.25,,0.6923076923076923,15.882352941176471,,0.3333333333333333,0.02564102564102564,0.03125,0.12,,0.0625,0.014925373134328358,0.07692307692307693,,,,,0.1,,0.08695652173913043,0.5,,1.0,0.038461538461538464,,,,0.07692307692307693,0.5,0.5,1.0,0.19230769230769232,0.6,0.6,1.0,0.15384615384615385,0.25,0.25,1.0,0.5384615384615384,0.42857142857142855,0.42857142857142855,1.0,,,0.5,1.0,1.0,,,,0.7307692307692307,0.42857142857142855,0.5255249999999999,0.534575,,0.15151515151515152,,16.175,25.26111111111111,0.14743589743589744,,4.0,,1.0,,1.0,,,4.0,,,,0.125,1.0,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,,,,1.0,,,,,,,,,0.07407407407407407,0.125,0.05263157894736842,,,,,,,,,,,,,True,
202339,1610612749,Eric Bledsoe,Eric Bledsoe,202339,MIL,13519.0,225.0,9.0,463.0,456.0,51.0,56.0,57.0,919.0,12.0,24.0,,1.0,2.0,4.0,7.0,19.0,4.0,12.0,1.0,3.0,6.0,21.0,1.0,2.0,2.0,23.0,55.0,7.0,24.0,82.0,504.0,1.0,3.0,1.0,2.0,5.0,2.0,7.0,2.0,12.0,10.0,36.0,12.0,,21.0,6.0,17.0,48.0,11.0,113.0,1.0,3.0,21.0,10.0,1.0,32.0,4.0,36.0,1.0,10.0,4.0,13.0,8.0,9.0,22.0,2.0,6.0,18.0,2.0,1.0,22.0,1.0,4.0,1.0,5.0,5.0,12.0,51.0,0.21739130434782608,0.21739130434782608,0.5714285714285714,0.2916666666666667,0.5,0.2916666666666667,0.41818181818181815,0.3333333333333333,0.2857142857142857,0.4240506329113924,0.5,0.3888888888888889,0.47674418604651164,0.5,0.5454545454545454,0.3037974683544304,20.186915887850468,0.5909090909090909,0.1,0.1,0.022556390977443608,0.17073170731707318,0.009174311926605505,0.13901345291479822,0.01652892561983471,0.02127659574468085,0.018518518518518517,,0.03333333333333333,0.08695652173913043,0.07894736842105263,0.1282051282051282,0.18811881188118812,0.09090909090909091,0.023809523809523808,1.0,0.3037974683544304,0.5,0.631578947368421,0.25,0.24050632911392406,0.3684210526315789,0.4117647058823529,0.2857142857142857,0.1518987341772152,0.3333333333333333,0.3333333333333333,,0.0379746835443038,0.3333333333333333,0.3333333333333333,1.0,0.26582278481012656,0.2857142857142857,0.2857142857142857,0.5,0.2,,0.4,0.5,1.0,0.4444444444444444,0.5,0.2222222222222222,0.6075949367088608,0.2857142857142857,0.49691455696202536,0.5689000000000001,0.4533277777777777,0.06097560975609756,0.14634146341463414,7.876363636363637,25.71666666666667,0.1101511879049676,,15.0,5.0,7.0,6.0,6.0,4.0,5.0,18.0,,1.0,,0.12727272727272726,0.20833333333333334,,,,,,1.0,,1.0,9.0,31.0,21.0,,1.0,1.0,,3.0,4.0,,11.0,,1.0,,3.0,,2.0,,0.5,,,,,,0.5,0.12790697674418605,0.1774193548387097,,,7.0,3.0,2.0,1.0,,,0.10526315789473684,,,,0.03125,True,
