EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyPoints,PtsUnassisted2s,NonHeaveArc3FGA,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefRebounds,OffRebounds,Rebounds,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,Usage,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Arc3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyAtRimFGM,PenaltyAtRimFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGA,FG3M,SecondChanceFtPoints,PenaltyFtPoints,PtsAssisted2s,PtsAssisted3s,OffThreePtRebounds,DefTwoPtRebounds,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,2pt And 1 Free Throw Trips,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,LiveBallTurnoverPct,DefTwoPtReboundPct,OffThreePtReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,AtRimPctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,Arc3FGM,PenaltyArc3FGM,PenaltyFG3M,NonHeaveArc3FGM,FTDefRebounds,PenaltyFg3Pct,DefFTReboundPct,DefLongMidRangeReboundPct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,TwoPtAssists,AtRimAssists,SecondChanceAtRimFGA,LongMidRangeFGA,LongMidRangeFrequency,SecondChanceAtRimFrequency,SecondChanceAtRimFGM,PtsPutbacks,SelfOReb,Loose Ball Fouls,SelfORebPct,SecondChanceAtRimAccuracy,Loose Ball Fouls Drawn,BlockedShortMidRange,OffShortMidRangeReboundPct,Blocked3s,BlockedArc3,on,LongMidRangeFGM,PenaltyCorner3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,PtsUnassisted3s,HeaveAttempts,ShortMidRangeAssists,LongMidRangeAssists,Steals,BadPassSteals,LostBallSteals,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,Charge Fouls,Offensive Fouls,Offensive Fouls Drawn,ThreePtShootingFoulsDrawn,NonShootingPenaltyNonTakeFouls,SecondChanceFg3Pct,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,Fg2aBlocked,Defensive 3 Seconds Violations,FG2APctBlocked,AtRimPctBlocked,DefensiveGoaltends,OffLongMidRangeReboundPct,SecondChanceCorner3FGM,SecondChanceCorner3FGA,ShortMidRangePctBlocked,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,OffCorner3ReboundPct,SecondChanceAtRimPctAssisted,Fg3aBlocked,Charge Fouls Drawn,FG3APctBlocked,Corner3PctBlocked,Technical Free Throw Trips,LongMidRangePctBlocked,Arc3PctBlocked
101108,1610612760,Chris Paul,Chris Paul,101108,OKC,645.0,11,-11,22,20,11.0,5.0,4.0,42,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,5.0,32,1.0,1.0,2.0,1.0,1.0,2.0,2.0,4.0,2.0,2.0,2.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,11.0,1.0,1.0,1.0,0.5,1.0,0.3333333333333333,0.5,1.0,0.3333333333333333,0.5,23.076923076923077,0.14285714285714285,0.25,0.14285714285714285,0.08333333333333333,0.25,0.3333333333333333,0.25,1.0,1.0,0.25,1.0,1.0,0.5,0.6666666666666666,0.75,0.5261,0.4394,0.5052666666666666,0.2,0.3333333333333333,0.4,0.4,4.25,25.6,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628977,1610612760,Hamidou Diallo,Hamidou Diallo,1628977,OKC,1520.0,25,-23,53,52,36.0,7.0,6.0,105,3.0,4.0,,2.0,1.0,1.0,3.0,6.0,5.0,4.0,13.0,69,,,1.0,3.0,6.0,2.0,10.0,4.0,1.0,1.0,1.0,1.0,,3.0,1.0,1.0,4.0,2.0,6.0,,,2.0,2.0,,,4.0,7.0,3.0,10.0,36.0,0.5,,0.5,0.4090909090909091,,0.375,0.4642857142857143,0.5,0.45454545454545453,0.45454545454545453,26.229508196721312,0.06666666666666667,0.07692307692307693,0.15384615384615385,0.06666666666666667,0.14285714285714285,,0.36363636363636365,0.75,0.75,0.18181818181818182,,,0.09090909090909091,0.125,0.8181818181818182,0.4961454545454545,,0.4709625,0.23076923076923078,0.375,0.07692307692307693,0.7692307692307693,5.233333333333333,23.46,0.6792452830188679,3.0,4.0,1.0,4.0,1.0,1.0,1.0,4.0,2.0,3.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.2,0.2,1.0,0.23076923076923078,0.06666666666666667,0.09090909090909091,0.16666666666666666,0.4,0.125,0.5,0.3333333333333333,0.36363636363636365,0.25,0.25,1.0,0.5,0.75,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628983,1610612760,Shai Gilgeous-Alexander,Shai Gilgeous-Alexander,1628983,OKC,377.0,6,-1,13,13,7.0,2.0,1.0,26,,,,,1.0,1.0,,,1.0,,,17,,,,,,1.0,,,1.0,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,7.0,,,,,,,,,,1.0,6.666666666666667,,0.25,0.125,,,1.0,,,,,,,1.0,1.0,1.0,0.52425,,0.52425,,,,,,27.8,0.5384615384615384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629647,1610612760,Darius Bazley,Darius Bazley,1629647,OKC,1323.0,22,-17,45,45,28.0,4.0,5.0,90,,1.0,,,5.0,3.0,,1.0,6.0,4.0,13.0,57,,,,,,3.0,5.0,,5.0,1.0,1.0,,1.0,3.0,,4.0,8.0,,8.0,,,1.0,,,,2.0,4.0,2.0,5.0,28.0,,,,0.6428571428571429,,0.5,0.7222222222222222,,0.625,0.8571428571428571,18.867924528301884,,0.36363636363636365,0.30434782608695654,,,0.25,0.14285714285714285,,,,,,0.7142857142857143,1.0,1.0,0.5552642857142857,,0.5587,0.2222222222222222,0.6666666666666666,,0.38461538461538464,2.0,25.5,0.6222222222222222,,,,1.0,,3.0,,2.0,,9.0,,3.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,,,,1.0,0.5,0.5,1.0,0.25,,,0.2,0.2,0.42857142857142855,1.0,,0.14285714285714285,,,,,,,3.0,1.0,1.0,3.0,1.0,0.3333333333333333,1.0,0.5,0.6,0.6,1.0,0.3333333333333333,0.6,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203488,1610612760,Mike Muscala,Mike Muscala,203488,OKC,647.0,11,-6,24,24,19.0,,2.0,48,,1.0,,,,,,1.0,1.0,,3.0,28,,,,,1.0,,,,,,1.0,,,2.0,,1.0,4.0,,4.0,,,,,1.0,2.0,,,,,19.0,,,,0.75,,,0.75,,,0.5,7.692307692307692,,0.2,0.3076923076923077,,,,0.5,,,,,,,,1.0,0.495125,,0.4255,,,,,3.6,23.4,0.7916666666666666,,1.0,1.0,1.0,,1.0,,,,3.0,,3.0,,,,,,,,,,,,,1.0,1.0,1.0,,0.375,,,0.25,0.3333333333333333,0.25,,,0.5,1.0,1.0,1.0,1.0,,,,,,,,,,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203471,1610612760,Dennis Schroder,Dennis Schroder,203471,OKC,902.0,15,-16,30,29,17.0,7.0,4.0,59,1.0,2.0,2.0,4.0,2.0,,3.0,8.0,2.0,,6.0,43,,1.0,,2.0,3.0,,4.0,4.0,2.0,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,4.0,17.0,0.375,,0.6666666666666666,0.3,,0.6666666666666666,0.3,,0.6666666666666666,0.2,30.555555555555557,,,,,,,0.2,0.5,0.5,0.4,0.5,0.5,0.2,,0.4,0.415855,0.3936,0.4056333333333333,,,,0.6666666666666666,9.024999999999999,24.95,0.5666666666666667,1.0,1.0,,,,,,,2.0,,,,1.0,1.0,,,,,,,,,0.3333333333333333,0.3333333333333333,,,,1.0,,,,,,,,1.0,,,,,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,1.0,2.0,0.2,1.0,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203500,1610612760,Steven Adams,Steven Adams,203500,OKC,383.0,6,-5,13,12,5.0,4.0,3.0,25,1.0,2.0,,,,,1.0,2.0,,,2.0,14,1.0,2.0,2.0,1.0,2.0,,2.0,2.0,,1.0,1.0,1.0,,3.0,1.0,2.0,2.0,2.0,4.0,,,,,,1.0,1.0,,,2.0,5.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,,12.5,0.2,0.6666666666666666,0.4,0.2222222222222222,0.3333333333333333,0.6666666666666666,1.0,0.5,0.5,,,,,,1.0,0.59875,0.5151,0.59875,,,1.0,1.0,0.6,,0.38461538461538464,1.0,2.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,0.25,0.5,,,,,,,,,,1.0,0.5,,,,,,,,,,,,,,,,,2.0,,,1.0,1.0,2.0,1.0,1.0,1.0,0.5,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203457,1610612760,Nerlens Noel,Nerlens Noel,203457,OKC,490.0,8,-12,16,16,12.0,3.0,1.0,32,1.0,2.0,,,,,1.0,2.0,,,2.0,27,,1.0,,1.0,1.0,,2.0,2.0,,,,,,,1.0,2.0,3.0,1.0,4.0,,,,,2.0,2.0,1.0,,,2.0,12.0,0.5,,1.0,0.5,,1.0,0.5,,1.0,,10.526315789473685,0.16666666666666666,0.4,0.375,0.1,,,1.0,0.5,0.5,,,,,,1.0,0.5386,0.4415,0.6357,,,,1.0,1.05,,0.75,1.0,1.0,,,,,,,,,,1.0,,,,,,1.0,,1.0,,,,,,,,,0.3333333333333333,,,0.5,,0.5,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,1.0,1.0,0.5,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201568,1610612760,Danilo Gallinari,Danilo Gallinari,201568,OKC,197.0,3,-6,7,7,7.0,3.0,,14,,,,,,,,1.0,,2.0,2.0,12,,,,,1.0,,2.0,,,,1.0,,,2.0,,,,,,,,,,1.0,1.0,1.0,2.0,1.0,2.0,7.0,,,,,,,0.5,,0.5,,28.57142857142857,,,,,,,,,,,,,,,,0.3699,,0.3699,0.5,0.5,,1.0,19.0,,1.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1627846,1610612760,Abdel Nader,Abdel Nader,1627846,OKC,558.0,9,-9,21,21,19.0,,2.0,42,,,,1.0,3.0,3.0,,1.0,3.0,,,23,,,,,1.0,3.0,,,3.0,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,19.0,,,,,,,,,,0.75,17.391304347826086,,0.2,0.08333333333333333,,,,,,,0.25,,,0.75,0.75,0.75,0.5035000000000001,,0.5035000000000001,,,,,13.2,25.633333333333336,0.9047619047619048,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,0.25,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
