EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyDefPoss,TotalPoss,Arc3FGM,Arc3FGA,FG3M,FG3A,Points,OpponentPoints,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg3Pct,NonHeaveFg3Pct,EfgPct,TsPct,FG3APct,Usage,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,Avg3ptShotDistance,PenaltyOffPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,FG2M,FG2A,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,ThreePtAssists,Assists,Arc3Assists,AssistPoints,DefTwoPtRebounds,DefRebounds,Rebounds,LiveBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,Fouls,FoulsDrawn,Charge Fouls Drawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,LiveBallTurnoverPct,DefTwoPtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,SecondChanceOffPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,Fg2aBlocked,DefThreePtRebounds,Loose Ball Fouls,NonShootingPenaltyNonTakeFouls,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,DefThreePtReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,AtRimPctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceShotQualityAvg,SecondChancePointsPct,ShootingFouls,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,TwoPtAssists,Corner3Assists,ShortMidRangeAssists,OffTwoPtRebounds,OffRebounds,Assisted3sPct,PenaltyFg3Pct,OffTwoPtReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,LongMidRangeFGA,PenaltyArc3FGA,DeadBallTurnovers,StepOutOfBoundsTurnovers,ShortMidRangePctBlocked,LongMidRangeFrequency,PenaltyArc3Frequency,BadPassTurnovers,FtPoints,PenaltyFtPoints,FTA,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyArc3FGM,AtRimAssists,DefLongMidRangeReboundPct,Arc3PctAssisted,PenaltyArc3Accuracy,on,LongMidRangeFGM,SecondChanceCorner3FGA,SecondChanceArc3FGA,SecondChanceFG3A,PtsPutbacks,LongMidRangeAssists,OffThreePtRebounds,FTDefRebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,Offensive Fouls,Loose Ball Fouls Drawn,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,Blocks,DefFTReboundPct,OffThreePtReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffCorner3ReboundPct,SelfORebPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChanceFtPoints,HeaveAttempts,Charge Fouls,BlockedShortMidRange,RecoveredBlocks,OffArc3ReboundPct,BlocksRecoveredPct,SecondChanceCorner3FGM,SecondChanceFG3M,Fg3aBlocked,FTOffRebounds,Technical Free Throw Trips,Blocked3s,BlockedCorner3,OffensiveGoaltends,SecondChanceFg3Pct,FG3APctBlocked,Arc3PctBlocked,OffFTReboundPct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,BlockedArc3,SecondChanceArc3FGM,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,3SecondViolations
101150,1610612746,Lou Williams,Lou Williams,101150,LAC,84.0,1.0,5.0,3,3,3.0,6,1.0,1.0,1.0,1.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,1.5,1.5,1.0,33.333333333333336,1.0,1.0,1.0,1.0,1.0,0.4746,25.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1626149,1610612746,Montrezl Harrell,Montrezl Harrell,1626149,LAC,426.0,7.0,14.0,15,16,12.0,31,,,,,8.0,13.0,,,,,,1.0,1.0,,33.333333333333336,,,,0.5,,0.531575,,12.0,2.0,2.0,1.0,1.0,2.0,2.0,4.0,4.0,3.0,3.0,6.0,4.0,4.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,12.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,0.2,0.1111111111111111,0.5,0.5,1.0,1.0,0.5,1.0,1.0,1.0,0.3333333333333333,1.0,0.459,0.75,4.2,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629611,1610612746,Terance Mann,Terance Mann,1629611,LAC,941.0,16.0,12.0,33,34,29.0,67,,,,,4.0,28.0,,,,,,0.6666666666666666,0.6666666666666666,,11.76470588235294,,,,0.6666666666666666,,0.4315,,18.0,1.0,2.0,,,1.0,1.0,2.0,3.0,,,,2.0,2.0,,,,,3.0,6.0,6.0,1.0,1.0,1.0,1.0,1.0,,,,18.0,0.5,0.5,0.6666666666666666,,,,1.0,0.3,0.3333333333333333,0.5,0.6666666666666666,0.5,1.0,0.3333333333333333,1.0,1.0,,,,,,6.0,0.5454545454545454,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.5,0.375,0.2,0.3333333333333333,0.5,1.0,1.0,1.0,1.0,0.6335,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201976,1610612746,Patrick Beverley,Patrick Beverley,201976,LAC,84.0,1.0,5.0,3,3,3.0,6,,,,,2.0,2.0,,,,,,1.0,1.0,,33.333333333333336,,,,,,0.3861,,,,,,,1.0,1.0,1.0,1.0,,,,2.0,,,,,,,,,,,,,1.0,,,,,1.0,1.0,1.0,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203585,1610612746,Rodney McGruder,Rodney McGruder,203585,LAC,941.0,16.0,12.0,33,34,29.0,67,,,2.0,3.0,8.0,28.0,,,,0.6666666666666666,0.6666666666666666,0.8,0.8,0.6,14.705882352941176,,,,0.6,,0.52386,23.96666666666667,18.0,,,,,1.0,2.0,1.0,2.0,,,6.0,,2.0,1.0,2.0,,5.0,,3.0,4.0,,,,,,,,6.0,18.0,,,0.5,,1.0,1.0,,,0.16666666666666666,,,,,0.4,0.5,0.5,,,,0.6112000000000001,0.75,7.4,0.5454545454545454,1.0,,,,,,,3.0,,,,,,,,0.375,,0.5,,,,,,,,,2.0,3.0,2.0,3.0,2.0,3.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.14285714285714285,0.1,0.5,0.6,0.6666666666666666,0.6666666666666666,1.0,1.0,0.6666666666666666,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629013,1610612746,Landry Shamet,Landry Shamet,1629013,LAC,456.0,8.0,-5.0,15,16,11.0,31,,1.0,,1.0,2.0,15.0,,1.0,,,,0.25,0.25,0.25,31.25,0.25,,,0.5,,0.4745625,27.3,6.0,1.0,1.0,,,,1.0,1.0,3.0,,1.0,,2.0,,,,,,,,,,,1.0,,1.0,,,,6.0,1.0,1.0,0.3333333333333333,,,,,,,,0.25,1.0,1.0,0.25,,,,,,0.425025,,9.833333333333334,0.4,1.0,,,,,,1.0,,,,,,,0.3333333333333333,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,0.25,0.5,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203210,1610612746,JaMychal Green,JaMychal Green,203210,LAC,469.0,8.0,-7.0,17,17,13.0,34,,,,,,18.0,,,,,,,,,11.11111111111111,,,,,,0.3225,,8.0,,,,,,1.0,,1.0,,1.0,,,,,,,,1.0,1.0,1.0,1.0,,1.0,,,,,,8.0,,,,,,,1.0,0.2,0.125,,,,,1.0,,,,,,0.3225,,4.8,0.47058823529411764,1.0,,,,,,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629599,1610612746,Amir Coffey,Amir Coffey,1629599,LAC,401.0,7.0,12.0,15,15,15.0,30,,,,1.0,2.0,11.0,,,,,,,0.25,0.3333333333333333,26.666666666666668,,,,0.3333333333333333,,0.4526666666666667,22.7,12.0,,,,,,1.0,,2.0,,,2.0,,,2.0,3.0,1.0,8.0,,,,,,,,,1.0,,2.0,12.0,,,,,,0.5,,,,,,,,0.3333333333333333,,,,,,0.5961,1.0,12.4,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,1.0,1.0,1.0,,,,,,,,0.3333333333333333,,,,1.0,,1.0,,,,,0.3333333333333333,,,2.0,2.0,2.0,1.0,1.0,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202335,1610612746,Patrick Patterson,Patrick Patterson,202335,LAC,583.0,10.0,10.0,21,22,22.0,43,2.0,2.0,3.0,3.0,9.0,21.0,,2.0,2.0,1.0,1.0,1.5,1.5,1.0,13.636363636363637,0.6666666666666666,1.0,1.0,1.0,1.0,0.58555,23.7,12.0,,,,,,,,,,,9.0,,,1.0,4.0,,9.0,1.0,1.0,1.0,,,,,1.0,,,9.0,12.0,,,,,1.5,1.5,,0.125,0.08333333333333333,,,,,,,,,,,0.58555,1.0,,0.5714285714285714,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,3.0,3.0,9.0,3.0,1.0,1.0,,,1.0,1.0,,,,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,1.0,,2.0,,,,,0.6666666666666666,,,,,,,2.0,2.0,1.0,1.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1627826,1610612746,Ivica Zubac,Ivica Zubac,1627826,LAC,96.0,2.0,-1.0,3,3,2.0,6,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
