EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,TotalPoss,OpponentPoints,PenaltyOffPossExcludingTakeFouls,PenaltyOffPossPct,Minutes,PenaltyDefPoss,SecondChanceOffPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,SecondChanceFG3A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,NonHeaveArc3FGA,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,DefThreePtRebounds,DefRebounds,Rebounds,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,DefThreePtReboundPct,DefFGReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Arc3Frequency,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,LongMidRangeFGA,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsPutbacks,OffTwoPtRebounds,OffRebounds,SelfOReb,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffTwoPtReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,SelfORebPct,LongMidRangeFrequency,SecondChancePointsPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,DefTwoPtRebounds,DefTwoPtReboundPct,OffAtRimReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,LongMidRangeFGM,Arc3FGM,PenaltyArc3FGM,FG3M,PenaltyFG3M,PtsAssisted2s,PtsAssisted3s,NonHeaveArc3FGM,Fg2aBlocked,Charge Fouls Drawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG2APctBlocked,AtRimPctBlocked,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,AtRimPctAssisted,OffThreePtRebounds,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,OffThreePtReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,BlocksRecoveredPct,PtsUnassisted3s,Steals,BadPassSteals,LostBallSteals,StepOutOfBoundsTurnovers,SecondChanceTurnovers,ShortMidRangePctBlocked,ShortMidRangePctAssisted,DefCorner3ReboundPct,on,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFtPoints,HeaveAttempts,Fg3aBlocked,Corner3Assists,FTDefRebounds,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Charge Fouls,Loose Ball Fouls Drawn,Offensive Fouls Drawn,Technical Free Throw Trips,Blocked3s,BlockedArc3,BlockedLongMidRange,BlockedShortMidRange,NonShootingPenaltyNonTakeFouls,SecondChanceFg3Pct,FG3APctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,DefFTReboundPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,SecondChanceCorner3FGM,FTOffRebounds,OffFTReboundPct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Travels,Clear Path Fouls,Loose Ball Fouls,ThreePtShootingFoulsDrawn,BlockedCorner3,OffCorner3ReboundPct,ThreePtShootingFoulsDrawnPct,3SecondViolations,Defensive 3 Seconds Violations,DefensiveGoaltends,OffensiveGoaltends,Corner3PctBlocked
1627750,1610612743,Jamal Murray,Jamal Murray,1627750,DEN,26.0,-3.0,1.0,1,1.0,2,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628408,1610612743,PJ Dozier,PJ Dozier,1628408,DEN,1418.0,2.0,48.0,46,35.0,94,49.0,35.0,0.7291666666666666,24.0,13.0,10.0,1.0,4.0,1.0,4.0,2.0,4.0,5.0,2.0,4.0,3.0,8.0,5.0,5.0,11.0,2.0,3.0,7.0,4.0,1.0,7.0,6.0,5.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,9.0,4.0,4.0,4.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,3.0,1.0,3.0,5.0,1.0,3.0,7.0,0.375,0.42857142857142855,0.23076923076923078,0.2727272727272727,0.36666666666666664,0.3181818181818182,0.38461538461538464,29.508196721311474,0.3333333333333333,0.3333333333333333,0.18181818181818182,0.4,0.3076923076923077,0.25,0.25,0.3076923076923077,0.5,0.5,0.38461538461538464,1.0,0.36363636363636365,0.25,0.36363636363636365,0.6923076923076923,0.44857307692307696,0.489,0.4583681818181818,0.2,0.3,0.6363636363636364,4.7375,26.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628420,1610612743,Monte Morris,Monte Morris,1628420,DEN,357.0,-7.0,12.0,11,4.0,23,16.0,4.0,0.3333333333333333,6.0,1.0,3.0,,,,,1.0,1.0,1.0,,,1.0,2.0,1.0,2.0,4.0,,1.0,2.0,,2.0,4.0,2.0,1.0,,,,,,,,,,,1.0,,,,,,,,1.0,,1.0,2.0,,,4.0,0.5,0.5,0.3333333333333333,0.5,0.5,0.6666666666666666,0.3333333333333333,25.0,,,,,,,,0.3333333333333333,1.0,1.0,0.3333333333333333,,,,,0.3333333333333333,0.4114166666666666,0.4434,0.37165,,,1.0,14.2,25.3,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.125,1.0,0.5,0.3333333333333333,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628966,1610612743,Keita Bates-Diop,Keita Bates-Diop,1628966,DEN,1418.0,2.0,48.0,46,35.0,94,49.0,35.0,0.7291666666666666,24.0,13.0,10.0,1.0,4.0,1.0,4.0,,1.0,,,,1.0,5.0,,1.0,3.0,,1.0,4.0,,1.0,3.0,2.0,,1.0,,1.0,,1.0,,,2.0,1.0,3.0,6.0,,,,,,,,,,2.0,2.0,,,3.0,0.2,0.25,0.2,0.25,0.25,0.3,,9.836065573770492,,0.08333333333333333,0.13636363636363635,0.1,0.8,0.25,0.25,0.2,,,,,1.0,0.25,,0.8,0.49196,0.5297999999999999,0.5253000000000001,,,1.0,3.1799999999999997,,,1.0,4.0,2.0,2.0,3.0,3.0,1.0,1.0,,0.25,0.25,0.25,0.16666666666666666,0.10714285714285714,,0.25,,0.6666666666666666,1.0,3.0,2.0,0.2,0.3,0.16666666666666666,0.5,0.75,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203584,1610612743,Troy Daniels,Troy Daniels,203584,DEN,1283.0,-1.0,43.0,43,32.0,86,47.0,32.0,0.7441860465116279,21.0,12.0,9.0,,3.0,,1.0,,,4.0,1.0,2.0,2.0,5.0,4.0,1.0,8.0,1.0,1.0,2.0,2.0,1.0,6.0,2.0,4.0,1.0,1.0,2.0,1.0,1.0,,,5.0,1.0,2.0,3.0,,,,,,,,1.0,,2.0,2.0,,,6.0,0.4,0.5,0.3888888888888889,0.625,0.4,0.6,0.4444444444444444,18.18181818181818,,0.09090909090909091,0.1,0.1,0.3333333333333333,,,,,,0.4444444444444444,1.0,0.25,,0.5,0.7777777777777778,0.4512611111111112,0.5307,0.48214999999999997,,,0.75,9.84,27.275000000000002,2.0,,,,,1.0,1.0,,1.0,1.0,,,,0.0625,0.038461538461538464,0.5,,0.2222222222222222,,,,1.0,0.1111111111111111,,0.2,,,,2.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,0.5,0.5,1.0,0.25,0.5,0.25,0.2,0.3333333333333333,1.0,1.0,0.5,0.25,0.25,1.0,0.5,0.25,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629008,1610612743,Michael Porter Jr.,Michael Porter Jr.,1629008,DEN,456.0,3.0,16.0,14,14.0,30,14.0,14.0,0.875,8.0,1.0,3.0,1.0,1.0,1.0,1.0,,,,,,1.0,1.0,,,2.0,,1.0,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,5.2631578947368425,,,,,1.0,1.0,1.0,,,,,,1.0,1.0,,1.0,0.6126,,0.6126,,,1.0,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,1.0,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203486,1610612743,Mason Plumlee,Mason Plumlee,203486,DEN,724.0,-1.0,25.0,23,15.0,48,29.0,15.0,0.6,12.0,1.0,6.0,3.0,4.0,1.0,2.0,,,,,,3.0,4.0,,,6.0,,1.0,2.0,,,2.0,2.0,,,,,,,,,,,1.0,6.0,,,,,,,1.0,1.0,,4.0,,,,2.0,0.75,0.5,0.75,0.5,0.75,0.5,,12.121212121212121,,,0.1,,1.0,0.75,0.75,,,,,,1.0,0.5,,1.0,0.584975,0.54565,0.55495,,,0.3333333333333333,1.2999999999999998,,,1.0,2.0,2.0,2.0,4.0,5.0,,,,0.5,0.5,0.5,0.4444444444444444,0.3333333333333333,,,,0.3333333333333333,1.0,2.0,1.0,0.25,0.75,,,1.0,0.5,,,,,,4.0,,,,1.0,0.6666666666666666,1.0,,,,,,,,,,,,,,,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,0.16666666666666666,0.5,0.16666666666666666,1.0,1.0,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629626,1610612743,Bol Bol,Bol Bol,1629626,DEN,1004.0,11.0,34.0,33,29.0,67,29.0,29.0,0.8529411764705882,17.0,12.0,7.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,,3.0,2.0,5.0,3.0,7.0,17.0,,2.0,5.0,3.0,7.0,17.0,2.0,3.0,,,,,,,,,,2.0,5.0,1.0,,1.0,1.0,2.0,2.0,1.0,1.0,,4.0,8.0,,4.0,17.0,0.4,0.4,0.625,0.625,0.7083333333333334,0.7083333333333334,0.375,32.55813953488372,0.5,,0.1111111111111111,,0.125,1.0,1.0,0.25,0.5,1.0,0.375,,0.125,1.0,0.375,0.5,0.46321875,0.5458,0.46321875,0.3333333333333333,0.4444444444444444,1.0,11.7,27.566666666666663,2.0,1.0,2.0,2.0,2.0,2.0,3.0,,,,0.5,0.5,0.5,0.14285714285714285,0.15,,,0.25,0.11764705882352941,1.0,1.0,2.0,0.2222222222222222,0.1111111111111111,0.2,,0.5,1.0,,2.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,,0.5,1.0,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.2,,,,,0.6666666666666666,0.6666666666666666,0.5,0.6666666666666666,0.6666666666666666,,1.0,2.0,2.0,2.0,2.0,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.5,1.0,3.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629076,1610612743,Tyler Cook,Tyler Cook,1629076,DEN,216.0,7.0,7.0,6,4.0,13,2.0,4.0,0.5714285714285714,4.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,0.4,0.2857142857142857,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203943,1610612743,Noah Vonleh,Noah Vonleh,203943,DEN,188.0,-3.0,6.0,7,6.0,13,7.0,6.0,1.0,3.0,7.0,2.0,,,,,,1.0,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.11111111111111,,,,,,,,1.0,,,,,,,,,0.4167,,0.4167,,,,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
