EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,LostBallSteals,ShootingFouls,Fouls,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,Usage,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PtsUnassisted3s,TwoPtAssists,Assists,AtRimAssists,AssistPoints,OffTwoPtRebounds,FTDefRebounds,OffRebounds,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,DefFTReboundPct,OffTwoPtReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,BlocksRecoveredPct,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,Corner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,FtPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,ThreePtAssists,Corner3Assists,LongMidRangeAssists,OffThreePtRebounds,BadPassSteals,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Turnovers,Offensive Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,SecondChanceFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,OffThreePtReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,DefLongMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,Corner3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,ShortMidRangeFGM,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3FGM,Arc3Assists,ShortMidRangeAssists,LiveBallTurnovers,BadPassTurnovers,ShortMidRangePctBlocked,LiveBallTurnoverPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,BadPassOutOfBoundsTurnovers,on,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceFtPoints,PenaltyFG2M,PenaltyFG2A,FTOffRebounds,SelfOReb,PenaltyTurnovers,Loose Ball Fouls,Charge Fouls Drawn,2pt And 1 Free Throw Trips,BlockedShortMidRange,Defensive 3 Seconds Violations,PenaltyFg2Pct,OffFTReboundPct,OffShortMidRangeReboundPct,OffCorner3ReboundPct,DefCorner3ReboundPct,SelfORebPct,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyFtPoints,StepOutOfBoundsTurnovers,Offensive Fouls Drawn,NonShootingFoulsDrawn,LostBallTurnovers,SecondChanceTurnovers,Blocked3s,BlockedArc3,SecondChanceAtRimPctAssisted,ThreePtShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,ThreePtShootingFoulsDrawnPct,HeaveAttempts,Loose Ball Fouls Drawn,Travels,3pt And 1 Free Throw Trips,SecondChanceCorner3FGA,Fg3aBlocked,Charge Fouls,Technical Free Throw Trips,FG3APctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,SecondChanceCorner3Frequency,SecondChanceCorner3FGM,BlockedCorner3,BlockedLongMidRange,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted
101107,1610612749,Marvin Williams,Marvin Williams,101107,MIL,750.0,12.0,4.0,24,27.0,2.0,12.0,3.0,51,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,5.0,21.0,1.0,1.0,3.0,2.0,3.0,2.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,0.625,1.5,0.625,1.5,0.5,14.814814814814813,0.16666666666666666,0.3333333333333333,0.25,1.0,0.3333333333333333,0.25,0.25,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,1.0,0.5,0.5,0.40505,0.28035,0.6,11.05,26.6,0.08333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1626192,1610612749,Pat Connaughton,Pat Connaughton,1626192,MIL,868.0,14.0,-2.0,26,32.0,,13.0,3.0,58,,,,2.0,2.0,,,,,2.0,2.0,6.0,31.0,,,,,3.0,2.0,2.0,2.0,1.0,4.0,5.0,,,,1.0,,,,,0.5,1.0,,1.0,,1.5,,1.5,,1.0,6.8965517241379315,0.14285714285714285,0.2857142857142857,0.21428571428571427,,0.2857142857142857,,,,,,1.0,1.0,1.0,0.5,,,1.0,1.0,0.45539999999999997,,,,29.3,,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1111111111111111,0.08333333333333333,0.3333333333333333,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628978,1610612749,Donte DiVincenzo,Donte DiVincenzo,1628978,MIL,1081.0,18.0,-8.0,37,40.0,2.0,12.0,3.0,77,1.0,,3.0,1.0,2.0,,,2.0,9.0,1.0,3.0,8.0,41.0,,,,,3.0,2.0,1.0,,2.0,2.0,4.0,1.0,,,2.0,,2.0,,,1.0,0.3333333333333333,,0.3333333333333333,0.2222222222222222,0.2916666666666667,,0.3076923076923077,,0.25,37.5,0.2,,0.11764705882352941,,,0.08333333333333333,0.25,,,,0.16666666666666666,0.5,0.5,1.0,,,0.6666666666666666,0.5,0.5103125,,,8.555555555555555,25.5,0.05405405405405406,,1.0,2.0,,5.0,1.0,,2.0,,,,,,,0.08333333333333333,0.1111111111111111,,0.25,,2.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.25,1.25,0.1111111111111111,0.2,0.16666666666666666,0.25,0.3333333333333333,0.2,0.4166666666666667,0.4,0.5,0.08333333333333333,0.5,1.0,0.5,1.0,1.0,0.5786,0.07692307692307693,0.1,0.625,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201577,1610612749,Robin Lopez,Robin Lopez,201577,MIL,1234.0,21.0,-15.0,40,46.0,2.0,16.0,3.0,86,2.0,,,,,,,3.0,4.0,,,6.0,51.0,,,,4.0,,,,2.0,2.0,4.0,4.0,,,2.0,2.0,,2.0,0.6666666666666666,0.6666666666666666,,,,,0.75,0.75,,0.75,,,9.30232558139535,0.18181818181818182,0.2857142857142857,0.2222222222222222,,0.2857142857142857,0.5,,,,,,,,,,,0.5,,0.4609,,,6.625,,0.05,,,,,,,,,,,,,,,,,,,,2.0,2.0,1.0,1.0,,,,,1.0,1.0,,,2.0,2.0,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,0.3333333333333333,0.5,1.0,1.0,,1.0,1.0,,,,,,,0.3333333333333333,1.0,0.5,0.5,0.5,1.0,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201588,1610612749,George Hill,George Hill,201588,MIL,975.0,16.0,-5.0,30,35.0,,14.0,3.0,65,1.0,1.0,1.0,,1.0,,,2.0,4.0,1.0,2.0,8.0,35.0,,,,,3.0,1.0,,1.0,1.0,2.0,2.0,,,1.0,2.0,,,,,1.0,0.5,,0.5,0.5,0.5833333333333334,,0.5714285714285714,,0.3333333333333333,30.3030303030303,0.125,0.14285714285714285,0.13333333333333333,,0.14285714285714285,0.16666666666666666,0.16666666666666666,1.0,1.0,,0.16666666666666666,,,,,,0.6666666666666666,,0.511,,,9.875,24.450000000000003,,,1.0,3.0,,8.0,,,,,,,,,,,,,0.3333333333333333,,1.0,2.0,,,1.0,,,1.0,,,,,,4.0,,1.0,2.0,,,,,2.0,1.0,3.0,,1.0,2.0,1.0,,,,,0.25,,,,,,0.3333333333333333,0.5,0.5,0.16666666666666666,,,,,,,0.14285714285714285,0.2,,,,,,,1.0,2.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202083,1610612749,Wesley Matthews,Wesley Matthews,202083,MIL,155.0,3.0,-9.0,3,6.0,,5.0,,9,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2594,1610612749,Kyle Korver,Kyle Korver,2594,MIL,397.0,7.0,-18.0,15,16.0,2.0,3.0,,31,,,1.0,,,,,,1.0,1.0,2.0,3.0,26.0,,,,,3.0,,,,,,,,,,,,2.0,,,1.0,0.5,,0.5,,0.5,,0.5,,0.6666666666666666,20.0,,,,,,,0.3333333333333333,,,,,,,,,,0.6666666666666666,,0.5513,,,19.9,23.0,0.13333333333333333,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6666666666666666,,,,,,,,,,,,,,,1.0,,,,,,,0.5,0.5,1.0,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628412,1610612749,Frank Mason,Frank Mason,1628412,MIL,25.0,,3.0,1,,1.0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203114,1610612749,Khris Middleton,Khris Middleton,203114,MIL,257.0,4.0,-5.0,7,9.0,,4.0,,16,,,1.0,,,,,,1.0,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.57142857142857,,,,,,,1.0,,,,,,,,,,,,0.4161,,,18.8,,,,,1.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203507,1610612749,Giannis Antetokounmpo,Giannis Antetokounmpo,203507,MIL,2.0,,-2.0,1,1.0,1.0,1.0,,2,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
