EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGM,LongMidRangeFGM,LongMidRangeFGA,SecondChanceArc3FGA,SecondChanceFG3A,FTOffRebounds,SelfOReb,RecoveredBlocks,Defensive 3 Seconds Violations,OffFTReboundPct,OffCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceArc3Frequency,SecondChanceCorner3FGA,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFtPoints,PtsUnassisted3s,Fg3aBlocked,LostBallSteals,BadPassOutOfBoundsTurnovers,LostBallTurnovers,SecondChanceTurnovers,Charge Fouls,Loose Ball Fouls,Charge Fouls Drawn,2pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,BlockedAtRim,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg3Pct,FG3APctBlocked,AtRimPctBlocked,LongMidRangePctBlocked,Corner3PctBlocked,OffLongMidRangeReboundPct,SecondChanceCorner3Frequency,SecondChanceArc3Accuracy,ThreePtShootingFoulsDrawnPct,LongMidRangeAssists,Clear Path Fouls,SecondChanceArc3PctAssisted,3SecondViolations,SecondChanceAtRimPctAssisted,SecondChanceCorner3FGM,Blocked3s,BlockedArc3,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,on,BlockedLongMidRange,HeaveAttempts
1626220,1610612762,Royce O'Neale,Royce O'Neale,1626220,UTA,13090.0,218,1,415,418,112,93,42,833,3.0,8.0,1.0,1.0,2.0,4.0,2.0,3.0,7.0,2.0,3.0,7.0,13.0,1.0,5.0,3.0,10.0,10.0,20.0,3.0,39.0,508,1.0,2.0,2.0,2.0,4.0,3.0,8.0,2.0,15.0,2.0,4.0,30.0,2.0,13.0,7.0,1.0,8.0,9.0,17.0,5.0,4.0,6.0,2.0,43.0,1.0,2.0,19.0,13.0,1.0,33.0,3.0,36.0,7.0,7.0,4.0,4.0,8.0,1.0,2.0,1.0,12.0,5.0,6.0,22.0,4.0,9.0,1.0,3.0,6.0,3.0,2.0,2.0,2.0,15.0,109,2.0,0.3333333333333333,0.5,1.0,0.5,0.375,0.5,0.3,0.5,0.5,0.6,0.5,0.5416666666666666,0.5909090909090909,0.5,0.5769230769230769,0.6666666666666666,0.1,0.5,9.803921568627452,0.3333333333333333,0.25,0.12380952380952381,0.020833333333333332,0.21839080459770116,0.012048192771084338,0.16666666666666666,0.01675977653631285,0.023255813953488372,0.02631578947368421,0.01639344262295082,0.05128205128205128,0.11428571428571428,0.22580645161290322,0.22857142857142856,0.17647058823529413,0.26666666666666666,0.375,0.375,0.3333333333333333,0.06666666666666667,0.23333333333333334,0.42857142857142855,0.42857142857142855,1.0,0.43333333333333335,0.5384615384615384,0.5384615384615384,1.0,0.5,1.0,0.3333333333333333,0.5,0.25,0.6666666666666666,0.4166666666666667,0.2,0.9333333333333333,0.5384615384615384,0.5192966666666666,0.51465,0.5325125,0.09090909090909091,0.23076923076923078,0.05128205128205128,0.38461538461538464,3.1399999999999997,25.205000000000002,0.26987951807228916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
1627777,1610612762,Georges Niang,Georges Niang,1627777,UTA,3975.0,66,25,129,129,38,25,13,258,1.0,2.0,1.0,1.0,1.0,1.0,3.0,5.0,8.0,1.0,2.0,4.0,7.0,2.0,2.0,4.0,6.0,9.0,15.0,,35.0,153,1.0,1.0,2.0,2.0,2.0,3.0,4.0,,13.0,6.0,2.0,27.0,,7.0,4.0,,2.0,2.0,4.0,1.0,1.0,1.0,1.0,10.0,2.0,,3.0,2.0,,5.0,3.0,8.0,,,,,,,,,,,1.0,1.0,,,,,,,1.0,1.0,1.0,13.0,38,,0.75,0.75,1.0,0.6,0.75,0.6,0.6666666666666666,1.0,1.0,0.8333333333333334,0.5,1.0833333333333333,0.8333333333333334,0.5,1.0833333333333333,0.7142857142857143,,,14.788732394366198,,,0.07692307692307693,,0.10714285714285714,0.07692307692307693,0.09259259259259259,0.045454545454545456,,,,0.14285714285714285,,0.08333333333333333,0.125,,0.09523809523809523,0.5,0.5,,0.14285714285714285,0.38095238095238093,0.625,0.625,1.0,0.3333333333333333,0.5714285714285714,0.5714285714285714,1.0,0.5,1.0,0.16666666666666666,1.0,0.3333333333333333,0.5,0.3333333333333333,1.0,0.8095238095238095,0.5714285714285714,0.5458952380952381,,0.5434249999999999,,,0.05714285714285714,0.37142857142857144,8.200000000000001,24.486666666666668,0.29457364341085274,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,0.3333333333333333,0.125,1.0,0.6666666666666666,0.6666666666666666,1.0,0.047619047619047616,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
1628378,1610612762,Donovan Mitchell,Donovan Mitchell,1628378,UTA,15818.0,264,38,504,505,148,125,51,1009,31.0,46.0,1.0,2.0,6.0,10.0,25.0,3.0,7.0,1.0,1.0,30.0,57.0,7.0,19.0,50.0,93.0,33.0,64.0,55.0,254.0,591,2.0,3.0,15.0,10.0,23.0,8.0,20.0,20.0,64.0,16.0,84.0,36.0,,57.0,30.0,6.0,12.0,22.0,34.0,16.0,6.0,11.0,1.0,90.0,1.0,5.0,14.0,15.0,,29.0,6.0,35.0,7.0,5.0,17.0,10.0,12.0,4.0,,,29.0,11.0,3.0,11.0,2.0,41.0,,,58.0,21.0,2.0,,2.0,61.0,145,2.0,0.16,0.16,0.36363636363636365,0.515625,0.4,0.515625,0.5376344086021505,0.6666666666666666,0.43478260869565216,0.6337579617834395,0.625,0.5116279069767442,0.6939890710382514,0.75,0.6037735849056604,0.40764331210191085,0.06451612903225806,0.08,37.881508078994614,0.5862068965517241,,0.1171875,0.045871559633027525,0.12844036697247707,0.00980392156862745,0.12236286919831224,0.02843601895734597,0.041666666666666664,0.045454545454545456,0.013333333333333334,0.10638297872340426,0.024390243902439025,0.225,0.10112359550561797,0.25,0.2929936305732484,0.6739130434782609,0.7209302325581395,0.1935483870967742,0.1592356687898089,0.044585987261146494,0.42857142857142855,0.5,1.0,0.3630573248407643,0.5263157894736842,0.5263157894736842,0.3,0.25,0.5,0.23255813953488372,0.6,0.023255813953488372,1.0,0.4418604651162791,0.3684210526315789,0.7006369426751592,0.5263157894736842,0.48538598726114646,0.38848,0.48566976744186047,0.13068181818181818,0.19090909090909092,0.05905511811023622,0.25196850393700787,7.586021505376345,25.828125000000004,0.29365079365079366,13.0,6.0,22.0,3.0,5.0,,4.0,1.0,,,,0.06153846153846154,0.5,0.52,0.5652173913043478,0.15384615384615385,0.14012738853503184,0.2727272727272727,0.2857142857142857,,0.375,2.0,2.0,2.0,5.0,63.0,1.0,2.0,5.0,7.0,2.0,1.0,1.0,1.0,4.0,2.0,7.0,2.0,4.0,0.4,0.015625,0.06521739130434782,0.045454545454545456,0.14285714285714285,0.058823529411764705,0.25,0.6666666666666666,0.030303030303030304,,,,,,,,,,,True,,
1628396,1610612762,Tony Bradley,Tony Bradley,1628396,UTA,556.0,9,3,19,17,5,6,3,36,1.0,1.0,,,,,,,,,,,,,,1.0,1.0,,,2.0,4.0,14,,,1.0,,,,,,,2.0,,,,,,,,,,,,,,,,1.0,2.0,1.0,,3.0,1.0,4.0,,,,,2.0,1.0,,1.0,2.0,,,,,2.0,,,3.0,2.0,,,,,5,,1.0,1.0,,,,,1.0,,,1.0,,,1.0,0.5,,,,,18.181818181818183,,,0.25,0.5,0.3333333333333333,,0.3,0.125,1.0,,,,,0.5,0.2,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,,0.4523,,,1.0,1.0,0.25,,1.9,,0.2631578947368421,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,True,,
1629752,1610612762,Juwan Morgan,Juwan Morgan,1629752,UTA,3606.0,60,25,111,112,24,26,16,223,1.0,2.0,,1.0,,,,2.0,6.0,,,,1.0,,,1.0,2.0,2.0,7.0,1.0,9.0,126,,1.0,,,,,,,,2.0,,6.0,,1.0,,,1.0,1.0,2.0,1.0,,1.0,,5.0,3.0,2.0,4.0,7.0,1.0,12.0,5.0,17.0,1.0,1.0,1.0,,,,,,1.0,,5.0,6.0,,2.0,,,2.0,1.0,,,,,23,,1.0,1.0,1.0,0.2857142857142857,,0.2857142857142857,0.5,,,0.4444444444444444,,,0.45,,,0.7777777777777778,,,8.8,1.0,0.3333333333333333,0.20588235294117646,0.1111111111111111,0.11764705882352941,0.11538461538461539,0.16176470588235295,0.11363636363636363,0.1111111111111111,,0.05555555555555555,0.18181818181818182,,0.45454545454545453,0.07407407407407407,0.2857142857142857,0.2222222222222222,0.5,0.5,1.0,,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.0,0.1111111111111111,,,,1.0,,,,,,,,1.0,,0.6015666666666666,0.7257,,0.1,0.3333333333333333,,,1.25,23.5,0.21621621621621623,,,,,,,1.0,,,,0.25,0.16666666666666666,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,True,,
203903,1610612762,Jordan Clarkson,Jordan Clarkson,203903,UTA,8257.0,138,10,272,268,104,88,30,540,5.0,9.0,1.0,2.0,3.0,4.0,20.0,3.0,12.0,2.0,6.0,7.0,22.0,2.0,7.0,14.0,30.0,10.0,34.0,6.0,64.0,316,1.0,3.0,8.0,6.0,10.0,4.0,13.0,2.0,26.0,2.0,26.0,24.0,,22.0,7.0,4.0,5.0,5.0,10.0,2.0,3.0,3.0,1.0,25.0,1.0,1.0,7.0,5.0,,12.0,2.0,14.0,4.0,1.0,1.0,1.0,2.0,1.0,,,3.0,1.0,2.0,10.0,1.0,8.0,,1.0,6.0,3.0,,,,26.0,104,2.0,0.07142857142857142,0.07142857142857142,0.8,0.29411764705882354,0.3076923076923077,0.29411764705882354,0.4666666666666667,0.3333333333333333,0.6,0.453125,0.5714285714285714,0.5217391304347826,0.48484848484848486,0.5714285714285714,0.5416666666666666,0.53125,0.13333333333333333,0.1,22.8476821192053,0.3333333333333333,,0.0684931506849315,0.019230769230769232,0.1346153846153846,0.01694915254237288,0.096,0.018018018018018018,,0.043478260869565216,0.022222222222222223,0.04,0.13636363636363635,0.038461538461538464,0.13636363636363635,0.125,0.140625,0.5555555555555556,0.625,0.2,0.3125,0.1875,0.25,0.2727272727272727,1.0,0.34375,0.3181818181818182,0.3181818181818182,0.7142857142857143,0.2857142857142857,0.5,0.17391304347826086,0.75,0.2608695652173913,0.3333333333333333,0.30434782608695654,0.2857142857142857,0.671875,0.3181818181818182,0.501721875,0.5040333333333333,0.49755434782608704,0.046153846153846156,0.0967741935483871,0.125,0.40625,6.543333333333334,24.891176470588245,0.38235294117647056,9.0,,1.0,2.0,4.0,,1.0,,,,,0.030303030303030304,,0.45,0.5,,0.015625,,,,0.2857142857142857,2.0,2.0,2.0,,6.0,1.0,3.0,,,,,,,2.0,,1.0,,1.0,0.5,0.029411764705882353,0.1111111111111111,1.0,0.08333333333333333,,0.2857142857142857,1.0,,1.0,1.0,1.0,,,,,,,,True,,
203497,1610612762,Rudy Gobert,Rudy Gobert,203497,UTA,14998.0,250,40,476,480,136,111,48,956,41.0,57.0,9.0,16.0,9.0,13.0,8.0,,,,,,,,,42.0,65.0,,,21.0,105.0,566,10.0,19.0,23.0,10.0,16.0,,,9.0,29.0,72.0,12.0,,10.0,,,6.0,4.0,2.0,6.0,2.0,,1.0,2.0,14.0,10.0,11.0,21.0,26.0,3.0,50.0,22.0,72.0,4.0,3.0,3.0,3.0,5.0,,,,8.0,,10.0,23.0,3.0,32.0,4.0,2.0,40.0,17.0,10.0,5.0,10.0,29.0,133,2.0,0.8571428571428571,0.972972972972973,,,,,0.6461538461538462,0.5263157894736842,0.625,0.6461538461538462,0.5263157894736842,0.625,0.6402439024390244,0.5227272727272727,0.6041666666666666,,0.09230769230769231,0.25,17.11026615969582,0.375,0.5,0.21487603305785125,0.10476190476190476,0.2079207920792079,0.10526315789473684,0.21171171171171171,0.105,0.08888888888888889,0.11627906976744186,0.057971014492753624,0.22727272727272727,0.2564102564102564,0.15789473684210525,0.20481927710843373,0.2222222222222222,0.8769230769230769,0.7192982456140351,0.7735849056603774,0.8780487804878049,0.12307692307692308,,,,,,,,,0.8421052631578947,0.5625,0.8125,0.6923076923076923,,,,,0.8769230769230769,,0.5685092307692308,0.5394066666666667,0.56989375,0.2236842105263158,0.2236842105263158,0.21904761904761905,0.2761904761904762,2.189230769230769,,0.2857142857142857,1.0,,,,,1.0,1.0,6.0,,0.07692307692307693,0.23076923076923078,0.058823529411764705,0.6,0.125,0.16666666666666666,,,,,,,,,,3.0,,,1.0,1.0,,,,1.0,,6.0,,6.0,5.0,6.0,,,0.07017543859649122,,,0.11764705882352941,,,,1.0,,,1.0,0.4444444444444444,,,,,,True,,
201144,1610612762,Mike Conley,Mike Conley,201144,UTA,7277.0,121,9,226,232,74,63,18,458,4.0,7.0,,,,,13.0,3.0,5.0,,1.0,9.0,19.0,2.0,6.0,9.0,22.0,12.0,24.0,11.0,65.0,265,,1.0,3.0,2.0,2.0,2.0,7.0,6.0,16.0,8.0,10.0,21.0,,19.0,9.0,2.0,9.0,8.0,17.0,6.0,2.0,9.0,,42.0,1.0,2.0,4.0,4.0,,8.0,3.0,11.0,7.0,4.0,1.0,1.0,1.0,1.0,,,2.0,2.0,1.0,6.0,,18.0,1.0,2.0,12.0,2.0,1.0,,1.0,14.0,72,,0.4444444444444444,0.4444444444444444,0.5833333333333334,0.5,0.2857142857142857,0.5,0.4090909090909091,,1.0,0.5869565217391305,0.75,0.5555555555555556,0.6372549019607843,0.75,0.6666666666666666,0.5217391304347826,0.09090909090909091,0.07692307692307693,21.544715447154474,0.5,,0.08,0.03333333333333333,0.07692307692307693,0.02631578947368421,0.0784313725490196,0.030612244897959183,0.07692307692307693,,,,0.13333333333333333,0.14285714285714285,0.0975609756097561,,0.15217391304347827,0.5714285714285714,0.5714285714285714,0.25,0.2826086956521739,0.10869565217391304,0.6,0.6,1.0,0.41304347826086957,0.47368421052631576,0.47368421052631576,0.4444444444444444,,,,,0.1111111111111111,,0.6666666666666666,0.3333333333333333,0.6739130434782609,0.47368421052631576,0.49393043478260873,0.6093,0.46697222222222223,0.0625,0.08695652173913043,0.046153846153846156,0.24615384615384617,7.6863636363636365,25.3125,0.3274336283185841,4.0,1.0,2.0,1.0,1.0,,1.0,,,,0.1,0.045454545454545456,,0.3076923076923077,0.3333333333333333,0.5,0.043478260869565216,0.5,1.0,1.0,0.5,,1.0,1.0,,15.0,,3.0,,,,,,2.0,1.0,1.0,3.0,1.0,2.0,1.0,,,0.5,,,,1.0,0.04,,,1.0,,,,,,,,True,,
204060,1610612762,Joe Ingles,Joe Ingles,204060,UTA,11513.0,192,39,368,364,99,88,34,732,4.0,7.0,,1.0,2.0,2.0,4.0,2.0,4.0,1.0,2.0,10.0,26.0,1.0,5.0,6.0,11.0,12.0,30.0,6.0,54.0,416,1.0,2.0,5.0,2.0,3.0,2.0,7.0,4.0,14.0,6.0,6.0,30.0,,26.0,10.0,,17.0,9.0,26.0,4.0,5.0,16.0,1.0,61.0,,1.0,6.0,15.0,,21.0,1.0,22.0,3.0,3.0,1.0,1.0,3.0,,,,4.0,,2.0,12.0,1.0,7.0,,1.0,6.0,2.0,,,1.0,14.0,96,1.0,0.5,0.5,0.8333333333333334,0.4,0.2857142857142857,0.4,0.5454545454545454,0.5,0.6666666666666666,0.5853658536585366,0.8333333333333334,0.5,0.6136363636363636,0.8333333333333334,0.5833333333333334,0.7317073170731707,,,11.822660098522169,0.25,,0.15151515151515152,0.011764705882352941,0.07894736842105263,,0.12,0.00625,0.02564102564102564,,,0.2564102564102564,0.11764705882352941,0.038461538461538464,0.06451612903225806,0.14285714285714285,0.17073170731707318,0.5714285714285714,0.5714285714285714,0.25,0.0975609756097561,0.0975609756097561,0.5,0.5,1.0,0.6341463414634146,0.38461538461538464,0.38461538461538464,0.8,0.3333333333333333,,0.2,1.0,0.2,0.5,0.5,0.2,0.9024390243902439,0.38461538461538464,0.5485865853658537,0.487,0.5402850000000001,0.046511627906976744,0.15384615384615385,0.09259259259259259,0.25925925925925924,2.8636363636363638,25.966666666666672,0.26902173913043476,2.0,,,,1.0,,,1.0,,,,,1.0,0.5,0.5,1.0,,,,,,1.0,,1.0,,6.0,,,2.0,,,,,1.0,,,1.0,,1.0,1.0,,,,,,0.3333333333333333,,,,,,,,1.0,1.0,1.0,1.0,1.0,True,,
1626144,1610612762,Emmanuel Mudiay,Emmanuel Mudiay,1626144,UTA,2025.0,34,-4,64,64,13,33,14,128,2.0,5.0,,,,,6.0,1.0,1.0,,,1.0,2.0,1.0,1.0,3.0,11.0,2.0,3.0,1.0,13.0,71,,,1.0,1.0,1.0,1.0,1.0,,5.0,2.0,4.0,6.0,,2.0,1.0,,1.0,1.0,2.0,,1.0,,,5.0,,1.0,2.0,3.0,,5.0,1.0,6.0,,,1.0,,,,,,1.0,,,,,2.0,,,2.0,1.0,1.0,,1.0,5.0,13,,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,1.0,0.6666666666666666,0.2727272727272727,,1.0,0.42857142857142855,,1.25,0.43333333333333335,0.5,1.25,0.21428571428571427,,,19.27710843373494,1.0,,0.1111111111111111,0.05263157894736842,0.18181818181818182,,0.13157894736842105,0.025,0.1,,,0.16666666666666666,,0.16666666666666666,0.2,,0.35714285714285715,0.4,0.4,0.5,0.42857142857142855,0.07142857142857142,1.0,1.0,1.0,0.14285714285714285,0.5,0.5,1.0,,,,,,,0.5,1.0,0.5714285714285714,0.5,0.47625357142857144,,0.464,0.06666666666666667,0.08333333333333333,0.07692307692307693,0.38461538461538464,5.690909090909091,23.96666666666667,0.203125,1.0,,,,,,,1.0,,,,,1.0,0.16666666666666666,0.16666666666666666,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,False,1.0,
