EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,Arc3FGA,PenaltyArc3FGA,FG3A,FtPoints,Points,OpponentPoints,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,NonHeaveArc3FGA,TwoPtAssists,Assists,AtRimAssists,AssistPoints,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,Turnovers,PenaltyTurnovers,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,TsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,Arc3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGA,FG2M,FG2A,PenaltyFG2M,PenaltyFG2A,PtsAssisted2s,DefThreePtRebounds,DefRebounds,Rebounds,Fouls,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,DefThreePtReboundPct,DefFGReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeFrequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,Avg2ptShotDistance,ThreePtAssists,Corner3Assists,DefTwoPtRebounds,DeadBallTurnovers,Travels,SecondChanceTurnovers,Loose Ball Fouls,Offensive Fouls,NonShootingPenaltyNonTakeFouls,DefTwoPtReboundPct,DefShortMidRangeReboundPct,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,FG3M,PenaltyFG3M,PtsAssisted3s,Fg2aBlocked,Offensive Fouls Drawn,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG2APctBlocked,AtRimPctBlocked,DefAtRimReboundPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,BlocksRecoveredPct,on,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,Arc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChancePoints,PtsUnassisted2s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGM,Fg3aBlocked,Arc3Assists,ShortMidRangeAssists,LongMidRangeAssists,OffThreePtRebounds,OffTwoPtRebounds,OffRebounds,SelfOReb,LostBallSteals,BadPassOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,ShootingFouls,Clear Path Fouls,2pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG3APctBlocked,ShortMidRangePctBlocked,Corner3PctBlocked,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,FTDefRebounds,Loose Ball Fouls Drawn,Arc3PctBlocked,DefFTReboundPct,BlockedLongMidRange,BlockedShortMidRange,DefensiveGoaltends,OffAtRimReboundPct,OffCorner3ReboundPct,SecondChanceFtPoints,Charge Fouls,FTOffRebounds,LongMidRangePctBlocked,OffFTReboundPct,SecondChanceArc3FGM,SecondChanceFG3M,LostBallOutOfBoundsTurnovers,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChanceCorner3FGA,HeaveAttempts,SecondChanceCorner3Frequency
1627788,1610612755,Furkan Korkmaz,Furkan Korkmaz,1627788,PHI,339.0,6,-1,13,13,13,6.0,1.0,26,2.0,2.0,2.0,2.0,2.0,12,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,13,0.3333333333333333,0.3333333333333333,1.0,28.57142857142857,1.0,1.0,1.0,1.0,0.45465,0.45465,0.3333333333333333,1.0,1.0,27.25,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203118,1610612755,Mike Scott,Mike Scott,203118,PHI,339.0,6,-1,13,13,13,6.0,1.0,26,1.0,1.0,1.0,4.0,6.0,12,1.0,4.0,6.0,1.0,,,,,,,,,,,2.0,4.0,1.0,6.0,13,0.6,0.6,0.3333333333333333,35.71428571428571,,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.5369666666666667,0.5369666666666667,0.25,0.3333333333333333,1.0,25.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.3333333333333333,0.3333333333333333,0.5,0.25,1.0,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,10.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203124,1610612755,Kyle O'Quinn,Kyle O'Quinn,203124,PHI,339.0,6,-1,13,13,13,6.0,1.0,26,,,,,,12,,,,,,1.0,,3.0,,,,,2.0,2.0,,,,,13,,,,14.285714285714285,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,1.0,3.0,,,,,,,,,,0.25,,,,,,,,,,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203526,1610612755,Raul Neto,Raul Neto,203526,PHI,339.0,6,-1,13,13,13,6.0,1.0,26,,,1.0,,3.0,12,1.0,,3.0,,,,,,,,,,,,2.0,,,3.0,13,0.5,0.5,0.3333333333333333,21.428571428571427,,,,0.6666666666666666,0.45403333333333334,0.45403333333333334,,,1.0,23.3,1.0,,1.0,,1.0,1.0,,2.0,,2.0,,,1.0,1.0,,,,,,,,0.5,0.5,,0.25,,0.3333333333333333,,,,0.3333333333333333,0.3333333333333333,,10.0,,,1.0,,,,,,,0.5,,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,1.0,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203658,1610612755,Norvel Pelle,Norvel Pelle,203658,PHI,339.0,6,-1,13,13,13,6.0,1.0,26,,,,,,12,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1626196,1610612755,Josh Richardson,Josh Richardson,1626196,PHI,8654.0,144,-20,288,286,107,73.0,42.0,574,25.0,8.0,28.0,17.0,67.0,334,10.0,11.0,30.0,25.0,8.0,13.0,5.0,31.0,2.0,,5.0,3.0,8.0,2.0,11.0,18.0,5.0,30.0,107,0.5238095238095238,0.58,0.5,21.068249258160236,0.625,0.44642857142857145,0.4,0.6785714285714286,0.4618696428571429,0.45093999999999995,0.1,0.16129032258064516,0.44776119402985076,26.51785714285714,0.3715277777777778,5.0,10.0,2.0,3.0,9.0,10.0,28.0,5.0,10.0,10.0,7.0,11.0,15.0,12.0,3.0,3.0,0.5,0.5555555555555556,0.35714285714285715,0.5,0.44642857142857145,0.475,0.10144927536231885,0.07801418439716312,,0.17857142857142858,0.5,0.7142857142857143,0.6,0.16071428571428573,0.15,0.6666666666666666,8.428571428571427,5.0,1.0,4.0,3.0,,1.0,,1.0,1.0,0.05555555555555555,,1.0,3.0,,2.0,10.0,3.0,27.0,6.0,,0.9,0.35714285714285715,0.3,0.35714285714285715,0.21428571428571427,0.3,0.09523809523809523,0.05357142857142857,0.3333333333333333,0.5,1.0,0.1,,,,2.0,2.0,1.0,False,2.0,3.0,3.0,9.0,2.0,9.0,2.0,3.0,2.0,4.0,2.0,4.0,10.0,3.0,2.0,9.0,1.0,4.0,1.0,2.0,1.0,3.0,4.0,2.0,2.0,1.0,2.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0,0.5,0.3333333333333333,0.3333333333333333,0.03571428571428571,0.3333333333333333,0.3333333333333333,0.036585365853658534,0.014492753623188406,0.026490066225165563,0.05405405405405406,0.045454545454545456,0.017857142857142856,0.08,0.11666666666666667,0.06896551724137931,0.16071428571428573,0.3333333333333333,0.5,0.3333333333333333,0.2222222222222222,0.2222222222222222,0.5,0.36,0.36,0.8888888888888888,0.5,0.6666666666666666,0.5,0.3333333333333333,0.375,0.36,0.5421199999999999,0.034482758620689655,0.05970149253731343,,,,,,,,,,,,,,,,,,,,,,,
1627788,1610612755,Furkan Korkmaz,Furkan Korkmaz,1627788,PHI,2075.0,35,17,67,69,34,16.0,10.0,136,3.0,2.0,4.0,1.0,1.0,61,3.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,,,,,1.0,,1.0,3.0,,1.0,34,0.08333333333333333,0.1,0.8,8.75,,0.6,0.5,0.8,0.5268,0.5272125000000001,0.16666666666666666,,1.0,25.7,0.5074626865671642,,,,,,,1.0,,1.0,,3.0,6.0,6.0,3.0,,,,,,,,,0.17647058823529413,0.13636363636363635,,,,,,,,,10.5,,,3.0,1.0,,,,1.0,,0.1111111111111111,0.16666666666666666,,1.0,,1.0,,,,,,,,,,,,,0.2,,,,0.25,,,,,,,False,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,0.14285714285714285,0.1875,,0.2,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,
1629003,1610612755,Shake Milton,Shake Milton,1629003,PHI,7555.0,126,-19,251,250,72,50.0,28.0,501,20.0,9.0,25.0,6.0,58.0,298,10.0,,10.0,20.0,8.0,11.0,6.0,25.0,2.0,2.0,5.0,2.0,6.0,2.0,7.0,7.0,4.0,10.0,72,0.6170212765957447,0.35714285714285715,0.5681818181818182,18.79432624113475,0.8333333333333334,0.45454545454545453,0.6428571428571429,0.6818181818181818,0.4903715909090909,0.5059714285714285,0.0851063829787234,0.18181818181818182,0.1724137931034483,25.692000000000004,0.2868525896414343,5.0,5.0,1.0,1.0,5.0,11.0,19.0,2.0,4.0,6.0,7.0,12.0,13.0,13.0,,,0.2727272727272727,0.2727272727272727,0.5789473684210527,0.5,0.5909090909090909,0.35714285714285715,0.10606060606060606,0.08661417322834646,0.18181818181818182,0.11363636363636363,1.0,1.0,0.2,0.11363636363636363,0.07142857142857142,1.0,9.263157894736842,3.0,1.0,4.0,1.0,,,,,2.0,0.06557377049180328,,4.0,5.0,1.0,1.0,10.0,2.0,27.0,1.0,,0.9,0.4,0.2,0.4,0.05263157894736842,,0.058823529411764705,0.11363636363636363,0.8,0.8,1.0,0.07142857142857142,1.0,,,,,,False,,,4.0,9.0,2.0,6.0,2.0,1.0,,,2.0,,16.0,3.0,,6.0,2.0,2.0,,2.0,,1.0,1.0,,,,3.0,,10.0,,1.0,,,,,,,,0.08,0.1111111111111111,,0.016129032258064516,,0.008403361344537815,0.030303030303030304,,,0.15,0.09090909090909091,,0.20454545454545456,0.4444444444444444,0.5,0.25,0.4,0.4,0.5,0.3,0.3333333333333333,0.8333333333333334,,,,1.0,0.1111111111111111,0.3,0.52335,,,1.0,1.0,0.1,0.14285714285714285,,,,,,,,,,,,,,,,,,,
201143,1610612755,Al Horford,Al Horford,201143,PHI,7710.0,128,-43,255,255,80,77.0,31.0,510,2.0,1.0,4.0,4.0,28.0,315,1.0,2.0,6.0,2.0,5.0,9.0,3.0,22.0,1.0,1.0,1.0,1.0,3.0,,8.0,7.0,3.0,6.0,80,0.5,0.3333333333333333,0.16,10.616438356164384,0.3333333333333333,0.08,0.14285714285714285,0.64,0.4677780000000001,0.4919142857142857,0.1111111111111111,0.13043478260869565,0.21428571428571427,24.675,0.3137254901960784,8.0,12.0,2.0,4.0,2.0,12.0,21.0,2.0,6.0,10.0,10.0,20.0,29.0,14.0,1.0,1.0,0.4166666666666667,0.5555555555555556,0.5714285714285714,0.3333333333333333,0.48,0.2857142857142857,0.16129032258064516,0.16393442622950818,0.14285714285714285,0.48,0.6666666666666666,0.7272727272727273,0.625,0.08,0.5714285714285714,0.5,5.447619047619048,4.0,1.0,10.0,2.0,,,3.0,,1.0,0.16666666666666666,0.18181818181818182,,2.0,,,,,,2.0,,,,,,0.09523809523809523,0.08333333333333333,0.2631578947368421,0.08,,,,,,5.0,1.0,5.0,2.0,0.4,False,3.0,4.0,3.0,7.0,1.0,,,,3.0,4.0,,6.0,14.0,,6.0,,,3.0,1.0,1.0,3.0,6.0,9.0,2.0,,2.0,,,6.0,,1.0,,,,,0.75,0.75,0.75,,0.14285714285714285,,0.08695652173913043,0.04838709677419355,0.06870229007633588,0.15151515151515152,,0.0196078431372549,0.05263157894736842,0.16363636363636364,0.18181818181818182,0.28,0.42857142857142855,0.5,,0.5,0.5,,,,,1.0,0.75,,,,,0.5344,,0.21428571428571427,,1.0,,,2.0,2.0,1.0,0.0625,0.18181818181818182,,,,,,,,,,,,,,
202699,1610612755,Tobias Harris,Tobias Harris,202699,PHI,8914.0,149,-31,293,294,90,86.0,40.0,587,12.0,3.0,15.0,15.0,63.0,359,4.0,8.0,22.0,12.0,8.0,16.0,5.0,40.0,2.0,2.0,3.0,2.0,5.0,,11.0,19.0,9.0,22.0,90,0.45652173913043476,0.5,0.25,21.511627906976745,0.6,0.2,0.17647058823529413,0.5666666666666667,0.46242000000000005,0.4643911764705882,0.1323529411764706,0.16981132075471697,0.3492063492063492,25.42666666666667,0.30716723549488056,9.0,19.0,3.0,6.0,6.0,21.0,45.0,7.0,13.0,8.0,13.0,24.0,38.0,11.0,1.0,1.0,0.19047619047619047,0.2222222222222222,0.4666666666666667,0.5384615384615384,0.4,0.4117647058823529,0.17567567567567569,0.15172413793103448,0.18181818181818182,0.31666666666666665,0.47368421052631576,0.5294117647058824,0.3333333333333333,0.1,0.35294117647058826,0.5,7.29111111111111,8.0,1.0,9.0,2.0,,,,1.0,,0.1267605633802817,0.16666666666666666,,3.0,,1.0,2.0,,3.0,4.0,,0.5,0.13333333333333333,,0.13333333333333333,0.08888888888888889,0.10526315789473684,0.058823529411764705,0.05,,,,0.058823529411764705,,1.0,,1.0,1.0,1.0,False,2.0,8.0,9.0,20.0,3.0,2.0,1.0,,4.0,10.0,1.0,10.0,34.0,3.0,6.0,2.0,,7.0,2.0,1.0,6.0,8.0,14.0,2.0,,,1.0,,6.0,,1.0,,,,,0.4,0.36363636363636365,0.4166666666666667,,0.1,,0.0975609756097561,0.08823529411764706,0.09333333333333334,0.10526315789473684,0.1,0.10909090909090909,0.125,0.1746031746031746,0.0625,0.3333333333333333,0.45,0.5,0.1111111111111111,0.5,0.5,,0.16666666666666666,0.16666666666666666,0.5,0.7272727272727273,0.25,,0.09090909090909091,,0.16666666666666666,0.44987857142857146,,0.15873015873015872,2.0,1.0,,0.2857142857142857,,1.0,,0.08333333333333333,,2.0,1.0,,,,,,,,,,,,
