EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,OpponentPoints,PenaltyOffPossExcludingTakeFouls,PenaltyOffPossPct,SecondChanceOffPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,StepOutOfBoundsTurnovers,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,LongMidRangeFGA,LongMidRangeFrequency,LongMidRangeFGM,SecondChanceFtPoints,HeaveMakes,HeaveAttempts,OffLongMidRangeReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,OffensiveGoaltends,SecondChanceAtRimPctAssisted,Technical Free Throw Trips,Blocked3s,BlockedCorner3,ThreePtShootingFoulsDrawn,BlockedArc3,BlockedLongMidRange,ThreePtShootingFoulsDrawnPct,on,Corner3PctBlocked,3pt And 1 Free Throw Trips,DefensiveGoaltends,FTOffRebounds,OffFTReboundPct,LongMidRangePctBlocked
1626187,1610612745,Michael Frazier,Michael Frazier,1626187,HOU,73.0,1.0,1.0,3.0,2.0,3.0,2.0,5.0,3.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
201145,1610612745,Jeff Green,Jeff Green,201145,HOU,20477.0,341.0,-6.0,696.0,695.0,166.0,226.0,1391.0,782.0,166.0,0.23850574712643677,56.0,22.0,35.0,1.0,3.0,3.0,5.0,6.0,14.0,11.0,22.0,1.0,1.0,6.0,8.0,12.0,32.0,2.0,3.0,1.0,5.0,28.0,49.0,23.0,54.0,14.0,139.0,1.0,3.0,3.0,4.0,11.0,5.0,8.0,7.0,13.0,4.0,35.0,34.0,22.0,60.0,9.0,2.0,32.0,12.0,5.0,8.0,11.0,19.0,8.0,3.0,4.0,3.0,1.0,49.0,2.0,3.0,23.0,29.0,3.0,55.0,5.0,60.0,2.0,6.0,5.0,1.0,4.0,2.0,1.0,11.0,3.0,3.0,1.0,15.0,1.0,5.0,13.0,27.0,3.0,4.0,2.0,18.0,3.0,2.0,3.0,17.0,3.0,8.0,2.0,6.0,3.0,3.0,6.0,4.0,35.0,3.0,2.0,0.6071428571428571,0.6296296296296297,0.8695652173913043,0.42592592592592593,0.75,0.5384615384615384,0.42592592592592593,0.5714285714285714,0.3333333333333333,0.625,0.6067961165048543,0.7857142857142857,0.7380952380952381,0.6318181818181818,0.7857142857142857,0.7608695652173914,0.5242718446601942,0.10204081632653061,0.11428571428571428,0.07142857142857142,16.512549537648614,0.26666666666666666,0.1875,0.1895424836601307,0.024390243902439025,0.16546762589928057,0.009900990099009901,0.1780821917808219,0.015384615384615385,0.03333333333333333,0.021739130434782608,0.006896551724137931,0.017543859649122806,0.1864406779661017,0.1509433962264151,0.24390243902439024,0.14705882352941177,0.21621621621621623,0.043478260869565216,0.6666666666666666,0.33980582524271846,0.6285714285714286,0.7096774193548387,0.5909090909090909,0.13592233009708737,0.42857142857142855,0.46153846153846156,0.6666666666666666,0.21359223300970873,0.5,0.5,0.9090909090909091,0.3106796116504854,0.375,0.375,0.8333333333333334,0.42857142857142855,0.3333333333333333,0.14285714285714285,1.0,1.0,0.42857142857142855,0.6666666666666666,0.5,0.23809523809523808,0.6,0.38095238095238093,0.75,0.23809523809523808,0.2,0.8640776699029126,0.375,0.5251485436893203,0.519375,0.5381761904761904,0.07407407407407407,0.14814814814814814,0.07913669064748201,0.2517985611510791,3.4530612244897956,24.759259259259256,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
203085,1610612745,Austin Rivers,Austin Rivers,203085,HOU,10409.0,173.0,34.0,352.0,348.0,81.0,97.0,700.0,370.0,81.0,0.23011363636363635,21.0,5.0,12.0,,,2.0,4.0,2.0,7.0,5.0,13.0,,2.0,2.0,4.0,4.0,17.0,,,,1.0,7.0,19.0,9.0,30.0,6.0,47.0,,,,2.0,,2.0,6.0,2.0,5.0,3.0,13.0,4.0,10.0,18.0,9.0,,17.0,4.0,4.0,3.0,9.0,12.0,3.0,6.0,2.0,1.0,,33.0,,1.0,16.0,9.0,,25.0,1.0,26.0,,7.0,7.0,,6.0,,3.0,1.0,,3.0,,7.0,,3.0,6.0,20.0,,4.0,,8.0,,,2.0,9.0,1.0,5.0,,1.0,1.0,,1.0,1.0,13.0,3.0,,0.2857142857142857,0.2857142857142857,0.6666666666666666,0.3,,0.4,0.3,0.3684210526315789,,0.3333333333333333,0.41836734693877553,,0.45454545454545453,0.44339622641509435,,0.5,0.6122448979591837,0.21052631578947367,0.08333333333333333,0.42857142857142855,15.957446808510639,0.8571428571428571,,0.0967741935483871,0.014705882352941176,0.21621621621621623,,0.1497005988023952,0.006097560975609756,0.029411764705882353,,,,0.05,0.16666666666666666,0.08695652173913043,0.2,0.2631578947368421,,1.0,0.24489795918367346,0.4166666666666667,0.45454545454545453,0.4,0.14285714285714285,0.2857142857142857,0.5,,0.2653061224489796,0.38461538461538464,0.38461538461538464,0.6,0.3469387755102041,0.23529411764705882,0.23529411764705882,0.75,,,1.0,,,,,,0.36363636363636365,0.5,0.36363636363636365,0.5,0.09090909090909091,,0.8571428571428571,0.23529411764705882,0.5378346938775511,0.61665,0.5372727272727272,0.09433962264150944,0.21739130434782608,,0.2765957446808511,4.105263157894737,24.380000000000003,1.0,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
203463,1610612745,Ben McLemore,Ben McLemore,203463,HOU,6565.0,109.0,44.0,220.0,218.0,59.0,77.0,438.0,235.0,59.0,0.2681818181818182,11.0,1.0,3.0,,1.0,,,,,5.0,12.0,,,3.0,5.0,5.0,14.0,,,,1.0,1.0,3.0,10.0,26.0,,32.0,,1.0,,,,,,3.0,6.0,,9.0,2.0,,30.0,,,14.0,5.0,,2.0,3.0,5.0,1.0,2.0,2.0,,,13.0,1.0,1.0,3.0,4.0,,7.0,2.0,9.0,,4.0,2.0,2.0,1.0,,1.0,2.0,1.0,,1.0,3.0,,1.0,3.0,6.0,,1.0,,2.0,,,2.0,,,,,,,,,,9.0,,,1.0,1.0,1.0,0.38461538461538464,,0.5,0.38461538461538464,0.3333333333333333,,,0.5517241379310345,,0.75,0.5517241379310345,,0.75,0.896551724137931,,,,13.733905579399142,0.3333333333333333,,0.07142857142857142,0.038461538461538464,0.06976744186046512,0.015625,0.0707070707070707,0.022222222222222223,,0.1111111111111111,0.021739130434782608,,0.09523809523809523,,0.125,0.06896551724137931,0.07142857142857142,,,0.10344827586206896,0.3333333333333333,0.3333333333333333,1.0,,,,,0.41379310344827586,0.4166666666666667,0.4166666666666667,1.0,0.4827586206896552,0.35714285714285715,0.38461538461538464,1.0,1.0,,,,,,,,,,0.8333333333333334,0.6,0.16666666666666666,,1.0,0.35714285714285715,0.5503155172413792,0.5013,0.5879,,,,0.28125,1.7666666666666666,24.74615384615385,,1.0,0.038461538461538464,0.07142857142857142,,,,,,,,,,,,,,,,,,,,True,,,,,,
203496,1610612745,Robert Covington,Robert Covington,203496,HOU,9876.0,165.0,-45.0,333.0,338.0,71.0,114.0,671.0,388.0,71.0,0.2132132132132132,25.0,6.0,8.0,1.0,2.0,2.0,2.0,,4.0,6.0,10.0,1.0,1.0,1.0,1.0,4.0,17.0,,,,1.0,6.0,13.0,10.0,27.0,2.0,44.0,1.0,2.0,1.0,1.0,5.0,2.0,3.0,1.0,2.0,2.0,9.0,10.0,2.0,30.0,,2.0,17.0,4.0,,4.0,5.0,9.0,2.0,3.0,3.0,1.0,,23.0,3.0,1.0,7.0,13.0,1.0,21.0,4.0,25.0,1.0,12.0,4.0,8.0,3.0,1.0,2.0,3.0,1.0,1.0,1.0,6.0,1.0,,11.0,18.0,,1.0,,6.0,,4.0,,2.0,,1.0,,4.0,3.0,1.0,4.0,2.0,9.0,2.0,,0.8333333333333334,1.0,1.0,0.37037037037037035,1.0,0.5,0.37037037037037035,0.46153846153846156,0.5,0.6666666666666666,0.525,0.8333333333333334,0.7,0.5365853658536586,0.8333333333333334,0.75,0.675,,,,13.091922005571032,0.5,0.125,0.17333333333333334,0.015625,0.10606060606060606,0.029411764705882353,0.14184397163120568,0.024096385542168676,0.043478260869565216,,0.027777777777777776,0.03333333333333333,0.19230769230769232,0.14814814814814814,0.18181818181818182,0.08163265306122448,0.17647058823529413,0.041666666666666664,0.5,0.2,0.75,0.75,0.8333333333333334,0.1,,,,0.25,0.6,0.6,1.0,0.425,0.23529411764705882,0.23529411764705882,1.0,0.6666666666666666,0.5,0.3333333333333333,1.0,1.0,,,,0.4,1.0,0.2,1.0,0.2,,0.875,0.23529411764705882,0.5279225000000001,0.5313,0.52299,0.024390243902439025,0.07142857142857142,0.11363636363636363,0.20454545454545456,4.7615384615384615,24.855555555555558,,,,,1.0,0.025,,,,,,,,,,,,,,,,,,True,,,,,,
1627863,1610612745,Danuel House Jr.,Danuel House Jr.,1627863,HOU,10734.0,179.0,-16.0,369.0,369.0,71.0,110.0,738.0,421.0,71.0,0.19241192411924118,33.0,12.0,18.0,4.0,4.0,2.0,3.0,,1.0,9.0,19.0,,1.0,,3.0,7.0,15.0,,1.0,1.0,2.0,13.0,21.0,16.0,34.0,10.0,84.0,4.0,4.0,,2.0,9.0,2.0,3.0,1.0,5.0,1.0,8.0,14.0,12.0,48.0,,4.0,13.0,6.0,1.0,2.0,7.0,9.0,3.0,4.0,2.0,,,25.0,5.0,2.0,12.0,12.0,1.0,25.0,7.0,32.0,1.0,4.0,2.0,2.0,2.0,,,3.0,,2.0,1.0,5.0,,,10.0,15.0,,1.0,1.0,13.0,1.0,,4.0,13.0,1.0,6.0,1.0,,,,,,8.0,1.0,1.0,0.5384615384615384,0.6363636363636364,1.0,0.47058823529411764,,0.2,0.45454545454545453,0.6190476190476191,1.0,0.6666666666666666,0.6727272727272727,0.6666666666666666,0.4375,0.6885245901639344,0.6428571428571429,0.4444444444444444,0.6181818181818182,0.047619047619047616,0.05555555555555555,,16.336633663366335,0.4,0.1111111111111111,0.1643835616438356,0.03125,0.15384615384615385,0.044642857142857144,0.15894039735099338,0.03977272727272727,0.029411764705882353,,0.060240963855421686,,0.06451612903225806,0.15,0.3181818181818182,0.15254237288135594,0.15789473684210525,0.04,,0.32727272727272727,0.6666666666666666,0.7058823529411765,0.5,0.01818181818181818,,,,0.34545454545454546,0.47368421052631576,0.47368421052631576,1.0,0.2727272727272727,0.4666666666666667,0.4666666666666667,1.0,0.6666666666666666,1.0,0.16666666666666666,,,0.16666666666666666,,,0.375,0.6666666666666666,0.375,,0.25,0.5,0.9454545454545454,0.46153846153846156,0.5598768518518519,0.5723333333333332,0.54430625,0.1,0.23076923076923078,0.10714285714285714,0.09523809523809523,3.995238095238096,24.964705882352938,1.0,,,,2.0,0.03636363636363636,1.0,1.0,1.0,1.0,0.1111111111111111,0.5,0.5,1.0,,,,,,,,,,True,,,,,,
200782,1610612745,P.J. Tucker,P.J. Tucker,200782,HOU,11110.0,185.0,20.0,373.0,370.0,81.0,112.0,743.0,416.0,81.0,0.21715817694369974,35.0,4.0,6.0,4.0,4.0,,,,1.0,13.0,24.0,1.0,4.0,3.0,7.0,,1.0,,,,,4.0,7.0,13.0,25.0,,47.0,4.0,5.0,1.0,4.0,11.0,,,3.0,7.0,,9.0,2.0,6.0,39.0,,6.0,1.0,,1.0,2.0,7.0,9.0,5.0,2.0,2.0,,,25.0,7.0,3.0,11.0,9.0,3.0,23.0,10.0,33.0,2.0,2.0,1.0,1.0,,3.0,,6.0,1.0,,,6.0,1.0,1.0,8.0,19.0,,2.0,1.0,6.0,3.0,3.0,,,,,,2.0,1.0,1.0,2.0,1.0,9.0,3.0,,0.25,1.0,1.0,0.52,0.25,0.42857142857142855,0.52,0.5714285714285714,0.8,,0.734375,0.6111111111111112,0.6428571428571429,0.734375,0.6111111111111112,0.6428571428571429,0.78125,0.14285714285714285,0.16666666666666666,,9.26829268292683,,0.375,0.11688311688311688,0.05,0.1375,0.06796116504854369,0.12738853503184713,0.06134969325153374,0.0625,0.05,0.075,0.043478260869565216,0.15625,0.14285714285714285,,0.13333333333333333,0.15,0.14285714285714285,0.5,0.1875,0.6666666666666666,0.8,0.25,0.03125,,,,0.75,0.5416666666666666,0.5416666666666666,1.0,0.03125,,,,0.4444444444444444,1.0,0.4444444444444444,0.25,1.0,,,,,,1.0,0.42857142857142855,,,0.96875,,0.5809124999999999,0.50549,0.6116357142857142,,,0.23404255319148937,0.19148936170212766,2.185714285714286,23.099999999999994,,,,,,,,,,,,,,,1.0,0.25,,,,,,,,True,,,,,,
201566,1610612745,Russell Westbrook,Russell Westbrook,201566,HOU,7193.0,120.0,-33.0,244.0,247.0,76.0,83.0,491.0,296.0,76.0,0.3114754098360656,21.0,22.0,30.0,1.0,1.0,8.0,10.0,4.0,10.0,2.0,5.0,,1.0,1.0,2.0,2.0,12.0,,1.0,1.0,3.0,31.0,55.0,4.0,17.0,8.0,82.0,1.0,1.0,,2.0,2.0,13.0,17.0,2.0,5.0,4.0,36.0,18.0,44.0,6.0,6.0,,12.0,2.0,2.0,9.0,15.0,24.0,8.0,7.0,6.0,2.0,1.0,63.0,3.0,3.0,7.0,7.0,4.0,18.0,6.0,24.0,,3.0,2.0,1.0,7.0,3.0,4.0,5.0,2.0,3.0,,12.0,,4.0,2.0,12.0,,3.0,,14.0,1.0,1.0,,14.0,2.0,6.0,2.0,1.0,1.0,,1.0,1.0,36.0,1.0,2.0,0.2903225806451613,0.2903225806451613,0.5,0.23529411764705882,,0.4,0.23529411764705882,0.5636363636363636,1.0,0.7647058823529411,0.5138888888888888,0.3333333333333333,0.7272727272727273,0.5256410256410257,0.3333333333333333,0.72,0.2361111111111111,0.03636363636363636,0.03333333333333333,0.1,33.582089552238806,0.5833333333333334,0.5714285714285714,0.15555555555555556,0.05660377358490566,0.14583333333333334,0.045454545454545456,0.15053763440860216,0.05042016806722689,0.08,0.05555555555555555,0.06666666666666667,,0.14285714285714285,0.2222222222222222,0.07692307692307693,0.14705882352941177,0.14285714285714285,,1.0,0.4166666666666667,0.7333333333333333,0.7586206896551724,0.3181818181818182,0.1388888888888889,0.4,0.4444444444444444,0.25,0.06944444444444445,0.4,0.4,0.5,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.5,0.3333333333333333,1.0,0.3333333333333333,,,0.3333333333333333,,,0.45454545454545453,0.8,0.09090909090909091,0.5,0.13636363636363635,0.3333333333333333,0.6527777777777778,0.16666666666666666,0.5101722222222222,0.6171,0.5173863636363637,0.07894736842105263,0.1016949152542373,0.024390243902439025,0.43902439024390244,7.516363636363636,25.00588235294118,,,,,15.0,0.20833333333333334,5.0,,,,,0.3333333333333333,0.3333333333333333,0.2,,,,,,,,,,True,,,,,,
201569,1610612745,Eric Gordon,Eric Gordon,201569,HOU,12436.0,207.0,-45.0,427.0,430.0,110.0,152.0,857.0,493.0,110.0,0.2576112412177986,37.0,17.0,32.0,1.0,4.0,4.0,5.0,8.0,13.0,3.0,4.0,,1.0,,1.0,8.0,36.0,1.0,5.0,2.0,6.0,26.0,48.0,11.0,40.0,17.0,102.0,1.0,4.0,1.0,6.0,9.0,8.0,10.0,2.0,7.0,5.0,27.0,24.0,28.0,30.0,3.0,,36.0,8.0,6.0,6.0,17.0,23.0,4.0,13.0,6.0,,,63.0,3.0,3.0,5.0,6.0,1.0,12.0,6.0,18.0,4.0,5.0,4.0,1.0,6.0,1.0,2.0,6.0,2.0,4.0,1.0,12.0,1.0,2.0,5.0,13.0,,,2.0,19.0,1.0,,2.0,19.0,1.0,7.0,2.0,3.0,1.0,2.0,4.0,3.0,27.0,4.0,1.0,0.46153846153846156,0.46153846153846156,0.9090909090909091,0.275,0.16666666666666666,0.2857142857142857,0.275,0.5416666666666666,0.25,0.8,0.48295454545454547,0.25,0.6470588235294118,0.5208333333333334,0.375,0.675,0.45454545454545453,0.125,0.125,0.15384615384615385,23.076923076923077,0.5,0.07692307692307693,0.06593406593406594,0.03614457831325301,0.0625,0.0234375,0.06432748538011696,0.02843601895734597,0.07692307692307693,,0.03333333333333333,,0.05714285714285714,0.09090909090909091,0.043478260869565216,0.05172413793103448,0.09090909090909091,0.09302325581395349,0.75,0.36363636363636365,0.53125,0.6071428571428571,0.5294117647058824,0.14772727272727273,0.6153846153846154,0.7272727272727273,0.25,0.045454545454545456,0.75,0.75,1.0,0.4090909090909091,0.2222222222222222,0.22857142857142856,0.875,0.4,0.25,0.1,,,0.5,0.2,1.0,0.29411764705882354,0.8,0.058823529411764705,,0.35294117647058826,0.3333333333333333,0.8181818181818182,0.2222222222222222,0.49375,0.44972,0.4366,0.07446808510638298,0.12962962962962962,0.08823529411764706,0.2647058823529412,4.581250000000002,27.494999999999997,,1.0,0.025,0.027777777777777776,3.0,0.03409090909090909,1.0,4.0,,,,0.3333333333333333,0.3333333333333333,1.0,,1.0,2.0,1.0,1.0,,,,,True,,,,,,
201935,1610612745,James Harden,James Harden,201935,HOU,13512.0,225.0,16.0,463.0,458.0,112.0,157.0,921.0,506.0,112.0,0.24190064794816415,41.0,23.0,29.0,3.0,4.0,6.0,8.0,12.0,28.0,2.0,4.0,,1.0,1.0,2.0,20.0,65.0,2.0,4.0,3.0,15.0,36.0,61.0,22.0,69.0,61.0,199.0,3.0,5.0,2.0,5.0,14.0,9.0,15.0,4.0,17.0,22.0,52.0,12.0,60.0,30.0,36.0,4.0,65.0,20.0,4.0,24.0,23.0,47.0,12.0,11.0,20.0,3.0,1.0,117.0,3.0,5.0,18.0,13.0,2.0,33.0,8.0,41.0,7.0,6.0,2.0,4.0,12.0,4.0,8.0,11.0,2.0,4.0,1.0,23.0,2.0,5.0,7.0,27.0,1.0,1.0,3.0,48.0,1.0,1.0,,73.0,6.0,30.0,7.0,7.0,4.0,2.0,8.0,5.0,52.0,3.0,6.0,0.16666666666666666,0.17647058823529413,0.45454545454545453,0.3188405797101449,0.4,0.23529411764705882,0.3188405797101449,0.5901639344262295,0.6,0.6,0.5307692307692308,0.6,0.46875,0.6080246913580247,0.6363636363636364,0.5666666666666667,0.5307692307692308,0.06557377049180328,0.06896551724137931,0.07142857142857142,36.29191321499014,0.5217391304347826,0.2222222222222222,0.12745098039215685,0.06756756756756757,0.21176470588235294,0.021897810218978103,0.1657754010695187,0.037914691943127965,0.07894736842105263,0.06896551724137931,0.020202020202020204,0.02631578947368421,0.13513513513513514,0.1891891891891892,0.03571428571428571,0.234375,0.14285714285714285,0.10294117647058823,0.625,0.2230769230769231,0.7931034482758621,0.8518518518518519,0.13043478260869565,0.2153846153846154,0.42857142857142855,0.46153846153846156,0.25,0.03076923076923077,0.5,0.5,0.5,0.5,0.3076923076923077,0.3076923076923077,0.45,0.4,0.75,0.1,,,0.4,0.5,1.0,0.25,0.75,0.0625,0.5,0.46875,0.2,0.7538461538461538,0.3076923076923077,0.496133076923077,0.52995,0.4954046875,0.2,0.35294117647058826,0.07035175879396985,0.2613065326633166,5.524590163934426,26.750724637681163,,,,,4.0,0.03076923076923077,1.0,2.0,,,,0.25,0.25,,,,3.0,1.0,,1.0,1.0,1.0,0.014285714285714285,True,,,,,,
