EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,StepOutOfBoundsTurnovers,Turnovers,SecondChanceTurnovers,ShootingFouls,Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,LongMidRangeFGM,LongMidRangeFGA,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PtsPutbacks,Fg2aBlocked,LongMidRangeAssists,OffThreePtRebounds,FTDefRebounds,SelfOReb,BadPassOutOfBoundsTurnovers,Travels,PenaltyTurnovers,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,DefFTReboundPct,OffThreePtReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,BlocksRecoveredPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,Corner3FGM,Corner3FGA,PenaltyCorner3FGA,SecondChanceArc3FGA,SecondChanceFG3A,Fg3aBlocked,Charge Fouls,Offensive Fouls,Loose Ball Fouls Drawn,NonShootingPenaltyNonTakeFouls,FG3APctBlocked,Arc3PctBlocked,OffArc3ReboundPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceArc3Frequency,PenaltyCorner3Frequency,PtsUnassisted3s,HeaveAttempts,LostBallTurnovers,ThreePtShootingFoulsDrawn,ShortMidRangePctBlocked,DefLongMidRangeReboundPct,ThreePtShootingFoulsDrawnPct,SecondChanceCorner3FGA,PenaltyCorner3FGM,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceCorner3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,LostBallOutOfBoundsTurnovers,Loose Ball Fouls,FTOffRebounds,Charge Fouls Drawn,OffFTReboundPct,Technical Free Throw Trips,on,Corner3PctBlocked,SecondChanceAtRimPctAssisted,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted
1626153,1610612742,Delon Wright,Delon Wright,1626153,DAL,2110.0,35,7,77,79,23.0,12.0,7.0,156,3.0,3.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,3.0,6.0,1.0,2.0,3.0,12.0,90,1.0,2.0,1.0,2.0,1.0,6.0,4.0,2.0,3.0,2.0,1.0,3.0,2.0,5.0,1.0,1.0,2.0,1.0,12.0,1.0,1.0,1.0,2.0,1.0,3.0,4.0,3.0,1.0,2.0,2.0,2.0,1.0,4.0,1.0,1.0,1.0,5.0,1.0,5.0,1.0,2.0,1.0,6.0,23.0,1.0,0.6666666666666666,0.6666666666666666,1.0,0.5,0.5,0.5,0.5,0.5,0.5625,0.625,0.6,0.6,0.25,16.666666666666668,0.5,0.06666666666666667,0.07142857142857142,0.1,0.08,0.038461538461538464,0.16666666666666666,0.5,0.5,0.375,1.0,1.0,0.6666666666666666,0.375,0.25,0.5,0.5,1.0,0.25,1.0,0.5,0.5,0.625,0.5,0.50300625,0.5256125,0.2222222222222222,0.2857142857142857,0.5,4.116666666666666,24.85,0.2987012987012987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
1626246,1610612742,Boban Marjanovic,Boban Marjanovic,1626246,DAL,4116.0,69,29,141,140,61.0,53.0,15.0,281,10.0,16.0,3.0,7.0,8.0,,,,,15.0,26.0,,,7.0,37.0,160,4.0,10.0,,,1.0,9.0,22.0,8.0,,,,2.0,2.0,4.0,1.0,1.0,1.0,,10.0,5.0,11.0,12.0,26.0,6.0,32.0,,,,1.0,1.0,2.0,,3.0,,9.0,9.0,11.0,1.0,9.0,3.0,6.0,,9.0,61.0,,0.7333333333333333,0.9166666666666666,,,,,0.5769230769230769,0.4,0.5769230769230769,0.4,0.6379310344827587,0.4090909090909091,,20.253164556962023,0.3333333333333333,0.41379310344827586,0.15625,0.2972972972972973,0.3484848484848485,0.11764705882352941,,0.375,,0.6153846153846154,0.625,0.7142857142857143,0.6,0.3076923076923077,,,,,0.7,0.42857142857142855,,,0.6153846153846154,,0.4771269230769231,0.4461399999999999,0.20689655172413793,0.20689655172413793,0.24324324324324326,5.511538461538461,,0.4326241134751773,3.0,5.0,4.0,1.0,2.0,3.0,6.0,1.0,7.0,6.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,0.5,0.5,0.5833333333333334,0.07692307692307693,0.125,0.375,0.05263157894736842,0.3333333333333333,0.06666666666666667,0.16666666666666666,0.47368421052631576,0.36666666666666664,0.1111111111111111,1.0,0.5,0.5,1.0,0.07692307692307693,0.5,0.5,1.0,0.8333333333333334,0.6,0.46264000000000005,0.1891891891891892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
1627827,1610612742,Dorian Finney-Smith,Dorian Finney-Smith,1627827,DAL,5360.0,89,19,191,192,80.0,82.0,20.0,383,8.0,10.0,3.0,4.0,3.0,2.0,9.0,1.0,4.0,9.0,13.0,5.0,14.0,2.0,35.0,221,4.0,6.0,1.0,5.0,,11.0,10.0,8.0,15.0,9.0,2.0,4.0,5.0,9.0,4.0,1.0,4.0,,23.0,4.0,6.0,2.0,9.0,8.0,17.0,1.0,1.0,,1.0,1.0,3.0,1.0,4.0,1.0,4.0,9.0,5.0,,3.0,1.0,2.0,,11.0,80.0,,0.5555555555555556,0.7142857142857143,1.0,0.35714285714285715,0.2,0.35714285714285715,0.6923076923076923,0.6666666666666666,0.6111111111111112,0.5,0.625,0.5,0.5185185185185185,15.023474178403756,0.25,0.041666666666666664,0.10810810810810811,0.17647058823529413,0.0975609756097561,0.09876543209876543,0.16666666666666666,,0.1,0.37037037037037035,0.8,0.8,0.5,0.1111111111111111,0.3333333333333333,0.2222222222222222,0.25,1.0,0.36363636363636365,0.75,0.36363636363636365,0.25,0.8888888888888888,0.2222222222222222,0.5542,0.5614818181818181,0.07142857142857142,0.14285714285714285,0.3142857142857143,3.361538461538461,25.17142857142857,0.418848167539267,2.0,3.0,1.0,,,3.0,4.0,1.0,7.0,4.0,,,4.0,1.0,3.0,,,4.0,1.0,1.0,,1.0,1.0,0.75,0.5,0.5,,,0.1,0.09090909090909091,0.1,0.09523809523809523,0.125,0.08,0.20833333333333334,0.25,1.0,0.3333333333333333,0.3333333333333333,1.0,,,,,0.5,0.6666666666666666,0.48588,0.2,3.0,5.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,0.07142857142857142,0.1111111111111111,0.08333333333333333,0.18518518518518517,0.6,0.6,1.0,0.3333333333333333,0.09090909090909091,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
1629029,1610612742,Luka Doncic,Luka Doncic,1629029,DAL,6853.0,114,-2,246,236,117.0,121.0,20.0,482,11.0,16.0,7.0,10.0,27.0,12.0,26.0,7.0,14.0,28.0,47.0,12.0,26.0,32.0,124.0,292,14.0,22.0,7.0,14.0,24.0,73.0,2.0,54.0,6.0,25.0,12.0,18.0,11.0,29.0,5.0,6.0,5.0,7.0,69.0,2.0,13.0,12.0,29.0,2.0,31.0,3.0,2.0,1.0,9.0,7.0,4.0,,13.0,,5.0,8.0,32.0,,46.0,5.0,11.0,13.0,73.0,117.0,11.0,0.03571428571428571,0.037037037037037035,0.16666666666666666,0.46153846153846156,0.5,0.48,0.5957446808510638,0.6363636363636364,0.6301369863013698,0.6805555555555556,0.6666666666666666,0.7156862745098039,0.3561643835616438,39.405204460966544,0.6923076923076923,0.2608695652173913,0.041666666666666664,0.23636363636363636,0.24752475247524752,0.02,,0.2727272727272727,0.18181818181818182,0.2191780821917808,0.6875,0.6875,,0.3698630136986301,0.3561643835616438,0.46153846153846156,0.46153846153846156,0.16666666666666666,0.2777777777777778,0.7,0.3888888888888889,0.5,0.5753424657534246,0.48,0.4498569444444445,0.44461285714285714,0.15,0.20754716981132076,0.5887096774193549,7.085106382978723,27.992307692307694,0.47560975609756095,1.0,1.0,15.0,2.0,4.0,1.0,2.0,1.0,3.0,2.0,1.0,6.0,,4.0,2.0,2.0,2.0,6.0,3.0,,3.0,3.0,2.0,0.5,0.3333333333333333,0.3,0.02127659574468085,,0.26666666666666666,,,0.08333333333333333,,0.17857142857142858,0.25,0.06896551724137931,0.6666666666666666,0.5555555555555556,0.5769230769230769,0.06666666666666667,0.0547945205479452,0.5,0.5,,0.3333333333333333,1.0,0.5357666666666666,0.024193548387096774,,,,1.0,1.0,,,,,1.0,,,,,,,,0.3333333333333333,,30.0,1.0,2.0,1.0,0.037037037037037035,0.5714285714285714,0.037037037037037035,,,,,,,,,,,,,,,,True,,,,,
203552,1610612742,Seth Curry,Seth Curry,203552,DAL,10362.0,173,18,373,366,176.0,169.0,32.0,739,5.0,6.0,1.0,2.0,15.0,6.0,15.0,3.0,6.0,21.0,32.0,10.0,21.0,5.0,77.0,448,9.0,14.0,6.0,10.0,,36.0,20.0,22.0,27.0,15.0,6.0,4.0,4.0,8.0,2.0,2.0,2.0,2.0,20.0,,6.0,3.0,9.0,2.0,11.0,6.0,3.0,3.0,6.0,3.0,2.0,,8.0,,6.0,14.0,9.0,2.0,5.0,1.0,3.0,,36.0,176.0,,0.47619047619047616,0.5,0.9,0.47619047619047616,0.6,0.47619047619047616,0.65625,0.6428571428571429,0.6792452830188679,0.75,0.7,0.75,0.39622641509433965,15.403422982885086,0.75,0.039473684210526314,,0.0821917808219178,0.06040268456375839,0.013605442176870748,,,0.11764705882352941,0.11320754716981132,0.8333333333333334,1.0,0.2,0.2830188679245283,0.2830188679245283,0.4,0.4,0.8333333333333334,0.08333333333333333,0.5,0.25,0.5,0.5094339622641509,0.4,0.4816103773584905,0.4765812500000001,0.05454545454545454,0.08823529411764706,0.4675324675324675,11.190625,24.83809523809524,0.4718498659517426,,,9.0,7.0,11.0,3.0,4.0,,9.0,2.0,2.0,,2.0,,,1.0,,3.0,,,,,,0.75,0.6428571428571429,0.6428571428571429,0.0625,0.16666666666666666,,0.02631578947368421,,,0.06666666666666667,0.05128205128205128,0.07142857142857142,,,0.6,0.6428571428571429,0.4444444444444444,0.20754716981132076,0.6363636363636364,0.6363636363636364,0.7142857142857143,,,0.49823000000000006,0.11688311688311688,4.0,6.0,4.0,2.0,3.0,,,1.0,,1.0,,,0.01639344262295082,0.11320754716981132,0.6666666666666666,0.6666666666666666,1.0,0.2857142857142857,0.16666666666666666,3.0,,3.0,,0.06666666666666667,0.06666666666666667,,1.0,3.0,1.0,1.0,0.3333333333333333,0.14285714285714285,0.5,1.0,0.75,,,,,,,True,,,,,
203504,1610612742,Trey Burke,Trey Burke,203504,DAL,5483.0,91,38,187,187,84.0,81.0,21.0,374,6.0,10.0,2.0,3.0,5.0,4.0,10.0,2.0,4.0,13.0,25.0,5.0,12.0,3.0,44.0,212,4.0,6.0,3.0,6.0,1.0,18.0,6.0,20.0,9.0,10.0,4.0,5.0,4.0,9.0,2.0,2.0,3.0,1.0,22.0,,3.0,6.0,9.0,1.0,10.0,7.0,4.0,3.0,2.0,1.0,2.0,,4.0,,3.0,4.0,3.0,,6.0,,2.0,1.0,18.0,84.0,1.0,0.23076923076923078,0.23076923076923078,0.6,0.4166666666666667,0.5,0.4166666666666667,0.52,0.6666666666666666,0.5540540540540541,0.7083333333333334,0.55,0.6923076923076923,0.32432432432432434,20.85308056872038,0.5,0.14285714285714285,,0.07317073170731707,0.10843373493975904,0.01282051282051282,,0.07692307692307693,,0.2702702702702703,0.6,0.6,0.16666666666666666,0.13513513513513514,0.2702702702702703,0.4,0.4,0.5,0.25,0.6666666666666666,0.3333333333333333,0.5,0.5945945945945946,0.4,0.47178243243243245,0.5107624999999999,0.05128205128205128,0.07407407407407407,0.4090909090909091,10.344,25.0,0.44919786096256686,,,1.0,6.0,10.0,,2.0,,,,,1.0,1.0,,,,,3.0,2.0,,2.0,2.0,1.0,,,,,,,0.027777777777777776,,,,0.16666666666666666,0.09090909090909091,,0.5,0.2,0.2,,0.2702702702702703,0.6,0.6,0.3333333333333333,,,0.4143,,1.0,2.0,2.0,,,,,,1.0,,,,0.037037037037037035,0.05405405405405406,0.5,0.5,1.0,,0.16666666666666666,6.0,,1.0,,,0.18181818181818182,,,1.0,,,,,,,0.5,1.0,1.0,,,,,True,,,,,
1628467,1610612742,Maxi Kleber,Maxi Kleber,1628467,DAL,6273.0,105,-26,230,221,104.0,104.0,18.0,451,1.0,1.0,,,1.0,2.0,11.0,1.0,6.0,1.0,3.0,2.0,13.0,7.0,15.0,287,,1.0,1.0,7.0,5.0,8.0,2.0,,6.0,11.0,2.0,4.0,3.0,7.0,2.0,1.0,2.0,1.0,17.0,2.0,6.0,4.0,13.0,4.0,17.0,,,,1.0,1.0,,,1.0,,6.0,9.0,11.0,2.0,8.0,,1.0,3.0,8.0,104.0,3.0,1.0,1.0,1.0,0.15384615384615385,0.14285714285714285,0.15384615384615385,0.3333333333333333,,0.25,0.1875,0.375,0.36363636363636365,0.8125,8.366533864541834,1.0,0.10256410256410256,0.045454545454545456,0.13333333333333333,0.11904761904761904,0.02,,,0.16666666666666666,0.0625,1.0,1.0,1.0,0.0625,0.6875,0.18181818181818182,0.18181818181818182,1.0,,,0.75,0.16666666666666666,0.875,0.18181818181818182,0.500959375,0.46786249999999996,0.058823529411764705,0.25,0.5333333333333333,9.333333333333334,25.515384615384615,0.45217391304347826,,,,,1.0,,,2.0,2.0,,1.0,1.0,,3.0,,,,,3.0,2.0,1.0,3.0,2.0,,,1.0,0.3333333333333333,,0.2727272727272727,,,0.08333333333333333,,0.2,0.12121212121212122,,0.6666666666666666,,,,0.0625,,,,,,,0.13333333333333333,,2.0,1.0,,,,,,4.0,3.0,,,,0.125,,,,,0.125,,,,,1.0,,,,,,,,,,,,,,2.0,2.0,0.2857142857142857,,True,,,,,
203077,1610612742,Michael Kidd-Gilchrist,Michael Kidd-Gilchrist,203077,DAL,2527.0,42,2,88,87,44.0,38.0,6.0,175,1.0,1.0,,,2.0,1.0,2.0,1.0,1.0,2.0,3.0,2.0,9.0,4.0,14.0,109,1.0,1.0,2.0,5.0,1.0,9.0,2.0,2.0,6.0,2.0,1.0,1.0,2.0,3.0,2.0,,,1.0,8.0,2.0,1.0,1.0,2.0,2.0,4.0,,,,,,1.0,,1.0,,4.0,7.0,5.0,1.0,6.0,,3.0,,9.0,44.0,,0.5,1.0,1.0,0.2222222222222222,0.4,0.2222222222222222,0.6666666666666666,1.0,0.4166666666666667,0.6666666666666666,0.4666666666666667,0.6428571428571429,0.75,16.842105263157894,,0.05555555555555555,0.13333333333333333,0.06666666666666667,0.06060606060606061,0.06451612903225806,,,0.5,0.08333333333333333,1.0,1.0,,0.16666666666666666,0.16666666666666666,0.5,0.5,1.0,,,0.16666666666666666,1.0,0.8333333333333334,0.5,0.5175541666666666,0.5217083333333333,0.2,0.5,0.6428571428571429,4.6,23.644444444444446,0.5,1.0,1.0,1.0,,,1.0,1.0,1.0,3.0,2.0,,,,,,,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,0.75,,,,,0.6666666666666666,,,,,,1.0,0.5,0.5,1.0,,,,,1.0,1.0,0.516,0.21428571428571427,1.0,7.0,4.0,,,,,,,,,,,0.5833333333333334,0.14285714285714285,0.14285714285714285,1.0,,0.6666666666666666,,,,,,0.2,,,1.0,,,,,,,0.25,,,,,,,True,,,,,
203501,1610612742,Tim Hardaway Jr.,Tim Hardaway Jr.,203501,DAL,5627.0,94,-12,212,206,116.0,109.0,15.0,418,2.0,3.0,1.0,1.0,9.0,6.0,20.0,4.0,9.0,11.0,19.0,11.0,28.0,6.0,61.0,271,6.0,8.0,6.0,11.0,6.0,36.0,6.0,16.0,27.0,20.0,6.0,2.0,3.0,5.0,3.0,,,,13.0,,3.0,5.0,10.0,,10.0,1.0,,1.0,1.0,,,,1.0,,4.0,8.0,6.0,2.0,9.0,,2.0,1.0,36.0,116.0,1.0,0.2727272727272727,0.2727272727272727,0.8181818181818182,0.39285714285714285,0.5454545454545454,0.39285714285714285,0.5789473684210527,0.75,0.5851063829787234,0.7894736842105263,0.5980392156862745,0.782608695652174,0.5957446808510638,22.707423580786024,1.0,0.11627906976744186,,0.08333333333333333,0.10126582278481013,,,0.1875,0.1,0.06382978723404255,0.6666666666666666,1.0,1.0,0.19148936170212766,0.425531914893617,0.3,0.3,0.6666666666666666,0.05263157894736842,1.0,0.47368421052631576,0.4444444444444444,0.6595744680851063,0.3,0.49072446808510645,0.45975789473684214,0.06,0.09523809523809523,0.5901639344262295,11.089473684210526,25.175,0.5471698113207547,,,4.0,5.0,7.0,1.0,1.0,,2.0,,2.0,2.0,,2.0,,,,,,,,,,1.0,1.0,1.0,0.10526315789473684,0.3333333333333333,0.2222222222222222,,,,,,0.07692307692307693,,,0.4444444444444444,0.5,0.25,0.14893617021276595,0.7142857142857143,0.7142857142857143,,,,0.451,0.03278688524590164,5.0,8.0,2.0,,,,,,,2.0,,,,0.1702127659574468,0.625,0.625,1.0,,0.10526315789473684,6.0,,1.0,1.0,0.1111111111111111,0.2,0.034482758620689655,,2.0,,,,,,,1.0,,,,,,,True,,,,,
204001,1610612742,Kristaps Porzingis,Kristaps Porzingis,204001,DAL,2754.0,46,27,107,104,75.0,76.0,6.0,211,3.0,3.0,2.0,2.0,2.0,5.0,10.0,2.0,6.0,7.0,9.0,5.0,10.0,16.0,45.0,124,4.0,4.0,2.0,6.0,13.0,27.0,12.0,2.0,15.0,10.0,5.0,,2.0,2.0,2.0,,,,6.0,1.0,2.0,7.0,10.0,2.0,12.0,,,,1.0,1.0,1.0,,2.0,,3.0,6.0,9.0,,19.0,1.0,5.0,3.0,27.0,75.0,3.0,0.8571428571428571,1.0,1.0,0.5,0.3333333333333333,0.5,0.7777777777777778,1.0,0.7631578947368421,0.7,0.8148148148148148,0.7647058823529411,0.5263157894736842,25.663716814159294,0.5,0.2916666666666667,0.08333333333333333,0.10526315789473684,0.20930232558139536,0.0625,,0.2,,0.15789473684210525,1.0,1.0,0.6666666666666666,0.10526315789473684,0.5263157894736842,0.5,0.5,1.0,0.2,1.0,0.6,0.3333333333333333,0.6842105263157895,0.5,0.48330526315789474,0.5019899999999999,0.25,0.38461538461538464,0.6,11.033333333333333,26.93,0.7009345794392523,1.0,1.0,1.0,3.0,4.0,1.0,1.0,3.0,5.0,2.0,,,1.0,1.0,,1.0,,1.0,2.0,2.0,,2.0,,1.0,1.0,0.8333333333333334,,,0.2,0.05,0.5,,0.5,0.375,0.15384615384615385,,,0.5,0.5,1.0,0.21052631578947367,0.75,0.75,1.0,1.0,1.0,0.5391,0.1111111111111111,,,,,,,,,,2.0,,,,,,,,,,,,,1.0,,0.3333333333333333,0.09090909090909091,,,,,,,,,,,3.0,,,,1.0,True,,,,,
