EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,Corner3FGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,LongMidRangeAssists,AssistPoints,DefTwoPtRebounds,DefRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,AtRimFrequency,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGA,Corner3FGM,PenaltyCorner3FGA,PenaltyArc3FGM,PenaltyArc3FGA,SecondChanceFG2A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,Fg2aBlocked,Arc3Assists,ShortMidRangeAssists,OffTwoPtRebounds,DefThreePtRebounds,OffRebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,Charge Fouls,Charge Fouls Drawn,2pt And 1 Free Throw Trips,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked2s,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,Assisted3sPct,PenaltyFg3Pct,FG2APctBlocked,AtRimPctBlocked,OffTwoPtReboundPct,DefThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimAccuracy,UnblockedAtRimAccuracy,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3PctAssisted,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawnPct,OffThreePtRebounds,Loose Ball Fouls Drawn,Offensive Fouls Drawn,BlockedAtRim,OffThreePtReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefCorner3ReboundPct,PenaltyAtRimFGM,LongMidRangeFGM,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PtsAssisted2s,LostBallOutOfBoundsTurnovers,Travels,Assisted2sPct,NonPutbacksAssisted2sPct,SecondChanceFg3Pct,SecondChanceEfgPct,SecondChanceTsPct,AtRimPctAssisted,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimAccuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceAtRimFGM,SecondChanceFG2M,PtsPutbacks,AtRimAssists,SecondChanceTurnovers,SecondChanceFg2Pct,SecondChanceAtRimAccuracy,FTDefRebounds,BadPassOutOfBoundsTurnovers,DefFTReboundPct,OffShortMidRangeReboundPct,SecondChanceFtPoints,Fg3aBlocked,FG3APctBlocked,ShortMidRangePctBlocked,Arc3PctBlocked,on,PenaltyCorner3FGM,LongMidRangePctBlocked,PenaltyCorner3Accuracy,OffLongMidRangeReboundPct,OffCorner3ReboundPct,Technical Free Throw Trips,3SecondViolations,SecondChanceAtRimPctAssisted,HeaveAttempts,Blocked3s,BlockedArc3,OffensiveGoaltends
1628365,1610612753,Markelle Fultz,Markelle Fultz,1628365,ORL,934.0,16,-11.0,32,32,8.0,5.0,1.0,64,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,2.0,7.0,38,1.0,1.0,2.0,4.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,4.0,8.0,1.0,0.5,0.5,0.25,1.0,0.4166666666666667,1.0,0.5,1.0,0.3333333333333333,30.3030303030303,0.6666666666666666,0.16666666666666666,0.07142857142857142,0.3333333333333333,0.16666666666666666,0.16666666666666666,1.0,1.0,0.3333333333333333,0.16666666666666666,0.16666666666666666,1.0,1.0,0.5,1.0,0.50565,0.4342,0.14285714285714285,0.2,0.5714285714285714,12.825,24.1,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
1628411,1610612753,Wes Iwundu,Wes Iwundu,1628411,ORL,4549.0,76,5.0,165,161,53.0,37.0,11.0,326,7.0,1.0,3.0,3.0,3.0,2.0,4.0,2.0,13.0,4.0,7.0,5.0,21.0,158,,3.0,2.0,5.0,4.0,,4.0,2.0,2.0,2.0,4.0,,1.0,10.0,4.0,10.0,11.0,1.0,,2.0,1.0,3.0,1.0,,5.0,,1.0,6.0,8.0,4.0,5.0,53.0,1.0,0.5714285714285714,0.5714285714285714,0.15384615384615385,,0.4,0.25,0.45652173913043476,0.35714285714285715,0.35,14.772727272727273,0.3333333333333333,0.13333333333333333,0.13157894736842105,0.1,0.35,0.15,0.3333333333333333,0.3333333333333333,0.15,0.15,0.2,0.5,0.5,0.7,0.5,0.503655,0.5033583333333332,0.21739130434782608,0.25,0.23809523809523808,7.076923076923077,24.771428571428576,0.3212121212121212,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,12.0,3.0,2.0,1.0,1.0,6.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,0.3333333333333333,0.23076923076923078,0.42857142857142855,0.022727272727272728,0.13043478260869565,0.013513513513513514,0.09090909090909091,0.375,0.1875,0.1,1.0,0.14285714285714285,0.25,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.5,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
1629109,1610612753,Gary Clark,Gary Clark,1629109,ORL,2828.0,47,-5.0,104,100,37.0,15.0,7.0,204,,,1.0,,1.0,1.0,6.0,,1.0,1.0,7.0,,3.0,101,,,,,,,6.0,1.0,3.0,1.0,4.0,,,9.0,5.0,9.0,10.0,1.0,1.0,,,1.0,1.0,2.0,2.0,,,3.0,,,,37.0,,0.14285714285714285,0.14285714285714285,,,0.1875,,0.1875,,0.875,8.108108108108107,1.0,0.3125,0.21428571428571427,,,0.125,,,,0.125,0.75,0.16666666666666666,0.16666666666666666,0.875,0.16666666666666666,0.50799375,0.547725,,,,7.1,25.385714285714283,0.3557692307692308,,,,,1.0,,1.0,,,2.0,3.0,,1.0,3.0,,4.0,1.0,,3.0,2.0,1.0,,1.0,,,,1.0,,,1.0,1.0,1.0,,,,,0.15384615384615385,0.02127659574468085,,0.2,0.1,,1.0,,,,,,1.0,,,0.5,0.5,,,1.0,1.0,1.0,1.0,0.05,0.05263157894736842,0.5,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
202696,1610612753,Nikola Vucevic,Nikola Vucevic,202696,ORL,2063.0,34,,71,71,23.0,19.0,4.0,142,1.0,2.0,6.0,3.0,,2.0,6.0,5.0,10.0,2.0,6.0,2.0,18.0,74,3.0,4.0,,9.0,2.0,,6.0,2.0,2.0,1.0,3.0,1.0,1.0,7.0,3.0,7.0,7.0,1.0,,3.0,1.0,4.0,1.0,2.0,3.0,1.0,,3.0,2.0,1.0,9.0,23.0,,0.3333333333333333,0.3333333333333333,0.5,0.75,0.5,0.75,0.5294117647058824,0.75,0.375,28.0,0.25,0.23076923076923078,0.19444444444444445,0.16666666666666666,0.0625,0.375,0.3333333333333333,0.3333333333333333,0.1875,,0.375,0.3333333333333333,0.3333333333333333,0.4375,0.3333333333333333,0.467515625,0.4920166666666667,0.058823529411764705,0.09090909090909091,0.5,10.11,25.933333333333334,0.323943661971831,1.0,,1.0,,,1.0,2.0,,1.0,2.0,6.0,,,1.0,,4.0,,,,,,,,,,,1.0,,,1.0,1.0,1.0,0.5,,,,0.17391304347826086,,,0.25,0.125,,1.0,1.0,1.0,,,,1.0,,0.16666666666666666,,0.3333333333333333,0.5,,,,,1.0,,,0.3333333333333333,0.2857142857142857,1.0,2.0,1.0,1.0,1.0,1.0,3.0,8.0,2.0,1.0,0.8,0.8,1.0,1.5,1.5,1.0,1.0,0.6666666666666666,0.6666666666666666,0.5,1.0,1.0,1.0,1.0,0.60105,0.16666666666666666,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
203095,1610612753,Evan Fournier,Evan Fournier,203095,ORL,556.0,9,-10.0,20,19,10.0,3.0,1.0,39,,,,,,1.0,1.0,,,1.0,1.0,2.0,5.0,28,,,2.0,2.0,,,1.0,1.0,,,,,,,,,,1.0,1.0,,,1.0,,,,,,1.0,2.0,,2.0,10.0,,1.0,1.0,,,1.5,,1.25,1.0,1.0,14.285714285714286,1.0,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,0.597,,,,0.4,,25.4,0.5,,,,,,,,,,,3.0,,,,,,,,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,3.0,,,,,,1.0,1.5,1.5,,,,,,1.0,1.0,1.0,,0.597,0.6,1.0,1.0,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
1629168,1610612753,BJ Johnson,BJ Johnson,1629168,ORL,213.0,4,9.0,9,8,,,,17,,,,1.0,,1.0,1.0,,1.0,1.0,1.0,,3.0,3,,,,,,3.0,1.0,1.0,,,,,,,1.0,2.0,2.0,,,,,,,,,,,,,,,,,1.0,1.0,,,0.75,,0.75,,0.5,22.22222222222222,,0.3333333333333333,0.3333333333333333,0.5,,,,,0.5,,0.5,1.0,1.0,0.5,1.0,0.474425,,,,,18.3,25.5,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
1629724,1610612753,Vic Law,Vic Law,1629724,ORL,213.0,4,9.0,9,8,,,,17,,,,,1.0,,,,,1.0,1.0,,3.0,3,,,,,,,,,,1.0,1.0,,,3.0,,2.0,2.0,,,,,,,,,,,,,,,,,1.0,1.0,,,1.5,,1.5,,1.0,11.11111111111111,,,0.3333333333333333,,,,,,,1.0,,,,1.0,,0.5958,,,,,,23.3,,,,,1.0,,,,,,,3.0,,1.0,,,2.0,,,,,,,,,,,,,,,,1.0,,,,,0.6666666666666666,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
203920,1610612753,Khem Birch,Khem Birch,203920,ORL,3637.0,61,9.0,134,131,42.0,34.0,10.0,265,5.0,3.0,5.0,,,,,6.0,10.0,,,10.0,22.0,120,,1.0,3.0,3.0,4.0,,,,2.0,2.0,4.0,,,10.0,3.0,11.0,16.0,1.0,1.0,1.0,,2.0,1.0,4.0,8.0,,1.0,9.0,11.0,6.0,3.0,42.0,1.0,,,0.6,,0.6,,0.7333333333333333,0.5,,11.805555555555555,0.5,0.11538461538461539,0.16923076923076924,0.2222222222222222,0.5,0.5,0.6,0.6,,,,,,0.5,,0.49459,0.4448,0.4,0.4,0.13636363636363635,6.38,,0.31343283582089554,3.0,2.0,,,,,,3.0,,,,1.0,2.0,1.0,2.0,8.0,5.0,,,,,,2.0,1.0,,,,,,,,,,0.1,0.2,0.05128205128205128,0.20512820512820512,0.07936507936507936,0.2222222222222222,0.16666666666666666,0.2222222222222222,,,0.6,0.75,,,,,0.6666666666666666,,,,,,3.0,,,,0.125,0.14285714285714285,,0.16666666666666666,,,,,,,6.0,8.0,,,0.6666666666666666,1.0,,1.0,1.0,0.3333333333333333,1.0,,,,,,,,0.5199333333333334,0.2727272727272727,,,2.0,3.0,4.0,1.0,1.0,1.0,1.0,,,,,,,,,,True,,,,,,,,,,,,
203082,1610612753,Terrence Ross,Terrence Ross,203082,ORL,3783.0,63,9.0,137,135,46.0,37.0,10.0,272,1.0,5.0,6.0,13.0,1.0,6.0,17.0,11.0,20.0,7.0,18.0,8.0,51.0,128,3.0,4.0,3.0,18.0,8.0,3.0,17.0,6.0,,2.0,2.0,1.0,,6.0,2.0,11.0,12.0,2.0,2.0,5.0,,7.0,1.0,2.0,3.0,,,8.0,10.0,2.0,18.0,46.0,,0.3888888888888889,0.3888888888888889,0.55,0.75,0.5657894736842105,0.75,0.6219512195121951,0.8181818181818182,0.47368421052631576,32.6530612244898,0.2857142857142857,0.07692307692307693,0.13636363636363635,0.125,0.02631578947368421,0.15789473684210525,0.8333333333333334,0.8333333333333334,0.34210526315789475,0.02631578947368421,0.4473684210526316,0.35294117647058826,0.35294117647058826,0.5,0.35294117647058826,0.4771894736842105,0.46708999999999995,0.12195121951219512,0.09523809523809523,0.35294117647058826,14.34,25.716666666666665,0.3357664233576642,1.0,,,1.0,,3.0,6.0,1.0,3.0,6.0,18.0,,1.0,,1.0,7.0,1.0,,1.0,1.0,,,,1.0,1.0,3.0,1.0,,,1.0,1.0,0.8571428571428571,0.5,,,0.02857142857142857,0.175,0.016129032258064516,,0.16666666666666666,0.2413793103448276,,1.0,1.0,1.0,1.0,1.0,,1.0,,,,0.6,0.5,0.15,,,1.0,1.0,,,,,,5.0,,,,,,14.0,2.0,2.0,0.6363636363636364,0.6363636363636364,,,,1.0,0.8,0.38461538461538464,0.38461538461538464,0.4,,,,,,,,,,,,,1.0,,,2.0,1.0,1.0,0.1,,,,,,True,,,,,,,,,,,,
203516,1610612753,James Ennis III,James Ennis III,203516,ORL,354.0,6,-6.0,11,11,1.0,3.0,1.0,22,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,1.0,3.0,,,1.0,,,,1.0,,,,,,,,,,,,,0.5,0.3333333333333333,,,,,,,,,,,,,,,,,,,,0.09090909090909091,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,1.0,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
