EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,Corner3FGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,ShootingFouls,Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FTA,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,LongMidRangePctBlocked,Usage,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,Corner3Frequency,Arc3Frequency,SecondChanceAtRimFrequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,NonShootingPenaltyNonTakeFouls,AtRimFGM,LongMidRangeFGM,Corner3FGM,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,PenaltyArc3FGM,FG3M,PenaltyFG2A,PenaltyFG3M,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGM,Fg3aBlocked,Corner3Assists,OffThreePtRebounds,LostBallSteals,LiveBallTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,Loose Ball Fouls,Offensive Fouls,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,PenaltyEfgPct,FG3APctBlocked,Arc3PctBlocked,LiveBallTurnoverPct,OffThreePtReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefCorner3ReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChanceAtRimFGM,PenaltyAtRimFGM,PenaltyAtRimFGA,SecondChanceFG2M,PenaltyFG2M,PtsPutbacks,FTDefRebounds,BadPassTurnovers,Charge Fouls,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,ShortMidRangePctBlocked,DefFTReboundPct,OffAtRimReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,BlocksRecoveredPct,AtRimPctAssisted,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,SecondChanceArc3FGA,SecondChanceFG3A,ShortMidRangeAssists,LongMidRangeAssists,SelfOReb,BadPassOutOfBoundsTurnovers,Travels,Charge Fouls Drawn,ThreePtShootingFoulsDrawn,SelfORebPct,SecondChanceArc3Frequency,ThreePtShootingFoulsDrawnPct,FTOffRebounds,SecondChanceTurnovers,OffFTReboundPct,SecondChanceCorner3FGA,3pt And 1 Free Throw Trips,OffCorner3ReboundPct,LongMidRangePctAssisted,SecondChanceCorner3Frequency,on,DefensiveGoaltends,SecondChanceArc3FGM,SecondChanceFG3M,StepOutOfBoundsTurnovers,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChanceAtRimPctAssisted,LostBallOutOfBoundsTurnovers,Technical Free Throw Trips
1626209,1610612757,Mario Hezonja,Mario Hezonja,1626209,POR,1253.0,21,-11,46,46,17,39,4,92,2,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,4,3.0,1.0,3.0,53,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,1,2.0,3,1.0,4,1.0,1.0,1.0,1,1.0,1.0,2.0,1.0,1.0,17,1.0,1.0,1.0,0.25,0.14285714285714285,0.1875,0.25,0.25,0.42857142857142855,0.5,0.5,1.0,15.686274509803921,0.2222222222222222,0.07142857142857142,0.09090909090909091,0.15,0.05,0.14285714285714285,0.5,0.125,0.2857142857142857,0.14285714285714285,1.0,1.0,1.0,0.14285714285714285,0.14285714285714285,0.2857142857142857,1.0,1.0,0.7142857142857143,0.4750999999999999,0.5138,0.2001,0.3333333333333333,0.3333333333333333,7.624999999999999,27.100000000000005,0.3695652173913043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,
1629014,1610612757,Anfernee Simons,Anfernee Simons,1629014,POR,848.0,14,-8,31,34,14,30,6,65,1,,,,,,2.0,2.0,,1,2.0,,,43,,,,2.0,,,,2.0,,1.0,,1.0,,1.0,2.0,,1,,1,,1,,,2.0,4,,,,,,14,,,,,,,,,0.6666666666666666,,,,8.108108108108109,,,0.16666666666666666,0.09090909090909091,,,,0.2,0.3333333333333333,,,,,,,0.6666666666666666,,1.0,1.0,0.5552333333333334,,0.5397,,,2.9,26.1,0.45161290322580644,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,
1629018,1610612757,Gary Trent Jr.,Gary Trent Jr.,1629018,POR,4861.0,81,-21,178,171,85,92,19,349,2,,,3.0,4.0,6.0,9.0,4.0,2.0,9,15.0,3.0,22.0,189,1.0,2.0,2.0,8.0,2.0,14.0,,9.0,2.0,,1.0,1.0,,,3.0,1.0,1,1.0,2,2.0,4,2.0,,7.0,11,4.0,1.0,3.0,1.0,14.0,85,1.0,,,0.2222222222222222,0.3958333333333333,0.44,0.5,0.6363636363636364,0.625,0.2222222222222222,0.5,0.25,14.0,0.02564102564102564,0.02,0.02564102564102564,0.02564102564102564,0.022727272727272728,,0.06666666666666667,,0.08333333333333333,0.125,,,,0.16666666666666666,0.25,0.375,,0.4,0.7083333333333334,0.49008333333333337,0.3627,0.48427,0.09090909090909091,0.6363636363636364,10.788888888888888,25.166666666666668,0.47752808988764045,1.0,1.0,1.0,2.0,2.0,4.0,3.0,2.0,5.0,2.0,4.0,4.0,12.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,0.8,0.3333333333333333,0.5,0.3333333333333333,0.6,0.06666666666666667,0.1111111111111111,0.3333333333333333,0.02631578947368421,0.06666666666666667,0.03333333333333333,0.07692307692307693,0.5,1.0,0.25,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.375,0.6666666666666666,0.4,0.5,0.5,0.3333333333333333,0.041666666666666664,0.1111111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,
202355,1610612757,Hassan Whiteside,Hassan Whiteside,202355,POR,4272.0,71,-21,151,149,33,49,12,300,9,4.0,1.0,5.0,1.0,,,,9.0,15,,4.0,22.0,168,4.0,2.0,8.0,,3.0,5.0,12.0,,2.0,,1.0,1.0,1.0,,3.0,4.0,10,7.0,19,5.0,24,1.0,,5.0,8,10.0,2.0,10.0,,5.0,33,,0.6666666666666666,1.0,0.6,0.6,0.55,0.8,0.5,,0.13333333333333333,,,14.723926380368098,0.21212121212121213,0.0784313725490196,0.30303030303030304,0.25757575757575757,0.07042253521126761,0.14285714285714285,0.1,0.2727272727272727,0.6,0.3333333333333333,0.2,0.3333333333333333,1.0,0.06666666666666667,,,1.0,,0.6,0.49471333333333334,0.561275,0.44096666666666673,0.36363636363636365,0.22727272727272727,5.033333333333333,,0.2185430463576159,,8.0,,,,,,,,3.0,,6.0,,,,,,1.0,1.0,3.0,1.0,,4.0,1.0,1.0,,2.0,,5.0,,,,,0.3333333333333333,,,0.75,0.05,,0.05555555555555555,0.36363636363636365,0.8888888888888888,0.8888888888888888,,,,,,,,,,,,,0.25,0.25,3.0,1.0,2.0,3.0,1.0,6.0,2.0,3.0,1.0,7.0,6.0,1.0,7.0,6.0,0.75,0.3333333333333333,0.75,0.4,0.2222222222222222,0.09090909090909091,0.26666666666666666,0.25,0.8571428571428571,0.625,0.75,0.6666666666666666,0.5,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,
203081,1610612757,Damian Lillard,Damian Lillard,203081,POR,8555.0,143,-43,301,298,93,118,32,599,15,4.0,2.0,6.0,10.0,,33.0,14.0,13.0,31,33.0,32.0,97.0,341,5.0,1.0,5.0,14.0,17.0,41.0,8.0,33.0,5.0,11.0,6.0,17.0,4.0,8.0,40.0,1.0,9,2.0,13,1.0,14,2.0,,2.0,4,22.0,1.0,33.0,1.0,41.0,93,1.0,0.3076923076923077,0.3076923076923077,0.41935483870967744,0.5078125,0.6298701298701299,0.3125,0.6833333333333333,0.515625,0.16129032258064516,0.2,0.1,27.083333333333336,0.02702702702702703,0.011627906976744186,0.13846153846153847,0.07913669064748201,0.006666666666666667,,,0.11627906976744186,0.234375,0.09375,0.3333333333333333,0.4,,0.15625,,0.515625,0.5,0.6086956521739131,0.75,0.5151071428571428,0.58894,0.5370195652173912,0.05154639175257732,0.422680412371134,8.141935483870968,27.67575757575758,0.3089700996677741,1.0,9.0,2.0,,,,13.0,4.0,13.0,9.0,4.0,18.0,24.0,15.0,13.0,2.0,2.0,,2.0,9.0,5.0,5.0,14.0,5.0,,,,2.0,9.0,0.6153846153846154,0.3939393939393939,0.2857142857142857,0.3939393939393939,0.5217391304347826,0.06060606060606061,0.06060606060606061,0.6428571428571429,,0.03571428571428571,,0.18181818181818182,0.6,0.75,0.2,0.2222222222222222,,,,0.3939393939393939,0.41935483870967744,0.6153846153846154,,,0.2857142857142857,0.3939393939393939,0.18421052631578946,0.23684210526315788,1.0,5.0,6.0,2.0,6.0,,2.0,4.0,,1.0,,1.0,1.0,,0.4,0.6666666666666666,0.25,0.16666666666666666,0.14285714285714285,,0.05128205128205128,,,0.4444444444444444,0.25,0.2608695652173913,0.8333333333333334,3.0,3.0,1.0,2.0,1.0,4.0,1.0,1.0,5.0,0.03333333333333333,0.375,0.13157894736842105,,,,,,,,,True,,,,,,,,,,
203994,1610612757,Jusuf Nurkic,Jusuf Nurkic,203994,POR,6862.0,114,-34,235,236,72,73,26,471,20,7.0,,11.0,,,7.0,,15.0,31,7.0,10.0,46.0,276,8.0,3.0,13.0,,6.0,12.0,14.0,7.0,1.0,8.0,3.0,11.0,2.0,6.0,25.0,6.0,11,17.0,29,10.0,39,2.0,2.0,8.0,13,11.0,2.0,13.0,3.0,12.0,72,3.0,0.4666666666666667,0.7,0.4838709677419355,0.47368421052631576,0.5227272727272727,0.5909090909090909,0.6,0.18421052631578946,0.03225806451612903,,,20.37735849056604,0.265625,0.09523809523809523,0.21568627450980393,0.24347826086956523,0.07627118644067797,0.13043478260869565,0.3157894736842105,0.20588235294117646,0.5263157894736842,0.2894736842105263,,,,,,0.18421052631578946,0.7777777777777778,,0.7105263157894737,0.5297460526315789,0.48164375,0.5558166666666666,0.2826086956521739,0.2608695652173913,3.4870967741935486,25.74285714285714,0.30638297872340425,,15.0,,,,,2.0,,2.0,6.0,,16.0,6.0,,2.0,,1.0,3.0,,5.0,5.0,2.0,10.0,6.0,,2.0,,1.0,4.0,1.0,0.2857142857142857,,0.2857142857142857,0.5,,,0.5,0.05454545454545454,0.05263157894736842,0.06666666666666667,0.23529411764705882,0.75,0.75,,,,,,0.2857142857142857,0.2857142857142857,1.0,,,,0.2857142857142857,0.0975609756097561,0.11764705882352941,5.0,3.0,4.0,5.0,3.0,10.0,1.0,3.0,,,,,,,0.625,0.5,0.5555555555555556,0.09090909090909091,0.1111111111111111,0.09523809523809523,0.24242424242424243,0.25,,0.4666666666666667,0.7142857142857143,0.6666666666666666,0.75,1.0,1.0,1.0,1.0,3.0,3.0,,,,0.15,0.1111111111111111,,1.0,1.0,0.16666666666666666,,,,,,True,,,,,,,,,,
203468,1610612757,CJ McCollum,CJ McCollum,203468,POR,7481.0,125,-29,261,255,71,84,28,516,14,2.0,4.0,9.0,13.0,5.0,17.0,1.0,18.0,36,22.0,3.0,60.0,291,2.0,,,3.0,1.0,15.0,4.0,17.0,3.0,,6.0,6.0,5.0,,18.0,,5,10.0,19,2.0,21,5.0,5.0,4.0,8,8.0,,7.0,,15.0,71,,0.1111111111111111,0.1111111111111111,0.5,0.49137931034482757,0.4918032786885246,,0.5357142857142857,0.3793103448275862,0.08333333333333333,0.21428571428571427,,23.972602739726028,0.14705882352941177,,0.09090909090909091,0.12195121951219512,0.015151515151515152,,0.1,0.1388888888888889,0.2413793103448276,0.15517241379310345,0.4444444444444444,0.4444444444444444,,0.22413793103448276,0.08620689655172414,0.29310344827586204,0.6666666666666666,0.07692307692307693,0.6206896551724138,0.5180112068965518,0.6307666666666667,0.582026923076923,,0.25,9.136111111111111,25.972727272727273,0.2720306513409962,1.0,7.0,7.0,1.0,1.0,2.0,6.0,1.0,7.0,10.0,2.0,32.0,18.0,3.0,6.0,,1.0,2.0,,6.0,3.0,4.0,9.0,2.0,,,,,3.0,0.8571428571428571,0.3181818181818182,0.6666666666666666,0.3181818181818182,0.5384615384615384,,,0.6666666666666666,0.03508771929824561,,,,0.5,0.6363636363636364,0.5384615384615384,0.5384615384615384,0.2,0.2,1.0,0.35294117647058826,0.35294117647058826,0.8333333333333334,0.15384615384615385,0.5,1.0,0.35294117647058826,0.06557377049180328,0.07692307692307693,,3.0,7.0,,4.0,,4.0,2.0,,2.0,2.0,,2.0,1.0,,0.4,,,0.3333333333333333,,0.10810810810810811,0.36363636363636365,0.5,,,0.5384615384615384,0.42857142857142855,,1.0,,,1.0,2.0,,,1.0,0.03333333333333333,,0.045454545454545456,,1.0,,1.0,1.0,0.16666666666666666,0.2857142857142857,0.3333333333333333,True,,,,,,,,,,
2546,1610612757,Carmelo Anthony,Carmelo Anthony,2546,POR,6793.0,113,-41,239,236,71,85,25,475,7,,1.0,6.0,16.0,5.0,10.0,2.0,11.0,29,15.0,5.0,42.0,274,1.0,,,5.0,3.0,11.0,8.0,10.0,2.0,5.0,2.0,7.0,2.0,4.0,16.0,,6,5.0,12,,12,5.0,2.0,3.0,12,10.0,,5.0,,11.0,71,,0.36363636363636365,0.36363636363636365,0.3793103448275862,0.42045454545454547,0.45652173913043476,,0.39285714285714285,0.3409090909090909,0.06896551724137931,0.14285714285714285,,19.245283018867926,0.09615384615384616,,0.12,0.10784313725490197,,,,0.125,0.1590909090909091,0.13636363636363635,0.16666666666666666,0.2,,0.36363636363636365,0.11363636363636363,0.22727272727272727,,0.15384615384615385,0.5,0.4835306818181818,0.3649,0.44693846153846156,,0.2619047619047619,12.820689655172412,25.433333333333334,0.29707112970711297,3.0,4.0,6.0,3.0,2.0,3.0,2.0,,5.0,8.0,2.0,14.0,12.0,3.0,2.0,,,,3.0,2.0,3.0,2.0,5.0,,,1.0,1.0,,2.0,0.8,0.3333333333333333,0.4,0.3333333333333333,0.3076923076923077,,,0.4,,,,0.1111111111111111,0.5714285714285714,0.6666666666666666,0.375,0.375,0.6,0.6,0.6666666666666666,0.2,0.2,1.0,0.23076923076923078,0.6666666666666666,,0.2,0.06521739130434782,0.06451612903225806,,,1.0,,1.0,,1.0,,1.0,2.0,1.0,1.0,2.0,2.0,,0.125,,0.16666666666666666,0.08333333333333333,,0.12903225806451613,0.125,1.0,0.5,,0.07692307692307693,,,,,1.0,,,1.0,,1.0,,,0.06666666666666667,,,,,1.0,,0.3333333333333333,,True,,,,,,,,,,
1629117,1610612757,Wenyen Gabriel,Wenyen Gabriel,1629117,POR,1850.0,31,-7,63,65,9,20,8,128,4,1.0,,,,1.0,,,3.0,4,1.0,,6.0,70,1.0,,2.0,,,,4.0,,,,4.0,4.0,4.0,,12.0,3.0,1,1.0,2,4.0,6,,,6.0,11,,,,,,9,,0.6666666666666666,1.0,0.75,0.6,0.6,1.0,,0.2,,,,9.859154929577466,0.038461538461538464,0.21428571428571427,0.06666666666666667,0.04878048780487805,0.12121212121212122,0.5,,,0.8,,,,,,0.2,,1.0,,1.0,0.60153,0.5791,,0.3333333333333333,,1.375,22.8,0.14285714285714285,1.0,3.0,,,,,,,,,,2.0,,,,,,1.0,,,2.0,,2.0,,,,,,,,,,,,,,,0.05263157894736842,0.3333333333333333,0.07142857142857142,0.16666666666666666,0.75,0.75,,,,,,,,,,,,,,,1.0,,,1.0,,2.0,,,1.0,2.0,2.0,,2.0,1.0,1.0,,1.0,,,,0.07692307692307693,,0.5,0.6666666666666666,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,True,,,,,,,,,,
1626209,1610612757,Mario Hezonja,Mario Hezonja,1626209,POR,2824.0,47,4,98,99,48,44,16,197,5,,3.0,3.0,3.0,,4.0,1.0,6.0,11,4.0,2.0,20.0,109,,,,1.0,,10.0,2.0,4.0,,4.0,,4.0,,2.0,8.0,1.0,7,3.0,11,1.0,12,2.0,2.0,4.0,7,1.0,,2.0,,10.0,48,,0.16666666666666666,0.16666666666666666,0.5454545454545454,0.6,0.625,,0.8333333333333334,0.26666666666666666,,,,16.8141592920354,0.15789473684210525,0.03571428571428571,0.2692307692307692,0.2222222222222222,0.023255813953488372,,0.3333333333333333,0.23529411764705882,0.3333333333333333,0.2,1.0,1.0,,0.2,,0.26666666666666666,,0.16666666666666666,0.6,0.5388766666666667,,0.5109833333333333,,0.5,7.709090909090909,25.6,0.4897959183673469,1.0,2.0,1.0,,,,2.0,,2.0,5.0,,10.0,3.0,3.0,2.0,,,,,3.0,,2.0,3.0,1.0,,,,,1.0,0.5,0.5,,0.5,0.8333333333333334,,,1.0,,0.09090909090909091,,0.3333333333333333,0.4,0.4,0.3333333333333333,0.3333333333333333,,,,0.5,0.5,0.5,,,,0.5,0.0625,0.08333333333333333,,2.0,2.0,,5.0,,1.0,1.0,,,,,,,,1.0,,,0.2,,0.1111111111111111,0.14285714285714285,,,,0.3333333333333333,1.0,,,1.0,1.0,,,,,,,,,,,,,,,1.0,,False,1.0,,,,,,,,,
