EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,TotalPoss,Corner3FGA,Arc3FGM,Arc3FGA,FG3M,FG3A,Points,OpponentPoints,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,DefTwoPtRebounds,DefRebounds,Rebounds,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,EfgPct,TsPct,FG3APct,Usage,DefTwoPtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,Avg3ptShotDistance,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FtPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsUnassisted3s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,OffRebounds,SelfOReb,Steals,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,PenaltyFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,OffFTReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,HeaveAttempts,Fg3aBlocked,FTDefRebounds,LostBallOutOfBoundsTurnovers,Loose Ball Fouls,Offensive Fouls,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,NonShootingPenaltyNonTakeFouls,SecondChanceFg3Pct,FG3APctBlocked,Corner3PctBlocked,DefFTReboundPct,AtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,Charge Fouls,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,BlocksRecoveredPct,SecondChanceAtRimPctAssisted,LostBallSteals,SecondChanceTurnovers,BlockedAtRim,OffLongMidRangeReboundPct,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,LongMidRangePctBlocked,on,Blocked3s,BlockedArc3,StepOutOfBoundsTurnovers,3pt And 1 Free Throw Trips,BlockedLongMidRange,DefensiveGoaltends
1626147,1610612751,Justin Anderson,Justin Anderson,1626147,BKN,292.0,5,3,10,10,20,1.0,1.0,2.0,1.0,3.0,3.0,4,3.0,2.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.5,0.5,1.0,30.0,0.2,0.125,1.0,0.3333333333333333,0.6666666666666666,0.5,0.5,1.0,1.0,0.5,0.52775,26.73333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
1627747,1610612751,Caris LeVert,Caris LeVert,1627747,BKN,6593.0,110,-9,231,232,463,1.0,6.0,15.0,7.0,16.0,67.0,266,12.0,15.0,6.0,7.0,13.0,21.0,0.5714285714285714,0.4375,0.4375,0.4344262295081967,0.4855072463768116,0.26229508196721313,29.52029520295203,0.14,0.12871287128712872,0.25,0.01639344262295082,0.2459016393442623,0.4,0.4,0.5,0.4262295081967213,0.4,0.45119754098360654,26.3625,71.0,77.0,29.0,6.0,10.0,1.0,1.0,2.0,3.0,7.0,29.0,3.0,6.0,1.0,2.0,5.0,16.0,45.0,14.0,1.0,3.0,2.0,3.0,15.0,2.0,5.0,7.0,19.0,4.0,28.0,9.0,2.0,5.0,12.0,18.0,30.0,14.0,4.0,8.0,2.0,2.0,78.0,2.0,4.0,2.0,6.0,8.0,1.0,3.0,3.0,5.0,3.0,2.0,6.0,3.0,2.0,11.0,3.0,4.0,5.0,17.0,1.0,1.0,1.0,19.0,3.0,8.0,3.0,19.0,71.0,3.0,0.125,0.13333333333333333,0.4,0.35555555555555557,0.3333333333333333,0.2,0.3333333333333333,0.3,0.3333333333333333,0.3958333333333333,0.1111111111111111,0.1,0.13793103448275862,0.45454545454545453,0.25,0.07142857142857142,0.11764705882352941,0.02857142857142857,0.047619047619047616,0.07142857142857142,0.08108108108108109,0.02127659574468085,0.043478260869565216,0.08333333333333333,0.16666666666666666,0.11904761904761904,0.1111111111111111,0.03125,0.16393442622950818,0.6,0.6666666666666666,0.47540983606557374,0.2413793103448276,0.28,0.14285714285714285,0.09836065573770492,0.5,0.5,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,1.0,0.15,0.6666666666666666,0.25,0.4,0.36405,0.42790249999999996,0.12121212121212122,0.16,0.029850746268656716,0.2835820895522388,9.24,0.30735930735930733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
1627789,1610612751,Timothe Luwawu-Cabarrot,Timothe Luwawu-Cabarrot,1627789,BKN,7880.0,131,-25,276,275,551,13.0,9.0,26.0,13.0,39.0,64.0,327,39.0,25.0,9.0,6.0,14.0,15.0,1.0,0.3333333333333333,0.34210526315789475,0.4491525423728814,0.4846153846153846,0.6610169491525424,22.25705329153605,0.09836065573770492,0.10317460317460317,,0.22033898305084745,0.4406779661016949,0.34615384615384615,0.34615384615384615,1.0,0.8305084745762712,0.36,0.5261732758620689,25.71025641025641,83.0,90.0,33.0,6.0,10.0,1.0,2.0,1.0,2.0,1.0,8.0,,2.0,4.0,4.0,8.0,7.0,20.0,11.0,1.0,2.0,9.0,1.0,5.0,5.0,10.0,6.0,23.0,10.0,4.0,,,3.0,3.0,3.0,6.0,1.0,2.0,,2.0,1.0,15.0,,1.0,,7.0,1.0,,3.0,3.0,2.0,2.0,2.0,6.0,,,8.0,2.0,6.0,14.0,4.0,,1.0,,12.0,,2.0,3.0,23.0,83.0,1.0,0.7142857142857143,0.7142857142857143,0.5,0.35,0.5,0.2,0.25,0.5666666666666667,0.375,0.6388888888888888,0.15,0.1,0.25,0.25,,0.015384615384615385,0.1076923076923077,,0.006756756756756757,0.05263157894736842,,,,0.07407407407407407,0.16666666666666666,0.1346153846153846,,,0.1694915254237288,0.6,0.6666666666666666,0.13559322033898305,0.125,0.16666666666666666,1.0,0.03389830508474576,,,,0.3076923076923077,0.3333333333333333,1.0,0.2,0.5,0.13333333333333333,0.5,0.5333333333333333,0.5,0.5787388888888889,0.49880333333333327,0.04838709677419355,0.09090909090909091,0.140625,0.359375,6.825,0.3007246376811594,2.0,1.0,2.0,1.0,6.0,1.0,8.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,0.125,0.02564102564102564,0.07692307692307693,0.2,0.6666666666666666,0.2,0.6,0.16666666666666666,1.0,0.13333333333333333,0.5,0.025,,,,,,,,,,,,,,,,,True,,,,,,
1629066,1610612751,Rodions Kurucs,Rodions Kurucs,1629066,BKN,1235.0,21,-11,47,46,93,,,3.0,,3.0,10.0,55,,3.0,,2.0,4.0,5.0,,,,0.625,0.5555555555555556,0.375,19.23076923076923,0.13333333333333333,0.16,0.3333333333333333,,0.375,,,,0.75,,0.47438125,27.7,15.0,14.0,4.0,3.0,3.0,1.0,1.0,,,,,2.0,2.0,,,1.0,5.0,5.0,,1.0,1.0,2.0,2.0,2.0,,1.0,,4.0,10.0,,,,,,2.0,2.0,1.0,1.0,,,,6.0,1.0,,,2.0,1.0,,,,,,,1.0,,,1.0,1.0,3.0,6.0,3.0,,1.0,1.0,2.0,,1.0,,4.0,15.0,,1.0,1.0,,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,0.6666666666666666,,,,,,,0.2,0.058823529411764705,0.04,,,0.08333333333333333,,,0.25,0.2222222222222222,,,0.375,1.0,1.0,,,,,0.25,1.0,1.0,1.0,,,,1.0,1.0,,,0.3333333333333333,,,0.4577333333333333,0.1111111111111111,0.16666666666666666,0.2,0.4,9.38,0.3191489361702128,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,True,,,,,,
1629185,1610612751,Chris Chiozza,Chris Chiozza,1629185,BKN,2004.0,33,-21,75,73,148,,2.0,7.0,2.0,7.0,6.0,92,6.0,6.0,2.0,2.0,4.0,5.0,1.0,0.2857142857142857,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.7777777777777778,13.580246913580247,0.13333333333333333,0.12903225806451613,,,0.7777777777777778,0.2857142857142857,0.2857142857142857,1.0,0.7777777777777778,0.3333333333333333,0.49261875,31.1,18.0,25.0,6.0,,,,,,,,2.0,,,,,2.0,,2.0,,,,,,,,2.0,,,,,,,,5.0,4.0,9.0,3.0,1.0,2.0,1.0,2.0,22.0,1.0,,,2.0,1.0,,4.0,,2.0,,2.0,,,,2.0,,2.0,3.0,1.0,,,,,,,,,18.0,,,,,,,,,,,,,,,1.0,,,0.125,0.043478260869565216,0.02857142857142857,,,,0.16666666666666666,0.3333333333333333,,0.09090909090909091,0.2,,,,,0.2222222222222222,,,,,,,,,,,,,,,1.0,,0.5361,0.43545,,,,,11.45,0.24,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,4.0,,,,,,,,True,,,,,,
1628386,1610612751,Jarrett Allen,Jarrett Allen,1628386,BKN,6371.0,106,-6,218,219,437,,,,,,35.0,254,,,,16.0,34.0,50.0,,,,0.5789473684210527,0.6481481481481481,,12.5,0.36363636363636365,0.3229166666666667,0.5714285714285714,,,,,,0.5789473684210527,,0.5003105263157895,,65.0,73.0,29.0,6.0,11.0,1.0,4.0,,3.0,4.0,7.0,1.0,1.0,,,,11.0,19.0,13.0,2.0,7.0,6.0,3.0,8.0,,,5.0,11.0,22.0,,,,2.0,3.0,6.0,9.0,5.0,1.0,,1.0,2.0,24.0,3.0,13.0,,15.0,16.0,,2.0,2.0,4.0,,3.0,1.0,1.0,,5.0,3.0,1.0,3.0,17.0,,3.0,1.0,16.0,,6.0,2.0,11.0,65.0,2.0,1.0,1.0,,0.5789473684210527,0.2857142857142857,0.375,0.2857142857142857,0.375,0.3333333333333333,0.5,0.10526315789473684,0.09090909090909091,0.14285714285714285,0.8,,0.22807017543859648,0.28846153846153844,0.046875,0.1322314049586777,0.3333333333333333,0.1794871794871795,0.07142857142857142,,0.3157894736842105,0.3333333333333333,0.275,0.3333333333333333,,0.5789473684210527,0.5454545454545454,0.6,0.3684210526315789,0.5714285714285714,0.6666666666666666,1.0,0.05263157894736842,1.0,1.0,1.0,,,,0.5714285714285714,0.25,0.375,,,,0.5012,0.44794999999999996,0.24,0.24,0.17142857142857143,0.3142857142857143,5.015789473684211,0.2981651376146789,,,,,,,,2.0,,,3.0,1.0,,,,,2.0,,,,0.6,1.0,,,,,,,,,7.0,1.0,7.0,3.0,,0.42857142857142855,1.0,,3.0,6.0,0.3333333333333333,,,,,True,,,,,,
202066,1610612751,Garrett Temple,Garrett Temple,202066,BKN,6546.0,109,3,230,227,457,16.0,5.0,16.0,9.0,32.0,42.0,255,24.0,16.0,5.0,1.0,9.0,9.0,0.8888888888888888,0.28125,0.28125,0.45121951219512196,0.4883720930232558,0.7804878048780488,17.472118959107807,0.020833333333333332,0.07692307692307693,,0.3902439024390244,0.3902439024390244,0.3125,0.3125,1.0,0.8780487804878049,0.3125,0.5349560975609756,24.631249999999994,76.0,79.0,30.0,2.0,4.0,,,,2.0,3.0,4.0,,1.0,4.0,2.0,5.0,5.0,9.0,5.0,1.0,1.0,5.0,1.0,3.0,4.0,12.0,,14.0,4.0,6.0,3.0,,1.0,3.0,5.0,8.0,4.0,1.0,2.0,,1.0,21.0,,,,7.0,,,3.0,,4.0,,4.0,,,,4.0,,4.0,7.0,5.0,1.0,,1.0,5.0,1.0,3.0,,14.0,76.0,,0.4,0.4,0.3333333333333333,0.5555555555555556,1.0,0.3333333333333333,0.5,0.4666666666666667,0.5,0.4666666666666667,0.1111111111111111,0.25,,1.0,,,0.125,,,,,,,,0.047619047619047616,0.11363636363636363,0.16666666666666666,,0.0975609756097561,0.5,0.6666666666666666,0.0975609756097561,0.75,0.75,0.3333333333333333,0.024390243902439025,,,,0.25,0.25,0.75,,,0.13333333333333333,,0.3333333333333333,0.4,0.5050125,0.5186533333333334,0.06976744186046512,0.2727272727272727,0.11904761904761904,0.3333333333333333,8.688888888888888,0.33043478260869563,2.0,2.0,7.0,1.0,2.0,1.0,4.0,,,,1.0,,,,,,,0.25,,,0.2,0.5,0.4,0.4,0.5,1.0,0.4666666666666667,0.2857142857142857,,,1.0,1.0,1.0,,,,,3.0,1.0,,,,,,,True,,,,,,
204020,1610612751,Tyler Johnson,Tyler Johnson,204020,BKN,3822.0,64,-52,133,135,268,3.0,5.0,15.0,7.0,18.0,37.0,188,21.0,15.0,5.0,1.0,2.0,2.0,1.0,0.3888888888888889,0.3888888888888889,0.5833333333333334,0.5967741935483871,0.6,21.192052980132452,0.034482758620689655,0.034482758620689655,,0.1,0.5,0.3333333333333333,0.3333333333333333,1.0,0.6333333333333333,0.3333333333333333,0.48534499999999997,26.16666666666667,39.0,43.0,16.0,,1.0,,,,,2.0,5.0,5.0,6.0,2.0,,2.0,7.0,12.0,2.0,1.0,2.0,8.0,1.0,2.0,1.0,4.0,,5.0,10.0,4.0,,,2.0,5.0,3.0,8.0,2.0,1.0,2.0,2.0,1.0,19.0,,,,1.0,,,,,,,,1.0,,,1.0,,6.0,9.0,2.0,,,,2.0,,1.0,,5.0,39.0,,0.7142857142857143,0.7142857142857143,0.25,0.5833333333333334,0.5,0.5,0.8,0.4166666666666667,0.8,0.4166666666666667,0.16666666666666666,,0.4,,,,0.034482758620689655,,,,,,,,0.07692307692307693,0.04,,,0.03333333333333333,,,0.16666666666666666,0.4,0.6666666666666666,,0.2,0.8333333333333334,0.8333333333333334,1.0,0.6666666666666666,0.6666666666666666,1.0,,,,,0.3333333333333333,,0.48316,0.5392166666666667,0.03225806451612903,0.07692307692307693,0.21621621621621623,0.13513513513513514,13.649999999999999,0.2932330827067669,1.0,1.0,2.0,1.0,2.0,2.0,3.0,,,,,,,1.0,,,,0.6666666666666666,,,,,0.2,0.4,0.5,1.0,0.3333333333333333,0.5,,,1.0,,1.0,1.0,,1.0,,,,1.0,,1.0,1.0,1.0,,True,,,,,,
1629725,1610612751,Jeremiah Martin,Jeremiah Martin,1629725,BKN,415.0,7,-6,14,14,28,1.0,,,,1.0,,22,,,,,,,,,,,,0.3333333333333333,18.75,,,,0.3333333333333333,,,,,1.0,,0.6183166666666667,23.9,,1.0,2.0,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,2.0,,2.0,,,2.0,,,4.0,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,1.4,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,1.0,,,,,,,1.0,,,,,,True,,,,,,
203925,1610612751,Joe Harris,Joe Harris,203925,BKN,3332.0,56,16,113,111,224,3.0,6.0,7.0,7.0,10.0,32.0,121,21.0,7.0,6.0,6.0,11.0,13.0,1.0,0.7,0.7,0.775,0.7619047619047619,0.5,17.777777777777775,0.24,0.19642857142857142,0.25,0.15,0.35,0.8571428571428571,0.8571428571428571,1.0,0.7,0.8571428571428571,0.4818700000000001,24.61,38.0,37.0,14.0,3.0,4.0,1.0,2.0,2.0,3.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,5.0,10.0,1.0,1.0,2.0,2.0,2.0,5.0,2.0,3.0,1.0,11.0,8.0,2.0,,,2.0,2.0,,2.0,,,1.0,1.0,,4.0,1.0,1.0,,5.0,2.0,,1.0,1.0,2.0,,2.0,1.0,,,3.0,2.0,4.0,7.0,5.0,,,,2.0,,1.0,,11.0,38.0,,0.8,0.8,0.6666666666666666,0.5,0.5,0.4,0.3333333333333333,0.625,0.3333333333333333,0.6111111111111112,0.2,,0.25,0.6666666666666666,,0.03571428571428571,0.16129032258064516,0.034482758620689655,0.03508771929824561,,0.05263157894736842,,0.0625,0.25,0.2222222222222222,0.14814814814814814,0.25,,0.2,0.75,0.75,0.2,0.25,0.3333333333333333,1.0,0.1,0.5,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,0.5,0.375,0.6666666666666666,0.25,0.5,0.37766666666666665,0.46635625,0.047619047619047616,0.09090909090909091,0.0625,0.34375,8.64,0.336283185840708,1.0,1.0,1.0,,,,1.0,,,,,,1.0,1.0,,,,,,,,0.6666666666666666,0.3333333333333333,,,,0.125,1.0,,,,,,,,,1.0,,,,,,,,0.5,True,,,,,,
