EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,Blocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceFtPoints,HeaveAttempts,Travels,Charge Fouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,BlockedShortMidRange,RecoveredBlocks,OffLongMidRangeReboundPct,BlocksRecoveredPct,BadPassOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,SecondChanceTurnovers,NonShootingPenaltyNonTakeFouls,SecondChanceAtRimPctAssisted,LostBallOutOfBoundsTurnovers,Loose Ball Fouls,Technical Free Throw Trips,Blocked3s,BlockedCorner3,LongMidRangePctAssisted,SecondChanceCorner3FGM,SecondChanceFG3M,LongMidRangeAssists,OffThreePtRebounds,FTOffRebounds,BlockedArc3,SecondChanceFg3Pct,OffFTReboundPct,OffThreePtReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3FGM,PenaltyCorner3Accuracy,on,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Fg3aBlocked,OffensiveGoaltends,FG3APctBlocked,Arc3PctBlocked,SecondChanceArc3FGM,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,3SecondViolations
101150,1610612746,Lou Williams,Lou Williams,101150,LAC,9698.0,162,9.0,335,328,90,119,33.0,663,8.0,16.0,1.0,2.0,3.0,6.0,17.0,27.0,6.0,9.0,1.0,7.0,2.0,1.0,5.0,20.0,1.0,2.0,8.0,31.0,52.0,6.0,27.0,12.0,92.0,385.0,3.0,4.0,3.0,6.0,6.0,14.0,2.0,9.0,7.0,25.0,10.0,52.0,6.0,12.0,2.0,20.0,5.0,4.0,14.0,8.0,22.0,3.0,5.0,12.0,2.0,52.0,2.0,7.0,11.0,2.0,20.0,2.0,22.0,1.0,6.0,4.0,2.0,11.0,10.0,1.0,1.0,12.0,1.0,2.0,9.0,1.0,18.0,1.0,17.0,7.0,10.0,2.0,2.0,1.0,1.0,2.0,25.0,90,2.0,0.16129032258064516,0.16666666666666666,0.3333333333333333,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.5961538461538461,0.75,0.42857142857142855,0.5063291139240507,0.42857142857142855,0.391304347826087,0.5476190476190477,0.42857142857142855,0.4807692307692308,0.34177215189873417,0.07692307692307693,0.125,0.07407407407407407,25.945945945945944,0.9166666666666666,0.2222222222222222,0.14473684210526316,0.02631578947368421,0.10294117647058823,0.125,0.014184397163120567,0.027777777777777776,0.03125,0.08333333333333333,0.13793103448275862,0.21739130434782608,0.10204081632653061,0.10526315789473684,0.02702702702702703,0.20253164556962025,0.5,0.5714285714285714,0.125,0.34177215189873417,0.6296296296296297,0.68,0.23529411764705882,0.11392405063291139,0.6666666666666666,0.6666666666666666,0.08860759493670886,0.14285714285714285,0.14285714285714285,1.0,0.25316455696202533,0.25,0.25,0.2,0.2857142857142857,0.5,0.2857142857142857,0.14285714285714285,0.2608695652173913,0.5,0.043478260869565216,0.34782608695652173,0.25,0.5443037974683544,0.25,0.49219999999999997,0.46594285714285716,0.4759795454545454,0.12195121951219512,0.18181818181818182,0.06521739130434782,0.2717391304347826,8.394230769230772,25.32962962962963,0.26865671641791045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,
1626149,1610612746,Montrezl Harrell,Montrezl Harrell,1626149,LAC,8551.0,143,-41.0,292,290,76,83,30.0,582,24.0,38.0,4.0,7.0,3.0,6.0,3.0,9.0,,1.0,,,,,1.0,3.0,,,2.0,27.0,48.0,1.0,3.0,32.0,89.0,354.0,4.0,8.0,,12.0,3.0,9.0,,2.0,7.0,13.0,30.0,24.0,3.0,,8.0,2.0,1.0,6.0,1.0,2.0,3.0,1.0,1.0,,1.0,8.0,7.0,4.0,14.0,1.0,19.0,7.0,26.0,3.0,4.0,3.0,1.0,3.0,2.0,2.0,1.0,5.0,2.0,11.0,15.0,,34.0,,54.0,4.0,27.0,2.0,5.0,3.0,,5.0,13.0,76,2.0,0.5555555555555556,0.6521739130434783,1.0,0.3333333333333333,,0.5,0.5625,0.5,0.3333333333333333,0.5588235294117647,0.5,0.2727272727272727,0.5855263157894737,0.5454545454545454,0.34210526315789475,0.058823529411764705,0.125,0.13157894736842105,0.1111111111111111,25.077399380804955,0.6,0.09090909090909091,0.22950819672131148,0.1044776119402985,0.06557377049180328,0.14754098360655737,0.05511811023622047,0.09090909090909091,0.08695652173913043,0.05263157894736842,0.34782608695652173,0.2631578947368421,0.09090909090909091,,0.2,0.7450980392156863,0.631578947368421,0.7272727272727273,0.5833333333333334,0.17647058823529413,0.3333333333333333,0.375,0.3333333333333333,0.0196078431372549,,,,,,,0.058823529411764705,0.3333333333333333,0.3333333333333333,1.0,0.875,0.5714285714285714,,,0.5454545454545454,0.5,,0.18181818181818182,,0.803921568627451,0.5,0.5461299999999999,0.5015999999999999,0.43759000000000003,0.36486486486486486,0.38028169014084506,0.1348314606741573,0.14606741573033707,3.0104166666666665,39.333333333333336,0.2602739726027397,4.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,0.18181818181818182,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,
1629013,1610612746,Landry Shamet,Landry Shamet,1629013,LAC,3909.0,65,-41.0,140,136,66,71,12.0,276,3.0,3.0,1.0,1.0,,,,1.0,,1.0,1.0,4.0,,2.0,,7.0,,,3.0,3.0,5.0,1.0,11.0,,9.0,158.0,1.0,1.0,,2.0,,1.0,,5.0,,,6.0,,3.0,,,7.0,,1.0,3.0,1.0,4.0,,1.0,1.0,2.0,9.0,,3.0,,,3.0,,3.0,,,,,2.0,2.0,3.0,,5.0,2.0,3.0,5.0,,1.0,,,,,,,,,,,66,,1.0,1.0,1.0,0.09090909090909091,,0.09090909090909091,0.6,1.0,,0.28125,1.0,,0.28125,1.0,,0.6875,0.2,,1.0,13.72549019607843,0.4,,,,0.10344827586206896,0.05172413793103448,,,,,,,0.125,,,0.1875,1.0,1.0,1.0,0.0625,,,,0.0625,,,0.25,0.25,0.25,1.0,0.4375,,,,1.0,1.0,,,,,0.3333333333333333,0.5,,0.875,,0.548959375,,0.5483250000000001,,,0.2222222222222222,,6.58,25.336363636363636,0.4714285714285714,,,,,,,,,,,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,
202331,1610612746,Paul George,Paul George,202331,LAC,9726.0,162,9.0,324,325,57,62,38.0,649,10.0,13.0,2.0,2.0,2.0,2.0,4.0,11.0,5.0,9.0,6.0,10.0,1.0,,6.0,28.0,,1.0,6.0,19.0,33.0,12.0,38.0,17.0,91.0,357.0,2.0,3.0,1.0,4.0,4.0,7.0,1.0,6.0,2.0,13.0,12.0,26.0,27.0,9.0,,28.0,6.0,2.0,12.0,3.0,15.0,2.0,1.0,8.0,4.0,33.0,4.0,11.0,12.0,2.0,25.0,4.0,29.0,1.0,6.0,4.0,2.0,8.0,6.0,12.0,2.0,20.0,4.0,3.0,16.0,5.0,18.0,2.0,20.0,3.0,10.0,1.0,2.0,1.0,,3.0,13.0,57,1.0,0.3157894736842105,0.3157894736842105,0.75,0.3157894736842105,0.16666666666666666,0.3157894736842105,0.5757575757575758,0.6666666666666666,0.5714285714285714,0.5211267605633803,0.5,0.4230769230769231,0.569620253164557,0.5,0.4642857142857143,0.5352112676056338,0.06060606060606061,0.07692307692307693,0.09090909090909091,27.272727272727273,0.4,0.16666666666666666,0.16,0.04938271604938271,0.14102564102564102,0.1503267973856209,0.027210884353741496,0.05555555555555555,0.05714285714285714,0.18181818181818182,0.125,0.19047619047619047,0.11864406779661017,0.21052631578947367,0.02702702702702703,0.18309859154929578,0.7692307692307693,0.8333333333333334,0.4,0.15492957746478872,0.36363636363636365,0.4,0.25,0.1267605633802817,0.5555555555555556,0.5555555555555556,0.14084507042253522,0.6,0.6,1.0,0.39436619718309857,0.21428571428571427,0.21428571428571427,0.5,0.5,1.0,0.25,,0.15384615384615385,1.0,,0.46153846153846156,0.16666666666666666,0.7183098591549296,0.21428571428571427,0.5110274647887324,0.3972333333333333,0.48241923076923077,0.1282051282051282,0.25,0.04395604395604396,0.14285714285714285,9.01818181818182,25.192105263157895,0.17592592592592593,,,,,2.0,1.0,1.0,2.0,,0.6666666666666666,3.0,,1.0,4.0,0.5,4.0,2.0,1.0,1.0,1.0,0.2,,,,,,,,,,,,,,,,True,,,,,,,,,,
203210,1610612746,JaMychal Green,JaMychal Green,203210,LAC,13303.0,222,-21.0,453,452,121,146,47.0,905,16.0,24.0,8.0,11.0,5.0,7.0,4.0,7.0,1.0,1.0,5.0,12.0,1.0,1.0,5.0,11.0,,,3.0,21.0,32.0,10.0,23.0,7.0,79.0,522.0,8.0,11.0,1.0,20.0,7.0,10.0,,4.0,1.0,15.0,22.0,20.0,30.0,,16.0,11.0,5.0,4.0,4.0,3.0,7.0,2.0,1.0,1.0,2.0,17.0,4.0,20.0,13.0,3.0,36.0,13.0,49.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,5.0,3.0,12.0,29.0,,7.0,,9.0,1.0,5.0,,1.0,1.0,,3.0,15.0,121,,0.5238095238095238,0.8461538461538461,1.0,0.43478260869565216,,0.43478260869565216,0.65625,0.7272727272727273,0.7,0.6545454545454545,0.7916666666666666,0.5,0.6694915254237288,0.8333333333333334,0.5,0.41818181818181815,0.125,0.16666666666666666,,12.749003984063746,0.6,0.23076923076923078,0.12745098039215685,0.037037037037037035,0.20202020202020202,0.16417910447761194,0.06030150753768844,0.041666666666666664,0.043478260869565216,0.1,0.13953488372093023,0.13793103448275862,0.2222222222222222,0.14814814814814814,0.05,0.43636363636363634,0.6666666666666666,0.8,0.4375,0.12727272727272726,0.5714285714285714,0.5714285714285714,0.75,0.01818181818181818,1.0,1.0,0.21818181818181817,0.4166666666666667,0.4166666666666667,1.0,0.2,0.45454545454545453,0.45454545454545453,1.0,0.9166666666666666,0.7272727272727273,0.08333333333333333,,0.5,0.7142857142857143,0.07142857142857142,0.21428571428571427,,0.8545454545454545,0.45454545454545453,0.5400354545454544,0.5685833333333333,0.4873964285714285,0.0847457627118644,0.1388888888888889,0.25316455696202533,0.189873417721519,3.0999999999999996,24.43913043478261,0.2671081677704194,1.0,,1.0,,,,,3.0,,1.0,,1.0,,6.0,,,1.0,,2.0,,1.0,1.0,1.0,1.0,8.0,1.0,2.0,1.0,0.05263157894736842,0.08791208791208792,0.08064516129032258,0.10344827586206896,1.0,1.0,,,True,,,,,,,,,,
202695,1610612746,Kawhi Leonard,Kawhi Leonard,202695,LAC,7407.0,123,-40.0,245,246,78,88,28.0,491,13.0,21.0,,1.0,5.0,8.0,11.0,24.0,3.0,8.0,1.0,2.0,,1.0,5.0,11.0,,2.0,4.0,27.0,53.0,6.0,13.0,13.0,85.0,298.0,1.0,3.0,,4.0,9.0,15.0,2.0,5.0,7.0,31.0,12.0,42.0,18.0,,2.0,11.0,5.0,5.0,10.0,8.0,18.0,4.0,4.0,8.0,1.0,44.0,4.0,9.0,7.0,2.0,18.0,8.0,26.0,3.0,5.0,4.0,1.0,3.0,2.0,3.0,1.0,6.0,2.0,1.0,4.0,2.0,14.0,,13.0,3.0,7.0,1.0,3.0,3.0,,3.0,31.0,78,1.0,0.2222222222222222,0.23076923076923078,1.0,0.46153846153846156,0.4,0.46153846153846156,0.5094339622641509,0.3333333333333333,0.6,0.5454545454545454,0.3333333333333333,0.6,0.5985915492957746,0.5,0.6739130434782609,0.19696969696969696,0.09433962264150944,0.14285714285714285,0.08333333333333333,27.898550724637683,0.5,0.5,0.12962962962962962,0.06153846153846154,0.16981132075471697,0.14953271028037382,0.05737704918032787,0.06896551724137931,0.07407407407407407,0.23076923076923078,0.15384615384615385,,0.22857142857142856,0.05555555555555555,0.10714285714285714,0.3181818181818182,0.6190476190476191,0.7222222222222222,0.23076923076923078,0.36363636363636365,0.4583333333333333,0.5,0.18181818181818182,0.12121212121212122,0.375,0.375,0.030303030303030304,0.5,0.5,1.0,0.16666666666666666,0.45454545454545453,0.45454545454545453,1.0,0.3333333333333333,,,,0.4,0.625,0.05,0.2,0.5,0.5151515151515151,0.45454545454545453,0.49324090909090906,0.4283,0.5171175,0.1,0.12280701754385964,0.047058823529411764,0.36470588235294116,7.633962264150944,25.4,0.3183673469387755,2.0,,1.0,,,,,2.0,,0.6666666666666666,,,,,,,,,,,0.3333333333333333,,,1.0,3.0,1.0,,,0.1111111111111111,0.05263157894736842,0.08108108108108109,,,,,,True,,,,,,,,,,
202704,1610612746,Reggie Jackson,Reggie Jackson,202704,LAC,4278.0,71,,151,150,23,41,13.0,301,,1.0,,,,,,4.0,1.0,1.0,2.0,4.0,,2.0,2.0,6.0,,,2.0,1.0,6.0,4.0,10.0,,14.0,194.0,,,,,1.0,1.0,1.0,4.0,,5.0,,2.0,9.0,3.0,,6.0,2.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,,10.0,,3.0,3.0,,6.0,,6.0,,1.0,,1.0,2.0,1.0,,1.0,2.0,,3.0,9.0,,1.0,,,,,,,,,,5.0,23,,,,0.75,0.4,0.25,0.4,0.16666666666666666,,1.0,0.4375,,0.5,0.4375,,0.5,0.625,0.16666666666666666,,0.25,10.975609756097562,1.0,,0.0967741935483871,,0.08571428571428572,0.09090909090909091,,,,0.1111111111111111,0.09090909090909091,0.09090909090909091,0.07692307692307693,0.1111111111111111,,0.0625,,,,0.25,,,,0.0625,1.0,1.0,0.25,0.5,0.5,1.0,0.375,0.3333333333333333,0.3333333333333333,0.5,,,,,,,0.4,0.4,,0.6875,0.3333333333333333,0.48364374999999993,,0.4998699999999999,,,,0.35714285714285715,10.200000000000001,24.65,0.152317880794702,,,,,,,,,,,,,,3.0,,,,,,,,,,1.0,,,,,,,,,,,1.0,0.5,True,,,,,,,,,,
1629611,1610612746,Terance Mann,Terance Mann,1629611,LAC,755.0,13,-10.0,27,30,10,18,1.0,57,1.0,2.0,1.0,1.0,,,1.0,1.0,,,,,,,,1.0,,,1.0,2.0,3.0,,1.0,,4.0,31.0,1.0,1.0,,2.0,,,,1.0,,,2.0,2.0,,,,1.0,,1.0,,,,,,,,,,1.0,1.0,,2.0,,2.0,,,,,2.0,,,2.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,10,,0.5,0.5,,,,,0.6666666666666666,1.0,,0.5,1.0,,0.5,1.0,,0.25,0.3333333333333333,0.5,,21.428571428571427,1.0,,0.1111111111111111,,0.3333333333333333,0.16666666666666666,,,,,0.2,,,1.0,,0.5,0.5,1.0,1.0,0.25,1.0,1.0,,,,,,,,,0.25,,,,1.0,1.0,,,,,,1.0,,0.75,,0.380775,0.6335,0.2286,,,0.5,,6.0,27.5,0.37037037037037035,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,
201976,1610612746,Patrick Beverley,Patrick Beverley,201976,LAC,3679.0,61,8.0,119,121,25,19,14.0,240,4.0,5.0,,,,,,1.0,,,,2.0,,,,3.0,,,2.0,4.0,6.0,,5.0,2.0,10.0,124.0,,,,,,1.0,,2.0,2.0,2.0,4.0,4.0,,,,2.0,,1.0,3.0,4.0,7.0,3.0,1.0,2.0,1.0,18.0,,8.0,3.0,,11.0,2.0,13.0,,4.0,1.0,3.0,,,,,,,2.0,10.0,,6.0,3.0,2.0,,,1.0,2.0,,1.0,2.0,2.0,25,1.0,0.5,0.5,,,,,0.6666666666666666,,,0.36363636363636365,,,0.4166666666666667,,0.25,0.45454545454545453,0.16666666666666666,0.2,,9.09090909090909,,,0.10714285714285714,,0.3076923076923077,0.2037037037037037,0.041666666666666664,,,,0.07692307692307693,0.18181818181818182,0.2222222222222222,0.5,,0.45454545454545453,0.8,1.0,0.5,0.09090909090909091,,,,,,,0.18181818181818182,,,,0.2727272727272727,,,,,,,,,,,0.6666666666666666,,0.9090909090909091,,0.56194,,0.4083,,,,0.2,2.3499999999999996,29.159999999999997,0.21008403361344538,,1.0,,,,,1.0,1.0,,0.5,,,,,,,2.0,,,,,,,,2.0,,,,,0.11764705882352941,0.2,,,,,,True,,,,,,,,,,
202694,1610612746,Marcus Morris Sr.,Marcus Morris Sr.,202694,LAC,1705.0,28,3.0,55,55,12,17,9.0,110,1.0,2.0,1.0,2.0,,,,1.0,1.0,1.0,,2.0,,,1.0,3.0,,,,2.0,4.0,1.0,5.0,,7.0,59.0,1.0,2.0,,2.0,,,,,,,2.0,2.0,3.0,,2.0,3.0,1.0,,1.0,,1.0,,,1.0,,2.0,,,,1.0,1.0,2.0,3.0,1.0,1.0,1.0,,,,1.0,,1.0,,1.0,2.0,,,,,,,,,,,,,12,,0.5,1.0,1.0,0.2,,0.2,0.5,0.5,,0.3888888888888889,0.5,,0.3888888888888889,0.5,,0.5555555555555556,,,,15.384615384615383,,1.0,,,,,0.06896551724137931,,,,,,,,0.16666666666666666,0.2222222222222222,0.5,0.5,,0.1111111111111111,,,,0.1111111111111111,1.0,1.0,0.2222222222222222,,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,0.5,,,,,,,,0.7777777777777778,0.3333333333333333,0.5625555555555556,0.85,,,,0.2857142857142857,,7.875,24.560000000000002,0.21818181818181817,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,2.0,,,,,0.125,0.2222222222222222,,,,,,True,,,,,,,,,,
