EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Charge Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceArc3FGA,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFtPoints,PtsPutbacks,Fg3aBlocked,OffThreePtRebounds,OffTwoPtRebounds,OffRebounds,SelfOReb,BadPassOutOfBoundsTurnovers,Travels,Offensive Fouls,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG3APctBlocked,Arc3PctBlocked,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,SelfORebPct,ShortMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,SecondChanceShotQualityAvg,SecondChancePointsPct,HeaveAttempts,LostBallOutOfBoundsTurnovers,Charge Fouls Drawn,Blocked3s,BlockedArc3,OffCorner3ReboundPct,Corner3PctAssisted,SecondChanceArc3FGM,SecondChanceFG3M,3pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,SecondChanceFg3Pct,SecondChanceAtRimPctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawnPct,on,PenaltyArc3FGM,Loose Ball Fouls,PenaltyArc3Accuracy,BlockedLongMidRange,3SecondViolations,OffensiveGoaltends
1628365,1610612753,Markelle Fultz,Markelle Fultz,1628365,ORL,6046.0,101,-52,219,220,27.0,30.0,18.0,439,6.0,11.0,1.0,2.0,4.0,10.0,3.0,9.0,1.0,4.0,1.0,1.0,3.0,8.0,1.0,13.0,30.0,4.0,12.0,4.0,42,262,2.0,3.0,1.0,2.0,7.0,4.0,22.0,6.0,6.0,8.0,3.0,4.0,9.0,8.0,17.0,6.0,2.0,3.0,2.0,4.0,42.0,4.0,3.0,1.0,8.0,8.0,3.0,2.0,1.0,6.0,4.0,1.0,2.0,7.0,1.0,1.0,7.0,15.0,1.0,6.0,1.0,1.0,5.0,1.0,3.0,3.0,2.0,1.0,3.0,1.0,7.0,27.0,2.0,0.15384615384615385,0.15384615384615385,0.5,0.3333333333333333,0.5,0.3333333333333333,0.43333333333333335,0.6666666666666666,0.4523809523809524,0.7,0.4772727272727273,0.7,0.2857142857142857,0.13333333333333333,0.18181818181818182,0.1,0.1111111111111111,21.42857142857143,0.8571428571428571,0.125,0.06666666666666667,0.0784313725490196,0.07291666666666667,0.05555555555555555,0.07142857142857142,0.07692307692307693,0.05555555555555555,0.13333333333333333,0.3333333333333333,0.2619047619047619,0.5454545454545454,0.6666666666666666,0.16666666666666666,0.23809523809523808,0.4,0.4444444444444444,0.21428571428571427,0.3333333333333333,0.375,0.3333333333333333,0.09523809523809523,0.25,0.25,0.19047619047619047,0.375,0.375,0.6666666666666666,0.4,0.5,0.2,1.0,0.2,0.5476190476190477,0.375,0.5012690476190477,0.5497799999999999,0.06818181818181818,0.09375,0.16666666666666666,9.520000000000001,24.900000000000002,0.1232876712328767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
1628411,1610612753,Wes Iwundu,Wes Iwundu,1628411,ORL,354.0,6,-6,11,11,1.0,3.0,1.0,22,1.0,1.0,,,,,,,,,,,,,,1.0,1.0,,,,2,17,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,1.0,,1.0,,,,,,,8.333333333333334,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,0.599,,,,,1.5,,0.09090909090909091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
202696,1610612753,Nikola Vucevic,Nikola Vucevic,202696,ORL,6797.0,113,-53,246,249,35.0,35.0,20.0,495,8.0,10.0,3.0,3.0,11.0,18.0,9.0,16.0,,,,,9.0,30.0,1.0,28.0,44.0,9.0,30.0,8.0,91,298,7.0,10.0,,1.0,15.0,32.0,24.0,27.0,,30.0,9.0,,5.0,9.0,14.0,6.0,3.0,2.0,2.0,1.0,37.0,14.0,16.0,1.0,31.0,39.0,2.0,1.0,1.0,4.0,2.0,4.0,2.0,8.0,,2.0,3.0,7.0,,9.0,2.0,1.0,9.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,15.0,35.0,1.0,0.5714285714285714,0.6666666666666666,1.0,0.3,,0.3,0.6363636363636364,0.7,0.5608108108108109,0.6363636363636364,0.5833333333333334,0.625,0.40540540540540543,,,,,32.20973782771536,0.5,0.09090909090909091,0.32,0.24561403508771928,0.2803738317757009,0.14285714285714285,0.4,0.5,0.275,0.17647058823529413,0.5,0.13513513513513514,0.8,0.8,0.375,0.24324324324324326,0.6111111111111112,0.6111111111111112,0.21621621621621623,0.5625,0.5625,1.0,,,,0.40540540540540543,0.3,0.3103448275862069,1.0,0.2727272727272727,1.0,,,0.09090909090909091,0.5405405405405406,0.3,0.48176013513513516,0.46929090909090915,0.05194805194805195,0.0851063829787234,0.16483516483516483,11.14090909090909,25.780000000000005,0.14227642276422764,4.0,4.0,1.0,5.0,5.0,1.0,1.0,11.0,1.0,8.0,1.0,2.0,6.0,8.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.8333333333333334,0.7857142857142857,0.03333333333333333,0.03333333333333333,0.10526315789473684,0.028985507246376812,0.06349206349206349,0.15789473684210525,0.1111111111111111,0.05,0.03508771929824561,0.027777777777777776,0.36363636363636365,0.6666666666666666,1.0,0.16666666666666666,0.5135916666666667,0.12087912087912088,,,,,,,,,,,,,,,,,,True,,,,,,
203516,1610612753,James Ennis III,James Ennis III,203516,ORL,7146.0,119,-49,259,262,36.0,38.0,21.0,521,4.0,10.0,1.0,2.0,2.0,5.0,2.0,4.0,1.0,4.0,,,3.0,12.0,1.0,8.0,19.0,4.0,16.0,7.0,35,310,1.0,5.0,,1.0,5.0,12.0,4.0,12.0,,11.0,3.0,2.0,3.0,3.0,6.0,2.0,1.0,1.0,,2.0,15.0,13.0,4.0,6.0,23.0,29.0,5.0,3.0,2.0,3.0,2.0,3.0,1.0,6.0,1.0,1.0,5.0,19.0,1.0,7.0,1.0,,9.0,1.0,4.0,1.0,1.0,,2.0,1.0,5.0,36.0,1.0,0.75,0.8571428571428571,1.0,0.25,,0.26666666666666666,0.42105263157894735,0.2,0.4,0.16666666666666666,0.44871794871794873,0.3125,0.45714285714285713,0.10526315789473684,0.1,0.2,,16.01423487544484,0.5,0.5454545454545454,0.07407407407407407,0.22033898305084745,0.1504424778761062,0.08695652173913043,,0.14285714285714285,0.2857142857142857,0.058823529411764705,0.5,0.2857142857142857,0.4,0.4444444444444444,0.75,0.14285714285714285,0.4,0.5,0.11428571428571428,0.5,0.5,0.5,0.11428571428571428,0.25,0.25,0.34285714285714286,0.25,0.25,1.0,0.3333333333333333,0.5,,,0.16666666666666666,0.7428571428571429,0.2727272727272727,0.5143382352941177,0.45266,0.10526315789473684,0.18181818181818182,0.14285714285714285,6.194736842105264,27.8375,0.138996138996139,1.0,3.0,1.0,1.0,4.0,1.0,3.0,5.0,3.0,2.0,,3.0,3.0,6.0,1.0,1.0,,,1.0,1.0,0.25,0.2,0.35714285714285715,,,0.04838709677419355,0.04285714285714286,0.045454545454545456,0.09523809523809523,,0.043478260869565216,0.017241379310344827,0.05,1.0,0.6,0.3333333333333333,0.2,0.505925,0.14285714285714285,1.0,1.0,1.0,1.0,1.0,0.16666666666666666,1.0,,,,,,,,,,,True,,,,,,
203920,1610612753,Khem Birch,Khem Birch,203920,ORL,873.0,15,-3,32,34,2.0,6.0,2.0,66,,1.0,,,1.0,1.0,,,,,,,,,,1.0,2.0,,,2.0,4,36,,,,,,2.0,,,,,,1.0,,,,,,,,,,1.0,1.0,,2.0,2.0,,,,,,,,,,,1.0,2.0,,1.0,,,2.0,,1.0,,,,,,,2.0,,1.0,1.0,,,,,0.5,,0.5,,0.6666666666666666,,,0.5,1.0,,,8.823529411764705,,,0.125,0.25,0.16666666666666666,0.25,,,0.25,,,0.5,,,,0.5,1.0,1.0,,,,,,,,,,,,,,,,,0.5,,0.5331,,0.3333333333333333,0.3333333333333333,,7.35,,0.0625,,,,1.0,1.0,,,2.0,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,1.0,,,,0.4247,0.5,,,,,,,,,,,,,,,,,,True,,,,,,
1629109,1610612753,Gary Clark,Gary Clark,1629109,ORL,3600.0,60,-8,128,127,2.0,,8.0,255,,,,,,,,,3.0,7.0,,,3.0,7.0,,,,6.0,14.0,1.0,19,143,,,,,,,,18.0,,7.0,3.0,,1.0,1.0,2.0,1.0,,1.0,,,5.0,5.0,4.0,,9.0,11.0,1.0,1.0,,,,1.0,,1.0,,,2.0,3.0,,2.0,,,2.0,,1.0,,,,,,,2.0,,,,1.0,0.42857142857142855,,0.42857142857142855,,,0.6428571428571429,,0.6333333333333333,,1.0,,,,,11.678832116788321,,,0.11764705882352941,0.13157894736842105,0.125,0.125,0.16666666666666666,,0.07692307692307693,0.25,,,,,,,,,,,,,0.5,0.42857142857142855,0.42857142857142855,0.5,0.42857142857142855,0.42857142857142855,1.0,,,,,,1.0,0.42857142857142855,0.591375,,0.06666666666666667,1.0,,,24.285714285714285,0.015625,,,,,,,1.0,1.0,,,,1.0,1.0,2.0,,,,1.0,,,,,0.5,,,0.038461538461538464,0.02857142857142857,0.03278688524590164,,,0.1,,,,,,,,0.05263157894736842,,,1.0,,,0.2,1.0,,,,,,,,,,,True,,,,,,
203082,1610612753,Terrence Ross,Terrence Ross,203082,ORL,2244.0,37,-18,82,85,23.0,30.0,8.0,167,3.0,4.0,1.0,1.0,4.0,4.0,,1.0,,,,,,3.0,1.0,7.0,9.0,,3.0,2.0,16,104,4.0,4.0,,1.0,9.0,14.0,,,,3.0,,1.0,,1.0,1.0,1.0,,,,,3.0,2.0,1.0,1.0,4.0,4.0,1.0,,1.0,,,1.0,,1.0,,1.0,2.0,7.0,,4.0,1.0,1.0,2.0,2.0,2.0,,,,,,9.0,23.0,1.0,1.0,1.0,,,,,0.7777777777777778,1.0,0.5833333333333334,0.8,0.6666666666666666,0.9,0.25,0.1111111111111111,0.25,,,14.444444444444445,,0.14285714285714285,0.08333333333333333,0.13333333333333333,0.1111111111111111,,0.25,,0.1,0.2,,0.3333333333333333,0.75,1.0,1.0,0.3333333333333333,1.0,1.0,0.08333333333333333,,,,,,,0.25,,,,0.2,1.0,,,0.2,0.5833333333333334,,0.5030458333333333,0.5086999999999999,0.16666666666666666,0.2222222222222222,0.5625,7.2444444444444445,26.73333333333333,0.2804878048780488,,,,,,,,,1.0,,1.0,,,,,,,1.0,,,,,,0.3333333333333333,0.3333333333333333,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
203095,1610612753,Evan Fournier,Evan Fournier,203095,ORL,6619.0,110,-34,244,243,34.0,34.0,20.0,487,2.0,6.0,,1.0,1.0,3.0,3.0,8.0,2.0,4.0,,,6.0,20.0,1.0,6.0,17.0,8.0,24.0,6.0,42,279,,2.0,,1.0,,2.0,10.0,24.0,,20.0,6.0,1.0,5.0,4.0,9.0,4.0,,2.0,2.0,1.0,22.0,7.0,4.0,1.0,12.0,13.0,3.0,,3.0,4.0,3.0,2.0,1.0,6.0,,,3.0,7.0,,8.0,,1.0,10.0,,1.0,2.0,2.0,,2.0,2.0,,34.0,2.0,0.16666666666666666,0.2,1.0,0.3333333333333333,,0.3333333333333333,0.35294117647058826,,0.43902439024390244,,0.4659090909090909,,0.5853658536585366,0.058823529411764705,0.16666666666666666,,,18.939393939393938,0.6666666666666666,0.09090909090909091,0.07692307692307693,0.12280701754385964,0.10091743119266056,0.09523809523809523,,0.14285714285714285,0.075,0.23529411764705882,1.0,0.14634146341463414,0.3333333333333333,0.4,0.5,0.07317073170731707,0.3333333333333333,0.3333333333333333,0.1951219512195122,0.375,0.375,,0.0975609756097561,0.5,0.5,0.4878048780487805,0.3,0.3,1.0,0.3333333333333333,,,,0.3333333333333333,0.7317073170731707,0.3,0.5316585365853658,0.45885,0.09090909090909091,0.05555555555555555,,10.241176470588234,25.183333333333334,0.13934426229508196,1.0,1.0,2.0,2.0,2.0,2.0,,7.0,,2.0,,1.0,,1.0,,1.0,,,,,1.0,0.875,0.875,,,,0.015384615384615385,0.00819672131147541,,,,0.01818181818181818,,,0.25,1.0,0.5,,0.16666666666666666,,,,,,,1.0,1.0,1.0,1.0,1.0,3.0,0.5,1.0,0.5,1.0,0.11538461538461539,True,,,,,,
201571,1610612753,D.J. Augustin,D.J. Augustin,201571,ORL,2051.0,34,-22,74,79,20.0,14.0,7.0,153,1.0,3.0,,,,,,2.0,,,,,1.0,4.0,,1.0,5.0,1.0,4.0,5.0,10,101,,,,,2.0,2.0,,,3.0,4.0,1.0,,11.0,3.0,14.0,3.0,,3.0,5.0,3.0,31.0,1.0,1.0,,2.0,2.0,1.0,1.0,,1.0,1.0,2.0,,3.0,,,1.0,2.0,,6.0,1.0,1.0,6.0,,2.0,,,,,,2.0,20.0,,1.0,1.0,,0.25,,0.25,0.2,,0.2777777777777778,,0.4166666666666667,1.0,0.4444444444444444,,,,,18.29268292682927,0.3333333333333333,,0.07692307692307693,0.07692307692307693,0.07692307692307693,,0.25,,0.09090909090909091,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,,,,0.2222222222222222,,,,,,,0.4444444444444444,0.25,0.25,,,,,,,0.7777777777777778,0.25,0.5794333333333332,,0.18181818181818182,0.2857142857142857,0.2,7.88,25.675,0.2702702702702703,,,,,,,,,2.0,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
1628365,1610612753,Markelle Fultz,Markelle Fultz,1628365,ORL,2758.0,46,-11,98,100,26.0,16.0,6.0,198,1.0,3.0,,,1.0,4.0,3.0,7.0,,1.0,,1.0,2.0,3.0,1.0,5.0,14.0,2.0,4.0,2.0,18,114,1.0,2.0,1.0,2.0,7.0,2.0,8.0,,6.0,3.0,2.0,,2.0,7.0,9.0,6.0,1.0,1.0,,1.0,25.0,,3.0,,3.0,3.0,2.0,,2.0,4.0,1.0,2.0,3.0,6.0,,2.0,3.0,5.0,,4.0,,,2.0,,1.0,,,,,,7.0,26.0,1.0,0.2,0.2,,0.5,0.5,0.5,0.35714285714285715,0.5,0.4444444444444444,0.625,0.47368421052631576,0.7,0.2222222222222222,,,,,24.038461538461537,0.6666666666666666,,0.15789473684210525,,0.08108108108108109,,0.25,0.3333333333333333,,,,0.16666666666666666,0.3333333333333333,0.3333333333333333,,0.2222222222222222,0.25,0.25,0.3888888888888889,0.42857142857142855,0.42857142857142855,0.3333333333333333,0.05555555555555555,,,0.16666666666666666,0.6666666666666666,0.6666666666666666,,,,0.25,,0.25,0.3888888888888889,0.6666666666666666,0.49703888888888886,0.508175,0.05263157894736842,0.06666666666666667,0.3888888888888889,12.035714285714286,24.450000000000003,0.2653061224489796,,,,,,,,,2.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1.0,1.0,1.0,,,
