EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,AssistPoints,DefTwoPtRebounds,DefRebounds,Rebounds,Fouls,FTA,Technical Free Throw Trips,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,Usage,DefTwoPtReboundPct,DefFGReboundPct,DefAtRimReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyFG3M,PtsAssisted3s,OffThreePtRebounds,OffRebounds,Steals,BadPassSteals,Assisted3sPct,PenaltyFg3Pct,OffThreePtReboundPct,OffFGReboundPct,OffCorner3ReboundPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,SecondChanceCorner3FGA,SecondChanceFG3A,ShootingFouls,SecondChanceCorner3Frequency,DefThreePtRebounds,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,Turnovers,PenaltyTurnovers,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,LiveBallTurnoverPct,DefThreePtReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,PenaltyArc3FGM,SecondChanceFtPoints,SecondChancePoints,PtsAssisted2s,DeadBallTurnovers,StepOutOfBoundsTurnovers,Loose Ball Fouls,FoulsDrawn,Loose Ball Fouls Drawn,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,SecondChanceTsPct,DefCorner3ReboundPct,AtRimPctAssisted,Arc3PctAssisted,PenaltyArc3Accuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Charge Fouls,Offensive Fouls,Blocked3s,BlockedCorner3,3SecondViolations,FTDefRebounds,Charge Fouls Drawn,DefFTReboundPct,LongMidRangeFGM,SecondChanceTurnovers,BlockedShortMidRange,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,on,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceCorner3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,PtsPutbacks,HeaveAttempts,Fg2aBlocked,Fg3aBlocked,ShortMidRangeAssists,LongMidRangeAssists,OffTwoPtRebounds,SelfOReb,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,BlockedArc3,BlockedLongMidRange,SecondChanceFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Arc3PctBlocked,OffTwoPtReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,SelfORebPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChanceShotQualityAvg,FTOffRebounds,ThreePtShootingFoulsDrawn,OffFTReboundPct,OffAtRimReboundPct,ShortMidRangePctAssisted,LongMidRangePctAssisted,ThreePtShootingFoulsDrawnPct,DefensiveGoaltends,LongMidRangePctBlocked,Defensive 3 Seconds Violations,OffensiveGoaltends
1626188,1610612747,Quinn Cook,Quinn Cook,1626188,LAL,1271.0,21.0,-30.0,49.0,46,22.0,28,1.0,95,2.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0,4.0,1.0,3.0,6.0,2.0,4.0,1.0,13.0,69,2.0,4.0,1.0,1.0,5.0,6.0,6.0,4.0,2.0,2.0,3.0,5.0,1.0,2.0,2.0,13.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,22.0,0.5,0.5,0.5,0.5,0.6,0.4,0.6,0.4,0.4,20.0,0.14285714285714285,0.0625,0.2,0.3,0.6666666666666666,0.6666666666666666,0.2,0.5,0.5,0.1,0.4,0.5,0.5,0.4,1.0,0.2,0.7,0.5,0.512815,0.54271,0.38461538461538464,7.783333333333334,26.275,0.4489795918367347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1627936,1610612747,Alex Caruso,Alex Caruso,1627936,LAL,441.0,7.0,-7.0,15.0,15,12.0,14,1.0,30,1.0,1.0,1.0,1.0,,,,,1.0,,1.0,1.0,1.0,3.0,,5.0,19,1.0,1.0,2.0,,5.0,2.0,,1.0,,,1.0,1.0,1.0,,,3.0,,,1.0,,,,5.0,12.0,0.3333333333333333,0.3333333333333333,1.0,1.0,0.625,0.8333333333333334,0.625,0.8333333333333334,0.75,23.52941176470588,,,,0.25,1.0,1.0,,,,,0.25,,,0.3333333333333333,1.0,,1.0,,0.6018875,0.6223666666666667,1.0,2.1,24.03333333333333,0.8,1.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0.5,0.125,0.1111111111111111,0.3333333333333333,0.5,0.5,0.5,1.0,0.6666666666666666,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200765,1610612747,Rajon Rondo,Rajon Rondo,200765,LAL,186.0,3.0,,6.0,6,6.0,6,1.0,12,,,,,,,,,,,,,,1.0,,,5,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,6.0,,,,,,,,,1.0,14.285714285714285,,,,,,,,,,,,,,,,,1.0,,0.5757,0.5757,,,24.0,1.0,,1.0,,1.0,,,,,,,,,,,,1.0,,,,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201162,1610612747,Jared Dudley,Jared Dudley,201162,LAL,1847.0,31.0,-36.0,72.0,69,42.0,51,3.0,141,,,,,,,1.0,,3.0,2.0,,1.0,,3.0,,,90,,,2.0,,,,,3.0,,,,,,,,,1.0,2.0,2.0,2.0,,,,42.0,,,,,,,,,0.75,8.0,0.125,0.07692307692307693,,,,,,,,0.25,0.75,,,,,1.0,0.75,,0.466325,0.46597500000000003,,22.1,26.366666666666664,0.5833333333333334,,,,,,,,,4.0,2.0,,,,,,,,,,,,,,1.0,,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.05555555555555555,1.0,0.07142857142857142,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203484,1610612747,Kentavious Caldwell-Pope,Kentavious Caldwell-Pope,203484,LAL,148.0,2.0,-2.0,6.0,5,6.0,4,,11,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,1.0,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730,1610612747,Dwight Howard,Dwight Howard,2730,LAL,1233.0,21.0,-28.0,49.0,48,33.0,31,2.0,97,2.0,2.0,1.0,1.0,,,,1.0,2.0,2.0,2.0,2.0,1.0,2.0,5.0,12.0,65,1.0,1.0,2.0,4.0,9.0,,,2.0,1.0,,,,,,,,,3.0,3.0,2.0,10.0,,9.0,33.0,0.5,0.5,1.0,1.0,0.875,0.8333333333333334,0.6666666666666666,0.6428571428571429,0.5,19.607843137254903,,0.13636363636363635,,0.5,1.0,1.0,,,,,0.5,0.5,0.5,0.3333333333333333,1.0,0.6666666666666666,1.0,0.5,0.567725,0.5260333333333334,0.75,1.15,28.049999999999997,0.673469387755102,,,,,1.0,3.0,,,,,1.0,0.5,,,,,,,,,,,,,,3.0,,,,1.0,1.0,1.0,1.0,1.0,,,0.1875,,0.16666666666666666,,1.0,1.0,1.0,4.0,1.0,1.0,1.0,10.0,2.0,1.0,4.0,2.0,4.0,1.0,1.0,0.5,0.25,1.0,1.0,0.5,0.2,0.3333333333333333,0.08333333333333333,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628398,1610612747,Kyle Kuzma,Kyle Kuzma,1628398,LAL,700.0,12.0,-15.0,26.0,26,12.0,25,2.0,52,,,,,,,,1.0,4.0,2.0,,,1.0,4.0,,3.0,34,,,2.0,,,,,4.0,1.0,,2.0,2.0,,2.0,,6.0,2.0,4.0,4.0,2.0,,,,12.0,0.25,0.25,,,0.375,,0.375,,1.0,17.857142857142854,1.0,0.6666666666666666,1.0,,,,,,,,1.0,0.25,0.25,,,1.0,1.0,0.25,0.5016,0.493275,,,25.849999999999998,0.46153846153846156,,,,,,3.0,,,,,1.0,,,,,,,,,,,,,1.0,,2.0,,,,1.0,,,,,,,0.5,,0.6666666666666666,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201580,1610612747,JaVale McGee,JaVale McGee,201580,LAL,411.0,7.0,-8.0,19.0,17,9.0,17,,36,,,,,,,,,2.0,1.0,,,,2.0,,,19,,,1.0,,,,,2.0,,,,,,,,,,3.0,3.0,2.0,,,,9.0,,,,,,,,,1.0,21.05263157894737,,0.42857142857142855,,,,,,,,,1.0,,,,,1.0,1.0,,0.524025,0.5583,,,25.15,0.47368421052631576,,,,,,,,,,,,,,,,,,,,,,,,1.0,,3.0,,,,2.0,,,,1.0,1.0,,0.42857142857142855,,0.6,1.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747,1610612747,JR Smith,JR Smith,2747,LAL,1486.0,25.0,-31.0,60.0,56,30.0,39,2.0,116,,,,,,,,,4.0,2.0,,,4.0,10.0,,12.0,73,,,4.0,,3.0,,3.0,4.0,,,,,,,,,,2.0,2.0,4.0,,,3.0,30.0,0.4,0.4,,,0.6,0.375,0.6,0.375,1.0,21.311475409836067,,0.041666666666666664,,,,,,,,,0.4,,,,,0.5,1.0,,0.5691,0.5652375000000001,0.25,,24.22,0.5,4.0,6.0,1.0,2.0,1.0,9.0,,,,,0.75,0.25,,,,0.6,0.6666666666666666,0.6666666666666666,0.75,0.5,0.5,,,2.0,,1.0,,1.0,1.0,3.0,1.0,,,,,0.3333333333333333,0.058823529411764705,,0.07692307692307693,,,,,,2.0,1.0,,1.0,,,,,,,,,,,,,,,,,1.0,,,,1.0,1.0,1.0,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202693,1610612747,Markieff Morris,Markieff Morris,202693,LAL,163.0,3.0,-5.0,7.0,6,3.0,5,,13,,,,,,1.0,,,,,,1.0,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,14.285714285714285,,,,,,,1.0,,,,,,,,,,,,0.3812,,,12.8,,0.42857142857142855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
