EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyDefPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGA,Arc3FGA,FG2M,FG2A,FG3A,Points,OpponentPoints,PtsUnassisted2s,NonHeaveArc3FGA,TwoPtAssists,Assists,LongMidRangeAssists,AssistPoints,DefTwoPtRebounds,FTDefRebounds,DefRebounds,Rebounds,Fg2Pct,EfgPct,TsPct,FG3APct,Usage,DefFTReboundPct,DefTwoPtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,Arc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,LongMidRangeFGA,Arc3FGM,FG3M,PtsAssisted3s,NonHeaveArc3FGM,Fg2aBlocked,ShootingFouls,Fouls,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,FG2APctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,LongMidRangeFrequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,DefThreePtRebounds,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Turnovers,DefThreePtReboundPct,DefArc3ReboundPct,LongMidRangeFGM,PtsAssisted2s,ThreePtAssists,Arc3Assists,Blocked2s,BlockedShortMidRange,Blocks,Assisted2sPct,NonPutbacksAssisted2sPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,BlockedAtRim,DefCorner3ReboundPct,on,PenaltyOffPoss,SecondChanceOffPoss,PenaltyAtRimFGM,PenaltyAtRimFGA,FtPoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsUnassisted3s,Corner3Assists,AtRimAssists,OffTwoPtRebounds,OffRebounds,PenaltyTurnovers,Offensive Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,OffTwoPtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFtPoints,PtsPutbacks,OffThreePtRebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,LostBallTurnovers,Loose Ball Fouls Drawn,NonShootingFoulsDrawn,RecoveredBlocks,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,LiveBallTurnoverPct,OffThreePtReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,DefLongMidRangeReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimPctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,ShortMidRangeFGM,PenaltyArc3FGM,PenaltyArc3FGA,PenaltyFG3M,PenaltyFG3A,Offensive Fouls Drawn,BlockedLongMidRange,DefensiveGoaltends,PenaltyFg3Pct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,Corner3FGM,Corner3FGA,SecondChanceArc3FGA,SecondChanceFG3A,Fg3aBlocked,LostBallOutOfBoundsTurnovers,Loose Ball Fouls,FG3APctBlocked,Arc3PctBlocked,OffLongMidRangeReboundPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceArc3Frequency,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceFG3M,ShortMidRangeAssists,BadPassTurnovers,SecondChanceFg3Pct,AtRimPctBlocked,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,Charge Fouls,ThreePtShootingFoulsDrawn,3SecondViolations,OffCorner3ReboundPct,SecondChanceAtRimPctAssisted,ThreePtShootingFoulsDrawnPct,SecondChanceCorner3FGA,Charge Fouls Drawn,Corner3PctBlocked,SecondChanceCorner3Frequency,SecondChanceCorner3FGM,HeaveAttempts,StepOutOfBoundsTurnovers,SecondChanceTurnovers,SecondChanceCorner3Accuracy,HeaveMakes,Technical Free Throw Trips,Travels,3pt And 1 Free Throw Trips,FTOffRebounds,Blocked3s,BlockedArc3,BlockedCorner3,OffFTReboundPct,SecondChanceCorner3PctAssisted
1626169,1610612761,Stanley Johnson,Stanley Johnson,1626169,TOR,247.0,4,-3,9,9,9.0,18,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,10,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,33.333333333333336,0.5,0.5,0.25,0.5,0.3333333333333333,1.0,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.43721666666666664,5.05,27.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1626259,1610612761,Malcolm Miller,Malcolm Miller,1626259,TOR,319.0,5,-4,11,12,9.0,23,,,1.0,1.0,,2.0,1.0,3.0,11,,1.0,,,,,,,,,,0.5,0.5,0.3333333333333333,27.272727272727273,,,,,,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.39254999999999995,12.8,26.4,1.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628449,1610612761,Chris Boucher,Chris Boucher,1628449,TOR,319.0,5,-4,11,12,9.0,23,,,,,,,,,11,,,,,,,,,1.0,1.0,,,,,9.090909090909092,,,0.14285714285714285,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,1.0,1.0,1.0,1.0,0.3333333333333333,0.5,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628778,1610612761,Paul Watson,Paul Watson,1628778,TOR,174.0,3,-6,6,7,7.0,13,,,1.0,,,1.0,,,10,,,,,,,,,,,,,,,16.666666666666668,,,,,,,,1.0,,,0.3203,4.5,,,,,,,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629744,1610612761,Matt Thomas,Matt Thomas,1629744,TOR,319.0,5,-4,11,12,9.0,23,,,,,1.0,2.0,,2.0,11,,,,1.0,,3.0,,1.0,1.0,1.0,0.5,0.5,0.5,,18.181818181818183,0.5,,,,,,,,,,0.3162,22.6,,2.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629056,1610612761,Terence Davis,Terence Davis,1629056,TOR,145.0,2,2,5,5,2.0,10,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201188,1610612761,Marc Gasol,Marc Gasol,201188,TOR,72.0,1,-1,2,3,,5,,,,,,,,,1,,,,,,,,,1.0,1.0,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,1.0,,,,1.0,,,,,,1.0,,1.0,,,,,,1.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1626169,1610612761,Stanley Johnson,Stanley Johnson,1626169,TOR,963.0,16,-2,36,36,20.0,72,2.0,2.0,2.0,4.0,2.0,4.0,4.0,11.0,43,4.0,4.0,2.0,5.0,1.0,13.0,1.0,,1.0,2.0,0.5,0.625,0.6875,0.5,21.42857142857143,,0.125,0.06666666666666667,,0.25,1.0,1.0,0.25,0.5,0.75,0.473525,4.4,27.525,,2.0,2.0,3.0,2.0,2.0,,3.0,2.0,0.5,0.5,0.5,0.5,1.0,,,0.5,0.5,0.5,0.5,,,1.0,1.0,,,,,3.0,2.0,,,,,,,,,,,False,11.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,11.0,1.0,1.0,1.0,0.09090909090909091,0.05263157894736842,0.2,0.16666666666666666,1.0,1.0,0.6954,0.125,0.25,0.18181818181818182,0.3055555555555556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1626178,1610612761,Rondae Hollis-Jefferson,Rondae Hollis-Jefferson,1626178,TOR,2318.0,39,9,84,85,46.0,169,4.0,6.0,3.0,1.0,4.0,9.0,1.0,14.0,95,4.0,1.0,1.0,3.0,,8.0,1.0,,5.0,10.0,0.4444444444444444,0.4,0.5,0.1,15.957446808510639,,0.05555555555555555,0.14705882352941177,,0.6,0.6666666666666666,0.6666666666666666,0.3,0.1,0.7,0.550065,3.266666666666667,25.5,,,,,,,3.0,5.0,1.0,,,,,,,,,,,,4.0,,,1.0,0.25,0.2,,4.0,2.0,2.0,1.0,1.0,1.0,0.5,1.0,,,,,0.3333333333333333,False,35.0,9.0,1.0,2.0,6.0,1.0,2.0,8.0,,,1.0,3.0,5.0,,,5.0,8.0,,2.0,8.0,35.0,0.5,0.5,0.8,0.16666666666666666,0.13157894736842105,0.2222222222222222,,1.0,0.5,0.7456,0.16666666666666666,0.18181818181818182,0.5714285714285714,0.4166666666666667,2.0,3.0,2.0,3.0,2.0,6.0,6.0,4.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,0.6666666666666666,0.6666666666666666,0.6,1.0,0.1,0.125,0.11764705882352941,0.16666666666666666,0.16666666666666666,1.0,0.5,1.0,0.6666666666666666,0.6048,0.42857142857142855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628449,1610612761,Chris Boucher,Chris Boucher,1628449,TOR,2239.0,37,-2,82,82,48.0,164,,5.0,1.0,5.0,1.0,6.0,5.0,8.0,92,,5.0,,1.0,,3.0,6.0,,8.0,11.0,0.16666666666666666,0.36363636363636365,0.3333333333333333,0.45454545454545453,12.087912087912088,,0.375,0.25806451612903225,0.5,0.45454545454545453,,,0.09090909090909091,0.45454545454545453,0.9090909090909091,0.551490909090909,2.866666666666667,26.2,,2.0,2.0,6.0,2.0,,3.0,3.0,,1.0,0.4,0.4,,,,,0.4,0.4,1.0,0.4,2.0,,,,0.13333333333333333,0.2222222222222222,,2.0,1.0,1.0,2.0,,2.0,1.0,1.0,,,,1.0,,False,39.0,8.0,,4.0,,1.0,5.0,5.0,,,,3.0,3.0,,,4.0,1.0,,,5.0,39.0,0.2,0.35714285714285715,0.35714285714285715,0.14285714285714285,0.07692307692307693,,0.42857142857142855,0.5714285714285714,,0.5754571428571429,,,0.625,0.47560975609756095,,3.0,,3.0,,,,,,2.0,,,,,,1.0,1.0,2.0,,,,,,,0.25,,0.2857142857142857,0.25,1.0,,1.0,,0.5795,,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.2857142857142857,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
