EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,OffPoss,PenaltyOffPoss,TotalPoss,PenaltyOffPossExcludingTakeFouls,PenaltyOffPossPct,Minutes,PlusMinus,DefPoss,PenaltyDefPoss,SecondChanceOffPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG3A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedCorner3,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,Arc3PctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,LongMidRangeFGM,SecondChanceArc3FGM,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFtPoints,SecondChancePoints,PtsUnassisted3s,BadPassOutOfBoundsTurnovers,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,ShortMidRangePctBlocked,LongMidRangePctBlocked,OffAtRimReboundPct,DefCorner3ReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChancePointsPct,SecondChanceCorner3FGM,PtsPutbacks,SecondChanceAtRimPctAssisted,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,FTOffRebounds,SelfOReb,SecondChanceTurnovers,ThreePtShootingFoulsDrawn,OffFTReboundPct,SelfORebPct,ThreePtShootingFoulsDrawnPct,Defensive 3 Seconds Violations,Travels,BlockedLongMidRange,DefensiveGoaltends,on,Technical Free Throw Trips,3SecondViolations,OffensiveGoaltends
1626188,1610612747,Quinn Cook,Quinn Cook,1626188,LAL,21.0,1,1.0,1,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
1627936,1610612747,Alex Caruso,Alex Caruso,1627936,LAL,14915.0,506,199.0,1010,197.0,0.3932806324110672,249.0,23.0,504.0,192.0,46.0,15.0,19.0,8.0,11.0,3.0,2.0,4.0,13.0,2.0,3.0,7.0,6.0,15.0,2.0,2.0,6.0,15.0,24.0,10.0,28.0,8.0,68.0,579.0,4.0,8.0,12.0,5.0,13.0,1.0,32.0,24.0,6.0,30.0,1.0,14.0,6.0,2.0,1.0,14.0,9.0,23.0,5.0,4.0,11.0,2.0,1.0,55.0,6.0,2.0,7.0,6.0,3.0,16.0,8.0,24.0,9.0,6.0,3.0,6.0,3.0,6.0,1.0,3.0,1.0,12.0,1.0,17.0,34.0,2.0,1.0,2.0,18.0,2.0,1.0,5.0,9.0,1.0,5.0,5.0,2.0,1.0,2.0,1.0,3.0,7.0,3.0,32.0,4.0,0.8,0.8,1.0,0.35714285714285715,0.38461538461538464,0.37037037037037035,0.625,0.6666666666666666,0.5769230769230769,0.62,0.6071428571428571,0.6153846153846154,0.5384615384615384,0.03571428571428571,0.08333333333333333,0.10526315789473684,0.06666666666666667,12.164579606440071,0.5,0.2727272727272727,0.06451612903225806,0.02197802197802198,0.07368421052631578,0.05660377358490566,0.06914893617021277,0.04060913705583756,0.03125,0.038461538461538464,0.07142857142857142,0.027777777777777776,0.05,0.08333333333333333,0.058823529411764705,0.1,0.42857142857142855,0.36538461538461536,0.7894736842105263,0.8823529411764706,0.8,0.057692307692307696,0.038461538461538464,0.25,0.3076923076923077,0.3076923076923077,1.0,0.28846153846153844,0.4,0.42857142857142855,1.0,0.5,0.5,0.44,0.7272727272727273,0.28,0.42857142857142855,0.24,0.3333333333333333,0.9038461538461539,0.42857142857142855,0.5585382352941177,0.4338375,0.5653854166666666,0.08928571428571429,0.17857142857142858,0.47058823529411764,3.616666666666667,25.817857142857143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
200765,1610612747,Rajon Rondo,Rajon Rondo,200765,LAL,23724.0,791,294.0,1586,291.0,0.37168141592920356,395.0,44.0,795.0,304.0,77.0,24.0,44.0,7.0,12.0,17.0,10.0,3.0,10.0,1.0,1.0,4.0,17.0,40.0,1.0,7.0,14.0,35.0,71.0,20.0,50.0,13.0,143.0,913.0,2.0,9.0,21.0,8.0,18.0,6.0,48.0,14.0,56.0,42.0,,40.0,17.0,5.0,,73.0,32.0,105.0,21.0,11.0,52.0,11.0,10.0,242.0,10.0,3.0,29.0,23.0,4.0,56.0,13.0,69.0,22.0,14.0,8.0,16.0,12.0,18.0,3.0,4.0,,34.0,15.0,9.0,36.0,1.0,,3.0,16.0,,2.0,1.0,19.0,1.0,7.0,1.0,1.0,1.0,,,1.0,2.0,1.0,46.0,4.0,0.2,0.2,0.7,0.4,0.4444444444444444,0.4,0.49295774647887325,0.42857142857142855,0.5371900826446281,0.5384615384615384,0.55,0.5581395348837209,0.4132231404958678,,0.07042253521126761,0.06818181818181818,,18.657565415244598,0.47058823529411764,0.21052631578947367,0.13855421686746988,0.01935483870967742,0.17682926829268292,0.06097560975609756,0.15757575757575756,0.04075235109717868,,0.041666666666666664,0.046296296296296294,0.08928571428571429,0.1076923076923077,0.16176470588235295,0.15151515151515152,0.15384615384615385,0.5,0.36363636363636365,0.5454545454545454,0.5853658536585366,0.16666666666666666,0.14049586776859505,0.08264462809917356,0.08264462809917356,0.3,0.3,1.0,0.3305785123966942,0.425,0.425,0.6470588235294118,0.125,0.125,0.3076923076923077,0.5833333333333334,0.10256410256410256,0.25,0.358974358974359,0.5,0.7768595041322314,0.425,0.5120326446280992,0.422025,0.5279794871794873,0.05511811023622047,0.09090909090909091,0.3356643356643357,5.608450704225352,25.546,1.0,3.0,6.0,5.0,1.0,2.0,6.0,1.0,1.0,8.0,18.0,10.0,3.0,2.0,0.5,0.3333333333333333,0.4375,0.4444444444444444,0.058823529411764705,0.1,0.018867924528301886,0.23404255319148937,0.35294117647058826,0.375,0.3333333333333333,0.5,0.5555555555555556,0.2,0.375,0.3333333333333333,1.0,1.0,0.055944055944055944,,,,,,,,,,,,,,,,,True,,,
201162,1610612747,Jared Dudley,Jared Dudley,201162,LAL,186.0,6,6.0,12,6.0,1.0,3.0,,6.0,6.0,1.0,,,,,,,,,,,,,1.0,,,1.0,,,,1.0,,,5.0,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,28.57142857142857,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,1.0,,0.47625,,0.47625,,,,,26.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
203484,1610612747,Kentavious Caldwell-Pope,Kentavious Caldwell-Pope,203484,LAL,12264.0,405,162.0,816,159.0,0.4,204.0,10.0,411.0,172.0,45.0,10.0,15.0,2.0,3.0,4.0,7.0,10.0,22.0,3.0,6.0,11.0,7.0,25.0,1.0,5.0,11.0,15.0,26.0,17.0,47.0,6.0,87.0,485.0,4.0,3.0,6.0,11.0,22.0,,39.0,26.0,4.0,51.0,,25.0,7.0,1.0,,2.0,2.0,4.0,2.0,,,1.0,1.0,10.0,1.0,2.0,6.0,5.0,,11.0,3.0,14.0,3.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,,5.0,3.0,10.0,21.0,1.0,,1.0,6.0,,,,6.0,1.0,3.0,2.0,,,2.0,,,2.0,1.0,39.0,4.0,0.8666666666666667,0.9285714285714286,1.0,0.3617021276595745,0.5,0.3617021276595745,0.5769230769230769,0.5,0.5547945205479452,0.6964285714285714,0.5723684210526315,0.6964285714285714,0.6438356164383562,,0.038461538461538464,0.06666666666666667,,17.582417582417584,0.4,,0.05434782608695652,0.023529411764705882,0.06896551724137931,0.011904761904761904,0.061452513966480445,0.01775147928994083,,0.03571428571428571,0.0196078431372549,,0.05714285714285714,0.027777777777777776,0.09523809523809523,0.078125,0.5,0.2054794520547945,0.6666666666666666,0.7142857142857143,0.8,0.0547945205479452,0.0958904109589041,0.3013698630136986,0.45454545454545453,0.45454545454545453,1.0,0.3424657534246575,0.28,0.28,1.0,0.5,0.16666666666666666,0.10714285714285714,0.6666666666666666,0.39285714285714285,0.5454545454545454,0.39285714285714285,0.45454545454545453,0.8493150684931506,0.28,0.5439178082191781,0.54165,0.5419821428571429,0.04,0.10714285714285714,0.4482758620689655,7.403846153846152,24.672340425531917,2.0,2.0,3.0,2.0,,2.0,2.0,2.0,,10.0,,,1.0,,0.5,1.0,0.8333333333333334,0.8333333333333334,,,0.03571428571428571,0.043478260869565216,0.75,0.75,1.0,0.2857142857142857,0.2857142857142857,1.0,0.3333333333333333,1.0,,,0.11494252873563218,2.0,2.0,0.5,0.6666666666666666,1.0,,,,,,,,,,,,True,,,
1628398,1610612747,Kyle Kuzma,Kyle Kuzma,1628398,LAL,15816.0,524,171.0,1049,170.0,0.32633587786259544,264.0,11.0,525.0,177.0,48.0,23.0,30.0,9.0,14.0,20.0,6.0,9.0,22.0,,5.0,9.0,3.0,20.0,2.0,,8.0,34.0,56.0,12.0,42.0,14.0,118.0,621.0,2.0,11.0,22.0,5.0,17.0,2.0,39.0,60.0,8.0,33.0,2.0,18.0,3.0,5.0,,3.0,5.0,8.0,2.0,3.0,2.0,1.0,,21.0,1.0,7.0,8.0,6.0,1.0,15.0,9.0,24.0,2.0,2.0,,3.0,1.0,7.0,,2.0,1.0,10.0,4.0,20.0,29.0,2.0,1.0,1.0,12.0,,1.0,1.0,16.0,3.0,8.0,3.0,,,2.0,,1.0,3.0,1.0,39.0,1.0,0.8823529411764706,0.9375,0.9166666666666666,0.2857142857142857,0.29411764705882354,0.3,0.6071428571428571,0.5,0.5306122448979592,0.47435897435897434,0.5673076923076923,0.5,0.42857142857142855,,0.08928571428571429,0.06666666666666667,,19.655172413793103,0.3,0.09090909090909091,0.05263157894736842,0.0673076923076923,0.08163265306122448,0.009174311926605505,0.0660377358490566,0.03755868544600939,0.027777777777777776,0.09375,0.013513513513513514,,0.0851063829787234,0.022222222222222223,0.045454545454545456,0.08695652173913043,0.3333333333333333,0.30612244897959184,0.7666666666666667,0.8214285714285714,0.8695652173913043,0.20408163265306123,0.061224489795918366,0.22448979591836735,0.4090909090909091,0.4090909090909091,1.0,0.20408163265306123,0.15,0.15,0.6666666666666666,,0.2,0.358974358974359,0.6428571428571429,0.23076923076923078,0.5555555555555556,0.20512820512820512,,0.7346938775510204,0.16666666666666666,0.521887894736842,0.52795625,0.5325055555555556,0.08653846153846154,0.13114754098360656,0.3305084745762712,6.007142857142857,25.538095238095234,3.0,8.0,7.0,4.0,,3.0,8.0,,,6.0,3.0,2.0,,,,0.375,0.3,0.3,0.15,,0.08333333333333333,0.06896551724137931,0.35,0.4117647058823529,0.8571428571428571,0.6666666666666666,0.6666666666666666,1.0,0.8,0.375,,,0.05084745762711865,,4.0,0.3333333333333333,,,1.0,2.0,3.0,1.0,0.07692307692307693,0.045454545454545456,0.023255813953488372,,,,,True,,,
203079,1610612747,Dion Waiters,Dion Waiters,203079,LAL,304.0,10,10.0,21,10.0,1.0,5.0,-1.0,11.0,11.0,1.0,,,,,,1.0,,1.0,,,1.0,,1.0,,,1.0,,1.0,,2.0,2.0,2.0,11.0,,,1.0,,2.0,2.0,2.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,1.0,,,,2.0,,1.0,1.0,,,,,1.0,1.0,,2.0,,,,,,,,,,,,0.25,0.25,0.6666666666666666,,,,,36.36363636363637,,,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,0.3333333333333333,,,,0.3333333333333333,,,,,,,,0.3333333333333333,,0.3333333333333333,,0.6666666666666666,,0.48510000000000003,,0.48510000000000003,0.25,0.5,1.0,15.1,24.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
201980,1610612747,Danny Green,Danny Green,201980,LAL,5429.0,176,54.0,356,54.0,0.3068181818181818,90.0,51.0,180.0,58.0,14.0,4.0,5.0,1.0,1.0,3.0,,9.0,13.0,2.0,3.0,4.0,3.0,8.0,1.0,,1.0,5.0,8.0,12.0,21.0,,46.0,186.0,3.0,1.0,2.0,3.0,5.0,,11.0,4.0,6.0,33.0,,8.0,3.0,,,,1.0,1.0,,1.0,,,,3.0,4.0,,3.0,3.0,1.0,7.0,4.0,11.0,2.0,2.0,,,,,,,,,,3.0,8.0,,1.0,,2.0,,1.0,,,,,2.0,,,,,2.0,2.0,1.0,11.0,2.0,0.4,0.4,0.9166666666666666,0.5714285714285714,0.6,0.5714285714285714,0.625,0.5,0.7931034482758621,0.7857142857142857,0.7931034482758621,0.7857142857142857,0.7241379310344828,,,,,14.871794871794872,,0.2,0.07142857142857142,,0.06382978723404255,0.11764705882352941,0.06741573033707865,0.058823529411764705,,,0.09090909090909091,0.16666666666666666,0.07142857142857142,,0.2222222222222222,0.03225806451612903,0.5,0.1724137931034483,0.8,0.8,0.5,0.10344827586206896,,0.4482758620689655,0.6923076923076923,0.6923076923076923,0.8888888888888888,0.27586206896551724,0.375,0.375,1.0,0.6666666666666666,0.3333333333333333,0.14285714285714285,1.0,0.5714285714285714,0.75,0.14285714285714285,,0.896551724137931,0.375,0.5449655172413794,0.6471,0.59255,,,0.2391304347826087,4.7625,24.342857142857138,,,1.0,,,,,1.0,,3.0,3.0,,,,0.3333333333333333,,0.5,0.5,,,,0.125,0.3333333333333333,0.3333333333333333,,,,,,,,,0.06521739130434782,1.0,,,0.5,,,2.0,,,,0.16666666666666666,,,,,,True,,,
202693,1610612747,Markieff Morris,Markieff Morris,202693,LAL,9630.0,312,74.0,620,74.0,0.23717948717948717,160.0,12.0,308.0,88.0,26.0,3.0,5.0,,,4.0,2.0,5.0,10.0,1.0,2.0,3.0,9.0,19.0,1.0,,1.0,4.0,11.0,14.0,29.0,5.0,55.0,365.0,2.0,,1.0,2.0,4.0,2.0,8.0,8.0,,42.0,,19.0,9.0,1.0,,4.0,8.0,12.0,4.0,4.0,4.0,,,32.0,,1.0,8.0,8.0,2.0,18.0,2.0,20.0,3.0,3.0,,5.0,4.0,5.0,,1.0,1.0,10.0,3.0,8.0,15.0,,1.0,2.0,4.0,,1.0,,6.0,,,1.0,,,1.0,,,1.0,1.0,8.0,1.0,1.0,1.0,1.0,0.4827586206896552,0.5,0.4827586206896552,0.36363636363636365,,0.625,0.6,0.6547619047619048,0.6666666666666666,0.725,,0.09090909090909091,,,15.339233038348082,0.5,0.4,0.12121212121212122,0.017241379310344827,0.12698412698412698,,0.12403100775193798,0.008,0.0625,,,,0.18518518518518517,0.07142857142857142,0.09090909090909091,0.047619047619047616,1.0,0.125,0.6,0.6,1.0,0.1,0.05,0.25,0.5,0.5,1.0,0.475,0.47368421052631576,0.47368421052631576,1.0,0.25,0.25,,,0.6,0.6666666666666666,0.2,,0.85,0.47368421052631576,0.55610625,0.578,0.5708,0.047619047619047616,,0.14545454545454545,6.536363636363635,24.944827586206895,1.0,2.0,1.0,,,1.0,2.0,1.0,,5.0,,1.0,,,0.5,0.5,0.625,0.625,0.25,,,0.2857142857142857,0.25,0.3333333333333333,1.0,,,,0.5,0.5,,,0.09090909090909091,1.0,,1.0,1.0,1.0,1.0,,,2.0,0.25,,0.06451612903225806,1.0,,,,True,,,
203076,1610612747,Anthony Davis,Anthony Davis,203076,LAL,18628.0,629,261.0,1262,258.0,0.4149443561208267,310.0,47.0,633.0,277.0,68.0,39.0,43.0,15.0,16.0,38.0,37.0,1.0,5.0,,,2.0,6.0,14.0,2.0,4.0,6.0,78.0,118.0,7.0,19.0,65.0,242.0,711.0,2.0,26.0,40.0,4.0,8.0,36.0,100.0,94.0,62.0,18.0,,14.0,6.0,9.0,,20.0,14.0,34.0,7.0,7.0,14.0,4.0,2.0,82.0,9.0,8.0,37.0,28.0,,65.0,17.0,82.0,10.0,8.0,2.0,4.0,2.0,19.0,4.0,2.0,1.0,23.0,13.0,13.0,29.0,4.0,1.0,2.0,58.0,1.0,8.0,1.0,75.0,6.0,26.0,14.0,,,9.0,,4.0,14.0,12.0,98.0,4.0,0.6025641025641025,0.6527777777777778,0.8571428571428571,0.3684210526315789,0.5,0.3684210526315789,0.6610169491525424,0.65,0.6459854014598541,0.6666666666666666,0.711764705882353,0.7352941176470589,0.1386861313868613,,0.07627118644067797,0.06976744186046512,,27.298444130127297,0.17391304347826086,,0.21875,0.06349206349206349,0.26811594202898553,0.06870229007633588,0.24436090225563908,0.06614785992217899,0.0425531914893617,0.05,0.04878048780487805,0.10204081632653061,0.2,0.2,0.2857142857142857,0.30303030303030304,0.8571428571428571,0.31386861313868614,0.9069767441860465,0.975,0.7435897435897436,0.2773722627737226,0.27007299270072993,0.0364963503649635,0.2,0.2,1.0,0.10218978102189781,0.42857142857142855,0.42857142857142855,0.8333333333333334,,0.1111111111111111,0.3333333333333333,0.9375,0.041666666666666664,,0.125,0.6666666666666666,0.45255474452554745,0.42857142857142855,0.48433868613138675,0.5239291666666667,0.5041833333333333,0.18125,0.18840579710144928,0.4132231404958678,9.283050847457629,25.342105263157894,10.0,10.0,20.0,19.0,1.0,12.0,16.0,1.0,17.0,44.0,3.0,5.0,10.0,9.0,0.5,0.75,0.75,0.8148148148148148,0.15789473684210525,,0.10256410256410256,0.1794871794871795,0.5263157894736842,0.625,0.5,0.5135135135135135,0.5135135135135135,0.42105263157894735,0.5555555555555556,1.0,0.5,1.0,0.18181818181818182,,12.0,0.4,,,,,1.0,3.0,,,0.13636363636363635,,1.0,1.0,1.0,True,,,
