EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PtsPutbacks,LongMidRangeAssists,FTDefRebounds,Travels,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,DefFTReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,Corner3FGM,Corner3FGA,Loose Ball Fouls Drawn,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,LongMidRangeFGA,PtsUnassisted3s,HeaveAttempts,BadPassOutOfBoundsTurnovers,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,BlocksRecoveredPct,LongMidRangeFrequency,LongMidRangeFGM,Fg2aBlocked,OffThreePtRebounds,FG2APctBlocked,ShortMidRangePctBlocked,OffThreePtReboundPct,OffCorner3ReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,PenaltyCorner3FGA,PenaltyCorner3Frequency,SelfOReb,SelfORebPct,Charge Fouls,FTOffRebounds,OffFTReboundPct,DefLongMidRangeReboundPct,AtRimPctBlocked,OffArc3ReboundPct,on,BlockedAtRim,SecondChanceCorner3FGA,PenaltyCorner3FGM,SecondChanceArc3FGA,SecondChanceFG3A,Fg3aBlocked,Loose Ball Fouls,Offensive Fouls,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,PenaltyCorner3Accuracy,SecondChanceArc3FGM,SecondChanceFG3M,LostBallOutOfBoundsTurnovers,ThreePtShootingFoulsDrawn,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawnPct,Technical Free Throw Trips,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Charge Fouls Drawn
1626153,1610612742,Delon Wright,Delon Wright,1626153,DAL,3189.0,53,-23,116,117,43,40.0,10.0,233,5.0,5.0,2.0,2.0,3.0,1.0,2.0,1.0,2.0,5.0,8.0,1.0,2.0,3.0,16.0,147.0,2.0,3.0,1.0,2.0,1.0,8.0,6.0,4.0,3.0,2.0,1.0,4.0,3.0,7.0,2.0,1.0,3.0,1.0,17.0,1.0,1.0,1.0,2.0,1.0,3.0,5.0,4.0,1.0,3.0,2.0,2.0,1.0,1.0,5.0,1.0,1.0,1.0,2.0,5.0,1.0,5.0,1.0,2.0,1.0,8.0,43,1.0,0.6,0.6,1.0,0.5,0.5,0.5,0.625,0.6666666666666666,0.65,0.7,0.6666666666666666,0.6666666666666666,0.2,13.492063492063492,0.6,0.05263157894736842,0.037037037037037035,0.07142857142857142,0.06060606060606061,0.02040816326530612,0.125,0.5,0.25,0.5,1.0,1.0,0.6,0.3,0.2,0.5,0.5,1.0,0.4,1.0,0.4,0.5,0.7,0.5,0.509295,0.53501,0.18181818181818182,0.2222222222222222,0.5,3.6500000000000004,24.85,0.3706896551724138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1626246,1610612742,Boban Marjanovic,Boban Marjanovic,1626246,DAL,1571.0,26,-5,58,58,21,19.0,4.0,116,4.0,4.0,,,3.0,,1.0,,1.0,6.0,7.0,,1.0,6.0,18.0,72.0,,,,1.0,,,10.0,2.0,,1.0,,2.0,,2.0,,,1.0,,4.0,2.0,3.0,4.0,9.0,2.0,11.0,,,,1.0,1.0,1.0,,,2.0,,1.0,6.0,6.0,5.0,,6.0,2.0,4.0,,,21,,0.8333333333333334,1.0,,,,,0.8571428571428571,,0.75,,0.9,,0.125,19.35483870967742,0.5,0.4,0.18181818181818182,0.3,0.35,0.10526315789473684,,,,0.5,1.0,1.0,0.75,0.375,0.125,,,,,,1.0,,0.625,,0.50598125,0.51855,0.4,0.4444444444444444,,5.8428571428571425,25.6,0.3620689655172414,1.0,1.0,2.0,1.0,2.0,1.0,3.0,2.0,1.0,2.0,1.0,0.5,0.5,0.75,1.0,0.5,0.2,0.4444444444444444,0.42857142857142855,0.6666666666666666,0.6666666666666666,1.0,0.5,1.0,0.43205000000000005,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1627827,1610612742,Dorian Finney-Smith,Dorian Finney-Smith,1627827,DAL,1228.0,20,-4,42,45,12,7.0,4.0,87,,,,,,1.0,2.0,,1.0,,,2.0,3.0,,6.0,53.0,,,,1.0,,,,,6.0,2.0,1.0,1.0,,1.0,,,1.0,,2.0,,1.0,1.0,2.0,,2.0,1.0,,1.0,,,,,,,,,1.0,2.0,1.0,,,,,,,12,,,,1.0,0.6666666666666666,,0.6666666666666666,,,1.0,,1.0,,1.0,6.382978723404256,,0.125,,0.16666666666666666,0.14285714285714285,,,,,,,,,,0.6666666666666666,0.5,0.5,1.0,,,1.0,,1.0,0.5,0.5654,0.53325,,,,,24.7,0.2857142857142857,,,,,,,,,,,,,,,,,,0.14285714285714285,0.25,,,,,,,,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629029,1610612742,Luka Doncic,Luka Doncic,1629029,DAL,1216.0,20,11,42,44,11,14.0,3.0,86,,1.0,,,3.0,2.0,7.0,,2.0,2.0,5.0,2.0,7.0,4.0,14.0,40.0,,,,2.0,2.0,2.0,2.0,2.0,,6.0,2.0,4.0,2.0,6.0,1.0,1.0,3.0,1.0,14.0,,2.0,3.0,5.0,,5.0,1.0,,1.0,,,2.0,,,2.0,,1.0,2.0,3.0,3.0,,4.0,,2.0,,2.0,11,,0.5,0.5,,0.2857142857142857,,0.3333333333333333,0.4,,0.4166666666666667,,0.5,0.3333333333333333,0.5833333333333334,35.55555555555556,,0.25,,0.4,0.29411764705882354,,,0.5,1.0,0.08333333333333333,,,,0.25,0.5833333333333334,0.2857142857142857,0.2857142857142857,,,,1.0,,0.6666666666666666,0.3333333333333333,0.4788454545454545,0.54975,0.14285714285714285,0.2857142857142857,0.14285714285714285,11.959999999999999,30.585714285714285,0.2619047619047619,,,2.0,,,,,,,,,,,,,,,0.2,0.25,0.6666666666666666,0.6666666666666666,0.5,,,,,,,,,,,,1.0,6.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,0.08333333333333333,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203552,1610612742,Seth Curry,Seth Curry,203552,DAL,2110.0,35,7,77,79,23,12.0,7.0,156,2.0,2.0,1.0,1.0,5.0,,1.0,,1.0,7.0,11.0,1.0,2.0,2.0,19.0,90.0,4.0,4.0,,1.0,,8.0,4.0,10.0,3.0,1.0,,2.0,,2.0,,,,2.0,4.0,,2.0,1.0,3.0,1.0,4.0,2.0,,2.0,1.0,1.0,1.0,,,2.0,,1.0,,2.0,2.0,,2.0,,1.0,,8.0,23,,0.2857142857142857,0.2857142857142857,1.0,0.5,,0.5,0.6363636363636364,1.0,0.6538461538461539,0.8,0.6785714285714286,0.8,0.15384615384615385,19.047619047619047,0.5,0.06666666666666667,,0.2,0.12,0.038461538461538464,,,,0.15384615384615385,1.0,1.0,,0.38461538461538464,0.07692307692307693,,,,0.2,1.0,0.2,,0.3076923076923077,,0.4678884615384616,0.47497000000000006,0.07142857142857142,0.08333333333333333,0.42105263157894735,12.418181818181818,24.049999999999997,0.2987012987012987,,,4.0,1.0,2.0,,2.0,,,,,0.5,0.5,0.5,,,,0.08333333333333333,0.25,0.8,1.0,0.25,,,0.37424999999999997,0.10526315789473684,1.0,1.0,,0.07692307692307693,1.0,1.0,1.0,4.0,,,1.0,,,,,,,0.3076923076923077,1.0,1.0,1.0,0.09090909090909091,0.2,0.08333333333333333,0.3333333333333333,0.25,0.25,1.0,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203504,1610612742,Trey Burke,Trey Burke,203504,DAL,1125.0,19,-21,40,40,6,6.0,3.0,80,3.0,3.0,1.0,1.0,3.0,2.0,5.0,,,7.0,10.0,2.0,5.0,2.0,22.0,60.0,1.0,1.0,,,,2.0,2.0,12.0,3.0,5.0,2.0,,,,,,,,,,,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,,,,1.0,,,1.0,4.0,2.0,,4.0,,2.0,,2.0,6,,0.14285714285714285,0.14285714285714285,0.5,0.4,,0.4,0.7,1.0,0.6666666666666666,1.0,0.6470588235294118,1.0,0.3333333333333333,41.86046511627907,1.0,0.3333333333333333,,,0.125,,,,,0.2,1.0,1.0,,0.2,0.3333333333333333,0.4,0.4,0.5,1.0,1.0,,,0.5333333333333333,0.4,0.47235333333333335,0.606,0.11764705882352941,0.16666666666666666,0.09090909090909091,11.179999999999998,25.08,0.15,,,2.0,,1.0,,,,,,,,,,,,,1.0,,0.6666666666666666,0.6666666666666666,,,,,,,,,,,,,4.0,3.0,,,1.0,1.0,1.0,1.0,2.0,1.0,0.26666666666666666,2.0,,,,,,,0.5,0.5,0.5,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628382,1610612742,Justin Jackson,Justin Jackson,1628382,DAL,528.0,9,-14,20,20,13,16.0,2.0,40,1.0,1.0,1.0,1.0,,,1.0,,,1.0,1.0,,2.0,1.0,3.0,31.0,1.0,1.0,,1.0,1.0,3.0,2.0,,,1.0,,,,,,,,,,,1.0,1.0,2.0,,2.0,,,,,,,,,,,,1.0,1.0,1.0,,2.0,,1.0,,3.0,13,,1.0,1.0,,,,,1.0,1.0,0.3333333333333333,0.5,0.375,0.5,0.6666666666666666,18.181818181818183,,0.5,,0.5,0.5,,,,0.5,0.3333333333333333,1.0,1.0,1.0,,0.3333333333333333,,,,0.5,1.0,,,1.0,,0.5779333333333333,0.62555,0.25,0.5,1.0,1.2,24.55,0.65,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,1.0,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.5,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628499,1610612742,Antonius Cleveland,Antonius Cleveland,1628499,DAL,433.0,7,-8,17,16,13,16.0,2.0,33,2.0,4.0,1.0,3.0,1.0,,,,,2.0,5.0,,,,4.0,23.0,1.0,4.0,,,,2.0,2.0,2.0,,,,,,,,,,,,1.0,,,,1.0,1.0,1.0,,1.0,,,,,,,,,,1.0,,,,,,,2.0,13,,0.5,1.0,,,,,0.4,0.25,0.4,0.25,0.4,0.25,,26.31578947368421,,,0.2,,,0.1111111111111111,,,,0.8,0.5,0.5,0.5,0.2,,,,,0.75,0.3333333333333333,,,0.8,,0.47780000000000006,0.4069,,,0.5,4.8,,0.7647058823529411,1.0,1.0,,1.0,1.0,,2.0,2.0,,,,1.0,1.0,1.0,,0.5,,,,,,,1.0,1.0,0.493,0.5,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,0.3333333333333333,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629729,1610612742,Josh Reaves,Josh Reaves,1629729,DAL,433.0,7,-8,17,16,13,16.0,2.0,33,1.0,1.0,1.0,1.0,,,,,,1.0,2.0,,1.0,2.0,4.0,23.0,1.0,2.0,,1.0,2.0,4.0,,2.0,,,,1.0,,1.0,,,1.0,,2.0,,1.0,1.0,2.0,,2.0,,,,,,1.0,,,1.0,,1.0,,1.0,1.0,,2.0,,,1.0,4.0,13,1.0,,,,,,,0.5,0.5,0.3333333333333333,0.3333333333333333,0.5,0.5,0.3333333333333333,26.31578947368421,,0.5,,0.5,0.5,,,,0.5,0.3333333333333333,1.0,1.0,,,,,,,0.3333333333333333,1.0,,,0.6666666666666666,,0.4819166666666667,0.4819166666666667,,,1.0,8.8,23.9,0.7647058823529411,,,,,,2.0,2.0,,,,,,,1.0,,,,0.5,,,,,,,,0.5,,1.0,1.0,0.3333333333333333,,,,1.0,,,,1.0,1.0,1.0,1.0,,1.0,0.3333333333333333,,,,,,,,,,,1.0,0.3333333333333333,,,1.0,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628467,1610612742,Maxi Kleber,Maxi Kleber,1628467,DAL,1253.0,21,-2,46,47,14,9.0,4.0,93,,,,,,,1.0,,,,,,1.0,2.0,2.0,54.0,,,,,2.0,2.0,,,,1.0,,2.0,,2.0,,,,1.0,4.0,,2.0,1.0,4.0,1.0,5.0,1.0,1.0,,,,,,,,,,1.0,1.0,2.0,1.0,2.0,,,1.0,2.0,14,1.0,,,,,,,,,,,0.5,1.0,1.0,4.0,,0.16666666666666666,,0.25,0.21428571428571427,,,,,,,,,,1.0,,,,,,,,1.0,,0.5307,,,,1.0,,26.2,0.30434782608695654,,,,,,2.0,2.0,,1.0,1.0,,,,1.0,1.0,,,0.3333333333333333,0.2857142857142857,,,,,,,1.0,,,1.0,,,,,,,,,1.0,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,1.0,0.5,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
