EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGA,LongMidRangeFGA,FG2M,FG2A,Points,OpponentPoints,PenaltyFG2A,PtsAssisted2s,Fg2aBlocked,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,DeadBallTurnovers,Turnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,FG2APctBlocked,ShortMidRangePctBlocked,Usage,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,Avg2ptShotDistance,PenaltyOffPossPct,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,LongMidRangeFGM,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG3M,FG3A,FtPoints,PenaltyFG2M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,PtsAssisted3s,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,DefTwoPtRebounds,FTDefRebounds,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,SecondChanceTurnovers,PenaltyTurnovers,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,FG3APct,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,NonHeaveArc3Accuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg3ptShotDistance,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG3M,SelfOReb,LostBallSteals,BlockingFouls,2pt And 1 Free Throw Trips,SecondChanceFg3Pct,PenaltyFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,DefAtRimReboundPct,DefCorner3ReboundPct,SelfORebPct,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,PenaltyCorner3FGM,PenaltyCorner3FGA,BlockingFoulsDrawn,BlockedAtRim,RecoveredBlocks,AtRimPctBlocked,LongMidRangePctBlocked,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,BlocksRecoveredPct,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PtsUnassisted3s,LongMidRangeAssists,Technical Free Throw Trips,BlockedLongMidRange,Corner3Assists,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,PtsPutbacks,Blocked3s,BlockedArc3,Charge Fouls,on,SecondChanceCorner3FGM,Travels,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Charge Fouls Drawn,ThreePtShootingFoulsDrawn,Corner3PctBlocked,ThreePtShootingFoulsDrawnPct,FTOffRebounds,OffFTReboundPct,HeaveMakes,BlockedCorner3,DefensiveGoaltends,Defensive 3 Seconds Violations
1627767,1610612740,Cheick Diallo,Cheick Diallo,1627767,NOP,1329.0,22.0,-5,47.0,49,8.0,24,2.0,96,1.0,1.0,2.0,1.0,1.0,4.0,2.0,48,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,8.0,1.0,1.0,1.0,0.25,0.25,0.25,0.25,0.5,10.204081632653061,0.1111111111111111,0.08333333333333333,0.08333333333333333,0.038461538461538464,0.09523809523809523,1.0,0.09090909090909091,0.1,0.25,1.0,1.0,1.0,0.5,0.25,0.25,0.43870000000000003,0.4397,8.475,0.1702127659574468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
201950,1610612740,Jrue Holiday,Jrue Holiday,201950,NOP,3619.0,60.0,-16,128.0,134,37.0,47,11.0,262,12.0,13.0,6.0,4.0,16.0,23.0,46.0,160,6.0,6.0,,,,1.0,8.0,,8.0,1.0,1.0,2.0,6.0,2.0,3.0,,,37.0,1.0,0.1875,0.1875,0.6956521739130435,0.5857142857142857,0.6052631578947368,,,31.42857142857143,,0.043478260869565216,,0.11864406779661017,,,,0.047619047619047616,0.37142857142857144,0.9230769230769231,0.9230769230769231,0.16666666666666666,0.17142857142857143,0.11428571428571428,0.7142857142857143,0.535535294117647,0.53653,6.439130434782609,0.2890625,3.0,3.0,2.0,2.0,1.0,1.0,2.0,11.0,5.0,3.0,12.0,5.0,4.0,5.0,3.0,11.0,26.0,9.0,1.0,10.0,2.0,6.0,2.0,8.0,2.0,5.0,1.0,18.0,6.0,1.0,4.0,1.0,2.0,1.0,2.0,1.0,3.0,4.0,1.0,1.0,6.0,2.0,1.0,1.0,1.0,1.0,11.0,1.0,1.0,0.25,0.2727272727272727,0.6666666666666666,0.36363636363636365,0.4230769230769231,0.34285714285714286,0.6666666666666666,0.3333333333333333,0.16666666666666666,0.14285714285714285,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.5,0.5,0.02857142857142857,1.0,1.0,1.0,0.3142857142857143,0.18181818181818182,0.18181818181818182,1.0,0.2727272727272727,1.0,0.45454545454545453,0.2,0.05405405405405406,0.08,0.2391304347826087,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
202703,1610612740,Nikola Mirotic,Nikola Mirotic,202703,NOP,2421.0,40.0,-2,80.0,86,17.0,24,8.0,166,7.0,8.0,3.0,4.0,9.0,15.0,23.0,100,2.0,16.0,,,1.0,6.0,12.0,1.0,13.0,3.0,1.0,,,2.0,4.0,,,17.0,1.0,0.8888888888888888,0.8888888888888888,0.6,0.5,0.5227272727272727,,,22.82608695652174,0.05263157894736842,0.46153846153846156,,0.3142857142857143,0.02564102564102564,0.5,,0.45454545454545453,0.38095238095238093,0.875,0.875,0.8571428571428571,0.14285714285714285,0.19047619047619047,0.6666666666666666,0.4985075,0.4696666666666667,7.8533333333333335,0.2125,2.0,2.0,1.0,1.0,,1.0,1.0,5.0,2.0,1.0,6.0,2.0,2.0,2.0,,7.0,2.0,3.0,1.0,4.0,1.0,1.0,2.0,3.0,2.0,,1.0,8.0,5.0,1.0,,,,,,,,4.0,1.0,1.0,2.0,1.0,1.0,,,,7.0,,1.0,0.16666666666666666,0.2,1.0,0.875,0.875,0.2857142857142857,,1.0,0.22727272727272727,0.42857142857142855,0.1111111111111111,0.3333333333333333,0.3333333333333333,1.0,0.25,0.25,0.047619047619047616,,,,0.23809523809523808,0.2,0.2,1.0,0.5,1.0,0.5,0.25,0.047619047619047616,0.06666666666666667,0.30434782608695654,30.05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,6.0,1.0,1.0,2.0,1.0,1.0,0.5,0.5,1.0,0.8333333333333334,0.75,0.16666666666666666,0.5,0.1,1.0,0.3333333333333333,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,0.5,0.6191,0.2608695652173913,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
203524,1610612740,Solomon Hill,Solomon Hill,203524,NOP,6841.0,114.0,-19,237.0,247,55.0,85,19.0,484,1.0,3.0,5.0,1.0,3.0,9.0,33.0,283,1.0,4.0,3.0,2.0,4.0,1.0,11.0,6.0,17.0,1.0,,1.0,6.0,9.0,17.0,1.0,1.0,55.0,2.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.48,0.55,0.3333333333333333,0.2,13.8996138996139,0.06779661016949153,0.022222222222222223,0.04081632653061224,0.08490566037735849,0.05555555555555555,0.07692307692307693,0.025,0.02702702702702703,0.12,0.3333333333333333,0.5,1.0,0.2,0.04,0.76,0.5244600000000001,0.5380833333333334,8.877777777777776,0.2320675105485232,,,2.0,,3.0,7.0,3.0,9.0,,6.0,16.0,9.0,1.0,2.0,4.0,9.0,2.0,18.0,,9.0,3.0,5.0,2.0,7.0,2.0,2.0,3.0,16.0,8.0,2.0,5.0,,4.0,,1.0,,1.0,6.0,,1.0,10.0,5.0,,1.0,,1.0,9.0,,1.0,0.375,0.375,1.0,0.8333333333333334,0.9,0.64,0.8333333333333334,0.25,0.13114754098360656,0.15,0.05,0.4,0.5,0.5,,,0.28,0.42857142857142855,0.42857142857142855,1.0,0.36,0.3333333333333333,0.3333333333333333,1.0,,,,0.3333333333333333,0.16666666666666666,0.35714285714285715,0.2727272727272727,24.59375,,,,1.0,2.0,,1.0,1.0,1.0,2.0,,5.0,1.0,1.0,1.0,,,0.5,0.5,1.0,0.8333333333333334,0.8333333333333334,0.19047619047619047,,0.07692307692307693,,,,,,0.6666666666666666,0.5,1.0,,0.5517,0.15151515151515152,1.0,2.0,1.0,1.0,1.0,0.3333333333333333,1.0,0.07407407407407407,0.05263157894736842,0.1111111111111111,1.0,0.6666666666666666,0.5,,,,,,,,,,,,,True,,,,,,,,,,,,,,
203546,1610612740,Ian Clark,Ian Clark,203546,NOP,5436.0,91.0,-31,190.0,199,50.0,78,14.0,389,4.0,4.0,5.0,8.0,6.0,17.0,37.0,230,3.0,4.0,4.0,,,1.0,3.0,,3.0,4.0,1.0,1.0,5.0,3.0,10.0,1.0,,50.0,3.0,0.3333333333333333,0.3333333333333333,0.35294117647058826,0.5,0.5294117647058824,0.23529411764705882,0.4,18.932038834951456,,0.02857142857142857,,0.024390243902439025,,,,0.034482758620689655,0.12121212121212122,1.0,1.0,0.5,0.15151515151515152,0.24242424242424243,0.6060606060606061,0.49320909090909093,0.5750863636363636,10.488235294117647,0.2631578947368421,2.0,2.0,1.0,1.0,1.0,3.0,6.0,13.0,6.0,7.0,16.0,4.0,2.0,8.0,2.0,15.0,8.0,18.0,,13.0,6.0,3.0,3.0,6.0,3.0,1.0,1.0,15.0,1.0,1.0,4.0,1.0,3.0,,1.0,1.0,,5.0,,1.0,4.0,1.0,1.0,1.0,,1.0,15.0,,0.8571428571428571,0.4375,0.4375,0.6666666666666666,0.5909090909090909,0.625,0.48484848484848486,0.8,0.14285714285714285,0.02127659574468085,0.058823529411764705,,0.2,0.3333333333333333,,0.125,0.16666666666666666,0.09090909090909091,0.3333333333333333,0.3333333333333333,1.0,0.3939393939393939,0.46153846153846156,0.46153846153846156,0.8333333333333334,0.18181818181818182,1.0,0.5454545454545454,0.46153846153846156,0.030303030303030304,0.058823529411764705,0.40540540540540543,25.71875,1.0,1.0,,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,5.0,3.0,,3.0,,1.0,1.0,0.375,0.5,0.8333333333333334,0.8333333333333334,,,,,0.3333333333333333,1.0,,,0.3333333333333333,1.0,,0.3333333333333333,0.45055,0.13513513513513514,1.0,2.0,,,1.0,,0.25,,,,1.0,0.18181818181818182,0.5,3.0,1.0,1.0,1.0,,,,,,,,,True,,,,,,,,,,,,,,
202348,1610612740,Jordan Crawford,Jordan Crawford,202348,NOP,714.0,12.0,-1,24.0,26,,10,1.0,50,,,3.0,1.0,4.0,4.0,17.0,26,,,,,,2.0,4.0,,4.0,,,,2.0,,1.0,,,,,,,1.0,0.85,0.85,,,48.0,,0.4,,0.2857142857142857,,,,0.25,,,,,0.3,0.1,0.6,0.5035299999999999,,12.875,,,,3.0,1.0,,,3.0,6.0,,3.0,6.0,,,,,,8.0,3.0,,6.0,3.0,1.0,,1.0,,1.0,,2.0,2.0,,2.0,,1.0,,1.0,,,1.0,,,,,,,,,,,0.3333333333333333,0.5,0.5,,,,0.6,1.0,,0.2222222222222222,1.0,,1.0,1.0,,1.0,1.0,,,,,0.6,0.5,0.5,0.3333333333333333,,,,0.5,,,,27.75,,,,,,,,,,,,,,,,,,,,,,,0.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,True,,,,,,,,,,,,,,
202732,1610612740,DeAndre Liggins,DeAndre Liggins,202732,NOP,521.0,9.0,-10,21.0,22,8.0,22,,43,,,,,,,1.0,23,,,,,,1.0,1.0,,1.0,,,,1.0,,,,,8.0,,,,,,0.5,,,9.523809523809524,,0.16666666666666666,,0.1,,,,0.25,,,,,,,,,,,0.38095238095238093,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,1.0,1.0,,,2.0,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
202734,1610612740,E'Twaun Moore,E'Twaun Moore,202734,NOP,1858.0,31.0,-6,60.0,64,13.0,11,7.0,124,1.0,3.0,9.0,3.0,7.0,15.0,20.0,81,5.0,10.0,2.0,,,2.0,3.0,,3.0,1.0,1.0,,,2.0,4.0,,,13.0,1.0,0.7142857142857143,0.7142857142857143,0.4666666666666667,0.5,0.5555555555555556,0.13333333333333333,,26.086956521739133,,0.18181818181818182,,0.1,,,,0.2222222222222222,0.17647058823529413,0.3333333333333333,0.5,1.0,0.5294117647058824,0.17647058823529413,0.29411764705882354,0.44105,0.4261166666666667,9.126666666666665,0.21666666666666667,,1.0,5.0,1.0,,,1.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,,2.0,4.0,3.0,,2.0,1.0,,1.0,1.0,,,,3.0,1.0,,,,,,,,,3.0,,,3.0,1.0,1.0,,,,2.0,,1.0,0.5,0.5,0.2,0.16666666666666666,0.16666666666666666,0.11764705882352941,,,0.05263157894736842,,0.1111111111111111,0.5555555555555556,0.5555555555555556,0.6,0.3333333333333333,0.5,,,,,0.11764705882352941,0.5,0.5,1.0,0.16666666666666666,,0.16666666666666666,0.5,0.058823529411764705,0.06666666666666667,0.1,25.3,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,0.3333333333333333,0.3333333333333333,,,,,,,,,,,1.0,,,,,,,,True,,,,,,,,,,,,,,
203121,1610612740,Darius Miller,Darius Miller,203121,NOP,4654.0,78.0,19,162.0,168,39.0,59,13.0,330,,,2.0,3.0,3.0,5.0,26.0,167,,6.0,1.0,1.0,,8.0,12.0,1.0,13.0,2.0,,1.0,2.0,3.0,5.0,1.0,,39.0,,1.0,1.0,0.6,0.5714285714285714,0.5909090909090909,0.2,,13.636363636363637,,0.23529411764705882,0.02857142857142857,0.1375,0.013888888888888888,,0.037037037037037035,0.25,,,,,0.09523809523809523,0.14285714285714285,0.7619047619047619,0.5196999999999999,0.52455,14.8,0.24074074074074073,,,2.0,1.0,,2.0,6.0,14.0,3.0,6.0,16.0,2.0,,3.0,2.0,5.0,,15.0,,14.0,6.0,4.0,2.0,6.0,1.0,1.0,3.0,14.0,3.0,1.0,1.0,1.0,1.0,,,,,2.0,,,2.0,,1.0,,,,5.0,1.0,0.8333333333333334,0.375,0.375,,0.5,0.625,0.7619047619047619,0.5,0.2,0.06521739130434782,,0.07692307692307693,1.0,1.0,1.0,0.3333333333333333,0.5,0.09523809523809523,,,,0.6666666666666666,0.42857142857142855,0.46153846153846156,0.8333333333333334,,,1.0,0.42857142857142855,,,0.19230769230769232,25.29375,,,,,1.0,1.0,,1.0,,1.0,,,1.0,,2.0,,,,0.3333333333333333,,,,0.125,0.16666666666666666,,1.0,,,,,0.5,,,0.3333333333333333,0.49749999999999994,,,,,,,,0.3333333333333333,,,,,,,3.0,,,,1.0,1.0,0.0625,0.07142857142857142,,,,,True,,,,,,,,,,,,,,
200765,1610612740,Rajon Rondo,Rajon Rondo,200765,NOP,3207.0,53.0,-3,110.0,110,18.0,27,8.0,220,5.0,10.0,4.0,1.0,7.0,15.0,21.0,138,1.0,4.0,1.0,1.0,1.0,8.0,12.0,2.0,14.0,2.0,,,2.0,1.0,1.0,,,18.0,,0.2857142857142857,0.3333333333333333,0.4666666666666667,0.5,0.5,0.06666666666666667,,19.327731092436977,0.037037037037037035,0.42105263157894735,0.058823529411764705,0.2702702702702703,0.045454545454545456,,,0.35714285714285715,0.5,0.5,0.5555555555555556,0.2,0.2,0.05,0.75,0.5270374999999999,0.513875,4.873333333333333,0.16363636363636364,1.0,1.0,1.0,1.0,,,2.0,5.0,1.0,2.0,5.0,1.0,1.0,1.0,,2.0,10.0,3.0,,5.0,2.0,12.0,12.0,24.0,9.0,8.0,1.0,60.0,2.0,2.0,2.0,,2.0,,,,1.0,2.0,,,2.0,1.0,,,,1.0,2.0,,0.5,0.4,0.4,1.0,0.5,0.5,0.25,1.0,0.5,0.1111111111111111,0.2,0.3333333333333333,0.25,0.25,1.0,1.0,1.0,,,,,0.25,0.4,0.5,0.5,0.5,1.0,0.5,0.4,0.047619047619047616,0.0625,0.09523809523809523,25.259999999999998,2.0,2.0,,1.0,2.0,,2.0,2.0,1.0,2.0,,7.0,,,2.0,,,0.5,,1.0,0.875,0.875,,0.6,,,0.5,1.0,,,0.5,0.5,1.0,,0.5553166666666667,0.3333333333333333,,,,,1.0,0.1,,,0.1111111111111111,0.2,1.0,,,3.0,3.0,,,3.0,1.0,0.2,0.2,2.0,1.0,1.0,,True,,,,,,,,,,,,,,
