EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,BlockingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,Charge Fouls Drawn,Loose Ball Fouls Drawn,BlockingFoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,LongMidRangeFGM,SecondChanceFtPoints,Fg2aBlocked,ThreePtAssists,Arc3Assists,Corner3Assists,ShortMidRangeAssists,FTOffRebounds,FTDefRebounds,LostBallOutOfBoundsTurnovers,Charge Fouls,Offensive Fouls,Offensive Fouls Drawn,Blocked3s,BlockedArc3,BlockedAtRim,RecoveredBlocks,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,DefFTReboundPct,OffFTReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,SecondChanceAtRimPctAssisted,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,SecondChanceFg3Pct,PenaltyFg3Pct,LongMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawnPct,Fg3aBlocked,BlockedLongMidRange,FG3APctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,PenaltyCorner3FGM,Technical Free Throw Trips,PenaltyCorner3Accuracy,PtsUnassisted3s,on,HeaveAttempts
101141,1610612755,Ersan Ilyasova,Ersan Ilyasova,101141,PHI,5218.0,87,-10.0,172,179,50.0,43.0,23.0,351,10.0,18.0,2.0,5.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,5.0,10.0,2.0,12.0,21.0,5.0,11.0,6.0,45.0,197,3.0,6.0,6.0,2.0,4.0,3.0,1.0,5.0,16.0,8.0,15.0,6.0,10.0,5.0,3.0,3.0,2.0,1.0,6.0,2.0,6.0,5.0,13.0,18.0,8.0,26.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,5.0,1.0,2.0,8.0,1.0,14.0,2.0,11.0,1.0,2.0,1.0,10.0,2.0,5.0,1.0,2.0,2.0,2.0,5.0,50.0,3.0,1.0,0.6666666666666666,0.8888888888888888,1.0,0.45454545454545453,0.45454545454545453,0.5714285714285714,0.5,0.5,0.609375,0.5,0.2857142857142857,0.625,0.5,0.3125,0.34375,20.707070707070706,0.4,0.25,0.125,0.14705882352941177,0.046511627906976744,0.20930232558139536,0.08791208791208792,0.07407407407407407,0.2222222222222222,0.16666666666666666,0.02702702702702703,0.16666666666666666,0.3333333333333333,0.21052631578947367,0.2,0.16129032258064516,0.13333333333333333,0.5625,0.5555555555555556,0.5555555555555556,0.8,0.0625,1.0,1.0,0.03125,0.03125,0.3125,0.5,0.5,1.0,0.8333333333333334,0.4,0.5714285714285714,0.5,0.14285714285714285,0.2857142857142857,0.90625,0.5,0.5589765625,0.54486,0.5761499999999999,0.14285714285714285,0.20833333333333334,0.13333333333333333,0.1111111111111111,3.152380952380952,25.527272727272727,0.29069767441860467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
1626147,1610612755,Justin Anderson,Justin Anderson,1626147,PHI,412.0,7,-2.0,13,17,12.0,8.0,2.0,30,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,1.0,2.0,,1.0,,1.0,,,,,,,,,,,1.0,,2.0,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,0.5,0.5,0.3333333333333333,0.16666666666666666,,,,0.5,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9230769230769231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
1627732,1610612755,Ben Simmons,Ben Simmons,1627732,PHI,17406.0,290,-44.0,588,586,180.0,129.0,86.0,1174,38.0,57.0,5.0,7.0,11.0,14.0,11.0,37.0,7.0,,,,,,50.0,101.0,,,30.0,130.0,674,7.0,12.0,16.0,15.0,26.0,,19.0,49.0,42.0,58.0,,4.0,,,30.0,56.0,23.0,4.0,138.0,4.0,5.0,31.0,25.0,62.0,10.0,72.0,3.0,10.0,5.0,5.0,19.0,4.0,14.0,17.0,5.0,1.0,4.0,36.0,6.0,9.0,10.0,,25.0,,35.0,,2.0,,42.0,2.0,13.0,9.0,4.0,1.0,5.0,45.0,178.0,2.0,6.0,0.42,0.4375,,,,0.49504950495049505,0.5833333333333334,0.5769230769230769,0.49504950495049505,0.5833333333333334,0.5769230769230769,0.5371900826446281,0.6153846153846154,0.6282051282051282,,22.886297376093292,0.5277777777777778,0.1736111111111111,0.027624309392265192,0.2818181818181818,0.03418803418803419,0.2204724409448819,0.030201342281879196,0.037037037037037035,0.03278688524590164,,0.038834951456310676,,0.1724137931034483,0.21052631578947367,0.14583333333333334,0.26881720430107525,0.07142857142857142,0.5643564356435643,0.6666666666666666,0.7307692307692307,0.4473684210526316,0.36633663366336633,0.2972972972972973,0.3142857142857143,0.06930693069306931,,,,,,0.5833333333333334,0.7142857142857143,0.5384615384615384,0.7857142857142857,,,0.5643564356435643,,0.5001455445544554,0.529,0.5029538461538462,0.11607142857142858,0.11607142857142858,0.12307692307692308,0.3769230769230769,4.866336633663367,,0.30612244897959184,1.0,2.0,7.0,26.0,23.0,3.0,3.0,1.0,6.0,1.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,0.06930693069306931,0.08771929824561403,0.05405405405405406,0.4,0.045454545454545456,0.35294117647058826,0.2,0.36363636363636365,0.14285714285714285,0.14285714285714285,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
201158,1610612755,Marco Belinelli,Marco Belinelli,201158,PHI,9973.0,166,-6.0,334,333,144.0,70.0,49.0,667,9.0,17.0,,1.0,4.0,8.0,,4.0,15.0,1.0,,8.0,25.0,13.0,15.0,36.0,9.0,26.0,12.0,69.0,385,,2.0,8.0,9.0,17.0,13.0,9.0,42.0,28.0,2.0,27.0,,25.0,8.0,4.0,9.0,3.0,1.0,23.0,,1.0,3.0,6.0,9.0,1.0,10.0,,5.0,2.0,3.0,1.0,,1.0,1.0,,,,2.0,,,5.0,,14.0,2.0,15.0,,,,14.0,2.0,3.0,3.0,,,,42.0,144.0,2.0,3.0,0.9333333333333333,0.9333333333333333,1.0,0.34615384615384615,0.34615384615384615,0.4166666666666667,,0.5294117647058824,0.4596774193548387,0.5,0.55,0.5149253731343284,0.5714285714285714,0.6176470588235294,0.41935483870967744,17.783505154639176,0.5,0.07058823529411765,0.010638297872340425,0.05,,0.06206896551724138,0.006329113924050633,0.022727272727272728,,,,,0.029411764705882353,0.13793103448275862,0.045454545454545456,0.057692307692307696,,0.27419354838709675,0.5294117647058824,0.6923076923076923,1.0,0.06451612903225806,,,0.24193548387096775,0.016129032258064516,0.4032258064516129,0.32,0.32,1.0,0.16666666666666666,,0.26666666666666666,0.5,,0.43333333333333335,0.6935483870967742,0.32,0.49592903225806445,0.4652,0.506685,0.078125,0.08108108108108109,0.11594202898550725,0.6086956521739131,9.986111111111112,26.16923076923077,0.4311377245508982,6.0,2.0,4.0,5.0,4.0,1.0,,,,1.0,,,,,,,,0.1111111111111111,0.23529411764705882,,,,,,,0.4,0.4,,1.0,1.0,1.0,1.0,3.0,5.0,2.0,4.0,5.0,1.0,2.0,0.5,0.38461538461538464,0.8333333333333334,1.0,1.0,1.0,0.16666666666666666,1.0,1.0,0.5,0.3333333333333333,1.0,0.38461538461538464,0.07407407407407407,,,,,,,,,,True,
203967,1610612755,Dario Saric,Dario Saric,203967,PHI,19710.0,328,-22.0,662,661,199.0,155.0,92.0,1323,26.0,47.0,8.0,13.0,10.0,17.0,11.0,25.0,16.0,3.0,,20.0,49.0,15.0,39.0,88.0,20.0,52.0,34.0,172.0,746,8.0,16.0,32.0,12.0,25.0,15.0,9.0,57.0,46.0,32.0,60.0,8.0,49.0,20.0,24.0,35.0,16.0,3.0,81.0,12.0,19.0,14.0,24.0,41.0,32.0,73.0,5.0,10.0,6.0,4.0,11.0,,4.0,4.0,7.0,,1.0,15.0,1.0,7.0,15.0,,28.0,2.0,39.0,2.0,3.0,,40.0,3.0,17.0,3.0,4.0,1.0,4.0,57.0,197.0,3.0,3.0,0.5897435897435898,0.6571428571428571,1.0,0.38461538461538464,0.38461538461538464,0.4431818181818182,0.5,0.48,0.4928571428571429,0.5238095238095238,0.6,0.5443037974683544,0.6153846153846154,0.6333333333333333,0.37142857142857144,22.58485639686684,0.7333333333333333,0.13793103448275862,0.095,0.11290322580645161,0.09375,0.12751677852348994,0.09451219512195122,0.09090909090909091,0.1323529411764706,0.045454545454545456,0.08849557522123894,0.13333333333333333,0.08333333333333333,0.08,0.2692307692307692,0.11428571428571428,0.08196721311475409,0.3357142857142857,0.5531914893617021,0.6842105263157895,0.5769230769230769,0.17857142857142858,0.44,0.5789473684210527,0.11428571428571428,0.02142857142857143,0.35,0.40816326530612246,0.43478260869565216,1.0,0.6190476190476191,0.6153846153846154,0.425,0.5882352941176471,,0.375,0.7071428571428572,0.40816326530612246,0.5182082142857142,0.5465625000000001,0.53357375,0.11612903225806452,0.16666666666666666,0.18604651162790697,0.3313953488372093,6.613636363636362,26.203846153846158,0.30060422960725075,2.0,10.0,17.0,11.0,7.0,4.0,5.0,1.0,3.0,,1.0,1.0,,,,2.0,2.0,0.19318181818181818,0.19148936170212766,0.24,0.16666666666666666,0.045454545454545456,0.10526315789473684,0.5,0.5454545454545454,0.125,0.14285714285714285,0.25,,,1.0,2.0,4.0,8.0,2.0,5.0,8.0,,1.0,0.4,0.5333333333333333,1.0,,,,0.047619047619047616,,,0.19047619047619047,0.5,1.0,0.5333333333333333,0.018867924528301886,3.0,1.0,0.057692307692307696,0.125,0.061224489795918366,,,,,True,
200755,1610612755,JJ Redick,JJ Redick,200755,PHI,13448.0,224,-1.0,448,443,121.0,98.0,64.0,891,7.0,14.0,1.0,1.0,1.0,1.0,2.0,6.0,19.0,8.0,2.0,9.0,35.0,11.0,21.0,39.0,11.0,43.0,23.0,98.0,505,2.0,2.0,9.0,2.0,3.0,13.0,9.0,25.0,36.0,6.0,33.0,2.0,35.0,9.0,13.0,18.0,9.0,1.0,41.0,,2.0,2.0,4.0,6.0,2.0,8.0,,6.0,4.0,2.0,3.0,,2.0,1.0,1.0,,,4.0,,3.0,7.0,1.0,16.0,1.0,22.0,1.0,,,26.0,1.0,7.0,3.0,,,,25.0,120.0,,3.0,0.8571428571428571,0.9,1.0,0.2558139534883721,0.2558139534883721,0.5384615384615384,1.0,0.6666666666666666,0.4573170731707317,0.7,0.5,0.521505376344086,0.75,0.5681818181818182,0.524390243902439,18.653846153846153,0.75,0.03333333333333333,0.015151515151515152,0.024096385542168676,,0.029556650246305417,0.009174311926605505,0.03571428571428571,,,,,,0.02857142857142857,0.07894736842105263,0.028985507246376812,,0.17073170731707318,0.5,0.6363636363636364,0.8571428571428571,0.07317073170731707,0.3333333333333333,0.4,0.23170731707317074,0.0975609756097561,0.4268292682926829,0.2571428571428571,0.2647058823529412,1.0,0.2,1.0,0.0625,1.0,0.125,0.6875,0.6951219512195121,0.2571428571428571,0.48815670731707317,0.487275,0.50018125,0.1,0.15555555555555556,0.09183673469387756,0.25510204081632654,11.676923076923076,25.974418604651166,0.2700892857142857,12.0,2.0,4.0,5.0,4.0,1.0,3.0,,,1.0,,,2.0,,,,,0.10256410256410256,0.21428571428571427,0.16666666666666666,,,,,1.0,0.631578947368421,0.631578947368421,,2.0,,,1.0,3.0,3.0,1.0,3.0,4.0,,2.0,0.3333333333333333,0.3076923076923077,0.8333333333333334,0.25,0.25,1.0,,,,0.6,0.3333333333333333,1.0,0.2727272727272727,0.044444444444444446,1.0,,0.023255813953488372,,0.02857142857142857,1.0,1.0,0.5,,True,
203496,1610612755,Robert Covington,Robert Covington,203496,PHI,12798.0,213,-28.0,443,441,111.0,100.0,62.0,884,8.0,18.0,3.0,7.0,1.0,4.0,,2.0,2.0,9.0,2.0,9.0,33.0,11.0,8.0,22.0,14.0,42.0,9.0,67.0,489,3.0,8.0,10.0,1.0,4.0,13.0,6.0,23.0,12.0,4.0,36.0,4.0,33.0,9.0,12.0,17.0,8.0,2.0,39.0,3.0,6.0,7.0,20.0,29.0,9.0,38.0,4.0,9.0,3.0,6.0,4.0,2.0,2.0,3.0,2.0,,,7.0,2.0,1.0,12.0,,26.0,1.0,11.0,,2.0,,13.0,,2.0,3.0,8.0,1.0,8.0,23.0,109.0,3.0,3.0,0.75,1.0,0.8571428571428571,0.3333333333333333,0.3333333333333333,0.36363636363636365,0.375,0.25,0.453125,0.4090909090909091,0.5,0.4785714285714286,0.4166666666666667,0.5476190476190477,0.65625,14.95145631067961,0.5714285714285714,0.1652892561983471,0.0425531914893617,0.08536585365853659,0.03225806451612903,0.1330049261083744,0.038461538461538464,0.057971014492753624,0.025,0.03125,0.037037037037037035,,0.16666666666666666,0.14814814814814814,0.175,0.08571428571428572,0.0975609756097561,0.28125,0.4444444444444444,0.47058823529411764,0.75,0.03125,,,0.03125,0.140625,0.515625,0.2727272727272727,0.2727272727272727,0.7777777777777778,0.6363636363636364,0.42857142857142855,0.23529411764705882,0.25,0.11764705882352941,0.6470588235294118,0.9375,0.2727272727272727,0.54981875,0.5956625000000001,0.5607205882352941,0.04477611940298507,0.08333333333333333,0.14925373134328357,0.34328358208955223,3.4181818181818184,25.96666666666667,0.2505643340857788,,1.0,1.0,5.0,5.0,,2.0,,2.0,,1.0,,2.0,,,6.0,6.0,0.045454545454545456,0.05555555555555555,,0.15384615384615385,,0.08333333333333333,0.75,,,,0.3333333333333333,5.0,,,1.0,3.0,3.0,1.0,3.0,5.0,,1.0,0.3333333333333333,0.38461538461538464,,0.5555555555555556,0.5555555555555556,1.0,,,,0.2727272727272727,0.3333333333333333,1.0,0.2727272727272727,0.023255813953488372,,1.0,,,,2.0,,1.0,6.0,True,
204456,1610612755,T.J. McConnell,T.J. McConnell,204456,PHI,5235.0,87,,170,174,48.0,73.0,16.0,344,7.0,9.0,2.0,2.0,,2.0,3.0,4.0,1.0,1.0,,,,,10.0,14.0,1.0,1.0,,23.0,188,2.0,2.0,4.0,,4.0,,,,4.0,16.0,3.0,,,,9.0,14.0,7.0,1.0,33.0,1.0,1.0,4.0,5.0,10.0,2.0,12.0,,1.0,1.0,,1.0,,,1.0,1.0,1.0,,2.0,,2.0,2.0,,5.0,,2.0,,,,,,,,,,,,46.0,,,0.2,0.2,1.0,1.0,1.0,0.7142857142857143,1.0,,0.7666666666666667,1.0,,0.7666666666666667,1.0,,0.06666666666666667,9.09090909090909,0.5,0.10204081632653061,0.02040816326530612,0.11428571428571428,0.04,0.10714285714285714,0.02702702702702703,,0.04,,0.045454545454545456,,0.09523809523809523,0.15789473684210525,,0.1,,0.6,0.7777777777777778,0.7777777777777778,0.14285714285714285,0.26666666666666666,0.75,0.75,0.06666666666666667,0.06666666666666667,,,,,1.0,1.0,0.5,,,,0.6666666666666666,,0.50368,,0.42325,,,0.17391304347826086,,5.3500000000000005,22.8,0.2823529411764706,,,,5.0,5.0,,1.0,,1.0,,,,2.0,,,,,,,,0.2,,0.2,,0.3333333333333333,,,,1.0,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,True,
1628365,1610612755,Markelle Fultz,Markelle Fultz,1628365,PHI,288.0,5,5.0,9,8,,,1.0,17,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,1.0,2.0,1.0,,5.0,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
101161,1610612755,Amir Johnson,Amir Johnson,101161,PHI,3529.0,59,11.0,127,121,47.0,17.0,21.0,248,5.0,8.0,3.0,4.0,1.0,2.0,1.0,3.0,,,,,,,6.0,11.0,,,3.0,15.0,134,4.0,5.0,9.0,2.0,5.0,,1.0,5.0,4.0,8.0,,6.0,,,4.0,7.0,2.0,2.0,17.0,2.0,8.0,5.0,2.0,8.0,10.0,18.0,1.0,2.0,2.0,,1.0,,1.0,,,,,1.0,,,4.0,,6.0,,7.0,1.0,3.0,,4.0,,1.0,1.0,1.0,,1.0,5.0,47.0,,1.0,0.3333333333333333,0.6666666666666666,,,,0.5454545454545454,0.8,0.4,0.5454545454545454,0.8,0.4,0.5769230769230769,0.75,0.4166666666666667,,9.271523178807946,1.0,0.09090909090909091,0.19047619047619047,0.2631578947368421,0.08695652173913043,0.17073170731707318,0.15384615384615385,0.05555555555555555,0.4166666666666667,0.16666666666666666,0.08695652173913043,,,,0.18181818181818182,0.2777777777777778,0.25,0.7272727272727273,0.625,0.625,0.4,0.2727272727272727,0.3333333333333333,0.5,,,,,,,0.8,0.75,0.4,0.5,,,0.7272727272727273,,0.5800727272727273,0.58425,0.50268,0.08333333333333333,0.08333333333333333,0.6,0.3333333333333333,2.3818181818181823,,0.3700787401574803,,1.0,1.0,3.0,3.0,,,,1.0,,,,,,,1.0,,0.09090909090909091,,0.3333333333333333,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
