EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,Assists,ShortMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,ShootingFouls,Fouls,FoulsDrawn,BlockingFoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,Usage,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Corner3Assists,AtRimAssists,FTDefRebounds,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,Charge Fouls,Charge Fouls Drawn,Offensive Fouls Drawn,BlockedLongMidRange,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Avg3ptShotDistance,HeaveAttempts,Arc3Assists,LongMidRangeAssists,SelfOReb,LongMidRangePctBlocked,OffCorner3ReboundPct,SelfORebPct,LostBallOutOfBoundsTurnovers,BlockingFouls,Technical Free Throw Trips,PenaltyCorner3FGA,Loose Ball Fouls,Offensive Fouls,Loose Ball Fouls Drawn,PenaltyCorner3Frequency,StepOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,on,PenaltyCorner3FGM,PenaltyCorner3Accuracy,FTOffRebounds,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,OffFTReboundPct,ThreePtShootingFoulsDrawnPct,3SecondViolations
101133,1610612764,Ian Mahinmi,Ian Mahinmi,101133,WAS,2113.0,35,18,72,72,24,31.0,11.0,144,7.0,10.0,2.0,2.0,1.0,2.0,7.0,10.0,5.0,19.0,72,2.0,2.0,4.0,1.0,2.0,2.0,4.0,10.0,4.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,4.0,7.0,4.0,11.0,3.0,1.0,2.0,1.0,5.0,3.0,1.0,5.0,1.0,2.0,1.0,5.0,1.0,4.0,5.0,3.0,4.0,24,1.0,1.0,0.7142857142857143,1.0,0.7,1.0,0.5,0.7,1.0,0.5,0.7916666666666666,1.0,0.6666666666666666,0.1,0.1,14.117647058823529,0.21052631578947367,0.125,0.1875,0.1111111111111111,0.2,0.12121212121212122,0.1111111111111111,0.125,0.14285714285714285,0.125,0.2857142857142857,0.1,0.5,0.08333333333333333,0.5,0.6,1.0,0.7,0.7777777777777778,0.7142857142857143,1.0,1.0,1.0,0.5,1.0,0.54577,0.52915,0.5534,0.18181818181818182,0.18181818181818182,0.21052631578947367,0.21052631578947367,1.72,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
1626162,1610612764,Kelly Oubre Jr.,Kelly Oubre Jr.,1626162,WAS,8890.0,148,4,300,305,96,119.0,31.0,605,11.0,17.0,1.0,1.0,6.0,9.0,14.0,29.0,16.0,56.0,327,2.0,4.0,11.0,7.0,12.0,6.0,23.0,22.0,6.0,,3.0,3.0,4.0,,9.0,,1.0,8.0,11.0,22.0,1.0,23.0,6.0,3.0,3.0,7.0,16.0,19.0,1.0,18.0,2.0,9.0,1.0,3.0,1.0,1.0,3.0,,23.0,96,2.0,1.0,0.7857142857142857,0.7857142857142857,0.4827586206896552,0.5,0.5833333333333334,0.4166666666666667,0.625,0.53125,0.5,0.6875,0.6052631578947368,0.10344827586206896,0.11764705882352941,18.208955223880597,0.13580246913580246,0.011904761904761904,0.13793103448275862,,0.1366906474820144,0.007575757575757576,0.03225806451612903,,,,0.075,0.10344827586206896,0.4166666666666667,0.14893617021276595,0.09090909090909091,,0.3541666666666667,0.6470588235294118,0.7333333333333333,0.7272727272727273,0.125,1.0,0.5625,0.6666666666666666,0.75,0.5114906249999999,0.4966416666666667,0.53453125,0.16363636363636364,0.25,0.19642857142857142,0.4107142857142857,6.706896551724139,0.32,2.0,7.0,1.0,5.0,1.0,3.0,1.0,2.0,3.0,16.0,1.0,2.0,1.0,4.0,4.0,19.0,2.0,4.0,1.0,1.0,4.0,9.0,3.0,16.0,3.0,1.0,1.0,3.0,3.0,3.0,1.0,2.0,2.0,1.0,5.0,2.0,1.0,2.0,5.0,1.0,0.75,0.21052631578947367,0.5,0.25,0.21052631578947367,0.3958333333333333,0.14285714285714285,0.6,0.25,0.14583333333333334,0.2857142857142857,0.3333333333333333,1.0,0.10416666666666667,0.2,0.2,1.0,0.0625,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.1875,0.1875,0.6666666666666666,1.0,0.25,0.5,1.0,0.25,0.5,1.0,0.25,0.25,0.1875,25.436842105263157,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
201951,1610612764,Ty Lawson,Ty Lawson,201951,WAS,4248.0,71,3,139,142,39,74.0,15.0,281,,1.0,,,,1.0,3.0,14.0,4.0,16.0,151,,1.0,,,4.0,4.0,7.0,2.0,4.0,,3.0,11.0,15.0,3.0,34.0,1.0,1.0,6.0,2.0,9.0,2.0,11.0,2.0,2.0,,,3.0,7.0,2.0,4.0,,,2.0,,,,,,7.0,39,1.0,2.0,0.3333333333333333,0.3333333333333333,0.21428571428571427,,,0.3333333333333333,,0.25,0.4,,0.4375,0.21428571428571427,1.0,14.64968152866242,0.04878048780487805,0.022727272727272728,0.1875,0.05263157894736842,0.1095890410958904,0.031746031746031744,,,0.058823529411764705,,0.043478260869565216,0.06666666666666667,,0.16,0.2857142857142857,,0.05555555555555555,,,,,,0.16666666666666666,,0.2777777777777778,0.43172058823529413,0.3783,0.42725,,,,0.4375,14.742857142857146,0.2805755395683453,2.0,4.0,1.0,9.0,1.0,1.0,,,1.0,3.0,,,1.0,2.0,2.0,4.0,,,,1.0,2.0,6.0,,2.0,1.0,4.0,2.0,6.0,1.0,3.0,,3.0,,,3.0,1.0,,,,,1.0,0.5,,0.5,0.6666666666666666,0.2222222222222222,,1.0,0.16666666666666666,0.2222222222222222,0.5,0.5,,0.5,0.1111111111111111,0.14285714285714285,1.0,0.05555555555555555,1.0,1.0,1.0,0.16666666666666666,0.3333333333333333,0.3333333333333333,1.0,,,,,,,,0.3333333333333333,0.5,0.5,30.075000000000003,1.0,2.0,2.0,1.0,0.2222222222222222,0.2,0.1111111111111111,,,,,,,,,,,,,,,True,,,,,,,,,
202322,1610612764,John Wall,John Wall,202322,WAS,6251.0,104,7,209,212,67,72.0,19.0,421,14.0,21.0,,,6.0,7.0,24.0,40.0,20.0,74.0,224,2.0,2.0,6.0,8.0,13.0,8.0,24.0,6.0,42.0,,2.0,16.0,25.0,5.0,59.0,2.0,,6.0,9.0,15.0,2.0,17.0,4.0,,4.0,7.0,8.0,17.0,1.0,24.0,1.0,10.0,2.0,4.0,3.0,1.0,4.0,3.0,24.0,67,,1.0,0.125,0.125,0.6,1.0,0.6153846153846154,0.5192307692307693,0.4,0.47058823529411764,0.5793650793650794,0.5,0.5476190476190477,0.05,0.09523809523809523,33.04347826086957,0.16363636363636364,,0.15789473684210525,0.05263157894736842,0.16129032258064516,0.023255813953488372,,,,0.05714285714285714,0.16666666666666666,0.1875,0.1111111111111111,0.16129032258064516,0.14285714285714285,0.75,0.40384615384615385,0.6666666666666666,0.7368421052631579,0.21428571428571427,,,0.4117647058823529,0.8571428571428571,0.6346153846153846,0.5098078431372548,0.4537,0.52268125,0.16393442622950818,0.20408163265306123,0.08108108108108109,0.32432432432432434,8.8275,0.32057416267942584,1.0,4.0,9.0,15.0,1.0,1.0,,,1.0,11.0,,3.0,,4.0,2.0,12.0,,3.0,2.0,,4.0,3.0,3.0,10.0,1.0,9.0,2.0,6.0,,8.0,3.0,5.0,5.0,3.0,13.0,3.0,,1.0,1.0,,0.5,0.16666666666666666,,,0.18181818181818182,0.23076923076923078,,0.6153846153846154,,0.07692307692307693,0.25,0.25,,0.28846153846153844,0.6,0.6,,0.019230769230769232,1.0,1.0,1.0,0.21153846153846154,0.09090909090909091,0.09090909090909091,,,,,,0.6,,,0.23529411764705882,,0.1,27.20833333333333,1.0,7.0,5.0,1.0,,,0.043478260869565216,2.0,1.0,1.0,,,,,,,,,,,,True,,,,,,,,,
203118,1610612764,Mike Scott,Mike Scott,203118,WAS,5289.0,88,22,178,179,47,73.0,19.0,357,4.0,5.0,2.0,3.0,,,15.0,21.0,4.0,52.0,196,3.0,4.0,9.0,6.0,6.0,2.0,20.0,28.0,2.0,2.0,1.0,2.0,4.0,,10.0,1.0,3.0,4.0,2.0,7.0,4.0,11.0,,,,6.0,10.0,8.0,,4.0,,1.0,1.0,1.0,1.0,,1.0,,20.0,47,,1.0,0.9333333333333333,1.0,0.7142857142857143,0.75,1.0,0.8,0.9,1.0,0.8125,0.9,1.0,0.047619047619047616,0.2,17.5,0.045454545454545456,0.057692307692307696,0.12121212121212122,0.045454545454545456,0.07792207792207792,0.05405405405405406,0.09523809523809523,,0.05,,0.045454545454545456,0.07142857142857142,,0.15384615384615385,,,0.16666666666666666,0.8,1.0,0.75,0.6,0.6666666666666666,,,0.4666666666666667,0.49563999999999997,0.54511,0.45180000000000003,0.03225806451612903,0.045454545454545456,0.17307692307692307,0.38461538461538464,10.738095238095237,0.2640449438202247,6.0,9.0,5.0,7.0,2.0,4.0,,,4.0,5.0,1.0,1.0,2.0,2.0,6.0,9.0,1.0,1.0,,2.0,3.0,18.0,,5.0,4.0,2.0,,2.0,1.0,2.0,,2.0,1.0,,3.0,,,1.0,,,1.0,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,0.3,,0.6666666666666666,0.14285714285714285,0.3,0.6666666666666666,0.6666666666666666,1.0,0.23333333333333334,0.7142857142857143,0.7142857142857143,1.0,0.13333333333333333,0.5,0.5,1.0,0.16666666666666666,0.8,0.8,1.0,0.5,,,,0.2,1.0,1.0,0.2222222222222222,1.0,0.8,24.688888888888886,,2.0,,,,0.2,,,,,1.0,1.0,1.0,3.0,0.1111111111111111,,,,,,,True,,,,,,,,,
202693,1610612764,Markieff Morris,Markieff Morris,202693,WAS,4094.0,68,-8,142,146,58,71.0,13.0,288,5.0,7.0,1.0,1.0,1.0,1.0,12.0,20.0,3.0,27.0,159,2.0,2.0,4.0,3.0,6.0,,6.0,12.0,12.0,2.0,,3.0,4.0,,9.0,4.0,5.0,6.0,6.0,13.0,9.0,22.0,1.0,1.0,,5.0,8.0,4.0,,3.0,1.0,2.0,,1.0,1.0,,1.0,1.0,6.0,58,1.0,,0.5,0.5454545454545454,0.6,1.0,0.5,0.48,1.0,0.375,0.5192307692307693,1.0,0.375,,,18.354430379746834,0.18181818181818182,0.13157894736842105,0.20689655172413793,0.14285714285714285,0.1935483870967742,0.13636363636363635,0.125,0.08333333333333333,0.2,0.16,0.07692307692307693,0.23076923076923078,0.2857142857142857,0.2,0.25,1.0,0.28,0.7142857142857143,0.7142857142857143,0.8,0.5,1.0,0.125,1.0,0.48,0.48439800000000005,0.4916,0.42711875,0.07692307692307693,0.09523809523809523,0.14814814814814814,0.2222222222222222,9.250000000000002,0.4084507042253521,6.0,8.0,1.0,5.0,,1.0,,,,4.0,,,,2.0,,5.0,,,,,2.0,,,4.0,,1.0,,1.0,1.0,1.0,,1.0,2.0,,3.0,3.0,,,,,,,,,,0.2,,0.3333333333333333,0.14285714285714285,0.32,0.75,0.75,0.3333333333333333,0.2,0.2,0.2,,0.04,,,,0.16,,,,,,,,,,,0.25,,,25.5,,1.0,2.0,,,,,,,,,,,,,1.0,1.0,1.0,,,,True,,,,,,,,,
203078,1610612764,Bradley Beal,Bradley Beal,203078,WAS,5278.0,88,-26,180,182,50,60.0,18.0,362,5.0,7.0,1.0,2.0,,1.0,12.0,22.0,9.0,60.0,211,1.0,2.0,4.0,2.0,4.0,4.0,14.0,10.0,14.0,,1.0,5.0,8.0,,19.0,,,2.0,1.0,4.0,,4.0,3.0,3.0,,4.0,7.0,5.0,,10.0,,3.0,2.0,,,,,,14.0,50,1.0,2.0,0.4166666666666667,0.4166666666666667,0.5454545454545454,0.5,0.5,0.5930232558139535,0.3333333333333333,0.5,0.625,0.5,0.5833333333333334,0.045454545454545456,0.14285714285714285,28.5,0.01818181818181818,,0.07692307692307693,,0.037037037037037035,,,,,,,,0.09090909090909091,0.09523809523809523,,,0.16279069767441862,0.7142857142857143,0.8333333333333334,0.6,0.6666666666666666,0.5,0.1,,0.6511627906976745,0.48367558139534883,0.5005166666666666,0.49479500000000004,0.06521739130434782,0.12,0.06666666666666667,0.23333333333333334,10.499999999999998,0.2777777777777778,1.0,5.0,6.0,10.0,1.0,1.0,,,8.0,20.0,,1.0,2.0,6.0,9.0,21.0,,1.0,2.0,2.0,6.0,21.0,6.0,20.0,8.0,3.0,1.0,4.0,1.0,6.0,2.0,5.0,3.0,1.0,9.0,2.0,1.0,,,,0.7777777777777778,0.42857142857142855,,0.3333333333333333,0.42857142857142855,0.4883720930232558,,0.6666666666666666,0.125,0.11627906976744186,0.2,0.2,,0.23255813953488372,0.6,0.6,0.3333333333333333,0.023255813953488372,1.0,1.0,1.0,0.46511627906976744,0.4,0.4,0.75,1.0,,,,0.3333333333333333,,,0.6,0.3333333333333333,0.4,26.571428571428573,,2.0,1.0,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
203490,1610612764,Otto Porter Jr.,Otto Porter Jr.,203490,WAS,2389.0,40,-4,85,88,42,37.0,5.0,173,,2.0,,,,2.0,2.0,5.0,1.0,8.0,80,,,,2.0,4.0,1.0,5.0,4.0,,,1.0,3.0,3.0,,6.0,,,2.0,7.0,12.0,,12.0,2.0,2.0,,1.0,2.0,4.0,,2.0,,,1.0,2.0,2.0,,2.0,1.0,5.0,42,,1.0,1.0,1.0,0.4,,0.5,0.35,,0.4,0.36363636363636365,,0.4166666666666667,0.2,0.5,13.48314606741573,0.23333333333333334,,0.15384615384615385,,0.20930232558139536,,,,,,0.3157894736842105,0.125,,0.1111111111111111,0.25,0.5,0.2,,,,,,0.4,,0.7,0.45268499999999995,,0.41346,,,,0.625,10.14,0.49411764705882355,,1.0,2.0,2.0,,1.0,,,1.0,4.0,,,,1.0,1.0,5.0,,,,,1.0,3.0,,4.0,1.0,,,2.0,3.0,1.0,,,,1.0,1.0,,,,,,1.0,0.2,,,0.2,0.5,,1.0,0.6,0.1,,,,0.2,1.0,1.0,1.0,0.1,,,,0.4,0.25,0.25,1.0,,,,,,,,0.2,,0.25,26.360000000000003,,,1.0,,,,,,,,,,,3.0,,,,,,,,True,,,,,,,,,
203107,1610612764,Tomas Satoransky,Tomas Satoransky,203107,WAS,2333.0,39,2,78,83,22,37.0,10.0,161,,4.0,,2.0,,1.0,1.0,8.0,3.0,5.0,87,,3.0,,,1.0,,,,2.0,,,3.0,3.0,2.0,6.0,2.0,1.0,4.0,,4.0,3.0,7.0,,,,2.0,2.0,2.0,,4.0,,2.0,,,,,,,,22,,,,,0.125,,,0.1,,,0.20833333333333334,,,,,16.666666666666668,,0.03333333333333333,0.18181818181818182,0.2857142857142857,0.10810810810810811,0.08108108108108109,0.09090909090909091,,,0.16666666666666666,,,,0.21052631578947367,,,0.4,,,,0.6666666666666666,,0.5,,0.6,0.48813750000000006,0.56475,0.7972,0.16666666666666666,0.2,,,7.8,0.28205128205128205,1.0,2.0,,2.0,,,,,,2.0,,,,1.0,,2.0,,,,,1.0,,,,,,,1.0,,2.0,1.0,2.0,1.0,,3.0,1.0,,,,,,,,,,0.2,,0.6666666666666666,,0.2,0.5,0.5,,0.2,,,,,,,,0.2,,,,,,,,,,,0.5,,,44.400000000000006,2.0,,,,,1.0,,,1.0,,,,,,,,,1.0,1.0,0.5,0.5,True,,,,,,,,,
101162,1610612764,Marcin Gortat,Marcin Gortat,101162,WAS,3068.0,51,6,99,98,23,9.0,13.0,197,4.0,7.0,1.0,2.0,,2.0,6.0,11.0,2.0,14.0,108,1.0,2.0,2.0,1.0,3.0,,2.0,10.0,2.0,2.0,3.0,2.0,2.0,,4.0,,4.0,2.0,8.0,11.0,4.0,15.0,,,,4.0,5.0,1.0,,2.0,,1.0,,2.0,2.0,,2.0,1.0,2.0,23,,,0.8333333333333334,1.0,0.5454545454545454,0.5,0.3333333333333333,0.5454545454545454,0.5,0.3333333333333333,0.5833333333333334,0.5,0.3333333333333333,0.2727272727272727,0.2857142857142857,12.499999999999998,0.2857142857142857,0.15384615384615385,0.10526315789473684,,0.2127659574468085,0.0975609756097561,0.16666666666666666,0.09090909090909091,0.2222222222222222,,0.06666666666666667,0.7,,0.0625,0.3333333333333333,0.5,0.6363636363636364,0.5714285714285714,0.8,0.75,1.0,0.5,0.6666666666666666,,0.6363636363636364,0.5122999999999999,0.54635,0.6372666666666666,0.08333333333333333,0.08333333333333333,0.14285714285714285,0.14285714285714285,4.209090909090909,0.23232323232323232,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,1.0,,1.0,1.0,,2.0,,,,,,,,,,,,0.25,0.5,0.3333333333333333,0.36363636363636365,0.5,0.6666666666666666,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,True,,,,,,,,,
