EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,SecondChanceFG2A,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,AtRimAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,BlockingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceArc3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,PenaltyCorner3FGA,FtPoints,SecondChanceFG2M,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PtsPutbacks,Fg2aBlocked,Arc3Assists,LongMidRangeAssists,OffThreePtRebounds,SelfOReb,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Travels,PenaltyTurnovers,Charge Fouls,Offensive Fouls,Loose Ball Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,ShortMidRangePctBlocked,OffThreePtReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,FTDefRebounds,DefFTReboundPct,ShortMidRangeFGM,AtRimPctBlocked,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,SecondChanceArc3FGM,SecondChanceFG3M,PtsUnassisted3s,Fg3aBlocked,ShortMidRangeAssists,LostBallOutOfBoundsTurnovers,Charge Fouls Drawn,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,BlockedCorner3,SecondChanceFg3Pct,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,FTOffRebounds,Offensive Fouls Drawn,BlockedLongMidRange,3SecondViolations,OffFTReboundPct,ShortMidRangePctAssisted,BlockingFouls,HeaveAttempts,LongMidRangePctBlocked,StepOutOfBoundsTurnovers,DefensiveGoaltends,on,HeaveMakes,3pt And 1 Free Throw Trips,OffensiveGoaltends
101181,1610612739,Jose Calderon,Jose Calderon,101181,CLE,3668.0,61,-7,117,116,15,21,13,233,2,4,1.0,1.0,3.0,2.0,6.0,1.0,1.0,2.0,2,4,3.0,9.0,13,118,1.0,1.0,1.0,2.0,3,2,2,9.0,6.0,2.0,2.0,2.0,4.0,2.0,2.0,10.0,1.0,1.0,3.0,4,1.0,5,5.0,2.0,3.0,4.0,2.0,2.0,4.0,1.0,5.0,9.0,1.0,3.0,1.0,3,15,0.5,0.5,1.0,0.3333333333333333,0.5,0.3333333333333333,0.5,0.5,0.75,0.5,0.75,0.6923076923076923,12.878787878787879,1.0,0.075,0.03571428571428571,0.05555555555555555,0.06896551724137931,0.015873015873015872,0.1,0.05,0.3333333333333333,0.08333333333333333,0.3076923076923077,0.5,0.5,0.5,0.23076923076923078,0.3333333333333333,0.3333333333333333,1.0,0.46153846153846156,0.3333333333333333,0.3333333333333333,1.0,0.5,0.5,1.0,0.5,1.0,0.3333333333333333,0.558976923076923,0.6091,0.387825,0.23076923076923078,1.25,25.48888888888889,0.1282051282051282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
1626204,1610612739,Larry Nance Jr.,Larry Nance Jr.,1626204,CLE,9189.0,153,9,293,297,84,77,40,590,21,26,12.0,,1.0,,,,,,22,31,,1.0,53,305,12.0,,,1.0,19,26,18,,,,7.0,6.0,13.0,1.0,5.0,32.0,13.0,18.0,11.0,29,23.0,52,9.0,4.0,5.0,1.0,,1.0,5.0,,4.0,17.0,1.0,21.0,,19,84,0.5909090909090909,0.9285714285714286,,,,,0.7096774193548387,0.6875,0.6,0.6309523809523809,0.59375,0.03125,13.742690058479532,0.2,0.14285714285714285,0.16049382716049382,0.2535211267605634,0.19594594594594594,0.15753424657534246,0.14285714285714285,0.15151515151515152,0.25,0.26229508196721313,0.8125,0.8076923076923077,0.8076923076923077,0.5714285714285714,0.03125,,,,,,,,1.0,,,,0.84375,,0.5780984375,0.6258333333333334,0.563295,0.3584905660377358,3.1161290322580646,24.4,0.28668941979522183,9.0,6.0,7.0,3.0,1.0,2.0,1.0,9.0,9.0,5.0,23.0,6.0,9.0,7.0,16.0,1.0,5.0,2.0,10.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,4.0,21.0,1.0,7.0,4.0,8.0,3.0,5.0,8.0,4.0,3.0,4.0,0.75,0.6666666666666666,0.75,0.71875,0.03225806451612903,0.3333333333333333,0.15384615384615385,0.22580645161290322,0.10344827586206896,0.16326530612244897,0.125,0.041666666666666664,0.2,0.1111111111111111,0.5,0.09375,0.0625,0.5,0.5,1.0,0.75,0.1111111111111111,0.7,0.8571428571428571,0.1,0.18421052631578946,0.1891891891891892,0.4339622641509434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
1626224,1610612739,Cedi Osman,Cedi Osman,1626224,CLE,363.0,6,-6,11,12,5,11,1,23,2,2,,,,,,,,,2,3,,,4,18,,,,,2,2,2,,,,1.0,,1.0,,1.0,2.0,,,,1,,1,,,,,,,,,,,,,,2,5,0.5,0.5,,,,,0.6666666666666666,0.6666666666666666,0.5,0.6666666666666666,0.5,,23.076923076923077,,,,,,,,,,,0.6666666666666666,1.0,1.0,0.5,,,,,,,,,,,,,0.6666666666666666,,0.5711666666666667,,0.50565,0.5,8.266666666666666,,0.45454545454545453,,1.0,1.0,,,1.0,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,0.3333333333333333,,,,,,0.5,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
203918,1610612739,Rodney Hood,Rodney Hood,203918,CLE,3756.0,63,-18,120,120,40,36,18,240,2,4,,,,,3.0,1.0,,1.0,7,18,,3.0,17,136,1.0,1.0,,1.0,2,6,8,,3.0,,2.0,1.0,3.0,,2.0,7.0,4.0,6.0,5.0,11,5.0,16,,,,3.0,2.0,1.0,3.0,,3.0,6.0,,4.0,,2,40,0.42857142857142855,0.42857142857142855,,,,,0.3888888888888889,0.3333333333333333,0.2,0.38636363636363635,0.2,0.14285714285714285,17.36111111111111,1.0,0.16666666666666666,0.08163265306122448,0.2608695652173913,0.20754716981132076,0.07352941176470588,0.1,0.07142857142857142,0.375,0.15789473684210525,0.19047619047619047,0.5,1.0,1.0,,,,,0.14285714285714285,,,,,0.5,0.2,,0.3333333333333333,,0.4444833333333334,0.56385,0.47779,0.11764705882352941,9.35,27.566666666666666,0.3333333333333333,,1.0,1.0,11.0,2.0,3.0,,3.0,1.0,,2.0,1.0,4.0,,,4.0,1.0,,1.0,3.0,,,,1.0,,,1.0,3.0,1.0,2.0,,,,,,,,,1.0,0.25,0.5,0.5,0.2222222222222222,0.18181818181818182,0.05263157894736842,0.045454545454545456,0.11764705882352941,0.05555555555555555,,0.125,0.75,0.3,,0.5238095238095238,0.14285714285714285,0.6666666666666666,0.6666666666666666,0.5,,,0.2,1.0,,0.09090909090909091,0.10526315789473684,0.11764705882352941,,,3.0,0.5,0.2727272727272727,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
2594,1610612739,Kyle Korver,Kyle Korver,2594,CLE,30270.0,504,45,962,953,251,209,102,1915,6,9,3.0,11.0,28.0,34.0,81.0,4.0,4.0,14.0,14,32,45.0,109.0,182,1036,6.0,11.0,8.0,20.0,35,24,4,132.0,81.0,34.0,12.0,7.0,19.0,6.0,9.0,45.0,2.0,24.0,17.0,46,6.0,52,9.0,5.0,4.0,8.0,6.0,2.0,14.0,,30.0,44.0,,17.0,,33,250,0.8571428571428571,0.8571428571428571,0.9777777777777777,0.41284403669724773,0.4,0.41284403669724773,0.4375,0.5780141843971631,0.5172413793103449,0.6040268456375839,0.546875,0.7730496453900709,14.903403863845448,0.5714285714285714,0.068,0.00823045267489712,0.1256544502617801,0.09297052154195011,0.013333333333333334,0.014285714285714285,0.05309734513274336,0.0784313725490196,0.12,0.06382978723404255,0.6666666666666666,0.75,1.0,0.19858156028368795,0.39285714285714285,0.4074074074074074,1.0,0.574468085106383,0.41975308641975306,0.4358974358974359,0.9705882352941176,0.17647058823529413,0.23529411764705882,0.4827586206896552,0.2857142857142857,0.8368794326241135,0.41975308641975306,0.512936879432624,0.49951249999999997,0.4909379310344828,0.19230769230769232,13.621875000000001,25.768807339449545,0.2609147609147609,,1.0,1.0,1.0,8.0,22.0,6.0,19.0,1.0,2.0,19.0,3.0,9.0,5.0,,1.0,1.0,,4.0,2.0,2.0,6.0,2.0,3.0,,1.0,1.0,22.0,1.0,4.0,2.0,7.0,4.0,3.0,9.0,5.0,,,0.16666666666666666,0.3333333333333333,0.5,0.5277777777777778,0.03125,,0.01932367149758454,0.012195121951219513,,0.01948051948051948,0.018867924528301886,0.08139534883720931,0.14634146341463414,0.02666666666666667,0.5555555555555556,0.0070921985815602835,0.15602836879432624,0.36363636363636365,0.36363636363636365,0.75,,,0.034482758620689655,1.0,0.20689655172413793,0.047619047619047616,0.11428571428571428,0.1043956043956044,5.0,0.21739130434782608,,0.1111111111111111,,,3.0,7.0,4.0,2.0,5.0,3.0,4.0,3.0,1.0,4.0,3.0,3.0,2.0,1.0,1.0,0.45454545454545453,0.03669724770642202,0.03571428571428571,0.037037037037037035,0.4117647058823529,0.42857142857142855,1.0,0.5,1.0,0.6666666666666666,0.026785714285714284,,,,,,,,,,,,True,,,
2544,1610612739,LeBron James,LeBron James,2544,CLE,27546.0,459,58,872,866,207,168,90,1738,84,110,15.0,2.0,5.0,12.0,43.0,3.0,5.0,18.0,118,202,14.0,48.0,355,942,18.0,5.0,6.0,19.0,101,48,188,15.0,43.0,12.0,53.0,50.0,103.0,7.0,44.0,256.0,12.0,40.0,48.0,94,18.0,112,18.0,12.0,6.0,28.0,19.0,9.0,44.0,5.0,7.0,24.0,2.0,83.0,1.0,101,206,0.2033898305084746,0.21818181818181817,0.35714285714285715,0.2916666666666667,0.3157894736842105,0.2916666666666667,0.5841584158415841,0.556,0.5714285714285714,0.6061643835616438,0.6011904761904762,0.192,34.183673469387756,0.6363636363636364,0.22119815668202766,0.056074766355140186,0.2247191011235955,0.22278481012658227,0.0425,0.016666666666666666,0.18811881188118812,0.21428571428571427,0.2198581560283688,0.44,0.7636363636363637,0.7924528301886793,0.25,0.02,0.4,0.4,0.5,0.172,0.27906976744186046,0.27906976744186046,0.3333333333333333,0.6521739130434783,0.13043478260869565,0.2571428571428571,0.2777777777777778,0.632,0.27906976744186046,0.510538,0.5589676470588236,0.5103764285714284,0.28450704225352114,6.714356435643564,26.337499999999995,0.23738532110091742,11.0,22.0,30.0,48.0,18.0,44.0,1.0,77.0,12.0,5.0,35.0,31.0,51.0,21.0,16.0,7.0,43.0,4.0,5.0,8.0,7.0,16.0,1.0,11.0,2.0,3.0,3.0,97.0,13.0,46.0,9.0,11.0,7.0,3.0,12.0,4.0,4.0,8.0,0.6666666666666666,0.6078431372549019,0.6521739130434783,0.7291666666666666,0.034653465346534656,0.0625,0.026881720430107527,0.07142857142857142,0.07142857142857142,0.014705882352941176,0.06,0.2702702702702703,0.24324324324324326,0.07476635514018691,0.3333333333333333,0.192,0.176,0.4090909090909091,0.4090909090909091,0.1111111111111111,0.7333333333333333,0.09090909090909091,0.42857142857142855,0.7333333333333333,0.014285714285714285,0.1625441696113074,0.19574468085106383,0.09859154929577464,6.0,0.3,16.0,0.03636363636363636,0.3333333333333333,0.35555555555555557,1.0,2.0,1.0,1.0,2.0,27.0,,5.0,2.0,3.0,1.0,,1.0,,1.0,0.4,,,,0.08695652173913043,0.5,1.0,0.3333333333333333,1.0,1.0,,1.0,1.0,1.0,1.0,0.05,0.0625,,,,,,True,,,
2747,1610612739,JR Smith,JR Smith,2747,CLE,19795.0,330,19,627,617,156,110,55,1244,6,9,,9.0,17.0,11.0,34.0,3.0,3.0,8.0,10,29,20.0,51.0,86,699,2.0,3.0,8.0,16.0,32,8,12,48.0,34.0,11.0,12.0,5.0,17.0,2.0,8.0,39.0,2.0,5.0,10.0,16,5.0,21,14.0,13.0,1.0,4.0,3.0,1.0,9.0,,12.0,22.0,,11.0,2.0,32,155,0.4,0.4,0.8,0.39215686274509803,0.5,0.39215686274509803,0.3448275862068966,0.5,0.6818181818181818,0.524390243902439,0.6956521739130435,0.6375,13.03724928366762,0.4444444444444444,0.06329113924050633,0.013605442176870748,0.04424778761061947,0.055350553505535055,0.01384083044982699,0.022727272727272728,0.05333333333333334,0.13793103448275862,0.04878048780487805,0.1125,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.2125,0.5294117647058824,0.5294117647058824,0.7777777777777778,0.425,0.3235294117647059,0.3235294117647059,0.8181818181818182,,0.6,0.36363636363636365,0.375,0.75,0.3235294117647059,0.5146208860759494,0.39237500000000003,0.5139523809523808,0.37209302325581395,11.144827586206896,25.633333333333333,0.24880382775119617,,2.0,2.0,6.0,3.0,14.0,8.0,6.0,,,3.0,3.0,6.0,2.0,,,3.0,3.0,2.0,,2.0,5.0,,2.0,,2.0,1.0,6.0,1.0,1.0,1.0,2.0,,2.0,2.0,1.0,,1.0,,0.5,0.3,0.3,,,0.014084507042253521,0.02,,0.009708737864077669,0.02564102564102564,0.037037037037037035,0.03225806451612903,,0.5,0.075,0.175,0.21428571428571427,0.21428571428571427,,,,0.09090909090909091,1.0,0.36363636363636365,0.024691358024691357,0.034482758620689655,0.03488372093023256,1.0,0.07692307692307693,1.0,,0.16666666666666666,0.16666666666666666,,,5.0,1.0,1.0,12.0,,1.0,1.0,,,1.0,,,,0.3333333333333333,,,,,,,0.3333333333333333,,0.625,0.019230769230769232,1.0,3.0,,,0.07142857142857142,,2.0,,,,,True,,,
201145,1610612739,Jeff Green,Jeff Green,201145,CLE,12594.0,210,31,409,409,139,134,49,818,12,16,1.0,5.0,9.0,4.0,21.0,2.0,,8.0,18,36,9.0,30.0,75,420,1.0,2.0,2.0,11.0,24,24,12,27.0,20.0,4.0,5.0,9.0,14.0,3.0,3.0,37.0,,8.0,10.0,20,1.0,21,1.0,1.0,,6.0,3.0,3.0,10.0,1.0,10.0,15.0,,13.0,,24,138,0.6666666666666666,0.6666666666666666,1.0,0.3,0.18181818181818182,0.3103448275862069,0.5,0.4772727272727273,0.4583333333333333,0.5136986301369864,0.46153846153846156,0.45454545454545453,17.849462365591396,0.6,0.09259259259259259,,0.0851063829787234,0.0891089108910891,0.005235602094240838,,0.0851063829787234,0.07407407407407407,0.10256410256410256,0.24242424242424243,0.75,0.8571428571428571,0.9166666666666666,0.13636363636363635,0.5555555555555556,0.5555555555555556,1.0,0.3181818181818182,0.19047619047619047,0.19047619047619047,1.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,,0.696969696969697,0.2,0.5022038461538463,0.58375,0.48135434782608694,0.32,6.73611111111111,25.790000000000003,0.33985330073349634,1.0,4.0,5.0,15.0,1.0,5.0,3.0,12.0,1.0,1.0,6.0,8.0,13.0,2.0,,4.0,6.0,1.0,1.0,,1.0,4.0,1.0,3.0,,,,16.0,2.0,7.0,2.0,7.0,5.0,1.0,7.0,4.0,2.0,2.0,1.0,0.6153846153846154,0.8333333333333334,0.75,0.1111111111111111,0.06666666666666667,0.011904761904761904,,,0.014705882352941176,,0.11764705882352941,,,0.5714285714285714,0.22727272727272727,0.07575757575757576,0.2,0.25,,1.0,1.0,0.20833333333333334,0.8,0.125,0.09859154929577464,0.17073170731707318,0.08,2.0,0.18181818181818182,5.0,0.125,0.3333333333333333,0.35714285714285715,,,2.0,1.0,1.0,,,1.0,2.0,1.0,,,,,,0.5,,,,,,,0.5,1.0,0.6666666666666666,,,1.0,1.0,,,0.2,2.0,1.0,0.2,,,True,,,
201567,1610612739,Kevin Love,Kevin Love,201567,CLE,18483.0,308,31,585,572,139,89,54,1157,25,46,15.0,2.0,9.0,10.0,34.0,,1.0,1.0,37,94,12.0,43.0,141,616,17.0,1.0,1.0,2.0,47,44,30,36.0,34.0,10.0,9.0,7.0,16.0,4.0,9.0,39.0,18.0,30.0,38.0,73,24.0,97,8.0,6.0,2.0,11.0,4.0,7.0,23.0,2.0,18.0,38.0,4.0,36.0,,47,138,0.5945945945945946,0.6666666666666666,1.0,0.27906976744186046,0.5,0.27906976744186046,0.39361702127659576,0.40145985401459855,0.4807692307692308,0.46357615894039733,0.6388888888888888,0.31386861313868614,26.56488549618321,0.4782608695652174,0.24836601307189543,0.12413793103448276,0.2803738317757009,0.26153846153846155,0.08791208791208792,0.047619047619047616,0.2537313432835821,0.35714285714285715,0.27710843373493976,0.3357664233576642,0.5434782608695652,0.7142857142857143,0.64,0.06569343065693431,0.2222222222222222,0.2222222222222222,1.0,0.24817518248175183,0.29411764705882354,0.29411764705882354,1.0,0.8333333333333334,,0.038461538461538464,1.0,0.6496350364963503,0.29411764705882354,0.5127503649635035,0.5620692307692308,0.533525,0.3333333333333333,6.4170212765957455,25.54651162790697,0.2376068376068376,5.0,7.0,14.0,35.0,2.0,13.0,1.0,31.0,5.0,2.0,12.0,11.0,24.0,22.0,8.0,18.0,3.0,,6.0,4.0,1.0,12.0,,5.0,3.0,4.0,2.0,33.0,3.0,10.0,6.0,5.0,4.0,1.0,5.0,4.0,2.0,6.0,0.29411764705882354,0.4583333333333333,0.2777777777777778,0.3157894736842105,0.19148936170212766,0.2,0.046875,0.26,0.05660377358490566,0.043478260869565216,0.05555555555555555,0.1896551724137931,0.2916666666666667,0.05714285714285714,0.8,0.25547445255474455,0.0948905109489051,0.15384615384615385,0.15384615384615385,0.5,0.3333333333333333,0.2,0.5384615384615384,0.5,0.038461538461538464,0.07586206896551724,0.09900990099009901,0.0851063829787234,5.0,0.4166666666666667,10.0,0.2391304347826087,0.2857142857142857,0.35714285714285715,,1.0,,,,,,,3.0,3.0,1.0,1.0,,,,,,,,0.05555555555555555,,,,,,0.022727272727272728,,2.0,,,,0.5,2.0,,,1.0,,True,,,
202684,1610612739,Tristan Thompson,Tristan Thompson,202684,CLE,4755.0,79,19,146,146,35,40,22,292,10,13,5.0,,,,,,,,15,19,,,40,158,5.0,,,,7,24,6,,,,2.0,3.0,5.0,2.0,1.0,13.0,11.0,6.0,8.0,16,13.0,29,,,,1.0,,1.0,2.0,1.0,2.0,4.0,,10.0,,7,35,0.8,0.9230769230769231,,,,,0.7894736842105263,0.7894736842105263,0.5,0.8333333333333334,0.7,,14.689265536723164,0.5,0.1702127659574468,0.24444444444444444,0.1935483870967742,0.1794871794871795,0.16666666666666666,0.125,0.15,0.2857142857142857,0.24,0.6842105263157895,0.7692307692307693,0.7692307692307693,0.7,,,,,,,,,1.0,,,,0.6842105263157895,,0.537821052631579,0.61406,0.5052,0.175,3.5894736842105273,,0.23972602739726026,2.0,,1.0,5.0,,1.0,,10.0,2.0,4.0,8.0,1.0,2.0,5.0,4.0,,1.0,,2.0,1.0,,1.0,,1.0,,1.0,2.0,11.0,1.0,3.0,3.0,,,,,,,3.0,0.4,0.5,0.4,0.5714285714285714,,,0.06060606060606061,0.125,0.38095238095238093,,0.15384615384615385,0.15,,0.25,,0.2631578947368421,0.05263157894736842,,,,0.4,,0.5,,,0.14285714285714285,0.14285714285714285,0.2,2.0,0.2857142857142857,5.0,,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,True,,,
