EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,NonHeaveArc3FGA,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,Usage,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Arc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,LongMidRangeFGA,LongMidRangeFrequency,DefThreePtRebounds,DefRebounds,Rebounds,DefThreePtReboundPct,DefFGReboundPct,DefArc3ReboundPct,TwoPtAssists,Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,ShootingFouls,Fouls,on,SecondChanceOffPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,FtPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFtPoints,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,OffThreePtRebounds,OffTwoPtRebounds,DefTwoPtRebounds,OffRebounds,Steals,BadPassSteals,LostBallSteals,DeadBallTurnovers,Turnovers,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,BlockingFoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,DefTwoPtReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,LongMidRangeFGM,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,FG3M,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGM,ThreePtAssists,Corner3Assists,FTDefRebounds,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,LostBallTurnovers,PenaltyTurnovers,Charge Fouls,Charge Fouls Drawn,Offensive Fouls Drawn,BlockedLongMidRange,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,HeaveAttempts,Arc3Assists,LongMidRangeAssists,SelfOReb,LongMidRangePctBlocked,OffCorner3ReboundPct,SelfORebPct,LostBallOutOfBoundsTurnovers,BlockingFouls,Technical Free Throw Trips,PenaltyCorner3FGA,Fg3aBlocked,Loose Ball Fouls,FG3APctBlocked,Arc3PctBlocked,PenaltyCorner3Frequency,PenaltyCorner3FGM,StepOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,PenaltyCorner3Accuracy,FTOffRebounds,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,OffFTReboundPct,ThreePtShootingFoulsDrawnPct,3SecondViolations
1626162,1610612764,Kelly Oubre Jr.,Kelly Oubre Jr.,1626162,WAS,133.0,2,-1,5,5,5,5,10,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,5,2.0,2.0,1.0,4.0,4.0,1.0,4.0,5,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,60.0,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.6666666666666666,0.4737166666666666,0.4737166666666666,1.0,6.95,25.1,1.0,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201160,1610612764,Jason Smith,Jason Smith,201160,WAS,133.0,2,-1,5,5,5,5,10,,,,,,,,,,,,,5,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201951,1610612764,Ty Lawson,Ty Lawson,201951,WAS,133.0,2,-1,5,5,5,5,10,,,,,,,,,,1.0,,,5,,1.0,,,,,,5,,,,,,,,,,20.0,,,,,,,,,,,,,,0.3533,0.3533,,21.5,,1.0,1.0,1.0,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203107,1610612764,Tomas Satoransky,Tomas Satoransky,203107,WAS,133.0,2,-1,5,5,5,5,10,,,,,,,,,,,,,5,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,1.0,0.5,0.3333333333333333,0.5,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204025,1610612764,Tim Frazier,Tim Frazier,204025,WAS,133.0,2,-1,5,5,5,5,10,,,,,,,,,,,,,5,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,1.0,0.5,0.3333333333333333,0.5,2.0,2.0,1.0,1.0,4.0,1.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101133,1610612764,Ian Mahinmi,Ian Mahinmi,101133,WAS,3123.0,52,5,106,105,39,31,211,8.0,11.0,1.0,2.0,2.0,3.0,,,10.0,14.0,,30.0,113,2.0,3.0,,9.0,14.0,,9.0,39,0.7,0.875,0.7142857142857143,0.6666666666666666,0.7142857142857143,0.6666666666666666,0.7894736842105263,0.75,,16.39344262295082,0.7857142857142857,0.7272727272727273,0.8,0.75,0.21428571428571427,0.6666666666666666,0.6666666666666666,0.5,,0.6666666666666666,0.5,,0.7857142857142857,0.5281571428571429,0.5087333333333334,0.3,2.8785714285714286,,0.36792452830188677,,,3.0,7.0,11.0,0.13636363636363635,0.13725490196078433,0.05555555555555555,1.0,1.0,,1.0,2.0,2.0,10.0,False,14.0,2.0,2.0,10.0,2.0,2.0,2.0,6.0,5.0,6.0,4.0,1.0,1.0,3.0,4.0,4.0,4.0,1.0,3.0,1.0,1.0,1.0,6.0,1.0,1.0,11.0,1.0,4.0,2.0,5.0,1.0,4.0,5.0,3.0,1.0,2.0,1.0,1.0,1.0,0.07142857142857142,0.09090909090909091,0.13793103448275862,0.07317073170731707,0.08333333333333333,0.07547169811320754,0.07142857142857142,0.09090909090909091,0.0625,0.1,0.25,0.06666666666666667,0.16666666666666666,0.5,0.6,1.0,1.0,0.52915,0.23529411764705882,0.23529411764705882,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1626162,1610612764,Kelly Oubre Jr.,Kelly Oubre Jr.,1626162,WAS,8757.0,146,5,295,300,91,114,595,10.0,16.0,5.0,8.0,1.0,6.0,15.0,3.0,12.0,27.0,18.0,52.0,322,5.0,10.0,3.0,19.0,18.0,15.0,19.0,91,0.75,0.75,0.4444444444444444,0.5,0.4,0.5,0.49056603773584906,0.59375,0.4,17.575757575757578,0.35555555555555557,0.625,0.7142857142857143,0.7,0.13333333333333333,0.16666666666666666,0.2,1.0,0.3333333333333333,0.6153846153846154,0.625,0.23076923076923078,0.7555555555555555,0.5140088888888888,0.5485653846153846,0.36538461538461536,6.688888888888889,25.455555555555556,0.30847457627118646,5.0,0.1111111111111111,8.0,22.0,23.0,0.14285714285714285,0.13970588235294118,0.15555555555555556,3.0,4.0,3.0,,9.0,7.0,16.0,False,31.0,1.0,1.0,16.0,2.0,4.0,1.0,11.0,6.0,6.0,,3.0,,1.0,11.0,1.0,6.0,3.0,3.0,2.0,5.0,,19.0,,1.0,18.0,2.0,9.0,1.0,3.0,1.0,1.0,3.0,,2.0,1.0,0.5,0.625,0.6875,0.1111111111111111,0.125,0.1375,0.012048192771084338,,0.007692307692307693,0.03225806451612903,,,,0.075,0.10714285714285714,0.4166666666666667,0.09090909090909091,,0.125,1.0,0.4966416666666667,0.17307692307692307,0.2647058823529412,0.21153846153846154,1.0,1.0,3.0,1.0,2.0,3.0,1.0,2.0,1.0,4.0,2.0,4.0,1.0,9.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,2.0,1.0,2.0,1.0,2.0,5.0,1.0,0.75,0.2222222222222222,0.5,0.3333333333333333,0.2222222222222222,0.16666666666666666,0.6,0.25,0.2,0.2,1.0,0.06666666666666667,0.3333333333333333,0.3333333333333333,1.0,0.2,0.2,0.6666666666666666,1.0,0.25,0.5,1.0,0.25,0.5,1.0,0.3333333333333333,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201951,1610612764,Ty Lawson,Ty Lawson,201951,WAS,5645.0,94,-2,184,184,44,79,368,,3.0,,1.0,2.0,4.0,7.0,2.0,4.0,17.0,8.0,29.0,204,,3.0,2.0,7.0,2.0,6.0,7.0,44,0.25,0.25,0.23529411764705882,,0.46,0.3,0.5178571428571429,0.5,0.32,14.832535885167465,0.12,,,,0.16,0.5,0.5,,0.28,0.2,,0.4,0.44,0.4502833333333333,0.4457375,0.2413793103448276,13.182352941176473,27.925,0.2391304347826087,10.0,0.4,6.0,11.0,13.0,0.15384615384615385,0.10752688172043011,0.13333333333333333,11.0,15.0,6.0,3.0,34.0,1.0,6.0,False,23.0,,1.0,6.0,,2.0,,,4.0,6.0,,4.0,1.0,1.0,4.0,2.0,3.0,2.0,1.0,,3.0,,10.0,,2.0,6.0,,1.0,2.0,,,,,,1.0,2.0,,,,0.23529411764705882,0.6666666666666666,0.07407407407407407,0.014925373134328358,0.043478260869565216,0.022222222222222223,,,0.04,,0.07142857142857142,0.05555555555555555,0.125,0.2222222222222222,,0.5,,0.41005,0.038461538461538464,0.05555555555555555,,2.0,1.0,1.0,,,4.0,,,1.0,5.0,,,1.0,15.0,,4.0,4.0,2.0,1.0,3.0,,3.0,,1.0,,,1.0,,1.0,0.625,,0.5,0.7142857142857143,,1.0,0.14285714285714285,0.2,0.25,0.5,0.04,1.0,1.0,1.0,0.5714285714285714,0.5714285714285714,1.0,,,,,,,,0.5,0.6666666666666666,1.0,2.0,2.0,1.0,0.2,0.16666666666666666,0.09090909090909091,,,,,,,,,,,,,,,,,,,,,
202322,1610612764,John Wall,John Wall,202322,WAS,14064.0,234,-3,471,470,116,109,941,27.0,51.0,8.0,14.0,6.0,14.0,20.0,7.0,52.0,106.0,21.0,156.0,530,10.0,25.0,7.0,34.0,8.0,19.0,34.0,116,0.07692307692307693,0.07692307692307693,0.49056603773584906,0.4,0.4566929133858268,0.3125,0.5201342281879194,0.4230769230769231,0.16535433070866143,33.46080305927342,0.4015748031496063,0.5294117647058824,0.5625,0.14814814814814814,0.11023622047244094,0.42857142857142855,0.5,,0.15748031496062992,0.4375,0.5714285714285714,0.21875,0.5669291338582677,0.49482301587301597,0.5069741935483871,0.21794871794871795,8.933962264150944,26.66190476190476,0.24628450106157113,41.0,0.3228346456692913,12.0,31.0,34.0,0.17391304347826086,0.155,0.17543859649122806,45.0,69.0,21.0,16.0,162.0,10.0,16.0,False,47.0,2.0,4.0,40.0,4.0,7.0,5.0,13.0,14.0,96.0,,7.0,2.0,1.0,19.0,3.0,14.0,5.0,9.0,10.0,27.0,,38.0,,3.0,47.0,3.0,20.0,5.0,8.0,6.0,2.0,8.0,6.0,,3.0,0.5714285714285714,0.3333333333333333,0.43333333333333335,0.0660377358490566,0.058823529411764705,0.1450381679389313,0.007042253521126761,0.031746031746031744,0.014634146341463415,,0.02857142857142857,,0.03636363636363636,0.16363636363636364,0.08695652173913043,0.2,0.16666666666666666,0.75,0.3333333333333333,0.5,0.5083083333333334,0.1388888888888889,0.16260162601626016,0.08333333333333333,19.0,1.0,1.0,,,3.0,,5.0,,4.0,,5.0,,9.0,3.0,3.0,24.0,7.0,,17.0,5.0,11.0,6.0,5.0,2.0,1.0,2.0,,0.75,0.19047619047619047,,,0.2,0.14285714285714285,0.6296296296296297,,0.4634146341463415,0.48717948717948717,,0.007874015748031496,1.0,1.0,1.0,0.15,0.15,0.6666666666666666,,,,,0.4166666666666667,,,,0.15789473684210525,1.0,17.0,8.0,1.0,0.04878048780487805,,0.016129032258064516,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,
203118,1610612764,Mike Scott,Mike Scott,203118,WAS,7567.0,126,33,260,260,66,106,520,7.0,9.0,2.0,2.0,7.0,13.0,6.0,2.0,19.0,30.0,11.0,65.0,281,9.0,10.0,3.0,28.0,36.0,6.0,28.0,66,0.9473684210526315,1.0,0.6333333333333333,0.9,0.7195121951219512,0.9230769230769231,0.7386363636363636,0.9333333333333333,0.2682926829268293,16.896551724137932,0.21951219512195122,0.7777777777777778,1.0,0.8571428571428571,0.3170731707317073,0.5384615384615384,0.5833333333333334,1.0,0.14634146341463414,0.15384615384615385,1.0,0.15384615384615385,0.4878048780487805,0.5115682926829268,0.5005769230769231,0.4307692307692308,9.836666666666666,24.7,0.25384615384615383,8.0,0.1951219512195122,6.0,15.0,21.0,0.13636363636363635,0.11965811965811966,0.17142857142857143,2.0,4.0,2.0,,10.0,6.0,10.0,False,26.0,3.0,5.0,6.0,4.0,6.0,,14.0,4.0,2.0,2.0,3.0,2.0,4.0,8.0,6.0,2.0,1.0,1.0,2.0,5.0,1.0,10.0,3.0,,6.0,,1.0,2.0,1.0,1.0,,1.0,,,2.0,0.6666666666666666,0.875,0.875,0.1,0.2222222222222222,0.1095890410958904,0.05,0.06451612903225806,0.05405405405405406,0.1,,0.034482758620689655,0.04,0.0625,0.14814814814814814,0.14285714285714285,,,0.625,0.6,0.58790625,0.023809523809523808,0.03225806451612903,0.2153846153846154,5.0,3.0,5.0,1.0,1.0,4.0,1.0,1.0,2.0,7.0,2.0,2.0,2.0,21.0,,4.0,2.0,,1.0,3.0,1.0,2.0,1.0,,,1.0,,,1.0,0.6363636363636364,1.0,0.6666666666666666,0.6363636363636364,0.07692307692307693,0.6,0.14285714285714285,0.625,0.625,1.0,0.12195121951219512,0.6,0.6,1.0,0.6666666666666666,0.8,1.0,0.6666666666666666,0.125,1.0,1.0,0.125,1.0,1.0,1.0,0.6666666666666666,,2.0,,,,0.16666666666666666,,,,,1.0,1.0,1.0,0.09090909090909091,0.16666666666666666,0.07692307692307693,,,,,,,,,,,,
