EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,PenaltyAtRimFGA,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG2A,FG3A,SecondChanceFG3A,PenaltyFG2A,PenaltyFG3A,NonHeaveArc3FGA,Fg2aBlocked,OffTwoPtRebounds,OffRebounds,Rebounds,PenaltyOffPossExcludingTakeFouls,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,AtRimFrequency,Arc3Frequency,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Corner3FGM,Corner3FGA,FG3M,Points,OpponentPoints,PtsAssisted3s,OffThreePtRebounds,Steals,LostBallSteals,ShootingFouls,Fouls,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,EfgPct,TsPct,OffThreePtReboundPct,OffArc3ReboundPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,AtRimFGM,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FtPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsAssisted2s,PtsUnassisted2s,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,Turnovers,SecondChanceTurnovers,Loose Ball Fouls,FoulsDrawn,Charge Fouls Drawn,Loose Ball Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,ShortMidRangeFGM,Arc3FGM,PenaltyArc3FGM,PenaltyFG2M,PenaltyFG3M,PenaltyPoints,NonHeaveArc3FGM,PenaltyPointsExcludingTakeFouls,PenaltyFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,PenaltyPointsPct,LostBallTurnovers,Corner3Assists,SelfOReb,DeadBallTurnovers,ShortMidRangePctBlocked,OffShortMidRangeReboundPct,SelfORebPct,PtsUnassisted3s,LostBallOutOfBoundsTurnovers,Travels,PenaltyTurnovers,Charge Fouls,DefShortMidRangeReboundPct,DefCorner3ReboundPct,PenaltyAtRimFGM,BadPassOutOfBoundsTurnovers,PenaltyAtRimAccuracy,PtsPutbacks,on,PenaltyCorner3FGM,PenaltyCorner3FGA,Fg3aBlocked,ShortMidRangeAssists,FTOffRebounds,ThreePtShootingFoulsDrawn,BlockedShortMidRange,DefensiveGoaltends,FG3APctBlocked,Arc3PctBlocked,OffFTReboundPct,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,PenaltyFtPoints,StepOutOfBoundsTurnovers,2pt And 1 Free Throw Trips,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,ShortMidRangePctAssisted,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFtPoints,HeaveAttempts,Offensive Fouls,Offensive Fouls Drawn,BlockingFoulsDrawn,3pt And 1 Free Throw Trips,Technical Free Throw Trips,Blocked3s,BlockedCorner3,SecondChanceFg3Pct,Corner3PctBlocked,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,BlockedLongMidRange,BlockedArc3
1627748,1610612749,Thon Maker,Thon Maker,1627748,MIL,60.0,1,2.0,2,2,2,2,1,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,0.5,1.0,1.0,66.66666666666667,1.0,0.5,1.0,0.5,0.5,1.0,0.5,0.5,1.0,0.33365,0.2862,0.33365,3.0,25.6,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628425,1610612749,Sterling Brown,Sterling Brown,1628425,MIL,282.0,5,,8,7,4,7,2,15,,,,,,,1.0,,,,,,,1.0,1.0,4,1.0,,,10.0,,0.2,,,,,,,1.0,0.5682,,,,23.4,0.5,1.0,1.0,1.0,3.0,10.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.5,1.5,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203092,1610612749,Tyler Zeller,Tyler Zeller,203092,MIL,3949.0,66,-34.0,123,124,19,39,10,247,3.0,,,,,5.0,,,1.0,,,,1.0,2.0,14.0,19,,,,5.970149253731343,0.02702702702702703,0.03225806451612903,,0.6,,,,,0.6,0.50188,,0.338,5.5,,0.15447154471544716,,,,11.0,142.0,,1.0,4.0,1.0,7.0,11.0,2.0,,,,0.8,0.7857142857142857,0.04,,,,,,3.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,2.0,6.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,7.0,5.0,5.0,2.0,12.0,3.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,4.0,2.0,3.0,3.0,3.0,2.0,0.75,0.75,0.8,1.0,1.0,1.0,1.0,0.2,0.13513513513513514,0.19230769230769232,0.15873015873015872,0.08333333333333333,0.2,0.16666666666666666,0.25,0.21739130434782608,0.6666666666666666,1.0,1.0,0.6666666666666666,0.2,0.2,1.0,1.0,1.0,1.0,1.0,1.0,0.2857142857142857,0.2857142857142857,0.18181818181818182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203498,1610612749,Shabazz Muhammad,Shabazz Muhammad,203498,MIL,283.0,5,,8,8,4,8,2,16,,,1.0,,1.0,2.0,1.0,,1.0,1.0,1.0,,,,1.0,4,0.3333333333333333,,,30.0,,,,,0.3333333333333333,,,0.5,0.3333333333333333,0.40765,,0.434175,5.0,27.0,0.5,,,1.0,5.0,10.0,3.0,,,,,,,1.0,1.0,1.0,0.8333333333333334,0.8333333333333334,,,,,,,,,,2.0,,,1.0,,,,,,2.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,0.5,,,,,0.3333333333333333,,,,,,,,,,,,,0.6666666666666666,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,5.0,1.0,5.0,1.0,1.0,1.25,1.25,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203521,1610612749,Matthew Dellavedova,Matthew Dellavedova,203521,MIL,1052.0,18,1.0,36,35,10,20,1,71,,,3.0,,,,3.0,,,,3.0,,,,1.0,10,1.0,,,10.81081081081081,,,,,1.0,,,,1.0,0.4865,,,,26.666666666666668,0.2777777777777778,,,1.0,3.0,31.0,3.0,,,,,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.5,0.5,,,,,,,,,,,,,,,,,,,,3.0,1.0,4.0,1.0,3.0,,9.0,,1.0,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,1.0,,0.08333333333333333,,0.05,,,0.16666666666666666,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,0.3333333333333333,0.3333333333333333,1.0,,0.3333333333333333,,1.0,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1627763,1610612749,Malcolm Brogdon,Malcolm Brogdon,1627763,MIL,2728.0,45,-15.0,84,83,11,21,5,167,3.0,,1.0,,,9.0,2.0,,,,1.0,1.0,1.0,1.0,3.0,11,0.18181818181818182,0.1111111111111111,,13.333333333333332,0.03571428571428571,0.025,,0.2727272727272727,0.09090909090909091,,,,0.45454545454545453,0.48949545454545457,,,7.822222222222221,25.4,0.13095238095238096,,1.0,,6.0,91.0,,,1.0,,1.0,4.0,1.0,,,,0.2727272727272727,0.2727272727272727,,,0.09090909090909091,,,,2.0,,,4.0,1.0,2.0,3.0,,,,,4.0,2.0,3.0,4.0,7.0,3.0,3.0,,18.0,2.0,,,2.0,1.0,,,1.0,,,2.0,,,,,,,,,0.6666666666666666,0.6666666666666666,0.3333333333333333,,,,,,,0.1,0.043478260869565216,,,,,0.11764705882352941,,0.6666666666666666,0.6666666666666666,0.5,0.36363636363636365,0.18181818181818182,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,0.25,0.07692307692307693,0.14285714285714285,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1891,1610612749,Jason Terry,Jason Terry,1891,MIL,268.0,4,-1.0,12,10,5,3,1,22,,,1.0,,,,1.0,,,,1.0,,,,,5,1.0,,,7.692307692307692,,,,,1.0,,,,1.0,0.4953,,,,27.6,0.4166666666666667,,,1.0,3.0,11.0,3.0,,1.0,,,,,1.0,1.0,1.0,1.5,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203114,1610612749,Khris Middleton,Khris Middleton,203114,MIL,2630.0,44,-24.0,82,83,4,13,7,165,1.0,,5.0,,,11.0,6.0,,2.0,,5.0,,,,10.0,4,0.35294117647058826,,,25.84269662921348,,,,0.058823529411764705,0.29411764705882354,,,,0.4117647058823529,0.46241764705882354,0.4627,0.3768,12.545454545454545,25.55,0.04878048780487805,,1.0,3.0,17.0,98.0,6.0,,,,2.0,4.0,,0.6666666666666666,0.5,0.5,0.5,0.5,,,0.058823529411764705,,,,1.0,,,6.0,1.0,4.0,4.0,,,1.0,,2.0,6.0,4.0,,4.0,,3.0,1.0,8.0,3.0,5.0,2.0,10.0,,3.0,3.0,6.0,2.0,,3.0,,,,,,,,,0.25,0.25,0.36363636363636365,,,,0.5,0.2857142857142857,0.2,0.2,0.2,,,0.2727272727272727,0.16666666666666666,0.16666666666666666,,1.0,1.0,1.0,0.35294117647058826,0.23529411764705882,0.25,0.25,,,,,,,,2.0,3.0,,,,,3.0,,,,,,0.3333333333333333,0.3333333333333333,0.6,0.6,0.6666666666666666,,0.6,,,,,3.0,,,,3.0,1.0,1.0,1.0,1.0,0.125,0.3333333333333333,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203507,1610612749,Giannis Antetokounmpo,Giannis Antetokounmpo,203507,MIL,2991.0,50,-21.0,94,96,12,23,6,190,12.0,2.0,4.0,,1.0,22.0,4.0,,3.0,1.0,4.0,1.0,1.0,1.0,9.0,12,0.15384615384615385,0.045454545454545456,,32.67326732673267,0.03333333333333333,0.02127659574468085,,0.46153846153846156,0.15384615384615385,,0.5,0.25,0.6153846153846154,0.533275,0.4457,0.4301625,6.236363636363635,26.349999999999998,0.1276595744680851,,,2.0,34.0,104.0,6.0,,3.0,,1.0,3.0,,1.0,0.5,0.5,0.5769230769230769,0.5862068965517241,,,,,,,9.0,,,7.0,1.0,3.0,12.0,4.0,,1.0,,14.0,10.0,4.0,2.0,6.0,2.0,3.0,1.0,14.0,2.0,3.0,3.0,8.0,3.0,2.0,2.0,4.0,,,6.0,,,6.0,3.0,,,,,0.5833333333333334,0.5833333333333334,0.5454545454545454,,,,0.5,0.6,0.0967741935483871,0.09523809523809523,0.09615384615384616,,,0.06666666666666667,,0.1111111111111111,,0.75,0.75,0.7777777777777778,0.2692307692307692,0.11538461538461539,0.3333333333333333,0.3333333333333333,,,,,0.10344827586206896,0.12,,2.0,2.0,,2.0,,4.0,2.0,4.0,,0.6666666666666666,0.5,0.5,0.2857142857142857,0.3333333333333333,0.5,0.5,1.0,,0.5,0.11764705882352941,,,1.0,2.0,0.14285714285714285,0.07692307692307693,0.1,,,1.0,1.0,,0.2,,2.0,1.0,1.0,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203953,1610612749,Jabari Parker,Jabari Parker,203953,MIL,1454.0,24,-25.0,46,47,12,21,2,93,2.0,,2.0,,1.0,6.0,2.0,,1.0,1.0,2.0,,,,5.0,12,0.25,,,18.367346938775512,,,,0.25,0.25,,,0.5,0.5,0.46160625,,0.46709999999999996,11.866666666666667,25.75,0.2608695652173913,,,1.0,7.0,58.0,3.0,,,,,,,1.0,0.5,0.5,0.4375,0.4375,,,,,,,1.0,,,1.0,1.0,3.0,2.0,,,,,4.0,,2.0,,2.0,,1.0,1.0,4.0,2.0,3.0,,5.0,,1.0,1.0,1.0,,,,,,,,,,,,1.0,1.0,0.3333333333333333,,,,1.0,,0.25,0.2222222222222222,0.23809523809523808,,,0.2,0.3333333333333333,0.2222222222222222,,0.5,0.5,1.0,0.125,0.375,0.3333333333333333,0.3333333333333333,1.0,,,,,,,,1.0,,,,,1.0,,,,,,,,0.5,0.5,1.0,,0.5,,,,,,,,,,,,1.0,,0.25,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
