EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AssistPoints,DefTwoPtRebounds,FTDefRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG2A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,AtRimAssists,ShortMidRangeAssists,OffTwoPtRebounds,DefThreePtRebounds,OffRebounds,SelfOReb,Clear Path Fouls,Technical Free Throw Trips,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,FG2APctBlocked,AtRimPctBlocked,OffTwoPtReboundPct,DefThreePtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,NonHeaveArc3Accuracy,Avg3ptShotDistance,Blocked3s,BlockedArc3,BlockedAtRim,RecoveredBlocks,BlocksRecoveredPct,ShortMidRangePctAssisted,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceFG3A,LongMidRangeAssists,Offensive Fouls Drawn,ThreePtShootingFoulsDrawn,DefCorner3ReboundPct,SecondChanceArc3Frequency,PenaltyArc3Accuracy,SecondChanceShotQualityAvg,ThreePtShootingFoulsDrawnPct,SecondChanceAtRimFGM,SecondChanceFG2M,SecondChancePoints,PtsPutbacks,OffThreePtRebounds,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Charge Fouls,NonShootingPenaltyNonTakeFouls,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,ShortMidRangePctBlocked,OffThreePtReboundPct,OffArc3ReboundPct,SecondChanceAtRimAccuracy,SecondChancePointsPct,Loose Ball Fouls,SecondChanceCorner3FGA,PtsUnassisted3s,BadPassTurnovers,Offensive Fouls,Charge Fouls Drawn,SecondChanceCorner3Frequency,BadPassOutOfBoundsTurnovers,OffAtRimReboundPct,SecondChanceTurnovers,OffCorner3ReboundPct,Fg3aBlocked,BlockingFouls,BlockedLongMidRange,FG3APctBlocked,Arc3PctBlocked,on,SecondChanceCorner3FGM,SecondChanceFG3M,StepOutOfBoundsTurnovers,SecondChanceFg3Pct,OffLongMidRangeReboundPct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Travels,BlockingFoulsDrawn,SecondChanceFtPoints,Loose Ball Fouls Drawn,2pt And 1 Free Throw Trips,OffensiveGoaltends,SecondChanceArc3FGM,LongMidRangePctBlocked,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,3pt And 1 Free Throw Trips,DefensiveGoaltends,BlockedCorner3,3SecondViolations,Corner3PctBlocked
1627749,1610612759,Dejounte Murray,Dejounte Murray,1627749,SAS,1025.0,17,5,35,36,21.0,14,1.0,71,3.0,4.0,3.0,4.0,1.0,2.0,4.0,6.0,2.0,10.0,40,3.0,4.0,2.0,8.0,2.0,6.0,4.0,4.0,3.0,1.0,12.0,2.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,8.0,21.0,0.25,0.25,0.6666666666666666,0.75,0.6666666666666666,0.75,0.7142857142857143,0.8,22.22222222222222,1.0,0.5,0.2222222222222222,0.13333333333333333,0.5,0.25,0.6666666666666666,0.75,0.75,0.3333333333333333,0.3333333333333333,0.5,0.5,1.0,0.75,0.6666666666666666,0.5929666666666668,0.682175,0.14285714285714285,0.14285714285714285,0.8,4.066666666666666,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
1627854,1610612759,Bryn Forbes,Bryn Forbes,1627854,SAS,3249.0,54,-16,107,106,48.0,49,8.0,213,,2.0,,1.0,1.0,2.0,3.0,8.0,5.0,17.0,123,,3.0,4.0,7.0,2.0,4.0,,2.0,,,4.0,1.0,,2.0,3.0,,,,,,,,1.0,3.0,3.0,7.0,2.0,,,,7.0,48.0,0.3333333333333333,0.3333333333333333,0.375,,0.35294117647058826,0.1875,0.4,0.35,17.39130434782609,,,0.03125,0.0392156862745098,,,0.11764705882352941,,,,0.11764705882352941,0.5,0.5,0.125,,0.6470588235294118,0.467040625,0.4619357142857142,0.10526315789473684,0.2,0.4117647058823529,11.125,0.4485981308411215,1.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,8.0,4.0,2.0,9.0,1.0,1.0,5.0,6.0,1.0,7.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2222222222222222,0.2,0.25,0.5294117647058824,0.125,0.5,0.03571428571428571,0.05263157894736842,0.0196078431372549,0.08333333333333333,0.07692307692307693,0.06666666666666667,0.1,0.23529411764705882,0.5,0.5,0.5,0.058823529411764705,1.0,1.0,1.0,0.47058823529411764,0.125,0.125,1.0,1.0,0.125,1.0,0.5,0.14285714285714285,28.800000000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
1628401,1610612759,Derrick White,Derrick White,1628401,SAS,1089.0,18,2,38,38,24.0,16,1.0,76,1.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,,7.0,45,2.0,2.0,,4.0,2.0,2.0,,1.0,,,2.0,,,,,1.0,1.0,,,,,,,,,,,1.0,,2.0,4.0,24.0,0.5,0.5,0.5,1.0,0.5833333333333334,0.6666666666666666,0.5833333333333334,0.6666666666666666,15.384615384615383,,,,,,,0.16666666666666666,1.0,1.0,,0.3333333333333333,0.5,0.5,0.3333333333333333,1.0,0.5,0.49141666666666667,0.5409666666666667,,,0.5714285714285714,9.950000000000001,0.631578947368421,,,1.0,,,,,1.0,2.0,1.0,1.0,2.0,,,1.0,3.0,,2.0,1.0,,1.0,1.0,,,,,,,,,,1.0,0.5,,0.5,0.3333333333333333,,,,,,,,,,0.16666666666666666,,,,,,,,0.3333333333333333,0.5,0.5,1.0,,,,0.3333333333333333,0.5,26.6,1.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
202722,1610612759,Davis Bertans,Davis Bertans,202722,SAS,1895.0,32,-7,63,65,30.0,29,3.0,128,,,,,,,,,5.0,8.0,77,,,3.0,6.0,,,,2.0,,,4.0,3.0,,5.0,5.0,1.0,1.0,,,,,,2.0,3.0,4.0,7.0,1.0,,,,6.0,30.0,,,,,0.3,0.5,0.5,0.6,11.940298507462686,,,0.15,0.16666666666666666,,0.14285714285714285,,,,,,,,,,1.0,0.4817099999999999,0.4761499999999999,0.2857142857142857,1.0,0.75,,0.47619047619047616,,,,,,,,1.0,5.0,3.0,1.0,5.0,,1.0,3.0,3.0,,5.0,1.0,,2.0,1.0,,,2.0,,,,,1.0,1.0,1.0,0.2,0.3333333333333333,0.2,1.0,,,,0.2,,,0.2,0.14285714285714285,,,,,,,,,,1.0,0.2,0.2,1.0,,,,1.0,0.2,26.76,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,0.3333333333333333,0.53505,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
203464,1610612759,Brandon Paul,Brandon Paul,203464,SAS,152.0,3,5,7,6,7.0,6,,13,,,,,,,,,,,7,,,,,,,,1.0,,,2.0,,,1.0,1.0,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,0.5,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
203530,1610612759,Joffrey Lauvergne,Joffrey Lauvergne,203530,SAS,352.0,6,3,12,13,9.0,2,1.0,25,1.0,1.0,1.0,1.0,,,1.0,1.0,,2.0,10,1.0,1.0,,2.0,,2.0,,,,,,1.0,,1.0,1.0,,,,,,,,,,1.0,,,,,,2.0,9.0,,,1.0,1.0,1.0,1.0,1.0,1.0,7.692307692307692,,,0.2,0.14285714285714285,,,1.0,1.0,1.0,,,,,1.0,1.0,1.0,0.5364,0.5364,,,1.0,1.8,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
203937,1610612759,Kyle Anderson,Kyle Anderson,203937,SAS,879.0,15,-7,27,28,20.0,18,2.0,55,3.0,3.0,1.0,1.0,,1.0,3.0,4.0,1.0,7.0,30,1.0,2.0,1.0,3.0,2.0,4.0,,1.0,,,2.0,2.0,,2.0,4.0,,,,,,2.0,1.0,1.0,4.0,1.0,2.0,1.0,,,,3.0,20.0,0.3333333333333333,0.5,0.75,0.5,0.75,0.5,0.7,0.5,24.13793103448276,,,0.2,0.10526315789473684,1.0,0.2,0.75,1.0,1.0,0.3333333333333333,0.25,,,0.5,1.0,0.75,0.559825,0.6087,0.2,0.2,0.42857142857142855,3.25,0.7407407407407407,1.0,,,,,,,,,,,,1.0,,,,,,,1.0,1.0,,1.0,1.0,,2.0,,,,,,,,,,,0.25,,0.1111111111111111,,0.14285714285714285,0.25,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,0.7488,,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.2,0.25,1.0,0.2857142857142857,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
2200,1610612759,Pau Gasol,Pau Gasol,2200,SAS,1515.0,25,-17,47,47,15.0,17,1.0,94,2.0,2.0,,,3.0,4.0,5.0,6.0,4.0,14.0,66,1.0,1.0,,2.0,8.0,2.0,1.0,3.0,,1.0,7.0,3.0,,5.0,5.0,,,,,,1.0,,,2.0,3.0,4.0,2.0,,,,2.0,15.0,0.8,0.8,0.8333333333333334,1.0,0.8333333333333334,1.0,0.875,1.0,18.75,,,0.1875,0.2,0.5,0.14285714285714285,0.3333333333333333,1.0,1.0,1.0,0.6666666666666666,0.75,0.75,,,0.3333333333333333,0.4299333333333333,0.2328,0.25,0.25,0.14285714285714285,6.083333333333333,0.3191489361702128,,,,,,,,,,,,,,,,,,,,,2.0,1.0,1.0,,2.0,,,,,,,,,,,,,,,0.2222222222222222,,,0.14285714285714285,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,0.6666666666666666,,,,,,,0.3333333333333333,,,,,,,,,,1.0,1.0,,2.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
1938,1610612759,Manu Ginobili,Manu Ginobili,1938,SAS,1210.0,20,-20,41,39,24.0,23,4.0,80,2.0,4.0,2.0,3.0,1.0,1.0,3.0,6.0,3.0,15.0,55,3.0,5.0,,6.0,2.0,4.0,,1.0,,,2.0,2.0,,2.0,2.0,4.0,1.0,3.0,1.0,,2.0,1.0,,1.0,2.0,3.0,,,,,6.0,24.0,0.3333333333333333,0.3333333333333333,0.5,0.6,0.46153846153846156,0.3333333333333333,0.5357142857142857,0.3333333333333333,34.78260869565217,0.5,,0.25,0.14285714285714285,,0.4,0.3076923076923077,0.5,0.5,0.5,0.07692307692307693,1.0,1.0,0.3333333333333333,0.6666666666666666,0.8461538461538461,0.4959769230769231,0.5219388888888888,0.07142857142857142,,0.4,5.366666666666667,0.5853658536585366,,,1.0,,2.0,,2.0,2.0,5.0,2.0,2.0,7.0,,,4.0,3.0,,5.0,2.0,,1.0,,1.0,,,,,,,,,0.5,0.2857142857142857,,0.2857142857142857,0.5384615384615384,,,,,,,,,,0.07692307692307693,,,,0.15384615384615385,,,,0.38461538461538464,0.4,0.4,0.5,,0.2222222222222222,,0.2222222222222222,0.4,25.857142857142858,,,,,,,,,1.0,,,1.0,,,,0.55215,0.125,,,,,,1.0,,,,,,,,,,,,,1.0,3.0,1.0,1.0,1.0,1.0,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
200746,1610612759,LaMarcus Aldridge,LaMarcus Aldridge,200746,SAS,1373.0,23,-6,46,43,21.0,26,7.0,89,3.0,4.0,1.0,1.0,2.0,7.0,5.0,12.0,6.0,16.0,46,2.0,6.0,2.0,6.0,8.0,2.0,,,,,,6.0,,7.0,10.0,,,,2.0,2.0,3.0,2.0,,,4.0,7.0,3.0,,,,6.0,21.0,0.8,1.0,0.4166666666666667,0.3333333333333333,0.4166666666666667,0.3333333333333333,0.5,0.42857142857142855,33.9622641509434,0.6666666666666666,,0.46153846153846156,0.3684210526315789,,0.5,0.3333333333333333,0.75,0.75,0.6666666666666666,0.5833333333333334,0.2857142857142857,0.5,0.16666666666666666,1.0,0.3333333333333333,0.5147916666666665,0.47626666666666667,0.2,0.2,0.375,6.0,0.45652173913043476,2.0,,1.0,,,,,,,,,,2.0,,,,,,,3.0,,,,1.0,1.0,3.0,1.0,,1.0,,,,,,,,0.25,,0.07142857142857142,0.16666666666666666,0.11538461538461539,,0.6666666666666666,0.16666666666666666,0.25,0.08333333333333333,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,0.6351,,1.0,1.0,2.0,2.0,2.0,1.0,,,,0.5,0.5,0.5,0.42857142857142855,0.16666666666666666,0.2222222222222222,0.5,0.125,,,,,,,,1.0,0.2,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
