EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,ShortMidRangeFGA,FG2A,OpponentPoints,PenaltyFG2A,FTDefRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,DeadBallTurnovers,Turnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Usage,DefFTReboundPct,ShortMidRangeFrequency,ShotQualityAvg,PenaltyShotQualityAvg,Avg2ptShotDistance,PenaltyOffPossPct,AtRimFGM,AtRimFGA,Corner3FGA,Arc3FGA,FG2M,FG3A,Points,PtsUnassisted2s,NonHeaveArc3FGA,DefThreePtRebounds,LiveBallTurnovers,LostBallTurnovers,Fg2Pct,EfgPct,TsPct,FG3APct,LiveBallTurnoverPct,DefThreePtReboundPct,DefFGReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,Corner3Frequency,Arc3Frequency,AtRimFG3AFrequency,Avg3ptShotDistance,LongMidRangeFGA,FtPoints,Fg2aBlocked,BadPassTurnovers,PenaltyTurnovers,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,FG2APctBlocked,LongMidRangePctBlocked,DefArc3ReboundPct,LongMidRangeFrequency,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,DefTwoPtRebounds,DefTwoPtReboundPct,DefAtRimReboundPct,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,LongMidRangeFGM,PenaltyArc3FGA,PenaltyFG2M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,2pt And 1 Free Throw Trips,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyPointsPct,ShortMidRangePctBlocked,Arc3FGM,FG3M,PtsUnassisted3s,NonHeaveArc3FGM,Fg3Pct,NonHeaveFg3Pct,Arc3Accuracy,UnblockedArc3Accuracy,NonHeaveArc3Accuracy,on,SecondChanceOffPoss,SecondChanceAtRimFGA,SecondChanceFG2A,PtsAssisted2s,OffThreePtRebounds,OffTwoPtRebounds,OffRebounds,SelfOReb,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,Assisted2sPct,NonPutbacksAssisted2sPct,AtRimPctBlocked,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimPctAssisted,ShortMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceShotQualityAvg,SecondChanceAtRimFGM,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceFG2M,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG3M,PtsAssisted3s,PtsPutbacks,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,LostBallSteals,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,Charge Fouls,Blocked3s,BlockedArc3,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,SecondChanceFg3Pct,PenaltyFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG3APctBlocked,Arc3PctBlocked,OffLongMidRangeReboundPct,OffCorner3ReboundPct,DefLongMidRangeReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3PctAssisted,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,SecondChancePointsPct,HeaveAttempts,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,BlockedLongMidRange,BlockedShortMidRange,SecondChanceFtPoints,BlockingFouls,BlockingFoulsDrawn,ThreePtShootingFoulsDrawn,Corner3PctBlocked,LongMidRangePctAssisted,ThreePtShootingFoulsDrawnPct,FTOffRebounds,Technical Free Throw Trips,OffFTReboundPct,HeaveMakes,BlockedCorner3,DefensiveGoaltends,Defensive 3 Seconds Violations
1627767,1610612740,Cheick Diallo,Cheick Diallo,1627767,NOP,806.0,13,-21,34,33,8.0,30.0,67,1.0,1.0,38,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,1.0,1.0,8.0,1.0,5.88235294117647,0.3333333333333333,1.0,0.4397,0.4397,9.4,0.23529411764705882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202348,1610612740,Jordan Crawford,Jordan Crawford,202348,NOP,359.0,6,-14,16,16,,16.0,32,,1.0,21,,,1.0,1.0,1.0,1.0,,2.0,,,,,,,43.75,,,0.5944499999999999,,1.4,,1.0,1.0,1.0,3.0,1.0,4.0,2.0,2.0,3.0,1.0,2.0,2.0,1.0,0.2,0.2,0.8,1.0,1.0,1.0,1.0,0.2,1.0,1.0,0.2,0.6,1.0,26.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202732,1610612740,DeAndre Liggins,DeAndre Liggins,202732,NOP,816.0,14,-22,34,34,8.0,31.0,68,,1.0,39,,,1.0,1.0,,,,2.0,,,,,8.0,,11.76470588235294,,,0.4674,,14.9,0.23529411764705882,,,,,,,1.0,,,1.0,2.0,1.0,,,0.25,,1.0,0.14285714285714285,0.09090909090909091,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.2,1.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203524,1610612740,Solomon Hill,Solomon Hill,203524,NOP,521.0,9,-10,21,22,8.0,22.0,43,,,23,,1.0,2.0,2.0,,,,1.0,1.0,2.0,,,8.0,1.0,9.523809523809524,0.5,,0.50655,,,0.38095238095238093,,,,1.0,,1.0,,,1.0,,1.0,,,,,1.0,1.0,,0.1,,,,,,1.0,1.0,26.4,,,,1.0,,,,,,,,,,,1.0,0.25,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203546,1610612740,Ian Clark,Ian Clark,203546,NOP,816.0,14,-22,34,34,8.0,31.0,68,2.0,6.0,39,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,8.0,,29.41176470588235,0.3333333333333333,0.2222222222222222,0.4882833333333333,0.55027,11.683333333333332,0.23529411764705882,1.0,1.0,,3.0,4.0,3.0,11.0,8.0,3.0,,,,0.6666666666666666,0.4444444444444444,0.55,0.3333333333333333,,,,,0.1111111111111111,1.0,1.0,,0.3333333333333333,0.4444444444444444,24.7,3.0,3.0,,,,2.0,3.0,1.0,,,,0.3333333333333333,0.1111111111111111,0.16666666666666666,,,,1.0,1.0,2.0,1.0,3.0,1.0,3.0,2.0,4.0,1.0,1.0,4.0,0.5,0.2,0.3333333333333333,1.0,1.0,0.3333333333333333,0.3333333333333333,0.2,1.0,0.6,0.36363636363636365,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731,1610612740,Emeka Okafor,Emeka Okafor,2731,NOP,216.0,4,-8,10,10,,10.0,20,,1.0,12,,,,,,,,,1.0,1.0,,,,,10.0,,,0.3957,,14.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202734,1610612740,E'Twaun Moore,E'Twaun Moore,202734,NOP,89.0,1,-5,3,3,,,6,1.0,1.0,5,,,,,,,,,,,,,,,33.333333333333336,,1.0,0.4148,,13.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203121,1610612740,Darius Miller,Darius Miller,203121,NOP,457.0,8,-8,18,18,8.0,15.0,36,,,18,,,1.0,1.0,,,,1.0,,,,,8.0,,22.22222222222222,,,0.5551,,,0.4444444444444444,,,1.0,2.0,,3.0,3.0,,2.0,1.0,1.0,,,0.5,0.5,1.0,1.0,0.16666666666666666,0.1,1.0,,,,0.3333333333333333,0.6666666666666666,1.0,25.2,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,3.0,1.0,0.3333333333333333,0.3333333333333333,0.5,0.5,0.5,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1627767,1610612740,Cheick Diallo,Cheick Diallo,1627767,NOP,2096.0,35,-6,71,72,17.0,28.0,143,5.0,11.0,80,2.0,,4.0,8.0,,,,,1.0,4.0,1.0,,17.0,2.0,14.473684210526315,,0.45454545454545453,0.45677272727272733,0.39425,7.1,0.23943661971830985,3.0,5.0,,,5.0,,10.0,,,2.0,,,0.45454545454545453,0.45454545454545453,0.45454545454545453,,,0.125,0.1111111111111111,,0.45454545454545453,0.6,0.75,,,0.45454545454545453,,1.0,,2.0,,,,,,0.18181818181818182,,0.14285714285714285,0.09090909090909091,,,2.0,0.1,,,,2.0,,,1.0,,,2.0,,,2.0,0.5,0.5,0.5,0.4,0.5,,,,,,0.2,0.2,,,,,,,,,,False,5.0,1.0,1.0,10.0,1.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,0.13636363636363635,0.09090909090909091,0.12121212121212122,0.2857142857142857,0.125,0.09090909090909091,0.4,0.25,1.0,1.0,1.0,1.0,0.5406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200765,1610612740,Rajon Rondo,Rajon Rondo,200765,NOP,18140.0,302,16,649,643,116.0,144.0,1292,17.0,73.0,694,8.0,5.0,59.0,68.0,13.0,5.0,13.0,33.0,8.0,20.0,1.0,1.0,114.0,,18.424753867791843,0.5555555555555556,0.18478260869565216,0.5197391304347826,0.49623749999999994,6.110958904109588,0.17873651771956856,25.0,45.0,5.0,14.0,30.0,19.0,93.0,40.0,14.0,29.0,20.0,,0.410958904109589,0.45652173913043476,0.4744897959183674,0.20652173913043478,0.6060606060606061,0.21014492753623187,0.17252396166134185,0.2962962962962963,0.4891304347826087,0.5555555555555556,0.625,0.05434782608695652,0.15217391304347827,0.6956521739130435,25.09473684210526,11.0,9.0,6.0,20.0,7.0,12.0,14.0,7.0,0.0821917808219178,,0.1891891891891892,0.11956521739130435,0.07216494845360824,0.08974358974358974,25.0,0.14285714285714285,0.07017543859649122,2.0,6.0,2.0,3.0,3.0,3.0,4.0,2.0,14.0,2.0,1.0,14.0,0.375,0.5,0.5384615384615384,0.11764705882352941,0.125,0.2727272727272727,0.2727272727272727,0.5,0.3333333333333333,0.25,0.15053763440860216,0.058823529411764705,5.0,8.0,9.0,5.0,0.42105263157894735,0.42105263157894735,0.35714285714285715,0.38461538461538464,0.35714285714285715,False,55.0,5.0,6.0,20.0,4.0,5.0,9.0,1.0,,,2.0,2.0,0.3333333333333333,0.35714285714285715,0.1111111111111111,0.025510204081632654,0.04395604395604396,0.0313588850174216,0.030303030303030304,,0.04054054054054054,0.1076923076923077,0.02127659574468085,1.0,0.36,0.5,0.5,0.532725,4.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,5.0,2.0,4.0,16.0,2.0,15.0,4.0,1.0,78.0,32.0,110.0,27.0,5.0,52.0,18.0,8.0,252.0,8.0,6.0,3.0,1.0,2.0,1.0,2.0,2.0,1.0,0.625,0.5,0.5,0.8333333333333334,0.8,0.8,0.05263157894736842,0.07142857142857142,0.0625,0.058823529411764705,0.2641509433962264,0.6,0.6,0.6666666666666666,0.6,0.8,0.25,0.1,1.0,1.0,0.3,0.3333333333333333,1.0,0.08333333333333333,1.0,0.3333333333333333,0.17204301075268819,,,,,,,,,,,,,,,,,,,,
