EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,OffPoss,PenaltyOffPoss,SecondChanceOffPoss,TotalPoss,PenaltyOffPossExcludingTakeFouls,PenaltyOffPossPct,DefPoss,PenaltyDefPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,NonHeaveArc3FGA,FoulsDrawn,FTA,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,Usage,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,Arc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,OffThreePtRebounds,DefThreePtRebounds,DefRebounds,OffRebounds,Rebounds,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefCorner3ReboundPct,ShootingFouls,Fouls,SecondChanceAtRimFGA,SecondChanceFG2A,SecondChanceAtRimFrequency,LongMidRangeFGA,TwoPtAssists,Assists,AtRimAssists,AssistPoints,Steals,BadPassSteals,DefArc3ReboundPct,LongMidRangeFrequency,on,PlusMinus,ShortMidRangeFGM,ShortMidRangeFGA,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,SecondChanceFG3A,Fg2aBlocked,ThreePtAssists,Arc3Assists,LongMidRangeAssists,DefTwoPtRebounds,LiveBallTurnovers,BadPassTurnovers,Turnovers,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefTwoPtReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Frequency,SecondChanceCorner3Frequency,PenaltyCorner3Frequency,SecondChanceShotQualityAvg,SecondChanceAtRimFGM,LongMidRangeFGM,Arc3FGM,FG3M,FtPoints,SecondChanceFG2M,SecondChanceFtPoints,SecondChancePoints,PenaltyFtPoints,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGM,Corner3Assists,ShortMidRangeAssists,OffTwoPtRebounds,FTDefRebounds,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,SecondChanceTurnovers,PenaltyTurnovers,BlockingFouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,Loose Ball Fouls Drawn,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,DefFTReboundPct,OffTwoPtReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,BlocksRecoveredPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,NonHeaveArc3Accuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Corner3FGM,PenaltyCorner3FGM,PenaltyFG3M,LostBallSteals,Offensive Fouls Drawn,BlockingFoulsDrawn,PenaltyFg3Pct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Accuracy,Charge Fouls Drawn,3SecondViolations,SecondChanceCorner3FGM,PenaltyArc3FGM,SecondChanceFG3M,PtsUnassisted3s,Fg3aBlocked,SelfOReb,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,NonShootingPenaltyNonTakeFouls,SecondChanceFg3Pct,FG3APctBlocked,Corner3PctBlocked,SelfORebPct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawnPct,FTOffRebounds,OffFTReboundPct,SecondChanceArc3FGA,Arc3PctBlocked,SecondChanceArc3Frequency
1626145,1610612750,Tyus Jones,Tyus Jones,1626145,MIN,37.0,1,1,1,1.0,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201166,1610612750,Aaron Brooks,Aaron Brooks,201166,MIN,159.0,3,6,6,2.0,12,6,1.0,6.0,6.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,4.0,4.0,2.0,2.0,1.0,4.0,4.0,1.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.5,0.5,0.3333333333333333,50.0,0.6666666666666666,1.0,1.0,1.0,0.3333333333333333,0.6666666666666666,1.0,0.3333333333333333,1.0,0.5383166666666667,0.5383166666666667,1.0,1.55,27.2,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201565,1610612750,Derrick Rose,Derrick Rose,201565,MIN,37.0,1,1,1,1.0,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202357,1610612750,Nemanja Bjelica,Nemanja Bjelica,202357,MIN,159.0,3,6,6,2.0,12,6,1.0,6.0,6.0,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,2.0,0.5,0.5,0.5,0.25,0.5,1.0,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203476,1610612750,Gorgui Dieng,Gorgui Dieng,203476,MIN,159.0,3,6,6,2.0,12,6,1.0,6.0,6.0,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1627875,1610612750,Marcus Georges-Hunt,Marcus Georges-Hunt,1627875,MIN,122.0,2,5,5,1.0,11,5,1.0,6.0,6.0,,1.0,,1.0,,,,1.0,,,4.0,,1.0,,,,,,,,,,,,,,,,,,,16.666666666666668,1.0,,,,,1.0,,,1.0,0.8083,0.8083,,0.6,,1.0,,,1.0,1.0,,1.0,,0.3333333333333333,1.0,,,,1.0,1.0,1.0,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2037,1610612750,Jamal Crawford,Jamal Crawford,2037,MIN,122.0,2,5,5,1.0,11,5,1.0,6.0,6.0,,,,,1.0,1.0,,1.0,1.0,,4.0,,1.0,1.0,,,1.0,,,,,,,,,,,,,,0.5,33.333333333333336,,,,,0.5,,,0.5,0.5,0.485,0.485,,17.7,26.6,,1.0,1.0,,1.0,0.5,,0.5,,,,,,,,,1.0,2.0,2.0,2.0,4.0,1.0,1.0,1.0,0.5,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1626145,1610612750,Tyus Jones,Tyus Jones,1626145,MIN,3261.0,54,105,30,9.0,210,29,0.2857142857142857,105.0,35.0,1.0,3.0,1.0,2.0,,,2.0,5.0,2.0,4.0,105.0,1.0,2.0,2.0,2.0,4.0,,,,,2.0,,1.0,1.0,0.4,0.5,0.2857142857142857,0.25,0.2857142857142857,0.25,0.2857142857142857,6.9565217391304355,0.42857142857142855,0.3333333333333333,0.5,1.0,,0.5,0.5,,0.7142857142857143,0.6362785714285714,0.7115625,0.5,3.5799999999999996,22.9,,7.0,9.0,,9.0,0.1891891891891892,,0.15254237288135594,,,0.4,,,,,,,6.0,8.0,5.0,18.0,1.0,1.0,0.15625,,False,3.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,0.4,0.3333333333333333,0.5,1.0,0.09090909090909091,0.1,0.25,0.2857142857142857,0.5,1.0,1.0,0.2857142857142857,1.0,0.5,0.80805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1626157,1610612750,Karl-Anthony Towns,Karl-Anthony Towns,1626157,MIN,10185.0,170,333,55,33.0,662,55,0.16516516516516516,329.0,40.0,14.0,25.0,3.0,6.0,8.0,2.0,25.0,49.0,11.0,76.0,416.0,5.0,9.0,2.0,14.0,36.0,7.0,21.0,23.0,3.0,14.0,3.0,0.72,0.782608695652174,0.5102040816326531,0.5555555555555556,0.49166666666666664,0.45454545454545453,0.5428571428571428,0.5,0.18333333333333332,22.10242587601078,0.4166666666666667,0.56,0.6666666666666666,0.8571428571428571,0.13333333333333333,0.5454545454545454,0.5,0.18181818181818182,0.6,0.5025635593220339,0.524345,0.18421052631578946,5.638775510204081,28.872727272727275,4.0,29.0,52.0,15.0,67.0,0.3258426966292135,0.09090909090909091,0.2857142857142857,0.09933774834437085,0.1111111111111111,0.3684210526315789,8.0,14.0,8.0,9.0,0.8,6.0,7.0,11.0,6.0,26.0,2.0,2.0,0.3142857142857143,0.1,False,-43.0,9.0,18.0,3.0,1.0,,1.0,6.0,4.0,2.0,,17.0,6.0,5.0,12.0,0.12244897959183673,0.16,0.1111111111111111,0.5,0.2361111111111111,0.1794871794871795,0.3,0.3,0.5,0.5625,0.4444444444444444,0.05,0.1,,0.58172,3.0,2.0,3.0,3.0,17.0,4.0,3.0,11.0,4.0,14.0,9.0,4.0,1.0,3.0,2.0,1.0,11.0,6.0,1.0,6.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,2.0,1.0,3.0,10.0,4.0,1.0,1.0,3.0,1.0,5.0,4.0,1.0,0.2727272727272727,0.3,0.4444444444444444,0.4,0.4230769230769231,0.6,0.102803738317757,0.07317073170731707,0.11627906976744186,0.13043478260869565,0.058823529411764705,0.30434782608695654,0.8,0.3333333333333333,0.3333333333333333,1.0,0.375,0.375,1.0,0.375,0.3333333333333333,0.42857142857142855,0.14925373134328357,0.17857142857142858,0.14473684210526316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201565,1610612750,Derrick Rose,Derrick Rose,201565,MIN,7091.0,118,236,47,23.0,474,46,0.19915254237288135,238.0,58.0,16.0,24.0,2.0,3.0,2.0,,22.0,47.0,10.0,71.0,279.0,2.0,7.0,3.0,12.0,24.0,2.0,5.0,7.0,1.0,10.0,,0.5454545454545454,0.5454545454545454,0.46808510638297873,0.2857142857142857,0.5701754385964912,0.5,0.5916666666666667,0.5454545454545454,0.17543859649122806,25.757575757575758,0.42105263157894735,0.6666666666666666,0.7619047619047619,0.625,0.03508771929824561,0.3,0.6666666666666666,,0.5964912280701754,0.5292684210526316,0.49467499999999986,0.16901408450704225,7.670212765957447,23.58,,5.0,8.0,1.0,9.0,0.07936507936507936,,0.07272727272727272,0.009433962264150943,,0.07142857142857142,6.0,9.0,,2.0,,14.0,7.0,13.0,5.0,32.0,2.0,1.0,0.08163265306122448,0.24561403508771928,False,1.0,,9.0,8.0,1.0,3.0,1.0,6.0,6.0,3.0,1.0,3.0,7.0,5.0,8.0,0.1276595744680851,0.125,0.3333333333333333,0.875,0.06382978723404255,0.08,0.1,0.15789473684210525,,,,0.14035087719298245,0.3333333333333333,0.3,0.4204333333333334,,6.0,1.0,7.0,6.0,,,,2.0,20.0,21.0,,,1.0,3.0,1.0,1.0,,,1.0,,2.0,,1.0,1.0,,1.0,,,,1.0,3.0,,,,,,,,1.0,0.7,0.7,,,,,0.011764705882352941,,0.038461538461538464,,,,,0.42857142857142855,0.42857142857142855,0.3333333333333333,0.5,0.5,1.0,,,0.5,0.05084745762711865,0.061224489795918366,,6.0,2.0,2.0,1.0,1.0,1.0,0.6666666666666666,0.75,0.75,1.0,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,
