EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Charge Fouls,Loose Ball Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,BlockingFoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,LongMidRangeFGM,BlockedLongMidRange,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,OffensiveGoaltends,DefCorner3ReboundPct,PtsUnassisted3s,ShortMidRangeAssists,LongMidRangeAssists,Travels,SecondChanceTurnovers,BlockedShortMidRange,Offensive Fouls,Charge Fouls Drawn,Blocked3s,BlockedArc3,SecondChanceFtPoints,on,StepOutOfBoundsTurnovers,HeaveAttempts,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceArc3Accuracy,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawnPct,Technical Free Throw Trips,BlockingFouls,DefensiveGoaltends
1626159,1610612748,Justise Winslow,Justise Winslow,1626159,MIA,7490.0,125,-18.0,259,264,104.0,159,22.0,523,6.0,13.0,1.0,3.0,2.0,4.0,2.0,7.0,3.0,2.0,4.0,2.0,4.0,5.0,15.0,1.0,4.0,6.0,8.0,23.0,7.0,19.0,12.0,49.0,296,1.0,3.0,1.0,2.0,3.0,8.0,6.0,10.0,6.0,30.0,8.0,8.0,21.0,2.0,15.0,5.0,3.0,4.0,9.0,13.0,6.0,3.0,4.0,35.0,2.0,4.0,1.0,5.0,14.0,7.0,26.0,7.0,33.0,2.0,4.0,1.0,3.0,5.0,1.0,2.0,3.0,1.0,3.0,8.0,3.0,6.0,17.0,1.0,4.0,14.0,1.0,3.0,1.0,17.0,1.0,8.0,1.0,4.0,4.0,4.0,3.0,30.0,104.0,6.0,1.0,0.5,0.5714285714285714,1.0,0.3684210526315789,0.6,0.3684210526315789,0.34782608695652173,0.3333333333333333,0.375,0.44047619047619047,0.25,0.6666666666666666,0.49,0.25,0.6818181818181818,0.4523809523809524,0.13043478260869565,0.07692307692307693,0.14285714285714285,0.3333333333333333,20.069204152249135,0.625,0.3684210526315789,0.07692307692307693,0.1794871794871795,0.05970149253731343,0.1111111111111111,0.044444444444444446,0.15447154471544716,0.05357142857142857,0.0625,0.0625,0.05263157894736842,0.05,0.12903225806451613,0.2608695652173913,0.16666666666666666,0.11904761904761904,0.08333333333333333,0.75,0.30952380952380953,0.46153846153846156,0.5,0.5,0.16666666666666666,0.2857142857142857,0.3333333333333333,0.5,0.07142857142857142,0.09523809523809523,0.5,0.5,1.0,0.35714285714285715,0.3333333333333333,0.3333333333333333,1.0,0.75,0.3333333333333333,0.25,0.2222222222222222,0.5,0.2222222222222222,0.5,0.3333333333333333,0.6666666666666666,0.7619047619047619,0.3333333333333333,0.5207547619047619,0.5474833333333333,0.5177944444444444,0.16326530612244897,0.26666666666666666,0.04081632653061224,0.6122448979591837,5.469565217391303,25.157894736842106,0.4015444015444015,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
1626196,1610612748,Josh Richardson,Josh Richardson,1626196,MIA,2210.0,37,-11.0,76,79,32.0,70,5.0,155,,2.0,,2.0,,,1.0,2.0,2.0,,,,,1.0,6.0,1.0,,2.0,3.0,6.0,1.0,6.0,,9.0,99,,2.0,1.0,,1.0,2.0,,2.0,,2.0,2.0,4.0,3.0,,6.0,1.0,,1.0,2.0,3.0,2.0,,1.0,8.0,,2.0,,1.0,2.0,,3.0,2.0,5.0,,2.0,1.0,1.0,2.0,,1.0,,,1.0,2.0,,1.0,4.0,,1.0,2.0,1.0,,,,,,,1.0,,1.0,1.0,2.0,32.0,1.0,,0.3333333333333333,0.3333333333333333,1.0,0.16666666666666666,,0.16666666666666666,0.5,,0.5,0.375,,0.25,0.375,,0.25,0.5,,,,,16.47058823529412,1.0,,,0.09523809523809523,0.1111111111111111,0.1111111111111111,,0.1,0.06666666666666667,0.2222222222222222,,,,0.1111111111111111,,0.16666666666666666,0.1111111111111111,,1.0,0.16666666666666666,,,,0.16666666666666666,0.5,0.5,,0.16666666666666666,,,,,0.5,0.16666666666666666,0.16666666666666666,1.0,0.6666666666666666,,0.3333333333333333,,,,,0.5,,0.6666666666666666,0.16666666666666666,0.49749166666666667,0.5358333333333333,0.4934125,,,,0.2222222222222222,9.750000000000002,25.566666666666666,0.42105263157894735,2.0,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
1628389,1610612748,Bam Adebayo,Bam Adebayo,1628389,MIA,3189.0,53,-9.0,110,115,54.0,71,6.0,225,4.0,8.0,1.0,4.0,1.0,2.0,1.0,1.0,,,,,,,,,,,5.0,9.0,,,3.0,13.0,130,1.0,4.0,,2.0,1.0,2.0,,,,2.0,8.0,2.0,,,,,,,,,,,,,,5.0,,1.0,1.0,3.0,5.0,5.0,10.0,2.0,,,,,,,1.0,,,1.0,1.0,1.0,6.0,,,9.0,,2.0,,14.0,,7.0,,,,,,2.0,54.0,4.0,,0.8,0.8,,,,,0.5555555555555556,0.25,0.5,0.5555555555555556,0.25,0.5,0.40625,0.25,0.25,,,,,,14.40677966101695,,0.3,,0.03225806451612903,0.2,0.0625,,0.0425531914893617,0.11904761904761904,0.25,0.14285714285714285,0.2,,0.1111111111111111,,,,0.5,,0.8888888888888888,0.5,0.5,0.75,0.1111111111111111,1.0,1.0,1.0,,,,,,,,,,1.0,0.25,,1.0,0.5,,,,,0.8888888888888888,,0.5802666666666666,0.62845,0.57305,0.4375,0.4375,0.15384615384615385,0.15384615384615385,1.7999999999999998,,0.4909090909090909,,,,,,1.0,0.5,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
201609,1610612748,Goran Dragic,Goran Dragic,201609,MIA,3714.0,62,-1.0,127,126,48.0,80,10.0,253,6.0,10.0,1.0,1.0,2.0,2.0,,2.0,7.0,,1.0,,,3.0,6.0,1.0,2.0,2.0,10.0,19.0,3.0,7.0,10.0,39.0,151,1.0,1.0,1.0,2.0,5.0,7.0,2.0,2.0,7.0,23.0,10.0,10.0,6.0,,6.0,3.0,2.0,7.0,4.0,11.0,3.0,1.0,5.0,26.0,1.0,,,1.0,2.0,1.0,4.0,1.0,5.0,,2.0,1.0,1.0,6.0,,3.0,1.0,,3.0,7.0,2.0,1.0,7.0,,,8.0,,,,14.0,1.0,6.0,2.0,,,,,23.0,48.0,2.0,1.0,0.5,0.5,0.6666666666666666,0.42857142857142855,1.0,0.42857142857142855,0.5263157894736842,1.0,0.7142857142857143,0.5576923076923077,0.5,0.8888888888888888,0.5909090909090909,0.5,0.8214285714285714,0.2692307692307692,0.10526315789473684,0.2,,,27.659574468085108,0.8571428571428571,0.09090909090909091,,0.047619047619047616,,0.05,0.05,0.04838709677419355,0.02,,,,0.058823529411764705,0.05555555555555555,0.08333333333333333,,0.05,,,0.38461538461538464,0.6,0.75,0.8333333333333334,0.07692307692307693,,,,0.2692307692307692,0.038461538461538464,,,,0.23076923076923078,0.5,0.5,0.6666666666666666,0.5,1.0,0.5,0.2222222222222222,1.0,,,0.2222222222222222,1.0,0.6538461538461539,0.5,0.5229403846153846,0.38955,0.4921277777777778,0.1935483870967742,0.25,0.05128205128205128,0.5897435897435898,8.368421052631579,25.47142857142857,0.3779527559055118,4.0,,0.5714285714285714,0.5714285714285714,,,,3.0,1.0,1.0,1.0,,,,,,,,True,,,,,,,,,,,,,,,,
201949,1610612748,James Johnson,James Johnson,201949,MIA,3466.0,58,-11.0,120,122,48.0,85,11.0,242,3.0,4.0,,,1.0,1.0,1.0,2.0,,2.0,2.0,2.0,2.0,1.0,2.0,1.0,,,4.0,6.0,3.0,4.0,3.0,20.0,142,,1.0,1.0,,2.0,2.0,2.0,2.0,3.0,13.0,4.0,4.0,6.0,,2.0,1.0,1.0,4.0,4.0,8.0,3.0,1.0,3.0,20.0,1.0,,,5.0,1.0,1.0,7.0,1.0,8.0,,1.0,1.0,,1.0,1.0,1.0,1.0,,,2.0,1.0,3.0,8.0,,,5.0,,1.0,1.0,5.0,1.0,3.0,,1.0,,1.0,1.0,13.0,48.0,4.0,1.0,0.5,0.5,0.6666666666666666,0.75,1.0,0.75,0.6666666666666666,,1.0,0.85,,1.25,0.8333333333333334,,1.0833333333333333,0.4,0.16666666666666666,0.25,,,10.44776119402985,0.5,0.1111111111111111,,0.030303030303030304,,0.20833333333333334,0.041666666666666664,0.10526315789473684,0.019230769230769232,,,,0.047619047619047616,,,0.1111111111111111,0.20833333333333334,,1.0,0.4,0.75,1.0,0.6666666666666666,0.2,0.5,0.5,,,0.2,1.0,1.0,1.0,0.2,0.5,0.5,,,,0.5,0.25,1.0,0.5,1.0,,,0.8,0.5,0.570425,0.43555,0.596425,0.25,0.375,,0.65,4.383333333333333,24.599999999999998,0.4,,,,,,,,3.0,,1.0,,1.0,1.0,,,,,,True,,,,,,,,,,,,,,,,
203482,1610612748,Kelly Olynyk,Kelly Olynyk,203482,MIA,5905.0,98,-14.0,203,205,84.0,113,15.0,408,7.0,10.0,2.0,2.0,4.0,5.0,,3.0,1.0,2.0,3.0,2.0,2.0,6.0,12.0,1.0,2.0,6.0,8.0,14.0,8.0,15.0,9.0,49.0,231,2.0,3.0,1.0,4.0,5.0,6.0,4.0,8.0,6.0,28.0,10.0,6.0,24.0,4.0,12.0,6.0,2.0,6.0,2.0,8.0,2.0,,4.0,18.0,,4.0,,2.0,8.0,2.0,12.0,4.0,16.0,1.0,5.0,2.0,3.0,1.0,,1.0,3.0,,,4.0,2.0,3.0,13.0,2.0,2.0,13.0,1.0,,,10.0,2.0,4.0,2.0,3.0,1.0,4.0,3.0,28.0,84.0,5.0,3.0,0.625,0.8333333333333334,1.0,0.5333333333333333,0.5,0.5333333333333333,0.5714285714285714,0.6666666666666666,0.8333333333333334,0.6896551724137931,0.5,0.7857142857142857,0.7424242424242424,0.5,0.8235294117647058,0.5172413793103449,0.14285714285714285,0.2,,,16.517857142857142,0.25,0.14285714285714285,,0.12903225806451613,0.07692307692307693,0.05555555555555555,,0.10204081632653061,0.044444444444444446,0.08,0.07142857142857142,0.07692307692307693,,0.125,0.1111111111111111,0.15,0.06060606060606061,0.09090909090909091,0.75,0.3448275862068966,0.7,0.875,0.5714285714285714,0.10344827586206896,,,,0.034482758620689655,0.10344827586206896,0.6666666666666666,0.6666666666666666,1.0,0.41379310344827586,0.5,0.5,1.0,0.5,1.0,0.25,0.35714285714285715,0.8,0.14285714285714285,1.0,0.42857142857142855,0.3333333333333333,0.8620689655172413,0.5,0.5431120689655171,0.5127666666666667,0.5745142857142858,0.12903225806451613,0.25,0.08163265306122448,0.5714285714285714,4.135714285714285,25.453333333333333,0.41379310344827586,1.0,,1.0,1.0,1.0,,,,1.0,1.0,,,2.0,1.0,1.0,1.0,1.0,,True,,,,,,,,,,,,,,,,
2548,1610612748,Dwyane Wade,Dwyane Wade,2548,MIA,4672.0,78,6.0,163,164,69.0,83,19.0,327,5.0,12.0,,1.0,3.0,4.0,8.0,11.0,18.0,,,,,,1.0,1.0,,1.0,19.0,41.0,,1.0,16.0,54.0,167,1.0,5.0,1.0,2.0,8.0,13.0,,1.0,10.0,26.0,12.0,26.0,,,1.0,,2.0,6.0,7.0,13.0,4.0,3.0,6.0,33.0,1.0,1.0,,9.0,6.0,,15.0,2.0,17.0,,3.0,3.0,,7.0,1.0,7.0,1.0,,,8.0,4.0,2.0,5.0,,,12.0,,,,19.0,1.0,10.0,,1.0,1.0,1.0,,26.0,69.0,3.0,,0.3157894736842105,0.3157894736842105,,,,,0.4634146341463415,0.2,0.6153846153846154,0.4523809523809524,0.16666666666666666,0.5714285714285714,0.5294117647058824,0.16666666666666666,0.65,0.023809523809523808,0.04878048780487805,0.08333333333333333,0.09090909090909091,,31.55080213903743,0.875,,,0.13333333333333333,0.020833333333333332,0.2727272727272727,0.037037037037037035,0.19230769230769232,0.02666666666666667,0.045454545454545456,,,0.041666666666666664,0.07142857142857142,,0.29411764705882354,0.3,,,0.2857142857142857,0.4166666666666667,0.45454545454545453,0.8,0.2619047619047619,0.7272727272727273,0.8,0.125,0.42857142857142855,,,,,0.023809523809523808,,,,0.16666666666666666,,0.16666666666666666,0.2857142857142857,0.75,,,0.07142857142857142,,0.30952380952380953,,0.44930357142857147,0.38268749999999996,0.4638750000000001,0.19607843137254902,0.2,0.037037037037037035,0.48148148148148145,10.84878048780488,25.9,0.4233128834355828,6.0,,0.3333333333333333,0.3333333333333333,0.16666666666666666,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
201961,1610612748,Wayne Ellington,Wayne Ellington,201961,MIA,4117.0,69,-22.0,147,146,58.0,71,13.0,293,,1.0,,,,,,1.0,1.0,3.0,4.0,1.0,1.0,5.0,17.0,,3.0,6.0,,3.0,8.0,21.0,2.0,26.0,163,,,,2.0,,,4.0,7.0,2.0,14.0,,,24.0,,17.0,5.0,,2.0,1.0,3.0,,1.0,1.0,7.0,,,,4.0,3.0,,7.0,,7.0,,2.0,,2.0,1.0,,,2.0,,1.0,3.0,,3.0,8.0,1.0,,1.0,,,,2.0,,1.0,,2.0,1.0,2.0,1.0,14.0,58.0,2.0,,,,1.0,0.38095238095238093,0.5714285714285714,0.38095238095238093,,,,0.5,,0.8571428571428571,0.52,1.0,0.875,0.875,,,,,17.391304347826086,0.3333333333333333,,,0.07142857142857142,,0.15384615384615385,,0.10294117647058823,,,,,,0.058823529411764705,0.16666666666666666,,0.125,,0.5,0.041666666666666664,,,,0.041666666666666664,,,,0.041666666666666664,0.16666666666666666,0.75,0.75,1.0,0.7083333333333334,0.29411764705882354,0.29411764705882354,1.0,,,,,,0.14285714285714285,1.0,0.8571428571428571,0.5,0.9166666666666666,0.29411764705882354,0.5424083333333333,,0.5367214285714287,0.04,0.25,0.07692307692307693,0.5384615384615384,9.466666666666667,25.476190476190474,0.3945578231292517,,,,,,,0.5,,1.0,,,,1.0,1.0,,,,2.0,True,,,,,,,,,,,,,,,,
202337,1610612748,Luke Babbitt,Luke Babbitt,202337,MIA,198.0,3,-6.0,6,7,,7,,13,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.666666666666668,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,0.3477,,,,,,,19.7,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
203585,1610612748,Rodney McGruder,Rodney McGruder,203585,MIA,428.0,7,-5.0,13,16,,11,1.0,29,,1.0,,,,,,,1.0,,,,,,1.0,,,,1.0,2.0,,1.0,,2.0,13,,,,,,,,,,,,2.0,,,1.0,,1.0,,,,,,,,,,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,0.5,,,0.3333333333333333,,,0.3333333333333333,,,0.3333333333333333,0.5,1.0,,,18.75,,,,,,0.2,,0.14285714285714285,,,,,,,,,0.25,,,0.3333333333333333,,,,,,,,0.3333333333333333,,,,,0.3333333333333333,,,,,,,,,,,,,0.6666666666666666,,0.48146666666666665,,,,,,,11.450000000000001,25.6,,1.0,,1.0,1.0,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
