EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG3A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,DefTwoPtRebounds,FTDefRebounds,DefRebounds,Rebounds,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,PenaltyTurnovers,Fouls,Offensive Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsUnassisted2s,PtsPutbacks,ThreePtAssists,Assists,Corner3Assists,AssistPoints,OffTwoPtRebounds,OffRebounds,LostBallTurnovers,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,Fg2aBlocked,TwoPtAssists,AtRimAssists,LongMidRangeAssists,OffThreePtRebounds,DefThreePtRebounds,LostBallOutOfBoundsTurnovers,ShootingFouls,Loose Ball Fouls,Blocked2s,BlockedShortMidRange,Blocks,FG2APctBlocked,AtRimPctBlocked,DefThreePtReboundPct,OffThreePtReboundPct,OffArc3ReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,Arc3Assists,PtsUnassisted3s,SecondChanceAtRimPctAssisted,LongMidRangeFGM,LongMidRangeFGA,Steals,BadPassSteals,OffShortMidRangeReboundPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,ShortMidRangeFGM,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangePctAssisted,on,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,HeaveAttempts,Fg3aBlocked,ShortMidRangeAssists,SelfOReb,LostBallSteals,Travels,SecondChanceTurnovers,BlockingFouls,Charge Fouls,Offensive Fouls Drawn,BlockingFoulsDrawn,2pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,BlockedAtRim,BlockedLongMidRange,RecoveredBlocks,SecondChanceFg3Pct,FG3APctBlocked,ShortMidRangePctBlocked,Arc3PctBlocked,SelfORebPct,BlocksRecoveredPct,ShortMidRangePctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawnPct,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceFtPoints,StepOutOfBoundsTurnovers,Charge Fouls Drawn,Loose Ball Fouls Drawn,3pt And 1 Free Throw Trips,Corner3PctBlocked,OffCorner3ReboundPct,Technical Free Throw Trips,Defensive 3 Seconds Violations,BlockedCorner3,DefensiveGoaltends
101123,1610612745,Gerald Green,Gerald Green,101123,HOU,900.0,15,-16.0,34,32,16.0,17.0,2.0,66,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,3.0,1.0,3.0,2.0,6.0,2.0,10.0,42.0,1.0,1.0,1.0,2.0,4.0,2.0,10.0,2.0,6.0,4.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,10.0,16.0,1.0,1.0,1.0,0.3333333333333333,0.5,0.3333333333333333,0.3333333333333333,1.0,0.4444444444444444,0.8,0.5,0.8333333333333334,0.6666666666666666,36.111111111111114,0.3333333333333333,0.5,0.25,0.14285714285714285,0.25,0.3333333333333333,0.2222222222222222,0.5,0.5,1.0,0.1111111111111111,0.2222222222222222,0.5,0.5,1.0,0.4444444444444444,0.25,0.25,1.0,1.0,0.2,1.0,0.2,1.0,0.6,0.3333333333333333,0.8888888888888888,0.25,0.5078388888888888,0.5234599999999999,0.1,0.25,1.0,3.1666666666666665,24.983333333333334,0.47058823529411764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1627753,1610612745,Zhou Qi,Zhou Qi,1627753,HOU,152.0,3,3.0,5,4,5.0,4.0,,9,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628935,1610612745,Aaron Jackson,Aaron Jackson,1628935,HOU,561.0,9,,21,20,21.0,20.0,3.0,41,2.0,2.0,2.0,2.0,,,1.0,,,1.0,,1.0,,1.0,2.0,2.0,,2.0,1.0,5.0,21.0,,2.0,2.0,,2.0,1.0,5.0,,,1.0,,1.0,,1.0,3.0,1.0,,,,1.0,1.0,2.0,,1.0,2.0,,5.0,21.0,,,,,,,1.0,1.0,0.5,0.5,0.5,0.5,0.5,25.0,1.0,,0.2,0.1,1.0,,0.5,1.0,1.0,,,0.25,,,,0.25,,,,,0.5,1.0,0.25,,0.25,,1.0,,0.4933,0.4933,,,1.0,1.8,24.75,1.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.25,0.5,1.0,1.0,1.0,0.5032,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200782,1610612745,PJ Tucker,PJ Tucker,200782,HOU,106.0,2,,3,3,3.0,3.0,,6,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204028,1610612745,Tarik Black,Tarik Black,204028,HOU,1129.0,19,-20.0,41,40,23.0,25.0,5.0,81,1.0,4.0,1.0,2.0,,,,,,,,,,,1.0,4.0,,,,2.0,54.0,,1.0,2.0,,,,2.0,,,,,1.0,1.0,4.0,6.0,,,,1.0,1.0,,5.0,,1.0,,,2.0,23.0,,,,,,,0.25,0.5,0.25,0.5,0.25,0.5,,10.869565217391305,,0.25,0.1,0.17647058823529413,,,1.0,0.25,0.3333333333333333,,,,,,,,,,,,1.0,0.5,,,,,1.0,,0.516275,0.58395,,,1.0,2.1,,0.5609756097560976,1.0,1.0,1.0,1.0,2.0,2.0,2.0,,2.0,,4.0,,2.0,,,1.0,,1.0,1.0,1.0,,0.11764705882352941,,,1.0,1.0,,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,0.25,0.25,0.2857142857142857,0.2857142857142857,0.4,0.3333333333333333,0.16666666666666666,1.0,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772,1610612745,Trevor Ariza,Trevor Ariza,2772,HOU,46.0,1,3.0,2,1,2.0,1.0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201569,1610612745,Eric Gordon,Eric Gordon,201569,HOU,58.0,1,1.0,3,3,3.0,3.0,,6,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,1.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,1.0,,1.0,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201601,1610612745,Luc Mbah a Moute,Luc Mbah a Moute,201601,HOU,855.0,14,-23.0,30,31,12.0,16.0,5.0,61,2.0,3.0,2.0,3.0,,,,,,,1.0,1.0,,,2.0,3.0,1.0,1.0,,7.0,47.0,,2.0,3.0,,,,4.0,4.0,,1.0,1.0,,,,,,,,,,,,,,,,4.0,12.0,1.0,1.0,,1.0,,1.0,0.6666666666666666,0.6666666666666666,0.875,0.6666666666666666,0.875,0.6666666666666666,0.25,11.428571428571429,,,,,,,0.75,0.6666666666666666,1.0,1.0,,,,,,0.25,1.0,1.0,,,1.0,0.6666666666666666,,,,,1.0,1.0,0.5243625000000001,0.5597,,,0.5714285714285714,1.8999999999999997,27.0,0.4,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,1.0,1.0,1.0,,,,,1.0,1.0,0.574,0.2857142857142857,1.0,,,,,,,,,,,,0.3333333333333333,0.3333333333333333,,,,,,,,3.0,1.0,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201583,1610612745,Ryan Anderson,Ryan Anderson,201583,HOU,919.0,15,-24.0,33,33,15.0,18.0,5.0,66,,1.0,,,,,,,,,,,,,1.0,2.0,,,,2.0,49.0,,,,,,,,,,,,,1.0,1.0,2.0,1.0,,1.0,,1.0,,1.0,,1.0,,,,15.0,,,,,,,0.5,,0.5,,0.5,,,7.894736842105263,1.0,0.3333333333333333,,,,,0.5,,,,,,,,,,,,,,,,,,,,0.5,,0.3937,,,,,13.15,,0.45454545454545453,,1.0,,1.0,,2.0,,,2.0,,4.0,1.0,1.0,,,,,,,,0.1,0.0625,,,1.0,,0.3932,,,2.0,2.0,,,,,1.0,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,0.3333333333333333,0.5,1.0,1.0,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2207,1610612745,Joe Johnson,Joe Johnson,2207,HOU,919.0,15,-24.0,33,33,15.0,18.0,5.0,66,1.0,1.0,,,4.0,,,,,,,1.0,,1.0,4.0,7.0,,1.0,,8.0,49.0,,1.0,2.0,,1.0,,2.0,2.0,,1.0,,2.0,,4.0,4.0,2.0,,2.0,,2.0,,3.0,,,,,2.0,15.0,0.25,0.25,,,,,0.5714285714285714,0.5,0.5,0.3333333333333333,0.5,0.3333333333333333,0.125,26.31578947368421,1.0,,0.2222222222222222,0.3076923076923077,,0.5,0.125,1.0,1.0,,0.5,,,,,0.125,,,,,,,,,0.3333333333333333,,0.25,,0.42009375,0.4002833333333333,,,0.25,10.4,24.9,0.45454545454545453,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,2.0,,,,,,,0.5,,,0.3333333333333333,0.5,,,,,1.0,2.0,,,,0.25,0.5,0.5,2.0,0.5,0.5,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101108,1610612745,Chris Paul,Chris Paul,101108,HOU,31011.0,517,62.0,1033,1025,262.0,256.0,93.0,2058,23.0,39.0,11.0,14.0,79.0,4.0,7.0,1.0,1.0,2.0,33.0,92.0,11.0,27.0,81.0,158.0,37.0,99.0,44.0,317.0,1089.0,5.0,21.0,38.0,12.0,29.0,32.0,110.0,10.0,30.0,90.0,33.0,48.0,1.0,80.0,89.0,17.0,4.0,12.0,11.0,28.0,9.0,47.0,2.0,70.0,53.0,9.0,108.0,261.0,0.06172839506172839,0.06329113924050633,0.2702702702702703,0.37373737373737376,0.41379310344827586,0.38144329896907214,0.5126582278481012,0.5526315789473685,0.5311284046692607,0.582089552238806,0.5640569395017794,0.6470588235294118,0.3852140077821012,27.057793345008758,0.6071428571428571,0.047619047619047616,0.16842105263157894,0.17400881057268722,0.16,0.1565217391304348,0.1517509727626459,0.5897435897435898,0.6052631578947368,0.043478260869565216,0.30739299610894943,0.027237354085603113,0.5714285714285714,0.5714285714285714,0.5,0.35797665369649806,0.358695652173913,0.3626373626373626,0.24242424242424243,0.0625,0.208955223880597,0.7857142857142857,0.029850746268656716,0.5,0.40298507462686567,0.4074074074074074,0.5369649805447471,0.36666666666666664,0.4685086274509804,0.46278484848484847,0.03802281368821293,0.05521472392638037,0.3470031545741325,9.923417721518987,26.30808080808081,0.2536302032913843,4.0,5.0,6.0,11.0,18.0,152.0,4.0,48.0,87.0,22.0,222.0,7.0,9.0,5.0,18.0,9.0,17.0,0.5454545454545454,0.5625,0.5625,0.029787234042553193,0.017892644135188866,0.030927835051546393,0.027777777777777776,0.3125,0.8,0.446265,0.056782334384858045,3.0,39.0,34.0,1.0,2.0,31.0,2.0,18.0,3.0,3.0,,4.0,0.0189873417721519,0.02564102564102564,0.1834319526627219,0.007462686567164179,0.009389671361502348,0.2,0.20967741935483872,0.1111111111111111,26.0,81.0,,17.0,40.0,30.0,17.0,0.029411764705882353,0.1556420233463035,0.425,0.425,41.0,0.5189873417721519,0.5324675324675324,0.058823529411764705,False,2.0,4.0,2.0,2.0,1.0,4.0,3.0,13.0,1.0,2.0,1.0,1.0,4.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,0.4,0.010101010101010102,0.02531645569620253,0.010869565217391304,0.023255813953488372,0.5,0.07317073170731707,0.25,0.5,0.5,0.01,,,,,,,,,,,,,,
