EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,TotalPoss,OpponentPoints,TwoPtAssists,Assists,LongMidRangeAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,ThreePtAssists,Arc3Assists,AtRimAssists,OffTwoPtRebounds,OffRebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,OffTwoPtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceArc3FGA,SecondChanceFG3A,OffThreePtRebounds,FTDefRebounds,LostBallOutOfBoundsTurnovers,DefFTReboundPct,OffThreePtReboundPct,OffArc3ReboundPct,SecondChanceArc3Frequency,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFtPoints,SecondChancePoints,ShortMidRangeAssists,LostBallSteals,SecondChanceTurnovers,Offensive Fouls Drawn,3pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,SecondChanceFg3Pct,SecondChanceEfgPct,SecondChanceTsPct,AtRimPctBlocked,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,Corner3FGA,StepOutOfBoundsTurnovers,DefShortMidRangeReboundPct,Corner3Frequency,Offensive Fouls,HeaveAttempts,Travels,2pt And 1 Free Throw Trips,Blocked2s,BlockedAtRim,Blocks,DefAtRimReboundPct,SecondChanceShotQualityAvg,SecondChanceCorner3FGA,PenaltyCorner3FGA,Charge Fouls,SecondChanceCorner3Frequency,PenaltyCorner3Frequency,BlockedLongMidRange,BlockedShortMidRange,RecoveredBlocks,DefensiveGoaltends,BlocksRecoveredPct,on,SecondChanceAtRimFGM,SecondChanceAtRimFGA,Corner3FGM,PenaltyCorner3FGM,SecondChanceFG2M,SecondChanceFG2A,PtsPutbacks,Fg3aBlocked,Corner3Assists,FTOffRebounds,Loose Ball Fouls,Loose Ball Fouls Drawn,SecondChanceFg2Pct,FG3APctBlocked,Arc3PctBlocked,OffFTReboundPct,OffAtRimReboundPct,OffCorner3ReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyCorner3Accuracy,SelfOReb,OffLongMidRangeReboundPct,SelfORebPct,SecondChanceCorner3FGM,BlockingFoulsDrawn,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Charge Fouls Drawn,Technical Free Throw Trips,Blocked3s,BlockedCorner3,Corner3PctBlocked,BlockedArc3,SecondChanceAtRimPctAssisted
1627748,1610612749,Thon Maker,Thon Maker,1627748,MIL,336.0,6.0,7,11,11.0,22,8,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,0.25,0.3333333333333333,0.2857142857142857,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1627763,1610612749,Malcolm Brogdon,Malcolm Brogdon,1627763,MIL,1588.0,26.0,-3,58,57.0,115,65,1.0,3.0,,8.0,2.0,2.0,4.0,5.0,0.125,0.2857142857142857,0.17391304347826086,0.2857142857142857,0.3333333333333333,31.0,24.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,2.0,3.0,1.0,2.0,4.0,7.0,2.0,3.0,2.0,16.0,1.0,2.0,1.0,2.0,2.0,7.0,6.0,2.0,3.0,3.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,3.0,5.0,4.0,1.0,4.0,2.0,2.0,1.0,7.0,31.0,1.0,1.0,0.75,0.75,0.5,0.6666666666666666,0.5,0.6666666666666666,0.5714285714285714,0.5,0.7,0.625,0.7272727272727273,0.7,0.3,0.14285714285714285,0.5,25.396825396825395,0.8,0.1,0.0625,0.5,0.25,0.1,1.0,1.0,1.0,0.2,0.5,1.0,1.0,0.4,0.5,0.5,0.5,0.3,0.6666666666666666,0.6666666666666666,0.5,0.25,1.0,0.5,0.5,0.4,0.6666666666666666,0.4245749999999999,0.42064999999999997,0.4375,13.285714285714286,26.5,0.5344827586206896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1891,1610612749,Jason Terry,Jason Terry,1891,MIL,2622.0,44.0,1,89,87.0,176,100,1.0,2.0,,5.0,,,1.0,2.0,,,,,,39.0,28.0,5.0,,,,,,,,,2.0,5.0,,3.0,,,2.0,5.0,,6.0,,,,3.0,,,,,6.0,,5.0,2.0,,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,,1.0,,,2.0,,,,,39.0,1.0,,,,1.0,0.4,,0.4,,,0.6,,0.6,,1.0,,,6.382978723404256,,,0.04,,,,,,,,,,,,,,,1.0,0.4,0.4,1.0,,,1.0,,1.0,0.4,0.51678,0.5252,,,26.78,0.43820224719101125,1.0,1.0,1.0,1.0,1.0,0.125,0.09090909090909091,0.125,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203114,1610612749,Khris Middleton,Khris Middleton,203114,MIL,2049.0,34.0,19,66,66.0,132,70,1.0,2.0,,5.0,1.0,1.0,5.0,5.0,0.045454545454545456,0.14285714285714285,0.06896551724137931,0.14285714285714285,,25.0,16.0,5.0,4.0,5.0,1.0,2.0,1.0,2.0,1.0,2.0,5.0,7.0,5.0,6.0,6.0,9.0,5.0,7.0,5.0,32.0,2.0,5.0,5.0,6.0,3.0,22.0,2.0,10.0,15.0,,7.0,5.0,1.0,1.0,1.0,,,,2.0,1.0,3.0,,1.0,,2.0,3.0,2.0,,2.0,6.0,5.0,1.0,22.0,25.0,,1.0,0.16666666666666666,0.16666666666666666,1.0,0.7142857142857143,0.8333333333333334,0.7142857142857143,0.6666666666666666,0.4,0.84375,0.8636363636363636,0.8888888888888888,0.9166666666666666,0.4375,0.1111111111111111,,29.577464788732396,1.0,,,,0.25,0.3125,0.8,1.0,0.25,0.125,0.5,0.5,,0.125,0.5,0.5,,0.4375,0.7142857142857143,0.7142857142857143,1.0,0.18181818181818182,0.5,0.5454545454545454,0.8333333333333334,0.75,0.7142857142857143,0.4639566666666667,0.470475,0.6875,7.28888888888889,27.071428571428573,0.3787878787878788,1.0,1.0,,3.0,,0.75,,,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,2.0,0.2,1.0,1.0,0.11764705882352941,0.1,0.14285714285714285,0.125,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203953,1610612749,Jabari Parker,Jabari Parker,203953,MIL,1691.0,28.0,-22,54,56.0,110,74,2.0,2.0,,4.0,1.0,3.0,5.0,5.0,0.2,0.1111111111111111,0.16666666666666666,,,25.0,18.0,4.0,,,,,,,2.0,4.0,,1.0,,1.0,2.0,4.0,,2.0,,4.0,1.0,2.0,,1.0,,2.0,4.0,,,,1.0,,,,,1.0,,,1.0,,1.0,,1.0,1.0,,2.0,2.0,1.0,4.0,,,,2.0,25.0,1.0,,1.0,1.0,,,,,0.5,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,13.793103448275863,0.5,,,,0.2,,,,,,,,,0.6666666666666666,0.5,0.5,1.0,0.16666666666666666,,,,,,0.3333333333333333,,0.3333333333333333,,0.45944999999999997,0.45114999999999994,0.5,18.95,24.4,0.46296296296296297,,,,1.0,,0.2,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,1.0,1.0,0.5,0.16666666666666666,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202339,1610612749,Eric Bledsoe,Eric Bledsoe,202339,MIL,833.0,14.0,8,27,24.0,51,28,1.0,1.0,1.0,2.0,1.0,,2.0,2.0,,0.3333333333333333,0.09090909090909091,,,3.0,,,2.0,2.0,,,2.0,2.0,,1.0,,1.0,,,4.0,5.0,,1.0,4.0,12.0,,,,,,,,8.0,,,1.0,,,,,,,,,,,,,3.0,,3.0,,,3.0,5.0,4.0,,,3.0,,,,,,,,,0.8,,0.6666666666666666,,0.75,,0.16666666666666666,,,40.74074074074074,,,,,0.3333333333333333,0.3333333333333333,1.0,1.0,,0.3333333333333333,1.0,1.0,,0.16666666666666666,,,,0.16666666666666666,,,,,,,,0.5,,0.416375,,,6.26,29.4,0.1111111111111111,,,,1.0,,1.0,,,,,,,,,,,,,2.0,,,,,,,,0.25,0.2857142857142857,,,,1.0,,,2.0,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203507,1610612749,Giannis Antetokounmpo,Giannis Antetokounmpo,203507,MIL,2254.0,38.0,7,77,75.0,152,84,2.0,6.0,1.0,16.0,2.0,5.0,8.0,9.0,0.25,0.2,0.23333333333333334,0.25,0.3333333333333333,36.0,25.0,4.0,4.0,7.0,,1.0,3.0,4.0,1.0,2.0,1.0,3.0,,2.0,8.0,13.0,1.0,3.0,9.0,28.0,,3.0,,2.0,4.0,4.0,8.0,8.0,3.0,,2.0,1.0,,4.0,4.0,1.0,,1.0,2.0,2.0,,1.0,,4.0,,4.0,1.0,4.0,7.0,8.0,12.0,,4.0,36.0,1.0,,0.5,0.5,1.0,0.3333333333333333,,0.5,0.6153846153846154,,0.59375,,0.6666666666666666,0.25,0.1875,,,30.864197530864196,,,0.045454545454545456,,0.14285714285714285,0.4375,0.5714285714285714,0.5714285714285714,0.5,0.25,0.75,0.75,0.3333333333333333,0.125,0.5,0.5,1.0,0.1875,0.3333333333333333,0.3333333333333333,1.0,0.2,,0.4,,0.625,0.5,0.4872566666666666,0.3589875,0.14285714285714285,5.623076923076923,38.9,0.4675324675324675,1.0,1.0,1.0,1.0,,0.16666666666666666,0.09090909090909091,0.125,1.0,,,,,,,,,,7.0,,,,,,,,0.3333333333333333,0.3888888888888889,,,,,0.4,,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.14285714285714285,0.38925,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628425,1610612749,Sterling Brown,Sterling Brown,1628425,MIL,1.0,,-1,1,,1,1,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203503,1610612749,Tony Snell,Tony Snell,203503,MIL,273.0,5.0,-1,11,9.0,20,10,,,,,,1.0,1.0,1.0,0.5,,0.3333333333333333,1.0,,7.0,4.0,1.0,,,,,,,,,,,,,,,,2.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,2.0,,,,,7.0,,,,,,,,,,,,,,,1.0,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,0.43589999999999995,0.43589999999999995,,,23.1,0.6363636363636364,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,1.0,,,,,,,,,0.324,1.0,2.0,1.0,1.0,1.0,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203089,1610612749,John Henson,John Henson,203089,MIL,883.0,15.0,-6,28,29.0,57,36,1.0,2.0,1.0,5.0,,,,,,,,,,14.0,14.0,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,1.0,,,,,,,,1.0,1.0,,,,,,,1.0,,1.0,,1.0,,,1.0,2.0,2.0,1.0,1.0,14.0,,1.0,,,,,,,,,,,0.5,0.5,,,,7.142857142857142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,2.0,,,,,,,,1.0,1.0,2.0,1.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
