EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,FG2A,FG3A,OpponentPoints,PenaltyFG2A,PenaltyFG3A,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,Turnovers,PenaltyOffPossExcludingTakeFouls,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,AtRimFrequency,ShortMidRangeFrequency,Corner3Frequency,PenaltyAtRimFrequency,PenaltyCorner3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,LongMidRangeFGM,LongMidRangeFGA,Arc3FGA,FG2M,FtPoints,Points,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyPoints,PtsAssisted2s,NonHeaveArc3FGA,Corner3Assists,FTDefRebounds,LostBallTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,DefFTReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Corner3FGM,PenaltyCorner3FGM,FG3M,PenaltyFG3M,PtsUnassisted2s,PtsAssisted3s,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,DefAtRimReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Accuracy,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,Arc3FGM,SecondChanceFtPoints,PenaltyFtPoints,PtsPutbacks,NonHeaveArc3FGM,ShortMidRangeAssists,OffThreePtRebounds,OffTwoPtRebounds,OffRebounds,SelfOReb,LostBallSteals,NonShootingPenaltyNonTakeFouls,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,SelfORebPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,NonHeaveArc3Accuracy,PenaltyArc3FGA,FTOffRebounds,OffFTReboundPct,ShortMidRangePctAssisted,PenaltyArc3Frequency,PenaltyAtRimFGM,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyAtRimAccuracy,Loose Ball Fouls Drawn,Blocked3s,BlockedArc3,Blocks,DefShortMidRangeReboundPct,PenaltyArc3FGM,PtsUnassisted3s,PenaltyArc3Accuracy,LongMidRangeAssists,BlockingFoulsDrawn,OffShortMidRangeReboundPct,SecondChanceAtRimPctAssisted,SecondChanceArc3FGA,SecondChanceFG3A,DeadBallTurnovers,Travels,SecondChanceArc3Frequency,on,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,HeaveAttempts,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,SecondChanceTurnovers,BlockingFouls,Charge Fouls,Offensive Fouls,Blocked2s,BlockedAtRim,BlockedShortMidRange,RecoveredBlocks,OffCorner3ReboundPct,BlocksRecoveredPct,Offensive Fouls Drawn,Charge Fouls Drawn,3SecondViolations,SecondChanceCorner3FGM,SecondChanceFG3M,Fg3aBlocked,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,SecondChanceFg3Pct,FG3APctBlocked,Corner3PctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawnPct,Arc3PctBlocked
1626145,1610612750,Tyus Jones,Tyus Jones,1626145,MIN,1386.0,23,-8.0,47,46,12,13.0,4.0,93,2.0,1.0,1.0,1.0,1.0,3.0,1.0,47,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,3.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,12,0.25,0.6666666666666666,0.5,1.0,9.803921568627452,1.0,0.125,0.21428571428571427,0.18181818181818182,0.3333333333333333,0.18181818181818182,0.3333333333333333,0.5,0.25,0.25,0.5,0.5,0.75,0.59105,0.599,2.1999999999999997,22.8,0.2553191489361702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1626157,1610612750,Karl-Anthony Towns,Karl-Anthony Towns,1626157,MIN,970.0,16,5.0,35,33,10,6.0,4.0,68,3.0,1.0,,,,4.0,1.0,31,2.0,,1.0,,2.0,2.0,1.0,,6.0,1.0,2.0,4.0,4.0,,,3.0,2.0,3.0,10,0.2,0.25,0.3333333333333333,,23.076923076923077,1.0,0.16666666666666666,0.125,0.15,1.0,,0.5,0.6,,,0.5,,0.8,0.54811,0.37195,4.8,26.3,0.2857142857142857,2.0,1.0,1.0,1.0,3.0,3.0,9.0,1.0,1.0,2.0,1.0,2.0,6.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,0.75,1.0,0.5,0.6,1.0,0.5,0.75,1.0,0.5,1.0,0.6666666666666666,1.0,1.0,0.2,1.0,1.0,1.0,0.2,0.3371,0.3333333333333333,0.4,0.2222222222222222,0.2222222222222222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201565,1610612750,Derrick Rose,Derrick Rose,201565,MIN,2106.0,35,-4.0,74,74,15,17.0,7.0,148,5.0,,1.0,2.0,1.0,10.0,3.0,76,,1.0,,2.0,1.0,3.0,1.0,2.0,7.0,2.0,2.0,4.0,4.0,,,3.0,1.0,3.0,15,0.23076923076923078,,,,19.51219512195122,1.0,0.10526315789473684,0.10526315789473684,0.10526315789473684,,0.14285714285714285,,0.38461538461538464,0.07692307692307693,0.15384615384615385,,1.0,0.6153846153846154,0.5464884615384615,0.5745,8.7,24.433333333333334,0.20270270270270271,2.0,1.0,4.0,1.0,3.0,,12.0,,,,,3.0,,1.0,,,2.0,,,1.0,,,,,,3.0,,,0.3,,,0.46153846153846156,,1.5,0.46153846153846156,,1.5,,0.4,0.4,,0.3076923076923077,0.25,0.25,,0.07692307692307693,,,,,0.25,2.0,1.0,2.0,1.0,6.0,6.0,1.0,0.6666666666666666,1.0,0.6666666666666666,0.18181818181818182,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202357,1610612750,Nemanja Bjelica,Nemanja Bjelica,202357,MIN,2823.0,47,-10.0,100,100,35,37.0,12.0,200,8.0,2.0,1.0,1.0,1.0,9.0,7.0,102,3.0,1.0,1.0,3.0,,3.0,,1.0,6.0,8.0,2.0,11.0,15.0,3.0,2.0,1.0,,1.0,35,0.4375,0.1111111111111111,0.125,,17.857142857142854,1.0,0.08333333333333333,0.26666666666666666,0.18518518518518517,0.2,0.25,0.3333333333333333,0.5,0.0625,0.0625,0.5,0.25,0.9375,0.5596281249999999,0.4297375,1.6,25.5,0.35,2.0,,,6.0,3.0,5.0,23.0,2.0,3.0,7.0,1.0,6.0,2.0,6.0,,1.0,1.0,1.0,3.0,6.0,,4.0,7.0,1.0,4.0,6.0,0.3333333333333333,0.5,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.5625,0.6666666666666666,0.625,0.6052631578947368,0.875,0.75,0.3333333333333333,0.25,0.2857142857142857,0.5,,,,,0.375,0.5659333333333333,0.21052631578947367,0.3333333333333333,0.30434782608695654,0.2608695652173913,1.0,1.0,4.0,1.0,4.0,12.0,1.0,0.5714285714285714,1.0,0.5714285714285714,0.07692307692307693,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,2.0,3.0,2.0,1.0,3.0,4.0,2.0,1.0,2.0,0.07894736842105263,0.06666666666666667,0.07547169811320754,0.125,0.07692307692307693,0.07142857142857142,0.25,1.0,1.0,0.5,0.5,1.0,0.6666666666666666,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2037,1610612750,Jamal Crawford,Jamal Crawford,2037,MIN,2786.0,46,-10.0,99,100,34,37.0,11.0,199,4.0,,7.0,,,16.0,6.0,102,4.0,3.0,1.0,2.0,3.0,5.0,1.0,2.0,13.0,5.0,,5.0,6.0,3.0,2.0,2.0,1.0,2.0,34,0.2727272727272727,0.0625,,0.14285714285714285,23.636363636363633,1.0,,0.16666666666666666,0.09259259259259259,,0.16666666666666666,0.16666666666666666,0.18181818181818182,0.3181818181818182,,,,0.45454545454545453,0.4421386363636364,0.43337857142857145,10.581249999999999,26.63333333333333,0.3434343434343434,2.0,2.0,5.0,6.0,7.0,2.0,16.0,,2.0,,,1.0,2.0,6.0,2.0,,1.0,1.0,1.0,2.0,,2.0,4.0,,2.0,1.0,0.14285714285714285,0.14285714285714285,0.4375,,,0.3181818181818182,,,0.3333333333333333,,0.0625,,0.5,0.5,,0.22727272727272727,0.4,0.4,,0.2727272727272727,0.42300000000000004,0.08333333333333333,0.1111111111111111,,0.0625,,,,,12.0,,,,,,,,,,,,1.0,3.0,,,1.0,,,,,,1.0,,1.0,,,,,,,,,0.42857142857142855,0.5,,,,0.5,,,3.0,1.0,0.16666666666666666,0.3333333333333333,0.42857142857142855,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201166,1610612750,Aaron Brooks,Aaron Brooks,201166,MIN,159.0,3,,6,6,6,6.0,2.0,12,2.0,2.0,,,,2.0,1.0,4,2.0,1.0,,,,,,,,,,,,,,,,,6,0.3333333333333333,,,,50.0,,,,,,,,0.6666666666666666,,,0.6666666666666666,,1.0,0.5383166666666667,0.5383166666666667,1.55,27.2,1.0,2.0,,,1.0,2.0,,4.0,,,,2.0,4.0,4.0,1.0,,,,,,,,1.0,2.0,,,4.0,1.0,1.0,1.0,,1.0,0.6666666666666666,,0.6666666666666666,0.5,,0.5,,1.0,1.0,1.0,,,,,0.3333333333333333,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,0.3333333333333333,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203476,1610612750,Gorgui Dieng,Gorgui Dieng,203476,MIN,1853.0,31,-15.0,65,67,25,31.0,8.0,132,1.0,,3.0,,,8.0,1.0,71,2.0,,1.0,1.0,,1.0,,1.0,2.0,4.0,2.0,7.0,9.0,,,,,,25,0.1111111111111111,0.125,1.0,,13.698630136986301,,0.16666666666666666,0.18181818181818182,0.17647058823529413,,0.2222222222222222,,0.1111111111111111,0.3333333333333333,,,,0.2222222222222222,0.4380888888888889,0.30495,10.9375,24.9,0.38461538461538464,,,4.0,1.0,2.0,1.0,5.0,1.0,1.0,2.0,2.0,5.0,2.0,1.0,,1.0,,,2.0,3.0,,1.0,2.0,,,5.0,0.5,0.5,0.25,1.0,1.0,0.2222222222222222,1.0,1.0,0.25,1.0,0.8333333333333334,0.5,,,,0.4444444444444444,,,,0.1111111111111111,0.4026,,,0.4,1.0,,,,,2.0,,,,,,,,,,,,,2.0,,,1.0,,,,,1.0,2.0,,,1.0,0.03571428571428571,,0.02702702702702703,,0.1,,,0.6666666666666666,0.6666666666666666,,,,,,,,1.0,0.16666666666666666,0.5,,,1.0,1.0,,1.0,1.0,1.0,1.0,0.5,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203952,1610612750,Andrew Wiggins,Andrew Wiggins,203952,MIN,850.0,14,-11.0,30,31,16,24.0,5.0,61,2.0,1.0,2.0,,,6.0,3.0,37,3.0,2.0,,,,,,,,1.0,1.0,2.0,3.0,,,,,,16,0.3333333333333333,,,,32.35294117647059,,0.1111111111111111,0.07692307692307693,0.09090909090909091,1.0,0.07692307692307693,,0.2222222222222222,0.2222222222222222,,0.2,,0.5555555555555556,0.5218833333333334,0.5133099999999999,9.166666666666666,25.900000000000002,0.5333333333333333,2.0,,2.0,3.0,2.0,3.0,13.0,,,,1.0,6.0,4.0,3.0,,,,,,,,2.0,4.0,,2.0,6.0,1.0,1.0,0.3333333333333333,,0.3333333333333333,0.5555555555555556,,0.5,0.5909090909090909,,0.5,,1.0,1.0,1.0,0.2222222222222222,,,,0.3333333333333333,,0.18181818181818182,0.25,,0.46153846153846156,,,2.0,1.0,,3.0,0.5,0.6666666666666666,0.5,0.6666666666666666,,,,,,,,,2.0,,1.0,,2.0,,1.0,,1.0,,,,,0.2,0.05263157894736842,,,0.25,,,,0.6666666666666666,0.6666666666666666,0.5,,,0.6666666666666666,2.0,,,,0.4,1.0,,,1.0,,,,,,1.0,3.0,0.5,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202710,1610612750,Jimmy Butler,Jimmy Butler,202710,MIN,757.0,13,13.0,27,26,8,,3.0,53,3.0,1.0,,,,4.0,,20,1.0,,,3.0,,3.0,,2.0,6.0,2.0,1.0,3.0,4.0,,,,,,8,,,,,16.666666666666668,,0.1111111111111111,0.3333333333333333,0.2,,0.25,0.5,0.75,,,1.0,,0.75,0.55075,0.7681,5.7,,0.2962962962962963,3.0,1.0,1.0,,4.0,2.0,10.0,2.0,2.0,4.0,1.0,2.0,4.0,,,,,,,,,1.0,2.0,,1.0,2.0,0.5,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,0.6666666666666666,0.25,1.0,1.0,,,0.51715,0.2,0.2,0.4,0.2,,,,,4.0,,,,,,,,,,,2.0,2.0,,,,,2.0,,,,1.0,1.0,,,,0.14285714285714285,,0.1111111111111111,,,,,,,,,,1.0,1.0,,,,,,,1.0,,,1.0,,,,,1.0,,,,1.0,1.0,1.0,0.5,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201952,1610612750,Jeff Teague,Jeff Teague,201952,MIN,303.0,5,-10.0,12,11,9,8.0,3.0,23,,,,,,1.0,1.0,16,1.0,,,,,,,,,,,,,,,,,1.0,9,0.5,,,,20.0,,,,,,,,,,,,,0.5,0.4218,0.3051,20.3,25.7,0.75,,,1.0,1.0,,,,,,,,,,1.0,,,,1.0,1.0,2.0,,1.0,,,,,,,,,,,,,,,,,,,,0.5,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
