EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,LongMidRangeFGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceFG2M,SecondChanceFG3A,SecondChancePoints,PtsAssisted2s,PtsPutbacks,Fg2aBlocked,ShortMidRangeAssists,OffTwoPtRebounds,OffRebounds,SelfOReb,ShootingFouls,Loose Ball Fouls Drawn,Offensive Fouls Drawn,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,OffTwoPtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,SelfORebPct,AtRimPctAssisted,LongMidRangeFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,SecondChancePointsPct,OffThreePtRebounds,FTOffRebounds,FTDefRebounds,LostBallSteals,2pt And 1 Free Throw Trips,DefFTReboundPct,OffFTReboundPct,OffThreePtReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,ShortMidRangeFGM,SecondChanceFtPoints,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,Charge Fouls Drawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,3SecondViolations,OffAtRimReboundPct,BlocksRecoveredPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,SecondChanceAtRimPctAssisted,LongMidRangeFGM,PtsUnassisted3s,LongMidRangeAssists,Offensive Fouls,3pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,BlockedLongMidRange,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,ThreePtShootingFoulsDrawnPct,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,Fg3aBlocked,SecondChanceFg3Pct,FG3APctBlocked,Arc3PctBlocked,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Loose Ball Fouls,DefensiveGoaltends,BlockingFoulsDrawn,on,SecondChanceCorner3FGM,HeaveAttempts,StepOutOfBoundsTurnovers,BlockingFouls,OffCorner3ReboundPct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Corner3PctBlocked,Charge Fouls,Blocked3s,BlockedArc3,BlockedCorner3,OffensiveGoaltends,Defensive 3 Seconds Violations
1626179,1610612738,Terry Rozier,Terry Rozier,1626179,BOS,3009.0,50,-14.0,101,101,39,30,16,202,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,10.0,1.0,6.0,1.0,4,2.0,11.0,3.0,11.0,108,2.0,1.0,1,1.0,6.0,3.0,8.0,2.0,6.0,10.0,1.0,1.0,6.0,7.0,5.0,1.0,1.0,20.0,6.0,4.0,10.0,10.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,4.0,1.0,1.0,8.0,39,1.0,1.0,0.18181818181818182,0.16666666666666666,0.18181818181818182,0.25,1.0,0.26666666666666666,0.35714285714285715,0.3235294117647059,0.4444444444444444,0.7333333333333333,15.966386554621849,1.0,0.18181818181818182,0.2727272727272727,0.22727272727272727,0.16666666666666666,0.5,0.26666666666666666,0.2857142857142857,0.13333333333333333,0.5,0.5,0.13333333333333333,0.06666666666666667,1.0,1.0,1.0,0.6666666666666666,0.1,0.1,1.0,0.5,0.14285714285714285,1.0,0.8571428571428571,0.16666666666666666,0.8666666666666667,0.1,0.49383,0.386,0.5142714285714286,0.0625,0.2,0.7272727272727273,7.475,26.990909090909096,0.38613861386138615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
1627759,1610612738,Jaylen Brown,Jaylen Brown,1627759,BOS,2969.0,49,6.0,96,94,34,32,15,190,8.0,13.0,1.0,3.0,4.0,3.0,1.0,2.0,2.0,6.0,1.0,2.0,8.0,17,3.0,8.0,3.0,28.0,103,1.0,3.0,5,2.0,4.0,2.0,14.0,12.0,9.0,6.0,2.0,1.0,1.0,2.0,1.0,,,5.0,2.0,1.0,3.0,5.0,1.0,1.0,1.0,,1.0,1.0,,5.0,8.0,4.0,1.0,1.0,14.0,34,1.0,1.0,0.375,0.5,0.375,0.47058823529411764,0.6,0.5,0.6666666666666666,0.5185185185185185,0.7,0.32,24.56140350877193,1.0,0.058823529411764705,0.1111111111111111,0.08571428571428572,,0.14285714285714285,0.08333333333333333,0.16666666666666666,0.52,0.6153846153846154,0.7272727272727273,0.12,0.08,0.5,0.5,1.0,0.24,0.3333333333333333,0.3333333333333333,1.0,0.5,0.4444444444444444,0.75,0.2222222222222222,0.5,0.84,0.3333333333333333,0.547894,0.502725,0.55305,0.038461538461538464,0.05555555555555555,0.5,3.7941176470588234,26.737499999999997,0.3541666666666667,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,4.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,0.25,0.2857142857142857,1.0,0.5,0.5,0.23529411764705882,0.15384615384615385,0.3333333333333333,1.0,0.06060606060606061,0.043478260869565216,0.07692307692307693,0.16666666666666666,0.1111111111111111,0.25,0.04,1.0,0.5,0.2222222222222222,0.5,0.07142857142857142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
1627824,1610612738,Guerschon Yabusele,Guerschon Yabusele,1627824,BOS,1549.0,26,-4.0,52,57,32,17,9,109,1.0,1.0,,1.0,1.0,,,1.0,,2.0,,1.0,1.0,1,,3.0,2.0,4.0,56,,1.0,1,,2.0,1.0,3.0,,,2.0,,,,,,,,,5.0,1.0,7.0,9.0,1.0,,,,,,,3.0,3.0,5.0,3.0,,3.0,32,,,,,,1.0,1.0,0.25,0.3333333333333333,0.3333333333333333,0.375,0.75,9.836065573770492,,0.1111111111111111,0.5,0.3157894736842105,,,0.5,0.5,0.25,1.0,1.0,,0.25,,,,0.5,,,,,0.3333333333333333,1.0,0.3333333333333333,,1.0,,0.5646,,0.5701999999999999,0.5,1.0,0.75,1.5,25.0,0.6153846153846154,,,,,1.0,,,,2.0,,,,,2.0,,2.0,,,,1.0,1.0,,,,,,,,,0.038461538461538464,,,,1.0,,,,0.3333333333333333,,,1.0,1.0,1.0,1.0,1.0,0.125,0.25,0.06666666666666667,0.07692307692307693,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
202328,1610612738,Greg Monroe,Greg Monroe,202328,BOS,6273.0,105,-17.0,205,209,96,65,32,414,15.0,24.0,7.0,6.0,11.0,12.0,,,,,,,19.0,38,,,15.0,53.0,227,10.0,10.0,18,,,10.0,30.0,16.0,,,,3.0,2.0,5.0,2.0,,3.0,12.0,5.0,9.0,21.0,35.0,2.0,2.0,8.0,4.0,4.0,14.0,9.0,9.0,18.0,22.0,7.0,5.0,30.0,96,5.0,,,,,0.5,0.5555555555555556,0.5,0.5555555555555556,0.5520833333333334,0.625,,25.833333333333336,0.5714285714285714,0.225,0.1282051282051282,0.17721518987341772,0.1875,0.16666666666666666,0.17857142857142858,,0.631578947368421,0.625,0.75,0.3157894736842105,,,,,,,,,0.7,0.6111111111111112,0.5454545454545454,,,0.631578947368421,,0.49623684210526314,0.52632,0.4691666666666667,0.16279069767441862,0.16279069767441862,0.5660377358490566,3.621052631578948,,0.4682926829268293,3.0,2.0,,,,4.0,,13.0,22.0,4.0,7.0,,10.0,14.0,1.0,6.0,1.0,,,0.5789473684210527,0.6470588235294118,0.4,0.4,0.4642857142857143,0.18421052631578946,0.16666666666666666,0.25,,0.16129032258064516,0.13402061855670103,0.22727272727272727,0.07692307692307693,0.08333333333333333,0.6666666666666666,0.05263157894736842,0.42857142857142855,,,,0.24528301886792453,3.0,1.0,7.0,,2.0,0.5833333333333334,0.09090909090909091,0.08571428571428572,0.10344827586206896,0.3333333333333333,4.0,5.0,2.0,6.0,2.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.14814814814814814,0.5,0.3333333333333333,0.4444444444444444,0.25,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
202694,1610612738,Marcus Morris,Marcus Morris,202694,BOS,3780.0,63,-12.0,126,121,59,47,18,247,2.0,5.0,1.0,2.0,3.0,6.0,,,5.0,6.0,3.0,4.0,7.0,20,5.0,6.0,6.0,35.0,139,2.0,3.0,8,3.0,4.0,3.0,18.0,6.0,12.0,6.0,5.0,1.0,,1.0,,,,2.0,1.0,5.0,7.0,8.0,1.0,1.0,3.0,2.0,1.0,5.0,3.0,6.0,8.0,10.0,2.0,2.0,18.0,59,2.0,0.8,0.8333333333333334,0.75,0.8333333333333334,0.35,0.375,0.5576923076923077,0.625,0.5666666666666667,0.6,0.23076923076923078,23.80952380952381,0.6,0.17857142857142858,0.05263157894736842,0.1276595744680851,0.1111111111111111,0.2,0.07692307692307693,,0.19230769230769232,0.4,0.5,0.23076923076923078,,,,,0.23076923076923078,0.8333333333333334,0.8333333333333334,0.8,0.5,0.25,0.6666666666666666,0.3333333333333333,0.75,0.4230769230769231,0.8333333333333334,0.4680730769230769,0.53635,0.4804458333333333,0.10714285714285714,0.09090909090909091,0.5142857142857142,10.925,26.099999999999998,0.46825396825396826,,9.0,,,,,,2.0,8.0,,2.0,,1.0,1.0,,4.0,,,,0.5714285714285714,0.5714285714285714,,,0.3333333333333333,0.1,0.2,0.16666666666666666,,0.024390243902439025,0.017241379310344827,,,,1.0,0.34615384615384615,,,,,0.05714285714285714,,,1.0,,,0.14285714285714285,,,,0.2222222222222222,1.0,2.0,,2.0,1.0,,,,1.0,,,1.0,,,0.06666666666666667,,0.16666666666666666,0.2,1.0,,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4444444444444444,0.4444444444444444,0.25,0.16666666666666666,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
203499,1610612738,Shane Larkin,Shane Larkin,203499,BOS,2043.0,34,-16.0,65,67,27,14,8,132,3.0,3.0,,2.0,2.0,,,2.0,2.0,4.0,1.0,2.0,3.0,3,2.0,6.0,,12.0,82,,2.0,2,1.0,2.0,,7.0,6.0,3.0,4.0,2.0,4.0,,4.0,,,4.0,8.0,1.0,,1.0,1.0,1.0,1.0,2.0,2.0,,3.0,,4.0,2.0,,,,7.0,27,,0.5,0.3333333333333333,0.5,0.3333333333333333,1.0,1.0,0.6666666666666666,0.875,0.6666666666666666,0.875,0.6666666666666666,16.0,0.6666666666666666,,0.16666666666666666,0.0625,,,,0.5,0.3333333333333333,1.0,1.0,,0.2222222222222222,,,,0.4444444444444444,0.5,0.6666666666666666,0.5,,0.5,1.0,0.5,0.5,1.0,0.5,0.5518333333333334,0.5643,0.46852499999999997,,,0.5833333333333334,1.1666666666666667,26.28333333333333,0.4153846153846154,,,,,,,1.0,3.0,,,,,,,,1.0,,1.0,,,,,1.5,1.5,,,,,,,,,,,,,,,,0.25,,,,,,,,,,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,0.16666666666666666,0.25,1.0,1.0,1.0,,,,True,,,,,,,,,,,,,,
1628369,1610612738,Jayson Tatum,Jayson Tatum,1628369,BOS,2853.0,48,-13.0,94,97,39,27,9,191,1.0,3.0,,,1.0,4.0,,1.0,3.0,3.0,2.0,2.0,6.0,12,3.0,4.0,4.0,25.0,108,2.0,1.0,4,2.0,2.0,,8.0,6.0,3.0,3.0,3.0,2.0,2.0,4.0,1.0,1.0,1.0,10.0,4.0,,4.0,6.0,2.0,1.0,4.0,3.0,1.0,4.0,1.0,3.0,6.0,5.0,3.0,,8.0,39,,0.3333333333333333,0.75,1.0,0.75,0.5,0.25,0.65625,0.6666666666666666,0.6944444444444444,0.6666666666666666,0.25,21.153846153846153,1.0,,0.2857142857142857,0.12903225806451613,,,0.3333333333333333,0.2,0.1875,0.3333333333333333,0.5,0.25,0.0625,,,,0.1875,1.0,1.0,0.3333333333333333,,0.16666666666666666,,0.3333333333333333,1.0,0.4375,1.0,0.43814062500000006,0.4101,0.40510833333333335,0.16666666666666666,0.21428571428571427,0.32,10.183333333333335,25.925000000000004,0.4148936170212766,,5.0,,,,1.0,1.0,5.0,6.0,,1.0,1.0,1.0,2.0,1.0,1.0,,,,0.5,0.5,0.5,0.8333333333333334,0.8333333333333334,0.08333333333333333,0.3333333333333333,,,0.041666666666666664,0.05263157894736842,0.1111111111111111,,0.2,1.0,0.3125,,,,,0.2,1.0,,,1.0,1.0,,,0.07142857142857142,0.1,,3.0,,,,,,,,,,,,,,,,0.75,0.75,0.6666666666666666,,2.0,6.0,,,,,,,0.4,0.4,,,1.0,1.0,1.0,,1.0,,,0.3333333333333333,1.0,,1.0,,,True,,,,,,,,,,,,,,
1628400,1610612738,Semi Ojeleye,Semi Ojeleye,1628400,BOS,2219.0,37,-15.0,70,76,37,16,14,146,1.0,3.0,,,2.0,1.0,,,1.0,6.0,1.0,5.0,2.0,4,1.0,6.0,2.0,9.0,81,,1.0,3,1.0,5.0,1.0,6.0,2.0,3.0,6.0,1.0,1.0,,1.0,,,,2.0,3.0,1.0,5.0,7.0,,,,,,,,5.0,2.0,3.0,1.0,1.0,6.0,37,1.0,1.0,0.16666666666666666,0.2,0.16666666666666666,0.5,0.3333333333333333,0.35,0.3125,0.4090909090909091,0.3333333333333333,0.6,12.941176470588236,,0.09090909090909091,0.17647058823529413,0.14285714285714285,0.2,,0.07692307692307693,0.5,0.3,0.3333333333333333,0.3333333333333333,0.1,,,,,0.6,0.16666666666666666,0.16666666666666666,1.0,,0.25,,0.625,0.2,0.9,0.16666666666666666,0.4907850000000001,0.619125,0.48030625,0.1,0.25,0.6666666666666666,3.4,26.700000000000003,0.5285714285714286,,,,,,,2.0,3.0,2.0,,,,2.0,2.0,1.0,2.0,,,,0.5,0.5,,0.75,0.75,,,,,0.09090909090909091,0.05714285714285714,0.14285714285714285,,0.14285714285714285,,,,,,,0.3333333333333333,,,1.0,,1.0,0.14285714285714285,,,,,1.0,,,,,,,,,,,,,,0.09090909090909091,,1.0,1.0,1.0,,,,1.0,,,,,,,,,,1.0,2.0,1.0,,0.5,,,1.0,0.5,1.0,,,,True,,,,,,,,,,,,,,
201143,1610612738,Al Horford,Al Horford,201143,BOS,2052.0,34,-4.0,68,69,34,25,10,137,3.0,3.0,1.0,,,2.0,,1.0,,2.0,,,7.0,7,,3.0,,14.0,75,1.0,2.0,2,,1.0,,4.0,12.0,,2.0,,1.0,,1.0,,,1.0,2.0,2.0,4.0,6.0,8.0,2.0,2.0,,,,,,,,,,,4.0,34,,,,,,1.0,1.0,0.7,0.6666666666666666,0.7,0.6666666666666666,0.3,12.987012987012987,,0.3333333333333333,0.18181818181818182,0.2608695652173913,0.42857142857142855,0.25,0.125,0.3333333333333333,0.3,1.0,1.0,0.2,0.1,,,,0.2,,,,0.5,,,,,0.6,,0.47383499999999995,0.5604,0.4474666666666667,,,0.2857142857142857,8.342857142857143,26.566666666666666,0.5,1.0,2.0,1.0,,1.0,1.0,1.0,2.0,2.0,2.0,,,1.0,2.0,,,,,,0.14285714285714285,0.16666666666666666,1.0,0.5,0.5,,,,,0.047619047619047616,0.0625,0.16666666666666666,,,,0.2,1.0,0.5,0.3333333333333333,,0.14285714285714285,1.0,,,,,,,0.09090909090909091,0.1111111111111111,,2.0,,,,,,,,1.0,,1.0,1.0,,,,,1.0,1.0,,,2.0,,,,,,,,1.0,1.0,0.5,,,,,,,,,,,,,1.0,,True,,,,,,,,,,,,,,
203935,1610612738,Marcus Smart,Marcus Smart,203935,BOS,2018.0,34,1.0,66,69,29,22,7,135,,1.0,,,1.0,1.0,,,,3.0,,2.0,2.0,6,,3.0,4.0,8.0,68,,1.0,3,,2.0,1.0,3.0,4.0,,3.0,,9.0,1.0,10.0,1.0,,6.0,21.0,2.0,1.0,3.0,3.0,4.0,2.0,1.0,1.0,,3.0,1.0,2.0,7.0,6.0,3.0,,3.0,29,,,,,,0.3333333333333333,0.3333333333333333,0.2222222222222222,0.2,0.3333333333333333,0.25,0.3333333333333333,20.547945205479454,0.3333333333333333,0.05555555555555555,0.1111111111111111,0.08333333333333333,,0.2,0.16666666666666666,,0.1111111111111111,,,0.1111111111111111,,,,,0.3333333333333333,,,,,0.2,,0.4,,0.4444444444444444,,0.41143333333333326,,0.41172000000000003,0.25,0.3333333333333333,0.375,16.716666666666665,27.2,0.4393939393939394,,4.0,,,,,,,,,1.0,3.0,,,,,,1.0,,,,,,,0.16666666666666666,1.0,,,,,,,,,0.4444444444444444,,,,,,,,,2.0,,,,,,,,,1.0,2.0,,,,1.0,2.0,1.0,1.0,2.0,,,,,,,,,2.0,,,1.0,,,,,0.5,0.5,,,,,,,,,,,,,,,1.0,True,,,,,,,,,,,,,,
