EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,PenaltyAtRimFGA,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG2A,FG3A,OpponentPoints,SecondChanceFG3A,PenaltyFG2A,PenaltyFG3A,NonHeaveArc3FGA,Fg2aBlocked,OffTwoPtRebounds,OffRebounds,Rebounds,ShootingFouls,Fouls,PenaltyOffPossExcludingTakeFouls,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,AtRimFrequency,Arc3Frequency,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Corner3FGM,Corner3FGA,FG3M,Points,PtsAssisted3s,OffThreePtRebounds,Steals,LostBallSteals,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,EfgPct,TsPct,OffThreePtReboundPct,OffArc3ReboundPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,ThreePtAssists,Assists,Arc3Assists,AssistPoints,BadPassSteals,AtRimFGM,PenaltyAtRimFGM,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,PenaltyArc3FGM,FG2M,FtPoints,PenaltyFG2M,PenaltyFG3M,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,NonHeaveArc3FGM,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,PenaltyPointsExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,PenaltyFg3Pct,Fg2Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,DefCorner3ReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Corner3Assists,Offensive Fouls Drawn,SecondChanceCorner3FGM,SecondChanceFG3M,SecondChancePoints,TwoPtAssists,AtRimAssists,LostBallOutOfBoundsTurnovers,RecoveredBlocks,SecondChanceFg3Pct,SecondChanceEfgPct,SecondChanceTsPct,DefAtRimReboundPct,BlocksRecoveredPct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChancePointsPct,LongMidRangeAssists,Loose Ball Fouls Drawn,LongMidRangeFGM,PenaltyFtPoints,BadPassTurnovers,Blocked3s,BlockedArc3,DefArc3ReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFg2Pct,LongMidRangePctAssisted,on,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PtsPutbacks,Fg3aBlocked,ShortMidRangeAssists,FTOffRebounds,Loose Ball Fouls,ThreePtShootingFoulsDrawn,BlockedShortMidRange,DefensiveGoaltends,FG3APctBlocked,Arc3PctBlocked,OffFTReboundPct,OffCorner3ReboundPct,DefLongMidRangeReboundPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,ThreePtShootingFoulsDrawnPct,PtsUnassisted3s,SelfOReb,StepOutOfBoundsTurnovers,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,SelfORebPct,ShortMidRangePctAssisted,SecondChanceArc3FGM,SecondChanceFtPoints,HeaveAttempts,Travels,SecondChanceTurnovers,Charge Fouls,Offensive Fouls,Charge Fouls Drawn,BlockingFoulsDrawn,3pt And 1 Free Throw Trips,Technical Free Throw Trips,BlockedCorner3,Corner3PctBlocked,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,BlockedLongMidRange,SecondChanceAtRimPctAssisted
1627748,1610612749,Thon Maker,Thon Maker,1627748,MIL,180.0,3,6.0,5,5,3.0,2,1.0,10,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,0.5,1.0,1.0,33.333333333333336,0.5,0.3333333333333333,1.0,0.5,0.5,1.0,0.5,0.5,1.0,0.33365,0.2862,0.33365,3.0,25.6,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628425,1610612749,Sterling Brown,Sterling Brown,1628425,MIL,282.0,5,,8,7,4.0,7,2.0,15,,,,,,,1.0,10,,,,,,,1.0,1.0,1.0,2.0,4.0,1.0,,,10.0,,0.2,,,,,,,1.0,0.5682,,,,23.4,0.5,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.5,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203092,1610612749,Tyler Zeller,Tyler Zeller,203092,MIL,283.0,5,,8,8,4.0,8,2.0,16,,,,,,,,10,,,,,,,,,1.0,1.0,4.0,,,,,,,,,,,,,,,,,,,0.5,,,,,,,1.0,,,,,,,,,,,,,,1.0,1.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203498,1610612749,Shabazz Muhammad,Shabazz Muhammad,203498,MIL,1718.0,29,9.0,56,54,19.0,22,5.0,110,7.0,2.0,3.0,,1.0,15.0,5.0,55,1.0,6.0,2.0,3.0,3.0,,,4.0,,2.0,19.0,0.25,0.2,0.14285714285714285,39.34426229508197,,,,0.35,0.15,,0.25,0.125,0.6,0.49612500000000004,0.4782,0.45058750000000003,5.679999999999999,24.919999999999998,0.3392857142857143,1.0,2.0,4.0,25.0,12.0,,2.0,,,1.0,0.8,0.8,0.55,0.5681818181818182,,,0.1,0.5,0.5,1.0,,,,,2.0,4.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,3.0,1.0,5.0,3.0,2.0,2.0,10.0,6.0,4.0,3.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,5.0,1.0,3.0,1.0,1.0,1.0,10.0,0.6,0.6,1.0,0.3333333333333333,0.3333333333333333,0.625,0.625,0.2857142857142857,0.5,0.4,0.07142857142857142,0.1,0.08333333333333333,0.25,0.5,0.5714285714285714,0.6666666666666666,0.75,0.35,0.14285714285714285,0.2,0.05,1.0,1.0,1.0,1.0,0.5,0.125,1.0,1.0,1.0,0.13636363636363635,0.17647058823529413,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203521,1610612749,Matthew Dellavedova,Matthew Dellavedova,203521,MIL,456.0,8,3.0,16,16,15.0,14,1.0,32,,,,,,,,16,,,,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,0.9375,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202339,1610612749,Eric Bledsoe,Eric Bledsoe,202339,MIL,854.0,14,7.0,28,28,2.0,1,3.0,56,,,1.0,,,2.0,2.0,24,1.0,,,1.0,1.0,,,3.0,,,2.0,0.5,0.5,,16.129032258064516,,,,,0.25,,,,0.5,0.4549875,0.5613,,12.1,26.549999999999997,0.07142857142857142,1.0,1.0,1.0,3.0,3.0,,1.0,1.0,,1.0,0.5,0.5,0.375,0.375,,,0.25,1.0,1.0,1.0,1.0,2.0,,5.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,3.0,,3.0,,,1.0,,1.0,,2.0,,,,1.0,1.0,1.0,,,,,,,,,1.0,,,0.3333333333333333,,0.25,0.3333333333333333,,,,,0.25,,,0.25,,,,1.0,,,,,,,,,1.0,,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.5,1.5,0.3333333333333333,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203114,1610612749,Khris Middleton,Khris Middleton,203114,MIL,829.0,14,6.0,24,26,8.0,9,3.0,50,,,3.0,,2.0,,4.0,25,,,2.0,3.0,,,,,1.0,3.0,8.0,1.0,,,14.814814814814813,,,,,0.75,,,1.0,1.0,0.49173750000000005,,0.4449,,24.65,0.3333333333333333,1.0,1.0,2.0,6.0,6.0,,,,1.0,1.0,0.5,0.5,0.75,0.75,,,0.25,1.0,1.0,1.0,,1.0,,2.0,,,,,,,,,,1.0,1.0,,,,1.0,3.0,,,1.0,,,,,,,,,,,1.0,,,,,,,3.0,,,0.5,,,0.75,0.75,,,,,,,,,,,,,,,,0.3333333333333333,0.3333333333333333,1.0,,,,,0.5,0.3333333333333333,,,0.5,,,,,,1.0,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203507,1610612749,Giannis Antetokounmpo,Giannis Antetokounmpo,203507,MIL,1370.0,23,9.0,46,45,15.0,14,3.0,91,4.0,,,,,8.0,,43,,,,,1.0,,,4.0,1.0,4.0,15.0,,0.125,0.25,22.448979591836736,,,,0.5,,,,,0.5,0.5090125,,,7.8374999999999995,,0.32608695652173914,,,,14.0,,,1.0,,,,,,0.625,0.7,,,,,,,4.0,9.0,3.0,22.0,1.0,3.0,,1.0,2.0,2.0,,,,,,5.0,4.0,,,4.0,2.0,8.0,,2.0,2.0,,4.0,1.0,,,,1.0,,3.0,5.0,1.0,3.0,,,1.0,4.0,0.2,0.2,,0.625,,,1.0,,1.0,,0.18181818181818182,0.25,0.21052631578947367,0.5,0.5,0.75,1.0,0.3333333333333333,0.25,0.5,0.5,0.25,,,,,,,,,,0.3,0.3,0.2857142857142857,1.0,,,,,5.0,4.0,,1.0,,,,,1.0,,,,1.0,,1.0,4.0,1.0,1.0,1.0,0.16666666666666666,0.5,0.5,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1627763,1610612749,Malcolm Brogdon,Malcolm Brogdon,1627763,MIL,186.0,3,1.0,6,5,,2,,11,,,,,,1.0,,5,,,,,,,,,,1.0,,,,,16.666666666666668,,,,,,,,,,0.417,,,20.1,,,,,,2.0,,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,1.0,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1891,1610612749,Jason Terry,Jason Terry,1891,MIL,196.0,3,-1.0,7,6,5.0,4,,13,,,1.0,,1.0,,1.0,7,,,1.0,1.0,,,,,,,5.0,1.0,,,14.285714285714285,,,,,1.0,,,1.0,1.0,0.47235,,0.47235,,27.2,0.7142857142857143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
