EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,Arc3FGA,PenaltyArc3FGA,FG3A,OpponentPoints,PenaltyFG3A,NonHeaveArc3FGA,PenaltyOffPossExcludingTakeFouls,FG3APct,Usage,Arc3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGA,ShortMidRangeFGA,LongMidRangeFGA,Arc3FGM,PenaltyArc3FGM,FG2A,FG3M,FtPoints,Points,PenaltyFG3M,PenaltyFtPoints,PenaltyPoints,PtsAssisted3s,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,NonShootingFoulsDrawn,Blocked2s,BlockedLongMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG2APctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,ShortMidRangeFrequency,LongMidRangeFrequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,PenaltyPointsPct,Avg2ptShotDistance,AtRimFGM,ShortMidRangeFGM,Corner3FGA,PenaltyCorner3FGA,FG2M,PenaltyFG2M,PenaltyFG2A,PtsAssisted2s,PtsUnassisted2s,ThreePtAssists,Arc3Assists,BadPassSteals,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Frequency,PenaltyCorner3Frequency,SecondChanceFG2A,Offensive Fouls,NonShootingPenaltyNonTakeFouls,AtRimPctBlocked,SecondChanceShotQualityAvg,PenaltyAtRimFGA,PenaltyAtRimFrequency,PenaltyAtRimFGM,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,PenaltyAtRimAccuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Offensive Fouls Drawn,Blocked3s,BlockedArc3,AtRimPctAssisted,on,SecondChanceArc3FGA,SecondChanceFG3A,HeaveAttempts,LongMidRangeAssists,OffThreePtRebounds,OffRebounds,OffThreePtReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,SecondChanceArc3Frequency,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceArc3FGM,SecondChanceFG2M,SecondChanceFG3M,SecondChancePoints,PtsPutbacks,OffTwoPtRebounds,FTDefRebounds,BlockingFouls,Loose Ball Fouls,BlockingFoulsDrawn,BlockedAtRim,SecondChanceFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,LongMidRangePctBlocked,DefFTReboundPct,OffTwoPtReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChancePointsPct,Corner3FGM,Corner3Assists,SelfOReb,OffAtRimReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,SelfORebPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,LongMidRangeFGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceFtPoints,Fg3aBlocked,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,BlockedShortMidRange,FG3APctBlocked,Arc3PctBlocked,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3FGM,PtsUnassisted3s,LongMidRangePctAssisted,PenaltyCorner3Accuracy,Charge Fouls Drawn,Loose Ball Fouls Drawn,SecondChanceTurnovers,Charge Fouls,3pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct
1626192,1610612757,Pat Connaughton,Pat Connaughton,1626192,POR,419.0,7.0,-9.0,15,14,6.0,9.0,1.0,29,3.0,1.0,3.0,15,1.0,3.0,6.0,1.0,18.75,1.0,1.0,1.0,0.49300000000000005,0.4191,25.766666666666666,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1627735,1610612757,Wade Baldwin IV,Wade Baldwin IV,1627735,POR,1145.0,19.0,7.0,43,41,28.0,17.0,1.0,84,1.0,1.0,1.0,37,1.0,1.0,28.0,0.25,18.181818181818183,0.25,1.0,0.5,0.4305625,0.53925,26.7,0.6511627906976745,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,4.0,1.0,1.0,4.0,3.0,1.0,1.0,3.0,3.0,2.0,1.0,6.0,2.0,1.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,0.375,1.5,0.4,1.0,0.3333333333333333,1.0,0.6666666666666666,0.16666666666666666,0.2,0.1875,0.16666666666666666,0.14285714285714285,0.3333333333333333,1.0,0.25,0.25,0.25,1.0,1.0,1.0,1.0,1.0,1.0,9.233333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628380,1610612757,Zach Collins,Zach Collins,1628380,POR,497.0,8.0,-8.0,18,17,10.0,12.0,1.0,35,,,2.0,22,1.0,,10.0,0.5,21.05263157894737,,,0.75,0.547975,0.4709,23.05,0.5555555555555556,1.0,1.0,,,,2.0,,,4.0,,,2.0,,,,,1.0,,,3.0,,,,,1.0,,,,,,,,,,,,,,,,,,2.0,,,,,,0.5,0.5,0.5,0.5,,,,,,,,,,,0.25,0.25,,,,,,,0.5,4.35,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202329,1610612757,Al-Farouq Aminu,Al-Farouq Aminu,202329,POR,190.0,3.0,1.0,7,6,3.0,6.0,,13,1.0,,1.0,6,,1.0,3.0,1.0,14.285714285714285,1.0,,1.0,0.56175,,26.4,0.42857142857142855,,,,1.0,,,1.0,,3.0,,,,3.0,1.0,,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,1.5,,1.5,,,,,,0.5,0.3333333333333333,,0.5,,,,,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202334,1610612757,Ed Davis,Ed Davis,202334,POR,497.0,8.0,-8.0,18,17,10.0,12.0,1.0,35,,,,22,,,10.0,,15.789473684210526,,,0.5,0.3855,,,0.5555555555555556,1.0,1.0,,,,2.0,,,,,,,,,2.0,,,,,,1.0,1.0,2.0,2.0,,,,,,1.0,,1.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,0.25,0.4,1.0,,0.5,,0.5,0.5,,,,,,,,3.75,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,0.3223,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203081,1610612757,Damian Lillard,Damian Lillard,203081,POR,476.0,8.0,,17,16,9.0,11.0,1.0,33,,,,17,,,9.0,,22.22222222222222,,,0.6666666666666666,0.5062666666666666,0.5896,,0.5294117647058824,2.0,,1.0,,,3.0,,,,,,,,,1.0,,1.0,,,3.0,1.0,,1.0,1.0,,,1.0,,1.0,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,0.3333333333333333,,1.0,,0.2,0.14285714285714285,,0.25,,,0.6666666666666666,,0.3333333333333333,,,,,,,6.266666666666667,,,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,0.5,,1.0,1.0,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203468,1610612757,CJ McCollum,CJ McCollum,203468,POR,329.0,5.0,,12,10,8.0,10.0,,22,,,,14,,,8.0,,33.333333333333336,,,0.3333333333333333,0.4609666666666667,0.4609666666666667,,0.6666666666666666,1.0,2.0,,,,3.0,,3.0,9.0,,3.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,1.0,,,,,9.0,1.0,,,,,1.0,1.0,1.125,1.125,,,,,,,,,,,0.3333333333333333,0.6666666666666666,,,,,,,1.0,8.1,1.0,2.0,,,3.0,3.0,3.0,,6.0,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203994,1610612757,Jusuf Nurkic,Jusuf Nurkic,203994,POR,173.0,3.0,4.0,6,5,2.0,5.0,,11,,,,3,,,2.0,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,1.0,1.0,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1627774,1610612757,Jake Layman,Jake Layman,1627774,POR,475.0,8.0,11.0,19,19,16.0,,,38,,,,12,,,16.0,,15.789473684210526,,,0.6666666666666666,0.7341333333333333,0.7341333333333333,,0.8421052631578947,2.0,1.0,,,,3.0,,,6.0,,,6.0,,,,1.0,1.0,1.0,,2.0,1.0,,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,6.0,,,,,,1.0,1.0,1.0,1.0,,,,,0.25,0.125,,0.3333333333333333,,,0.6666666666666666,0.3333333333333333,,,,,,,1.0,4.6000000000000005,2.0,1.0,,,3.0,3.0,3.0,2.0,4.0,,,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,2.0,0.6666666666666666,2.0,,,1.0,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628403,1610612757,Caleb Swanigan,Caleb Swanigan,1628403,POR,475.0,8.0,11.0,19,19,16.0,,,38,,,1.0,12,1.0,,16.0,0.5,26.31578947368421,,,0.5,0.45615,0.582,22.7,0.8421052631578947,,,1.0,,,1.0,,3.0,3.0,,3.0,3.0,,,,1.0,1.0,1.0,,2.0,,2.0,2.0,2.0,,,1.0,,1.0,,,1.0,1.0,1.0,1.0,2.0,4.0,,,,,,3.0,,,,,,,,0.375,0.5,,,1.0,0.5,,0.25,0.5,,,,,,0.5,,,,,,1.0,19.8,,,1.0,1.0,,,,,,,,,,,,,,,,,,0.5,1.0,,,,,,,,,,2.0,,0.5,0.6666666666666666,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
