EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,ShootingFouls,Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,LongMidRangeAssists,BadPassOutOfBoundsTurnovers,BadPassTurnovers,PenaltyTurnovers,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,DefCorner3ReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceTurnovers,Offensive Fouls,HeaveAttempts,FTDefRebounds,BlockedShortMidRange,AtRimPctBlocked,ShortMidRangePctBlocked,DefFTReboundPct,SecondChanceArc3FGA,Fg3aBlocked,Loose Ball Fouls,ThreePtShootingFoulsDrawn,FG3APctBlocked,Arc3PctBlocked,ShortMidRangePctAssisted,SecondChanceArc3Frequency,ThreePtShootingFoulsDrawnPct,DefensiveGoaltends,FTOffRebounds,OffFTReboundPct,OffLongMidRangeReboundPct,SecondChanceArc3FGM,LostBallOutOfBoundsTurnovers,Charge Fouls,Charge Fouls Drawn,Technical Free Throw Trips,Blocked3s,BlockedArc3,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,BlockingFoulsDrawn,Corner3PctBlocked,BlockedCorner3,BlockedLongMidRange,SecondChanceAtRimPctAssisted,on,BlockingFouls,OffensiveGoaltends,StepOutOfBoundsTurnovers,3SecondViolations,3pt And 1 Free Throw Trips,Defensive 3 Seconds Violations
1626172,1610612744,Kevon Looney,Kevon Looney,1626172,GSW,4029.0,67,-5.0,141,143,77,88,22,284,5.0,10.0,3.0,5.0,2.0,6.0,1.0,2.0,1.0,4.0,1.0,1.0,7.0,16.0,1.0,3.0,17,155,3.0,5.0,2.0,8.0,2.0,8.0,1.0,2.0,6.0,6.0,8.0,6.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,10.0,4.0,5.0,3.0,4.0,7.0,9.0,16.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,5.0,4.0,1.0,8.0,3.0,1.0,1.0,1.0,1.0,1.0,6.0,77,1.0,0.42857142857142855,0.75,0.4375,0.6,0.25,0.4117647058823529,0.6,0.2222222222222222,0.40476190476190477,0.6666666666666666,0.2727272727272727,0.058823529411764705,0.0625,0.25,13.77245508982036,0.5,0.125,0.11904761904761904,0.10344827586206896,0.13793103448275862,0.11475409836065574,0.1267605633802817,0.13333333333333333,0.3,0.13043478260869565,0.16666666666666666,0.16666666666666666,0.06666666666666667,0.2,0.125,0.1111111111111111,1.0,0.5882352941176471,0.5,0.5,0.4,0.11764705882352941,0.5,0.5,0.23529411764705882,0.25,0.3333333333333333,1.0,0.058823529411764705,1.0,0.6,0.6666666666666666,0.3333333333333333,0.1111111111111111,0.6470588235294118,0.5531088235294118,0.66775,0.6132722222222223,0.15,0.15789473684210525,0.47058823529411764,0.35294117647058826,6.59375,22.8,0.5460992907801419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
1626188,1610612744,Quinn Cook,Quinn Cook,1626188,GSW,2922.0,49,18.0,106,99,54,52,20,205,5.0,9.0,,1.0,1.0,2.0,1.0,3.0,3.0,5.0,4.0,4.0,9.0,17.0,12.0,4.0,34,91,,2.0,,3.0,4.0,7.0,9.0,3.0,20.0,6.0,12.0,,,4.0,,4.0,,,2.0,1.0,8.0,,,3.0,4.0,7.0,,7.0,,2.0,2.0,,3.0,1.0,1.0,,4.0,,3.0,4.0,,5.0,2.0,1.0,,,,,20.0,54,1.0,0.3333333333333333,0.3333333333333333,0.5294117647058824,,0.5714285714285714,0.5172413793103449,0.375,0.53125,0.5483870967741935,0.375,0.5555555555555556,0.41379310344827586,,,27.77777777777778,0.75,0.17391304347826086,,0.125,,0.14893617021276595,,,,,,0.25,,0.5,0.09090909090909091,,,0.3103448275862069,0.5555555555555556,0.5555555555555556,0.6,0.10344827586206896,0.3333333333333333,0.3333333333333333,0.1724137931034483,0.6,0.6,,0.13793103448275862,0.25,,0.125,0.5,0.25,0.7241379310344828,0.5045793103448276,0.42778333333333335,0.49483750000000004,0.06666666666666667,0.1111111111111111,0.08823529411764706,0.5882352941176471,7.617647058823528,25.333333333333332,0.5094339622641509,1.0,1.0,2.0,1.0,3.0,8.0,2.0,5.0,4.0,1.0,2.0,3.0,6.0,6.0,8.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,0.5,0.3333333333333333,0.5,0.3333333333333333,0.3333333333333333,0.5,0.25,0.25,1.0,0.27586206896551724,0.375,0.375,0.3333333333333333,0.5,0.5,1.0,0.25,0.3125,0.4,0.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
1627745,1610612744,Damian Jones,Damian Jones,1627745,GSW,651.0,11,-20.0,25,26,14,19,4,51,1.0,1.0,,,1.0,1.0,,,,1.0,,,1.0,2.0,,2.0,4,35,,,,,1.0,2.0,,,2.0,2.0,,,,,,,,,,,,1.0,,2.0,,2.0,1.0,3.0,,,,,2.0,1.0,,,3.0,3.0,4.0,2.0,,3.0,2.0,,,,,,2.0,14,,1.0,1.0,0.5,,0.5,0.5,,0.5,0.6666666666666666,,0.5,,,,20.689655172413794,0.6666666666666666,,,0.4,0.16666666666666666,0.2857142857142857,0.07142857142857142,,,0.2,,,,,0.4,,,0.5,1.0,1.0,1.0,,,,0.5,,,,,,,0.5,1.0,,0.5,0.5798,,0.5798,0.6666666666666666,0.6666666666666666,,0.5,7.95,,0.56,,,,,,,,,,,,,,,,,,,2.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
1628395,1610612744,Jordan Bell,Jordan Bell,1628395,GSW,4316.0,72,16.0,145,144,62,76,25,289,4.0,6.0,1.0,3.0,2.0,2.0,1.0,2.0,,3.0,,,5.0,11.0,1.0,4.0,14,140,1.0,4.0,,2.0,2.0,3.0,,2.0,6.0,6.0,4.0,2.0,3.0,6.0,4.0,10.0,2.0,2.0,5.0,,24.0,2.0,2.0,9.0,3.0,13.0,4.0,17.0,,3.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,6.0,8.0,7.0,2.0,8.0,4.0,,6.0,2.0,6.0,4.0,6.0,62,,0.6,0.75,0.45454545454545453,0.25,0.6666666666666666,0.4166666666666667,0.25,0.6666666666666666,0.4375,0.25,0.6,0.08333333333333333,0.2727272727272727,0.3333333333333333,10.344827586206897,0.5,0.07692307692307693,0.045454545454545456,0.24324324324324326,0.07692307692307693,0.15789473684210525,0.05714285714285714,0.2,,0.08333333333333333,,,0.14285714285714285,0.1111111111111111,0.2903225806451613,,0.6666666666666666,0.5,0.6666666666666666,0.8,0.75,0.16666666666666666,0.5,1.0,0.25,,,,,0.75,0.3333333333333333,0.6666666666666666,1.0,,0.5833333333333334,0.5096545454545454,0.49533333333333335,0.5376333333333333,0.25,0.26666666666666666,0.14285714285714285,0.42857142857142855,6.4818181818181815,62.9,0.42758620689655175,,,,,,1.0,,,,,,,,,,,1.0,,,1.0,,,1.0,,,,,,,,,,0.08333333333333333,,,,,,,,,,,,,1.0,1.0,4.0,0.16666666666666666,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
201156,1610612744,Nick Young,Nick Young,201156,GSW,12319.0,205,21.0,421,410,147,154,57,831,1.0,1.0,,,,,1.0,3.0,,2.0,12.0,5.0,2.0,6.0,47.0,6.0,52,428,1.0,1.0,2.0,4.0,,2.0,19.0,2.0,14.0,4.0,,,,2.0,2.0,4.0,2.0,,2.0,,10.0,1.0,,8.0,3.0,11.0,1.0,12.0,,1.0,1.0,,1.0,1.0,,1.0,2.0,7.0,18.0,7.0,,8.0,1.0,,,,,,14.0,147,,1.0,1.0,0.3333333333333333,1.0,,0.4339622641509434,0.14285714285714285,0.2857142857142857,0.4642857142857143,0.25,0.3181818181818182,0.8867924528301887,,,11.885245901639344,0.5,0.02608695652173913,,0.08421052631578947,0.01,0.05238095238095238,0.0045871559633027525,,,0.0125,,0.04878048780487805,0.018518518518518517,,0.0625,,,0.018867924528301886,1.0,1.0,1.0,0.05660377358490566,0.3333333333333333,0.3333333333333333,0.03773584905660377,,,,0.22641509433962265,,,,,0.23809523809523808,0.9056603773584906,0.5222125000000001,0.47895000000000004,0.5103424999999999,0.05357142857142857,0.14285714285714285,0.07692307692307693,0.2692307692307692,9.65,25.929787234042553,0.3491686460807601,3.0,,2.0,1.0,11.0,35.0,3.0,14.0,14.0,,6.0,4.0,33.0,9.0,35.0,11.0,,,1.0,,2.0,,1.0,0.7857142857142857,0.2978723404255319,,0.21052631578947367,0.2978723404255319,0.2,0.25,0.25,1.0,0.660377358490566,0.3142857142857143,0.3235294117647059,0.7272727272727273,0.2857142857142857,,,0.2,0.6666666666666666,0.21428571428571427,0.3142857142857143,,,,,,,,,4.0,1.0,2.0,2.0,0.02127659574468085,0.02857142857142857,1.0,0.5714285714285714,0.04081632653061224,,,,,,,,,,,,,,,,,,,True,,,,,,
1627775,1610612744,Patrick McCaw,Patrick McCaw,1627775,GSW,702.0,12,-2.0,25,23,17,19,5,48,,,,,,,,,1.0,1.0,1.0,,1.0,1.0,1.0,,2,25,,,,,,,,,,2.0,,,,,,,,,,,,,1.0,,2.0,2.0,1.0,3.0,,1.0,,1.0,,,,,,1.0,1.0,1.0,,,,,,,,,,17,,1.0,1.0,1.0,,,0.5,,,0.5,,,0.5,,,6.451612903225807,,0.2857142857142857,0.16666666666666666,,,0.18181818181818182,0.09090909090909091,0.3333333333333333,,,,,0.25,0.3333333333333333,,,,,,,,,,,0.5,1.0,1.0,1.0,0.5,,,,,,0.5,0.470175,,,,,,,20.0,22.9,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,True,,,,,,
2585,1610612744,Zaza Pachulia,Zaza Pachulia,2585,GSW,1586.0,26,18.0,56,53,37,34,13,109,3.0,5.0,2.0,2.0,3.0,5.0,1.0,1.0,,1.0,,,4.0,7.0,,9.0,17,43,2.0,2.0,3.0,7.0,3.0,6.0,,8.0,14.0,2.0,6.0,4.0,,,1.0,1.0,,1.0,,,3.0,2.0,3.0,2.0,3.0,6.0,6.0,12.0,2.0,3.0,2.0,1.0,2.0,1.0,,,3.0,,1.0,6.0,2.0,12.0,2.0,4.0,1.0,,1.0,,14.0,37,4.0,0.25,0.5,0.5714285714285714,1.0,0.5,0.5714285714285714,1.0,0.5,0.6538461538461539,0.7,0.6363636363636364,,,,22.857142857142858,0.6666666666666666,0.21428571428571427,0.2,0.125,0.15384615384615385,0.16666666666666666,0.17857142857142858,0.25,0.5,0.2222222222222222,,,0.2857142857142857,0.25,0.13333333333333333,0.6666666666666666,,0.7142857142857143,0.6,0.6,0.3333333333333333,0.14285714285714285,1.0,1.0,0.14285714285714285,,,,,1.0,1.0,0.8333333333333334,0.6,,0.7142857142857143,0.5768142857142857,0.75725,0.6131833333333333,0.2222222222222222,0.2222222222222222,0.4117647058823529,0.8235294117647058,4.685714285714285,,0.6607142857142857,,,,,,,,,,,,,,,,,,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,,,1.0,,,,,,,,,,,1.0,0.3333333333333333,0.1111111111111111,,,,,,,,,,,,,,,True,,,,,,
201580,1610612744,JaVale McGee,JaVale McGee,201580,GSW,1217.0,20,6.0,45,44,21,21,6,89,3.0,6.0,,2.0,1.0,2.0,2.0,2.0,,,,,5.0,8.0,1.0,,10,43,,2.0,,,1.0,2.0,1.0,,2.0,4.0,6.0,,,,,,,,,,,1.0,2.0,1.0,2.0,3.0,3.0,6.0,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,2.0,21,,0.4,0.4,0.625,,0.5,0.5555555555555556,,0.3333333333333333,0.5555555555555556,,0.3333333333333333,0.1111111111111111,,,17.647058823529413,,0.2,0.25,0.1111111111111111,0.07142857142857142,0.15789473684210525,0.13636363636363635,0.2,,,0.3333333333333333,0.3333333333333333,0.2,,0.14285714285714285,,,0.6666666666666666,0.5,0.5,0.3333333333333333,0.2222222222222222,1.0,1.0,,,,,,1.0,,0.6666666666666666,0.5,,0.7777777777777778,0.5201888888888889,0.49539999999999995,0.5713333333333334,,,,0.2,3.9625,25.3,0.4666666666666667,,,,,,1.0,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,0.1111111111111111,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,0.5,,,,,,0.3333333333333333,,,,,,,,,,,,,,,True,,,,,,
201939,1610612744,Stephen Curry,Stephen Curry,201939,GSW,4663.0,78,21.0,157,152,36,43,17,309,5.0,14.0,,,,,1.0,9.0,1.0,6.0,7.0,1.0,7.0,29.0,34.0,5.0,70,154,,2.0,,3.0,2.0,4.0,11.0,,16.0,,14.0,,6.0,9.0,5.0,14.0,5.0,,7.0,1.0,33.0,,1.0,7.0,9.0,16.0,1.0,17.0,1.0,2.0,2.0,,6.0,2.0,4.0,,8.0,1.0,3.0,10.0,,5.0,1.0,,2.0,,4.0,1.0,16.0,36,,,,0.2413793103448276,,0.5,0.5158730158730159,0.5,0.5333333333333333,0.5390625,0.5,0.5333333333333333,0.5396825396825397,0.20689655172413793,0.16666666666666666,40.449438202247194,0.75,0.1875,0.027777777777777776,0.15555555555555556,,0.17204301075268819,0.01282051282051282,,0.125,,,0.07692307692307693,0.17647058823529413,0.8,0.16666666666666666,0.03333333333333333,0.25,0.2222222222222222,0.35714285714285715,0.38461538461538464,,0.14285714285714285,0.1111111111111111,0.2,0.09523809523809523,0.16666666666666666,0.2,,0.1111111111111111,,,,,0.06666666666666667,0.7619047619047619,0.47574590163934427,0.38734999999999997,0.4023692307692308,0.03125,0.034482758620689655,0.04285714285714286,0.22857142857142856,7.024137931034483,27.985294117647058,0.22929936305732485,5.0,,,,12.0,27.0,4.0,10.0,17.0,1.0,1.0,4.0,30.0,21.0,26.0,12.0,1.0,,2.0,1.0,,1.0,,0.5882352941176471,0.5,1.0,0.36363636363636365,0.5151515151515151,0.1111111111111111,0.7142857142857143,0.7142857142857143,1.0,0.42857142857142855,0.4444444444444444,0.4444444444444444,0.4166666666666667,,,,,0.6666666666666666,0.4,0.46153846153846156,,,1.0,,2.0,0.07142857142857142,0.4444444444444444,,1.0,,,1.0,,,,0.3333333333333333,0.02857142857142857,,,,,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,,,,,,True,,,,,,
2733,1610612744,Shaun Livingston,Shaun Livingston,2733,GSW,5923.0,99,12.0,190,190,52,68,31,380,11.0,13.0,1.0,1.0,2.0,3.0,5.0,9.0,2.0,11.0,,,18.0,33.0,,3.0,39,199,1.0,3.0,,2.0,5.0,10.0,,1.0,11.0,20.0,16.0,2.0,1.0,2.0,1.0,3.0,,1.0,2.0,,7.0,2.0,3.0,5.0,7.0,12.0,5.0,17.0,,3.0,1.0,2.0,1.0,3.0,1.0,,4.0,3.0,7.0,4.0,,5.0,3.0,,,,,,11.0,52,,0.5555555555555556,0.5882352941176471,0.5454545454545454,0.3333333333333333,0.5,0.5454545454545454,0.3333333333333333,0.5,0.5571428571428572,0.3333333333333333,0.5,,0.030303030303030304,0.09090909090909091,17.180616740088105,0.25,0.12962962962962962,0.046153846153846156,0.1111111111111111,0.045454545454545456,0.12121212121212122,0.045871559633027525,,0.047619047619047616,0.05263157894736842,,0.05,0.2,0.1111111111111111,0.1282051282051282,,,0.3939393939393939,0.8461538461538461,0.8461538461538461,0.7272727272727273,0.2727272727272727,0.5555555555555556,0.5555555555555556,0.3333333333333333,0.18181818181818182,0.2,,,0.3333333333333333,1.0,0.3,0.6666666666666666,,0.3939393939393939,0.46983030303030304,0.5298,0.45439999999999997,0.08571428571428572,0.08571428571428572,0.05128205128205128,0.28205128205128205,8.672727272727272,,0.2736842105263158,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,0.4,,,,,,0.07407407407407407,,1.0,,,,,,,,,,,,,True,,,,,,
201142,1610612744,Kevin Durant,Kevin Durant,201142,GSW,6275.0,105,10.0,217,207,86,89,25,424,7.0,14.0,,3.0,1.0,4.0,8.0,15.0,6.0,16.0,,,21.0,45.0,21.0,30.0,93,230,1.0,5.0,,5.0,7.0,15.0,11.0,12.0,29.0,14.0,28.0,,5.0,6.0,6.0,12.0,5.0,1.0,4.0,,30.0,,4.0,6.0,9.0,15.0,4.0,19.0,1.0,2.0,1.0,1.0,10.0,1.0,4.0,,11.0,4.0,7.0,22.0,,33.0,10.0,4.0,6.0,2.0,6.0,5.0,29.0,86,4.0,0.3333333333333333,0.3333333333333333,0.4666666666666667,0.2,0.4666666666666667,0.4772727272727273,0.3125,0.3269230769230769,0.575,0.3125,0.453125,0.3181818181818182,0.1111111111111111,0.125,36.99186991869919,0.9090909090909091,0.15,0.07272727272727272,0.14285714285714285,,0.14705882352941177,0.037383177570093455,0.125,,,,0.09090909090909091,0.1724137931034483,0.2222222222222222,0.12121212121212122,0.030303030303030304,0.8333333333333334,0.21212121212121213,0.5,0.5833333333333334,0.7142857142857143,0.22727272727272727,0.5333333333333333,0.5714285714285714,0.24242424242424243,0.375,0.42857142857142855,0.16666666666666666,,0.375,,0.15384615384615385,0.25,,0.5303030303030303,0.4615060606060606,0.5390857142857143,0.43125576923076914,0.15789473684210525,0.18867924528301888,0.053763440860215055,0.3118279569892473,10.393333333333333,26.65238095238095,0.39631336405529954,,,,,7.0,21.0,1.0,11.0,7.0,1.0,3.0,1.0,15.0,6.0,21.0,7.0,2.0,,6.0,4.0,1.0,2.0,2.0,0.7142857142857143,0.3333333333333333,0.3333333333333333,0.09090909090909091,0.3333333333333333,0.2222222222222222,,,,0.3181818181818182,0.3333333333333333,0.3333333333333333,0.7142857142857143,,,,,0.4230769230769231,0.09090909090909091,0.3333333333333333,,,,,4.0,0.14285714285714285,0.06666666666666667,,3.0,,,2.0,,,0.125,0.375,0.08695652173913043,,,,0.06666666666666667,1.0,1.0,,1.0,1.0,,,0.3333333333333333,1.0,1.0,,,,,True,,,,,,
