EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,FtPoints,Points,OpponentPoints,SecondChanceFtPoints,SecondChancePoints,PenaltyFtPoints,PenaltyPoints,DefTwoPtRebounds,DefRebounds,Rebounds,FoulsDrawn,Loose Ball Fouls Drawn,FTA,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,TsPct,SecondChanceTsPct,PenaltyTsPct,Usage,DefTwoPtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,SecondChancePointsPct,PenaltyPointsPct,PenaltyOffPossPct,Arc3FGA,PenaltyArc3FGA,FG3A,PenaltyFG3A,NonHeaveArc3FGA,FG3APct,Arc3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,Avg3ptShotDistance,LongMidRangeFGA,FG2A,PenaltyFG2A,LongMidRangeFrequency,Avg2ptShotDistance,Fouls,TwoPtShootingFoulsDrawn,NonShootingPenaltyNonTakeFouls,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,on,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,FG2M,FG3M,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,PenaltyFG2M,PenaltyFG3M,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,FTDefRebounds,OffRebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,BlockingFouls,Loose Ball Fouls,Charge Fouls Drawn,BlockingFoulsDrawn,2pt And 1 Free Throw Trips,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,FG3APctBlocked,FG2APctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,ThreePtAssists,Arc3Assists,Offensive Fouls,Corner3FGM,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,SecondChanceArc3FGM,SecondChanceFG3M,Corner3Assists,ShortMidRangeAssists,LostBallOutOfBoundsTurnovers,Offensive Fouls Drawn,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,SecondChanceFg3Pct,AtRimPctBlocked,ShortMidRangePctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,HeaveAttempts,PtsUnassisted3s,3pt And 1 Free Throw Trips,Charge Fouls,Blocked3s,BlockedArc3,BlockedLongMidRange
101141,1610612755,Ersan Ilyasova,Ersan Ilyasova,101141,PHI,104.0,2,1,3,4,3,4.0,1.0,7,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,3,1.0,1.0,1.0,1.0,25.0,0.5,0.5,0.5,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1626147,1610612755,Justin Anderson,Justin Anderson,1626147,PHI,104.0,2,1,3,4,3,4.0,1.0,7,,,2.0,,,,,1.0,1.0,1.0,,,,,,3,,,,,25.0,0.5,0.5,0.5,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4818,0.4818,24.5,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1626158,1610612755,Richaun Holmes,Richaun Holmes,1626158,PHI,104.0,2,1,3,4,3,4.0,1.0,7,,,2.0,,,,,,,,,,,,,3,,,,,25.0,,,,,,1.0,,,,,,,,,,0.3662,0.3662,,1.0,1.0,1.0,1.0,16.6,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1627732,1610612755,Ben Simmons,Ben Simmons,1627732,PHI,31.0,1,-1,1,2,1,2.0,,3,1.0,1.0,2.0,,,1.0,1.0,,,,1.0,,2.0,,1.0,1,,0.5,,0.5,100.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201573,1610612755,Jerryd Bayless,Jerryd Bayless,201573,PHI,104.0,2,1,3,4,3,4.0,1.0,7,,,2.0,,,,,,,,,,,,,3,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204456,1610612755,T.J. McConnell,T.J. McConnell,204456,PHI,73.0,1,2,2,2,2,2.0,1.0,4,,,,,,,,,,,,,,,,2,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101141,1610612755,Ersan Ilyasova,Ersan Ilyasova,101141,PHI,13882.0,231,46,469,476,202,170.0,64.0,945,10.0,91.0,474.0,,24.0,3.0,33.0,29.0,49.0,75.0,21.0,2.0,19.0,4.0,33.0,202,4.0,0.4945652173913043,0.46153846153846156,0.4714285714285714,18.511796733212343,0.20567375886524822,0.19298245614035087,0.23255813953488372,0.26373626373626374,0.3626373626373626,0.43070362473347545,27.0,9.0,31.0,11.0,27.0,0.36904761904761907,0.32142857142857145,0.2903225806451613,0.8095238095238095,0.5429964285714286,0.5435677419354839,25.632258064516126,6.0,53.0,20.0,0.07142857142857142,4.707547169811322,25.0,7.0,5.0,0.07954545454545454,0.12280701754385964,False,22.0,37.0,9.0,17.0,10.0,16.0,3.0,10.0,2.0,4.0,2.0,9.0,1.0,2.0,27.0,9.0,12.0,24.0,1.0,12.0,2.0,30.0,24.0,27.0,20.0,9.0,4.0,2.0,13.0,13.0,10.0,3.0,26.0,5.0,19.0,2.0,15.0,5.0,26.0,7.0,7.0,4.0,3.0,6.0,1.0,3.0,4.0,3.0,2.0,1.0,10.0,2.0,5.0,14.0,2.0,5.0,3.0,1.0,3.0,4.0,2.0,2.0,4.0,1.0,0.5555555555555556,0.8823529411764706,1.0,0.2903225806451613,0.18181818181818182,0.2903225806451613,0.5094339622641509,0.5,0.6,0.48214285714285715,0.48,0.4838709677419355,0.06451612903225806,0.07547169811320754,0.3,0.16666666666666666,0.07407407407407407,0.6,0.29411764705882354,0.1,0.13768115942028986,0.1724137931034483,0.05263157894736842,0.10300429184549356,0.10344827586206896,0.17391304347826086,0.14705882352941177,0.04938271604938271,0.07142857142857142,0.20833333333333334,0.18,0.17567567567567569,0.15384615384615385,0.17073170731707318,0.25,0.44047619047619047,0.5945945945945946,0.5945945945945946,0.6363636363636364,0.11904761904761904,0.3,0.42857142857142855,0.3333333333333333,0.4,0.5,0.047619047619047616,0.3333333333333333,0.36,1.0,0.68,0.5294117647058824,0.1111111111111111,0.04,0.5161290322580645,0.625,0.06451612903225806,0.2222222222222222,0.3333333333333333,0.5461263157894737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101161,1610612755,Amir Johnson,Amir Johnson,101161,PHI,5626.0,94,19,201,193,89,56.0,33.0,394,4.0,26.0,215.0,1.0,9.0,2.0,14.0,2.0,9.0,23.0,9.0,3.0,5.0,1.0,14.0,89,1.0,0.5652173913043478,0.5,0.5833333333333334,10.833333333333334,0.046511627906976744,0.1095890410958904,0.14285714285714285,0.34615384615384615,0.5384615384615384,0.4427860696517413,,,,,,,,,0.7619047619047619,0.5672809523809523,0.5291727272727272,,,21.0,11.0,,2.5999999999999996,10.0,2.0,,0.09090909090909091,0.09090909090909091,False,9.0,16.0,3.0,7.0,4.0,7.0,2.0,5.0,,,,,,,11.0,,4.0,8.0,,6.0,,10.0,12.0,,6.0,,1.0,,4.0,9.0,2.0,2.0,23.0,3.0,11.0,,6.0,1.0,14.0,2.0,2.0,2.0,,2.0,,1.0,1.0,1.0,,,3.0,,2.0,5.0,,,1.0,,1.0,1.0,1.0,,1.0,,0.45454545454545453,0.625,,,,,0.5238095238095238,0.5,0.5454545454545454,0.5238095238095238,0.5,0.5454545454545454,,0.047619047619047616,0.2,,,0.6666666666666666,0.1111111111111111,,0.171875,0.2,0.07692307692307693,0.13592233009708737,0.10714285714285714,0.3157894736842105,0.11764705882352941,0.07692307692307693,,,,0.23076923076923078,,0.2222222222222222,,0.7619047619047619,0.5625,0.5625,0.5555555555555556,0.23809523809523808,0.4,0.5,,,,,,,,0.875,0.42857142857142855,,,0.6363636363636364,0.5714285714285714,,,,0.5783428571428572,5.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1626147,1610612755,Justin Anderson,Justin Anderson,1626147,PHI,1866.0,31,3,62,66,39,17.0,7.0,128,,8.0,62.0,,,,5.0,1.0,7.0,8.0,,,,,5.0,38,,0.5714285714285714,,0.8333333333333334,13.043478260869566,0.0625,0.1875,0.14285714285714285,,0.625,0.6290322580645161,4.0,2.0,6.0,2.0,4.0,0.8571428571428571,0.5714285714285714,0.6666666666666666,1.0,0.537507142857143,0.5275833333333334,24.566666666666666,,1.0,1.0,,1.8,8.0,,,,,False,1.0,1.0,,,1.0,1.0,,,,2.0,,1.0,,1.0,1.0,2.0,,,,1.0,1.0,2.0,,6.0,,1.0,,,,,,,,1.0,,,5.0,1.0,1.0,,1.0,,1.0,2.0,,1.0,,1.0,,,2.0,,1.0,4.0,,1.0,,,,,,,,,1.0,1.0,1.0,0.3333333333333333,0.5,0.3333333333333333,1.0,,1.0,0.5714285714285714,,0.8333333333333334,,,,,,1.0,0.2,,,0.3125,0.09090909090909091,0.038461538461538464,,,,0.1111111111111111,,,,0.2857142857142857,0.5,,,0.14285714285714285,1.0,1.0,1.0,,,,,,,0.2857142857142857,0.25,0.25,1.0,,,,,0.3333333333333333,1.0,,0.5,0.25,,,,,1.0,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200755,1610612755,JJ Redick,JJ Redick,200755,PHI,20544.0,342,51,696,685,252,205.0,92.0,1381,36.0,182.0,730.0,2.0,12.0,21.0,67.0,7.0,12.0,15.0,34.0,,42.0,9.0,67.0,251,8.0,0.5882352941176471,0.5454545454545454,0.6346153846153846,20.298879202988793,0.035897435897435895,0.034482758620689655,0.08196721311475409,0.06593406593406594,0.36813186813186816,0.3620689655172414,59.0,21.0,75.0,28.0,59.0,0.5555555555555556,0.43703703703703706,0.525,0.7037037037037037,0.4962407407407406,0.501735,25.700000000000006,33.0,60.0,12.0,0.24444444444444444,12.668333333333333,21.0,10.0,,0.08333333333333333,0.14925373134328357,False,13.0,20.0,1.0,1.0,2.0,2.0,2.0,7.0,19.0,16.0,7.0,19.0,5.0,7.0,34.0,26.0,2.0,4.0,6.0,8.0,10.0,56.0,12.0,78.0,2.0,19.0,5.0,1.0,19.0,26.0,15.0,1.0,59.0,,3.0,,4.0,1.0,3.0,,8.0,5.0,3.0,7.0,1.0,6.0,4.0,1.0,,1.0,11.0,,6.0,11.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,,1.0,,0.8235294117647058,0.8484848484848485,1.0,0.3466666666666667,0.35714285714285715,0.3466666666666667,0.5666666666666667,0.5,0.6666666666666666,0.5407407407407407,0.5,0.575,0.013333333333333334,0.08333333333333333,0.14285714285714285,0.030303030303030304,0.01694915254237288,0.6363636363636364,0.03571428571428571,,0.015306122448979591,0.03225806451612903,,0.009230769230769232,0.02631578947368421,,0.022222222222222223,,,,0.030303030303030304,0.0297029702970297,0.043478260869565216,,,0.14814814814814814,0.65,0.7647058823529411,0.7692307692307693,0.05185185185185185,0.2857142857142857,0.3333333333333333,0.5757575757575758,0.59375,0.8421052631578947,0.11851851851851852,0.3220338983050847,0.3275862068965517,1.0,0.1,1.0,,0.5,0.05,1.0,0.175,0.3333333333333333,0.3220338983050847,0.4489214285714286,7.0,6.0,,7.0,0.4375,0.4375,1.0,1.0,1.0,3.0,1.0,2.0,1.0,3.0,2.0,4.0,2.0,2.0,0.3333333333333333,0.15,1.0,0.1,1.0,1.0,0.2,1.0,0.42857142857142855,0.025974025974025976,,,,,,,
