EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Arc3FGM,PenaltyArc3FGA,NonHeaveArc3FGM,Technical Free Throw Trips,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Frequency,NonHeaveArc3Accuracy,Blocked3s,BlockedArc3,SecondChanceArc3FGA,PenaltyArc3FGM,Offensive Fouls Drawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceArc3Frequency,PenaltyArc3Accuracy,OffCorner3ReboundPct,Charge Fouls Drawn,SecondChanceFtPoints,PtsUnassisted3s,BadPassOutOfBoundsTurnovers,2pt And 1 Free Throw Trips,OffAtRimReboundPct,LongMidRangePctBlocked,ShortMidRangePctAssisted,BlockingFouls,NonShootingPenaltyNonTakeFouls,SecondChanceArc3FGM,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,SecondChanceArc3Accuracy,on,HeaveAttempts,Clear Path Fouls,Travels,Loose Ball Fouls,Offensive Fouls,BlockingFoulsDrawn,Corner3PctBlocked,SecondChanceTurnovers,BlockedCorner3,3SecondViolations,Loose Ball Fouls Drawn,OffensiveGoaltends,SecondChanceArc3PctAssisted,3pt And 1 Free Throw Trips,BlockedLongMidRange,DefensiveGoaltends,Charge Fouls
1627749,1610612759,Dejounte Murray,Dejounte Murray,1627749,SAS,5755.0,96,-16.0,180,183,34.0,28.0,16.0,363,5.0,8.0,2.0,2.0,3.0,4.0,4.0,9.0,1.0,8.0,4.0,5.0,2.0,2.0,2.0,2.0,1.0,10.0,25.0,4.0,6.0,7.0,39.0,200,2.0,3.0,2.0,2.0,10.0,4.0,6.0,2.0,2.0,2.0,16.0,4.0,16.0,12.0,2.0,1.0,3.0,3.0,6.0,9.0,5.0,1.0,1.0,1.0,1.0,24.0,2.0,2.0,5.0,11.0,1.0,17.0,4.0,21.0,1.0,5.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,5.0,1.0,3.0,11.0,7.0,9.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,16.0,34.0,0.2,0.2222222222222222,1.0,0.6666666666666666,1.0,1.0,0.6666666666666666,0.4,0.6666666666666666,0.6666666666666666,0.5161290322580645,1.0,0.875,0.5571428571428572,1.0,0.8888888888888888,0.1935483870967742,0.12,0.125,0.2222222222222222,20.304568527918782,0.6,0.25,0.2037037037037037,0.03508771929824561,0.15151515151515152,0.05,0.1839080459770115,0.041237113402061855,0.045454545454545456,0.045454545454545456,0.05555555555555555,0.16666666666666666,0.1875,0.25,0.15384615384615385,0.14285714285714285,0.07142857142857142,0.5,0.25806451612903225,0.625,0.7142857142857143,0.2,0.2903225806451613,0.4444444444444444,0.5714285714285714,0.25806451612903225,0.125,0.125,1.0,0.16129032258064516,0.8,0.8,1.0,0.03225806451612903,0.4,1.0,0.4,1.0,1.0,0.5,0.75,0.25,1.0,0.45161290322580644,0.5031161290322582,0.5913666666666667,0.589325,0.11428571428571428,0.10714285714285714,0.14285714285714285,0.2564102564102564,0.41025641025641024,9.152,24.066666666666666,0.18888888888888888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
1627854,1610612759,Bryn Forbes,Bryn Forbes,1627854,SAS,1025.0,17,5.0,35,36,21.0,14.0,1.0,71,,1.0,,,,1.0,1.0,2.0,2.0,2.0,1.0,1.0,,,1.0,1.0,4.0,3.0,5.0,2.0,5.0,3.0,15.0,40,,,,,,,2.0,1.0,4.0,2.0,5.0,2.0,4.0,6.0,,4.0,1.0,1.0,,1.0,,,1.0,,,2.0,,1.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,1.0,1.0,2.0,5.0,2.0,,,,,,,5.0,21.0,0.3333333333333333,0.3333333333333333,1.0,0.4,,0.25,0.4,0.6,,,0.6,,0.25,0.5833333333333334,,0.35714285714285715,0.5,0.2,1.0,,33.333333333333336,,,,0.16666666666666666,,,,0.07692307692307693,0.3333333333333333,,,,,,,,0.25,,0.1,,,,0.2,0.5,0.5,0.2,1.0,1.0,0.5,0.1,1.0,1.0,1.0,0.4,,,,,,0.16666666666666666,,0.16666666666666666,1.0,0.6,0.46073000000000003,,0.4711083333333333,0.16666666666666666,0.2857142857142857,,,0.3333333333333333,10.68,26.500000000000007,0.6,1.0,3.0,1.0,1.0,0.25,0.25,1.0,0.5,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
1628401,1610612759,Derrick White,Derrick White,1628401,SAS,1025.0,17,5.0,35,36,21.0,14.0,1.0,71,1.0,1.0,,,1.0,1.0,,1.0,,1.0,,,,,,,2.0,1.0,3.0,1.0,2.0,,5.0,40,,,,,,1.0,1.0,,1.0,,2.0,,2.0,3.0,,2.0,,1.0,,1.0,,,1.0,,,2.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,1.0,1.0,,2.0,2.0,2.0,21.0,,,1.0,0.5,,,0.5,0.3333333333333333,,1.0,0.5,,0.5,0.5,,0.5,0.4,,,,13.88888888888889,,,,,,,,,,,,,,,,,,1.0,0.2,1.0,1.0,,0.2,,,0.2,,,,,,,,0.4,,,,,,0.5,1.0,,,0.6,0.5156000000000001,,0.6262,,,,,0.4,9.466666666666667,26.6,0.6,1.0,1.0,1.0,,0.5,0.5,1.0,0.5,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
202722,1610612759,Davis Bertans,Davis Bertans,202722,SAS,1035.0,17,3.0,35,37,21.0,14.0,1.0,72,,,,,,,,,,,,,,,,,4.0,,,1.0,4.0,5.0,8.0,42,,,,1.0,,,,1.0,3.0,3.0,6.0,,,3.0,,4.0,,1.0,,1.0,,,,,1.0,2.0,,,1.0,3.0,,4.0,,4.0,,1.0,1.0,,,,,,,,,,1.0,2.0,4.0,7.0,1.0,1.0,,,,,,6.0,21.0,,,1.0,0.25,,0.3333333333333333,0.25,,,,0.375,,0.5,0.5714285714285714,,0.6,1.0,,,,19.444444444444446,,,0.3333333333333333,,0.16666666666666666,,0.26666666666666666,,,,,,0.25,0.6666666666666666,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,0.4916999999999999,0.53505,0.4761499999999999,0.3333333333333333,1.0,0.2,,0.75,,26.1,0.6,1.0,3.0,1.0,,0.25,0.25,1.0,1.0,0.25,,,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
203464,1610612759,Brandon Paul,Brandon Paul,203464,SAS,152.0,3,5.0,7,6,7.0,6.0,,13,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,1.0,,1.0,,,1.0,,,2.0,,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,0.5,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
203530,1610612759,Joffrey Lauvergne,Joffrey Lauvergne,203530,SAS,352.0,6,3.0,12,13,9.0,2.0,1.0,25,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,1.0,1.0,,,,2.0,10,,,,,,1.0,1.0,,,,2.0,,2.0,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,2.0,9.0,,,,,,,,1.0,,1.0,1.0,,1.0,1.0,,1.0,,,,,7.692307692307692,,,0.2,,,,0.14285714285714285,,,,,,,0.5,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0,1.0,,,1.0,0.5364,,0.5364,,,,,1.0,1.8,,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
203937,1610612759,Kyle Anderson,Kyle Anderson,203937,SAS,637.0,11,-15.0,19,23,6.0,8.0,,42,,1.0,,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,27,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,1.0,,2.0,,2.0,,,,,,,,,,,,,,,1.0,2.0,1.0,,1.0,1.0,,1.0,,1.0,6.0,,,,,,,,,,,,,,0.25,,0.5,,,,,10.526315789473685,,,0.1111111111111111,,0.25,,0.15384615384615385,,,,,,,0.3333333333333333,0.3333333333333333,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.4136,,,0.5,0.5,,,1.0,2.9,,0.3157894736842105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
2200,1610612759,Pau Gasol,Pau Gasol,2200,SAS,610.0,10,-2.0,19,19,,,1.0,38,2.0,2.0,,,,,,,,,,,,,,,,2.0,2.0,,,,4.0,27,,,,,,,,,,,,4.0,,,,,,,1.0,1.0,1.0,,,,,3.0,1.0,,1.0,1.0,,2.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,1.0,,,1.0,,,1.0,,,,,,,10.0,,,0.25,,0.5,0.3333333333333333,0.3333333333333333,0.14285714285714285,,,,1.0,,,0.5,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,0.5593,,,,,,,,1.7,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
1938,1610612759,Manu Ginobili,Manu Ginobili,1938,SAS,1135.0,19,12.0,36,35,12.0,10.0,3.0,71,,,,,,,1.0,1.0,,1.0,1.0,1.0,,,1.0,1.0,4.0,1.0,2.0,3.0,5.0,3.0,14.0,29,,,,1.0,,1.0,2.0,1.0,1.0,1.0,6.0,,2.0,9.0,,4.0,,1.0,2.0,3.0,1.0,1.0,1.0,,,8.0,,,1.0,1.0,,2.0,,2.0,,,,,,,,,,,,,1.0,2.0,4.0,4.0,2.0,,,,,,,6.0,12.0,,,1.0,0.6,,1.0,0.6,0.5,,0.5,0.7857142857142857,,0.8333333333333334,0.7777777777777778,,0.75,0.7142857142857143,,,,23.076923076923077,,,0.07692307692307693,,0.1111111111111111,,0.09090909090909091,,,,,,,0.25,0.16666666666666666,,,,,,,,0.14285714285714285,1.0,1.0,0.14285714285714285,,,,0.14285714285714285,1.0,1.0,1.0,0.5714285714285714,,,,,,,,0.3333333333333333,1.0,0.7142857142857143,0.4976857142857143,,0.45186666666666664,0.2222222222222222,0.5,,,0.42857142857142855,14.0,25.54,0.3333333333333333,2.0,,2.0,,0.5,0.5,1.0,,0.5,,,1.0,,,,,1.0,,,1.0,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
200746,1610612759,LaMarcus Aldridge,LaMarcus Aldridge,200746,SAS,4669.0,78,-17.0,143,145,13.0,14.0,15.0,288,3.0,7.0,3.0,3.0,,,3.0,9.0,4.0,9.0,,,,,,,4.0,10.0,25.0,2.0,4.0,11.0,37.0,156,3.0,3.0,,,9.0,1.0,3.0,,,2.0,4.0,4.0,16.0,3.0,6.0,4.0,3.0,2.0,4.0,6.0,2.0,2.0,1.0,,1.0,16.0,,4.0,7.0,7.0,1.0,15.0,4.0,19.0,,2.0,2.0,,1.0,,2.0,,1.0,,3.0,,4.0,6.0,11.0,11.0,6.0,,1.0,1.0,,1.0,1.0,4.0,13.0,0.2,0.2857142857142857,0.5,0.5,,,0.5,0.4,1.0,0.3333333333333333,0.4482758620689655,1.0,0.3333333333333333,0.5441176470588235,1.125,0.5,0.13793103448275862,0.12,0.42857142857142855,,23.270440251572325,0.3333333333333333,0.5,0.15555555555555556,0.0784313725490196,0.25925925925925924,,0.19444444444444445,0.04819277108433735,0.05263157894736842,0.047619047619047616,,0.125,0.08333333333333333,0.23529411764705882,0.23809523809523808,0.3333333333333333,,1.0,0.2413793103448276,0.42857142857142855,0.75,,0.3103448275862069,0.3333333333333333,0.3333333333333333,0.3103448275862069,0.4444444444444444,0.4444444444444444,0.5,,,,,0.13793103448275862,1.0,1.0,,,,,,,,0.3793103448275862,0.4534206896551724,0.6969,0.38680000000000003,0.17647058823529413,0.2,,0.24324324324324326,0.10810810810810811,11.287999999999997,25.4,0.09090909090909091,2.0,,2.0,,0.5,0.5,0.5,,0.5,,,,,,,,,,,,3.0,3.0,2.0,1.0,0.18181818181818182,,,,,,,,,,True,,,,,,,,,,,,,,,,,
