EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceCorner3FGM,BadPassOutOfBoundsTurnovers,BlockingFouls,Offensive Fouls Drawn,ThreePtShootingFoulsDrawn,BlockedAtRim,DefensiveGoaltends,LongMidRangePctBlocked,OffLongMidRangeReboundPct,OffArc3ReboundPct,SecondChanceCorner3Accuracy,ThreePtShootingFoulsDrawnPct,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,SecondChanceFtPoints,Travels,SecondChanceTurnovers,Charge Fouls,BlockingFoulsDrawn,Blocked3s,BlockedArc3,BlockedCorner3,OffensiveGoaltends,Defensive 3 Seconds Violations,SecondChanceAtRimPctAssisted,Charge Fouls Drawn,3pt And 1 Free Throw Trips,Technical Free Throw Trips,BlockedLongMidRange,SecondChanceCorner3PctAssisted,3SecondViolations,FTOffRebounds,OffFTReboundPct,Arc3PctBlocked,on
1626179,1610612738,Terry Rozier,Terry Rozier,1626179,BOS,23042.0,384,25.0,756,732,225,207,76,1488,19.0,36.0,3.0,4.0,6.0,10.0,8.0,20.0,5.0,13.0,7.0,14.0,1.0,3.0,5.0,21.0,69.0,1.0,5.0,8.0,28.0,32.0,69.0,28.0,83.0,23.0,171.0,809,3.0,6.0,1.0,6.0,9.0,7.0,13.0,11.0,33.0,13.0,60.0,26.0,38.0,69.0,15.0,4.0,1.0,68.0,21.0,4.0,38.0,27.0,65.0,20.0,7.0,31.0,4.0,3.0,157.0,2.0,3.0,27.0,21.0,1.0,49.0,5.0,54,1.0,17.0,12.0,5.0,5.0,3.0,4.0,1.0,2.0,1.0,9.0,3.0,10.0,24.0,1.0,2.0,26.0,3.0,28.0,2.0,9.0,6.0,2.0,2.0,2.0,1.0,60.0,223,4.0,6.0,0.40625,0.43333333333333335,0.8214285714285714,0.3373493975903614,0.16666666666666666,0.3333333333333333,0.34146341463414637,0.463768115942029,0.5,0.5384615384615384,0.4868421052631579,0.375,0.5108695652173914,0.5181818181818182,0.375,0.5555555555555556,0.5460526315789473,0.057971014492753624,0.08333333333333333,0.05,20.813397129186605,0.5555555555555556,0.06666666666666667,0.10344827586206896,0.013824884792626729,0.19014084507042253,0.013157894736842105,0.1391304347826087,0.013550135501355014,0.012345679012345678,0.024096385542168676,0.06896551724137931,0.031746031746031744,0.08433734939759036,0.21052631578947367,0.1619047619047619,0.2702702702702703,0.011904761904761904,0.5,0.23684210526315788,0.5277777777777778,0.5757575757575758,0.3684210526315789,0.13157894736842105,0.4,0.42105263157894735,0.5,0.08552631578947369,0.38461538461538464,0.38461538461538464,0.4,0.09210526315789473,0.5,0.5,0.8571428571428571,0.45394736842105265,0.30434782608695654,0.30434782608695654,0.8095238095238095,0.3333333333333333,0.75,0.08333333333333333,0.4166666666666667,0.2,1.0,0.21739130434782608,0.6,0.10869565217391304,0.6,0.6086956521739131,0.2857142857142857,0.7828947368421053,0.3088235294117647,0.514696357615894,0.4787357142857142,0.5137822222222221,0.05660377358490566,0.11842105263157894,0.05263157894736842,0.3508771929824561,6.628985507246377,26.355421686746983,0.2976190476190476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1627759,1610612738,Jaylen Brown,Jaylen Brown,1627759,BOS,20060.0,334,20.0,647,637,200,184,66,1284,37.0,54.0,6.0,8.0,8.0,11.0,6.0,22.0,3.0,9.0,7.0,13.0,2.0,3.0,6.0,23.0,54.0,,2.0,10.0,19.0,46.0,85.0,30.0,67.0,16.0,198.0,709,8.0,11.0,1.0,4.0,19.0,9.0,18.0,13.0,25.0,4.0,61.0,44.0,48.0,78.0,12.0,10.0,,54.0,23.0,17.0,7.0,8.0,15.0,7.0,1.0,5.0,1.0,1.0,38.0,2.0,10.0,14.0,22.0,2.0,38.0,12.0,50,3.0,7.0,4.0,3.0,2.0,1.0,6.0,2.0,1.0,1.0,8.0,2.0,15.0,33.0,1.0,,27.0,2.0,27.0,,9.0,3.0,7.0,4.0,7.0,4.0,61.0,198,2.0,2.0,0.4782608695652174,0.5365853658536586,0.8666666666666667,0.44776119402985076,0.25,0.52,0.44776119402985076,0.5411764705882353,0.7272727272727273,0.5,0.5986842105263158,0.6333333333333333,0.6627906976744186,0.6,0.59375,0.648936170212766,0.4407894736842105,0.2,0.1111111111111111,0.4090909090909091,24.02777777777778,0.25,0.11764705882352941,0.1317365269461078,0.05319148936170213,0.10526315789473684,0.015267175572519083,0.12,0.03761755485893417,0.05714285714285714,0.05405405405405406,0.04,0.020833333333333332,0.1323529411764706,0.23529411764705882,0.10891089108910891,0.09375,0.05172413793103448,0.5714285714285714,0.35526315789473684,0.6851851851851852,0.7708333333333334,0.4594594594594595,0.14473684210526316,0.2727272727272727,0.46153846153846156,0.6666666666666666,0.05921052631578947,0.3333333333333333,0.42857142857142855,0.3333333333333333,0.08552631578947369,0.5384615384615384,0.5384615384615384,0.8571428571428571,0.35526315789473684,0.42592592592592593,0.42592592592592593,0.8695652173913043,0.5333333333333333,0.75,0.13333333333333333,0.13333333333333333,,,0.2558139534883721,0.7272727272727273,0.13953488372093023,0.5,0.4418604651162791,0.5263157894736842,0.7960526315789473,0.42592592592592593,0.5136983552631578,0.5127083333333333,0.5151546511627906,0.06172839506172839,0.09574468085106383,0.09595959595959595,0.30808080808080807,5.218823529411765,25.823880597014924,0.3091190108191654,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.2222222222222222,0.045454545454545456,0.009433962264150943,0.5,0.014705882352941176,,,,,,,,,,,,,,,,,,,,,,,,True
1627824,1610612738,Guerschon Yabusele,Guerschon Yabusele,1627824,BOS,810.0,14,-4.0,29,29,9,18,1,58,,,,,,,,,,,,2.0,,,1.0,,3.0,,,,1.0,,,,5.0,,,33,,,,,,,,,2.0,,,,,,,,,3.0,,,1.0,,1.0,,,,,1.0,2.0,,,,1.0,1.0,2.0,,2,,2.0,1.0,1.0,,,,,,,,,1.0,4.0,,,,,,,,,,,,,,9,2.0,,,,,,,,,,,,,,,,,,1.0,,,,16.666666666666668,,0.25,0.25,,,,0.16666666666666666,,,,,0.5,,,,,,,,,,,,,,,,,,,0.4,,,,0.6,,,,,,,,,,,,0.5,,0.5,,1.0,,0.54084,,0.51045,,,,,,24.82,0.3103448275862069,,,,,,,,,,,,,1.0,0.2,0.5,,,,,,,,,,,,,,,,,,,,,True
201143,1610612738,Al Horford,Al Horford,201143,BOS,22813.0,380,54.0,743,725,241,226,66,1468,31.0,40.0,3.0,7.0,8.0,13.0,10.0,25.0,7.0,13.0,2.0,4.0,,,,7.0,19.0,,,1.0,5.0,48.0,78.0,9.0,23.0,46.0,169.0,777,4.0,9.0,,,12.0,11.0,21.0,1.0,5.0,23.0,48.0,60.0,36.0,27.0,,4.0,,19.0,7.0,2.0,22.0,13.0,35.0,8.0,5.0,17.0,2.0,3.0,83.0,4.0,12.0,23.0,41.0,6.0,70.0,16.0,86,4.0,13.0,9.0,4.0,6.0,4.0,12.0,,2.0,1.0,18.0,3.0,12.0,25.0,1.0,3.0,37.0,,51.0,5.0,22.0,6.0,12.0,5.0,15.0,9.0,45.0,238,4.0,4.0,0.625,0.6521739130434783,1.0,0.391304347826087,,0.2,0.391304347826087,0.6153846153846154,0.4444444444444444,0.5238095238095238,0.6089108910891089,0.4444444444444444,0.4807692307692308,0.6814516129032258,0.5454545454545454,0.631578947368421,0.22772277227722773,0.02564102564102564,0.025,0.04,17.487684729064043,0.3333333333333333,0.3,0.20707070707070707,0.05741626794258373,0.16911764705882354,0.027972027972027972,0.19161676646706588,0.045454545454545456,0.07692307692307693,0.05194805194805195,0.037037037037037035,0.20967741935483872,0.24691358024691357,0.14545454545454545,0.1553398058252427,0.21212121212121213,0.09523809523809523,0.6,0.39603960396039606,0.775,0.7948717948717948,0.7741935483870968,0.24752475247524752,0.4,0.4166666666666667,0.2,0.12871287128712872,0.5384615384615384,0.5384615384615384,0.5714285714285714,0.039603960396039604,0.5,0.5,1.0,0.18811881188118812,0.3684210526315789,0.3684210526315789,1.0,0.7777777777777778,0.42857142857142855,,,,,0.5,0.6153846153846154,,,0.19230769230769232,0.2,0.6237623762376238,0.3684210526315789,0.48463316831683173,0.4910571428571429,0.4522403846153846,0.1864406779661017,0.23157894736842105,0.07100591715976332,0.28402366863905326,6.685897435897436,25.726086956521737,0.3243606998654105,,2.0,,1.0,,7.0,1.0,,0.037037037037037035,0.02586206896551724,,,,,,4.0,3.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,2.0,0.3333333333333333,,,,,,,,,,True
202694,1610612738,Marcus Morris,Marcus Morris,202694,BOS,33718.0,562,16.0,1099,1082,353,329,117,2181,25.0,51.0,5.0,10.0,9.0,17.0,11.0,52.0,16.0,48.0,6.0,15.0,1.0,1.0,5.0,24.0,57.0,7.0,11.0,7.0,22.0,52.0,151.0,30.0,72.0,42.0,236.0,1177,8.0,15.0,8.0,12.0,47.0,17.0,43.0,8.0,27.0,16.0,74.0,52.0,52.0,81.0,9.0,8.0,1.0,56.0,24.0,14.0,12.0,9.0,21.0,8.0,1.0,8.0,2.0,2.0,51.0,7.0,13.0,34.0,38.0,11.0,83.0,20.0,103,4.0,7.0,4.0,3.0,9.0,7.0,10.0,1.0,2.0,,19.0,8.0,30.0,60.0,1.0,6.0,45.0,,59.0,4.0,22.0,8.0,5.0,2.0,5.0,3.0,74.0,350,5.0,7.0,0.5,0.5416666666666666,0.9,0.4166666666666667,0.6666666666666666,0.2962962962962963,0.4225352112676056,0.3443708609271523,0.5333333333333333,0.3953488372093023,0.4349775784753363,0.7407407407407407,0.4142857142857143,0.4718875502008032,0.7580645161290323,0.45121951219512196,0.32286995515695066,0.09271523178807947,0.1568627450980392,0.09615384615384616,21.895424836601308,0.47368421052631576,0.3548387096774194,0.13194444444444445,0.040372670807453416,0.16831683168316833,0.03317535545023697,0.1469387755102041,0.0375234521575985,0.05555555555555555,0.03305785123966942,,0.13793103448275862,0.12396694214876033,0.1375,0.1794871794871795,0.13043478260869565,0.03278688524590164,0.6,0.22869955156950672,0.49019607843137253,0.5813953488372093,0.64,0.23318385650224216,0.21153846153846154,0.23404255319148937,0.45454545454545453,0.21524663677130046,0.3333333333333333,0.3404255319148936,0.3125,0.06726457399103139,0.4,0.4,1.0,0.2556053811659193,0.42105263157894735,0.42105263157894735,0.875,0.37037037037037035,0.5,0.037037037037037035,0.4074074074074074,0.6363636363636364,0.8571428571428571,0.24285714285714285,0.5294117647058824,0.07142857142857142,0.2,0.3142857142857143,0.3181818181818182,0.5515695067264574,0.42857142857142855,0.4819450450450452,0.5172605263157894,0.47710072463768116,0.0995850622406639,0.1301775147928994,0.19915254237288135,0.3135593220338983,9.196026490066226,26.176388888888887,0.32120109190172885,1.0,1.0,1.0,2.0,2.0,1.0,,0.020833333333333332,0.02666666666666667,0.04093567251461988,1.0,0.027777777777777776,,,,7.0,,,1.0,,,,,,,0.2,2.0,2.0,1.0,2.0,1.0,,,,,True
202328,1610612738,Greg Monroe,Greg Monroe,202328,BOS,3780.0,63,-12.0,126,121,59,47,18,247,8.0,15.0,2.0,5.0,2.0,6.0,,7.0,,2.0,,,,,,,,,,,,8.0,24.0,,,10.0,26.0,139,2.0,7.0,,,7.0,2.0,9.0,,,6.0,10.0,10.0,6.0,,,2.0,,,,6.0,2.0,1.0,3.0,1.0,,2.0,,,7.0,3.0,5.0,2.0,5.0,5.0,12.0,8.0,20,1.0,1.0,1.0,,4.0,1.0,6.0,2.0,3.0,,10.0,5.0,1.0,3.0,,,11.0,1.0,15.0,1.0,5.0,3.0,2.0,1.0,2.0,1.0,10.0,59,,3.0,0.625,0.7142857142857143,,,,,,0.3333333333333333,0.2857142857142857,0.2222222222222222,0.3333333333333333,0.2857142857142857,0.2222222222222222,0.41935483870967744,0.35,0.38461538461538464,,0.25,0.2,0.42857142857142855,27.891156462585034,0.4,0.7142857142857143,0.17857142857142858,0.12195121951219512,0.10526315789473684,0.17647058823529413,0.14893617021276595,0.13793103448275862,0.06666666666666667,0.1875,,0.1111111111111111,0.2222222222222222,0.2,0.15384615384615385,,0.1,0.5,0.625,0.5333333333333333,0.6666666666666666,0.625,0.2916666666666667,,,,0.08333333333333333,,,,,,,,,,,,0.7142857142857143,0.4,,,,,0.6666666666666666,0.3333333333333333,,,,,0.625,,0.4672916666666667,0.4661333333333333,0.39951111111111115,0.17857142857142858,0.17857142857142858,0.2692307692307692,0.38461538461538464,4.029166666666667,,0.46825396825396826,,2.0,,,,1.0,,,0.1,0.23076923076923078,,,,,,3.0,1.0,1.0,,,,,,,,0.5,1.0,,,,,1.0,,,,True
1628369,1610612738,Jayson Tatum,Jayson Tatum,1628369,BOS,23139.0,386,48.0,760,743,238,212,74,1503,37.0,64.0,4.0,6.0,11.0,24.0,5.0,15.0,10.0,24.0,2.0,7.0,1.0,,1.0,9.0,27.0,1.0,2.0,2.0,7.0,52.0,103.0,11.0,34.0,50.0,187.0,771,6.0,10.0,1.0,3.0,15.0,17.0,36.0,2.0,8.0,21.0,61.0,56.0,48.0,15.0,18.0,4.0,,27.0,9.0,12.0,17.0,17.0,34.0,11.0,6.0,11.0,4.0,2.0,85.0,4.0,2.0,22.0,20.0,1.0,43.0,7.0,50,2.0,15.0,11.0,4.0,9.0,5.0,12.0,2.0,4.0,1.0,21.0,6.0,7.0,24.0,,2.0,44.0,3.0,59.0,2.0,22.0,7.0,5.0,4.0,7.0,6.0,59.0,236,2.0,6.0,0.5384615384615384,0.56,0.45454545454545453,0.3235294117647059,0.3333333333333333,0.25,0.3235294117647059,0.5048543689320388,0.6,0.4722222222222222,0.5,0.5769230769230769,0.45454545454545453,0.5666666666666667,0.5357142857142857,0.5545454545454546,0.24817518248175183,0.11650485436893204,0.15625,0.13333333333333333,22.169249106078663,0.42857142857142855,0.04,0.09615384615384616,0.009389671361502348,0.16666666666666666,0.028169014084507043,0.12352941176470589,0.016901408450704224,0.011235955056179775,0.01282051282051282,0.07407407407407407,0.06060606060606061,0.10465116279069768,0.125,0.18627450980392157,0.1,0.034482758620689655,0.8571428571428571,0.46715328467153283,0.578125,0.6851851851851852,0.6216216216216216,0.10948905109489052,0.3333333333333333,0.38461538461538464,0.4,0.17518248175182483,0.4166666666666667,0.4166666666666667,0.3,0.051094890510948905,0.2857142857142857,0.2857142857142857,0.5,0.19708029197080293,0.3333333333333333,0.3333333333333333,0.4444444444444444,0.46153846153846156,0.6666666666666666,0.07692307692307693,0.15384615384615385,0.5,1.0,0.5454545454545454,0.4583333333333333,0.022727272727272728,,0.1590909090909091,0.2857142857142857,0.7153284671532847,0.3333333333333333,0.5212259124087593,0.46711500000000006,0.5124147727272728,0.14556962025316456,0.17886178861788618,0.08021390374331551,0.32620320855614976,6.513592233009708,25.658823529411762,0.3131578947368421,,2.0,,,1.0,1.0,,,,0.017391304347826087,,0.02857142857142857,,,,,1.0,1.0,3.0,,2.0,2.0,,,,0.5,,,,,,,1.0,0.05263157894736842,,True
203382,1610612738,Aron Baynes,Aron Baynes,203382,BOS,11619.0,194,-23.0,371,376,93,98,51,747,16.0,22.0,7.0,9.0,4.0,4.0,4.0,11.0,1.0,5.0,1.0,3.0,1.0,,1.0,2.0,4.0,,,,,21.0,38.0,3.0,7.0,6.0,57.0,419,7.0,11.0,1.0,1.0,20.0,5.0,6.0,,1.0,2.0,12.0,26.0,16.0,6.0,3.0,14.0,,4.0,2.0,4.0,5.0,7.0,12.0,6.0,1.0,2.0,3.0,,31.0,6.0,12.0,11.0,22.0,,33.0,18.0,51,1.0,1.0,1.0,,4.0,3.0,2.0,,1.0,,6.0,,12.0,23.0,3.0,1.0,10.0,2.0,8.0,,2.0,2.0,5.0,2.0,5.0,2.0,12.0,93,3.0,2.0,0.6190476190476191,0.9285714285714286,0.6666666666666666,0.42857142857142855,1.0,,0.42857142857142855,0.5526315789473685,0.6363636363636364,0.8333333333333334,0.5666666666666667,0.7083333333333334,0.7142857142857143,0.5816326530612245,0.7142857142857143,0.6666666666666666,0.15555555555555556,0.10526315789473684,0.13636363636363635,0.09090909090909091,12.971698113207546,0.6666666666666666,,0.2037037037037037,0.0975609756097561,0.1506849315068493,0.08823529411764706,0.18232044198895028,0.09424083769633508,0.14285714285714285,0.06666666666666667,0.16666666666666666,0.3333333333333333,0.19607843137254902,0.1,0.15789473684210525,0.125,0.058823529411764705,0.4,0.4888888888888889,0.7272727272727273,0.8421052631578947,0.5625,0.24444444444444444,0.36363636363636365,0.4,0.75,0.1111111111111111,0.2,0.2,1.0,0.06666666666666667,0.3333333333333333,0.3333333333333333,,0.08888888888888889,0.5,0.5,1.0,0.75,0.7777777777777778,0.08333333333333333,,,,0.5714285714285714,1.0,0.14285714285714285,,,,0.6444444444444445,0.5,0.5504366666666667,0.6555500000000001,0.5877071428571429,0.0425531914893617,0.05,0.3508771929824561,0.21052631578947367,5.292105263157896,24.87142857142857,0.25067385444743934,1.0,1.0,1.0,1.0,,3.0,2.0,,0.06896551724137931,0.07142857142857142,1.0,,,,,3.0,,1.0,,,,,,,,,1.0,,,,,,,,,True
203935,1610612738,Marcus Smart,Marcus Smart,203935,BOS,16962.0,283,24.0,554,554,220,207,65,1108,14.0,26.0,5.0,5.0,5.0,9.0,7.0,19.0,7.0,13.0,2.0,5.0,,,,8.0,37.0,,1.0,4.0,17.0,28.0,58.0,10.0,42.0,26.0,112.0,593,5.0,7.0,,1.0,12.0,10.0,17.0,4.0,17.0,17.0,49.0,12.0,44.0,30.0,,8.0,1.0,36.0,8.0,3.0,30.0,16.0,46.0,14.0,2.0,21.0,5.0,4.0,108.0,2.0,9.0,13.0,13.0,1.0,27.0,12.0,39,2.0,15.0,8.0,7.0,13.0,11.0,9.0,1.0,2.0,,22.0,10.0,7.0,29.0,3.0,3.0,36.0,2.0,32.0,3.0,11.0,5.0,6.0,4.0,6.0,3.0,49.0,218,7.0,5.0,0.21428571428571427,0.25,1.0,0.23809523809523808,,0.23529411764705882,0.24390243902439024,0.4827586206896552,0.7142857142857143,0.5882352941176471,0.43,0.625,0.47058823529411764,0.49122807017543857,0.75,0.5568181818181818,0.42,0.05172413793103448,0.07692307692307693,0.05263157894736842,21.794871794871796,0.5909090909090909,0.08333333333333333,0.0962962962962963,0.05660377358490566,0.10833333333333334,0.017699115044247787,0.10196078431372549,0.04044117647058824,0.05555555555555555,0.05660377358490566,,0.1,0.09375,0.0967741935483871,0.12121212121212122,0.047619047619047616,0.03571428571428571,0.5,0.26,0.5384615384615384,0.5833333333333334,0.21428571428571427,0.19,0.3684210526315789,0.3888888888888889,0.14285714285714285,0.13,0.5384615384615384,0.5384615384615384,0.2857142857142857,0.05,0.4,0.4,1.0,0.37,0.21621621621621623,0.2222222222222222,1.0,0.625,1.0,,0.125,,,0.2647058823529412,0.5555555555555556,,,0.5,0.23529411764705882,0.68,0.2222222222222222,0.4902479797979797,0.5970125000000001,0.48493484848484847,0.11009174311926606,0.16666666666666666,0.10714285714285714,0.4375,7.493103448275862,27.45714285714286,0.3971119133574007,,4.0,,4.0,1.0,2.0,,,0.058823529411764705,0.021505376344086023,,0.023255813953488372,1.0,0.023809523809523808,,2.0,,1.0,,2.0,,,,,,0.2,3.0,,,,,,1.0,0.06666666666666667,0.02702702702702703,True
1628400,1610612738,Semi Ojeleye,Semi Ojeleye,1628400,BOS,4689.0,78,-42.0,152,155,37,43,20,307,,1.0,,,,,,2.0,,1.0,2.0,3.0,,,,,3.0,,2.0,,2.0,,4.0,2.0,6.0,,6.0,175,,,,2.0,,,,,2.0,,,,,6.0,,,,3.0,,2.0,1.0,,1.0,,,,,1.0,2.0,,1.0,1.0,4.0,,5.0,1.0,6,,2.0,1.0,1.0,,,,,,,,,4.0,9.0,1.0,,1.0,,,,,,,,,,,36,3.0,,,,1.0,0.3333333333333333,,,0.3333333333333333,,,,0.3,,,0.3,,,0.6,0.5,1.0,0.5,5.813953488372093,,,0.1,0.017543859649122806,0.05555555555555555,,0.08620689655172414,0.012195121951219513,,0.038461538461538464,,,0.11764705882352941,0.2,,0.3333333333333333,,,0.1,,,,0.2,,,,0.1,,,,0.3,0.6666666666666666,0.6666666666666666,1.0,0.3,,,,,,,1.0,,,,,,,1.0,,0.7,,0.487245,0.440175,0.440175,,,,,8.925,24.8,0.24342105263157895,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,True
