EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,PenaltyAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,Fg2aBlocked,Fg3aBlocked,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,LostBallSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Turnovers,ShootingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FTA,ThreePtShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,Arc3PctBlocked,Usage,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,AtRimFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,PenaltyAtRimFGM,ShortMidRangeFGA,Arc3FGM,PenaltyArc3FGM,PtsAssisted2s,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,AssistPoints,LiveBallTurnovers,BadPassTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,PenaltyTurnovers,Assisted2sPct,NonPutbacksAssisted2sPct,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefAtRimReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyAtRimAccuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ShortMidRangeFGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceFG3M,FTDefRebounds,Charge Fouls,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked3s,BlockedCorner3,SecondChanceFg3Pct,Corner3PctBlocked,DefFTReboundPct,DefCorner3ReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangePctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,TwoPtShootingFoulsDrawnPct,Corner3Assists,ShortMidRangeAssists,LongMidRangeAssists,SelfOReb,BadPassSteals,Offensive Fouls,Offensive Fouls Drawn,SelfORebPct,SecondChanceAtRimFGA,PenaltyFtPoints,SecondChanceTurnovers,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,OffShortMidRangeReboundPct,SecondChanceAtRimFrequency,BlockedArc3,DefensiveGoaltends,OffCorner3ReboundPct,2pt And 1 Free Throw Trips,on,SecondChanceAtRimFGM,PtsPutbacks,FTOffRebounds,OffFTReboundPct,SecondChanceAtRimAccuracy,PtsUnassisted3s,StepOutOfBoundsTurnovers,OffLongMidRangeReboundPct,SecondChanceArc3FGM,SecondChanceFtPoints,HeaveAttempts,Travels,Charge Fouls Drawn,BlockingFoulsDrawn,3pt And 1 Free Throw Trips,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,BlockedLongMidRange,SecondChanceAtRimPctAssisted
1627748,1610612749,Thon Maker,Thon Maker,1627748,MIL,1987.0,33,10.0,67,64,24.0,43.0,6.0,131,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,6.0,2.0,10.0,61.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,5.0,2.0,6.0,4.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,2.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,5.0,24.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,1.0,0.5,0.5,0.3333333333333333,0.5,0.5555555555555556,0.3333333333333333,0.5,0.75,0.16666666666666666,0.5,1.0,0.25,13.88888888888889,0.17647058823529413,0.07142857142857142,0.07142857142857142,0.07692307692307693,0.12903225806451613,0.07407407407407407,0.3333333333333333,0.09090909090909091,0.2222222222222222,0.3333333333333333,0.09090909090909091,0.5,0.125,0.125,1.0,1.0,0.25,1.0,1.0,1.0,0.5,0.6666666666666666,0.2,0.2,1.0,0.4,0.875,0.47139375,0.3631166666666667,0.42950999999999995,0.1111111111111111,0.14285714285714285,0.2,0.5,10.25,25.183333333333334,0.3582089552238806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
1627763,1610612749,Malcolm Brogdon,Malcolm Brogdon,1627763,MIL,2055.0,34,-5.0,69,69,29.0,32.0,4.0,138,2.0,1.0,,1.0,,2.0,,1.0,4.0,,3.0,2.0,4.0,1.0,6.0,,7.0,73.0,,1.0,,,1.0,1.0,1.0,4.0,5.0,2.0,3.0,4.0,1.0,,,,2.0,2.0,4.0,,4.0,,,,2.0,4.0,,2.0,1.0,,,,,,,,,,5.0,29.0,1.0,1.0,0.16666666666666666,0.25,0.16666666666666666,0.5,,1.0,0.35,,0.5,0.35,,0.5,0.6,,0.25,,,19.178082191780824,0.07692307692307693,,0.13333333333333333,,0.0975609756097561,,,,,,0.15384615384615385,,0.2,0.1,,,0.2,,,,0.4,,0.2,0.2,,0.6,0.8,0.5532,0.3916,0.55264,,,,0.7142857142857143,6.925,25.25,0.42028985507246375,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,7.0,2.0,1.0,2.0,1.0,2.0,0.5,0.5,1.0,0.5,0.16666666666666666,1.0,1.0,0.5,0.1,0.25,0.25,1.0,1.0,0.3333333333333333,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
203114,1610612749,Khris Middleton,Khris Middleton,203114,MIL,2583.0,43,9.0,90,85,36.0,51.0,4.0,175,3.0,2.0,4.0,7.0,1.0,3.0,,,3.0,,2.0,12.0,19.0,2.0,6.0,2.0,32.0,82.0,,1.0,1.0,3.0,5.0,8.0,,2.0,10.0,14.0,6.0,3.0,,1.0,,,2.0,2.0,5.0,,5.0,,,1.0,3.0,3.0,4.0,6.0,,3.0,,3.0,,1.0,1.0,,2.0,1.0,10.0,36.0,1.0,1.0,0.3333333333333333,,0.3333333333333333,0.631578947368421,,0.625,0.6,0.75,0.5,0.6153846153846154,0.75,0.5,0.24,0.16666666666666666,,,,30.851063829787236,0.08695652173913043,,0.13333333333333333,,0.10526315789473684,,,,0.1111111111111111,,0.08333333333333333,0.5,0.12,0.28,0.5714285714285714,0.5714285714285714,0.12,0.3333333333333333,0.5,1.0,0.12,,0.2,,,0.2,0.36,0.439784,,0.408775,0.038461538461538464,,0.09375,0.3125,11.478947368421052,24.916666666666668,0.4,3.0,2.0,9.0,1.0,,10.0,1.0,2.0,,2.0,,2.0,4.0,,,1.0,,,0.4166666666666667,0.4166666666666667,,,0.14285714285714285,1.0,1.0,0.6666666666666666,0.36,0.3333333333333333,0.3333333333333333,1.0,1.0,,0.3333333333333333,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,0.3333333333333333,0.5555555555555556,0.5555555555555556,0.2,0.5,0.5,1.0,1.0,0.05,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
203521,1610612749,Matthew Dellavedova,Matthew Dellavedova,203521,MIL,4655.0,78,-1.0,159,155,71.0,92.0,10.0,314,1.0,1.0,,,,,,,9.0,,5.0,2.0,3.0,2.0,9.0,2.0,12.0,158.0,,,,,1.0,2.0,1.0,5.0,5.0,2.0,6.0,9.0,,,1.0,,1.0,3.0,4.0,1.0,5.0,2.0,,1.0,3.0,6.0,,6.0,,5.0,,2.0,,,,,,,5.0,71.0,3.0,1.0,0.2222222222222222,0.2,0.2222222222222222,0.6666666666666666,,0.5,0.4166666666666667,,0.35714285714285715,0.46153846153846156,,0.35714285714285715,0.75,,,,,11.30952380952381,0.06818181818181818,,0.03125,0.02702702702702703,0.05263157894736842,0.014285714285714285,,0.034482758620689655,,0.2222222222222222,,,0.08333333333333333,,,,,,,,0.75,,0.14285714285714285,,,0.7142857142857143,0.8333333333333334,0.4697625,,0.4626642857142857,0.07692307692307693,,,0.4166666666666667,6.933333333333334,26.266666666666666,0.44654088050314467,1.0,1.0,2.0,2.0,1.0,2.0,2.0,9.0,7.0,16.0,3.0,6.0,39.0,3.0,,,3.0,,0.5,0.5,,0.5,0.05555555555555555,1.0,1.0,,0.16666666666666666,0.2222222222222222,0.2222222222222222,1.0,1.0,0.2,0.2222222222222222,1.0,,,,,1.0,,1.0,,,,,,0.25,0.5,0.5,1.0,,,,,0.25,4.0,1.0,2.0,1.0,2.0,1.0,2.0,0.125,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
203953,1610612749,Jabari Parker,Jabari Parker,203953,MIL,3953.0,66,-9.0,136,133,64.0,80.0,8.0,269,10.0,5.0,1.0,2.0,3.0,4.0,2.0,2.0,9.0,,5.0,8.0,18.0,6.0,13.0,6.0,40.0,140.0,,2.0,,,3.0,8.0,4.0,7.0,20.0,4.0,18.0,9.0,2.0,,1.0,1.0,8.0,7.0,16.0,2.0,18.0,2.0,,,1.0,3.0,3.0,4.0,,5.0,,10.0,,2.0,1.0,1.0,2.0,2.0,20.0,64.0,,1.0,0.46153846153846156,0.5714285714285714,0.46153846153846156,0.4444444444444444,,0.375,0.5483870967741935,,0.6,0.5555555555555556,,0.5882352941176471,0.41935483870967744,,0.1111111111111111,0.1,,27.272727272727273,0.17073170731707318,0.037037037037037035,0.3076923076923077,0.030303030303030304,0.22388059701492538,0.03333333333333333,,0.038461538461538464,0.1875,0.1111111111111111,0.36363636363636365,1.0,0.3225806451612903,0.06451612903225806,0.5,0.5,0.12903225806451613,0.75,0.75,1.0,0.2903225806451613,,0.3333333333333333,0.13333333333333333,1.0,0.3333333333333333,0.7419354838709677,0.5156790322580647,0.4661,0.5402166666666666,0.11428571428571428,,,0.5,5.95,25.046153846153842,0.47058823529411764,6.0,2.0,6.0,3.0,2.0,12.0,3.0,2.0,1.0,3.0,1.0,1.0,7.0,2.0,1.0,1.0,1.0,1.0,0.75,0.75,0.16666666666666666,0.6666666666666666,0.1875,0.6,0.6666666666666666,0.8333333333333334,0.1935483870967742,0.3333333333333333,0.3333333333333333,1.0,0.4,0.4,0.3333333333333333,1.0,,,,1.0,,,4.0,,,,,0.25,,0.16666666666666666,0.2,,1.0,,,,0.18181818181818182,,,1.0,,2.0,,,,1.0,2.0,1.0,1.0,1.0,0.07142857142857142,0.5,,,,,True,,,,,,,,,,,,,,,,,,,
203507,1610612749,Giannis Antetokounmpo,Giannis Antetokounmpo,203507,MIL,3604.0,60,-8.0,121,120,58.0,67.0,8.0,241,15.0,5.0,2.0,3.0,,,,,4.0,,1.0,14.0,23.0,1.0,4.0,8.0,39.0,130.0,,,,,6.0,8.0,,1.0,19.0,16.0,3.0,4.0,1.0,,1.0,,5.0,9.0,15.0,1.0,16.0,3.0,,,,3.0,4.0,5.0,,6.0,,10.0,,2.0,1.0,1.0,3.0,,19.0,58.0,,1.0,0.25,,0.25,0.6086956521739131,,0.75,0.5740740740740741,,0.6666666666666666,0.609375,,0.7307692307692307,0.14814814814814814,,0.043478260869565216,0.06666666666666667,,27.34375,0.2571428571428571,,0.19230769230769232,0.034482758620689655,0.22950819672131148,0.017857142857142856,,,0.46153846153846156,0.3333333333333333,0.16666666666666666,,0.5555555555555556,0.1111111111111111,0.6666666666666666,0.6666666666666666,,,,,0.14814814814814814,,0.5555555555555556,,,0.1111111111111111,0.7037037037037037,0.5479203703703703,,0.51085,0.12903225806451613,,,0.48717948717948717,5.643478260869564,26.0,0.4793388429752066,10.0,5.0,5.0,1.0,,12.0,1.0,5.0,5.0,10.0,3.0,3.0,25.0,3.0,2.0,,1.0,1.0,0.42857142857142855,0.42857142857142855,,1.0,0.0625,0.6666666666666666,0.7142857142857143,0.5,0.18518518518518517,0.25,0.25,1.0,1.0,,0.25,2.0,,,,1.0,,,4.0,1.0,,,,0.2,0.5,0.4,0.4,,0.5,,,,0.14814814814814814,2.0,1.0,1.0,,3.0,,,,,7.0,,1.0,1.0,,,1.0,1.0,0.14285714285714285,,True,,,,,,,,,,,,,,,,,,,
1628425,1610612749,Sterling Brown,Sterling Brown,1628425,MIL,60.0,1,2.0,2,2,2.0,2.0,1.0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
203092,1610612749,Tyler Zeller,Tyler Zeller,203092,MIL,1052.0,18,1.0,36,35,10.0,20.0,1.0,71,,,1.0,1.0,,,,,,,,1.0,2.0,,,,2.0,31.0,,,,,,1.0,,,,,,,,,,,2.0,2.0,4.0,,4.0,,,,,,,3.0,,,,,,,,,,,,10.0,2.0,,,,,0.5,,,0.5,,,0.5,,,,,,,,5.405405405405405,0.16666666666666666,,0.25,,0.2,,,,,0.5,0.25,,,0.5,1.0,1.0,,,,,,,,,,,,0.37755000000000005,,0.338,,,,,10.2,,0.2777777777777778,,,1.0,,,2.0,,,,,,,,,,,,,1.0,1.0,,,0.16666666666666666,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
203498,1610612749,Shabazz Muhammad,Shabazz Muhammad,203498,MIL,456.0,8,3.0,16,16,15.0,14.0,1.0,32,3.0,2.0,,,1.0,1.0,1.0,1.0,,,,3.0,7.0,1.0,1.0,1.0,10.0,16.0,,,,,2.0,6.0,1.0,1.0,7.0,2.0,3.0,,1.0,,,,,,1.0,,1.0,,,,,,,,,1.0,,1.0,,1.0,1.0,,1.0,,7.0,15.0,,1.0,1.0,1.0,1.0,0.42857142857142855,,0.3333333333333333,0.5625,,0.5,0.625,,0.5,0.125,,0.14285714285714285,,,47.05882352941176,,,,,,,,,,,,,0.375,,,,0.125,1.0,1.0,1.0,,,0.2857142857142857,0.14285714285714285,1.0,,0.5,0.48934375,,0.44499285714285713,0.125,,,0.7,5.500000000000001,22.6,0.9375,2.0,1.0,4.0,,,4.0,,,,,,,,,,,,,0.6666666666666666,0.6666666666666666,0.25,,,0.6666666666666666,0.6666666666666666,1.0,0.5,,,,0.5,,,1.0,,,,1.0,,,1.0,,,,,0.5,,0.25,0.3333333333333333,,,,,,0.14285714285714285,,,,,,,,,,,,,,,,,,,1.0,True,,,,,,,,,,,,,,,,,,,
203503,1610612749,Tony Snell,Tony Snell,203503,MIL,2410.0,40,,84,79,37.0,49.0,5.0,163,,,,,,3.0,,3.0,4.0,,2.0,,,1.0,7.0,,3.0,79.0,,,1.0,,,,1.0,5.0,3.0,,3.0,4.0,,,,,1.0,2.0,3.0,,3.0,,,,,2.0,2.0,4.0,,,,,,1.0,1.0,,1.0,1.0,3.0,37.0,1.0,1.0,0.14285714285714285,0.2,0.14285714285714285,,,,0.21428571428571427,,0.3,0.21428571428571427,,0.3,1.0,,,,,10.227272727272727,0.10526315789473684,,0.058823529411764705,,0.08333333333333333,,,,0.16666666666666666,,0.06666666666666667,1.0,,,,,0.42857142857142855,,,,0.5714285714285714,,,0.6,,0.4,1.0,0.5826214285714286,,0.59331,,,,1.0,,25.057142857142857,0.44047619047619047,,,,1.0,1.0,,1.0,1.0,2.0,3.0,1.0,1.0,8.0,2.0,1.0,,1.0,,,,,1.0,0.14285714285714285,,,,,0.25,0.25,1.0,,0.5,0.25,,,1.0,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
