EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Assists,Arc3Assists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,ShootingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Corner3FGA,PenaltyCorner3FGA,PenaltyFG3A,PenaltyFtPoints,FTOffRebounds,LostBallOutOfBoundsTurnovers,LostBallTurnovers,SecondChanceTurnovers,PenaltyTurnovers,Offensive Fouls,Loose Ball Fouls Drawn,BlockingFoulsDrawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,OffFTReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,Corner3Frequency,PenaltyCorner3Frequency,Corner3FGM,PenaltyArc3FGM,PenaltyArc3FGA,PenaltyFG3M,PtsUnassisted3s,HeaveAttempts,Fg2aBlocked,TwoPtAssists,AtRimAssists,ShortMidRangeAssists,Steals,BadPassSteals,LostBallSteals,PenaltyFg3Pct,FG2APctBlocked,ShortMidRangePctBlocked,Corner3Accuracy,UnblockedCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,PenaltyCorner3FGM,Corner3Assists,LongMidRangeAssists,Travels,Charge Fouls,Charge Fouls Drawn,AtRimPctBlocked,Corner3PctAssisted,SecondChanceAtRimPctAssisted,PenaltyCorner3Accuracy,SecondChanceCorner3FGA,SecondChanceArc3FGA,SecondChanceFG3A,BlockingFouls,Offensive Fouls Drawn,BlockedLongMidRange,BlockedShortMidRange,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceCorner3FGM,SecondChanceFG3M,Technical Free Throw Trips,SecondChanceFg3Pct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceFtPoints,on,DefensiveGoaltends,SecondChanceArc3FGM,ThreePtShootingFoulsDrawn,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawnPct,Fg3aBlocked,3pt And 1 Free Throw Trips,FG3APctBlocked,LongMidRangePctBlocked,Corner3PctBlocked
1626167,1610612754,Myles Turner,Myles Turner,1626167,IND,2967.0,49,20.0,98,94,34.0,36,9.0,192,8.0,10.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,4.0,12.0,16.0,2.0,4.0,2.0,32.0,93,3.0,3.0,6.0,3.0,5.0,6.0,14.0,10.0,6.0,6.0,4.0,2.0,2.0,2.0,2.0,6.0,1.0,2.0,3.0,2.0,2.0,7.0,3.0,10.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,6.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,6.0,34.0,1.0,0.5833333333333334,0.7777777777777778,1.0,0.5,0.5,0.75,1.0,0.6,0.75,1.0,0.6,0.7619047619047619,1.0,0.6,0.2,21.296296296296294,0.5,0.2857142857142857,0.125,0.08695652173913043,0.13043478260869565,0.0625,0.1282051282051282,0.07692307692307693,0.2,0.09090909090909091,0.2,0.14285714285714285,0.23076923076923078,0.16666666666666666,1.0,0.5,0.8,0.8,0.5,0.15,0.6666666666666666,0.6666666666666666,1.0,0.15,0.6666666666666666,0.6666666666666666,0.5,0.2,0.5,0.5,1.0,1.0,1.0,0.6,0.6666666666666666,0.7,0.5,0.54009,0.69825,0.61676,0.09523809523809523,0.11764705882352941,0.1875,0.1875,6.518750000000001,26.575,0.3469387755102041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
1627734,1610612754,Domantas Sabonis,Domantas Sabonis,1627734,IND,7269.0,121,-8.0,219,223,59.0,78,28.0,442,16.0,20.0,2.0,3.0,2.0,3.0,7.0,14.0,3.0,7.0,1.0,2.0,26.0,41.0,1.0,4.0,8.0,63.0,253,3.0,5.0,6.0,2.0,7.0,6.0,40.0,12.0,3.0,4.0,2.0,1.0,,,,,2.0,5.0,3.0,9.0,1.0,13.0,8.0,21.0,,3.0,1.0,1.0,3.0,6.0,10.0,16.0,2.0,13.0,12.0,4.0,7.0,1.0,1.0,1.0,1.0,6.0,59.0,2.0,0.7692307692307693,0.8333333333333334,1.0,0.25,0.25,0.6341463414634146,0.6,0.2857142857142857,0.6111111111111112,0.6,0.25,0.6428571428571429,0.6,0.3333333333333333,0.08888888888888889,22.088353413654616,0.5,0.2,0.17307692307692307,0.0847457627118644,0.06976744186046512,0.045454545454545456,0.12631578947368421,0.06796116504854369,,,0.07142857142857142,0.25,0.058823529411764705,,1.0,0.4444444444444444,0.8,0.8,0.75,0.3111111111111111,0.5,0.5,0.7142857142857143,0.15555555555555556,0.42857142857142855,0.42857142857142855,1.0,0.044444444444444446,0.5,0.5,1.0,0.6,0.6666666666666666,0.375,0.6666666666666666,0.5333333333333333,0.5,0.5009155555555556,0.56548,0.5473375,0.14583333333333334,0.1590909090909091,0.09523809523809523,0.09523809523809523,6.846341463414634,24.325,0.2694063926940639,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,0.1,0.10526315789473684,0.13043478260869565,0.13333333333333333,0.16666666666666666,0.1111111111111111,0.044444444444444446,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
201954,1610612754,Darren Collison,Darren Collison,201954,IND,2829.0,47,7.0,93,91,33.0,35,9.0,184,3.0,3.0,,,1.0,1.0,,2.0,3.0,6.0,1.0,6.0,6.0,11.0,2.0,8.0,,18.0,91,,,,1.0,5.0,5.0,2.0,10.0,3.0,,5.0,1.0,2.0,10.0,2.0,22.0,,,2.0,2.0,,4.0,,4.0,,2.0,,2.0,1.0,3.0,,1.0,,1.0,,,,,,,,5.0,33.0,,0.16666666666666666,0.16666666666666666,0.5,0.25,0.2857142857142857,0.5454545454545454,,0.2,0.47368421052631576,,0.35714285714285715,0.47368421052631576,,0.35714285714285715,0.42105263157894735,21.359223300970875,0.6666666666666666,,0.14285714285714285,,0.08333333333333333,,0.10526315789473684,,,,0.1111111111111111,,0.14285714285714285,,,0.15789473684210525,1.0,1.0,0.3333333333333333,0.10526315789473684,,,,0.3157894736842105,0.5,0.5,,0.3157894736842105,0.16666666666666666,0.16666666666666666,1.0,,,0.14285714285714285,1.0,0.5789473684210527,0.2,0.4783527777777778,,0.4437166666666667,,,,0.2777777777777778,12.663636363636362,29.7875,0.3548387096774194,2.0,,2.0,,,1.0,,,2.0,,,,,,,,,,0.5,,0.10526315789473684,,1.0,1.0,2.0,1.0,3.0,1.0,1.0,8.0,6.0,2.0,4.0,2.0,2.0,0.5,0.09090909090909091,0.5,0.5,0.5,0.2857142857142857,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
202362,1610612754,Lance Stephenson,Lance Stephenson,202362,IND,8962.0,149,1.0,275,275,68.0,100,32.0,550,14.0,22.0,4.0,5.0,1.0,3.0,4.0,7.0,4.0,10.0,6.0,18.0,22.0,39.0,8.0,26.0,5.0,73.0,311,4.0,5.0,8.0,2.0,8.0,13.0,8.0,36.0,21.0,4.0,17.0,6.0,6.0,20.0,4.0,46.0,,3.0,8.0,7.0,1.0,16.0,3.0,19.0,1.0,5.0,,4.0,4.0,9.0,5.0,20.0,1.0,7.0,9.0,1.0,5.0,1.0,1.0,1.0,1.0,13.0,68.0,5.0,0.18181818181818182,0.2,0.875,0.3076923076923077,0.32,0.5641025641025641,0.8,0.25,0.5230769230769231,0.8,0.40625,0.5289855072463768,0.8,0.40625,0.4,25.24271844660194,0.5555555555555556,0.09090909090909091,0.11666666666666667,0.04285714285714286,0.1509433962264151,,0.13274336283185842,0.024390243902439025,0.08333333333333333,,0.11764705882352941,0.09090909090909091,0.13157894736842105,0.03333333333333333,1.0,0.3384615384615385,0.6363636363636364,0.6666666666666666,0.2857142857142857,0.1076923076923077,0.5714285714285714,0.8,,0.15384615384615385,0.4,0.4,,0.27692307692307694,0.3333333333333333,0.3333333333333333,0.8333333333333334,1.0,0.8,0.1875,0.3333333333333333,0.7384615384615385,0.35294117647058826,0.5383174603174602,0.7082,0.49635357142857145,0.07246376811594203,0.11627906976744186,0.1095890410958904,0.1780821917808219,6.810256410256411,27.892307692307693,0.24727272727272728,8.0,3.0,8.0,,,,1.0,,1.0,2.0,,,,,,0.047619047619047616,,,0.14285714285714285,0.2,0.12307692307692308,0.1875,2.0,2.0,5.0,3.0,3.0,1.0,3.0,14.0,10.0,2.0,2.0,2.0,,0.375,0.07692307692307693,0.2857142857142857,0.25,0.25,0.3125,0.4,1.0,2.0,2.0,1.0,1.0,1.0,0.045454545454545456,1.0,0.25,0.3333333333333333,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
202709,1610612754,Cory Joseph,Cory Joseph,202709,IND,6647.0,111,-10.0,198,202,45.0,69,24.0,400,3.0,4.0,,,1.0,1.0,3.0,6.0,2.0,8.0,1.0,5.0,8.0,18.0,2.0,9.0,6.0,28.0,237,1.0,1.0,2.0,2.0,3.0,8.0,4.0,12.0,6.0,,5.0,1.0,4.0,15.0,3.0,34.0,1.0,1.0,3.0,8.0,,11.0,2.0,13.0,,1.0,1.0,1.0,3.0,4.0,4.0,9.0,,6.0,6.0,,2.0,2.0,,2.0,1.0,8.0,45.0,2.0,0.25,0.25,1.0,0.2222222222222222,0.2222222222222222,0.4444444444444444,1.0,0.6666666666666666,0.4074074074074074,0.3333333333333333,0.5,0.4666666666666667,0.3333333333333333,0.6666666666666666,0.3333333333333333,15.246636771300448,0.25,,0.1702127659574468,0.019230769230769232,0.08571428571428572,0.02564102564102564,0.13414634146341464,0.02197802197802198,,0.038461538461538464,0.2222222222222222,0.10526315789473684,0.07142857142857142,,0.5,0.14814814814814814,0.75,0.75,0.6666666666666666,0.2222222222222222,0.5,0.5,,0.2962962962962963,0.25,0.25,,0.18518518518518517,0.2,0.2,1.0,,,0.25,1.0,0.48148148148148145,0.2,0.4609777777777778,0.40124999999999994,0.5385875,0.06896551724137931,0.1,0.07142857142857142,0.2857142857142857,11.377777777777778,25.68888888888889,0.22727272727272727,4.0,1.0,1.0,4.0,,1.0,,,1.0,,,,1.0,1.0,,0.0625,,,0.21052631578947367,0.14285714285714285,0.14814814814814814,0.25,1.0,,,,,,,11.0,6.0,3.0,8.0,5.0,3.0,,,,0.25,0.25,,,,1.0,2.0,1.0,,2.0,,1.0,,,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,,,,,,,,True,,,,,,,,,,,
203506,1610612754,Victor Oladipo,Victor Oladipo,203506,IND,5184.0,86,5.0,161,159,51.0,77,22.0,320,5.0,12.0,,1.0,,3.0,1.0,2.0,1.0,6.0,6.0,18.0,7.0,20.0,9.0,23.0,7.0,48.0,178,1.0,3.0,8.0,,5.0,15.0,4.0,10.0,12.0,,18.0,6.0,6.0,15.0,3.0,36.0,,1.0,10.0,7.0,,17.0,1.0,18.0,1.0,5.0,1.0,3.0,2.0,7.0,2.0,2.0,,10.0,9.0,,3.0,2.0,2.0,2.0,2.0,15.0,51.0,,0.2857142857142857,0.2857142857142857,0.4444444444444444,0.391304347826087,0.391304347826087,0.35,0.3333333333333333,,0.47674418604651164,0.5,0.4,0.5,0.5,0.4411764705882353,0.5348837209302325,29.34782608695652,0.7142857142857143,,0.19444444444444445,0.02564102564102564,0.30303030303030304,,0.2463768115942029,0.0136986301369863,0.0625,,0.13333333333333333,0.3333333333333333,0.2608695652173913,0.04,1.0,0.27906976744186046,0.4166666666666667,0.5,0.4,0.046511627906976744,0.5,0.5,,0.13953488372093023,0.16666666666666666,0.16666666666666666,,0.4186046511627907,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.125,,0.2,,0.813953488372093,0.3333333333333333,0.5250837209302325,0.4678,0.5039733333333333,0.06521739130434782,0.13043478260869565,0.16666666666666666,0.3125,7.484999999999999,26.082608695652173,0.3167701863354037,5.0,2.0,10.0,3.0,,,2.0,,4.0,,,1.0,1.0,1.0,,,,,0.1111111111111111,0.4,0.11627906976744186,0.13333333333333333,3.0,3.0,8.0,4.0,15.0,,2.0,9.0,8.0,1.0,5.0,3.0,2.0,0.4,0.1,,0.6,0.6,0.5333333333333333,0.375,1.0,3.0,,,,2.0,0.16666666666666666,1.0,,0.5,2.0,3.0,5.0,,,,,0.25,0.375,2.0,2.0,1.0,0.4,1.0,1.0,,True,,,,,,,,,,,
202711,1610612754,Bojan Bogdanovic,Bojan Bogdanovic,202711,IND,3476.0,58,,107,105,16.0,25,9.0,212,2.0,2.0,,,,,1.0,3.0,,,5.0,8.0,3.0,5.0,6.0,9.0,2.0,26.0,129,,,,,,3.0,6.0,,18.0,,8.0,5.0,2.0,3.0,1.0,8.0,,,2.0,1.0,2.0,5.0,,5.0,,1.0,2.0,1.0,3.0,4.0,,2.0,,5.0,3.0,1.0,2.0,,,,,3.0,16.0,,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6,,,0.8571428571428571,,0.75,0.8666666666666667,,0.75,0.6428571428571429,16.239316239316242,0.25,0.5,0.041666666666666664,,0.14285714285714285,,0.07894736842105263,,,,,,0.09090909090909091,,,0.14285714285714285,1.0,1.0,1.0,0.21428571428571427,0.3333333333333333,0.3333333333333333,1.0,,,,,0.5714285714285714,0.625,0.625,1.0,,,,,0.7857142857142857,0.625,0.5216107142857143,,0.47655,0.13333333333333333,0.3333333333333333,,0.11538461538461539,7.359999999999999,26.12222222222222,0.14953271028037382,1.0,1.0,2.0,,,1.0,,,,,,,,,,,,,0.07692307692307693,0.3333333333333333,0.07142857142857142,0.5,1.0,,1.0,1.0,,,,1.0,1.0,,,,,0.5,,,1.0,1.0,0.5,,1.0,1.0,,,,,,1.0,,1.0,,,,1.0,2.0,,,,,,,,,,,,True,,,,,,,,,,,
201152,1610612754,Thaddeus Young,Thaddeus Young,201152,IND,3902.0,65,-9.0,120,119,16.0,53,13.0,239,5.0,7.0,3.0,4.0,,1.0,,1.0,,,,,5.0,8.0,,3.0,,10.0,141,3.0,4.0,6.0,,1.0,,4.0,6.0,,4.0,,,1.0,1.0,1.0,3.0,4.0,2.0,5.0,4.0,,9.0,6.0,15.0,,1.0,,1.0,,1.0,2.0,5.0,,2.0,2.0,,1.0,1.0,1.0,1.0,1.0,,16.0,1.0,0.4,0.6666666666666666,,,,0.625,0.75,,0.45454545454545453,0.75,,0.4166666666666667,0.75,,0.2727272727272727,9.701492537313433,1.0,,0.15384615384615385,0.08,0.2,0.16666666666666666,0.17647058823529413,0.12244897959183673,0.18181818181818182,0.14285714285714285,,0.25,0.25,,1.0,0.6363636363636364,0.7142857142857143,0.7142857142857143,0.4,0.09090909090909091,,,,,,,,,,,,1.0,0.75,0.5,,0.9090909090909091,,0.6278727272727272,0.69555,0.6314,0.08333333333333333,0.1111111111111111,0.6,,1.5374999999999999,23.133333333333336,0.13333333333333333,3.0,1.0,1.0,,,,,,,,,,,,,,,0.2,0.3333333333333333,0.1111111111111111,0.2727272727272727,0.5,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
202344,1610612754,Trevor Booker,Trevor Booker,202344,IND,3432.0,57,-7.0,99,104,18.0,24,14.0,203,5.0,5.0,3.0,3.0,,,,2.0,,,,1.0,5.0,7.0,,1.0,4.0,14.0,118,3.0,3.0,9.0,,1.0,,4.0,6.0,,6.0,,,,,,,1.0,3.0,4.0,5.0,3.0,12.0,5.0,17.0,,,,,1.0,1.0,2.0,11.0,2.0,5.0,5.0,1.0,3.0,1.0,1.0,1.0,1.0,,18.0,2.0,0.4,1.0,,,,0.7142857142857143,1.0,,0.625,1.0,,0.7,0.9,,0.125,9.734513274336283,,0.5,0.2,0.0967741935483871,0.26666666666666666,0.05263157894736842,0.225,0.08,0.1111111111111111,0.0625,0.3333333333333333,0.1111111111111111,0.3076923076923077,,1.0,0.625,1.0,1.0,0.4,0.25,,,,,,,,0.125,,,,1.0,1.0,,,0.75,,0.5613285714285714,0.6471333333333333,0.3523,0.3,0.3333333333333333,0.6428571428571429,,3.2571428571428567,62.8,0.18181818181818182,,,1.0,,1.0,,,,,1.0,1.0,,,,0.14285714285714285,0.18181818181818182,,,0.23076923076923078,,,,,,1.0,,,1.0,1.0,,,,1.0,1.0,,,0.14285714285714285,0.5,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,True,,,,,,,,,,,
1628388,1610612754,TJ Leaf,TJ Leaf,1628388,IND,57.0,1,3.0,2,1,,1,,3,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
