EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGA,PenaltyArc3FGA,FG3M,FG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,NonHeaveArc3FGA,ShortMidRangeAssists,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,ShortMidRangePctBlocked,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,Avg3ptShotDistance,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceFG3M,SecondChanceFG3A,PtsUnassisted3s,HeaveAttempts,NonHeaveArc3FGM,SecondChanceFg3Pct,LongMidRangePctBlocked,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,BlockedLongMidRange,ThreePtShootingFoulsDrawnPct,SecondChanceCorner3FGM,SecondChanceCorner3FGA,Fg3aBlocked,OffensiveGoaltends,FG3APctBlocked,Arc3PctBlocked,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceAtRimPctAssisted,3SecondViolations,Defensive 3 Seconds Violations,Blocked3s,BlockedCorner3,on,BlockedArc3,3pt And 1 Free Throw Trips,Clear Path Fouls,Corner3PctBlocked
101130,1610612760,Johan Petro,Johan Petro,101130,SEA,15109.0,252,-6,460,467,145.0,144.0,60.0,927,10.0,17.0,1.0,3.0,5.0,7.0,14.0,33.0,18.0,35.0,42.0,85.0,11.0,95.0,491,9.0,14.0,2.0,20.0,11.0,21.0,3.0,25.0,64.0,20.0,4.0,2.0,6.0,2.0,8.0,1.0,1.0,4.0,2.0,18.0,2.0,7.0,1.0,13.0,31.0,6.0,50.0,10.0,60.0,2.0,2.0,1.0,1.0,5.0,2.0,3.0,8.0,2.0,5.0,13.0,1.0,4.0,14.0,26.0,1.0,1.0,14.0,1.0,2.0,14.0,2.0,7.0,1.0,10.0,5.0,5.0,10.0,4.0,1.0,25.0,145.0,3.0,1.0,0.7619047619047619,0.8,0.49411764705882355,0.6428571428571429,0.5238095238095238,0.49411764705882355,0.6428571428571429,0.5238095238095238,0.521978021978022,0.6666666666666666,0.5434782608695652,0.023529411764705882,0.11764705882352941,19.771863117870723,0.38461538461538464,0.375,0.0625,0.19254658385093168,0.04516129032258064,0.20967741935483872,0.05263157894736842,0.19730941704035873,0.046632124352331605,0.029411764705882353,0.0392156862745098,0.05714285714285714,0.04,0.07692307692307693,0.3,0.13157894736842105,0.1506849315068493,0.23809523809523808,0.15,0.05,0.4,0.2,0.5882352941176471,0.6666666666666666,0.6,0.38823529411764707,0.42424242424242425,0.42424242424242425,0.7142857142857143,0.4117647058823529,0.5142857142857142,0.5142857142857142,0.8888888888888888,0.21428571428571427,0.3333333333333333,0.3333333333333333,0.7142857142857143,0.2,0.4280399999999999,0.4156,0.4734380952380952,0.07777777777777778,0.07777777777777778,0.21052631578947367,0.2631578947368421,10.551764705882356,0.31521739130434784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
101153,1610612760,Mickael Gelabale,Mickael Gelabale,101153,SEA,16719.0,279,20,524,526,214.0,197.0,69.0,1050,13.0,19.0,2.0,2.0,4.0,7.0,4.0,8.0,7.0,16.0,24.0,43.0,23.0,80.0,550,3.0,3.0,7.0,13.0,7.0,14.0,13.0,33.0,26.0,22.0,2.0,4.0,12.0,4.0,16.0,2.0,2.0,4.0,5.0,36.0,1.0,12.0,,8.0,15.0,2.0,25.0,13.0,38.0,1.0,6.0,5.0,1.0,9.0,1.0,4.0,5.0,5.0,2.0,14.0,1.0,9.0,10.0,18.0,,1.0,25.0,2.0,2.0,30.0,6.0,16.0,2.0,3.0,3.0,,3.0,1.0,1.0,33.0,214.0,2.0,2.0,0.5416666666666666,0.5652173913043478,0.5581395348837209,1.0,0.5,0.5181818181818182,1.0,0.5263157894736842,0.5970149253731343,0.8125,0.6346153846153846,0.09302325581395349,0.15789473684210525,13.54515050167224,0.6428571428571429,0.15384615384615385,,0.08152173913043478,0.06666666666666667,0.13114754098360656,0.020833333333333332,0.09387755102040816,0.05701754385964912,0.04878048780487805,0.12698412698412698,0.02631578947368421,0.027777777777777776,,0.047619047619047616,0.12,0.08450704225352113,0.0975609756097561,0.2,0.043478260869565216,0.3333333333333333,0.34545454545454546,0.6842105263157895,0.8125,0.46153846153846156,0.14545454545454545,0.5,0.5714285714285714,0.5,0.2909090909090909,0.4375,0.4375,0.7142857142857143,0.6666666666666666,1.0,0.3684210526315789,0.5714285714285714,0.5636363636363636,0.5113899999999998,0.4782666666666667,0.4986736842105263,0.24615384615384617,0.3018867924528302,0.1625,0.4125,8.720930232558139,0.4083969465648855,3.0,9.0,2.0,4.0,3.0,1.0,3.0,12.0,2.0,5.0,9.0,3.0,3.0,1.0,0.25,0.4,0.25,0.21818181818181817,0.125,0.16363636363636364,0.3333333333333333,0.3333333333333333,1.0,0.05454545454545454,0.21052631578947367,0.5,0.05263157894736842,23.59166666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
1504,1610612760,Danny Fortson,Danny Fortson,1504,SEA,146.0,2,-6,4,3,,3.0,,7,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
2248,1610612760,Earl Watson,Earl Watson,2248,SEA,8016.0,134,34,245,251,94.0,112.0,30.0,496,4.0,10.0,1.0,2.0,1.0,4.0,1.0,5.0,3.0,11.0,8.0,26.0,12.0,49.0,253,2.0,4.0,,7.0,2.0,9.0,6.0,19.0,2.0,14.0,,3.0,12.0,5.0,17.0,2.0,3.0,7.0,3.0,39.0,1.0,1.0,,2.0,4.0,1.0,7.0,2.0,9.0,,3.0,2.0,1.0,1.0,2.0,1.0,2.0,,,3.0,,2.0,1.0,9.0,,,14.0,1.0,1.0,20.0,,5.0,5.0,,,,,,,19.0,94.0,2.0,5.0,0.125,0.125,0.3076923076923077,0.5,0.2222222222222222,0.3425925925925926,0.5,0.2826086956521739,0.3828125,0.5,0.3392857142857143,0.11538461538461539,0.2,24.014336917562723,0.3333333333333333,0.14285714285714285,,0.05263157894736842,0.013157894736842105,0.06666666666666667,0.03125,0.05660377358490566,0.018518518518518517,0.04,,,0.038461538461538464,,0.047619047619047616,0.043478260869565216,0.0625,0.10526315789473684,,,,0.18518518518518517,0.4,0.5,0.25,0.09259259259259259,0.2,0.2,,0.2037037037037037,0.2727272727272727,0.3,,0.2857142857142857,0.5,0.17391304347826086,0.25,0.7037037037037037,0.49205,0.5352083333333333,0.5165204545454546,0.0847457627118644,0.16129032258064516,0.14285714285714285,0.3877551020408163,10.042307692307691,0.3836734693877551,1.0,3.0,1.0,2.0,25.0,12.0,7.0,28.0,3.0,14.0,18.0,24.0,2.0,0.8571428571428571,0.25,0.21428571428571427,0.25925925925925924,0.5185185185185185,,0.05555555555555555,0.3333333333333333,0.3333333333333333,1.0,0.46296296296296297,0.08695652173913043,0.5,0.5217391304347826,25.857142857142854,6.0,1.0,3.0,2.0,1.0,3.0,3.0,1.0,6.0,0.3333333333333333,0.09090909090909091,0.24,0.24,0.8333333333333334,0.42857142857142855,0.3333333333333333,1.0,0.16666666666666666,0.25,,,,,,,,,,,,,,,,,,,,,True,,,,
2366,1610612760,Mike Wilks,Mike Wilks,2366,SEA,32020.0,534,20,993,996,326.0,331.0,128.0,1989,27.0,46.0,3.0,5.0,11.0,16.0,8.0,15.0,26.0,65.0,61.0,126.0,33.0,170.0,1060,4.0,8.0,2.0,13.0,23.0,42.0,13.0,68.0,36.0,86.0,4.0,9.0,48.0,31.0,79.0,23.0,8.0,18.0,18.0,189.0,3.0,11.0,1.0,7.0,32.0,,39.0,15.0,54.0,1.0,15.0,8.0,7.0,17.0,5.0,14.0,14.0,3.0,3.0,31.0,1.0,11.0,22.0,53.0,1.0,2.0,44.0,2.0,9.0,42.0,3.0,14.0,6.0,4.0,1.0,2.0,4.0,2.0,,68.0,326.0,10.0,6.0,0.29508196721311475,0.3050847457627119,0.48412698412698413,0.5,0.5476190476190477,0.4858156028368794,0.6111111111111112,0.55,0.5283018867924528,0.65,0.5689655172413793,0.07142857142857142,0.13043478260869565,16.68129938542581,0.5483870967741935,,0.02857142857142857,0.09907120743034056,0.031791907514450865,0.05511811023622047,0.030927835051546393,0.08666666666666667,0.03160270880361174,0.042105263157894736,0.01834862385321101,0.035211267605633804,0.02666666666666667,0.045454545454545456,0.0891089108910891,0.12790697674418605,0.08823529411764706,0.060240963855421686,0.045454545454545456,0.015873015873015872,0.5,0.3262411347517731,0.5869565217391305,0.675,0.25925925925925924,0.10638297872340426,0.5333333333333333,0.5333333333333333,0.25,0.46099290780141844,0.4,0.41935483870967744,0.34615384615384615,0.5555555555555556,0.6,0.32,0.6875,0.4326241134751773,0.4673810714285714,0.5352833333333333,0.4531724489795918,0.09803921568627451,0.10218978102189781,0.07647058823529412,0.4,10.604761904761906,0.3282980866062437,1.0,2.0,,,13.0,8.0,5.0,15.0,3.0,8.0,9.0,12.0,12.0,0.6,0.3333333333333333,0.375,0.35714285714285715,0.10638297872340426,,0.014184397163120567,0.5,0.5,1.0,0.09219858156028368,,,0.16,27.19333333333333,4.0,1.0,1.0,3.0,1.0,1.0,6.0,1.0,4.0,1.0,0.046153846153846156,0.3076923076923077,0.3076923076923077,0.5,0.1111111111111111,1.0,1.0,0.375,0.3333333333333333,1.0,2.0,2.0,1.0,1.0,0.0625,,,,,,,,,,,,,,,True,,,,
1740,1610612760,Rashard Lewis,Rashard Lewis,1740,SEA,18429.0,307,18,566,560,171.0,137.0,71.0,1126,14.0,27.0,1.0,6.0,3.0,7.0,17.0,32.0,12.0,31.0,43.0,90.0,35.0,196.0,636,3.0,14.0,2.0,14.0,16.0,34.0,19.0,63.0,20.0,66.0,2.0,6.0,9.0,1.0,10.0,1.0,,6.0,3.0,21.0,,10.0,,7.0,22.0,3.0,32.0,10.0,42.0,5.0,8.0,7.0,1.0,8.0,1.0,4.0,9.0,4.0,1.0,17.0,2.0,2.0,15.0,26.0,1.0,4.0,37.0,2.0,,47.0,3.0,15.0,8.0,4.0,4.0,,4.0,3.0,,63.0,171.0,2.0,7.0,0.23255813953488372,0.23809523809523808,0.4777777777777778,0.21428571428571427,0.47058823529411764,0.5513698630136986,0.3333333333333333,0.46808510638297873,0.5838323353293413,0.35,0.5338983050847458,0.06666666666666667,0.1111111111111111,28.39506172839506,0.47058823529411764,0.15789473684210525,,0.1301775147928994,0.05181347150259067,0.09859154929577464,,0.12083333333333333,0.03937007874015748,0.06557377049180328,0.09090909090909091,0.012987012987012988,,,0.15517241379310345,0.047619047619047616,0.15942028985507245,0.0851063829787234,0.125,0.07142857142857142,0.75,0.18493150684931506,0.5185185185185185,0.5833333333333334,0.5714285714285714,0.2191780821917808,0.53125,0.5862068965517241,0.11764705882352941,0.21232876712328766,0.3870967741935484,0.3870967741935484,,0.3333333333333333,0.16666666666666666,0.14893617021276595,0.42857142857142855,0.5684931506849316,0.46759793103448294,0.4932500000000001,0.4335315217391304,0.10062893081761007,0.14705882352941177,0.07142857142857142,0.32142857142857145,9.495555555555555,0.30212014134275617,4.0,7.0,,1.0,49.0,12.0,25.0,56.0,4.0,13.0,60.0,48.0,,0.8,0.44642857142857145,0.3076923076923077,0.45454545454545453,0.3835616438356164,0.09375,0.04794520547945205,0.5714285714285714,0.5714285714285714,1.0,0.3356164383561644,0.02127659574468085,,0.2553191489361702,25.721428571428564,21.0,1.0,3.0,4.0,2.0,4.0,15.0,1.0,21.0,0.5,,0.42857142857142855,0.4375,0.7619047619047619,0.16666666666666666,0.3333333333333333,1.0,0.3333333333333333,0.4375,,,1.0,1.0,,0.017543859649122806,1.0,1.0,1.0,2.0,0.017857142857142856,0.02040816326530612,0.05555555555555555,1.0,1.0,,,,,,True,,,,
2404,1610612760,Chris Wilcox,Chris Wilcox,2404,SEA,14076.0,235,-7,441,443,141.0,143.0,59.0,884,23.0,34.0,7.0,9.0,8.0,13.0,9.0,33.0,4.0,12.0,36.0,79.0,21.0,93.0,494,8.0,11.0,5.0,21.0,9.0,20.0,7.0,25.0,40.0,32.0,12.0,5.0,7.0,1.0,8.0,1.0,,4.0,3.0,17.0,2.0,13.0,,14.0,24.0,6.0,44.0,15.0,59.0,2.0,6.0,6.0,,5.0,,5.0,4.0,,,9.0,,1.0,9.0,18.0,2.0,3.0,32.0,4.0,3.0,29.0,5.0,17.0,,4.0,3.0,1.0,4.0,1.0,2.0,25.0,141.0,2.0,,0.5555555555555556,0.6666666666666666,0.45569620253164556,0.7272727272727273,0.45,0.42857142857142855,0.6666666666666666,0.375,0.484375,0.7,0.44642857142857145,0.06329113924050633,,20.58823529411765,0.5555555555555556,0.42857142857142855,,0.18604651162790697,0.07784431137724551,0.23333333333333334,0.045454545454545456,0.20105820105820105,0.07109004739336493,0.10638297872340426,0.06,0.07142857142857142,0.029411764705882353,0.1,0.19047619047619047,0.13793103448275862,0.20689655172413793,0.2,0.28,0.05263157894736842,0.25,0.40476190476190477,0.6764705882352942,0.6764705882352942,0.6086956521739131,0.39285714285714285,0.2727272727272727,0.3103448275862069,0.3333333333333333,0.14285714285714285,0.3333333333333333,0.36363636363636365,0.75,0.75,0.7777777777777778,0.5416666666666666,0.6153846153846154,0.4642857142857143,0.47405312499999985,0.50815,0.4884452380952381,0.17708333333333334,0.18681318681318682,0.22580645161290322,0.26881720430107525,6.281012658227848,0.3197278911564626,,,,,5.0,4.0,,5.0,,4.0,,1.0,,,,,,0.05952380952380952,0.12121212121212122,,,,,0.05952380952380952,,,0.16666666666666666,53.61999999999999,,,1.0,,,1.0,,4.0,,,0.08333333333333333,,,,0.08333333333333333,,,,,,,,,,,,,,,,,,,,0.14285714285714285,,,,,True,,,,
2555,1610612760,Nick Collison,Nick Collison,2555,SEA,14556.0,243,-6,437,440,77.0,82.0,57.0,877,21.0,37.0,6.0,14.0,5.0,7.0,3.0,9.0,5.0,11.0,29.0,57.0,15.0,73.0,484,7.0,15.0,1.0,15.0,6.0,8.0,5.0,17.0,36.0,22.0,10.0,3.0,3.0,,3.0,,,,1.0,6.0,5.0,18.0,,12.0,19.0,5.0,36.0,23.0,59.0,3.0,6.0,5.0,1.0,7.0,2.0,4.0,11.0,3.0,6.0,18.0,2.0,1.0,19.0,27.0,2.0,,21.0,1.0,4.0,20.0,2.0,10.0,1.0,7.0,5.0,2.0,7.0,4.0,2.0,17.0,77.0,2.0,1.0,0.6206896551724138,0.75,0.5087719298245614,0.4666666666666667,0.75,0.5087719298245614,0.4666666666666667,0.75,0.553030303030303,0.46875,0.7727272727272727,0.05263157894736842,0.08108108108108109,16.666666666666668,0.3888888888888889,0.35714285714285715,,0.13286713286713286,0.11538461538461539,0.20689655172413793,0.10638297872340426,0.15422885572139303,0.11330049261083744,0.1568627450980392,0.13953488372093023,0.06451612903225806,0.1,0.14285714285714285,0.0784313725490196,0.2631578947368421,0.09259259259259259,0.23076923076923078,0.15789473684210525,0.12,0.5714285714285714,0.6491228070175439,0.5675675675675675,0.6176470588235294,0.5714285714285714,0.15789473684210525,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.19298245614035087,0.45454545454545453,0.45454545454545453,0.8,0.9333333333333333,0.42857142857142855,0.875,0.7142857142857143,0.6491228070175439,0.49889298245614033,0.5823307692307692,0.49884999999999996,0.15384615384615385,0.15384615384615385,0.2054794520547945,0.2328767123287671,5.094736842105263,0.17620137299771166,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,0.16666666666666666,1.0,1.0,,,True,,,,
2810,1610612760,Andre Brown,Andre Brown,2810,SEA,4839.0,81,12,154,157,60.0,76.0,21.0,311,9.0,13.0,3.0,4.0,2.0,4.0,9.0,17.0,2.0,2.0,20.0,32.0,3.0,43.0,143,8.0,10.0,,16.0,5.0,7.0,,10.0,22.0,18.0,12.0,3.0,2.0,,2.0,,,,,4.0,1.0,10.0,,6.0,12.0,,18.0,11.0,29.0,2.0,2.0,1.0,1.0,9.0,1.0,4.0,3.0,5.0,2.0,12.0,2.0,4.0,3.0,3.0,,,4.0,,,5.0,1.0,3.0,,1.0,,1.0,1.0,,,10.0,60.0,,,0.55,0.7857142857142857,0.625,0.8,0.7142857142857143,0.6060606060606061,0.8,0.625,0.6142857142857143,0.8,0.625,0.09375,0.07692307692307693,26.11111111111111,0.75,,,0.24489795918367346,0.16666666666666666,0.2727272727272727,0.2,0.2535211267605634,0.16923076923076924,0.2,0.10526315789473684,0.19230769230769232,0.3333333333333333,,0.2,0.23076923076923078,0.2692307692307692,0.3125,0.16666666666666666,0.25,,0.3939393939393939,0.6923076923076923,0.75,0.6666666666666666,0.5151515151515151,0.5294117647058824,0.6,0.3333333333333333,0.06060606060606061,1.0,1.0,1.0,0.4,0.75,0.5,0.5,0.42424242424242425,0.47676875,0.46885,0.5691142857142858,0.08571428571428572,0.08823529411764706,0.37209302325581395,0.23255813953488372,4.909375,0.38961038961038963,,,,,1.0,1.0,,1.0,,1.0,,,2.0,,,,,0.030303030303030304,0.11764705882352941,,,,,0.030303030303030304,,,0.125,43.8,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
2824,1610612760,Desmon Farmer,Desmon Farmer,2824,SEA,1469.0,24,14,55,50,33.0,26.0,3.0,105,1.0,2.0,,,,,,,2.0,4.0,3.0,6.0,1.0,13.0,47,,,,,1.0,3.0,,5.0,2.0,4.0,,,6.0,1.0,7.0,,1.0,5.0,1.0,15.0,,,,,,,,,,,1.0,1.0,,1.0,,1.0,,,,1.0,,,,1.0,,,1.0,,,1.0,1.0,1.0,,,,,,,,5.0,33.0,1.0,,0.3333333333333333,0.3333333333333333,0.5,,0.3333333333333333,0.5,,0.3125,0.5416666666666666,,0.3125,,,22.413793103448278,1.0,,,,,,,,,,,,,,,,,,,,,0.16666666666666666,0.5,0.5,,,,,,0.3333333333333333,0.5,0.5,0.5,,,,,0.6666666666666666,0.4604375,,0.42541875,0.08333333333333333,0.16666666666666666,,0.38461538461538464,13.800000000000002,0.6,,2.0,,2.0,4.0,3.0,2.0,6.0,1.0,5.0,3.0,4.0,,0.5,0.3333333333333333,0.2,0.3333333333333333,0.5,,0.16666666666666666,,,,0.3333333333333333,0.25,,0.375,24.566666666666663,2.0,,,1.0,,,3.0,,2.0,,,0.5,0.5,0.5,,,,0.3333333333333333,0.5,,,,,,,,,,,,,,,,,,,,,True,,,,
