EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGA,SecondChanceArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,OffensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,Arc3FGM,PenaltyArc3FGA,FG3M,SecondChanceFG3M,PenaltyFG3A,PtsAssisted3s,NonHeaveArc3FGM,Blocked3s,BlockedCorner3,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyArc3Frequency,NonHeaveArc3Accuracy,BlockedArc3,BlockedLongMidRange,DefensiveGoaltends,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,PenaltyArc3FGM,PenaltyFG3M,PtsUnassisted3s,PenaltyFg3Pct,LongMidRangePctBlocked,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,Clear Path Fouls,Technical Free Throw Trips,Fg3aBlocked,ThreePtShootingFoulsDrawn,FG3APctBlocked,Arc3PctBlocked,ThreePtShootingFoulsDrawnPct,on,Corner3PctBlocked,3pt And 1 Free Throw Trips
101106,1610612749,Andrew Bogut,Andrew Bogut,101106,MIL,50632.0,844,-85.0,1611,1612,238,229,180,3223,99.0,132.0,26.0,37.0,8.0,12.0,33.0,76.0,10.0,35,2.0,1.0,142.0,243,2.0,41.0,325.0,1770,29.0,43.0,1.0,3.0,61.0,15.0,27.0,10.0,40.0,166.0,118.0,42.0,1.0,1.0,13.0,66.0,18.0,84.0,16.0,2.0,39.0,12.0,15.0,186.0,11.0,40.0,1.0,34.0,101.0,16.0,151.0,52.0,203.0,8.0,18.0,13.0,5.0,31.0,6.0,18.0,26.0,1.0,13.0,1.0,9.0,57.0,4.0,8.0,36.0,71.0,5.0,6.0,89.0,11.0,23.0,69.0,9.0,32.0,7.0,21.0,18.0,3.0,21.0,12.0,1.0,1.0,4.0,40.0,238,4.0,6.0,0.5845070422535211,0.6859504132231405,0.5843621399176955,0.6744186046511628,0.5555555555555556,0.5795918367346938,0.6590909090909091,0.5555555555555556,0.5909090909090909,0.648936170212766,0.5882352941176471,0.00816326530612245,0.053497942386831275,0.06060606060606061,0.06578947368421052,18.281938325991188,0.543859649122807,0.47058823529411764,0.019230769230769232,0.18165467625899281,0.0711743772241993,0.19101123595505617,0.06748466257668712,0.18392370572207084,0.0703448275862069,0.08585858585858586,0.0821917808219178,0.05045871559633028,0.08547008547008547,0.021739130434782608,0.1724137931034483,0.1956521739130435,0.18032786885245902,0.22580645161290322,0.1111111111111111,0.09090909090909091,0.5714285714285714,0.5387755102040817,0.75,0.7983870967741935,0.6060606060606061,0.31020408163265306,0.4342105263157895,0.4647887323943662,0.3939393939393939,0.14285714285714285,0.2857142857142857,0.2857142857142857,1.0,0.00816326530612245,0.8409090909090909,0.7027027027027027,0.19230769230769232,0.022727272727272728,0.4444444444444444,0.6666666666666666,0.5469387755102041,0.48325122950819677,0.5224029411764707,0.48382222222222215,0.11940298507462686,0.12030075187969924,0.18769230769230769,0.12307692307692308,5.018518518518517,45.449999999999996,0.14773432650527624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
101111,1610612749,Charlie Villanueva,Charlie Villanueva,101111,MIL,10308.0,172,,323,326,38,87,42,649,14.0,20.0,5.0,7.0,2.0,2.0,6.0,15.0,7.0,15,19.0,2.0,27.0,50,25.0,10.0,85.0,362,5.0,7.0,5.0,2.0,15.0,4.0,5.0,2.0,10.0,34.0,20.0,10.0,,19.0,4.0,5.0,2.0,7.0,2.0,,4.0,,1.0,16.0,1.0,6.0,1.0,11.0,21.0,4.0,36.0,8.0,44.0,1.0,2.0,2.0,,3.0,2.0,3.0,5.0,,,,1.0,8.0,1.0,,11.0,19.0,,2.0,13.0,2.0,1.0,11.0,1.0,6.0,,,,,1.0,,,,1.0,10.0,38,2.0,,0.6296296296296297,0.7727272727272727,0.54,0.7142857142857143,0.8,0.5,0.5416666666666666,0.5,0.53125,0.5769230769230769,0.5555555555555556,0.3333333333333333,0.08,0.1,0.13333333333333333,23.783783783783782,0.375,0.21052631578947367,0.1111111111111111,0.2413793103448276,0.05714285714285714,0.275,0.02040816326530612,0.25196850393700787,0.045454545454545456,0.11428571428571428,,0.04878048780487805,0.029411764705882353,,0.34375,0.14285714285714285,0.20588235294117646,0.2903225806451613,0.2222222222222222,0.02702702702702703,,0.26666666666666666,0.7,0.7777777777777778,0.5,0.2,0.4,0.46153846153846156,0.5,0.2,0.4666666666666667,0.4666666666666667,1.0,0.25333333333333335,0.5833333333333334,0.7142857142857143,,0.16666666666666666,0.25,1.0,0.6,0.4710813333333333,0.5545000000000001,0.45190624999999995,0.075,0.10909090909090909,0.17647058823529413,0.11764705882352941,7.828000000000002,25.436,0.11764705882352941,1.0,6.0,1.0,3.0,6.0,3.0,7.0,1.0,3.0,21.0,6.0,1.0,1.0,1.0,0.28,0.2,0.28,0.08,0.16666666666666666,0.16666666666666666,1.0,0.3157894736842105,0.3157894736842105,1.0,0.25,0.3333333333333333,1.0,0.375,0.3157894736842105,,,,,,,,,,,,,,,,,,,,,,,,True,,
1730,1610612749,Brian Skinner,Brian Skinner,1730,MIL,91359.0,1523,-120.0,2895,2906,529,649,338,5801,76.0,144.0,27.0,55.0,7.0,18.0,33.0,71.0,15.0,38,,,124.0,253,,46.0,294.0,3219,34.0,66.0,,8.0,76.0,9.0,25.0,10.0,28.0,172.0,76.0,48.0,,,25.0,49.0,9.0,58.0,8.0,1.0,18.0,8.0,23.0,125.0,24.0,80.0,2.0,59.0,189.0,31.0,279.0,106.0,385.0,9.0,18.0,14.0,4.0,41.0,6.0,29.0,34.0,,12.0,1.0,4.0,75.0,7.0,9.0,110.0,195.0,18.0,16.0,75.0,4.0,10.0,79.0,11.0,42.0,3.0,63.0,55.0,7.0,64.0,37.0,1.0,3.0,1.0,28.0,529,16.0,3.0,0.6935483870967742,0.86,0.4901185770750988,0.5151515151515151,0.36,0.4901185770750988,0.5151515151515151,0.36,0.5121951219512195,0.5507246376811594,0.42424242424242425,,0.09881422924901186,0.16666666666666666,0.014084507042253521,11.026500152299727,0.5466666666666666,0.3522727272727273,0.024096385542168676,0.1926605504587156,0.07928642220019821,0.17664670658682635,0.07792207792207792,0.18859315589353612,0.07896735003796507,0.08379888268156424,0.07364341085271318,0.07888040712468193,0.06880733944954129,0.1,0.1686746987951807,0.20675105485232068,0.20388349514563106,0.16666666666666666,0.20212765957446807,0.08823529411764706,0.578125,0.5691699604743083,0.5277777777777778,0.6333333333333333,0.6973684210526315,0.28063241106719367,0.4647887323943662,0.4714285714285714,0.5757575757575758,0.15019762845849802,0.39473684210526316,0.39473684210526316,0.9333333333333333,,0.8333333333333334,0.4909090909090909,0.25925925925925924,,0.72,0.3888888888888889,0.5691699604743083,0.4799383399209486,0.530565,0.5190640000000001,0.14788732394366197,0.14788732394366197,0.2585034013605442,0.09523809523809523,4.859288537549405,,0.18272884283246976,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,True,,
2294,1610612749,Charlie Bell,Charlie Bell,2294,MIL,75833.0,1264,-60.0,2402,2402,411,520,281,4804,72.0,127.0,8.0,14.0,15.0,23.0,14.0,32.0,58.0,142,103.0,10.0,144.0,301,163.0,58.0,523.0,2641,19.0,32.0,16.0,11.0,76.0,24.0,39.0,20.0,98.0,164.0,124.0,12.0,,103.0,27.0,94.0,33.0,127.0,20.0,13.0,56.0,10.0,28.0,287.0,10.0,19.0,,20.0,53.0,5.0,78.0,29.0,107.0,4.0,42.0,28.0,14.0,23.0,4.0,13.0,13.0,2.0,10.0,1.0,2.0,36.0,1.0,8.0,54.0,97.0,2.0,2.0,75.0,4.0,13.0,81.0,11.0,39.0,7.0,2.0,2.0,,2.0,1.0,,,,98.0,411,11.0,8.0,0.5694444444444444,0.5942028985507246,0.47840531561461797,0.59375,0.6153846153846154,0.5010775862068966,0.6770833333333334,0.5909090909090909,0.5240480961923848,0.7169811320754716,0.6125,0.35129310344827586,0.08970099667774087,0.1889763779527559,0.03125,19.64744766801322,0.6388888888888888,0.06944444444444445,,0.06424242424242424,0.022727272727272728,0.07042253521126761,0.03816793893129771,0.06582506762849413,0.026411657559198543,0.041379310344827586,0.009174311926605505,0.01524390243902439,0.022099447513812154,0.07407407407407407,0.06521739130434782,0.038834951456310676,0.07871720116618076,0.06829268292682927,0.0759493670886076,0.017241379310344827,0.5,0.27370689655172414,0.5669291338582677,0.6990291262135923,0.5972222222222222,0.06896551724137931,0.4375,0.45161290322580644,0.35714285714285715,0.30603448275862066,0.4084507042253521,0.4142857142857143,0.5862068965517241,0.22198275862068967,0.2916666666666667,0.5714285714285714,0.5,0.20833333333333334,0.3484848484848485,0.6521739130434783,0.625,0.5114718142548598,0.508761111111111,0.5195022727272726,0.07926829268292683,0.11854103343465046,0.14531548757170173,0.18738049713193117,9.921926910299003,25.084049079754607,0.17110741049125727,29.0,60.0,3.0,6.0,30.0,21.0,59.0,9.0,27.0,168.0,30.0,,,0.9491525423728814,0.3619631901840491,0.5625,0.3619631901840491,0.12931034482758622,0.48333333333333334,0.48333333333333334,0.9310344827586207,0.2912621359223301,0.2912621359223301,0.9666666666666667,0.125,0.5,1.0,0.3181818181818182,0.2912621359223301,,,,6.0,6.0,6.0,4.0,10.0,9.0,0.37037037037037035,0.014084507042253521,0.6,1.0,0.09090909090909091,1.0,0.19047619047619047,,,,,,,,True,,
2590,1610612749,Mo Williams,Mo Williams,2590,MIL,60093.0,1002,-24.0,1921,1904,309,409,223,3825,58.0,102.0,9.0,12.0,9.0,19.0,30.0,68.0,84.0,188,62.0,4.0,172.0,358,78.0,55.0,492.0,2101,16.0,27.0,5.0,3.0,44.0,37.0,71.0,32.0,124.0,110.0,234.0,4.0,4.0,58.0,21.0,118.0,46.0,164.0,26.0,20.0,70.0,17.0,31.0,374.0,3.0,14.0,1.0,29.0,66.0,2.0,97.0,18.0,115.0,5.0,35.0,22.0,13.0,52.0,10.0,38.0,39.0,2.0,14.0,2.0,10.0,91.0,8.0,11.0,29.0,82.0,3.0,9.0,66.0,1.0,9.0,66.0,7.0,21.0,12.0,2.0,,1.0,2.0,1.0,1.0,,1.0,124.0,309,12.0,10.0,0.31976744186046513,0.3235294117647059,0.48044692737430167,0.5925925925925926,0.5211267605633803,0.5011467889908257,0.640625,0.5111111111111111,0.5270562770562771,0.6875,0.580952380952381,0.17889908256880735,0.05865921787709497,0.11764705882352941,0.11764705882352941,25.436982520699175,0.5714285714285714,0.037037037037037035,0.0196078431372549,0.10443037974683544,0.02127659574468085,0.1324200913242009,0.015306122448979591,0.11163337250293771,0.01990632318501171,0.034482758620689655,0.012048192771084338,0.015384615384615385,0.014492753623188406,0.017241379310344827,0.08823529411764706,0.05161290322580645,0.14652014652014653,0.12025316455696203,0.16393442622950818,0.024875621890547265,0.5,0.23394495412844038,0.5686274509803921,0.6444444444444445,0.3103448275862069,0.1559633027522936,0.4411764705882353,0.5,0.3333333333333333,0.43119266055045874,0.44680851063829785,0.44919786096256686,0.32142857142857145,0.14220183486238533,0.375,0.75,0.2222222222222222,0.125,0.2111111111111111,0.47368421052631576,0.41284403669724773,0.46022048611111105,0.4479537037037037,0.43800852272727275,0.04666666666666667,0.056451612903225805,0.08943089430894309,0.25203252032520324,10.99692737430168,26.96923076923077,0.16085372201978138,5.0,16.0,1.0,1.0,26.0,14.0,31.0,3.0,19.0,78.0,26.0,,,0.8387096774193549,0.3974358974358974,0.6,0.4189189189189189,0.03669724770642202,0.3125,0.3125,1.0,0.41935483870967744,0.41935483870967744,0.8076923076923077,0.03125,1.0,1.0,0.15555555555555556,0.4482758620689655,,1.0,,2.0,5.0,2.0,4.0,6.0,15.0,0.3157894736842105,0.005319148936170213,0.5,1.0,0.05555555555555555,0.4,0.2857142857142857,1.0,7.0,,,,,,True,,
2696,1610612749,Lynn Greer,Lynn Greer,2696,MIL,3264.0,54,13.0,96,102,19,29,19,198,1.0,5.0,,,,,,,1.0,3,2.0,,2.0,8,7.0,5.0,18.0,112,,,,,,,,2.0,5.0,,4.0,,,2.0,,4.0,2.0,6.0,1.0,1.0,2.0,,2.0,14.0,,,,3.0,1.0,,4.0,,4.0,,3.0,3.0,,,1.0,,2.0,,,,,2.0,,,2.0,5.0,,1.0,7.0,,1.0,5.0,1.0,3.0,,,,,,,,,,5.0,19,,,,,0.25,,,0.43333333333333335,,0.75,0.5294117647058824,,0.8333333333333334,0.4666666666666667,,,,15.966386554621849,,,,0.034482758620689655,,0.23076923076923078,,0.09523809523809523,,,,,,,,0.2,,0.18181818181818182,0.5,,,0.3333333333333333,0.2,0.2,,,,,,0.2,0.3333333333333333,0.3333333333333333,,0.13333333333333333,,,,,,,0.8,0.5449566666666666,,0.5952,0.17647058823529413,0.3,,0.2777777777777778,7.075,23.928571428571427,0.19791666666666666,3.0,5.0,,,,1.0,3.0,,2.0,9.0,,,,1.0,0.42857142857142855,,0.42857142857142855,0.3333333333333333,0.6,0.6,1.0,,,,,,,0.5,,,,,1.0,1.0,,,1.0,,0.5,,,,0.5,1.0,,,,,,,,,True,,
101125,1610612749,Julius Hodge,Julius Hodge,101125,MIL,308.0,5,-4.0,11,10,8,3,3,21,,1.0,,,,1.0,,,,1,,,,2,,,,11,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,20.0,,,,0.14285714285714285,,,,0.14285714285714285,,,,,,,,0.25,,,,,,0.5,,,,,,,,0.5,,,,,,,,,0.5,,0.5,0.5076,,0.5076,,,,,10.25,,0.7272727272727273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
1863,1610612749,Earl Boykins,Earl Boykins,1863,MIL,24441.0,407,-122.0,780,781,169,193,96,1561,9.0,21.0,,2.0,1.0,4.0,7.0,31.0,20.0,51,32.0,4.0,36.0,103,38.0,26.0,155.0,921,5.0,14.0,5.0,1.0,20.0,8.0,22.0,11.0,45.0,18.0,54.0,2.0,,32.0,6.0,36.0,20.0,56.0,12.0,8.0,21.0,6.0,9.0,132.0,3.0,5.0,,3.0,20.0,,23.0,8.0,31.0,,9.0,3.0,6.0,18.0,1.0,16.0,11.0,2.0,2.0,1.0,2.0,29.0,1.0,6.0,8.0,24.0,,2.0,25.0,,1.0,30.0,1.0,7.0,3.0,,,,,,,,,45.0,169,7.0,3.0,0.25,0.2571428571428571,0.34951456310679613,0.35714285714285715,0.36363636363636365,0.4574468085106383,0.5,0.5,0.4866666666666667,0.5,0.5526315789473685,0.2695035460992908,0.05825242718446602,0.047619047619047616,0.06451612903225806,20.1123595505618,0.6206896551724138,,,0.07547169811320754,0.017123287671232876,0.033707865168539325,0.04477611940298507,0.06497175141242938,0.022284122562674095,0.03125,,0.017857142857142856,0.06521739130434782,,0.04854368932038835,0.018867924528301886,0.12844036697247707,0.017241379310344827,0.06451612903225806,,,0.14893617021276595,0.42857142857142855,0.45,0.2222222222222222,0.2198581560283688,0.22580645161290322,0.2413793103448276,0.14285714285714285,0.3617021276595745,0.39215686274509803,0.4166666666666667,0.3,0.22695035460992907,0.10526315789473684,,,0.21052631578947367,0.11764705882352941,0.25,0.41843971631205673,0.46092304964539005,0.4583966666666666,0.461310294117647,0.047619047619047616,0.06422018348623854,0.12903225806451613,0.2903225806451613,11.350485436893205,25.41842105263158,0.21666666666666667,2.0,6.0,,1.0,17.0,7.0,19.0,3.0,12.0,54.0,17.0,,,0.9473684210526315,0.5,0.6,0.5,0.0425531914893617,0.3333333333333333,0.3333333333333333,1.0,0.53125,0.53125,0.9411764705882353,0.05263157894736842,,,0.20588235294117646,0.53125,,,,2.0,5.0,3.0,4.0,6.0,3.0,0.5,0.058823529411764705,0.75,1.0,0.14705882352941177,0.4,0.5714285714285714,,11.0,,,,,,True,,
101141,1610612749,Ersan Ilyasova,Ersan Ilyasova,101141,MIL,14211.0,237,-65.0,445,451,110,119,51,896,12.0,18.0,6.0,6.0,2.0,5.0,1.0,11.0,7.0,20,37.0,,20.0,49,43.0,20.0,117.0,537,6.0,9.0,1.0,4.0,16.0,5.0,12.0,13.0,35.0,30.0,10.0,8.0,,37.0,2.0,11.0,3.0,14.0,2.0,1.0,6.0,3.0,2.0,31.0,3.0,6.0,,4.0,18.0,5.0,27.0,9.0,36.0,2.0,7.0,3.0,4.0,3.0,4.0,2.0,7.0,,1.0,,2.0,10.0,,2.0,13.0,32.0,5.0,,21.0,5.0,4.0,22.0,2.0,10.0,2.0,4.0,4.0,,4.0,2.0,,,,35.0,110,6.0,2.0,0.75,0.9375,0.40816326530612246,0.6666666666666666,0.4166666666666667,0.5271739130434783,0.6,0.55,0.5735294117647058,0.6666666666666666,0.6481481481481481,0.4673913043478261,0.04081632653061224,0.05555555555555555,0.09090909090909091,22.310756972111555,0.3,0.2777777777777778,,0.11464968152866242,0.04054054054054054,0.06349206349206349,0.05084745762711865,0.1,0.043478260869565216,,0.08163265306122448,0.03571428571428571,0.0425531914893617,0.08333333333333333,0.0625,0.2,0.12698412698412698,0.08695652173913043,,0.04,0.5,0.1956521739130435,0.6666666666666666,0.7058823529411765,0.6666666666666666,0.11956521739130435,0.09090909090909091,0.1,,0.21739130434782608,0.35,0.35,1.0,0.40217391304347827,0.6,1.0,0.3333333333333333,,0.25,0.4,0.6630434782608695,0.49312989130434776,0.5377333333333333,0.4581725,0.1,0.17543859649122806,0.13675213675213677,0.29914529914529914,9.126530612244897,25.55581395348838,0.24719101123595505,2.0,6.0,,1.0,17.0,8.0,19.0,,8.0,54.0,17.0,,,0.9473684210526315,0.4418604651162791,,0.4418604651162791,0.06521739130434782,0.3333333333333333,0.3333333333333333,1.0,0.4594594594594595,0.4594594594594595,0.9411764705882353,0.1,,,0.4,0.4594594594594595,,,,,,,4.0,4.0,3.0,0.5,,,,,,0.5,,,,,,,,True,,
200786,1610612749,David Noel,David Noel,200786,MIL,7036.0,117,-54.0,215,229,69,111,26,444,3.0,8.0,3.0,6.0,1.0,1.0,1.0,3.0,1.0,8,1.0,,5.0,19,4.0,9.0,22.0,259,3.0,7.0,,,6.0,1.0,1.0,3.0,5.0,4.0,6.0,4.0,,1.0,1.0,7.0,3.0,10.0,1.0,2.0,4.0,,3.0,23.0,3.0,9.0,,,9.0,,9.0,12.0,21.0,1.0,5.0,2.0,3.0,1.0,2.0,1.0,6.0,,,,1.0,7.0,,2.0,8.0,13.0,1.0,1.0,9.0,2.0,2.0,10.0,,2.0,3.0,,,,,,,,,5.0,69,2.0,2.0,0.4,0.6666666666666666,0.2631578947368421,0.42857142857142855,1.0,0.2826086956521739,0.42857142857142855,0.5,0.39285714285714285,0.42857142857142855,0.625,0.17391304347826086,0.05263157894736842,,,13.709677419354838,0.14285714285714285,,,0.11842105263157894,0.10714285714285714,,0.14285714285714285,0.09375,0.11428571428571428,0.15384615384615385,0.07142857142857142,0.09090909090909091,0.2,,0.07692307692307693,0.2,0.1,,,0.0625,,0.34782608695652173,0.375,0.375,,0.13043478260869565,0.3333333333333333,0.3333333333333333,1.0,0.34782608695652173,0.125,0.14285714285714285,1.0,0.043478260869565216,0.8571428571428571,0.5,,,0.5,1.0,0.5217391304347826,0.47585434782608693,0.5388857142857143,0.603325,0.08,0.09523809523809523,0.2727272727272727,0.22727272727272727,9.031578947368422,24.225,0.3209302325581395,1.0,3.0,,,,,1.0,,1.0,3.0,,,,1.0,0.25,,0.25,0.13043478260869565,0.3333333333333333,0.3333333333333333,1.0,,,,,,,,,,,,,1.0,,,,,,0.125,,,0.5,,,,,,,,,,True,,
