EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG3A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FTA,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedShortMidRange,Blocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3Frequency,SecondChanceArc3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyAtRimFGA,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,PenaltyArc3FGM,FG3M,PenaltyFG3M,PtsAssisted2s,PtsUnassisted3s,NonHeaveArc3FGM,Steals,LostBallSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallTurnovers,Assisted2sPct,NonPutbacksAssisted2sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,DefShortMidRangeReboundPct,AtRimPctAssisted,LongMidRangePctAssisted,Corner3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,PenaltyAtRimFrequency,PenaltyCorner3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,PenaltyAtRimFGM,PtsAssisted3s,AtRimAssists,ShortMidRangeAssists,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Assisted3sPct,Arc3PctAssisted,PenaltyAtRimAccuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChanceArc3FGM,SecondChanceFG3M,SecondChancePoints,Offensive Fouls Drawn,SecondChanceFg3Pct,SecondChanceEfgPct,SecondChanceTsPct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChancePointsPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,SecondChanceFG2M,SecondChanceFG2A,PtsPutbacks,OffThreePtRebounds,Offensive Fouls,BlockedAtRim,RecoveredBlocks,SecondChanceFg2Pct,AtRimPctBlocked,OffThreePtReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,BlocksRecoveredPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3FGA,OffShortMidRangeReboundPct,SecondChanceCorner3Frequency,SecondChanceFtPoints,FTOffRebounds,OffFTReboundPct,DefCorner3ReboundPct,BadPassSteals,on,Corner3Assists,SelfOReb,LostBallOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,DefensiveGoaltends,LongMidRangePctBlocked,SelfORebPct,SecondChanceAtRimPctAssisted,StepOutOfBoundsTurnovers,BlockedLongMidRange,Corner3FGM,PenaltyCorner3FGM,Fg3aBlocked,Technical Free Throw Trips,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Accuracy,SecondChanceCorner3FGM,HeaveAttempts,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,OffensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawnPct,Clear Path Fouls,HeaveMakes
101154,1610612764,Andray Blatche,Andray Blatche,101154,WAS,1312.0,22,-8.0,43,44,40,42,6.0,87,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,6.0,1.0,3.0,7.0,48,1.0,1.0,5.0,1.0,3.0,5.0,4.0,1.0,2.0,2.0,1.0,3.0,1.0,2.0,7.0,1.0,1.0,1.0,1.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,3.0,5.0,1.0,2.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,2.0,5.0,40,2.0,2.0,0.3333333333333333,0.2,0.2857142857142857,0.16666666666666666,0.3888888888888889,0.3125,0.14285714285714285,0.3333333333333333,1.0,20.833333333333336,1.0,0.25,0.125,0.06666666666666667,0.08333333333333333,0.1,0.05,0.16666666666666666,0.2,0.09090909090909091,0.14285714285714285,1.0,1.0,0.2857142857142857,0.42857142857142855,0.3333333333333333,0.3333333333333333,0.14285714285714285,1.0,0.16666666666666666,0.2857142857142857,0.4146857142857142,0.6303,0.4284666666666666,0.7142857142857143,10.933333333333335,25.1,0.9302325581395349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101182,1610612764,Donell Taylor,Donell Taylor,101182,WAS,1909.0,32,6.0,59,58,42,38,9.0,117,2.0,3.0,1.0,3.0,6.0,2.0,,2.0,5.0,10.0,4.0,,13.0,61,,3.0,8.0,4.0,,9.0,4.0,2.0,,,2.0,2.0,2.0,,6.0,1.0,2.0,1.0,,3.0,1.0,4.0,1.0,,3.0,1.0,2.0,5.0,,,,,,,,,,,9.0,42,2.0,,0.5,0.375,0.4642857142857143,0.375,0.4642857142857143,0.375,0.2857142857142857,,,24.637681159420293,0.3333333333333333,,0.043478260869565216,0.0625,0.15384615384615385,0.08333333333333333,0.037037037037037035,0.1,,0.16666666666666666,0.21428571428571427,0.6666666666666666,0.6666666666666666,0.07142857142857142,0.42857142857142855,0.5,0.5,0.14285714285714285,,0.16666666666666666,0.5,0.43275,,0.4106416666666666,0.6923076923076923,12.360000000000001,25.325,0.711864406779661,1.0,2.0,2.0,1.0,1.0,1.0,1.0,6.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,0.6,0.6,0.25,0.25,0.25,0.14285714285714285,0.5,0.6666666666666666,0.14285714285714285,0.5,0.5,0.08333333333333333,0.16666666666666666,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1498,1610612764,Antonio Daniels,Antonio Daniels,1498,WAS,1890.0,32,5.0,61,60,40,34,6.0,121,2.0,2.0,,1.0,3.0,1.0,,1.0,3.0,5.0,1.0,6.0,15.0,64,,3.0,4.0,1.0,6.0,15.0,2.0,1.0,,6.0,1.0,7.0,1.0,2.0,15.0,,1.0,4.0,,5.0,,5.0,,,2.0,2.0,1.0,2.0,,4.0,,7.0,2.0,,,,,,15.0,40,,2.0,0.6,0.75,0.75,0.9,0.8333333333333334,0.9375,0.16666666666666666,,,16.176470588235293,,,0.2,,0.07692307692307693,0.15151515151515152,,,0.2222222222222222,0.07692307692307693,0.3333333333333333,1.0,1.0,,0.5,0.3333333333333333,0.3333333333333333,0.16666666666666666,,0.2,0.5,0.5183916666666667,,0.54989,1.0,11.52,24.4,0.6557377049180327,2.0,,,1.0,1.0,1.0,1.0,4.0,,1.0,1.0,1.0,1.0,2.0,,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,0.4,1.0,,,1.0,1.0,0.4,,1.0,1.0,2.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,0.2857142857142857,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2427,1610612764,Roger Mason Jr.,Roger Mason Jr.,2427,WAS,1475.0,25,-5.0,46,46,29,30,6.0,92,1.0,2.0,,,3.0,5.0,1.0,2.0,1.0,5.0,6.0,1.0,9.0,53,1.0,1.0,3.0,3.0,1.0,3.0,2.0,5.0,,1.0,,1.0,,,2.0,,1.0,1.0,,2.0,,2.0,,,,,1.0,2.0,,2.0,,2.0,1.0,,,,,,3.0,29,,1.0,0.2,0.3333333333333333,0.36363636363636365,0.16666666666666666,0.375,0.21428571428571427,0.5454545454545454,,,23.076923076923077,,,0.0625,,0.125,0.08333333333333333,,,0.125,0.125,0.18181818181818182,0.5,0.5,,0.2727272727272727,,,0.45454545454545453,1.0,0.3333333333333333,0.7272727272727273,0.4825772727272728,0.5076,0.44705833333333334,0.3333333333333333,11.48,24.933333333333334,0.6304347826086957,1.0,1.0,1.0,2.0,,2.0,,,3.0,2.0,,,,,,,,0.3333333333333333,,0.3333333333333333,,,,0.09090909090909091,0.4,0.4,0.16666666666666666,0.16666666666666666,,0.4,1.0,3.0,1.0,,,,0.5,0.5,1.0,,,1.0,1.0,3.0,1.0,1.0,1.5,1.5,1.0,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2591,1610612764,James Lang,James Lang,2591,WAS,3277.0,55,,103,103,65,62,13.0,206,3.0,7.0,2.0,,,,,,4.0,9.0,,3.0,11.0,116,,1.0,5.0,,3.0,5.0,4.0,,2.0,2.0,,2.0,,,4.0,3.0,1.0,4.0,1.0,6.0,5.0,11.0,1.0,,2.0,1.0,6.0,14.0,,4.0,,5.0,1.0,3.0,,,1.0,3.0,5.0,65,1.0,1.0,0.4444444444444444,0.2,0.4444444444444444,0.2,0.5,0.35714285714285715,,0.2222222222222222,,11.111111111111112,0.5,0.125,0.12121212121212122,0.09375,0.045454545454545456,0.09090909090909091,0.1111111111111111,0.0625,0.06666666666666667,0.05263157894736842,0.7777777777777778,0.42857142857142855,0.6,0.2222222222222222,,,,,,,0.7777777777777778,0.5316333333333334,0.5468999999999999,0.51092,0.45454545454545453,2.2333333333333334,,0.6310679611650486,4.0,,,,,,,4.0,,,,,,1.0,1.0,0.5,1.0,,,,0.1,0.3333333333333333,,,,,0.8,,,,1.0,,2.0,,1.0,2.0,,,0.25,0.2,0.2,,,4.0,,,0.5,0.5,,,0.36363636363636365,2.0,4.0,1.0,2.0,4.0,4.0,2.0,1.0,2.0,2.0,0.5,0.2857142857142857,0.15384615384615385,0.2,0.14285714285714285,0.16666666666666666,0.25,0.6666666666666666,0.5,0.5,1.0,1.0,0.5,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2553,1610612764,Jarvis Hayes,Jarvis Hayes,2553,WAS,1929.0,32,-2.0,60,60,36,29,8.0,120,,1.0,,2.0,4.0,2.0,,2.0,2.0,5.0,4.0,,10.0,70,1.0,,1.0,4.0,,6.0,2.0,2.0,1.0,1.0,,1.0,,,2.0,1.0,1.0,1.0,1.0,3.0,2.0,5.0,,,,,3.0,3.0,,,,,,,,,,,6.0,36,,,0.4,,0.5555555555555556,0.6,0.5555555555555556,0.6,0.4444444444444444,0.2,,13.043478260869566,,0.25,0.058823529411764705,0.05,0.1,0.07407407407407407,0.06666666666666667,,0.125,0.125,0.1111111111111111,,,,0.4444444444444444,0.5,0.5,0.2222222222222222,,0.4,0.5555555555555556,0.49131111111111114,0.4106,0.52498,0.6,15.060000000000002,24.525,0.6,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,,,,,,0.5,0.5,0.5,0.5,0.5,,,0.5,0.2222222222222222,1.0,1.0,,0.4,1.0,1.0,,6.0,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,2.0,,1.0,,,,,1.0,0.1,,,0.16666666666666666,,,,,,,,1.0,0.25,0.3333333333333333,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1916,1610612764,Calvin Booth,Calvin Booth,1916,WAS,42.0,1,-3.0,1,2,1,2,,3,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2052,1610612764,DeShawn Stevenson,DeShawn Stevenson,2052,WAS,599.0,10,,22,22,17,19,3.0,44,,,1.0,,,,,,1.0,1.0,,4.0,6.0,25,,1.0,1.0,,4.0,6.0,2.0,,,1.0,,1.0,,1.0,2.0,1.0,,,,,2.0,2.0,,,1.0,1.0,,1.0,,3.0,,6.0,,,,,,,6.0,17,,,1.0,1.0,1.0,1.0,0.75,0.75,,,,20.0,,,,0.2,,,0.16666666666666666,1.0,,,,,,1.0,,,,,,,,0.3684,,0.3684,1.0,8.5,,0.7727272727272727,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,3.0,,,,0.75,0.75,,,2.0,,,,1.0,,,0.3333333333333333,,,1.0,,,,,1.0,,,,,,,,,,,1.0,1.0,,,,,,,2.0,1.0,0.25,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2406,1610612764,Caron Butler,Caron Butler,2406,WAS,1605.0,27,-1.0,46,49,24,26,4.0,95,3.0,3.0,1.0,2.0,5.0,,,,5.0,9.0,,1.0,11.0,60,,3.0,5.0,,,6.0,,,,2.0,1.0,3.0,1.0,,7.0,,2.0,2.0,1.0,5.0,,5.0,,,,,,,,1.0,,1.0,,,,,,,6.0,24,,,0.5555555555555556,0.6,0.5555555555555556,0.6,0.6111111111111112,0.6,,,,17.307692307692307,,0.25,0.125,,0.18181818181818182,0.14814814814814814,,,,0.1111111111111111,0.3333333333333333,1.0,1.0,0.1111111111111111,0.5555555555555556,0.4,0.4,,,,0.3333333333333333,0.46695555555555557,0.3849,0.45183999999999996,0.5454545454545454,12.11111111111111,,0.5217391304347826,1.0,,,,,,,10.0,,,,,,,,1.0,1.0,,,,0.4,1.0,1.0,,,,0.2,,,,1.0,,1.0,1.0,1.0,1.0,,,1.0,0.1111111111111111,0.1111111111111111,,,2.0,,,1.0,1.0,,,0.18181818181818182,,,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,0.5,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1712,1610612764,Antawn Jamison,Antawn Jamison,1712,WAS,1282.0,21,4.0,39,36,17,14,6.0,75,,2.0,,,,2.0,,1.0,,2.0,3.0,3.0,3.0,41,,,2.0,1.0,,,,2.0,1.0,,,,,,,,1.0,1.0,1.0,3.0,1.0,4.0,1.0,1.0,1.0,,2.0,2.0,,4.0,1.0,4.0,,1.0,,,,1.0,,17,,,,,,,0.21428571428571427,,0.6,0.5,,17.77777777777778,1.0,0.25,0.0625,,0.1,0.07692307692307693,0.0625,,0.125,0.125,0.4,,,,,,,0.4,,0.3333333333333333,1.0,0.56384,,0.5395833333333333,,1.05,24.666666666666668,0.4358974358974359,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,0.2,,,0.6666666666666666,,,,,,,,,2.0,,,,0.2857142857142857,0.5,,,,,,,,,,,,1.0,,,1.0,,1.0,,1.0,,,0.5,0.2,,,0.5,,,,,,1.0,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
