EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG3A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,NonHeaveArc3FGA,OffTwoPtRebounds,DefThreePtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,LostBallSteals,ShootingFouls,Fouls,FoulsDrawn,FTA,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,TsPct,PenaltyTsPct,FG3APct,Usage,DefFTReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,DefArc3ReboundPct,Arc3Frequency,SecondChanceArc3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,PenaltyPointsPct,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,FG2M,FG2A,FG3M,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,OffThreePtRebounds,LiveBallTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,Offensive Fouls,Loose Ball Fouls Drawn,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,LiveBallTurnoverPct,OffThreePtReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg2ptShotDistance,TwoPtAssists,Assists,LongMidRangeAssists,AssistPoints,DefTwoPtRebounds,NonShootingPenaltyNonTakeFouls,DefTwoPtReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,Arc3FGM,PenaltyArc3FGM,PtsUnassisted3s,NonHeaveArc3FGM,ThreePtAssists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,BadPassOutOfBoundsTurnovers,BadPassTurnovers,PenaltyTurnovers,DefAtRimReboundPct,Arc3Accuracy,UnblockedArc3Accuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceAtRimFGA,Fg2aBlocked,FTOffRebounds,BadPassSteals,LostBallOutOfBoundsTurnovers,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,DefensiveGoaltends,FG2APctBlocked,ShortMidRangePctBlocked,OffFTReboundPct,OffAtRimReboundPct,BlocksRecoveredPct,SecondChanceAtRimFrequency,Loose Ball Fouls,AtRimPctBlocked,OffShortMidRangeReboundPct,LongMidRangePctBlocked,PenaltyAtRimFGA,Travels,PenaltyAtRimFrequency,on,SecondChanceAtRimFGM,PenaltyAtRimFGM,SecondChanceFtPoints,PtsPutbacks,HeaveAttempts,Fg3aBlocked,Arc3Assists,SelfOReb,StepOutOfBoundsTurnovers,SecondChanceTurnovers,Offensive Fouls Drawn,Technical Free Throw Trips,BlockedShortMidRange,3SecondViolations,Defensive 3 Seconds Violations,FG3APctBlocked,Arc3PctBlocked,DefCorner3ReboundPct,SelfORebPct,Arc3PctAssisted,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimAccuracy,SecondChanceArc3FGM,Clear Path Fouls,BlockedLongMidRange,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,ThreePtShootingFoulsDrawnPct,Corner3PctBlocked,HeaveMakes,OffensiveGoaltends,BlockedCorner3
101121,1610612761,Joey Graham,Joey Graham,101121,TOR,522.0,9.0,-18.0,20,22,14.0,19.0,3.0,42,1.0,1.0,1.0,1.0,2.0,2.0,37.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,14.0,1.0,0.5,0.5,1.0,8.695652173913043,0.25,0.125,0.25,0.16666666666666666,0.1111111111111111,0.3333333333333333,0.25,1.0,1.0,1.0,1.0,1.0,35.2,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101166,1610612761,Uros Slokar,Uros Slokar,101166,TOR,1655.0,28.0,-10.0,57,56,15.0,24.0,7.0,113,1.0,,,2.0,4.0,23.0,62.0,1.0,1.0,1.0,10.0,1.0,,,,,2.0,2.0,,,4.0,5.0,4.0,5.0,1.0,10.0,15.0,1.0,0.71875,0.8333333333333334,0.14285714285714285,29.23076923076923,,,,,0.07407407407407407,,,0.07142857142857142,,,0.2857142857142857,0.43478260869565216,24.799999999999997,0.2631578947368421,1.0,2.0,3.0,5.0,4.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,12.0,1.0,1.0,2.0,1.0,5.0,3.0,4.0,1.0,14.0,2.0,3.0,2.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,0.875,0.875,1.0,0.5,1.0,1.0,0.5,0.6666666666666666,0.5,0.75,0.6785714285714286,0.8333333333333334,0.9,0.8333333333333334,0.6666666666666666,0.2857142857142857,0.2,0.5,0.14285714285714285,0.5,0.5,1.0,0.35714285714285715,0.6,0.6,0.6666666666666666,0.35714285714285715,0.8,0.8,1.0,0.07142857142857142,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,0.4373035714285714,0.43437499999999996,0.39852999999999994,0.13333333333333333,0.15384615384615385,0.21739130434782608,11.299999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2050,1610612761,Morris Peterson,Morris Peterson,2050,TOR,1208.0,20.0,-4.0,42,42,9.0,18.0,6.0,84,,,,2.0,,7.0,43.0,,1.0,,2.0,,,1.0,1.0,4.0,,4.0,,,2.0,3.0,1.0,1.0,,2.0,9.0,,0.5833333333333334,0.5,0.3333333333333333,14.583333333333334,0.3333333333333333,,0.3333333333333333,0.25,,,0.3333333333333333,,,,0.5,0.2857142857142857,22.6,0.21428571428571427,,1.0,,,2.0,3.0,1.0,2.0,,,,1.0,2.0,4.0,1.0,,,,,1.0,1.0,,4.0,,3.0,,1.0,,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,0.5,,,0.5,0.5,,1.0,0.5833333333333334,,0.5,,1.0,,,,0.16666666666666666,,,,,,,,0.5,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,0.5,0.5,1.0,,,,0.5,,0.46654166666666663,,0.41969999999999996,0.16666666666666666,0.25,,13.75,1.0,1.0,1.0,2.0,2.0,1.0,0.2222222222222222,0.3333333333333333,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,1610612761,Darrick Martin,Darrick Martin,239,TOR,1520.0,25.0,-15.0,55,56,28.0,35.0,9.0,111,4.0,1.0,2.0,4.0,2.0,7.0,68.0,1.0,2.0,2.0,5.0,4.0,,1.0,,3.0,,3.0,,,1.0,2.0,2.0,2.0,,5.0,28.0,,0.4375,0.625,0.5714285714285714,16.923076923076923,,,0.16666666666666666,0.15789473684210525,,,0.16666666666666666,0.5714285714285714,1.0,0.6666666666666666,0.7142857142857143,0.7142857142857143,26.200000000000003,0.509090909090909,1.0,1.0,,,,2.0,,,,,,,1.0,3.0,1.0,,,,,,1.0,1.0,,2.0,,,1.0,2.0,,3.0,,,,1.0,,,,0.25,,0.5,0.25,0.3333333333333333,,,0.35714285714285715,,0.5,,0.3333333333333333,,,,0.14285714285714285,1.0,1.0,,,,,,0.2857142857142857,,,,,,,,,,,,,0.4373142857142857,,0.3922833333333333,0.125,0.25,,11.766666666666666,8.0,9.0,5.0,19.0,2.0,,0.15384615384615385,0.25,,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,0.25,0.25,0.25,0.5,0.25,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2776,1610612761,Pape Sow,Pape Sow,2776,TOR,2053.0,34.0,-31.0,73,74,28.0,36.0,9.0,147,,,,,4.0,10.0,95.0,,,3.0,5.0,,2.0,,2.0,5.0,6.0,11.0,1.0,,1.0,2.0,5.0,6.0,,5.0,28.0,,0.45454545454545453,0.4166666666666667,,14.457831325301205,0.2857142857142857,0.07142857142857142,,0.14285714285714285,0.11428571428571428,0.07692307692307693,,,,,0.1111111111111111,0.5,,0.3835616438356164,,1.0,2.0,6.0,1.0,2.0,,,,,,,3.0,9.0,,,3.0,,,1.0,5.0,,4.0,2.0,,2.0,,1.0,,1.0,,,2.0,4.0,0.6666666666666666,0.6666666666666666,,,,,,0.3333333333333333,,0.2,0.3333333333333333,,0.2,,,0.2857142857142857,0.4,,0.1111111111111111,,,,0.6666666666666666,0.3333333333333333,0.5,0.5,0.2222222222222222,0.5,0.5,1.0,,,,,,,,,,0.3816333333333334,0.3591,0.34842,0.36363636363636365,0.36363636363636365,,9.255555555555555,2.0,2.0,2.0,4.0,3.0,,0.21428571428571427,0.25,0.16666666666666666,,,,,,,,,,,1.0,0.25,,,,,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.2222222222222222,0.3333333333333333,0.4,0.14285714285714285,1.0,0.3333333333333333,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743,1610612761,Kris Humphries,Kris Humphries,2743,TOR,500.0,8.0,-17.0,19,21,16.0,15.0,2.0,40,,,,,,2.0,33.0,,,,2.0,,1.0,1.0,,2.0,1.0,3.0,,,3.0,5.0,,,,2.0,16.0,,0.25,0.5,,19.047619047619047,,0.1111111111111111,0.25,0.25,0.1111111111111111,,0.25,,,,0.25,1.0,,0.8421052631578947,,1.0,1.0,2.0,,1.0,,,,,,,1.0,4.0,,,1.0,,,1.0,2.0,,,2.0,,,,,,,,,,,,,,,,,,0.25,,0.5,0.25,,0.5,,,,,,0.25,,,,0.5,0.5,1.0,,0.25,,,,,,,,,,,,,0.4228,0.4272,0.3654,,,,7.45,,,,,1.0,2.0,0.25,,1.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,0.5,0.5,,,,,1.0,1.0,0.25,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1515,1610612761,Anthony Parker,Anthony Parker,1515,TOR,53.0,1.0,-9.0,4,5,4.0,2.0,,9,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2410,1610612761,Fred Jones,Fred Jones,2410,TOR,262.0,4.0,-8.0,9,9,9.0,9.0,1.0,18,,,,,2.0,2.0,18.0,,,2.0,2.0,,,,,,,,,,,1.0,1.0,2.0,,2.0,9.0,,0.5,0.5,,20.0,,,,,,,,,,,,1.0,,1.0,,,,,,1.0,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,0.3556,,0.3556,0.5,0.5,,17.6,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101181,1610612761,Jose Calderon,Jose Calderon,101181,TOR,525.0,9.0,-16.0,17,17,,,,34,,,,,,4.0,27.0,,,,,,,1.0,,1.0,,1.0,1.0,,,,1.0,,,,,,0.4,,,35.29411764705882,,,1.0,0.5,,,1.0,,,,,,,,,,,,2.0,5.0,,,,,,,2.0,5.0,,,,,,,,,,4.0,,,1.0,,,1.0,,,,,,,,,,,,0.4,,,0.4,,,,1.0,,,,,,,,,,,,1.0,0.4,0.5,,,,,,,,,,,0.38849999999999996,,,,,,17.8,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,1.0,,,,,,,0.2,,,,,,,,,0.2,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2413,1610612761,Juan Dixon,Juan Dixon,2413,TOR,1195.0,20.0,-16.0,41,41,8.0,8.0,3.0,82,,,,1.0,,6.0,50.0,,,,,,,,1.0,1.0,,1.0,1.0,,,,,,,,8.0,,0.3,,0.1,26.666666666666664,0.3333333333333333,,,,,,,,,,0.3,,23.5,0.1951219512195122,,2.0,,1.0,3.0,6.0,,1.0,,,,,3.0,9.0,,1.0,1.0,,2.0,,2.0,,4.0,2.0,,,1.0,1.0,,2.0,,,,,0.6666666666666666,0.6666666666666666,,,,,,0.3333333333333333,1.0,,0.3,1.0,,1.0,0.5,,,,0.2,,,,0.1,,,,0.6,0.5,0.5,0.6666666666666666,0.1,,,,,,,,,0.45431499999999997,0.3965,0.5878,,,0.3333333333333333,13.97777777777778,1.0,2.0,,5.0,,,,,,,,,,1.0,1.0,,1.0,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,2.0,1.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
