EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Corner3PctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceCorner3FGM,SecondChanceCorner3FGA,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceFG3M,SecondChanceFG3A,PtsUnassisted3s,HeaveAttempts,NonHeaveArc3FGM,Clear Path Fouls,ThreePtShootingFoulsDrawn,BlockedShortMidRange,Defensive 3 Seconds Violations,SecondChanceFg3Pct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ThreePtShootingFoulsDrawnPct,DefensiveGoaltends,OffensiveGoaltends,Blocked3s,BlockedArc3,BlockedCorner3,3SecondViolations,Arc3PctBlocked,on,3pt And 1 Free Throw Trips
101107,1610612737,Marvin Williams,Marvin Williams,101107,ATL,21785.0,363,-94.0,706,694,258,243,84,1400,22.0,41.0,7.0,11.0,8.0,15.0,4.0,16.0,8.0,41.0,3.0,5.0,1.0,2.0,1.0,1.0,34,98,3.0,6.0,48.0,125,796,7.0,12.0,1.0,15.0,12.0,30,1.0,3.0,16.0,43.0,40.0,28.0,9.0,12.0,1.0,13.0,1.0,24.0,4.0,28.0,2.0,2.0,12.0,1.0,11.0,60.0,8.0,11.0,1.0,13.0,30.0,7.0,50,20.0,70,4.0,4.0,2.0,2.0,15.0,2.0,8.0,16.0,1.0,7.0,1.0,3.0,31.0,4.0,10.0,20.0,36.0,1.0,7.0,39.0,2.0,2.0,60.0,2.0,4.0,26.0,3.0,3.0,2.0,1.0,3.0,1.0,43.0,258,4.0,3.0,0.5882352941176471,0.7142857142857143,1.0,0.5,0.3333333333333333,0.5,0.3469387755102041,0.5833333333333334,0.4,0.3701923076923077,0.5833333333333334,0.4090909090909091,0.46564885496183206,0.5769230769230769,0.5,0.057692307692307696,0.16666666666666666,0.1326530612244898,0.21951219512195122,0.1875,0.024390243902439025,0.2,20.174346201743464,0.4838709677419355,0.25,0.034482758620689655,0.13392857142857142,0.04700854700854701,0.17333333333333334,0.12307692307692308,0.14381270903010032,0.06354515050167224,0.057971014492753624,0.05128205128205128,0.03968253968253968,0.1111111111111111,0.18181818181818182,0.11904761904761904,0.125,0.15217391304347827,0.12727272727272726,0.3,0.07692307692307693,0.3333333333333333,0.3942307692307692,0.5365853658536586,0.6875,0.5454545454545454,0.15384615384615385,0.25,0.3076923076923077,0.5,0.3942307692307692,0.1951219512195122,0.2,0.75,0.04807692307692308,0.6,0.75,1.0,0.009615384615384616,0.9166666666666666,0.6363636363636364,0.14285714285714285,0.45454545454545453,0.5333333333333333,0.06060606060606061,0.5,0.030303030303030304,0.4519230769230769,0.46113317307692314,0.54348,0.4541303030303031,0.203125,0.21311475409836064,0.12,0.344,9.496938775510204,24.766666666666666,0.3654390934844193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
101136,1610612737,Salim Stoudamire,Salim Stoudamire,101136,ATL,62036.0,1034,-94.0,2000,1982,798,783,248,3982,34.0,59.0,2.0,6.0,14.0,25.0,11.0,23.0,76.0,188.0,14.0,27.0,6.0,12.0,128.0,55.0,121,270,56.0,155.0,61.0,471,2135,11.0,23.0,4.0,50.0,43.0,87,21.0,67.0,29.0,178.0,130.0,112.0,150.0,2.0,126.0,6.0,,51.0,10.0,61.0,8.0,2.0,30.0,4.0,17.0,132.0,,6.0,,11.0,53.0,4.0,68,6.0,74,2.0,21.0,13.0,8.0,27.0,7.0,17.0,28.0,2.0,10.0,4.0,6.0,55.0,7.0,20.0,37.0,88.0,1.0,8.0,66.0,1.0,10.0,68.0,7.0,6.0,21.0,12.0,2.0,,1.0,2.0,1.0,178.0,798,16.0,12.0,0.5371900826446281,0.5416666666666666,0.8928571428571429,0.36129032258064514,0.31343283582089554,0.3660130718954248,0.44814814814814813,0.4782608695652174,0.4942528735632184,0.4823529411764706,0.5897435897435898,0.4837662337662338,0.5143805309734514,0.6097560975609756,0.5208333333333334,0.36470588235294116,,0.022222222222222223,0.0847457627118644,,0.005319148936170213,,22.053066550674206,0.4909090909090909,0.04395604395604396,,0.08191653786707882,0.008438818565400843,0.04824561403508772,,0.07314285714285715,0.006564551422319475,0.008333333333333333,0.008064516129032258,0.008645533141210375,,,0.07539682539682539,0.08391608391608392,0.0873015873015873,0.04819277108433735,0.04838709677419355,0.008438818565400843,0.5,0.1388235294117647,0.576271186440678,0.6296296296296297,0.47058823529411764,0.05411764705882353,0.4782608695652174,0.4782608695652174,0.2727272727272727,0.4423529411764706,0.40425531914893614,0.40641711229946526,0.6052631578947368,0.06352941176470588,0.5185185185185185,0.5185185185185185,1.0,0.30117647058823527,0.15384615384615385,0.3333333333333333,,0.16233766233766234,0.56,0.07792207792207792,0.5,0.35714285714285715,0.5035294117647059,0.4684702127659572,0.48844074074074084,0.47098333333333336,0.05,0.07394366197183098,0.10615711252653928,0.37791932059447986,14.223703703703707,25.91548387096774,0.399,2.0,3.0,42.0,6.0,13.0,15.0,8.0,16.0,18.0,2.0,42.0,1.0,1.0,1.0,3.0,0.5,0.328125,0.328125,0.8571428571428571,0.07692307692307693,0.6666666666666666,1.0,0.3333333333333333,0.46153846153846156,1.0,0.2727272727272727,0.3333333333333333,0.00641025641025641,,,,,,,,True,
101159,1610612737,Dijon Thompson,Dijon Thompson,101159,ATL,1185.0,20,-9.0,39,39,15,10,2,78,2.0,3.0,1.0,1.0,,,,1.0,1.0,2.0,,1.0,,,1.0,,3,6,,2.0,,6,46,1.0,1.0,,2.0,,2,,,,,,6.0,,2.0,1.0,1.0,,1.0,1.0,2.0,,1.0,,,1.0,5.0,,2.0,,,3.0,1.0,4,2.0,6,,,,,,1.0,,1.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,15,,,,,,,,,0.5,1.0,,0.375,1.0,,0.375,1.0,,0.25,,0.16666666666666666,,1.0,,,21.951219512195124,,0.5,,0.375,0.13333333333333333,,,0.21428571428571427,0.11764705882352941,,,0.2857142857142857,,,,0.3333333333333333,0.4,,,,,0.375,0.6666666666666666,0.6666666666666666,,0.125,,,,0.25,0.5,0.5,,0.125,,,,0.125,1.0,1.0,,,,,,,0.625,0.47421874999999997,0.5494,0.35015,,,0.3333333333333333,,7.8,25.200000000000003,0.38461538461538464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
200780,1610612737,Solomon Jones,Solomon Jones,200780,ATL,15798.0,263,-49.0,501,506,232,227,70,1007,15.0,27.0,6.0,13.0,5.0,12.0,2.0,7.0,3.0,11.0,,,,,1.0,1.0,20,45,,1.0,32.0,72,567,6.0,14.0,6.0,18.0,9.0,22,,1.0,9.0,27.0,28.0,12.0,,10.0,1.0,7.0,,,2.0,2.0,1.0,1.0,,,,6.0,3.0,12.0,2.0,9.0,16.0,4.0,29,17.0,46,1.0,3.0,2.0,1.0,2.0,,1.0,5.0,2.0,1.0,,,7.0,2.0,7.0,32.0,47.0,2.0,2.0,31.0,5.0,4.0,39.0,1.0,,18.0,2.0,26.0,20.0,3.0,26.0,16.0,27.0,232,5.0,2.0,0.7,0.9333333333333333,,,,,0.4444444444444444,0.42857142857142855,0.4090909090909091,0.43478260869565216,0.42857142857142855,0.391304347826087,0.5538461538461539,0.5294117647058824,0.46551724137931033,0.021739130434782608,,0.15555555555555556,0.2222222222222222,,0.09090909090909091,,12.244897959183673,0.2857142857142857,0.2,0.09523809523809523,0.10062893081761007,0.06349206349206349,0.14285714285714285,0.07894736842105263,0.11261261261261261,0.06607929515418502,0.1206896551724138,0.05405405405405406,0.031914893617021274,0.06896551724137931,0.1111111111111111,0.11764705882352941,0.14814814814814814,0.0625,0.16666666666666666,0.06666666666666667,0.05555555555555555,0.6153846153846154,0.5869565217391305,0.5555555555555556,0.7142857142857143,0.6666666666666666,0.15217391304347827,0.2857142857142857,0.2857142857142857,0.5,0.2391304347826087,0.2727272727272727,0.3,1.0,,,,,0.021739130434782608,0.9285714285714286,0.46153846153846156,0.16666666666666666,0.5217391304347826,0.4166666666666667,,,0.043478260869565216,0.6086956521739131,0.4932228260869566,0.5497923076923077,0.4658456521739131,0.2857142857142857,0.2903225806451613,0.25,0.375,5.615555555555557,31.6,0.4630738522954092,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,3.0,1.0,,,,,,True,
2098,1610612737,Slava Medvedenko,Slava Medvedenko,2098,ATL,810.0,14,-12.0,29,28,29,17,2,57,,,,,,,,,1.0,2.0,1.0,1.0,1.0,1.0,,,1,2,1.0,1.0,5.0,10,36,,,,,1.0,2,1.0,1.0,5.0,10.0,2.0,,3.0,,,,,,,,,,,,,,,1.0,,,1.0,,1,1.0,2,,,,,1.0,,,1.0,,1.0,,,2.0,,2.0,,4.0,,,4.0,,,6.0,,,2.0,1.0,,,,,,10.0,29,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,,0.5,0.8333333333333334,,0.8333333333333334,0.8333333333333334,,0.8333333333333334,0.3333333333333333,,,,,,,25.806451612903228,0.5,,,0.25,0.125,,,0.14285714285714285,0.1,,1.0,,,,1.0,,,,,,,,,,,,,,,0.6666666666666666,0.5,0.5,1.0,0.3333333333333333,1.0,1.0,1.0,,,,,,,0.3333333333333333,1.0,,0.3333333333333333,0.38633333333333336,,0.38633333333333336,0.4,0.5,,1.0,17.450000000000003,23.3,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,True,
101212,1610612737,Esteban Batista,Esteban Batista,101212,ATL,1957.0,33,-15.0,64,67,30,52,5,131,4.0,6.0,,,2.0,4.0,1.0,1.0,,1.0,,,,,,,5,8,,,2.0,12,67,,,2.0,2.0,2.0,5,,,2.0,6.0,6.0,4.0,,,,,,2.0,,2.0,,,1.0,,1.0,4.0,,3.0,,3.0,6.0,2.0,11,3.0,14,,1.0,1.0,,,,,2.0,,,,1.0,2.0,,2.0,3.0,5.0,1.0,1.0,4.0,1.0,1.0,4.0,,,2.0,,,,,,,6.0,30,1.0,,0.6,0.6,,,,,0.625,,0.4,0.625,,0.4,0.6,0.5,0.5,,,,,,,,17.142857142857142,,0.4,,0.35294117647058826,0.15,0.3,,0.3333333333333333,0.10344827586206896,,,0.2727272727272727,,,0.3333333333333333,1.0,0.2857142857142857,0.3333333333333333,,,,0.75,0.6666666666666666,0.6666666666666666,0.75,0.125,1.0,1.0,,0.125,,,,,,,,,,,,0.8,0.5,,,,0.75,0.5571125,,0.58152,0.2,0.2,0.16666666666666666,0.5,3.2875,,0.46875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
1533,1610612737,Anthony Johnson,Anthony Johnson,1533,ATL,8313.0,139,7.0,270,270,118,103,20,540,3.0,6.0,,1.0,,2.0,2.0,4.0,8.0,18.0,,1.0,,,8.0,6.0,13,28,4.0,9.0,13.0,51,296,3.0,5.0,2.0,8.0,6.0,9,2.0,6.0,13.0,31.0,12.0,14.0,9.0,,8.0,,,18.0,7.0,25.0,5.0,2.0,7.0,2.0,9.0,57.0,,3.0,,5.0,7.0,,12,3.0,15,2.0,4.0,4.0,,4.0,1.0,2.0,3.0,,2.0,,,7.0,,2.0,5.0,11.0,,1.0,11.0,,1.0,15.0,1.0,,4.0,4.0,,,,1.0,1.0,31.0,118,2.0,4.0,0.46153846153846156,0.46153846153846156,0.75,0.4444444444444444,0.3333333333333333,0.4444444444444444,0.4642857142857143,0.6,0.6666666666666666,0.5135135135135135,0.5,0.6,0.5795454545454546,0.5714285714285714,0.7045454545454546,0.24324324324324326,,,,,,,17.17171717171717,0.5714285714285714,,,0.07291666666666667,0.0375,0.1724137931034483,,0.096,0.029411764705882353,0.10526315789473684,,0.02040816326530612,,,0.022222222222222223,0.047619047619047616,0.16666666666666666,0.16666666666666666,0.2,0.10526315789473684,1.0,0.16216216216216217,0.5,0.5,0.3333333333333333,0.10810810810810811,0.5,0.5,0.5,0.4864864864864865,0.4444444444444444,0.4444444444444444,0.5,0.02702702702702703,,,,0.21621621621621623,0.16666666666666666,,,0.13333333333333333,,,,0.4,0.40540540540540543,0.43297432432432426,0.4469,0.41757000000000005,0.1,0.12903225806451613,0.1568627450980392,0.6078431372549019,13.757142857142854,26.07777777777778,0.43703703703703706,,1.0,4.0,,,2.0,,1.0,3.0,,4.0,,,,,,0.5,0.5,0.75,0.16666666666666666,,,,,,0.3333333333333333,0.5,,,,1.0,1.0,,,,True,
200749,1610612737,Shelden Williams,Shelden Williams,200749,ATL,26973.0,450,-31.0,858,853,378,353,106,1711,29.0,56.0,9.0,19.0,13.0,31.0,7.0,16.0,18.0,45.0,,,,,2.0,2.0,54,117,1.0,2.0,47.0,158,900,10.0,26.0,12.0,32.0,22.0,57,1.0,2.0,16.0,63.0,78.0,30.0,3.0,8.0,2.0,9.0,,14.0,1.0,15.0,1.0,,6.0,1.0,7.0,31.0,7.0,29.0,6.0,17.0,68.0,16.0,101,42.0,143,6.0,18.0,11.0,7.0,11.0,2.0,3.0,20.0,2.0,8.0,,4.0,31.0,5.0,12.0,24.0,53.0,3.0,10.0,46.0,5.0,,59.0,3.0,,25.0,6.0,8.0,6.0,,9.0,7.0,63.0,378,8.0,6.0,0.7222222222222222,0.78,1.0,0.5,0.5,0.5,0.46153846153846156,0.38461538461538464,0.38596491228070173,0.46638655462184875,0.38461538461538464,0.3983050847457627,0.5374149659863946,0.48484848484848486,0.44366197183098594,0.01680672268907563,,0.07692307692307693,0.14285714285714285,0.0625,,,18.144750254842,0.3548387096774194,0.36363636363636365,0.24,0.23448275862068965,0.09666666666666666,0.16666666666666666,0.07865168539325842,0.21683673469387754,0.09254498714652956,0.17391304347826086,0.0784313725490196,0.05732484076433121,0.05970149253731343,0.13636363636363635,0.2545454545454545,0.2714285714285714,0.19090909090909092,0.13157894736842105,0.2692307692307692,0.11320754716981132,0.7777777777777778,0.47058823529411764,0.5178571428571429,0.6041666666666666,0.6551724137931034,0.13445378151260504,0.4375,0.4666666666666667,0.42857142857142855,0.37815126050420167,0.4,0.4,0.9444444444444444,,,,,0.01680672268907563,0.7307692307692307,0.47368421052631576,0.2222222222222222,0.5254237288135594,0.41935483870967744,,,0.03389830508474576,0.48739495798319327,0.479079411764706,0.522525,0.4840093220338982,0.1773049645390071,0.17985611510791366,0.20253164556962025,0.3987341772151899,8.087179487179487,25.7,0.4405594405594406,,,1.0,,,1.0,,,,,1.0,,,2.0,3.0,,0.5,0.5,1.0,,,,,,,0.5,0.5,,,,1.0,,1.0,,,True,
2746,1610612737,Josh Smith,Josh Smith,2746,ATL,34292.0,572,16.0,1109,1108,442,414,144,2217,49.0,76.0,9.0,13.0,19.0,33.0,6.0,22.0,12.0,39.0,1.0,6.0,,3.0,21.0,14.0,67,137,4.0,27.0,59.0,205,1165,13.0,21.0,4.0,30.0,26.0,58,2.0,17.0,17.0,75.0,74.0,60.0,9.0,14.0,20.0,10.0,,31.0,17.0,48.0,13.0,4.0,21.0,1.0,9.0,113.0,10.0,22.0,,23.0,71.0,10.0,104,32.0,136,2.0,24.0,17.0,7.0,20.0,8.0,10.0,31.0,,10.0,1.0,8.0,51.0,3.0,22.0,26.0,62.0,4.0,11.0,73.0,5.0,6.0,86.0,9.0,,37.0,9.0,52.0,42.0,6.0,52.0,35.0,75.0,442,7.0,8.0,0.5522388059701493,0.6166666666666667,0.75,0.14814814814814814,0.11764705882352941,0.15384615384615385,0.48905109489051096,0.6190476190476191,0.4482758620689655,0.4451219512195122,0.5652173913043478,0.38666666666666666,0.5074257425742574,0.5769230769230769,0.4166666666666667,0.16463414634146342,,0.072992700729927,0.10526315789473684,0.09090909090909091,,,19.610894941634243,0.39215686274509803,0.20408163265306123,,0.18205128205128204,0.057441253263707574,0.1885245901639344,0.078125,0.18359375,0.06262230919765166,0.04861111111111111,0.1111111111111111,0.045454545454545456,0.09473684210526316,0.030303030303030304,0.16666666666666666,0.21951219512195122,0.17857142857142858,0.25301204819277107,0.05128205128205128,0.024691358024691357,0.6730769230769231,0.4634146341463415,0.6447368421052632,0.7205882352941176,0.5510204081632653,0.13414634146341464,0.2727272727272727,0.3,0.16666666666666666,0.23780487804878048,0.3076923076923077,0.3076923076923077,0.75,0.036585365853658534,0.16666666666666666,0.16666666666666666,1.0,0.12804878048780488,0.5652173913043478,0.6923076923076923,0.1111111111111111,0.44,0.5757575757575758,0.04,,0.18666666666666668,0.6280487804878049,0.5110769938650305,0.5052657894736842,0.5047581081081081,0.19689119170984457,0.22424242424242424,0.14634146341463414,0.36585365853658536,6.710218978102189,27.01111111111111,0.3985572587917042,,,3.0,,2.0,2.0,,2.0,3.0,1.0,3.0,,1.0,4.0,2.0,,0.14285714285714285,0.14285714285714285,0.6666666666666666,,,,0.08695652173913043,,,0.14285714285714285,0.15,0.03571428571428571,1.0,,,,,,,True,
2735,1610612737,Josh Childress,Josh Childress,2735,ATL,24342.0,406,-57.0,778,779,325,294,89,1557,38.0,67.0,11.0,19.0,13.0,25.0,2.0,4.0,6.0,19.0,3.0,14.0,1.0,7.0,5.0,3.0,46,90,4.0,19.0,39.0,143,835,11.0,20.0,8.0,30.0,18.0,35,1.0,10.0,15.0,54.0,46.0,46.0,12.0,20.0,4.0,10.0,,22.0,5.0,27.0,5.0,,4.0,3.0,15.0,59.0,3.0,25.0,,12.0,27.0,6.0,45,28.0,73,5.0,15.0,11.0,4.0,6.0,1.0,3.0,13.0,1.0,3.0,,4.0,19.0,6.0,8.0,12.0,25.0,1.0,3.0,38.0,1.0,2.0,51.0,5.0,,26.0,2.0,9.0,7.0,,9.0,6.0,54.0,325,4.0,2.0,0.5,0.6388888888888888,1.0,0.21052631578947367,0.1,0.2222222222222222,0.5111111111111111,0.55,0.5142857142857142,0.47706422018348627,0.5238095238095238,0.43333333333333335,0.5416666666666666,0.6,0.4909090909090909,0.1743119266055046,,0.1111111111111111,0.14925373134328357,,,,17.023675310033823,0.3157894736842105,0.2,,0.0967741935483871,0.08278145695364239,0.14285714285714285,0.04225352112676056,0.10743801652892562,0.07506702412868632,0.09523809523809523,0.045454545454545456,0.08496732026143791,0.02,0.09523809523809523,0.09322033898305085,0.04477611940298507,0.13829787234042554,0.15151515151515152,0.1111111111111111,0.10869565217391304,0.6666666666666666,0.6146788990825688,0.5671641791044776,0.6666666666666666,0.4473684210526316,0.03669724770642202,0.5,0.5,,0.1743119266055046,0.3157894736842105,0.3157894736842105,1.0,0.12844036697247707,0.21428571428571427,0.21428571428571427,1.0,0.045871559633027525,0.9047619047619048,0.5789473684210527,0.09090909090909091,0.5555555555555556,0.52,0.15555555555555556,0.14285714285714285,0.06666666666666667,0.7889908256880734,0.5467106481481482,0.5532117647058824,0.5451693181818182,0.2,0.23423423423423423,0.2097902097902098,0.3776223776223776,4.4,24.442105263157895,0.41773778920308485,,1.0,1.0,,,,,1.0,,1.0,1.0,,,2.0,,,0.2,0.2,1.0,0.047619047619047616,,,,,,,0.25,,1.0,1.0,,,,2.0,,True,
