EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,DefCorner3ReboundPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,SecondChanceArc3FGA,PtsPutbacks,Fg3aBlocked,FTDefRebounds,SelfOReb,Travels,FG3APctBlocked,Arc3PctBlocked,DefFTReboundPct,SelfORebPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,Loose Ball Fouls,Offensive Fouls,2pt And 1 Free Throw Trips,DefensiveGoaltends,Defensive 3 Seconds Violations,LongMidRangePctBlocked,Corner3PctBlocked,OffAtRimReboundPct,DefAtRimReboundPct,AtRimPctAssisted,SecondChanceFtPoints,PtsUnassisted3s,HeaveAttempts,LostBallSteals,LostBallOutOfBoundsTurnovers,Technical Free Throw Trips,BlockedAtRim,FTOffRebounds,OffFTReboundPct,OffShortMidRangeReboundPct,StepOutOfBoundsTurnovers,OffCorner3ReboundPct,ThreePtShootingFoulsDrawn,BlockedLongMidRange,3SecondViolations,ThreePtShootingFoulsDrawnPct,SecondChanceArc3FGM,3pt And 1 Free Throw Trips,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChanceAtRimPctAssisted,on,Blocked3s,BlockedArc3,OffensiveGoaltends
147,1610612756,Jalen Rose,Jalen Rose,147,PHX,6946.0,116,-14,230,231,106,111,27.0,461,1.0,2.0,3.0,5.0,7.0,16.0,3.0,9.0,1.0,2.0,2.0,3.0,5.0,11.0,2.0,4.0,11.0,23,8.0,20.0,4.0,50.0,221,1.0,1.0,1.0,2.0,5.0,7.0,13,4.0,7.0,2.0,28.0,12.0,10.0,24.0,11.0,5.0,2.0,7.0,3.0,10.0,2.0,1.0,5.0,1.0,1.0,23.0,1.0,2.0,4.0,8.0,12,3.0,15,2.0,2.0,5.0,1.0,4.0,1.0,1.0,6.0,1.0,3.0,3.0,7,8.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,28.0,106,3.0,1.0,0.5454545454545454,0.5454545454545454,1.0,0.4,0.5,0.5714285714285714,0.4,0.4782608695652174,1.0,0.5384615384615384,0.5348837209302325,0.8333333333333334,0.65,0.5555555555555556,0.8333333333333334,0.6666666666666666,0.46511627906976744,0.08695652173913043,0.5,0.2,19.767441860465116,0.8333333333333334,0.0975609756097561,0.02564102564102564,0.12903225806451613,0.02631578947368421,0.10619469026548672,0.02586206896551724,0.04081632653061224,0.047619047619047616,0.07692307692307693,0.13953488372093023,0.14285714285714285,1.0,0.046511627906976744,0.5,1.0,0.11627906976744186,0.6,0.75,0.3333333333333333,0.37209302325581395,0.4375,0.4375,0.7142857142857143,0.20930232558139536,0.3333333333333333,0.3333333333333333,1.0,0.2558139534883721,0.45454545454545453,0.45454545454545453,1.0,0.6666666666666666,0.5,1.0,0.15,0.6666666666666666,0.2,0.5,0.5116279069767442,0.45454545454545453,0.46504418604651154,0.46482500000000004,0.43233,0.022727272727272728,0.041666666666666664,0.1,0.56,15.96521739130435,24.69,0.4608695652173913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
15,1610612756,Eric Piatkowski,Eric Piatkowski,15,PHX,523.0,9,-8,19,19,7,19,2.0,38,,,,,,1.0,,1.0,,,,,1.0,2.0,,,,1,1.0,3.0,2.0,5.0,22,,,,,,,1,,,2.0,2.0,,,3.0,2.0,1.0,,,,,,,,,,,,1.0,1.0,1.0,2,1.0,3,,,,,,,,,,,,2,1.0,,,2.0,1.0,,,,,,2.0,7,2.0,,,,1.0,0.3333333333333333,,,0.3333333333333333,,,,0.375,,,0.5,,0.5,0.75,,,,23.80952380952381,,0.3333333333333333,0.125,0.3333333333333333,,0.3333333333333333,0.07142857142857142,0.14285714285714285,,0.5,,,,,,,,,,,0.25,,,,0.25,,,,0.5,0.5,0.5,1.0,,,,,,,,0.75,0.5,0.46777500000000005,,0.2184,0.2,0.5,,0.4,20.2,25.133333333333336,0.3684210526315789,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
1908,1610612756,Jumaine Jones,Jumaine Jones,1908,PHX,2809.0,47,-17,98,94,45,71,13.0,192,1.0,1.0,,1.0,1.0,8.0,,4.0,,1.0,,3.0,1.0,5.0,,1.0,2.0,10,1.0,9.0,,7.0,97,1.0,2.0,,2.0,2.0,1.0,3,,4.0,,2.0,2.0,2.0,3.0,5.0,1.0,,,,,,,,,,,2.0,2.0,2.0,2.0,6,4.0,10,2.0,2.0,1.0,,1.0,1.0,,2.0,,1.0,5.0,5,1.0,,1.0,,,,,,,,2.0,45,,,0.5,1.0,1.0,0.1111111111111111,,,0.1111111111111111,0.2,0.5,0.3333333333333333,0.18421052631578946,0.25,0.14285714285714285,0.18421052631578946,0.25,0.14285714285714285,0.47368421052631576,,,,18.749999999999996,0.5,0.07407407407407407,0.06060606060606061,0.16666666666666666,0.09090909090909091,0.10256410256410256,0.07272727272727272,0.09523809523809523,0.15384615384615385,0.125,0.0625,0.1111111111111111,,0.05263157894736842,1.0,1.0,0.05263157894736842,,,,0.42105263157894735,0.125,0.125,1.0,0.21052631578947367,,,,0.2631578947368421,0.2,0.25,1.0,0.25,,,0.42857142857142855,,0.14285714285714285,,0.5263157894736842,0.2,0.4570263157894737,0.4361,0.5038357142857143,,,0.2857142857142857,0.2857142857142857,16.520000000000003,24.744444444444447,0.45918367346938777,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.1111111111111111,0.2,0.5,0.06666666666666667,0.25,1.0,0.25,0.14285714285714285,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
2469,1610612756,Pat Burke,Pat Burke,2469,PHX,5492.0,92,-36,188,185,96,111,15.0,373,6.0,8.0,2.0,6.0,1.0,6.0,1.0,4.0,,,1.0,3.0,4.0,13.0,4.0,12.0,9.0,20,5.0,17.0,2.0,35.0,212,2.0,4.0,,1.0,4.0,3.0,10,5.0,15.0,2.0,23.0,10.0,8.0,15.0,13.0,4.0,2.0,2.0,3.0,5.0,2.0,1.0,2.0,,,13.0,1.0,5.0,3.0,15.0,21,6.0,27,,,2.0,,2.0,3.0,,5.0,,1.0,7.0,12,6.0,1.0,,4.0,3.0,,,,,,23.0,96,,,0.5555555555555556,0.7142857142857143,1.0,0.29411764705882354,,0.3333333333333333,0.29411764705882354,0.45,0.5,0.3,0.44594594594594594,0.4,0.42,0.44871794871794873,0.4,0.42592592592592593,0.4594594594594595,0.1,0.125,,21.359223300970875,0.4,0.24193548387096775,0.0847457627118644,0.15,0.03225806451612903,0.21951219512195122,0.06666666666666667,0.05,0.045454545454545456,0.1111111111111111,0.3125,0.17647058823529413,,0.21621621621621623,0.75,0.8571428571428571,0.16216216216216217,0.3333333333333333,0.3333333333333333,0.5,0.16216216216216217,0.16666666666666666,0.2,1.0,0.10810810810810811,0.25,0.3333333333333333,1.0,0.35135135135135137,0.3076923076923077,0.3076923076923077,1.0,,,,0.12,0.3333333333333333,0.48,0.3333333333333333,0.6756756756756757,0.3076923076923077,0.47372702702702707,0.565225,0.47619799999999995,0.07692307692307693,0.13636363636363635,0.11428571428571428,0.6571428571428571,8.05,25.28235294117647,0.5106382978723404,,2.0,3.0,2.0,3.0,1.0,4.0,1.0,3.0,,1.0,0.058823529411764705,,0.25,,0.6,0.6666666666666666,0.2,0.12,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,0.16666666666666666,0.25,0.2,0.25,0.5,,,,,,,,,,,,,,,,,,,,,,True,,,
2556,1610612756,Marcus Banks,Marcus Banks,2556,PHX,30165.0,503,-141,997,995,353,343,98.0,1992,45.0,74.0,2.0,6.0,32.0,87.0,,2.0,,,,1.0,5.0,27.0,3.0,12.0,79.0,167,5.0,29.0,48.0,221.0,1116,4.0,13.0,,,12.0,23.0,59,3.0,13.0,17.0,72.0,70.0,88.0,6.0,25.0,5.0,10.0,45.0,15.0,60.0,11.0,4.0,16.0,7.0,22.0,135.0,3.0,7.0,8.0,19.0,28,10.0,38,23.0,10.0,19.0,1.0,12.0,21.0,7.0,40.0,1.0,14.0,22.0,70,57.0,,7.0,60.0,28.0,4.0,3.0,2.0,3.0,1.0,72.0,353,12.0,4.0,0.4430379746835443,0.4430379746835443,0.4,0.1724137931034483,,0.23076923076923078,0.18518518518518517,0.47305389221556887,0.3076923076923077,0.3898305084745763,0.4413265306122449,0.3076923076923077,0.3819444444444444,0.49551569506726456,0.4,0.43373493975903615,0.14795918367346939,0.059880239520958084,0.10810810810810811,0.16666666666666666,23.736462093862816,0.475,0.05846153846153846,0.02046783625730994,0.08,0.022058823529411766,0.06352941176470588,0.02092050209205021,0.017045454545454544,0.031914893617021274,0.021739130434782608,0.0684931506849315,0.1,0.3333333333333333,0.37755102040816324,0.6081081081081081,0.6818181818181818,0.030612244897959183,0.3333333333333333,0.4,,0.44387755102040816,0.367816091954023,0.37209302325581395,0.4375,0.01020408163265306,,,,0.1377551020408163,0.18518518518518517,0.18518518518518517,0.4,,,,0.013888888888888888,,0.16666666666666666,0.25,0.5255102040816326,0.2,0.49816787564766857,0.45134444444444444,0.4875864285714285,0.1278538812785388,0.14736842105263157,0.05429864253393665,0.3257918552036199,10.491616766467065,27.76896551724138,0.354062186559679,,2.0,6.0,16.0,28.0,,,,1.0,1.0,3.0,,,0.022727272727272728,0.010416666666666666,0.46153846153846156,0.3333333333333333,,0.3888888888888889,0.5714285714285714,,11.0,5.0,,1.0,0.011494252873563218,,0.042105263157894736,0.08045977011494253,0.4666666666666667,4.0,9.0,2.0,13.0,3.0,1.0,1.0,,,,,,,,,,,,,,,True,,,
2564,1610612756,Boris Diaw,Boris Diaw,2564,PHX,16206.0,270,-87,522,527,138,150,58.0,1049,11.0,20.0,3.0,12.0,4.0,15.0,,,,,,,1.0,2.0,1.0,2.0,18.0,47,1.0,2.0,10.0,49.0,606,2.0,7.0,,,4.0,4.0,9,1.0,2.0,4.0,15.0,16.0,20.0,3.0,1.0,1.0,5.0,22.0,12.0,34.0,6.0,6.0,9.0,2.0,11.0,80.0,2.0,10.0,4.0,21.0,28,13.0,41,4.0,1.0,11.0,2.0,9.0,9.0,2.0,20.0,1.0,8.0,11.0,20,18.0,1.0,,14.0,6.0,3.0,5.0,2.0,5.0,,15.0,138,2.0,3.0,0.4444444444444444,0.5,1.0,0.5,,0.5,1.0,0.3829787234042553,0.2857142857142857,0.4444444444444444,0.3979591836734694,0.2857142857142857,0.5,0.4537037037037037,0.2857142857142857,0.5357142857142857,0.04081632653061224,0.10638297872340426,0.2,0.08333333333333333,12.67123287671233,0.55,0.12352941176470589,0.0546448087431694,0.08163265306122448,0.03125,0.1141552511415525,0.048582995951417005,0.061224489795918366,0.047619047619047616,0.14814814814814814,0.13043478260869565,0.075,,0.40816326530612246,0.55,0.6875,0.24489795918367346,0.25,0.2727272727272727,0.3333333333333333,0.30612244897959184,0.26666666666666666,0.26666666666666666,0.75,,,,,0.04081632653061224,0.5,0.5,1.0,,,,,,0.18181818181818182,0.5,0.4489795918367347,1.0,0.44969895833333334,0.47335,0.46382500000000004,0.11764705882352941,0.12244897959183673,0.08163265306122448,0.30612244897959184,8.702127659574469,39.75,0.26436781609195403,0.1111111111111111,2.0,5.0,2.0,6.0,,4.0,,3.0,1.0,2.0,,,0.15,0.043478260869565216,0.7142857142857143,0.4,,0.5454545454545454,0.3333333333333333,1.0,4.0,4.0,,,,,0.05263157894736842,0.0851063829787234,0.36363636363636365,,,1.0,3.0,1.0,,3.0,1.0,0.125,0.03571428571428571,,,,,,,,,,,,True,,,
1752,1610612756,Sean Marks,Sean Marks,1752,PHX,804.0,13,-4,30,30,9,30,4.0,60,1.0,1.0,,,1.0,3.0,,,,,,,,,,,2.0,4,,,2.0,6.0,30,,,,,,1.0,1,,,,2.0,4.0,,,,,,,,,,,,,,,,,1.0,1.0,2,,2,,,,,,,,,,,1.0,3,1.0,,,2.0,1.0,,1.0,1.0,1.0,1.0,2.0,9,2.0,,1.0,1.0,,,,,,0.5,,1.0,0.5,,1.0,0.6,,1.0,,,,,14.705882352941176,,0.14285714285714285,,0.3333333333333333,,0.2,,,,0.5,,1.0,1.0,0.25,1.0,1.0,,,,,0.75,0.3333333333333333,0.3333333333333333,1.0,,,,,,,,,,,,,,,,0.25,,0.49815,,0.8508,0.2,0.2,,0.3333333333333333,14.775,,0.3,,,,1.0,1.0,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,True,,,
2571,1610612756,Leandro Barbosa,Leandro Barbosa,2571,PHX,19122.0,319,-100,644,641,216,225,50.0,1285,26.0,48.0,2.0,9.0,7.0,29.0,11.0,16.0,2.0,3.0,4.0,4.0,9.0,28.0,2.0,11.0,35.0,86,20.0,44.0,38.0,168.0,729,1.0,4.0,2.0,5.0,12.0,11.0,26,6.0,15.0,7.0,47.0,22.0,48.0,51.0,27.0,9.0,6.0,33.0,12.0,45.0,8.0,4.0,18.0,3.0,12.0,102.0,1.0,2.0,10.0,16.0,26,3.0,29,12.0,9.0,11.0,4.0,7.0,13.0,4.0,24.0,,9.0,14.0,27,36.0,2.0,1.0,45.0,21.0,2.0,1.0,,1.0,,47.0,216,5.0,2.0,0.3142857142857143,0.3142857142857143,0.85,0.45454545454545453,0.4,0.4,0.46511627906976744,0.4069767441860465,0.25,0.4230769230769231,0.5,0.4444444444444444,0.4878048780487805,0.5529801324503312,0.5454545454545454,0.5340909090909091,0.3384615384615385,0.06976744186046512,0.125,,24.964336661911556,0.4583333333333333,0.08205128205128205,0.009216589861751152,0.15873015873015872,0.013157894736842105,0.10077519379844961,0.010238907849829351,0.018518518518518517,,0.07692307692307693,0.08536585365853659,0.13725490196078433,,0.36923076923076925,0.5416666666666666,0.6190476190476191,0.06923076923076923,0.2222222222222222,0.2222222222222222,,0.2230769230769231,0.2413793103448276,0.2413793103448276,0.2857142857142857,0.12307692307692308,0.6875,0.6875,1.0,0.2153846153846154,0.32142857142857145,0.32142857142857145,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.0,0.0975609756097561,1.0,0.2682926829268293,0.18181818181818182,0.7076923076923077,0.3333333333333333,0.5253709302325581,0.42397999999999997,0.502359756097561,0.14093959731543623,0.2,0.07142857142857142,0.27976190476190477,7.658139534883722,25.143181818181823,0.33540372670807456,0.25,,1.0,8.0,14.0,2.0,,,,,2.0,,,,,0.1111111111111111,,0.2222222222222222,0.34146341463414637,0.5714285714285714,,3.0,2.0,,,,,,0.08196721311475409,0.34615384615384615,4.0,9.0,1.0,3.0,2.0,1.0,1.0,,,,1.0,0.043478260869565216,,,,,,,,,,True,,,
2592,1610612756,James Jones,James Jones,2592,PHX,16092.0,268,-67,529,529,209,198,51.0,1058,,3.0,,2.0,13.0,38.0,2.0,13.0,,,,4.0,10.0,19.0,4.0,9.0,13.0,43,12.0,32.0,11.0,73.0,582,2.0,4.0,,1.0,7.0,4.0,14,4.0,13.0,6.0,26.0,20.0,6.0,33.0,19.0,10.0,,,6.0,6.0,3.0,3.0,,,,18.0,3.0,1.0,6.0,17.0,26,4.0,30,8.0,6.0,1.0,,1.0,3.0,,4.0,,1.0,19.0,31,19.0,3.0,4.0,14.0,4.0,1.0,9.0,1.0,9.0,3.0,26.0,209,5.0,1.0,0.7692307692307693,0.8333333333333334,0.9166666666666666,0.375,,0.3076923076923077,0.375,0.3023255813953488,0.5,0.2857142857142857,0.41333333333333333,0.4,0.37037037037037035,0.44375,0.5,0.43333333333333335,0.4266666666666667,,,,14.334470989761092,0.25,0.09826589595375723,0.005813953488372093,0.11538461538461539,0.037037037037037035,0.10222222222222223,0.015810276679841896,0.011111111111111112,0.05263157894736842,0.09302325581395349,0.11842105263157894,0.0975609756097561,0.3333333333333333,0.04,,,0.02666666666666667,,,,0.5066666666666667,0.34210526315789475,0.34210526315789475,0.7692307692307693,0.17333333333333334,0.15384615384615385,0.16666666666666666,1.0,0.25333333333333335,0.5263157894736842,0.5263157894736842,0.9,,,,0.14814814814814814,,0.3333333333333333,0.4444444444444444,0.4666666666666667,0.5263157894736842,0.460922,0.44414,0.4497462962962963,0.06329113924050633,0.08695652173913043,0.0958904109589041,0.3561643835616438,17.986046511627908,24.878124999999997,0.3950850661625709,0.18181818181818182,,,,,1.0,2.0,1.0,3.0,,1.0,0.03125,,0.1111111111111111,,,,0.2,,,,,1.0,,,,0.07692307692307693,,0.07407407407407407,,3.0,3.0,,2.0,,2.0,6.0,,,,,,1.0,2.0,1.0,0.030303030303030304,,,,,,True,,,
1890,1610612756,Shawn Marion,Shawn Marion,1890,PHX,14496.0,242,-93,479,473,174,144,47.0,952,12.0,21.0,5.0,20.0,4.0,12.0,2.0,7.0,,,,2.0,6.0,14.0,4.0,6.0,21.0,53,8.0,21.0,17.0,83.0,559,5.0,12.0,,,10.0,6.0,13,4.0,8.0,9.0,33.0,26.0,16.0,24.0,14.0,6.0,4.0,7.0,5.0,12.0,2.0,3.0,4.0,,3.0,29.0,3.0,9.0,8.0,36.0,52,12.0,64,12.0,8.0,4.0,2.0,3.0,7.0,1.0,11.0,,6.0,5.0,24,12.0,,,19.0,7.0,1.0,6.0,2.0,6.0,5.0,33.0,174,5.0,1.0,0.6190476190476191,0.7222222222222222,1.0,0.38095238095238093,,0.5,0.38095238095238093,0.39622641509433965,0.4166666666666667,0.46153846153846156,0.44594594594594594,0.4166666666666667,0.5714285714285714,0.4876543209876543,0.4166666666666667,0.625,0.28378378378378377,0.07547169811320754,0.14285714285714285,0.05,17.13221601489758,0.36363636363636365,0.22929936305732485,0.05325443786982249,0.19047619047619047,0.05,0.22110552763819097,0.05240174672489083,0.025,0.044444444444444446,0.16666666666666666,0.2972972972972973,0.1875,0.8333333333333334,0.28378378378378377,0.5714285714285714,0.6666666666666666,0.2702702702702703,0.25,0.2631578947368421,0.6,0.16216216216216217,0.3333333333333333,0.3333333333333333,0.75,0.0945945945945946,0.2857142857142857,0.2857142857142857,1.0,0.1891891891891892,0.42857142857142855,0.42857142857142855,1.0,,,,0.09523809523809523,,0.2857142857142857,0.6666666666666666,0.5675675675675675,0.42857142857142855,0.4953013513513513,0.4987799999999999,0.4895285714285715,0.0875,0.11864406779661017,0.12048192771084337,0.39759036144578314,7.383018867924529,24.914285714285718,0.36325678496868474,0.2,3.0,7.0,4.0,5.0,,6.0,,8.0,,1.0,,,0.32,,0.5833333333333334,0.42857142857142855,,0.23809523809523808,0.8,1.0,2.0,1.0,,,,,0.09302325581395349,0.1702127659574468,0.5833333333333334,,,,4.0,,4.0,4.0,,,0.06521739130434782,1.0,0.06666666666666667,,,1.0,,,,,,,True,,,
