EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,Arc3PctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,HeaveAttempts,BadPassOutOfBoundsTurnovers,Loose Ball Fouls Drawn,BlockedLongMidRange,3SecondViolations,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFoulsDrawn,ShortMidRangePctBlocked,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PtsUnassisted3s,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,DefensiveGoaltends,LongMidRangePctBlocked,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawnPct,Clear Path Fouls,OffensiveGoaltends,Blocked3s,BlockedArc3,on,BlockedCorner3,Corner3PctBlocked
101132,1610612743,Linas Kleiza,Linas Kleiza,101132,DEN,22523.0,375,-6,755,754,207,198,107,1509,21.0,38.0,4.0,9.0,5.0,9.0,5.0,11.0,6.0,18.0,10.0,15.0,3.0,3.0,11.0,36.0,2.0,4.0,2.0,8.0,32,67,21.0,51.0,29.0,156,843,4.0,11.0,2.0,4.0,3.0,17.0,9.0,16.0,5.0,11.0,8.0,41.0,56.0,8.0,63.0,4.0,36.0,11.0,4.0,1.0,10.0,5.0,15.0,3.0,2.0,7.0,1.0,2.0,35.0,7.0,13.0,3.0,16.0,30.0,6.0,52,23.0,75,2.0,12.0,6.0,6.0,9.0,6.0,12.0,1.0,3.0,1.0,3.0,21.0,3.0,3.0,23,56,5.0,7.0,25.0,3.0,33.0,1.0,2.0,15.0,1.0,4.0,3.0,1.0,4.0,2.0,41.0,207,7.0,0.875,0.9333333333333333,1.0,0.4117647058823529,0.5,0.45454545454545453,0.4117647058823529,0.47761194029850745,0.36363636363636365,0.5625,0.538135593220339,0.4666666666666667,0.6111111111111112,0.5789473684210527,0.47058823529411764,0.609375,0.4322033898305085,0.0196078431372549,0.05970149253731343,0.10526315789473684,0.027777777777777776,17.26457399103139,0.42857142857142855,0.17647058823529413,0.1111111111111111,0.1382488479262673,0.05241935483870968,0.16,0.058333333333333334,0.14511041009463724,0.05434782608695652,0.07526881720430108,0.034482758620689655,0.041237113402061855,0.06451612903225806,0.037037037037037035,0.1,0.1746031746031746,0.13829787234042554,0.14516129032258066,0.18421052631578946,0.03389830508474576,0.5,0.3220338983050847,0.5526315789473685,0.6176470588235294,0.8095238095238095,0.09322033898305085,0.45454545454545453,0.45454545454545453,1.0,0.15254237288135594,0.3333333333333333,0.3333333333333333,1.0,0.1271186440677966,0.6666666666666666,0.6666666666666666,1.0,0.3050847457627119,0.3055555555555556,0.3142857142857143,1.0,0.6,0.4444444444444444,0.25,0.26666666666666666,0.5,1.0,0.3333333333333333,0.5555555555555556,0.1111111111111111,1.0,0.2962962962962963,0.25,0.7542372881355932,0.3055555555555556,0.5247292372881357,0.5582999999999999,0.5083277777777777,0.11363636363636363,0.18518518518518517,0.10897435897435898,0.26282051282051283,6.613432835820896,24.786274509803924,0.27417218543046357,,,,,,,,,,,,,,,,,,,,,,,,True,,
1853,1610612743,Anthony Carter,Anthony Carter,1853,DEN,1285.0,21,13,44,44,16,20,8,88,1.0,1.0,,,,,,,1.0,3.0,,,,,,2.0,,1.0,,2.0,2,4,,2.0,,4,37,,,,1.0,,,,,,2.0,,,,4.0,,,1.0,,,,3.0,5.0,8.0,5.0,,3.0,,,21.0,,,,2.0,,,2,,2,,,,,3.0,1.0,,,2.0,,,3.0,,1.0,1,3,,,,,,,,,,,,,,,,16,,,,,,,,,0.5,,,0.3333333333333333,,,0.3333333333333333,,,0.3333333333333333,,,,,17.307692307692307,1.0,,,,,0.2,,0.06666666666666667,,,,,,,,,,,1.0,,,0.16666666666666666,1.0,1.0,,,,,,0.5,0.3333333333333333,0.3333333333333333,,,,,,0.3333333333333333,,,,,,,1.0,,,,,,,1.0,,0.5,,0.49265,0.52965,0.52965,,,,,14.15,48.949999999999996,0.36363636363636365,1.0,,,,,,,,,,,,,,,,,,,,,,,True,,
200821,1610612743,Yakhouba Diawara,Yakhouba Diawara,200821,DEN,12287.0,205,10,415,413,168,162,64,828,6.0,14.0,1.0,3.0,4.0,5.0,1.0,3.0,1.0,5.0,1.0,8.0,,3.0,2.0,10.0,1.0,1.0,1.0,5.0,8,22,3.0,18.0,4.0,29,446,2.0,5.0,1.0,1.0,1.0,8.0,5.0,8.0,1.0,8.0,2.0,15.0,10.0,6.0,9.0,,9.0,2.0,3.0,,6.0,7.0,13.0,4.0,3.0,5.0,,1.0,33.0,3.0,2.0,,4.0,11.0,,15,5.0,20,,7.0,5.0,2.0,3.0,3.0,3.0,,,,2.0,6.0,1.0,2.0,13,18,1.0,,7.0,1.0,6.0,,,3.0,,1.0,1.0,,1.0,1.0,15.0,168,2.0,0.625,0.625,1.0,0.16666666666666666,1.0,0.125,0.17647058823529413,0.36363636363636365,0.4,0.625,0.3125,0.5833333333333334,0.40625,0.3372093023255814,0.5714285714285714,0.4411764705882353,0.45,,0.13636363636363635,0.21428571428571427,,10.0,0.5,,,0.0738255033557047,0.01652892561983471,0.07272727272727272,0.04285714285714286,0.07352941176470588,0.02617801047120419,0.023809523809523808,0.02857142857142857,,0.03773584905660377,0.058823529411764705,0.047619047619047616,0.05405405405405406,0.12244897959183673,0.08333333333333333,0.05263157894736842,,1.0,0.35,0.42857142857142855,0.5454545454545454,0.6666666666666666,0.075,0.3333333333333333,0.3333333333333333,,0.125,0.2,0.2,1.0,0.2,0.125,0.125,1.0,0.25,0.2,0.2,1.0,0.5,0.3333333333333333,,0.16666666666666666,1.0,1.0,0.3125,0.8,0.1875,,0.3125,0.2,0.8,0.2222222222222222,0.5393217948717949,0.4738,0.52489,0.06976744186046512,0.12,0.27586206896551724,0.5172413793103449,5.0590909090909095,26.394444444444446,0.40481927710843374,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,True,,
2501,1610612743,Reggie Evans,Reggie Evans,2501,DEN,23649.0,394,43,762,770,200,158,134,1532,28.0,46.0,8.0,18.0,11.0,15.0,4.0,8.0,3.0,4.0,,,,,,,,,,,35,58,,,32.0,102,794,10.0,22.0,,,5.0,25.0,14.0,18.0,,,10.0,38.0,46.0,24.0,,14.0,,,9.0,,7.0,6.0,13.0,4.0,2.0,5.0,1.0,1.0,32.0,14.0,37.0,2.0,13.0,83.0,16.0,112,53.0,165,,12.0,4.0,8.0,11.0,4.0,20.0,4.0,7.0,,2.0,31.0,6.0,9.0,18,49,8.0,7.0,65.0,14.0,60.0,2.0,,21.0,11.0,6.0,3.0,1.0,6.0,1.0,38.0,200,3.0,0.6571428571428571,0.8214285714285714,,,,,,0.603448275862069,0.45454545454545453,0.7777777777777778,0.603448275862069,0.45454545454545453,0.7777777777777778,0.5795454545454546,0.4032258064516129,0.7307692307692307,,,0.15517241379310345,0.15217391304347827,,12.784398699891657,0.3548387096774194,0.5714285714285714,0.05714285714285714,0.30514705882352944,0.14624505928853754,0.12745098039215685,0.11570247933884298,0.25668449197860965,0.13636363636363635,0.13402061855670103,0.16981132075471697,0.14563106796116504,0.1276595744680851,0.07407407407407407,0.2857142857142857,0.36363636363636365,0.27,0.13333333333333333,0.11904761904761904,,0.16666666666666666,0.7931034482758621,0.6086956521739131,0.717948717948718,0.6428571428571429,0.13793103448275862,0.5,0.6666666666666666,0.75,0.06896551724137931,0.75,0.75,0.6666666666666666,,,,,,,,,0.8181818181818182,0.4444444444444444,0.25,,,,0.8333333333333334,0.7333333333333333,,,,,0.7931034482758621,,0.5179413793103448,0.4985105263157894,0.5392999999999999,0.2727272727272727,0.2727272727272727,0.24509803921568626,0.37254901960784315,2.8379310344827586,,0.26246719160104987,,2.0,9.0,2.0,4.0,3.0,7.0,0.25,,,,,,,,,,,,,,,,True,,
2747,1610612743,JR Smith,JR Smith,2747,DEN,88274.0,1471,102,2971,2961,997,796,390,5932,97.0,152.0,19.0,28.0,29.0,43.0,8.0,36.0,30.0,74.0,25.0,76.0,11.0,26.0,124.0,306.0,11.0,24.0,42.0,97.0,135,262,149.0,382.0,102.0,819,3186,23.0,34.0,12.0,31.0,5.0,87.0,42.0,80.0,53.0,123.0,34.0,277.0,160.0,110.0,420.0,14.0,303.0,124.0,26.0,1.0,78.0,13.0,91.0,10.0,3.0,53.0,7.0,18.0,195.0,5.0,21.0,4.0,37.0,73.0,3.0,113,30.0,143,4.0,49.0,34.0,15.0,41.0,21.0,44.0,4.0,20.0,2.0,8.0,85.0,8.0,27.0,70,147,4.0,16.0,106.0,10.0,126.0,12.0,3.0,55.0,8.0,9.0,6.0,2.0,9.0,3.0,277.0,997,15.0,0.5925925925925926,0.625,0.9395973154362416,0.3900523560209424,0.3870967741935484,0.43089430894308944,0.39313984168865435,0.5152671755725191,0.6764705882352942,0.525,0.5566770186335404,0.6307692307692307,0.5985221674876847,0.5853658536585366,0.6397058823529411,0.6266968325791855,0.593167701863354,0.002617801047120419,0.09923664122137404,0.1513157894736842,0.0032679738562091504,22.798833819241985,0.4823529411764706,0.03225806451612903,0.03389830508474576,0.07292707292707293,0.02171664943123061,0.09711286089238845,0.013774104683195593,0.07959479015918958,0.019548872180451128,0.03409090909090909,0.004830917874396135,0.0196078431372549,0.010526315789473684,0.02564102564102564,0.039755351681957186,0.0694980694980695,0.10120481927710843,0.10080645161290322,0.09022556390977443,0.012461059190031152,0.3333333333333333,0.2360248447204969,0.6381578947368421,0.751937984496124,0.6082474226804123,0.055900621118012424,0.2222222222222222,0.23529411764705882,0.5,0.11490683229813664,0.40540540540540543,0.410958904109589,0.5666666666666667,0.11801242236024845,0.32894736842105265,0.32894736842105265,0.96,0.4751552795031056,0.40522875816993464,0.4065573770491803,0.9354838709677419,0.4307692307692308,0.6785714285714286,0.3157894736842105,0.36923076923076925,0.4583333333333333,0.9090909090909091,0.21182266009852216,0.6744186046511628,0.12807881773399016,0.4230769230769231,0.47783251231527096,0.4329896907216495,0.8291925465838509,0.40924092409240925,0.5410677847113886,0.5258349056603774,0.5219949999999999,0.08708272859216255,0.18032786885245902,0.10622710622710622,0.33821733821733824,6.665267175572518,25.209685863874338,0.33557724671827666,3.0,7.0,3.0,1.0,,1.0,8.0,0.05555555555555555,1.0,7.0,27.0,3.0,5.0,1.0,0.013513513513513514,0.1076923076923077,0.14285714285714285,1.0,0.013020833333333334,,,,,True,,
2035,1610612743,DerMarr Johnson,DerMarr Johnson,2035,DEN,6187.0,103,13,207,210,70,71,35,417,5.0,8.0,,,4.0,4.0,,2.0,1.0,5.0,4.0,9.0,3.0,5.0,1.0,10.0,,3.0,,2.0,6,15,5.0,19.0,6.0,33,189,,1.0,1.0,4.0,1.0,4.0,5.0,7.0,3.0,7.0,2.0,21.0,8.0,4.0,15.0,,10.0,1.0,2.0,,7.0,5.0,12.0,4.0,1.0,5.0,1.0,1.0,29.0,3.0,2.0,1.0,2.0,9.0,,11,6.0,17,,6.0,5.0,1.0,4.0,3.0,3.0,,1.0,,1.0,7.0,1.0,2.0,8,13,,2.0,6.0,,9.0,1.0,,5.0,,4.0,4.0,,4.0,2.0,21.0,70,1.0,0.6666666666666666,0.6666666666666666,1.0,0.2631578947368421,0.25,0.42857142857142855,0.2631578947368421,0.4,,0.7142857142857143,0.39705882352941174,0.3,0.6785714285714286,0.4342105263157895,0.3333333333333333,0.65625,0.5588235294117647,,0.13333333333333333,0.125,,18.072289156626503,0.5714285714285714,,0.07692307692307693,0.1125,0.03389830508474576,0.07142857142857142,0.07317073170731707,0.10185185185185185,0.05,0.05,0.06666666666666667,,0.06451612903225806,0.1,0.1,0.07692307692307693,0.16666666666666666,0.0625,0.08333333333333333,,0.5,0.23529411764705882,0.625,0.7142857142857143,0.6,0.058823529411764705,,,,0.14705882352941177,0.2,0.2,1.0,0.2647058823529412,0.4444444444444444,0.4444444444444444,1.0,0.29411764705882354,0.1,0.1,1.0,,,,0.6,,,0.2857142857142857,1.0,0.35714285714285715,0.6,0.14285714285714285,,0.7941176470588235,0.1,0.5400426470588234,0.58575,0.5314928571428571,0.13157894736842105,0.2631578947368421,0.12121212121212122,0.6363636363636364,6.88,24.310526315789474,0.33816425120772947,,,,,,,,0.5,1.0,1.0,,,,,,0.2,1.0,1.0,,,,,,True,,
2581,1610612743,Steve Blake,Steve Blake,2581,DEN,23790.0,396,16,784,767,272,197,99,1551,11.0,15.0,,1.0,6.0,8.0,1.0,6.0,17.0,38.0,6.0,10.0,4.0,8.0,7.0,21.0,,2.0,1.0,7.0,29,59,13.0,31.0,7.0,104,849,3.0,6.0,1.0,4.0,1.0,10.0,11.0,23.0,5.0,15.0,4.0,41.0,22.0,36.0,39.0,,20.0,7.0,1.0,,59.0,25.0,84.0,18.0,7.0,41.0,7.0,11.0,193.0,4.0,2.0,,6.0,20.0,1.0,27,6.0,33,,12.0,6.0,6.0,14.0,10.0,12.0,,4.0,1.0,2.0,26.0,1.0,8.0,6,12,,1.0,18.0,5.0,10.0,,1.0,2.0,2.0,2.0,2.0,,2.0,,41.0,272,1.0,0.3793103448275862,0.3793103448275862,1.0,0.41935483870967744,0.25,0.3333333333333333,0.43333333333333335,0.4915254237288136,0.5,0.4782608695652174,0.5388888888888889,0.45,0.4868421052631579,0.5531914893617021,0.45454545454545453,0.5125,0.34444444444444444,,0.01694915254237288,,,13.37792642140468,0.5384615384615384,0.045454545454545456,,0.08097165991902834,0.008403361344537815,0.06451612903225806,0.037037037037037035,0.07647058823529412,0.017341040462427744,0.011235955056179775,0.0196078431372549,,0.023809523809523808,0.08333333333333333,0.06493506493506493,0.07142857142857142,0.1,0.0625,0.06896551724137931,,,0.16666666666666666,0.7333333333333333,0.7333333333333333,0.2727272727272727,0.06666666666666667,0.16666666666666666,0.2,,0.4222222222222222,0.4473684210526316,0.4473684210526316,0.47058823529411764,0.1111111111111111,0.6,0.6,1.0,0.23333333333333334,0.3333333333333333,0.3333333333333333,1.0,0.1,,,0.2,,,0.21052631578947367,0.75,0.21052631578947367,0.5,0.18421052631578946,0.14285714285714285,0.5111111111111111,0.35,0.4818258426966293,0.4627666666666667,0.4844131578947369,0.03260869565217391,0.03278688524590164,0.09615384615384616,0.3942307692307692,12.72542372881356,26.26451612903226,0.3469387755102041,1.0,8.0,1.0,,,,2.0,0.16666666666666666,1.0,2.0,,1.0,1.0,,,0.2,0.5,1.0,0.03225806451612903,1.0,,,,True,,
1863,1610612743,Earl Boykins,Earl Boykins,1863,DEN,11228.0,187,33,389,376,137,105,51,765,8.0,14.0,1.0,1.0,3.0,6.0,7.0,18.0,11.0,23.0,2.0,5.0,2.0,4.0,5.0,13.0,1.0,2.0,1.0,2.0,26,55,7.0,18.0,20.0,93,392,3.0,5.0,1.0,2.0,,9.0,4.0,13.0,3.0,6.0,12.0,29.0,14.0,38.0,15.0,,13.0,5.0,5.0,,18.0,10.0,28.0,9.0,1.0,5.0,3.0,10.0,66.0,2.0,5.0,,1.0,2.0,,3,7.0,10,1.0,4.0,2.0,2.0,10.0,4.0,4.0,1.0,6.0,,1.0,14.0,5.0,6.0,1,9,,,15.0,1.0,21.0,,1.0,5.0,5.0,,,,,,29.0,137,4.0,0.2692307692307692,0.2692307692307692,0.7142857142857143,0.3888888888888889,0.5,0.5,0.3888888888888889,0.4727272727272727,0.6,0.3076923076923077,0.5,0.6428571428571429,0.4473684210526316,0.5542168674698795,0.6428571428571429,0.58,0.2465753424657534,,0.09090909090909091,0.07142857142857142,,21.271929824561404,0.7142857142857143,,,0.014814814814814815,0.03937007874015748,0.019230769230769232,0.03508771929824561,0.016042780748663103,0.03804347826086957,0.044444444444444446,0.03333333333333333,0.038461538461538464,0.045454545454545456,,0.02040816326530612,,0.0196078431372549,,0.043478260869565216,0.029411764705882353,,0.1917808219178082,0.5714285714285714,0.6153846153846154,0.375,0.2465753424657534,0.3888888888888889,0.4375,0.14285714285714285,0.3150684931506849,0.4782608695652174,0.5238095238095238,0.2727272727272727,0.0684931506849315,0.4,0.4,1.0,0.1780821917808219,0.38461538461538464,0.38461538461538464,0.6,0.14285714285714285,1.0,1.0,0.2857142857142857,0.5,1.0,0.3157894736842105,0.5,0.21052631578947367,0.5,0.10526315789473684,0.5,0.4383561643835616,0.38461538461538464,0.4701609589041095,0.36771000000000004,0.49000000000000005,0.0641025641025641,0.08333333333333333,0.0967741935483871,0.3118279569892473,10.627272727272727,24.866666666666667,0.35218508997429304,,,,,,,5.0,0.1111111111111111,,,6.0,,,,0.08695652173913043,,,,,,,,,True,,
1889,1610612743,Andre Miller,Andre Miller,1889,DEN,32569.0,543,66,1118,1120,323,252,135,2238,37.0,62.0,3.0,6.0,14.0,24.0,14.0,29.0,16.0,42.0,,,,,1.0,8.0,,,,5.0,67,133,1.0,8.0,34.0,171,1204,7.0,11.0,,,5.0,19.0,25.0,47.0,,5.0,19.0,69.0,36.0,98.0,3.0,6.0,5.0,1.0,16.0,,125.0,32.0,157.0,28.0,4.0,96.0,8.0,21.0,346.0,2.0,14.0,2.0,19.0,29.0,3.0,51,18.0,69,3.0,28.0,16.0,12.0,24.0,20.0,18.0,,4.0,,2.0,42.0,5.0,14.0,18,42,1.0,7.0,49.0,6.0,50.0,10.0,,20.0,10.0,2.0,1.0,1.0,2.0,1.0,69.0,323,3.0,0.26865671641791045,0.28125,1.0,0.125,,,0.2,0.5037593984962406,0.6363636363636364,0.5319148936170213,0.4858156028368794,0.6363636363636364,0.4807692307692308,0.531055900621118,0.6785714285714286,0.5307692307692308,0.05673758865248227,,0.12030075187969924,0.20967741935483872,,15.846994535519125,0.5714285714285714,0.0967741935483871,0.045454545454545456,0.07474226804123711,0.03804347826086957,0.1347517730496454,0.019801980198019802,0.09073724007561437,0.03411513859275053,0.04316546762589928,0.06349206349206349,0.024096385542168676,0.022727272727272728,,0.06923076923076923,0.03260869565217391,0.10240963855421686,0.15384615384615385,0.1,0.05555555555555555,0.5,0.4397163120567376,0.5967741935483871,0.7551020408163265,0.21621621621621623,0.20567375886524822,0.4827586206896552,0.5384615384615384,0.21428571428571427,0.2978723404255319,0.38095238095238093,0.38095238095238093,0.4375,,,,,0.05673758865248227,0.125,0.125,1.0,0.5454545454545454,0.5,0.3333333333333333,,,,0.46153846153846156,0.5833333333333334,,,0.09615384615384616,,0.49645390070921985,0.2,0.4924251824817518,0.47370999999999996,0.49023775510204076,0.13245033112582782,0.13986013986013987,0.1111111111111111,0.40350877192982454,7.511278195488721,40.7125,0.2889087656529517,3.0,4.0,3.0,,1.0,4.0,10.0,0.10344827586206896,,,,,,,,,,,,,,,,True,,
2059,1610612743,Eduardo Najera,Eduardo Najera,2059,DEN,43131.0,719,44,1435,1454,378,329,187,2889,63.0,93.0,14.0,28.0,13.0,23.0,6.0,11.0,5.0,17.0,,,,,,3.0,,,,,74,121,,3.0,42.0,190,1561,15.0,31.0,,,7.0,37.0,18.0,32.0,,,9.0,45.0,108.0,40.0,,22.0,2.0,,9.0,,20.0,7.0,27.0,6.0,1.0,5.0,4.0,11.0,61.0,16.0,39.0,,18.0,53.0,5.0,76,55.0,131,4.0,29.0,15.0,14.0,12.0,10.0,11.0,2.0,2.0,,1.0,23.0,2.0,4.0,31,95,11.0,4.0,56.0,10.0,56.0,10.0,,28.0,6.0,14.0,12.0,2.0,14.0,4.0,45.0,378,15.0,0.7297297297297297,0.8571428571428571,,,,,,0.6115702479338843,0.4838709677419355,0.5625,0.5967741935483871,0.4838709677419355,0.5625,0.6418918918918919,0.5285714285714286,0.6081081081081081,0.024193548387096774,,0.0743801652892562,0.0967741935483871,,10.27355623100304,0.5217391304347826,0.13513513513513514,,0.1111111111111111,0.07942973523421588,0.1005586592178771,0.10526315789473684,0.10823170731707317,0.08553654743390357,0.09392265193370165,0.08247422680412371,0.06572769953051644,0.10483870967741936,0.10714285714285714,0.09523809523809523,0.0594059405940594,0.14410480349344978,0.07964601769911504,0.13636363636363635,0.10256410256410256,0.2857142857142857,0.75,0.6774193548387096,0.75,0.7142857142857143,0.08870967741935484,0.5454545454545454,0.5454545454545454,0.6666666666666666,0.13709677419354838,0.29411764705882354,0.29411764705882354,1.0,,,,,0.024193548387096774,,,,0.9032258064516129,0.5,0.21428571428571427,,,,0.71875,0.5652173913043478,,,,,0.7741935483870968,,0.5391776422764227,0.5307041666666666,0.517903125,0.19718309859154928,0.2014388489208633,0.19473684210526315,0.23684210526315788,3.689256198347108,30.76666666666667,0.2634146341463415,1.0,2.0,3.0,,1.0,2.0,4.0,,,,,,,,,,,,,,,,,True,,
