EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,SecondChanceCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,OffensiveGoaltends,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Corner3FGM,SecondChanceCorner3FGM,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,PenaltyArc3FGM,SecondChanceFG3M,PenaltyFG3M,PtsUnassisted3s,HeaveMakes,HeaveAttempts,Corner3Assists,ShortMidRangeAssists,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,SecondChanceFg3Pct,PenaltyFg3Pct,ShortMidRangePctBlocked,Corner3PctBlocked,OffCorner3ReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawnPct,FTOffRebounds,3SecondViolations,Defensive 3 Seconds Violations,OffFTReboundPct,BlockedLongMidRange,3pt And 1 Free Throw Trips,Clear Path Fouls,on,BlockedCorner3
101112,1610612752,Channing Frye,Channing Frye,101112,NYK,28298.0,472,25,889,885,312,259,124,1774,18.0,26,9.0,14.0,9.0,14.0,14.0,29.0,29.0,95.0,3.0,1.0,1.0,6.0,2.0,2.0,61.0,150,1.0,9.0,25.0,150,897,10.0,23.0,3.0,5.0,25.0,18.0,47,2.0,13.0,49,72.0,50.0,3.0,12.0,6.0,1.0,2.0,1.0,6.0,5.0,11.0,5.0,4.0,2.0,27.0,8.0,14.0,20.0,44,11.0,75,22.0,97,1.0,12,9,3.0,13.0,5.0,9.0,17.0,1.0,4.0,1.0,3.0,30,1.0,6.0,41.0,59.0,2.0,5.0,39,3.0,7.0,34.0,3.0,11.0,8.0,8.0,3.0,5.0,8.0,5.0,1.0,1.0,49,312,5.0,6.0,0.5901639344262295,0.6545454545454545,1.0,0.1111111111111111,0.1111111111111111,0.4066666666666667,0.43478260869565216,0.3829787234042553,0.39308176100628933,0.38461538461538464,0.3673469387755102,0.42857142857142855,0.43103448275862066,0.4298245614035088,0.05660377358490566,0.1111111111111111,0.013333333333333334,0.038461538461538464,0.010526315789473684,0.16666666666666666,19.710144927536234,0.43333333333333335,0.2558139534883721,0.15714285714285714,0.044585987261146494,0.17857142857142858,0.07272727272727272,0.16326530612244897,0.05188679245283019,0.059322033898305086,0.05,0.029411764705882353,0.10256410256410256,0.14285714285714285,0.13333333333333333,0.17777777777777778,0.2125,0.09375,0.01098901098901099,0.625,0.16352201257861634,0.6923076923076923,0.72,0.5555555555555556,0.18238993710691823,0.4827586206896552,0.4827586206896552,0.2857142857142857,0.5974842767295597,0.30526315789473685,0.30851063829787234,0.7586206896551724,0.018867924528301886,0.03773584905660377,0.16666666666666666,0.2,1.0,0.5384615384615384,0.6428571428571429,0.3333333333333333,0.038461538461538464,0.07692307692307693,0.2857142857142857,0.6428571428571429,0.04081632653061224,0.22012578616352202,0.16666666666666666,0.42385974842767277,0.5023,0.44255816326530606,0.0658682634730539,0.06962025316455696,0.16666666666666666,0.32666666666666666,13.325999999999999,25.366666666666667,0.35095613048368957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
101126,1610612752,Nate Robinson,Nate Robinson,101126,NYK,81334.0,1356,-26,2587,2567,945,749,356,5154,83.0,164,17.0,28.0,40.0,67.0,20.0,37.0,41.0,109.0,69.0,10.0,57.0,144.0,14.0,60.0,144.0,310,83.0,213.0,108.0,645,2735,25.0,40.0,24.0,9.0,86.0,57.0,109,90.0,48.0,243,80.0,208.0,216.0,30.0,139.0,56.0,26.0,2.0,76.0,14.0,90.0,10.0,53.0,16.0,194.0,16.0,39.0,27.0,68,2.0,97,55.0,152,10.0,50,22,28.0,31.0,7.0,17.0,41.0,3.0,14.0,,9.0,72,2.0,21.0,49.0,160.0,7.0,16.0,119,3.0,11.0,139.0,16.0,54.0,15.0,5.0,2.0,3.0,6.0,4.0,,,243,945,33.0,10.0,0.2777777777777778,0.31007751937984496,0.8674698795180723,0.38967136150234744,0.3923444976076555,0.4645161290322581,0.625,0.5229357798165137,0.5133843212237094,0.6015625,0.4899497487437186,0.553448275862069,0.6231884057971014,0.5283842794759825,0.4072657743785851,0.009389671361502348,0.08387096774193549,0.1402439024390244,0.01834862385321101,,21.652231845436376,0.4305555555555556,0.01904761904761905,0.08232445520581114,0.04534883720930233,0.08108108108108109,0.05517241379310345,0.08196721311475409,0.04782608695652174,0.05583756345177665,0.04918032786885246,0.028268551236749116,0.05392156862745098,0.058577405857740586,0.07174887892376682,0.1043956043956044,0.06276150627615062,0.1276595744680851,0.03937007874015748,0.6666666666666666,0.3135755258126195,0.5060975609756098,0.5886524822695035,0.2289156626506024,0.07074569789674952,0.5405405405405406,0.5555555555555556,0.15,0.2084130019120459,0.3761467889908257,0.38317757009345793,0.43902439024390244,0.13193116634799235,0.27533460803059273,0.3958333333333333,0.3958333333333333,0.8245614035087719,0.4375,0.6071428571428571,,0.15625,0.21875,0.33668341708542715,0.5970149253731343,0.3015075376884422,0.7208413001912046,0.4028776978417266,0.5124090909090911,0.5057696078431372,0.5067012820512821,0.10265486725663717,0.15517241379310345,0.13333333333333333,0.3767441860465116,7.8280645161290305,25.21971830985916,0.365287978353305,26.0,3.0,8.0,30.0,6.0,19.0,9.0,27.0,33.0,1.0,4.0,4.0,7.0,6.0,4.0,1.0,1.0,0.375,0.3,0.02702702702702703,0.028985507246376812,0.05813953488372093,0.37681159420289856,0.3880597014925373,0.9615384615384616,0.3,1.0,0.42857142857142855,1.0,0.1507537688442211,0.26666666666666666,0.31666666666666665,0.018433179723502304,,,,,,,,True,
101135,1610612752,David Lee,David Lee,101135,NYK,34799.0,580,29,1108,1114,392,303,163,2222,75.0,110,24.0,40.0,29.0,35.0,7.0,18.0,4.0,12.0,,,,,,,86.0,140,,,45.0,217,1204,26.0,46.0,,9.0,61.0,32.0,40,,18.0,82,102.0,70.0,,46.0,,,14.0,,31.0,12.0,43.0,7.0,25.0,1.0,98.0,16.0,55.0,35.0,77,26.0,138,74.0,212,7.0,18,13,5.0,14.0,2.0,11.0,15.0,,3.0,,5.0,29,4.0,10.0,21.0,55.0,8.0,6.0,48,5.0,5.0,52.0,5.0,28.0,,6.0,4.0,2.0,6.0,3.0,,,82,392,12.0,1.0,0.5930232558139535,0.8095238095238095,,,,0.6142857142857143,0.5652173913043478,0.8,0.6142857142857143,0.5652173913043478,0.8,0.6625766871165644,0.5865384615384616,0.8541666666666666,,,0.1,0.1,,,14.780600461893764,0.4827586206896552,0.5306122448979592,0.23053892215568864,0.15759312320916904,0.24475524475524477,0.12403100775193798,0.2348008385744235,0.14853556485355648,0.21739130434782608,0.15,0.07407407407407407,0.12359550561797752,0.23958333333333334,0.21875,0.2323943661971831,0.25225225225225223,0.21875,0.175,0.5,0.7857142857142857,0.6818181818181818,0.7575757575757576,0.5866666666666667,0.12857142857142856,0.3888888888888889,0.4666666666666667,0.42857142857142855,0.08571428571428572,0.3333333333333333,0.3333333333333333,1.0,,,,,,0.8695652173913043,0.6,0.125,,,0.875,0.8285714285714286,,0.7857142857142857,,0.5416392857142855,0.5494325000000002,0.572815,0.17177914110429449,0.17177914110429449,0.28110599078341014,0.3778801843317972,2.717857142857143,,0.35379061371841153,,,,,,,,,,,,5.0,5.0,1.0,,,,,,0.16666666666666666,,0.125,,,,,,,,,,,,3.0,1.0,1.0,0.06976744186046512,,,,True,
1744,1610612752,Jerome James,Jerome James,1744,NYK,6383.0,106,-63,199,202,88,77,29,401,4.0,8,1.0,2.0,2.0,3.0,4.0,11.0,1.0,4.0,,,,,,,9.0,23,,,3.0,21,212,3.0,6.0,,,6.0,5.0,9,,1.0,11,6.0,12.0,,4.0,,,2.0,,2.0,,2.0,,2.0,,4.0,2.0,5.0,3.0,9,2.0,14,7.0,21,1.0,2,2,,2.0,2.0,,8.0,,2.0,,3.0,10,1.0,7.0,17.0,30.0,4.0,3.0,7,1.0,,8.0,,3.0,1.0,7.0,5.0,1.0,7.0,6.0,,,11,88,4.0,1.0,0.3333333333333333,0.42857142857142855,,,,0.391304347826087,0.5,0.5555555555555556,0.391304347826087,0.5,0.5555555555555556,0.3888888888888889,0.5,0.4583333333333333,,,0.08695652173913043,,,,15.879828326180258,0.2,0.2857142857142857,0.1267605633802817,0.056179775280898875,0.1,0.08333333333333333,0.1188118811881188,0.061946902654867256,0.08108108108108109,0.05263157894736842,0.030303030303030304,0.11764705882352941,0.12,0.16666666666666666,0.11764705882352941,0.05263157894736842,0.18181818181818182,0.08333333333333333,0.8571428571428571,0.34782608695652173,0.5,0.5,0.5,0.4782608695652174,0.36363636363636365,0.4444444444444444,0.25,0.17391304347826086,0.25,0.25,,,,,,,0.3333333333333333,0.5,,,,0.3333333333333333,0.6666666666666666,,0.34782608695652173,,0.43583913043478256,0.4559666666666667,0.43183333333333335,0.11538461538461539,0.11538461538461539,0.2857142857142857,0.5238095238095238,6.5086956521739125,,0.44221105527638194,,,,,,,,,,,,,,,,,,,,0.18181818181818182,,,,,,,,,,,,,,,,2.0,,1.0,,,True,
2037,1610612752,Jamal Crawford,Jamal Crawford,2037,NYK,35622.0,594,-11,1161,1147,454,370,147,2308,41.0,76,3.0,6.0,12.0,27.0,17.0,35.0,29.0,72.0,16.0,1.0,19.0,70.0,,28.0,87.0,183,22.0,86.0,71.0,311,1234,7.0,14.0,1.0,6.0,20.0,28.0,66,32.0,33.0,122,36.0,138.0,42.0,4.0,68.0,19.0,13.0,,57.0,14.0,71.0,7.0,46.0,6.0,156.0,3.0,10.0,13.0,23,1.0,37,14.0,51,5.0,18,11,7.0,28.0,10.0,23.0,26.0,1.0,5.0,2.0,5.0,54,2.0,20.0,12.0,29.0,,5.0,56,2.0,2.0,85.0,10.0,29.0,13.0,2.0,1.0,1.0,4.0,3.0,,,122,454,2.0,11.0,0.20689655172413793,0.21176470588235294,0.6363636363636364,0.2558139534883721,0.2619047619047619,0.47540983606557374,0.5,0.42424242424242425,0.44609665427509293,0.4666666666666667,0.45408163265306123,0.5049833887043189,0.5,0.5219298245614035,0.31970260223048325,,0.07103825136612021,0.10526315789473684,0.027777777777777776,,26.71181339352897,0.5185185185185185,0.022727272727272728,0.06647398843930635,0.02824858757062147,0.08176100628930817,0.021897810218978103,0.07128712871287128,0.026476578411405296,0.030120481927710843,0.025,0.027777777777777776,0.021052631578947368,0.042105263157894736,0.09090909090909091,0.06578947368421052,0.08196721311475409,0.08108108108108109,0.03546099290780142,0.75,0.2825278810408922,0.5394736842105263,0.6029411764705882,0.2926829268292683,0.13011152416356878,0.4857142857142857,0.53125,0.058823529411764705,0.26765799256505574,0.4027777777777778,0.4142857142857143,0.1724137931034483,0.05947955390334572,0.26022304832713755,0.2714285714285714,0.2714285714285714,0.5789473684210527,0.4,0.5,,0.06666666666666667,,0.2755102040816326,0.4444444444444444,0.2857142857142857,0.6022304832713755,0.27941176470588236,0.4939284644194757,0.4558153846153846,0.4736685567010309,0.1076388888888889,0.14356435643564355,0.06430868167202572,0.39228295819935693,8.908196721311475,26.136046511627907,0.39104220499569337,3.0,,1.0,4.0,,10.0,,11.0,24.0,,2.0,7.0,5.0,9.0,2.0,2.0,2.0,,0.34375,0.08571428571428572,,0.023809523809523808,0.1875,0.1875,1.0,,,,,0.04081632653061224,0.25,0.35714285714285715,0.023255813953488372,1.0,,1.0,0.022727272727272728,,2.0,,True,
1883,1610612752,Steve Francis,Steve Francis,1883,NYK,21017.0,350,2,679,669,263,177,85,1348,22.0,42,3.0,4.0,12.0,20.0,2.0,4.0,4.0,19.0,12.0,,3.0,14.0,3.0,3.0,28.0,65,5.0,26.0,52.0,123,734,3.0,4.0,3.0,3.0,9.0,13.0,29,7.0,24.0,53,6.0,50.0,12.0,2.0,13.0,3.0,5.0,,28.0,17.0,45.0,11.0,13.0,12.0,107.0,3.0,6.0,6.0,28,,34,9.0,43,1.0,9,3,6.0,12.0,1.0,6.0,13.0,,6.0,,6.0,25,3.0,14.0,15.0,39.0,,4.0,48,2.0,5.0,66.0,8.0,32.0,3.0,6.0,4.0,1.0,6.0,2.0,1.0,,53,263,8.0,3.0,0.10714285714285714,0.1111111111111111,0.8,0.19230769230769232,0.2,0.4307692307692308,0.75,0.4482758620689655,0.3901098901098901,0.42857142857142855,0.4027777777777778,0.5169491525423728,0.5625,0.5638297872340425,0.2857142857142857,,0.07692307692307693,0.11904761904761904,,,18.333333333333332,0.48,,0.12727272727272726,0.02654867256637168,0.07792207792207792,0.04285714285714286,0.11447811447811448,0.030405405405405407,0.03669724770642202,,0.02531645569620253,0.024390243902439025,0.05194805194805195,0.10714285714285714,0.20689655172413793,0.07017543859649122,0.1,0.02040816326530612,0.3333333333333333,0.46153846153846156,0.5238095238095238,0.5945945945945946,0.13636363636363635,0.04395604395604396,0.5,0.5,,0.2087912087912088,0.21052631578947367,0.21052631578947367,,0.13186813186813187,0.15384615384615385,0.21428571428571427,0.21428571428571427,0.6666666666666666,0.5714285714285714,0.75,,,0.42857142857142855,0.5555555555555556,0.6,0.08333333333333333,0.7472527472527473,0.23076923076923078,0.5018388888888888,0.53495,0.48499305555555544,0.28695652173913044,0.3595505617977528,0.07317073170731707,0.43089430894308944,6.123076923076923,24.99615384615384,0.3873343151693667,2.0,,1.0,4.0,,,,1.0,3.0,,1.0,6.0,3.0,3.0,1.0,,,,0.14285714285714285,,,0.06896551724137931,0.16666666666666666,0.16666666666666666,1.0,,,,,0.1111111111111111,0.25,,0.038461538461538464,,,,,1.0,1.0,,True,
200764,1610612752,Renaldo Balkman,Renaldo Balkman,200764,NYK,29114.0,485,-38,894,907,337,281,143,1801,61.0,95,22.0,34.0,21.0,29.0,1.0,8.0,1.0,14.0,7.0,2.0,,3.0,,2.0,63.0,117,2.0,10.0,21.0,153,925,23.0,36.0,2.0,8.0,54.0,21.0,35,5.0,11.0,56,72.0,54.0,6.0,40.0,2.0,,7.0,,12.0,5.0,17.0,4.0,8.0,3.0,39.0,11.0,37.0,12.0,57,13.0,82,49.0,131,3.0,26,20,6.0,7.0,3.0,7.0,17.0,1.0,,,4.0,24,1.0,9.0,31.0,72.0,4.0,6.0,33,3.0,4.0,38.0,6.0,18.0,4.0,19.0,15.0,3.0,19.0,16.0,,,56,337,11.0,4.0,0.5714285714285714,0.8372093023255814,1.0,0.2,0.2222222222222222,0.5384615384615384,0.6388888888888888,0.6,0.5196850393700787,0.6052631578947368,0.5625,0.534965034965035,0.6136363636363636,0.5833333333333334,0.07874015748031496,,0.05982905982905983,0.06315789473684211,,,15.622076707202995,0.2916666666666667,0.35135135135135137,0.18210862619808307,0.11526479750778816,0.1188118811881188,0.09649122807017543,0.16666666666666666,0.1103448275862069,0.09523809523809523,0.04918032786885246,0.17699115044247787,0.05952380952380952,0.15625,0.25675675675675674,0.16083916083916083,0.13333333333333333,0.07692307692307693,0.05555555555555555,0.8421052631578947,0.7480314960629921,0.6421052631578947,0.6853932584269663,0.5901639344262295,0.06299212598425197,0.125,0.14285714285714285,,0.11023622047244094,0.07142857142857142,0.07142857142857142,,0.05511811023622047,0.023622047244094488,,,,0.8947368421052632,0.6470588235294118,0.09090909090909091,0.05263157894736842,,0.725,0.7241379310344828,0.05,0.8267716535433071,,0.5690888888888889,0.5365620689655173,0.6028500000000001,0.12949640287769784,0.13953488372093023,0.35294117647058826,0.3660130718954248,2.8111111111111113,29.15,0.3769574944071588,2.0,,1.0,3.0,,,,1.0,,,1.0,1.0,1.0,,,,,,0.2,0.125,,0.2,0.2857142857142857,0.2857142857142857,1.0,,,,,0.075,0.3333333333333333,,,1.0,1.0,2.0,0.022222222222222223,1.0,,,True,
2047,1610612752,Quentin Richardson,Quentin Richardson,2047,NYK,19849.0,331,42,640,628,264,215,85,1268,22.0,43,6.0,13.0,5.0,19.0,1.0,5.0,5.0,10.0,7.0,,10.0,25.0,3.0,7.0,28.0,58,13.0,32.0,25.0,120,680,6.0,13.0,3.0,3.0,18.0,5.0,22,9.0,14.0,27,24.0,32.0,36.0,10.0,25.0,10.0,5.0,1.0,15.0,5.0,20.0,5.0,10.0,2.0,45.0,,13.0,30.0,31,3.0,64,13.0,77,4.0,9,8,1.0,7.0,,6.0,5.0,,1.0,,,12,2.0,4.0,14.0,31.0,1.0,3.0,20,3.0,3.0,28.0,3.0,10.0,5.0,3.0,2.0,1.0,4.0,2.0,1.0,,27,264,8.0,4.0,0.42857142857142855,0.5217391304347826,0.9230769230769231,0.40625,0.40625,0.4827586206896552,0.46153846153846156,0.22727272727272727,0.5277777777777778,0.46875,0.20967741935483872,0.5833333333333334,0.5,0.34210526315789475,0.35555555555555557,0.03125,0.08620689655172414,0.09302325581395349,0.1,0.04,15.510204081632654,0.5833333333333334,0.125,0.1712707182320442,0.06735751295336788,0.297029702970297,,0.21631205673758866,0.049429657794676805,0.07608695652173914,0.046511627906976744,0.06896551724137931,,0.10416666666666667,0.11666666666666667,0.2602739726027397,0.25675675675675674,0.4074074074074074,0.09302325581395349,0.5,0.4777777777777778,0.5116279069767442,0.5641025641025641,0.45454545454545453,0.05555555555555555,0.2,0.2,,0.1111111111111111,0.5,0.5555555555555556,0.4,0.07777777777777778,0.2777777777777778,0.4,0.4166666666666667,0.9,0.8125,0.46153846153846156,,,0.1875,0.6129032258064516,0.2631578947368421,0.22580645161290322,0.8333333333333334,0.4,0.5483255555555555,0.5845933333333332,0.56535,0.10309278350515463,0.15384615384615385,0.15,0.225,4.055172413793104,24.709375,0.4125,3.0,,,2.0,1.0,1.0,1.0,1.0,3.0,,,,3.0,1.0,,1.0,1.0,0.3333333333333333,0.1111111111111111,,,,0.42857142857142855,0.42857142857142855,1.0,,,0.3333333333333333,1.0,0.06451612903225806,,0.14285714285714285,,,,1.0,,,,,True,
2407,1610612752,Jared Jeffries,Jared Jeffries,2407,NYK,21352.0,356,-50,649,667,201,170,105,1316,18.0,37,8.0,16.0,1.0,8.0,,6.0,2.0,9.0,2.0,,,4.0,,3.0,20.0,52,1.0,6.0,12.0,55,715,8.0,16.0,,7.0,23.0,1.0,11,4.0,5.0,10,22.0,18.0,3.0,14.0,3.0,,5.0,,15.0,6.0,21.0,4.0,11.0,3.0,48.0,8.0,23.0,12.0,28,2.0,42,31.0,73,1.0,9,7,2.0,11.0,2.0,9.0,7.0,,2.0,,1.0,18,4.0,2.0,21.0,48.0,4.0,3.0,18,3.0,1.0,19.0,3.0,10.0,1.0,13.0,11.0,2.0,13.0,6.0,,,10,201,8.0,1.0,0.55,0.8461538461538461,1.0,0.16666666666666666,0.2,0.38461538461538464,0.5,0.09090909090909091,0.3706896551724138,0.5,0.16666666666666666,0.4166666666666667,0.575,0.2631578947368421,0.10344827586206896,,0.09615384615384616,0.08108108108108109,,,10.824742268041238,0.6111111111111112,0.08695652173913043,0.12727272727272726,0.0931174089068826,0.13186813186813187,0.11764705882352941,0.12861736334405144,0.09841269841269841,0.07079646017699115,0.10204081632653061,0.11764705882352941,0.16326530612244897,0.16666666666666666,0.07547169811320754,0.12871287128712872,0.12903225806451613,0.13793103448275862,0.034482758620689655,0.46153846153846156,0.6379310344827587,0.4864864864864865,0.5294117647058824,0.5,0.10344827586206896,,,,0.15517241379310345,0.2222222222222222,0.2222222222222222,1.0,0.034482758620689655,0.06896551724137931,,,,1.0,0.5,0.125,,,0.5333333333333333,0.125,0.2,0.7413793103448276,,0.517569298245614,0.5460999999999998,0.5053964285714285,0.15384615384615385,0.1694915254237288,0.41818181818181815,0.18181818181818182,4.253846153846153,29.833333333333332,0.30970724191063176,1.0,,1.0,1.0,,,,1.0,,,1.0,2.0,1.0,,,,,,0.25,0.3333333333333333,,,0.5,0.5,1.0,,,,,0.06666666666666667,1.0,,,,,1.0,,,,1.0,True,
950,1610612752,Stephon Marbury,Stephon Marbury,950,NYK,29617.0,494,43,956,936,331,286,130,1892,40.0,74,3.0,6.0,12.0,28.0,6.0,20.0,15.0,30.0,7.0,2.0,13.0,52.0,5.0,24.0,61.0,124,15.0,59.0,56.0,223,989,5.0,8.0,7.0,7.0,23.0,17.0,42,28.0,29.0,90,24.0,98.0,18.0,2.0,52.0,13.0,13.0,1.0,58.0,17.0,75.0,12.0,38.0,13.0,167.0,4.0,7.0,12.0,28,,40,11.0,51,4.0,10,5,5.0,18.0,2.0,10.0,8.0,1.0,8.0,,1.0,26,,10.0,10.0,25.0,,3.0,55,3.0,4.0,73.0,6.0,32.0,7.0,1.0,,1.0,1.0,1.0,,,90,331,4.0,7.0,0.19672131147540983,0.2,0.4,0.2542372881355932,0.2542372881355932,0.49193548387096775,0.625,0.40476190476190477,0.4562841530054645,0.5333333333333333,0.4357142857142857,0.5162037037037037,0.575,0.5056179775280899,0.3224043715846995,0.01694915254237288,0.10483870967741936,0.14864864864864866,,0.019230769230769232,21.880650994575046,0.6923076923076923,,0.09364548494983277,0.022727272727272728,0.10084033613445378,0.03125,0.09569377990430622,0.02522935779816514,0.0379746835443038,,0.0125,0.044444444444444446,0.10526315789473684,0.0625,0.11023622047244094,0.12941176470588237,0.029411764705882353,0.0449438202247191,1.0,0.40437158469945356,0.5405405405405406,0.6349206349206349,0.2,0.1092896174863388,0.3,0.3333333333333333,,0.16393442622950818,0.5,0.5,0.26666666666666666,0.03825136612021858,0.28415300546448086,0.25,0.2549019607843137,0.3076923076923077,0.4,0.5,0.3333333333333333,0.13333333333333333,0.3333333333333333,0.4,0.42857142857142855,0.34285714285714286,0.726775956284153,0.25,0.511573901098901,0.5179583333333333,0.49887536231884044,0.15311004784688995,0.21333333333333335,0.1031390134529148,0.40358744394618834,5.716935483870967,25.27627118644068,0.34623430962343094,2.0,1.0,2.0,4.0,1.0,7.0,2.0,9.0,27.0,,,5.0,7.0,1.0,,,,0.2857142857142857,0.32142857142857145,0.1,,,0.2857142857142857,0.2857142857142857,1.0,0.5,1.0,0.2,,0.05714285714285714,0.5,0.2916666666666667,,,,,,,,,True,
