EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGM,ShortMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,PtsUnassisted3s,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Steals,LostBallSteals,2pt And 1 Free Throw Trips,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,OffLongMidRangeReboundPct,DefAtRimReboundPct,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Avg3ptShotDistance,SecondChanceArc3FGA,SecondChanceFG3A,ThreePtAssists,Arc3Assists,SecondChanceArc3Frequency,PtsPutbacks,Corner3Assists,LongMidRangeAssists,FTDefRebounds,BadPassSteals,DeadBallTurnovers,Offensive Fouls,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,DefFTReboundPct,OffShortMidRangeReboundPct,ShortMidRangeAssists,StepOutOfBoundsTurnovers,SecondChanceTurnovers,Blocked2s,BlockedAtRim,Blocks,DefShortMidRangeReboundPct,DefCorner3ReboundPct,RecoveredBlocks,BlocksRecoveredPct,SecondChanceFtPoints,BadPassOutOfBoundsTurnovers,Loose Ball Fouls Drawn,FTOffRebounds,OffFTReboundPct,ShortMidRangePctAssisted,3SecondViolations,on,SecondChanceCorner3FGA,Fg3aBlocked,SelfOReb,LostBallOutOfBoundsTurnovers,Travels,Loose Ball Fouls,Offensive Fouls Drawn,Technical Free Throw Trips,BlockedLongMidRange,BlockedShortMidRange,DefensiveGoaltends,OffensiveGoaltends,Defensive 3 Seconds Violations,FG3APctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,OffCorner3ReboundPct,SelfORebPct,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3FGM,SecondChanceArc3FGM,SecondChanceFG3M,HeaveMakes,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,SecondChanceFg3Pct,Corner3PctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawnPct,3pt And 1 Free Throw Trips,Clear Path Fouls,BlockedCorner3
101112,1610612752,Channing Frye,Channing Frye,101112,NYK,1216.0,20.0,5.0,38,35,23.0,6.0,5.0,73,1.0,3.0,1.0,3.0,1.0,3.0,1.0,4.0,2.0,7.0,2.0,6.0,36.0,1.0,5.0,2.0,2.0,5.0,2.0,6.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,4.0,4.0,8.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,6.0,23.0,0.5,0.5,0.2857142857142857,0.2,0.4,0.2857142857142857,0.2,0.4,0.375,0.2,0.5,0.14285714285714285,0.3333333333333333,20.408163265306122,1.0,0.3,0.14285714285714285,0.16666666666666666,0.3333333333333333,0.25,0.2,0.3333333333333333,0.5,0.5,0.2,0.42857142857142855,0.3333333333333333,0.5,0.5714285714285714,0.25,0.25,1.0,0.6,0.3333333333333333,0.6,0.3333333333333333,0.42857142857142855,0.4976285714285714,0.6519333333333334,0.54036,0.125,0.125,0.3333333333333333,1.0,10.514285714285714,0.6052631578947368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101126,1610612752,Nate Robinson,Nate Robinson,101126,NYK,1942.0,32.0,-9.0,60,59,38.0,22.0,6.0,119,3.0,6.0,,,1.0,3.0,,2.0,4.0,9.0,4.0,27.0,69.0,1.0,1.0,2.0,2.0,6.0,2.0,18.0,2.0,6.0,1.0,,,,,1.0,1.0,,1.0,1.0,2.0,3.0,,,,,,1.0,2.0,4.0,5.0,3.0,18.0,38.0,0.25,0.25,0.4444444444444444,1.0,0.3333333333333333,0.6764705882352942,1.0,0.7272727272727273,0.7105263157894737,1.0,0.75,0.1111111111111111,0.16666666666666666,26.760563380281692,,0.0625,0.043478260869565216,,0.14285714285714285,0.04,0.06666666666666667,,0.2,,,0.35294117647058826,0.5,0.6,0.11764705882352941,,,,,,0.2727272727272727,0.3333333333333333,0.8235294117647058,0.512321875,0.3631,0.5186409090909092,0.15789473684210525,0.2727272727272727,0.07407407407407407,0.6666666666666666,5.977777777777778,0.6333333333333333,1.0,1.0,1.0,2.0,1.0,2.0,4.0,6.0,3.0,3.0,5.0,8.0,4.0,5.0,12.0,3.0,1.0,5.0,4.0,1.0,1.0,1.0,1.0,0.8,0.625,0.8,0.7142857142857143,0.47058823529411764,0.125,0.14285714285714285,0.3333333333333333,0.058823529411764705,1.0,1.0,0.11764705882352941,0.5,0.5,1.0,0.35294117647058826,0.6666666666666666,0.6666666666666666,0.75,0.18181818181818182,0.5,0.2727272727272727,1.0,0.8,28.012500000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1883,1610612752,Steve Francis,Steve Francis,1883,NYK,1368.0,23.0,-5.0,44,43,29.0,31.0,4.0,87,,1.0,,,,1.0,,2.0,1.0,5.0,1.0,6.0,56.0,1.0,1.0,2.0,,3.0,,,,2.0,,1.0,3.0,1.0,8.0,,,,,,,,2.0,,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,,29.0,,,0.2,1.0,,0.2777777777777778,0.5,,0.3,0.5,,,,24.0,1.0,,,,,,,,,,,0.1111111111111111,,,0.2222222222222222,,,,,,0.2,,0.5555555555555556,0.48543333333333333,,0.48099,0.1,0.16666666666666666,0.3333333333333333,,11.4,0.6590909090909091,1.0,2.0,,1.0,,1.0,1.0,3.0,,1.0,1.0,4.0,,2.0,3.0,,,3.0,1.0,,,,,1.0,0.25,,0.25,0.4444444444444444,,,,0.2222222222222222,0.5,0.5,0.1111111111111111,,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.2,,0.2,,0.3333333333333333,24.125,1.0,1.0,2.0,2.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200776,1610612752,Mardy Collins,Mardy Collins,200776,NYK,2293.0,38.0,-15.0,74,72,44.0,36.0,9.0,146,7.0,9.0,1.0,2.0,4.0,5.0,3.0,6.0,11.0,17.0,8.0,33.0,84.0,1.0,2.0,2.0,6.0,10.0,3.0,18.0,6.0,16.0,1.0,1.0,4.0,,11.0,,2.0,,3.0,4.0,2.0,6.0,3.0,2.0,1.0,4.0,1.0,2.0,5.0,7.0,13.0,6.0,18.0,44.0,0.2727272727272727,0.3,0.6470588235294118,0.5,0.6,0.5952380952380952,0.5,0.5357142857142857,0.6111111111111112,0.5,0.5625,0.058823529411764705,0.1111111111111111,35.632183908045974,0.75,0.15,0.06666666666666667,,,0.09375,0.05128205128205128,,,0.125,,0.42857142857142855,0.7777777777777778,0.875,0.2857142857142857,0.5,0.5,0.3333333333333333,1.0,0.5,0.35714285714285715,0.8,0.6190476190476191,0.502075,0.5561,0.49438461538461537,0.23076923076923078,0.2727272727272727,0.06060606060606061,0.5454545454545454,7.923529411764705,0.5945945945945946,1.0,2.0,,,,,1.0,4.0,1.0,4.0,1.0,4.0,1.0,4.0,3.0,,1.0,3.0,1.0,2.0,,1.0,2.0,1.0,0.25,0.25,0.3333333333333333,0.19047619047619047,0.07142857142857142,0.2222222222222222,0.2857142857142857,0.09523809523809523,0.5,0.5,,,,,0.19047619047619047,0.25,0.25,1.0,,,0.2857142857142857,0.25,0.3333333333333333,33.0,,,3.0,2.0,,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.25,0.14285714285714285,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201043,1610612752,Randolph Morris,Randolph Morris,201043,NYK,2619.0,44.0,-12.0,83,81,47.0,38.0,10.0,164,1.0,2.0,,1.0,1.0,1.0,,1.0,1.0,6.0,2.0,4.0,94.0,,1.0,,1.0,3.0,1.0,3.0,,2.0,,1.0,1.0,,2.0,,1.0,4.0,2.0,8.0,1.0,9.0,1.0,,1.0,2.0,1.0,4.0,4.0,4.0,6.0,2.0,3.0,47.0,,,0.16666666666666666,,0.3333333333333333,0.16666666666666666,,0.3333333333333333,0.2222222222222222,,0.375,,,11.11111111111111,0.5,0.08695652173913043,0.030303030303030304,0.3076923076923077,,0.16666666666666666,0.023809523809523808,0.08333333333333333,,0.1,0.3,0.3333333333333333,0.5,0.5,0.16666666666666666,,,,1.0,,0.3333333333333333,1.0,0.3333333333333333,0.444,0.5216,0.42783333333333334,0.25,0.25,,0.75,6.25,0.5662650602409639,,3.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,1.0,,1.0,1.0,0.5,,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.3333333333333333,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200764,1610612752,Renaldo Balkman,Renaldo Balkman,200764,NYK,142.0,2.0,-7.0,4,5,,3.0,1.0,9,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,1.0,1.0,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2407,1610612752,Jared Jeffries,Jared Jeffries,2407,NYK,1309.0,22.0,-9.0,41,40,24.0,22.0,5.0,81,,2.0,,,,2.0,,2.0,,4.0,2.0,2.0,47.0,,,1.0,,2.0,1.0,1.0,,,1.0,,,,,1.0,1.0,,,,2.0,2.0,,,,1.0,,,2.0,4.0,4.0,2.0,1.0,24.0,,,,,,,,,0.16666666666666666,0.5,0.16666666666666666,0.25,0.5,14.285714285714286,,,0.05555555555555555,,0.25,,0.09090909090909091,,0.3333333333333333,,,0.5,,,0.5,,,,,,1.0,,0.5,0.46435,,0.52345,0.3333333333333333,0.3333333333333333,0.5,0.5,10.35,0.5853658536585366,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,0.1111111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,1.0,1.0,,,,,1.0,1.0,1.0,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
950,1610612752,Stephon Marbury,Stephon Marbury,950,NYK,462.0,8.0,-1.0,16,15,4.0,6.0,3.0,31,,,,,,,,,,1.0,,,13.0,,,,,1.0,,,,,,2.0,3.0,1.0,7.0,,,,1.0,1.0,,1.0,,,,,,,,,,,,4.0,,,,,,,,,,,,,,15.0,,0.14285714285714285,,,,0.1111111111111111,,,,0.5,,,,,,,,,,,,,0.6666666666666666,0.46623333333333333,,0.46623333333333333,,,,,6.2,0.25,,1.0,,,,,,2.0,,2.0,,2.0,,2.0,,,,2.0,,,,,,,,,,0.6666666666666666,,,,0.3333333333333333,,,,,,,0.6666666666666666,,,,,,0.6666666666666666,,,24.3,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
990,1610612752,Malik Rose,Malik Rose,990,NYK,1114.0,19.0,-4.0,34,33,20.0,15.0,4.0,67,,1.0,,1.0,,,,1.0,1.0,3.0,,2.0,41.0,,1.0,,1.0,2.0,,2.0,2.0,,1.0,,,,,1.0,1.0,2.0,1.0,3.0,3.0,6.0,,,,1.0,,2.0,4.0,1.0,,,2.0,20.0,1.0,1.0,0.3333333333333333,,0.5,0.3333333333333333,,0.5,0.3333333333333333,,0.5,0.3333333333333333,1.0,9.75609756097561,,0.09090909090909091,0.06666666666666667,0.5,1.0,0.2,0.125,0.14285714285714285,1.0,0.16666666666666666,,0.3333333333333333,,,0.3333333333333333,,,,1.0,,,,0.3333333333333333,0.4198,0.5514,0.354,,,,1.0,10.466666666666667,0.5882352941176471,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,0.3333333333333333,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,1.0,,,,,,1.0,0.3333333333333333,1.0,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2037,1610612752,Jamal Crawford,Jamal Crawford,2037,NYK,30.0,,,1,2,1.0,2.0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
