EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,OpponentPoints,ThreePtAssists,Assists,Arc3Assists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,LiveBallTurnovers,LostBallTurnovers,Turnovers,Fouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,PenaltyOffPossPct,LongMidRangeFGA,FG2A,TwoPtAssists,LongMidRangeAssists,ShootingFouls,Blocked2s,BlockedAtRim,Blocks,DefLongMidRangeReboundPct,LongMidRangeFrequency,ShotQualityAvg,Avg2ptShotDistance,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG3M,FG3A,Points,PenaltyFG3A,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,FTDefRebounds,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,EfgPct,TsPct,FG3APct,DefFTReboundPct,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,PenaltyShotQualityAvg,Avg3ptShotDistance,SecondChanceOffPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,FG2M,FtPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,OffTwoPtRebounds,OffRebounds,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,OffTwoPtReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Corner3FGA,PenaltyCorner3FGA,AtRimAssists,BadPassTurnovers,Loose Ball Fouls,Corner3Frequency,PenaltyCorner3Frequency,ShortMidRangePctBlocked,PenaltyArc3FGM,PenaltyFG3M,ShortMidRangeAssists,PenaltyFg3Pct,DefShortMidRangeReboundPct,DefCorner3ReboundPct,PenaltyArc3Accuracy,ShortMidRangeFGM,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,BlockedShortMidRange,Steals,LostBallSteals,on,Corner3FGM,PenaltyCorner3FGM,BadPassSteals,PenaltyTurnovers,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Accuracy,SecondChanceArc3FGA,SecondChanceFG3A,PtsUnassisted3s,Corner3Assists,OffThreePtRebounds,SelfOReb,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,StepOutOfBoundsTurnovers,Travels,Offensive Fouls,Offensive Fouls Drawn,BlockedLongMidRange,LongMidRangePctBlocked,OffThreePtReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,SelfORebPct,SecondChanceArc3Frequency,SecondChanceCorner3FGA,SecondChanceArc3FGM,SecondChanceFG3M,FTOffRebounds,SecondChanceTurnovers,Loose Ball Fouls Drawn,Blocked3s,BlockedArc3,DefensiveGoaltends,OffensiveGoaltends,3SecondViolations,SecondChanceFg3Pct,OffFTReboundPct,SecondChanceCorner3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,HeaveAttempts,Fg3aBlocked,LostBallOutOfBoundsTurnovers,3pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,Defensive 3 Seconds Violations,FG3APctBlocked,Corner3PctBlocked,SecondChanceAtRimPctAssisted,ThreePtShootingFoulsDrawnPct,Arc3PctBlocked,Clear Path Fouls,BlockedCorner3,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,HeaveMakes
101137,1610612746,Daniel Ewing,Daniel Ewing,101137,LAC,362.0,6,6.0,13,14,8,13,27,10,1.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,8,1.0,7.692307692307692,1.0,0.1666666666666666,1.0,0.2857142857142857,0.3333333333333333,1.0,0.6153846153846154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101189,1610612746,James Singleton,James Singleton,101189,LAC,497.0,8,2.0,17,19,6,16,36,17,,1.0,,2.0,,2.0,2.0,2.0,,,,2.0,6,,5.88235294117647,,0.2,,0.1818181818181818,0.25,,0.3529411764705882,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.3333333333333333,1.0,0.4336,17.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1749,1610612746,Cuttino Mobley,Cuttino Mobley,1749,LAC,138.0,2,-3.0,6,5,1,5,11,8,,,,,,,1.0,1.0,,,,,1,,33.333333333333336,,,,,,,0.1666666666666666,,,,,,,,,,,0.484575,,1.0,2.0,1.0,1.0,2.0,3.0,1.0,3.0,2.0,1.0,1.0,1.0,0.5,0.5,0.75,0.75,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,0.40575,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1882,1610612746,Elton Brand,Elton Brand,1882,LAC,489.0,8,-8.0,19,17,13,16,36,22,,,,,,,,1.0,,,,1.0,13,,30.0,,,,,,,0.6842105263157895,1.0,6.0,,,1.0,2.0,2.0,2.0,,0.1666666666666666,0.4646166666666667,5.583333333333333,,,,,,7.0,,,,,,,,,0.5,0.5833333333333334,,,,,,,,0.6666666666666666,,0.4763999999999999,,2.0,2.0,4.0,1.0,1.0,2.0,4.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,2.0,5.0,1.0,5.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,0.6666666666666666,1.0,0.5,1.0,0.4,1.0,0.4,1.5,0.5,0.1666666666666666,0.25,0.125,0.0909090909090909,1.0,0.5,0.6666666666666666,0.5,0.6666666666666666,0.5,0.1666666666666666,1.0,1.0,1.0,1.0,1.0,0.8,0.5,0.5091,0.1666666666666666,0.1666666666666666,0.4285714285714285,0.7142857142857143,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739,1610612746,Luke Jackson,Luke Jackson,2739,LAC,961.0,16,-3.0,34,34,19,27,68,33,,4.0,,8.0,,,1.0,1.0,1.0,,1.0,3.0,19,1.0,25.714285714285715,1.0,,,,,,0.5588235294117647,,4.0,4.0,2.0,,,,,,,0.5215875,3.9,1.0,3.0,1.0,1.0,4.0,3.0,2.0,3.0,3.0,1.0,1.0,1.0,0.25,0.25,0.1875,0.1875,0.5,0.3333333333333333,0.375,0.3333333333333333,0.3333333333333333,1.0,0.25,0.875,0.3333333333333333,0.4596125,25.525,2.0,,3.0,,,,1.0,1.0,,,,,,,,,2.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,0.375,,,,0.125,,,,,,0.25,,,,,,,1.0,1.0,2.0,1.0,2.0,0.125,0.25,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549,1610612746,Chris Kaman,Chris Kaman,2549,LAC,295.0,5,-2.0,10,9,1,3,19,9,,,,,,1.0,1.0,1.0,,,,1.0,1,,20.0,,0.2,,0.1666666666666666,1.0,,0.1,,2.0,,,1.0,,,,,,0.43635,6.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1894,1610612746,Corey Maggette,Corey Maggette,1894,LAC,823.0,14,,28,29,18,22,57,25,,2.0,,4.0,2.0,2.0,5.0,5.0,,,,3.0,18,2.0,13.793103448275865,,0.2,0.4,0.2666666666666666,,0.3333333333333333,0.6428571428571429,,3.0,2.0,,1.0,,,,,,0.4722,3.3000000000000003,1.0,1.0,1.0,1.0,1.0,7.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.875,0.875,0.25,0.5,0.25,1.0,1.0,1.0,0.25,0.75,1.0,0.4722,25.8,2.0,2.0,2.0,,,2.0,2.0,1.0,,2.0,,,,,,2.0,3.0,,7.0,4.0,,,,,,1.0,1.0,1.0,1.0,,7.0,1.0,1.0,0.6666666666666666,,0.6666666666666666,,0.875,,0.875,,,,,,,0.5,1.0,1.0,1.0,0.25,,,,,,0.5,1.0,,0.25,0.3333333333333333,,1.0,,,1.0,,,,,,1.0,1.0,1.0,1.0,0.6666666666666666,0.5,1.0,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200781,1610612746,Paul Davis,Paul Davis,200781,LAC,90.0,2,5.0,3,4,3,4,7,2,1.0,1.0,1.0,3.0,,,,,,,,,3,,66.66666666666667,,,,,,,1.0,1.0,2.0,,,,,,,,0.5,0.3645,10.8,,,,,,4.0,,,,,,,,,1.0,1.0,,,,,,,,,,0.3645,,,,,,,,,1.0,1.0,2.0,,,,,,2.0,2.0,,4.0,4.0,,,,,,,,,,,4.0,1.0,1.0,1.0,,1.0,,1.0,,1.0,,,,,,,,,,,0.5,1.0,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2624,1610612746,Quinton Ross,Quinton Ross,2624,LAC,431.0,7,,14,14,10,10,28,8,,,,,,1.0,1.0,1.0,,,,,10,,28.57142857142857,,0.25,,0.125,,,0.7142857142857143,2.0,4.0,,,,1.0,,1.0,1.0,0.5,0.4908249999999999,12.975,,,,,,4.0,,,,,,,,,0.5,0.5,,,,,,,,0.25,,0.5657,,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,2.0,,,,,,1.0,2.0,,2.0,4.0,,,,,,,,,,1.0,2.0,1.0,1.0,0.5,,0.5,,0.5,,0.5,,,,,,1.0,0.25,1.0,1.0,1.0,0.25,0.5,0.5,1.0,,,0.5,1.0,,,,,0.5,,,,,,,,,,,,,,,,,,,,1.0,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,1610612746,Sam Cassell,Sam Cassell,208,LAC,599.0,10,-9.0,21,20,11,14,41,23,1.0,2.0,1.0,5.0,1.0,,1.0,1.0,,,,1.0,11,,9.090909090909092,,,0.25,0.0909090909090909,,,0.5238095238095238,2.0,2.0,1.0,1.0,,,,,,1.0,0.36195,16.85,,,,,,2.0,,,,,,,,,0.5,0.5,,,,,,,,,,0.2979,,2.0,,,,,,,,1.0,1.0,,,,,,,1.0,,,2.0,,,,,,,,,,,,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,1.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
