EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,FG2M,FG2A,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,OffTwoPtRebounds,OffRebounds,Rebounds,DeadBallTurnovers,Travels,Turnovers,PenaltyTurnovers,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,Usage,OffTwoPtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,PenaltyOffPossPct,ThreePtAssists,Assists,Arc3Assists,AssistPoints,DefThreePtRebounds,DefRebounds,Fouls,DefThreePtReboundPct,DefFGReboundPct,OffAtRimReboundPct,DefArc3ReboundPct,TwoPtAssists,AtRimAssists,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,SelfOReb,ShootingFouls,SelfORebPct,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Avg2ptShotDistance,ShortMidRangeFGM,Arc3FGA,PenaltyArc3FGA,FG3A,FtPoints,PenaltyFG3A,PenaltyFtPoints,NonHeaveArc3FGA,Fg2aBlocked,DefTwoPtRebounds,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,FoulsDrawn,Loose Ball Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFoulsDrawn,FG3APct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,DefTwoPtReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,BlocksRecoveredPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Arc3Frequency,PenaltyArc3Frequency,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg3ptShotDistance,Steals,BadPassSteals,SecondChanceTurnovers,NonShootingPenaltyNonTakeFouls,Arc3FGM,PenaltyArc3FGM,FG3M,PenaltyFG3M,PtsAssisted3s,NonHeaveArc3FGM,LostBallOutOfBoundsTurnovers,Offensive Fouls Drawn,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,DefCorner3ReboundPct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Defensive 3 Seconds Violations,on,SecondChanceArc3FGA,SecondChanceFG3A,SecondChanceFtPoints,HeaveAttempts,Corner3Assists,ShortMidRangeAssists,LongMidRangeAssists,OffThreePtRebounds,FTOffRebounds,FTDefRebounds,LostBallSteals,BadPassOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Loose Ball Fouls,Offensive Fouls,Technical Free Throw Trips,Blocked3s,BlockedCorner3,BlockedLongMidRange,BlockedShortMidRange,DefensiveGoaltends,3SecondViolations,ShortMidRangePctBlocked,LongMidRangePctBlocked,DefFTReboundPct,OffFTReboundPct,OffThreePtReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,ShortMidRangePctAssisted,LongMidRangePctAssisted,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceFG3M,PtsUnassisted3s,Fg3aBlocked,Clear Path Fouls,ThreePtShootingFoulsDrawn,BlockedArc3,SecondChanceFg3Pct,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,OffensiveGoaltends,3pt And 1 Free Throw Trips
101124,1610612763,Hakim Warrick,Hakim Warrick,101124,MEM,370.0,6,-4.0,13,13,9.0,8.0,1.0,26,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,4.0,13,1.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,9.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,21.428571428571427,0.25,0.25,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.57725,0.5268,0.57725,0.5,1.0,0.6923076923076923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101215,1610612763,Will Conroy,Will Conroy,101215,MEM,997.0,17,-9.0,32,32,21.0,18.0,5.0,64,,,,,,,,,,38,,,,,,,,,,1.0,1.0,2.0,,,,,,21.0,,,,,,,,,,,,,0.0833333333333333,0.0769230769230769,,,,,,,,,,,,,,,,0.65625,1.0,1.0,1.0,3.0,1.0,1.0,1.0,0.3333333333333333,0.0526315789473684,0.1666666666666666,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1088,1610612763,Chucky Atkins,Chucky Atkins,1088,MEM,327.0,5,-4.0,12,11,6.0,2.0,1.0,23,1.0,1.0,,,,,1.0,1.0,2.0,13,,,,,,,,2.0,,,,,,,,,,6.0,,,1.0,,,1.0,,,1.0,,,8.333333333333334,,,,1.0,1.0,1.0,,,,,,1.0,0.4959,,,,,0.5,,1.0,,2.0,,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200752,1610612763,Rudy Gay,Rudy Gay,200752,MEM,520.0,9,-8.0,16,17,7.0,3.0,3.0,33,,2.0,,,,2.0,1.0,6.0,2.0,20,,,,,3.0,,,2.0,,1.0,1.0,1.0,,,,,,7.0,,,0.1666666666666666,,,0.1666666666666666,,,0.1666666666666666,,,33.333333333333336,0.1111111111111111,0.1111111111111111,1.0,0.3333333333333333,,,,,,0.6666666666666666,,0.3333333333333333,0.46545,,0.5294666666666666,,,0.4375,,,,,,,3.0,,,,,,,1.0,1.0,3.0,1.0,3.0,0.2,0.1666666666666666,0.5,0.3333333333333333,0.3333333333333333,10.733333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2200,1610612763,Pau Gasol,Pau Gasol,2200,MEM,793.0,13,-4.0,26,25,18.0,13.0,4.0,51,4.0,6.0,1.0,2.0,2.0,4.0,5.0,8.0,14.0,27,1.0,2.0,2.0,3.0,6.0,9.0,,10.0,2.0,1.0,1.0,5.0,,,3.0,2.0,9.0,18.0,,,0.625,0.5,0.5,0.5555555555555556,0.5,0.4285714285714285,0.5833333333333334,0.5,0.5,51.72413793103448,0.0909090909090909,0.0833333333333333,,0.6666666666666666,0.6666666666666666,0.8,,1.0,0.5,0.5714285714285714,0.5,0.7777777777777778,0.528838888888889,0.57395,0.5167642857142857,0.1428571428571428,0.6428571428571429,0.6923076923076923,,,,,,4.0,,,0.2666666666666666,0.1666666666666666,,,,1.0,,1.0,,,,0.1111111111111111,0.1111111111111111,,,3.3125,1.0,1.0,1.0,1.0,4.0,1.0,3.0,1.0,1.0,4.0,3.0,1.0,2.0,6.0,1.0,8.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1111111111111111,0.125,0.1666666666666666,1.0,0.3333333333333333,0.5,0.4,0.2,1.0,1.0,1.0,0.1111111111111111,0.1428571428571428,0.3636363636363636,0.4,25.8,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2563,1610612763,Dahntay Jones,Dahntay Jones,2563,MEM,596.0,10,,19,19,14.0,17.0,2.0,38,1.0,1.0,,,,,1.0,1.0,2.0,21,,,,,,,,2.0,,,,1.0,,,,,,14.0,,,1.0,,,1.0,,,1.0,,,4.761904761904762,,,,1.0,1.0,1.0,,,,,,1.0,0.6436,,,,,0.7368421052631579,,,,,,1.0,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,0.125,,,0.3333333333333333,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200792,1610612763,Alexander Johnson,Alexander Johnson,200792,MEM,487.0,8,-9.0,14,16,11.0,11.0,3.0,30,,,,,,,,1.0,2.0,21,,,,,1.0,2.0,,,,,,2.0,1.0,1.0,2.0,2.0,2.0,11.0,,,,,,,,,0.3333333333333333,,0.5,29.41176470588235,,,,,,,,,,,,,0.3927,,0.3927,,1.0,0.7857142857142857,,,,,,2.0,3.0,,0.2,,,,,1.0,,,,2.0,,1.0,,,,13.8,,,,,2.0,,2.0,,,2.0,1.0,,1.0,2.0,,4.0,,1.0,1.0,1.0,1.0,1.0,,1.0,,,,0.5,0.2,0.6666666666666666,,,,,,,,0.5,0.5,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2034,1610612763,Mike Miller,Mike Miller,2034,MEM,500.0,8,-1.0,15,15,13.0,12.0,4.0,30,,2.0,,,,2.0,,3.0,3.0,17,,,,,3.0,3.0,,,,,,1.0,1.0,,1.0,1.0,3.0,13.0,,,,,,0.375,,0.375,0.375,,0.375,26.31578947368421,,,,0.5,,,,,,0.5,,0.75,0.4960124999999999,,0.4960124999999999,,1.0,0.8666666666666667,,,,,1.0,1.0,,1.0,0.1,,,,,1.0,,,,,,0.25,,,,4.166666666666667,,1.0,1.0,1.0,,1.0,,1.0,1.0,,,,,2.0,,,,,,,,,,,0.25,0.3333333333333333,0.5,,,,,,,,,0.25,0.25,,,26.6,,,,,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2073,1610612763,Brian Cardinal,Brian Cardinal,2073,MEM,197.0,3,-1.0,7,6,6.0,6.0,1.0,13,,,,,,,,,,9,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8571428571428571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101160,1610612763,Lawrence Roberts,Lawrence Roberts,101160,MEM,198.0,3,-5.0,6,6,,,1.0,12,,1.0,,1.0,,,,1.0,,11,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,16.666666666666668,,,,1.0,,,,1.0,,,,1.0,0.5495,0.5495,,,,,,,,,,1.0,1.0,,0.5,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
