EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGA,LongMidRangeFGA,FG2M,FG2A,Points,OpponentPoints,SecondChanceFG2A,PtsUnassisted2s,Fg2aBlocked,OffTwoPtRebounds,OffRebounds,Rebounds,Fouls,Loose Ball Fouls,NonShootingPenaltyNonTakeFouls,Fg2Pct,EfgPct,TsPct,FG2APctBlocked,ShortMidRangePctBlocked,Usage,OffTwoPtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,LongMidRangeFrequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,Avg2ptShotDistance,PenaltyOffPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,LongMidRangeFGM,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,FtPoints,SecondChanceFG2M,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,AtRimPctBlocked,LongMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg3ptShotDistance,PenaltyOffPossPct,BlockedShortMidRange,RecoveredBlocks,BlocksRecoveredPct,ThreePtShootingFoulsDrawn,DefensiveGoaltends,Defensive 3 Seconds Violations,ThreePtShootingFoulsDrawnPct,Blocked3s,BlockedArc3,BlockedLongMidRange,SecondChanceAtRimPctAssisted,OffensiveGoaltends,3SecondViolations,BlockedCorner3,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,on,Clear Path Fouls,Corner3PctBlocked
101134,1610612748,Wayne Simien,Wayne Simien,101134,MIA,510.0,8,-2,16,17,11,3,33,1.0,1.0,3.0,1.0,1.0,5.0,2.0,16,1.0,2.0,1.0,1.0,1.0,1.0,2,1.0,1.0,0.2,0.2,0.2,0.2,0.3333333333333333,25.0,0.125,0.1111111111111111,0.25,0.2,1.0,1.0,0.6,0.2,0.2,0.41106,0.4909,7.4799999999999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
1715,1610612748,Jason Williams,Jason Williams,1715,MIA,111906.0,1865,34,3507,3486,789,358,6993,70.0,125.0,28.0,121.0,135.0,274.0,664.0,3681,13.0,214.0,15.0,8.0,17.0,140.0,68,2.0,9.0,0.4927007299270073,0.5008787346221442,0.5296540362438221,0.05474452554744526,0.03571428571428571,18.031114511604184,0.007518796992481203,0.00980392156862745,0.006896551724137931,0.21968365553602812,0.56,0.6194690265486725,0.0492091388400703,0.2126537785588752,0.7381370826010545,0.5210045293072822,0.49787083333333343,9.290145985401459,892.0,3.0,4.0,20.0,33.0,12.0,53.0,17.0,37.0,1.0,1.0,2.0,6.0,83.0,258.0,9.0,18.0,22.0,73.0,100.0,295.0,94.0,7.0,10.0,19.0,7.0,51.0,39.0,72.0,24.0,79.0,39.0,189.0,56.0,213.0,87.0,2.0,6.0,252.0,83.0,256.0,66.0,322.0,48.0,18.0,128.0,34.0,94.0,710.0,7.0,2.0,38.0,83.0,2.0,123.0,5.0,58.0,46.0,12.0,64.0,21.0,51.0,36.0,1.0,13.0,1.0,4.0,100.0,2.0,20.0,25.0,4.0,71.0,1.0,7.0,103.0,4.0,23.0,29.0,13.0,1.0,1.0,1.0,189.0,892.0,12.0,0.2074074074074074,0.208955223880597,0.71,0.3389830508474576,0.5263157894736842,0.3037974683544304,0.3460207612456747,0.5384615384615384,0.5416666666666666,0.6875,0.4966887417218543,0.7142857142857143,0.5386904761904762,0.5184534270650264,0.096,0.01652892561983471,0.64,0.015625,0.014388489208633094,0.06509803921568627,0.09004739336492891,0.015021459227467811,0.0713022981732469,0.011904761904761904,0.0045662100456621,0.017391304347826087,0.008264462809917356,0.06878306878306878,0.0364741641337386,0.07922535211267606,0.0859106529209622,0.09923664122137404,0.016181229773462782,0.21428571428571427,0.42857142857142855,0.4444444444444444,0.08333333333333333,0.4380165289256198,0.44537815126050423,0.22641509433962265,0.06502636203866433,0.4594594594594595,0.4594594594594595,0.9411764705882353,0.45342706502636204,0.32170542635658916,0.32170542635658916,0.6626506024096386,0.125,0.75,0.03125,1.0,1.0,0.5625,0.5,0.6666666666666666,0.2185430463576159,0.6060606060606061,0.039735099337748346,0.3333333333333333,0.48344370860927155,0.3013698630136986,0.32936507936507936,0.49912620689655185,0.04882154882154882,0.09698996655518395,0.07680722891566265,0.28463855421686746,25.748474576271185,0.25434844596521244,,,,,,,,,,,,,,,,,,True,,
1720,1610612748,Michael Doleac,Michael Doleac,1720,MIA,15838.0,264,-7,495,489,143,43,984,8.0,13.0,11.0,37.0,35.0,61.0,86.0,539,10.0,14.0,5.0,9.0,15.0,64.0,43,3.0,3.0,0.5737704918032787,0.5737704918032787,0.6142857142857143,0.08196721311475409,0.2727272727272727,15.384615384615385,0.059602649006622516,0.05853658536585366,0.03225806451612903,0.21311475409836064,0.6153846153846154,0.6666666666666666,0.18032786885245902,0.6065573770491803,0.21311475409836064,0.4294311475409836,0.43790000000000007,12.181967213114756,184.0,2.0,5.0,3.0,5.0,6.0,21.0,,,,,,,,,,,,,,,16.0,7.0,,,3.0,17.0,11.0,18.0,,,9.0,31.0,56.0,,,,,,,7.0,2.0,9.0,1.0,1.0,4.0,1.0,2.0,20.0,3.0,3.0,7.0,35.0,7.0,49.0,1.0,3.0,1.0,2.0,3.0,1.0,,11.0,,3.0,,4.0,14.0,1.0,5.0,23.0,5.0,14.0,1.0,2.0,19.0,1.0,,6.0,4.0,6.0,5.0,6.0,31.0,184.0,4.0,0.8,0.8,,,,,,0.7,0.6111111111111112,0.7,0.6111111111111112,0.7083333333333334,0.6458333333333334,,0.07692307692307693,0.02702702702702703,0.21428571428571427,0.2413793103448276,0.2,0.19662921348314608,0.1320754716981132,0.05555555555555555,0.18181818181818182,0.07692307692307693,0.06172839506172839,0.046511627906976744,0.09090909090909091,0.24528301886792453,0.1282051282051282,0.19767441860465115,0.10256410256410256,0.21428571428571427,0.05,0.5,0.5454545454545454,0.75,0.5,0.5675675675675675,0.5833333333333334,1.0,,,,,,,,,0.5,0.4,,,,,,,0.2777777777777778,0.6,,,,,,0.41911111111111116,0.09090909090909091,0.09090909090909091,0.19767441860465115,0.36046511627906974,,0.3717171717171717,1.0,3.0,0.5,,,,,,,,,,,,,,,True,,
2548,1610612748,Dwyane Wade,Dwyane Wade,2548,MIA,42355.0,706,82,1362,1352,268,115,2714,84.0,123.0,41.0,145.0,159.0,309.0,487.0,1405,24.0,216.0,9.0,13.0,16.0,86.0,40,1.0,5.0,0.5145631067961165,0.5151975683890577,0.5953545232273839,0.02912621359223301,0.04878048780487805,31.666666666666668,0.030373831775700934,0.026785714285714284,,0.3738601823708207,0.6829268292682927,0.717948717948718,0.12462006079027356,0.44072948328267475,0.43465045592705165,0.47084298780487804,0.500495652173913,9.984142394822008,336.0,9.0,13.0,16.0,26.0,22.0,53.0,,2.0,,,,,7.0,18.0,,3.0,3.0,8.0,7.0,20.0,148.0,12.0,,3.0,3.0,27.0,33.0,74.0,3.0,8.0,60.0,135.0,102.0,9.0,12.0,18.0,1.0,17.0,7.0,95.0,40.0,135.0,16.0,24.0,50.0,9.0,36.0,310.0,2.0,1.0,19.0,48.0,3.0,70.0,5.0,43.0,28.0,15.0,36.0,11.0,17.0,30.0,3.0,19.0,,4.0,66.0,,17.0,11.0,9.0,126.0,2.0,3.0,175.0,14.0,,76.0,17.0,19.0,12.0,19.0,135.0,336.0,15.0,0.32075471698113206,0.34,0.42857142857142855,0.35,,0.375,0.3684210526315789,0.5,0.44594594594594594,0.4444444444444444,0.4573170731707317,0.48214285714285715,0.5973451327433629,0.060790273556231005,0.04878048780487805,0.006896551724137931,0.5454545454545454,0.058823529411764705,0.02702702702702703,0.09430255402750491,0.12025316455696203,0.015151515151515152,0.10044977511244378,0.08943089430894309,0.00975609756097561,0.020202020202020204,,0.06535947712418301,0.0958904109589041,0.11428571428571428,0.12727272727272726,0.10416666666666667,0.03355704697986577,0.38095238095238093,0.5365853658536586,0.5641025641025641,0.13636363636363635,0.36551724137931035,0.3680555555555556,0.3018867924528302,0.0060790273556231,,,,0.0547112462006079,0.3888888888888889,0.3888888888888889,0.42857142857142855,0.48148148148148145,0.6923076923076923,,,,0.1111111111111111,,,0.3170731707317073,0.6153846153846154,,,0.0975609756097561,0.375,0.4117647058823529,0.446098780487805,0.19642857142857142,0.20485175202156333,0.055441478439425054,0.27720739219712526,27.575,0.24669603524229075,7.0,13.0,0.6842105263157895,1.0,2.0,1.0,0.047619047619047616,,,,,,,,,,,True,,
2748,1610612748,Dorell Wright,Dorell Wright,2748,MIA,29741.0,496,-72,942,945,223,85,1887,34.0,53.0,21.0,60.0,69.0,134.0,162.0,1035,15.0,46.0,7.0,17.0,19.0,118.0,42,3.0,6.0,0.5149253731343284,0.4825174825174825,0.5192307692307693,0.05223880597014925,0.047619047619047616,17.24137931034483,0.05821917808219178,0.04810126582278481,0.045454545454545456,0.3706293706293706,0.6415094339622641,0.7083333333333334,0.14685314685314685,0.4195804195804196,0.43356643356643354,0.47780425531914894,0.5227214285714286,9.398507462686569,248.0,9.0,12.0,11.0,14.0,7.0,28.0,,6.0,,,,1.0,,3.0,,,,2.0,,9.0,24.0,11.0,,,6.0,28.0,15.0,27.0,,3.0,11.0,41.0,92.0,,,16.0,2.0,1.0,,27.0,8.0,35.0,6.0,2.0,20.0,1.0,6.0,78.0,2.0,,20.0,66.0,13.0,99.0,4.0,13.0,7.0,6.0,13.0,2.0,7.0,11.0,,6.0,1.0,3.0,24.0,1.0,5.0,19.0,3.0,29.0,2.0,4.0,29.0,3.0,,15.0,1.0,19.0,11.0,20.0,41.0,248.0,1.0,0.6666666666666666,0.7540983606557377,,,,,,0.7333333333333333,0.5555555555555556,0.7333333333333333,0.5,0.8235294117647058,0.5694444444444444,0.06293706293706294,0.09433962264150944,0.016666666666666666,0.5416666666666666,0.28888888888888886,,0.1924198250728863,0.18691588785046728,0.019417475728155338,0.19111111111111112,0.13636363636363635,0.014492753623188406,0.012658227848101266,0.041666666666666664,0.15702479338842976,0.20212765957446807,0.21875,0.22077922077922077,0.1,0.06153846153846154,0.6176470588235294,0.3333333333333333,0.35,0.5714285714285714,0.4666666666666667,0.4745762711864407,0.75,0.04195804195804196,,,,0.02097902097902098,,,,0.8,0.75,,,,,,,0.4666666666666667,0.7857142857142857,0.03333333333333333,,0.06666666666666667,,,0.50115,0.0967741935483871,0.10273972602739725,0.1728395061728395,0.25308641975308643,29.477777777777778,0.2632696390658174,3.0,11.0,0.55,,1.0,,,1.0,1.0,5.0,0.2222222222222222,,,,,,,True,,
297,1610612748,Alonzo Mourning,Alonzo Mourning,297,MIA,46587.0,776,14,1468,1476,288,145,2944,71.0,103.0,97.0,11.0,117.0,211.0,334.0,1545,46.0,74.0,17.0,43.0,53.0,173.0,112,14.0,5.0,0.5545023696682464,0.5545023696682464,0.5964285714285714,0.08056872037914692,0.08247422680412371,21.245421245421248,0.0945054945054945,0.08427876823338736,0.09375,0.4881516587677725,0.6893203883495146,0.7473684210526316,0.4597156398104265,0.052132701421800945,0.4881516587677725,0.47570947867298585,0.4953585365853658,4.239810426540284,313.0,18.0,29.0,17.0,21.0,45.0,1.0,,,,,,,,,,,,,,,100.0,27.0,,,18.0,72.0,25.0,35.0,,,36.0,86.0,160.0,,,32.0,,,,4.0,3.0,7.0,2.0,1.0,3.0,,1.0,17.0,9.0,1.0,28.0,80.0,12.0,120.0,9.0,9.0,6.0,3.0,22.0,3.0,3.0,46.0,,19.0,1.0,3.0,68.0,5.0,12.0,53.0,20.0,125.0,10.0,6.0,151.0,14.0,,67.0,16.0,102.0,78.0,102.0,86.0,313.0,13.0,0.6837606837606838,0.7920792079207921,,,,,,0.5869565217391305,0.7142857142857143,0.5869565217391305,0.7142857142857143,0.631578947368421,0.7166666666666667,,0.07766990291262135,0.09090909090909091,0.3235294117647059,0.27906976744186046,0.02702702702702703,0.1388888888888889,0.16374269005847952,0.05555555555555555,0.14457831325301204,0.13333333333333333,0.06770833333333333,0.048,0.08108108108108109,0.1188118811881188,0.1987179487179487,0.11467889908256881,0.15789473684210525,0.17543859649122806,0.12,0.7605633802816901,0.4639175257731959,0.5056179775280899,0.5555555555555556,0.09090909090909091,0.1,1.0,,,,,,,,,0.6304347826086957,0.6206896551724138,,,,,,,0.6,0.8095238095238095,,,,,,0.5243314285714286,0.2537878787878788,0.2537878787878788,0.2155688622754491,0.25748502994011974,,0.21321525885558584,21.0,61.0,0.5980392156862745,,5.0,9.0,,,,3.0,0.3888888888888889,1.0,14.0,,,,,True,,
2574,1610612748,Jason Kapono,Jason Kapono,2574,MIA,43503.0,725,72,1370,1355,303,139,2725,6.0,11.0,26.0,117.0,73.0,154.0,300.0,1415,11.0,60.0,7.0,6.0,8.0,68.0,57,3.0,7.0,0.474025974025974,0.5725806451612904,0.5859375,0.045454545454545456,0.07692307692307693,18.30708661417323,0.01366742596810934,0.013490725126475547,0.025210084033613446,0.04435483870967742,0.5454545454545454,0.6,0.10483870967741936,0.4717741935483871,0.42338709677419356,0.46860927419354836,0.5065763157894738,16.17922077922078,348.0,1.0,3.0,1.0,1.0,9.0,58.0,27.0,48.0,1.0,3.0,5.0,10.0,19.0,46.0,1.0,7.0,5.0,13.0,46.0,94.0,16.0,4.0,2.0,10.0,2.0,16.0,14.0,28.0,10.0,23.0,10.0,68.0,86.0,138.0,,2.0,,46.0,19.0,24.0,16.0,40.0,13.0,3.0,11.0,6.0,7.0,96.0,2.0,,12.0,40.0,8.0,60.0,2.0,13.0,9.0,4.0,8.0,3.0,4.0,15.0,,4.0,,3.0,23.0,2.0,7.0,23.0,9.0,23.0,3.0,5.0,16.0,,,4.0,4.0,1.0,,1.0,68.0,348.0,4.0,0.589041095890411,0.5972222222222222,1.0,0.48936170212765956,0.2,0.43478260869565216,0.48936170212765956,0.36363636363636365,0.5,0.3333333333333333,0.5686274509803921,0.36363636363636365,0.6071428571428571,0.3790322580645161,0.09090909090909091,0.03418803418803419,0.34782608695652173,0.14285714285714285,,0.08316008316008316,0.06349206349206349,0.012987012987012988,0.07761194029850746,0.015748031496062992,0.0051813471502590676,0.017543859649122806,,0.059602649006622516,0.1044776119402985,0.08673469387755102,0.0625,0.06557377049180328,0.01652892561983471,0.5,0.34615384615384615,0.375,0.4444444444444444,0.49572649572649574,0.5132743362831859,0.6206896551724138,0.1935483870967742,0.5625,0.5625,1.0,0.18548387096774194,0.41304347826086957,0.41304347826086957,1.0,0.14285714285714285,0.3333333333333333,0.14285714285714285,0.3333333333333333,1.0,0.3333333333333333,0.14285714285714285,1.0,0.0196078431372549,1.0,0.19607843137254902,0.5,0.2549019607843137,0.38461538461538464,0.41304347826086957,0.4599774509803921,0.015873015873015872,0.02531645569620253,0.05333333333333334,0.22666666666666666,24.357446808510637,0.25401459854014596,1.0,1.0,1.0,,,2.0,,,,,,,,,,,,True,,
2617,1610612748,Udonis Haslem,Udonis Haslem,2617,MIA,80754.0,1346,33,2537,2534,507,268,5071,90.0,135.0,76.0,197.0,200.0,408.0,471.0,2653,61.0,76.0,25.0,58.0,87.0,347.0,132,14.0,17.0,0.49019607843137253,0.49019607843137253,0.5187224669603524,0.061274509803921566,0.09210526315789473,18.30985915492958,0.07160493827160494,0.07553956834532374,0.08292682926829269,0.33088235294117646,0.6666666666666666,0.7563025210084033,0.18627450980392157,0.48284313725490197,0.33088235294117646,0.4586745098039215,0.5096809523809523,9.945343137254902,622.0,24.0,38.0,23.0,38.0,27.0,83.0,,,,,,,,,,,,,,,71.0,30.0,,,11.0,71.0,47.0,96.0,,,32.0,126.0,324.0,,,34.0,,,,43.0,12.0,55.0,8.0,4.0,26.0,5.0,12.0,122.0,26.0,3.0,60.0,183.0,17.0,260.0,8.0,28.0,15.0,13.0,32.0,6.0,21.0,34.0,1.0,11.0,1.0,7.0,66.0,5.0,14.0,63.0,11.0,116.0,14.0,22.0,103.0,11.0,,45.0,12.0,15.0,14.0,16.0,126.0,622.0,12.0,0.81,0.8852459016393442,,,,,,0.4918032786885246,0.4895833333333333,0.4918032786885246,0.4895833333333333,0.5298507462686567,0.5384615384615384,,0.11851851851851852,0.01015228426395939,0.48484848484848486,0.18888888888888888,0.030303030303030304,0.19783783783783784,0.19672131147540983,0.08609271523178808,0.1975609756097561,0.11067193675889328,0.036931818181818184,0.08444444444444445,0.09090909090909091,0.1856060606060606,0.24489795918367346,0.1778846153846154,0.20853080568720378,0.1702127659574468,0.04419889502762431,0.7111111111111111,0.35526315789473684,0.391304347826087,0.6296296296296297,0.4213197969543147,0.4256410256410256,0.9759036144578314,,,,,,,,,0.6229508196721312,0.631578947368421,,,,,,,0.3958333333333333,0.6052631578947368,,,,,,0.45762395833333325,0.10180995475113122,0.10180995475113122,0.15074309978768577,0.267515923566879,,0.2451714623571147,1.0,8.0,0.5,,,1.0,,1.0,,,0.20833333333333334,1.0,2.0,1.0,,,,True,,
1899,1610612748,James Posey,James Posey,1899,MIA,49368.0,823,28,1557,1542,370,175,3099,43.0,71.0,9.0,17.0,49.0,97.0,256.0,1612,14.0,46.0,11.0,16.0,32.0,155.0,86,5.0,6.0,0.5051546391752577,0.545,0.5818181818181818,0.1134020618556701,,13.863636363636363,0.0365296803652968,0.03896103896103896,0.01652892561983471,0.355,0.6056338028169014,0.7166666666666667,0.045,0.085,0.87,0.542243,0.5807352941176471,4.524742268041237,425.0,7.0,12.0,13.0,22.0,2.0,4.0,12.0,36.0,,4.0,2.0,9.0,28.0,67.0,1.0,6.0,8.0,16.0,40.0,103.0,38.0,7.0,1.0,10.0,5.0,22.0,13.0,28.0,10.0,25.0,22.0,78.0,52.0,117.0,3.0,8.0,,67.0,28.0,29.0,14.0,43.0,9.0,5.0,12.0,4.0,13.0,100.0,11.0,5.0,28.0,74.0,21.0,123.0,6.0,34.0,24.0,10.0,10.0,2.0,8.0,14.0,,2.0,,3.0,24.0,3.0,4.0,46.0,7.0,70.0,5.0,28.0,44.0,3.0,1.0,15.0,8.0,11.0,11.0,12.0,78.0,425.0,8.0,0.5306122448979592,0.5777777777777777,0.975,0.3883495145631068,0.1,0.4,0.3883495145631068,0.5,0.4642857142857143,0.3541666666666667,0.5283018867924528,0.4230769230769231,0.6,0.515,0.15492957746478872,,0.4166666666666667,0.42,0.06493506493506493,0.14258188824662812,0.13861386138613863,0.043137254901960784,0.14147018030513175,0.05844155844155844,0.03067484662576687,0.027777777777777776,0.08,0.11971830985915492,0.168141592920354,0.14393939393939395,0.16216216216216217,0.07407407407407407,0.0625,0.4883720930232558,0.2222222222222222,0.2222222222222222,0.5,0.23529411764705882,0.23529411764705882,1.0,0.18,0.3333333333333333,0.3333333333333333,1.0,0.335,0.417910447761194,0.42424242424242425,0.9642857142857143,0.5,0.5833333333333334,0.16666666666666666,,,0.25,0.16666666666666666,1.0,0.41509433962264153,0.5909090909090909,0.16981132075471697,0.2222222222222222,0.3018867924528302,0.5,0.417910447761194,0.5385867924528303,0.07075471698113207,0.13761467889908258,0.0859375,0.3046875,24.624271844660193,0.2729608220937701,,7.0,0.5833333333333334,,,3.0,,1.0,1.0,,0.14285714285714285,1.0,,,1.0,0.009708737864077669,0.014925373134328358,True,,
200809,1610612748,Chris Quinn,Chris Quinn,200809,MIA,1102.0,18,11,33,32,18,6,65,,2.0,1.0,1.0,,4.0,9.0,44,1.0,,1.0,1.0,1.0,2.0,3,,3.0,,0.5625,0.5625,0.25,,19.047619047619047,0.1,0.0625,0.3333333333333333,0.25,,,0.125,0.125,0.75,0.4428375,0.4433,6.0,17.0,,1.0,,,,,,,,,,,3.0,4.0,1.0,1.0,2.0,2.0,3.0,4.0,,,1.0,1.0,,3.0,,,2.0,2.0,,6.0,,6.0,3.0,,,4.0,3.0,1.0,3.0,4.0,2.0,1.0,1.0,,,11.0,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,6.0,17.0,,,,0.6666666666666666,0.75,1.0,1.0,0.75,,,0.75,1.5,0.75,1.5,0.5,0.5,,,,,0.1111111111111111,,,0.07692307692307693,,,,,,,0.25,,,0.25,,,,,,,,,,,,0.5,0.75,0.75,0.6666666666666666,0.5,,,,,0.5,1.0,,,,,,1.0,1.0,0.75,0.357225,,,0.3333333333333333,0.6666666666666666,25.95,0.5151515151515151,,,,,,,,,,,,,,,,,,True,,
