EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,OffPoss,PenaltyOffPoss,SecondChanceOffPoss,TotalPoss,PenaltyOffPossExcludingTakeFouls,PenaltyOffPossPct,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,FG3A,SecondChanceFG3A,PenaltyFG3A,FG3APct,Usage,Corner3Frequency,SecondChanceCorner3Frequency,PenaltyCorner3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,Avg3ptShotDistance,Minutes,DefPoss,PenaltyDefPoss,LongMidRangeFGA,FG2A,OpponentPoints,PenaltyFG2A,DefensiveGoaltends,LongMidRangeFrequency,Avg2ptShotDistance,ShortMidRangeFGM,ShortMidRangeFGA,FG2M,Points,PenaltyFG2M,PenaltyPoints,PtsUnassisted2s,Steals,LostBallSteals,PenaltyPointsExcludingTakeFouls,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,PenaltyPointsPct,TwoPtAssists,Assists,AtRimAssists,AssistPoints,DefThreePtRebounds,DefRebounds,Rebounds,DeadBallTurnovers,Travels,Turnovers,PenaltyTurnovers,DefThreePtReboundPct,DefFGReboundPct,DefCorner3ReboundPct,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,PtsAssisted2s,DefTwoPtRebounds,Fouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,DefTwoPtReboundPct,DefLongMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,on,PlusMinus,SecondChanceAtRimFGM,SecondChanceAtRimFGA,LongMidRangeFGM,Corner3FGM,PenaltyCorner3FGM,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FtPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFtPoints,SecondChancePoints,PenaltyFG3M,PenaltyFtPoints,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,ThreePtAssists,Arc3Assists,Corner3Assists,ShortMidRangeAssists,LongMidRangeAssists,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,FTDefRebounds,OffRebounds,SelfOReb,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,SecondChanceTurnovers,ShootingFouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,3SecondViolations,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,BlocksRecoveredPct,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,Loose Ball Fouls Drawn,Clear Path Fouls,OffensiveGoaltends,SecondChanceCorner3FGM,BlockedCorner3,Corner3PctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,3pt And 1 Free Throw Trips
101114,1610612762,Deron Williams,Deron Williams,101114,UTA,27.0,1,1.0,1.0,1,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1723,1610612762,Matt Harpring,Matt Harpring,1723,UTA,27.0,1,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,50.0,1.0,1.0,1.0,1.0,0.4929,0.4929,0.4929,22.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200758,1610612762,Ronnie Brewer,Ronnie Brewer,200758,UTA,122.0,6,6.0,1.0,11,6.0,1.0,1.0,,1.0,1.0,,1.0,0.5,28.57142857142857,0.5,,0.5,0.5,0.42815,,0.42815,22.5,2.0,5.0,5.0,1.0,1.0,4.0,1.0,1.0,0.5,19.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200811,1610612762,Lou Amundson,Lou Amundson,200811,UTA,122.0,6,6.0,1.0,11,6.0,1.0,,,,,,,,,,,,,,,,,2.0,5.0,5.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2260,1610612762,Jarron Collins,Jarron Collins,2260,UTA,27.0,1,1.0,1.0,1,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101139,1610612762,CJ Miles,CJ Miles,101139,UTA,95.0,5,5.0,,10,5.0,1.0,,,,,,,,20.0,,,,,0.3837,,0.3837,,2.0,5.0,5.0,,1.0,4.0,1.0,,,6.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200793,1610612762,Dee Brown,Dee Brown,200793,UTA,95.0,5,5.0,,10,5.0,1.0,,,,,,,,20.0,,,,,,,,,2.0,5.0,5.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737,1610612762,Rafael Araujo,Rafael Araujo,2737,UTA,95.0,5,5.0,,10,5.0,1.0,,,,,,,,20.0,,,,1.0,0.557,,0.557,,2.0,5.0,5.0,,1.0,4.0,1.0,,,,,,1.0,2.0,1.0,2.0,,,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,,,,,,1.0,1.0,,,,,,0.5,,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101114,1610612762,Deron Williams,Deron Williams,101114,UTA,176958.0,5650,1699.0,744.0,11306,1699.0,0.3007079646017699,15.0,,6.0,255.0,20.0,100.0,0.2354570637119113,22.39080459770115,0.0138504155124653,,0.0178041543026706,0.556786703601108,0.4853381529850746,0.4495464705882354,0.4651785932721713,26.16705882352941,2949.0,5656.0,1863.0,371.0,828.0,6120.0,237.0,,0.3425669436749769,9.621980676328498,46.0,109.0,412.0,1297.0,116.0,420.0,532.0,78.0,38.0,420.0,0.4975845410628019,0.4894514767932489,0.4939981532779317,0.4643916913946587,0.53125,0.5161290322580645,0.100646352723915,0.4220183486238532,0.4742268041237113,0.3238242097147263,612.0,745.0,311.0,1623.0,70.0,226.0,267.0,104.0,12.0,246.0,67.0,0.1078582434514637,0.0890930882940471,0.1105263157894736,190.0,348.0,52.0,95.0,292.0,153.0,254.0,32.0,0.3543689320388349,0.3587223587223587,0.0825242718446602,0.0889487870619946,0.3213296398891966,0.5459770114942529,0.6785714285714286,0.3,0.2818991097922849,0.5473684210526316,False,150.0,13.0,24.0,176.0,6.0,2.0,76.0,240.0,4.0,20.0,25.0,94.0,82.0,227.0,44.0,79.0,4.0,14.0,114.0,27.0,107.0,162.0,84.0,10.0,9.0,231.0,76.0,86.0,2.0,133.0,116.0,17.0,87.0,214.0,10.0,30.0,1.0,3.0,41.0,11.0,40.0,142.0,47.0,88.0,11.0,54.0,3.0,17.0,139.0,1.0,18.0,248.0,27.0,296.0,20.0,6.0,104.0,5.0,44.0,12.0,1.0,1.0,6.0,1.0,5.0,13.0,7.0,1.0,2.0,39.0,0.6585365853658537,0.3215686274509804,0.2,0.27,0.3333333333333333,0.5569620253164557,0.5050505050505051,0.5327102803738317,0.0078431372549019,0.1038647342995169,0.1954022988505747,0.110091743119266,0.0161725067385444,0.0083333333333333,0.5772357723577236,0.0144927536231884,0.0045045045045045,0.0154878678368611,0.0187265917602996,0.0161877782274382,0.0218658892128279,0.0186915887850467,0.008505467800729,0.0181818181818181,0.0212765957446808,0.0802675585284281,0.0758754863813229,0.1067538126361655,0.0228690228690228,0.5384615384615384,0.1956521739130435,0.4743935309973046,0.4821917808219178,0.4545454545454545,0.4,0.4,1.0,0.2216066481994459,0.3166666666666666,0.3193277310924369,0.631578947368421,0.2424242424242424,0.5416666666666666,0.3076923076923077,0.202020202020202,0.2,0.5,0.3333333333333333,0.2789317507418398,0.2659574468085106,0.329004329004329,0.0930034129692832,0.1140350877192982,0.0192307692307692,0.0878951426368542,,,,,,,,,
101139,1610612762,CJ Miles,CJ Miles,101139,UTA,22251.0,724,227.0,106.0,1448,227.0,0.3135359116022099,7.0,,3.0,32.0,5.0,10.0,0.2782608695652174,18.07511737089202,0.0608695652173913,,0.088235294117647,0.5391304347826087,0.4859390350877193,0.4978208333333334,0.4803121212121212,25.16875,371.0,724.0,239.0,43.0,83.0,798.0,24.0,1.0,0.3739130434782609,11.151807228915663,1.0,10.0,32.0,99.0,14.0,41.0,24.0,10.0,3.0,41.0,0.3855421686746988,0.5833333333333334,0.3695652173913043,0.5,0.3928571428571428,0.5256410256410257,0.0869565217391304,0.1,0.1428571428571428,0.4141414141414141,24.0,25.0,13.0,51.0,5.0,24.0,35.0,15.0,1.0,28.0,10.0,0.0657894736842105,0.0774193548387096,0.074074074074074,14.0,30.0,8.0,11.0,40.0,19.0,60.0,8.0,0.625,0.6666666666666666,0.0811965811965812,0.1009174311926605,0.2608695652173913,0.4666666666666667,0.5384615384615384,0.5714285714285714,0.3235294117647059,0.7272727272727273,False,-55.0,3.0,5.0,17.0,,,7.0,25.0,,5.0,2.0,7.0,7.0,14.0,4.0,11.0,,1.0,9.0,2.0,7.0,21.0,,4.0,,25.0,7.0,8.0,,1.0,,1.0,3.0,8.0,1.0,10.0,,,11.0,1.0,7.0,13.0,3.0,8.0,1.0,5.0,2.0,5.0,31.0,3.0,2.0,18.0,3.0,23.0,,,8.0,1.0,2.0,4.0,,,3.0,,1.0,4.0,3.0,2.0,,2.0,1.0,0.21875,,0.2,0.21875,0.3636363636363636,0.25,0.2647058823529412,,0.0963855421686747,0.1333333333333333,0.3,0.0232558139534883,,0.4642857142857143,,,0.0357142857142857,0.0153846153846153,0.0318840579710144,0.0194174757281553,0.0327868852459016,0.0517241379310344,0.0192307692307692,,0.0821917808219178,0.0384615384615384,0.0612244897959183,0.0149253731343283,0.75,1.0,0.3953488372093023,0.4047619047619047,0.6470588235294118,,,,0.217391304347826,0.28,0.28,1.0,0.3125,0.6,,0.3125,,,,0.2058823529411764,0.2857142857142857,0.28,0.0725806451612903,0.0879120879120879,0.0303030303030303,0.0909090909090909,1.0,,,,,,,,
