EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,HeaveAttempts,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,DefShortMidRangeReboundPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PtsPutbacks,ThreePtAssists,Arc3Assists,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,OffRebounds,SelfOReb,LostBallSteals,BadPassOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,Loose Ball Fouls Drawn,Offensive Fouls Drawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffFTReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,SelfORebPct,BlocksRecoveredPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,Arc3FGM,PenaltyArc3FGM,PenaltyFG3M,PtsUnassisted3s,NonHeaveArc3FGM,Corner3Assists,PenaltyFg3Pct,LongMidRangePctBlocked,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,LostBallOutOfBoundsTurnovers,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFoulsDrawn,ShortMidRangePctBlocked,OffCorner3ReboundPct,SecondChanceAtRimPctAssisted,PenaltyCorner3FGM,PenaltyCorner3FGA,Technical Free Throw Trips,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,SecondChanceCorner3FGA,SecondChanceArc3FGA,SecondChanceFG3A,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3FGM,SecondChanceFG3M,StepOutOfBoundsTurnovers,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChanceCorner3FGM,Clear Path Fouls,SecondChanceCorner3Accuracy,3SecondViolations,on,BlockedLongMidRange,SecondChanceCorner3PctAssisted,Blocked3s,BlockedArc3,BlockedCorner3,OffensiveGoaltends,Fg3aBlocked,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,ThreePtShootingFoulsDrawnPct,DefensiveGoaltends
101120,1610612751,Antoine Wright,Antoine Wright,101120,NJN,5548.0,92,-20,179,189,88,104,17.0,368,2.0,3,2.0,2.0,1.0,1.0,7.0,1.0,3.0,3.0,2.0,3.0,11,1.0,6.0,3.0,12.0,183,2.0,6.0,2.0,1.0,5.0,4.0,2.0,3.0,1.0,2.0,1.0,7.0,7.0,4.0,1.0,2.0,14.0,7.0,7,2.0,16,16,1.0,1.0,3.0,2.0,1.0,1.0,4.0,1.0,4.0,10,1.0,1.0,4.0,7.0,1.0,4.0,5.0,88,4.0,0.6666666666666666,0.6666666666666666,1.0,0.16666666666666666,0.2,0.2727272727272727,0.3333333333333333,0.2647058823529412,0.25,0.3,0.3125,0.35294117647058826,0.09090909090909091,0.3333333333333333,12.121212121212121,0.75,0.3333333333333333,0.11475409836065574,0.2916666666666667,0.16470588235294117,0.0625,0.18181818181818182,0.3157894736842105,0.2,0.17647058823529413,0.6666666666666666,1.0,1.0,0.058823529411764705,0.4117647058823529,0.14285714285714285,0.14285714285714285,0.17647058823529413,0.3333333333333333,0.3333333333333333,1.0,0.17647058823529413,0.25,1.0,0.25,0.5294117647058824,0.44098125,0.4112857142857143,0.2,0.2857142857142857,0.4166666666666667,13.57272727272727,27.433333333333337,0.49162011173184356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
101148,1610612751,Mile Ilic,Mile Ilic,101148,NJN,351.0,6,-17,12,13,5,4,,25,,1,,1.0,2.0,,,,,,,,3,,,,,17,,1.0,,,,,,,,,1.0,,,,,,,,1,,1,1,,,3.0,1.0,,2.0,3.0,1.0,1.0,1,,,,,,,,5,,,,,,,,,,,,,,0.3333333333333333,1.0,50.0,1.0,,0.3333333333333333,,0.25,,,,,0.3333333333333333,,,,0.6666666666666666,,,,,,,,,1.0,,,0.3333333333333333,0.4392333333333333,0.5816,,,,4.8999999999999995,,0.4166666666666667,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
1630,1610612751,Mikki Moore,Mikki Moore,1630,NJN,16230.0,270,31,519,518,86,111,55.0,1037,26.0,33,3.0,6.0,4.0,18.0,26.0,,,,,47.0,63,,,15.0,109.0,522,4.0,7.0,,,8.0,74.0,20.0,,,,3.0,8.0,10.0,4.0,1.0,3.0,22.0,17.0,26,5.0,48,69,9.0,8.0,7.0,3.0,5.0,4.0,12.0,3.0,20.0,30,3.0,2.0,26.0,25.0,3.0,12.0,8.0,86,3.0,0.7872340425531915,0.9024390243902439,,,,0.746031746031746,0.5714285714285714,0.746031746031746,0.5714285714285714,0.7364864864864865,0.5,,0.047619047619047616,0.09090909090909091,14.751286449399657,0.5833333333333334,0.23809523809523808,0.1326530612244898,0.2537313432835821,0.1634980988593156,0.12244897959183673,0.12121212121212122,0.25925925925925924,0.23076923076923078,0.5238095238095238,0.7878787878787878,0.8666666666666667,0.7307692307692307,0.06349206349206349,0.4126984126984127,0.6923076923076923,0.6923076923076923,,,,,,0.8571428571428571,0.5,,0.5238095238095238,0.49446507936507944,0.5608857142857143,0.16666666666666666,0.16666666666666666,0.07339449541284404,7.568253968253967,,0.16570327552986513,0.16666666666666666,7.0,9.0,3.0,9.0,11.0,6.0,24.0,12.0,2.0,2.0,4.0,16.0,1.0,21.0,1.0,1.0,1.0,2.0,3.0,4.0,5.0,2.0,13.0,9.0,4.0,13.0,5.0,0.8181818181818182,0.8181818181818182,0.75,0.058823529411764705,0.0963855421686747,0.07692307692307693,0.09174311926605505,0.1724137931034483,0.16666666666666666,0.023809523809523808,0.09523809523809523,0.07692307692307693,0.38461538461538464,0.75,0.75,0.6666666666666666,0.8888888888888888,0.8181818181818182,0.7777777777777778,0.5316799999999999,0.22018348623853212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
200766,1610612751,Marcus Williams,Marcus Williams,200766,NJN,13696.0,228,-11,437,443,147,153,41.0,880,12.0,22,2.0,4.0,10.0,16.0,35.0,,,28.0,8.0,34.0,67,9.0,28.0,9.0,104.0,453,15.0,20.0,8.0,5.0,38.0,14.0,54.0,21.0,2.0,26.0,3.0,47.0,58.0,38.0,2.0,7.0,127.0,2.0,14,,16,18,10.0,4.0,21.0,17.0,9.0,4.0,30.0,14.0,7.0,13,2.0,,16.0,10.0,2.0,6.0,38.0,147,,0.20588235294117646,0.20588235294117646,0.7777777777777778,0.32142857142857145,0.34615384615384615,0.5074626865671642,0.75,0.5,0.5892857142857143,0.5252525252525253,0.6129032258064516,0.29473684210526313,0.04477611940298507,0.09090909090909091,26.65289256198347,0.7,,0.0979020979020979,0.0425531914893617,0.08421052631578947,0.041666666666666664,0.11267605633802817,0.05405405405405406,,0.23157894736842105,0.5454545454545454,0.6,0.25,0.10526315789473684,0.3684210526315789,0.45714285714285713,0.47058823529411764,,,,,0.29473684210526313,0.14285714285714285,0.5,0.2857142857142857,0.5263157894736842,0.46571648351648354,0.4222666666666666,0.06060606060606061,0.08450704225352113,0.36538461538461536,10.591044776119405,28.171428571428578,0.33638443935926776,0.16666666666666666,,,6.0,,3.0,1.0,1.0,,11.0,7.0,1.0,1.0,,2.0,1.0,6.0,6.0,1.0,2.0,,3.0,,,,,,,,,0.125,,0.007936507936507936,0.018867924528301886,0.0111731843575419,0.01818181818181818,,,0.02631578947368421,0.022222222222222223,,0.6,0.6,,0.25,,,0.3832,0.009615384615384616,9.0,1.0,1.0,6.0,9.0,4.0,0.125,0.02857142857142857,0.32142857142857145,0.32142857142857145,0.7777777777777778,0.125,0.34615384615384615,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
200801,1610612751,Hassan Adams,Hassan Adams,200801,NJN,29711.0,495,-18,950,967,244,286,98.0,1917,60.0,93,15.0,25.0,10.0,15.0,31.0,,,1.0,,75.0,134,,1.0,24.0,174.0,990,18.0,31.0,,7.0,43.0,112.0,38.0,,,1.0,11.0,8.0,13.0,6.0,,2.0,31.0,13.0,27,2.0,42,77,17.0,13.0,13.0,7.0,9.0,6.0,22.0,6.0,21.0,47,4.0,2.0,27.0,36.0,2.0,16.0,43.0,244,4.0,0.7466666666666667,0.835820895522388,,,,0.5597014925373134,0.5806451612903226,0.5555555555555556,0.5806451612903226,0.5723684210526315,0.5972222222222222,0.007407407407407408,0.08208955223880597,0.06451612903225806,16.36876763875823,0.5909090909090909,0.05555555555555555,0.08059701492537313,0.10833333333333334,0.08791208791208792,0.0707070707070707,0.10126582278481013,0.10526315789473684,0.12,0.6888888888888889,0.6451612903225806,0.6896551724137931,0.7,0.07407407407407407,0.22962962962962963,0.4838709677419355,0.5,,,,,0.007407407407407408,0.8064516129032258,0.6,,0.6962962962962963,0.5459974074074075,0.5721451612903227,0.10738255033557047,0.10810810810810811,0.2471264367816092,5.010447761194029,24.1,0.25684210526315787,0.05128205128205128,13.0,21.0,,13.0,26.0,6.0,32.0,16.0,5.0,5.0,4.0,31.0,,35.0,5.0,4.0,,5.0,2.0,3.0,4.0,3.0,4.0,3.0,1.0,4.0,3.0,0.5,0.5,0.5333333333333333,,0.10437710437710437,0.03773584905660377,0.08684863523573201,0.12295081967213115,0.09615384615384616,0.08943089430894309,0.036585365853658534,0.10416666666666667,0.75,,,,0.9333333333333333,0.8076923076923077,0.6190476190476191,0.5394043478260868,0.1839080459770115,,,,,,,,0.03225806451612903,,,,,,2.0,1.0,2.0,0.4,0.041666666666666664,0.23076923076923078,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
2067,1610612751,Eddie House,Eddie House,2067,NJN,6876.0,115,-21,231,233,65,79,23.0,464,1.0,2,,,1.0,10.0,27.0,5.0,7.0,12.0,2.0,11.0,30,11.0,19.0,7.0,62.0,252,,5.0,5.0,6.0,12.0,18.0,4.0,33.0,1.0,11.0,3.0,8.0,9.0,4.0,2.0,2.0,19.0,3.0,2,,5,5,4.0,1.0,4.0,4.0,1.0,,5.0,2.0,5.0,5,,,3.0,7.0,,,12.0,65,,0.8181818181818182,0.8181818181818182,1.0,0.5789473684210527,0.6111111111111112,0.36666666666666664,,0.5612244897959183,0.3,0.5865384615384616,0.46153846153846156,0.3877551020408163,0.1,0.5,22.35294117647059,0.8,,0.0273972602739726,0.11538461538461539,0.050505050505050504,0.041666666666666664,0.04,0.09090909090909091,0.25,0.04081632653061224,0.5,1.0,1.0,0.02040816326530612,0.5510204081632653,0.37037037037037035,0.38461538461538464,0.14285714285714285,0.7142857142857143,0.7142857142857143,1.0,0.24489795918367346,,,0.2,0.42857142857142855,0.464884375,0.4464944444444445,,,0.1935483870967742,16.976666666666667,25.521052631578954,0.2813852813852814,,,,,,2.0,,,,1.0,1.0,,,,,,3.0,,1.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,0.8,,,0.34855,,6.0,,2.0,,6.0,,0.4,0.037037037037037035,0.5,0.5,1.0,,0.5454545454545454,,,3.0,1.0,,,2.0,3.0,1.0,0.3,0.6666666666666666,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
2411,1610612751,Bostjan Nachbar,Bostjan Nachbar,2411,NJN,10680.0,178,-49,335,346,120,108,29.0,681,7.0,14,2.0,5.0,4.0,3.0,7.0,2.0,11.0,23.0,10.0,11.0,25,10.0,34.0,21.0,73.0,375,4.0,10.0,12.0,6.0,26.0,20.0,2.0,30.0,,23.0,1.0,3.0,4.0,3.0,,,9.0,4.0,16,5.0,25,27,4.0,4.0,6.0,4.0,5.0,2.0,11.0,5.0,10.0,22,2.0,1.0,21.0,21.0,1.0,9.0,26.0,120,4.0,0.9090909090909091,0.9090909090909091,1.0,0.29411764705882354,0.29411764705882354,0.44,0.4,0.4406779661016949,0.45454545454545453,0.5289855072463768,0.52,0.576271186440678,0.04,,21.73913043478261,0.5454545454545454,0.3333333333333333,0.14285714285714285,0.0975609756097561,0.13071895424836602,0.13513513513513514,0.16981132075471697,0.12903225806451613,,0.23728813559322035,0.5,0.5,1.0,0.06779661016949153,0.11864406779661017,0.42857142857142855,0.42857142857142855,0.1864406779661017,0.18181818181818182,0.18181818181818182,1.0,0.3898305084745763,0.22727272727272727,0.4,0.45454545454545453,0.8135593220338984,0.5209118644067797,0.5041295454545455,0.13432835820895522,0.2727272727272727,0.3561643835616438,7.352,24.567647058823525,0.3582089552238806,0.09090909090909091,1.0,2.0,1.0,1.0,3.0,2.0,4.0,,1.0,1.0,,2.0,,2.0,1.0,,1.0,3.0,1.0,2.0,7.0,2.0,4.0,4.0,,4.0,,0.3333333333333333,0.2,0.3333333333333333,,0.019801980198019802,,0.014285714285714285,0.020833333333333332,,0.025,,0.02702702702702703,,0.25,0.3333333333333333,,1.0,0.4,0.5,0.524625,0.0547945205479452,8.0,4.0,4.0,,8.0,,0.3333333333333333,,0.34782608695652173,0.34782608695652173,1.0,0.4,0.34782608695652173,,1.0,2.0,0.25,,1.0,,2.0,,0.09090909090909091,,1.0,1.0,2.0,0.2,0.2,,,,,,,,,,,True,,,,,,,,,,,,,,
1713,1610612751,Vince Carter,Vince Carter,1713,NJN,17263.0,288,24,548,558,99,137,63.0,1106,32.0,53,5.0,9.0,22.0,16.0,40.0,,6.0,29.0,3.0,58.0,115,8.0,35.0,43.0,183.0,577,10.0,19.0,4.0,20.0,43.0,60.0,56.0,18.0,,29.0,9.0,31.0,40.0,14.0,2.0,15.0,89.0,9.0,21,4.0,34,39,6.0,3.0,12.0,8.0,12.0,4.0,24.0,4.0,9.0,22,,4.0,40.0,50.0,3.0,18.0,43.0,99,5.0,0.5172413793103449,0.5555555555555556,0.75,0.22857142857142856,0.22857142857142856,0.5043478260869565,0.5263157894736842,0.4666666666666667,0.5,0.5260115606936416,0.5972222222222222,0.23333333333333334,0.0782608695652174,0.1320754716981132,31.621187800963078,0.5,0.18181818181818182,0.1076923076923077,0.1267605633802817,0.11278195488721804,0.10344827586206896,0.12371134020618557,0.12727272727272726,0.125,0.35333333333333333,0.6037735849056604,0.6956521739130435,0.46875,0.14666666666666667,0.26666666666666666,0.4,0.4,0.04,,,,0.19333333333333333,0.391304347826087,0.5555555555555556,0.13043478260869565,0.5866666666666667,0.48683892617449664,0.44611521739130433,0.10909090909090909,0.13846153846153847,0.23497267759562843,8.38173913043478,25.720000000000002,0.18065693430656934,0.075,7.0,8.0,10.0,7.0,9.0,4.0,21.0,8.0,9.0,6.0,1.0,4.0,,5.0,1.0,3.0,2.0,5.0,1.0,1.0,,8.0,,,,,,0.7777777777777778,0.7083333333333334,0.75,,0.023121387283236993,0.015384615384615385,0.02100840336134454,0.041666666666666664,0.030303030303030304,,0.019230769230769232,0.013888888888888888,,0.45454545454545453,0.5,0.7,0.5,0.6666666666666666,0.875,0.526795,0.11475409836065574,8.0,1.0,1.0,6.0,8.0,3.0,0.25,,0.27586206896551724,0.27586206896551724,0.75,0.3333333333333333,0.27586206896551724,,,8.0,0.09090909090909091,,0.2857142857142857,,1.0,1.0,0.043478260869565216,,1.0,2.0,3.0,0.08333333333333333,0.16666666666666666,1.0,1.0,1.0,0.3333333333333333,0.5,1.0,,,,,True,,,,,,,,,,,,,,
467,1610612751,Jason Kidd,Jason Kidd,467,NJN,17305.0,288,-1,557,570,106,143,65.0,1127,7.0,17,,3.0,8.0,16.0,31.0,2.0,4.0,34.0,6.0,24.0,56,12.0,38.0,13.0,97.0,580,1.0,8.0,7.0,4.0,12.0,20.0,28.0,30.0,2.0,32.0,5.0,72.0,85.0,35.0,9.0,28.0,183.0,13.0,44,3.0,60,71,9.0,4.0,14.0,11.0,10.0,3.0,24.0,6.0,9.0,18,,2.0,16.0,17.0,,6.0,12.0,106,1.0,0.4166666666666667,0.43478260869565216,0.8333333333333334,0.3157894736842105,0.3333333333333333,0.42857142857142855,0.125,0.44680851063829785,0.26666666666666666,0.47029702970297027,0.3055555555555556,0.40425531914893614,0.08928571428571429,0.23529411764705882,19.809825673534075,0.5833333333333334,0.13636363636363635,0.21568627450980393,0.18309859154929578,0.20727272727272728,0.2222222222222222,0.19148936170212766,0.19642857142857142,0.13333333333333333,0.18085106382978725,0.4117647058823529,0.5384615384615384,0.14285714285714285,0.0851063829787234,0.32978723404255317,0.5161290322580645,0.5333333333333333,0.0425531914893617,0.5,0.5,0.5,0.3617021276595745,0.2,,0.4,0.5851063829787234,0.49198315217391303,0.45794642857142864,0.06,0.0967741935483871,0.12371134020618557,11.969642857142858,26.92894736842105,0.19030520646319568,0.25,2.0,4.0,1.0,3.0,7.0,,9.0,2.0,13.0,11.0,2.0,9.0,,11.0,4.0,5.0,4.0,,1.0,,2.0,1.0,1.0,1.0,,1.0,1.0,0.42857142857142855,0.45,0.45,,0.04838709677419355,0.03333333333333333,0.044715447154471545,0.06578947368421052,,0.05263157894736842,0.041666666666666664,0.08,1.0,0.125,0.125,,0.5625,0.4,0.5,0.4757928571428571,0.09278350515463918,10.0,2.0,2.0,6.0,10.0,2.0,0.2857142857142857,0.03225806451612903,0.29411764705882354,0.29411764705882354,0.9,0.3333333333333333,0.3125,1.0,,1.0,,,0.5,,1.0,3.0,0.06666666666666667,,1.0,2.0,3.0,0.1,0.2,,1.0,,0.3333333333333333,,,1.0,1.0,1.0,,True,,,,,,,,,,,,,,
2210,1610612751,Richard Jefferson,Richard Jefferson,2210,NJN,5851.0,98,-2,180,193,41,57,24.0,373,10.0,19,3.0,6.0,2.0,2.0,8.0,,3.0,6.0,3.0,13.0,29,2.0,9.0,14.0,46.0,189,3.0,8.0,3.0,3.0,15.0,20.0,6.0,6.0,,6.0,1.0,5.0,7.0,1.0,,4.0,16.0,,4,2.0,6,7,3.0,1.0,3.0,1.0,2.0,2.0,5.0,,2.0,6,2.0,2.0,13.0,17.0,1.0,7.0,15.0,41,1.0,0.7692307692307693,0.7692307692307693,1.0,0.2222222222222222,0.2222222222222222,0.4482758620689655,0.375,0.42105263157894735,0.5454545454545454,0.4888888888888889,0.5769230769230769,0.23684210526315788,0.034482758620689655,0.05263157894736842,24.038461538461537,0.6,0.25,0.06060606060606061,,0.042105263157894736,0.10526315789473684,0.05555555555555555,,,0.5,0.5263157894736842,0.5555555555555556,0.8,0.05263157894736842,0.21052631578947367,0.25,0.25,0.07894736842105263,,,,0.15789473684210525,0.5454545454545454,0.5,0.2727272727272727,0.7368421052631579,0.5437197368421053,0.5528136363636365,0.1590909090909091,0.2,0.32608695652173914,6.310344827586207,24.42222222222222,0.22777777777777777,,,1.0,1.0,,1.0,2.0,2.0,,2.0,2.0,,1.0,,1.0,1.0,2.0,,,,,,1.0,,,,,,,,0.5,,0.015873015873015872,,0.011494252873563218,0.030303030303030304,,,,0.047619047619047616,,0.5,0.5,,1.0,1.0,,0.5675,0.043478260869565216,2.0,2.0,2.0,,2.0,,0.6666666666666666,,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,0.3333333333333333,,,1.0,,,,,,2.0,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
