EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2A,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,OffThreePtRebounds,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,LostBallSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Turnovers,SecondChanceTurnovers,Fouls,Offensive Fouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,DefTwoPtReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefLongMidRangeReboundPct,AtRimFrequency,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,PenaltyAtRimFGM,PenaltyAtRimFGA,FtPoints,PenaltyFG2M,PenaltyFtPoints,PenaltyPoints,TwoPtAssists,Assists,AtRimAssists,AssistPoints,DefThreePtRebounds,FTDefRebounds,LiveBallTurnovers,BadPassTurnovers,PenaltyTurnovers,ShootingFouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,LiveBallTurnoverPct,DefFTReboundPct,DefThreePtReboundPct,DefArc3ReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,NonShootingPenaltyNonTakeFouls,PenaltyArc3FGM,PenaltyArc3FGA,PenaltyFG3M,PenaltyFG3A,PtsUnassisted3s,ThreePtAssists,Arc3Assists,ShortMidRangeAssists,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,PenaltyFg3Pct,PenaltyArc3Frequency,PenaltyArc3Accuracy,SecondChanceAtRimFGM,SecondChanceAtRimFGA,LongMidRangeAssists,SelfOReb,BadPassSteals,Loose Ball Fouls,Blocked2s,BlockedLongMidRange,Blocks,DefensiveGoaltends,Defensive 3 Seconds Violations,OffAtRimReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefCorner3ReboundPct,SelfORebPct,AtRimPctAssisted,ShortMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,ShortMidRangePctBlocked,OffShortMidRangeReboundPct,Corner3Assists,LostBallTurnovers,RecoveredBlocks,BlocksRecoveredPct,Corner3FGM,Corner3FGA,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Travels,BlockedShortMidRange,SecondChanceFtPoints,on,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,PtsPutbacks,HeaveAttempts,Fg3aBlocked,FTOffRebounds,LostBallOutOfBoundsTurnovers,Loose Ball Fouls Drawn,Technical Free Throw Trips,Blocked3s,BlockedArc3,BlockedAtRim,3SecondViolations,SecondChanceFg3Pct,FG3APctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,OffFTReboundPct,OffCorner3ReboundPct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3FGM,StepOutOfBoundsTurnovers,PenaltyCorner3Accuracy,Clear Path Fouls,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,BlockedCorner3,ThreePtShootingFoulsDrawnPct,OffensiveGoaltends
1506,1610612742,Austin Croshere,Austin Croshere,1506,DAL,1796.0,30,2.0,52,51,18.0,21,7,103,1.0,2.0,2.0,1.0,3.0,1.0,2.0,3.0,6,1.0,2.0,9.0,56,1.0,1.0,2.0,1.0,2.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,18.0,0.3333333333333333,0.3333333333333333,1.0,0.5,0.5,0.5,1.0,0.5625,1.0,0.5625,1.0,0.25,0.16666666666666666,1.0,16.949152542372882,0.1,0.05555555555555555,0.3333333333333333,0.09090909090909091,0.09523809523809523,0.08333333333333333,0.3333333333333333,0.2222222222222222,0.125,0.25,1.0,1.0,0.375,0.3333333333333333,0.3333333333333333,1.0,0.25,0.5,0.5,1.0,0.375,0.5,0.40868125,0.379,0.3656,0.2222222222222222,11.866666666666667,25.6,0.34615384615384615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1717,1610612742,Dirk Nowitzki,Dirk Nowitzki,1717,DAL,642.0,11,-3.0,18,18,6.0,7,1,36,1.0,,,,,,,1.0,1,,,4.0,22,,,,1.0,,2.0,,,,,,,,2.0,,2.0,,,,,1.0,,1.0,,6.0,,,,,,1.0,,1.0,,1.0,,,,,15.0,,,,0.3333333333333333,,,,,1.0,,,,,,,,,,,,1.0,,0.4226,,0.4226,,,,0.3333333333333333,1.0,1.0,1.0,2.0,1.0,2.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,0.5,0.3333333333333333,0.5,1.0,1.0,1.0,1.0,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1761,1610612742,Greg Buckner,Greg Buckner,1761,DAL,1090.0,18,-1.0,33,32,14.0,16,5,65,,,1.0,,,,,,1,,,,41,,,,1.0,,,,,,,,2.0,1.0,1.0,2.0,3.0,,,,,,,1.0,,14.0,,,,,,,,,,,,,,,2.4390243902439024,0.14285714285714285,0.16666666666666666,,0.09090909090909091,0.15384615384615385,0.3333333333333333,,0.25,,1.0,,,,,,,,,,,,,0.3467,,0.3467,,5.8,,0.42424242424242425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200826,1610612742,J.J. Barea,J.J. Barea,200826,DAL,1744.0,29,5.0,51,49,17.0,21,8,100,4.0,2.0,3.0,1.0,5.0,1.0,3.0,5.0,12,1.0,3.0,16.0,53,1.0,2.0,2.0,2.0,,10.0,,3.0,1.0,,,2.0,1.0,3.0,2.0,5.0,,,,,,,3.0,,17.0,,,,0.3333333333333333,0.3333333333333333,0.4166666666666667,0.5,0.43333333333333335,0.5,0.5,0.5,0.2,,,26.229508196721312,0.06666666666666667,0.09090909090909091,,0.1111111111111111,0.07692307692307693,0.15384615384615385,,0.14285714285714285,0.26666666666666666,0.2,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.2,0.2,,0.2,0.3333333333333333,0.3333333333333333,,0.4666666666666667,0.3333333333333333,0.4468500000000001,0.34604999999999997,0.30519999999999997,0.125,9.408333333333333,27.133333333333336,0.3333333333333333,2.0,,,3.0,1.0,,5.0,2.0,3.0,1.0,7.0,1.0,1.0,,,,1.0,5.0,3.0,2.0,5.0,0.5,0.8333333333333334,0.8333333333333334,,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.5,,,0.125,0.15384615384615385,0.3125,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
788,1610612742,Kevin Willis,Kevin Willis,788,DAL,2556.0,43,6.0,75,73,28.0,33,10,148,5.0,1.0,4.0,1.0,4.0,,,5.0,13,,,12.0,83,1.0,4.0,2.0,3.0,10.0,,,,,,,2.0,4.0,6.0,2.0,8.0,2.0,1.0,,1.0,2.0,,11.0,1.0,28.0,1.0,1.0,,,,0.38461538461538464,0.25,0.38461538461538464,0.25,0.42857142857142855,0.25,,,,18.181818181818183,0.19047619047619047,0.07407407407407407,,0.2222222222222222,0.06451612903225806,0.0625,,0.1,0.38461538461538464,0.3076923076923077,0.25,0.25,0.3076923076923077,0.25,0.25,1.0,,,,,0.38461538461538464,,0.4671153846153846,0.46045,0.5343666666666667,0.16666666666666666,8.053846153846154,,0.37333333333333335,3.0,,1.0,2.0,,2.0,2.0,1.0,1.0,,2.0,2.0,,1.0,1.0,1.0,4.0,2.0,2.0,1.0,2.0,,,0.25,0.5,,0.3333333333333333,,0.6,0.6,0.3333333333333333,,0.07142857142857142,0.07142857142857142,0.16666666666666666,2.0,,,,,,,,,,,,,,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,0.5,0.2222222222222222,1.0,0.14285714285714285,1.0,1.0,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200772,1610612742,Maurice Ager,Maurice Ager,200772,DAL,902.0,15,6.0,30,27,25.0,23,5,57,,,1.0,3.0,5.0,2.0,2.0,3.0,6,2.0,2.0,16.0,32,,,,5.0,,6.0,3.0,2.0,2.0,1.0,,1.0,,1.0,1.0,2.0,1.0,,,,,,3.0,,25.0,,,0.5,1.0,1.0,0.5,,0.75,,0.7272727272727273,,0.25,0.16666666666666666,,29.72972972972973,,0.07692307692307693,,0.09090909090909091,0.07692307692307693,,,,,0.125,,,0.625,0.6,0.6,,0.25,1.0,1.0,0.5,0.25,1.0,0.35861875,,0.35685,,19.15,25.6,0.8333333333333334,,,,4.0,2.0,4.0,14.0,,,,,1.0,,,,,1.0,3.0,6.0,2.0,14.0,0.4,0.7142857142857143,0.7,,,0.3333333333333333,0.5,,,,,0.2,0.25,0.875,2.0,2.0,2.0,2.0,2.0,3.0,,,,,,1.0,0.2857142857142857,1.0,,,,,1.0,,,,,,,,,,,,,,,,,1.0,1.0,1.0,0.3333333333333333,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734,1610612742,Devin Harris,Devin Harris,2734,DAL,877.0,15,2.0,28,25,9.0,9,1,53,1.0,,,1.0,2.0,,,2.0,3,,,6.0,29,,,,2.0,,4.0,,,,,,,2.0,2.0,,2.0,,,1.0,1.0,2.0,,1.0,,9.0,,,,,,0.6666666666666666,,0.6666666666666666,,0.75,,,,,20.0,0.4,,,0.2222222222222222,,,,1.0,0.3333333333333333,,,,0.6666666666666666,0.5,0.5,,,,,,0.3333333333333333,,0.5113,,0.59685,,12.066666666666668,,0.32142857142857145,1.0,1.0,1.0,2.0,2.0,2.0,6.0,3.0,4.0,1.0,9.0,,,1.0,,2.0,1.0,2.0,2.0,1.0,6.0,1.0,1.0,1.0,0.5,,,,1.0,1.0,0.5,1.0,0.25,0.25,1.0,,,,,,,1.0,,,1.0,,,,,,,2.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1891,1610612742,Jason Terry,Jason Terry,1891,DAL,366.0,6,,9,11,2.0,3,1,20,,,,,1.0,,,,1,,,,14,,,,,,,,,,,,,,,,,,,,,,,1.0,,2.0,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,1.0,,,,,,,,,,0.421,,,,21.0,,0.2222222222222222,,,,,,,,1.0,2.0,1.0,5.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1904,1610612742,Devean George,Devean George,1904,DAL,1040.0,17,3.0,30,30,7.0,11,4,60,,1.0,1.0,2.0,2.0,,1.0,3.0,3,,1.0,6.0,30,1.0,1.0,2.0,,2.0,4.0,,1.0,,,,,,,,,,,,,,,4.0,,7.0,0.3333333333333333,0.3333333333333333,,,,1.0,1.0,0.75,1.0,0.75,1.0,0.25,,,11.76470588235294,,,,,,,,,,0.25,1.0,1.0,0.5,1.0,1.0,0.5,0.25,,,,0.25,,0.434475,,,0.3333333333333333,15.166666666666666,26.8,0.23333333333333334,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2572,1610612742,Josh Howard,Josh Howard,2572,DAL,503.0,8,5.0,13,13,,1,2,26,1.0,,,2.0,3.0,1.0,1.0,3.0,4,2.0,2.0,12.0,18,,,,,2.0,4.0,6.0,1.0,1.0,,,,,,,,,,,,,,,,,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,0.75,,1.0,,1.0,,0.3333333333333333,,,40.0,,,,,,,,,0.16666666666666666,,,,0.5,0.6666666666666666,0.6666666666666666,,0.16666666666666666,1.0,1.0,1.0,0.5,1.0,0.49006666666666665,,,,13.274999999999999,23.45,,1.0,,,,,,,1.0,2.0,,5.0,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,1.0,0.16666666666666666,1.0,1.0,1.0,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
