EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceFtPoints,BadPassOutOfBoundsTurnovers,Blocked3s,BlockedCorner3,BlockedShortMidRange,OffensiveGoaltends,3SecondViolations,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceArc3FGM,PenaltyArc3FGM,SecondChanceFG3M,PtsUnassisted3s,HeaveAttempts,Fg3aBlocked,Clear Path Fouls,3pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,BlockedArc3,BlockedLongMidRange,SecondChanceFg3Pct,FG3APctBlocked,LongMidRangePctBlocked,Corner3PctBlocked,OffCorner3ReboundPct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawnPct,DefensiveGoaltends,Arc3PctBlocked,on
101120,1610612751,Antoine Wright,Antoine Wright,101120,NJN,28547.0,476,-20,866,884,165,201,103.0,1750,40.0,58.0,7.0,10.0,3.0,4.0,3.0,6.0,7.0,29.0,4.0,17.0,2.0,2.0,1.0,4.0,1.0,1.0,50.0,93.0,5.0,21.0,19.0,134.0,919,8.0,13.0,1.0,16.0,4.0,7.0,2.0,3.0,3.0,17.0,72.0,28.0,15.0,10.0,4.0,1.0,8.0,18.0,7.0,25.0,5.0,2.0,10.0,2.0,6.0,57.0,4.0,8.0,1.0,11.0,32.0,4.0,47.0,13.0,60.0,1.0,19.0,10.0,9.0,12.0,5.0,5.0,1.0,7.0,1.0,2.0,17.0,1.0,1.0,21.0,51.0,2.0,1.0,28.0,2.0,3.0,29.0,5.0,15.0,2.0,3.0,3.0,3.0,3.0,1.0,17.0,165,6.0,2.0,0.72,0.8,1.0,0.23809523809523808,0.6666666666666666,0.23809523809523808,0.5376344086021505,0.6153846153846154,0.5714285714285714,0.5043859649122807,0.5714285714285714,0.7,0.5317460317460317,0.5333333333333333,0.6538461538461539,0.18421052631578946,0.08602150537634409,0.1206896551724138,0.16666666666666666,14.562118126272912,0.7058823529411765,0.16666666666666666,0.027777777777777776,0.1032258064516129,0.027777777777777776,0.10891089108910891,0.0392156862745098,0.10462287104622871,0.03076923076923077,0.010101010101010102,0.03571428571428571,0.03759398496240601,0.05128205128205128,0.07954545454545454,0.06329113924050633,0.13986013986013987,0.09090909090909091,0.16666666666666666,0.0196078431372549,1.0,0.5087719298245614,0.6896551724137931,0.7843137254901961,0.675,0.05263157894736842,0.5,0.6,0.6666666666666666,0.2543859649122807,0.2413793103448276,0.2413793103448276,1.0,0.14912280701754385,0.23529411764705882,0.23529411764705882,1.0,0.03508771929824561,0.25,0.25,1.0,0.7142857142857143,0.7,0.2857142857142857,0.07142857142857142,0.4,0.75,0.2,1.0,0.1,0.6929824561403509,0.25,0.5282451754385965,0.5142615384615385,0.495625,0.12096774193548387,0.14563106796116504,0.11940298507462686,0.12686567164179105,6.2064516129032254,23.857142857142854,0.1905311778290993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1630,1610612751,Mikki Moore,Mikki Moore,1630,NJN,56822.0,947,102,1739,1742,192,236,180.0,3481,76.0,110.0,26.0,34.0,11.0,14.0,18.0,40.0,75.0,123.0,,,,,,1.0,,,169.0,273.0,,1.0,64.0,402.0,1796,32.0,45.0,,76.0,13.0,24.0,,,13.0,39.0,268.0,70.0,,46.0,1.0,,19.0,29.0,12.0,41.0,8.0,4.0,15.0,2.0,12.0,94.0,8.0,49.0,,28.0,74.0,12.0,114.0,57.0,171.0,2.0,23.0,13.0,10.0,20.0,11.0,32.0,3.0,9.0,1.0,8.0,52.0,4.0,10.0,61.0,106.0,12.0,7.0,98.0,20.0,19.0,93.0,10.0,43.0,9.0,24.0,19.0,25.0,15.0,8.0,39.0,192,9.0,7.0,0.7928994082840237,0.9178082191780822,,,,,0.6190476190476191,0.7111111111111111,0.5416666666666666,0.6167883211678832,0.7111111111111111,0.5416666666666666,0.6360759493670886,0.7450980392156863,0.5909090909090909,0.0036496350364963502,0.0695970695970696,0.14545454545454545,0.075,18.724489795918366,0.38461538461538464,0.22641509433962265,,0.11858974358974358,0.08551483420593368,0.14213197969543148,0.039603960396039604,0.12423873325213154,0.07354838709677419,0.1306532663316583,0.06315789473684211,0.06093189964157706,0.049079754601226995,0.08571428571428572,0.12949640287769784,0.13225806451612904,0.14189189189189189,0.14285714285714285,0.023529411764705882,0.6,0.40145985401459855,0.6909090909090909,0.8085106382978723,0.6973684210526315,0.145985401459854,0.45,0.4864864864864865,0.6111111111111112,0.4489051094890511,0.6097560975609756,0.6097560975609756,0.9333333333333333,,,,,0.0036496350364963502,,,,0.7555555555555555,0.7647058823529411,0.15384615384615385,,0.5833333333333334,0.7857142857142857,,,,0.4051094890510949,,0.4759302919708029,0.5163341463414634,0.49994166666666673,0.14006514657980457,0.14052287581699346,0.1890547263681592,0.09701492537313433,9.285714285714283,32.0,0.11040828062104657,12.0,7.0,1.0,1.0,5.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1713,1610612751,Vince Carter,Vince Carter,1713,NJN,99738.0,1662,109,3114,3122,568,622,344.0,6236,172.0,297.0,34.0,57.0,30.0,58.0,57.0,128.0,105.0,250.0,16.0,26.0,1.0,3.0,73.0,205.0,19.0,22.0,334.0,675.0,89.0,231.0,231.0,1166.0,3213,52.0,89.0,20.0,158.0,58.0,123.0,4.0,25.0,98.0,226.0,324.0,344.0,234.0,40.0,204.0,73.0,36.0,145.0,43.0,188.0,29.0,14.0,76.0,10.0,59.0,419.0,10.0,47.0,2.0,49.0,145.0,8.0,202.0,59.0,261.0,27.0,40.0,27.0,13.0,41.0,23.0,63.0,4.0,18.0,3.0,11.0,104.0,9.0,23.0,56.0,121.0,2.0,20.0,260.0,5.0,17.0,286.0,22.0,115.0,32.0,13.0,9.0,16.0,10.0,4.0,226.0,568,12.0,31.0,0.48502994011976047,0.5159235668789809,0.8764044943820225,0.3852813852813853,0.16,0.3869565217391304,0.4948148148148148,0.5842696629213483,0.4715447154471545,0.5160044150110376,0.573394495412844,0.43243243243243246,0.560077519379845,0.626984126984127,0.5434782608695652,0.25496688741721857,0.05333333333333334,0.08754208754208755,0.0703125,32.364672364672366,0.3942307692307692,0.09090909090909091,0.01694915254237288,0.13193812556869883,0.04558680892337536,0.1320754716981132,0.026525198938992044,0.13197278911564625,0.040482954545454544,0.08130081300813008,0.042328042328042326,0.019027484143763214,0.020689655172413793,0.09433962264150944,0.09578544061302682,0.17307692307692307,0.14492753623188406,0.09473684210526316,0.061224489795918366,0.625,0.32781456953642385,0.5791245791245792,0.6346863468634686,0.47093023255813954,0.141280353200883,0.4453125,0.4789915966386555,0.45614035087719296,0.27593818984547464,0.42,0.42168674698795183,0.5238095238095238,0.02869757174392936,0.6153846153846154,0.64,0.875,0.22626931567328917,0.35609756097560974,0.35609756097560974,0.8767123287671232,0.5229357798165137,0.5964912280701754,0.20588235294117646,0.1743119266055046,0.3918918918918919,0.5172413793103449,0.02027027027027027,0.3333333333333333,0.14864864864864866,0.5827814569536424,0.35784313725490197,0.49679513274336273,0.4990241758241759,0.47894489795918355,0.117,0.14973958333333334,0.13550600343053174,0.19382504288164665,8.589185185185187,25.306926406926404,0.18240205523442518,33.0,17.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,3.0,7.0,33.0,1.0,1.0,1.0,1.0,10.0,2.0,2.0,3.0,0.35,0.004329004329004329,0.004,0.038461538461538464,0.04597701149425287,0.009174311926605505,1.0,1.0,0.3157894736842105,1.0,0.13636363636363635,0.008620689655172414,,,True
200766,1610612751,Marcus Williams,Marcus Williams,200766,NJN,15045.0,251,-8,467,473,126,122,42.0,940,18.0,33.0,2.0,3.0,6.0,7.0,6.0,18.0,12.0,33.0,,7.0,,,5.0,21.0,,7.0,36.0,84.0,5.0,28.0,10.0,97.0,484,3.0,5.0,1.0,9.0,9.0,19.0,2.0,7.0,2.0,26.0,16.0,56.0,12.0,2.0,20.0,5.0,8.0,29.0,10.0,39.0,9.0,1.0,13.0,5.0,11.0,88.0,,4.0,1.0,5.0,19.0,,24.0,5.0,29.0,1.0,6.0,3.0,3.0,11.0,8.0,6.0,1.0,3.0,,1.0,17.0,,6.0,6.0,17.0,,1.0,12.0,,2.0,11.0,4.0,6.0,,1.0,1.0,1.0,,,26.0,126,1.0,,0.2222222222222222,0.22857142857142856,0.8,0.17857142857142858,0.2857142857142857,0.18518518518518517,0.42857142857142855,0.6,0.47368421052631576,0.38839285714285715,0.5,0.46153846153846156,0.4217391304347826,0.6428571428571429,0.5,0.25,0.09523809523809523,0.15151515151515152,0.1111111111111111,25.631067961165048,0.6470588235294118,,0.0625,0.11377245508982035,0.024844720496894408,0.0847457627118644,,0.10619469026548672,0.018691588785046728,0.07547169811320754,,,,0.11475409836065574,0.1,0.12121212121212122,0.12195121951219512,,0.01639344262295082,,0.29464285714285715,0.5454545454545454,0.6428571428571429,0.2777777777777778,0.16071428571428573,0.3333333333333333,0.375,,0.29464285714285715,0.36363636363636365,0.375,0.25,0.0625,,,,0.1875,0.23809523809523808,0.23809523809523808,0.8,0.5,0.6666666666666666,,,0.2692307692307692,0.8571428571428571,,,0.2692307692307692,0.5446428571428571,0.25,0.48208999999999996,0.48455000000000004,0.4807208333333333,0.06086956521739131,0.06976744186046512,0.09278350515463918,0.26804123711340205,8.900000000000002,25.96785714285715,0.2698072805139186,3.0,2.0,,,,,,,1.0,,2.0,,3.0,1.0,,,,,1.0,,,,,0.030303030303030304,,,0.16666666666666666,,,,,0.2857142857142857,0.034482758620689655,,,True
2215,1610612751,Jason Collins,Jason Collins,2215,NJN,110641.0,1844,71,3460,3470,633,731,376.0,6930,37.0,79.0,12.0,27.0,4.0,11.0,2.0,12.0,16.0,58.0,,,,,,2.0,,2.0,55.0,149.0,,2.0,59.0,169.0,3584,13.0,29.0,,37.0,5.0,18.0,,2.0,31.0,41.0,84.0,26.0,,22.0,2.0,,21.0,42.0,4.0,46.0,2.0,2.0,22.0,4.0,16.0,96.0,19.0,70.0,1.0,50.0,167.0,9.0,226.0,90.0,316.0,4.0,40.0,29.0,11.0,21.0,8.0,52.0,1.0,13.0,1.0,3.0,73.0,10.0,13.0,125.0,273.0,24.0,27.0,151.0,22.0,48.0,127.0,9.0,44.0,24.0,38.0,27.0,38.0,25.0,19.0,41.0,633,24.0,23.0,0.7636363636363637,0.9545454545454546,,,,,0.3691275167785235,0.4482758620689655,0.2777777777777778,0.36423841059602646,0.4482758620689655,0.25,0.4023809523809524,0.43023255813953487,0.4019607843137255,0.013245033112582781,0.14093959731543623,0.24050632911392406,0.16666666666666666,7.2657252888318355,0.2876712328767123,0.0891089108910891,0.0078125,0.136437908496732,0.060922541340295906,0.12285012285012285,0.04589371980676329,0.13304721030042918,0.05694177863083813,0.0725,0.05188679245283019,0.055865921787709494,0.038338658146964855,0.15083798882681565,0.16271186440677965,0.1138353765323993,0.1377049180327869,0.0784313725490196,0.05405405405405406,0.6578947368421053,0.5231788079470199,0.46835443037974683,0.6166666666666667,0.7027027027027027,0.07947019867549669,0.16666666666666666,0.2,0.5,0.3841059602649007,0.27586206896551724,0.27586206896551724,0.9375,,,,,0.013245033112582781,,,,0.9310344827586207,0.4444444444444444,0.08333333333333333,,0.55,0.36363636363636365,,,0.1,0.5364238410596026,,0.47350728476821186,0.56418,0.4613950000000001,0.23655913978494625,0.2391304347826087,0.21893491124260356,0.24260355029585798,7.585234899328861,28.55,0.18294797687861272,11.0,2.0,,,10.0,,18.0,,,,,,,,,,,,,,1.0,,,,,0.06930693069306931,,,,,,,,2.0,,True
2067,1610612751,Eddie House,Eddie House,2067,NJN,13344.0,222,4,434,427,110,189,57.0,861,8.0,13.0,2.0,2.0,2.0,3.0,3.0,6.0,20.0,58.0,9.0,18.0,3.0,7.0,12.0,26.0,1.0,9.0,31.0,77.0,21.0,44.0,11.0,136.0,446,2.0,8.0,2.0,9.0,6.0,12.0,6.0,16.0,3.0,33.0,56.0,6.0,60.0,2.0,26.0,12.0,3.0,14.0,4.0,18.0,3.0,1.0,8.0,2.0,4.0,40.0,,3.0,,6.0,12.0,1.0,19.0,3.0,22.0,2.0,7.0,5.0,2.0,2.0,2.0,1.0,,,,,3.0,,2.0,6.0,17.0,,,5.0,,1.0,11.0,,4.0,,,,,,,33.0,110,4.0,,0.9032258064516129,0.9333333333333333,0.9523809523809523,0.4772727272727273,0.375,0.4772727272727273,0.4025974025974026,0.25,0.5,0.5165289256198347,0.35,0.5357142857142857,0.532,0.4090909090909091,0.5517241379310345,0.36363636363636365,0.03896103896103896,,0.16666666666666666,25.6,0.6666666666666666,0.0625,,0.08450704225352113,0.01935483870967742,0.12244897959183673,,0.09424083769633508,0.013761467889908258,0.04081632653061224,,0.011627906976744186,,0.023809523809523808,0.10256410256410256,0.11475409836065574,0.10810810810810811,0.16666666666666666,0.030303030303030304,,0.10743801652892562,0.6153846153846154,0.6153846153846154,0.875,0.049586776859504134,0.5,0.6,1.0,0.4793388429752066,0.3448275862068966,0.35714285714285715,0.9,0.1487603305785124,0.5,0.5,1.0,0.21487603305785125,0.46153846153846156,0.46153846153846156,0.9166666666666666,0.2,1.0,0.5,0.1,0.10714285714285714,0.6666666666666666,0.25,0.42857142857142855,0.32142857142857145,0.47107438016528924,0.46153846153846156,0.4834012396694214,0.49942142857142857,0.50435,0.032,0.04938271604938271,0.0661764705882353,0.2426470588235294,15.01818181818182,24.43409090909091,0.2534562211981567,2.0,1.0,,,,,,1.0,1.0,,3.0,1.0,3.0,,,2.0,,3.0,,,,0.5,,0.034482758620689655,,,0.1,1.0,1.0,,,0.3333333333333333,,,,True
467,1610612751,Jason Kidd,Jason Kidd,467,NJN,100840.0,1681,96,3162,3166,559,659,348.0,6328,66.0,124.0,11.0,17.0,11.0,27.0,17.0,50.0,71.0,154.0,18.0,43.0,4.0,7.0,57.0,173.0,16.0,24.0,154.0,328.0,75.0,216.0,55.0,588.0,3277,14.0,24.0,17.0,36.0,21.0,49.0,9.0,31.0,13.0,82.0,110.0,198.0,210.0,14.0,172.0,57.0,20.0,345.0,93.0,438.0,69.0,24.0,164.0,43.0,138.0,969.0,26.0,49.0,1.0,67.0,217.0,16.0,300.0,76.0,376.0,18.0,71.0,31.0,40.0,84.0,65.0,40.0,7.0,19.0,,4.0,124.0,7.0,22.0,42.0,73.0,4.0,3.0,76.0,3.0,10.0,77.0,5.0,28.0,4.0,15.0,7.0,15.0,11.0,2.0,82.0,559,10.0,4.0,0.35714285714285715,0.3741496598639456,0.9333333333333333,0.3472222222222222,0.2903225806451613,0.3488372093023256,0.4695121951219512,0.5833333333333334,0.42857142857142855,0.4898897058823529,0.4146341463414634,0.43125,0.5043782837127846,0.42857142857142855,0.4550561797752809,0.39705882352941174,0.06097560975609756,0.13709677419354838,0.06,19.473241804427012,0.6774193548387096,0.17582417582417584,0.008695652173913044,0.19375,0.04707012487992315,0.18157181571815717,0.06753246753246753,0.19073203492276697,0.052594670406732116,0.05405405405405406,0.050761421319796954,0.04008438818565401,0.07849829351535836,0.1375,0.21323529411764705,0.2178030303030303,0.17921146953405018,0.18888888888888888,0.06206896551724138,0.7333333333333333,0.22794117647058823,0.532258064516129,0.616822429906542,0.3787878787878788,0.09191176470588236,0.34,0.3617021276595745,0.11764705882352941,0.28308823529411764,0.461038961038961,0.461038961038961,0.39436619718309857,0.07904411764705882,0.4186046511627907,0.4186046511627907,0.8888888888888888,0.3180147058823529,0.32947976878612717,0.3313953488372093,0.9473684210526315,0.4146341463414634,0.6470588235294118,0.18181818181818182,0.3902439024390244,0.3375,0.4074074074074074,0.0875,0.5714285714285714,0.3,0.625,0.3313953488372093,0.5163200184501845,0.5284290322580645,0.5011943037974684,0.04938271604938271,0.07977207977207977,0.061224489795918366,0.13945578231292516,10.335975609756098,24.880555555555556,0.17678684376976597,2.0,21.0,,,5.0,,,1.0,1.0,1.0,5.0,2.0,15.0,1.0,1.0,,,18.0,,,3.0,0.11764705882352941,0.004629629629629629,,,0.03260869565217391,0.024390243902439025,1.0,,0.0625,1.0,0.20833333333333334,,,0.005780346820809248,True
2210,1610612751,Richard Jefferson,Richard Jefferson,2210,NJN,62662.0,1044,-14,1966,1968,341,397,208.0,3934,81.0,139.0,9.0,15.0,19.0,24.0,19.0,43.0,58.0,125.0,10.0,32.0,,3.0,12.0,35.0,2.0,4.0,158.0,307.0,22.0,67.0,106.0,488.0,2101,15.0,25.0,3.0,37.0,31.0,53.0,2.0,7.0,24.0,92.0,210.0,106.0,63.0,6.0,35.0,12.0,21.0,48.0,30.0,78.0,21.0,9.0,18.0,2.0,28.0,186.0,3.0,18.0,,26.0,59.0,20.0,105.0,21.0,126.0,4.0,22.0,11.0,11.0,31.0,17.0,35.0,4.0,14.0,1.0,8.0,66.0,2.0,11.0,20.0,61.0,4.0,14.0,113.0,2.0,4.0,146.0,8.0,65.0,12.0,3.0,3.0,4.0,2.0,1.0,92.0,341,5.0,10.0,0.6645569620253164,0.6774193548387096,0.9545454545454546,0.3283582089552239,0.2857142857142857,0.3283582089552239,0.5146579804560261,0.6,0.5849056603773585,0.5106951871657754,0.5357142857142857,0.5666666666666667,0.5507900677200903,0.5606060606060606,0.5822784810126582,0.17914438502673796,0.06840390879478828,0.11510791366906475,0.09302325581395349,23.08390022675737,0.4696969696969697,0.31746031746031744,,0.08625730994152046,0.028169014084507043,0.12206572769953052,0.012711864406779662,0.0947603121516165,0.024,0.039301310043668124,0.016666666666666666,0.02413793103448276,0.017045454545454544,0.08415841584158416,0.07051282051282051,0.0950920245398773,0.1282051282051282,0.10526315789473684,0.023121387283236993,0.5,0.3716577540106952,0.5827338129496403,0.6585365853658537,0.7283950617283951,0.11497326203208556,0.4418604651162791,0.48717948717948717,0.3157894736842105,0.3342245989304813,0.464,0.46774193548387094,0.6896551724137931,0.0855614973262032,0.3125,0.3125,1.0,0.09358288770053476,0.34285714285714286,0.34285714285714286,0.9166666666666666,0.5357142857142857,0.6,0.5555555555555556,0.07142857142857142,0.4,0.7916666666666666,0.05,,0.06666666666666667,0.5508021390374331,0.34285714285714286,0.5049403743315506,0.48200208333333333,0.4760833333333333,0.15081206496519722,0.17857142857142858,0.07581967213114754,0.1885245901639344,8.750162866449513,24.08059701492537,0.17344862665310273,7.0,5.0,1.0,,,,1.0,,1.0,,2.0,,3.0,,,,,,,1.0,,,,0.008,,,0.03571428571428571,,,,,0.5,,,,True
2411,1610612751,Bostjan Nachbar,Bostjan Nachbar,2411,NJN,19768.0,329,39,633,632,208,237,70.0,1265,21.0,33.0,2.0,5.0,5.0,7.0,3.0,7.0,5.0,15.0,8.0,21.0,3.0,4.0,11.0,28.0,,7.0,29.0,55.0,19.0,49.0,26.0,141.0,620,3.0,6.0,,9.0,8.0,15.0,5.0,11.0,10.0,41.0,56.0,2.0,57.0,,28.0,11.0,5.0,6.0,7.0,13.0,5.0,2.0,4.0,,2.0,33.0,3.0,5.0,,13.0,33.0,11.0,57.0,8.0,65.0,3.0,4.0,3.0,1.0,5.0,2.0,5.0,,3.0,1.0,2.0,10.0,1.0,2.0,12.0,33.0,3.0,,30.0,3.0,6.0,32.0,2.0,13.0,4.0,4.0,3.0,4.0,2.0,1.0,41.0,208,8.0,3.0,0.9655172413793104,0.9655172413793104,1.0,0.3877551020408163,0.45454545454545453,0.3877551020408163,0.5272727272727272,0.5,0.5333333333333333,0.5528846153846154,0.5,0.5961538461538461,0.592436974789916,0.5,0.640625,0.47115384615384615,0.09090909090909091,0.15151515151515152,,18.169014084507044,0.5,0.44,,0.15789473684210525,0.024271844660194174,0.14130434782608695,0.036585365853658534,0.15282392026578073,0.027777777777777776,0.05714285714285714,0.025,,0.03571428571428571,0.15714285714285714,0.16071428571428573,0.1566265060240964,0.13043478260869565,0.17391304347826086,0.058823529411764705,0.5,0.3173076923076923,0.6363636363636364,0.75,0.9523809523809523,0.0673076923076923,0.42857142857142855,0.42857142857142855,1.0,0.14423076923076922,0.3333333333333333,0.3333333333333333,1.0,0.20192307692307693,0.38095238095238093,0.38095238095238093,1.0,0.2692307692307692,0.39285714285714285,0.39285714285714285,1.0,0.8333333333333334,0.4,1.0,,0.2692307692307692,0.7142857142857143,0.15384615384615385,0.75,0.2692307692307692,0.7884615384615384,0.39285714285714285,0.5400384615384615,0.5061199999999999,0.5174980769230769,0.11304347826086956,0.19696969696969696,0.06382978723404255,0.2907801418439716,6.8090909090909095,24.202040816326534,0.3285939968404423,3.0,1.0,,,1.0,,,,,,2.0,,,,,,,,,,,,,,,0.038461538461538464,,,,,,0.2857142857142857,,,,True
200767,1610612751,Josh Boone,Josh Boone,200767,NJN,2544.0,42,-1,81,82,21,21,10.0,163,5.0,7.0,1.0,1.0,2.0,4.0,,,,,,,,,,,,,5.0,7.0,,,2.0,12.0,74,1.0,1.0,,2.0,2.0,4.0,,,,4.0,8.0,2.0,,2.0,,,1.0,,,,,,,,,,,3.0,,2.0,10.0,1.0,13.0,3.0,16.0,,,,,,,1.0,,,,,1.0,1.0,1.0,6.0,12.0,,,4.0,,,5.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,,4.0,21,1.0,1.0,0.8,1.0,,,,,0.7142857142857143,1.0,0.5,0.7142857142857143,1.0,0.5,0.6666666666666666,1.0,0.4,,0.14285714285714285,0.14285714285714285,,11.11111111111111,,1.0,,0.30303030303030304,0.0967741935483871,0.2222222222222222,,0.2857142857142857,0.08571428571428572,0.1,,0.125,,0.2,0.42857142857142855,0.3125,0.25,,,1.0,1.0,0.7142857142857143,0.8333333333333334,0.8,,,,,,,,,,,,,,,,,1.0,1.0,,,1.0,0.5,,,,1.0,,0.5836142857142858,0.5504,0.5636,0.25,0.25,0.16666666666666666,0.3333333333333333,0.31428571428571433,,0.25925925925925924,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
