EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyCorner3FGA,SecondChanceArc3FGM,PenaltyArc3FGM,SecondChanceFG3M,PenaltyFG3M,PtsUnassisted3s,ShortMidRangeAssists,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,SecondChanceTurnovers,BlockedLongMidRange,DefensiveGoaltends,SecondChanceFg3Pct,PenaltyFg3Pct,ShortMidRangePctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyArc3Accuracy,Corner3FGM,PenaltyCorner3FGM,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Accuracy,FTOffRebounds,Defensive 3 Seconds Violations,OffFTReboundPct,LongMidRangePctBlocked,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,OffCorner3ReboundPct,ThreePtShootingFoulsDrawnPct,SecondChanceCorner3FGM,SecondChanceCorner3FGA,Clear Path Fouls,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,HeaveAttempts,3SecondViolations,on,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,3pt And 1 Free Throw Trips,OffensiveGoaltends,HeaveMakes
101154,1610612764,Andray Blatche,Andray Blatche,101154,WAS,9717.0,162,-56,320,321,143,185,41.0,641,12.0,23.0,8.0,14.0,3.0,9.0,3.0,8.0,3.0,15.0,2.0,1.0,7.0,1.0,3.0,18.0,46,1.0,9.0,10.0,49.0,326,9.0,16.0,1.0,3.0,21.0,7.0,23.0,3.0,7.0,21.0,8.0,28.0,3.0,16.0,7.0,1.0,7.0,4.0,3.0,7.0,2.0,1.0,2.0,2.0,17.0,1.0,17.0,8.0,18.0,3.0,29.0,18.0,47,3.0,7.0,6.0,1.0,8.0,5.0,4.0,3.0,3.0,12.0,3.0,14.0,27.0,6.0,1.0,15.0,1.0,1.0,16.0,2.0,6.0,3.0,7.0,2.0,2.0,5.0,2.0,9.0,1.0,21.0,143,6.0,3.0,0.2222222222222222,0.4,1.0,0.1111111111111111,0.1111111111111111,0.391304347826087,0.5625,0.30434782608695654,0.35454545454545455,0.5294117647058824,0.2692307692307692,0.3951612903225806,0.5833333333333334,0.328125,0.16363636363636364,0.15217391304347827,0.17391304347826086,0.375,19.946091644204852,0.6666666666666666,0.1875,0.1782178217821782,0.11888111888111888,0.1951219512195122,0.02857142857142857,0.18309859154929578,0.10112359550561797,0.10526315789473684,0.10714285714285714,0.12987012987012986,0.037037037037037035,0.15625,0.2,0.1794871794871795,0.15151515151515152,0.375,0.10344827586206896,0.1111111111111111,0.41818181818181815,0.5217391304347826,0.631578947368421,0.25,0.14545454545454545,0.375,0.6,0.2727272727272727,0.2,0.2,0.3333333333333333,0.03636363636363636,0.12727272727272726,0.14285714285714285,0.14285714285714285,1.0,0.8235294117647058,0.5714285714285714,0.125,0.058823529411764705,0.34615384615384615,0.3333333333333333,0.11538461538461539,0.5818181818181818,0.14285714285714285,0.47746181818181815,0.5688875,0.46949615384615384,0.1016949152542373,0.12,0.42857142857142855,0.42857142857142855,7.5760869565217375,24.799999999999997,0.446875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
101182,1610612764,Donell Taylor,Donell Taylor,101182,WAS,22111.0,369,-95,703,712,255,298,91.0,1415,26.0,45.0,3.0,5.0,7.0,13.0,4.0,16.0,23.0,62.0,3.0,3.0,14.0,1.0,10.0,53.0,123,3.0,17.0,11.0,126.0,742,5.0,11.0,1.0,,13.0,17.0,44.0,12.0,6.0,46.0,58.0,48.0,3.0,,14.0,3.0,6.0,30.0,15.0,45.0,8.0,7.0,16.0,11.0,105.0,2.0,12.0,15.0,21.0,3.0,39.0,14.0,53,1.0,17.0,11.0,6.0,11.0,3.0,14.0,8.0,1.0,25.0,4.0,16.0,34.0,,3.0,17.0,1.0,,21.0,1.0,8.0,3.0,2.0,1.0,1.0,,1.0,3.0,2.0,46.0,255,8.0,3.0,0.5471698113207547,0.5471698113207547,0.3333333333333333,0.17647058823529413,0.17647058823529413,0.43089430894308944,0.45454545454545453,0.38636363636363635,0.4107142857142857,0.5416666666666666,0.35714285714285715,0.42,0.5416666666666666,0.3770491803278688,0.12142857142857143,0.04878048780487805,0.06666666666666667,0.1875,21.52521525215252,0.44,0.1,0.09251101321585903,0.041379310344827586,0.16853932584269662,0.024691358024691357,0.11392405063291139,0.03773584905660377,0.05194805194805195,0.06557377049180328,0.02631578947368421,0.034482758620689655,0.04838709677419355,0.11688311688311688,0.10227272727272728,0.20588235294117646,0.047619047619047616,0.013157894736842105,0.6666666666666666,0.32142857142857145,0.5777777777777777,0.6190476190476191,0.6153846153846154,0.11428571428571428,0.25,0.3076923076923077,0.44285714285714284,0.3709677419354839,0.3709677419354839,0.5217391304347826,0.02142857142857143,0.1,0.21428571428571427,0.21428571428571427,0.3333333333333333,0.4166666666666667,0.6,1.0,0.08333333333333333,0.23214285714285715,0.5384615384615384,0.17857142857142858,0.44285714285714284,0.21428571428571427,0.47458000000000006,0.46615,0.4482910714285714,0.05442176870748299,0.06153846153846154,0.10317460317460317,0.36507936507936506,10.865040650406506,25.405882352941177,0.3627311522048364,2.0,1.0,2.0,1.0,2.0,6.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,0.16666666666666666,0.25,1.0,1.0,0.03571428571428571,0.2,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
1498,1610612764,Antonio Daniels,Antonio Daniels,1498,WAS,8987.0,150,-35,272,273,77,80,32.0,545,8.0,11.0,,,4.0,5.0,2.0,8.0,3.0,13.0,2.0,1.0,1.0,,1.0,13.0,32,1.0,3.0,22.0,51.0,298,,4.0,,,,5.0,10.0,2.0,8.0,21.0,12.0,14.0,3.0,,1.0,1.0,4.0,14.0,6.0,20.0,4.0,2.0,8.0,6.0,46.0,,3.0,4.0,11.0,,15.0,3.0,18,,4.0,4.0,,2.0,2.0,2.0,,,4.0,1.0,3.0,7.0,,,19.0,,1.0,24.0,2.0,11.0,2.0,1.0,,,,1.0,1.0,,21.0,77,1.0,1.0,0.46153846153846156,0.46153846153846156,1.0,0.3333333333333333,0.3333333333333333,0.40625,,0.5,0.4142857142857143,,0.5416666666666666,0.5543478260869565,,0.65625,0.08571428571428572,0.125,0.09090909090909091,0.375,15.873015873015873,0.5,,0.12643678160919541,0.024793388429752067,0.09523809523809523,,0.11627906976744186,0.02142857142857143,,0.06666666666666667,0.017241379310344827,,0.13043478260869565,0.12121212121212122,0.12903225806451613,0.06451612903225806,0.18181818181818182,,,0.3142857142857143,0.7272727272727273,0.8,0.75,0.22857142857142856,0.25,0.4,0.37142857142857144,0.23076923076923078,0.23076923076923078,,0.05714285714285714,0.02857142857142857,1.0,1.0,1.0,,,,,0.4166666666666667,0.8,0.08333333333333333,0.4,1.0,0.49649999999999994,0.36755,0.5319041666666667,0.25,0.2682926829268293,,0.4117647058823529,10.065625000000002,23.666666666666668,0.28308823529411764,1.0,,1.0,,1.0,,,1.0,,,,,,,0.5,,,,0.08333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
1712,1610612764,Antawn Jamison,Antawn Jamison,1712,WAS,7904.0,132,-15,252,254,97,94,33.0,506,8.0,11.0,,,1.0,2.0,3.0,11.0,5.0,20.0,6.0,5.0,10.0,1.0,3.0,16.0,42,7.0,16.0,9.0,62.0,264,,2.0,1.0,3.0,6.0,2.0,13.0,5.0,3.0,19.0,20.0,12.0,21.0,,10.0,5.0,4.0,3.0,,3.0,,,2.0,1.0,6.0,1.0,2.0,3.0,10.0,3.0,16.0,3.0,19,,3.0,2.0,1.0,2.0,2.0,,,,2.0,,1.0,3.0,,,14.0,1.0,,13.0,1.0,6.0,1.0,2.0,,,2.0,,2.0,,19.0,97,1.0,1.0,0.625,0.625,1.0,0.4375,0.4375,0.38095238095238093,,0.15384615384615385,0.45689655172413796,0.5,0.4444444444444444,0.484375,0.6,0.475,0.27586206896551724,0.09523809523809523,0.09090909090909091,0.2727272727272727,22.525597269624573,1.0,0.21428571428571427,0.12345679012345678,0.02,0.09090909090909091,0.03333333333333333,0.11403508771929824,0.023076923076923078,,0.04,0.02,0.05,0.05555555555555555,0.12903225806451613,0.15625,0.12,,,,0.1896551724137931,0.7272727272727273,0.8,0.375,0.1896551724137931,0.2727272727272727,0.375,0.3448275862068966,0.25,0.25,1.0,0.10344827586206896,0.1724137931034483,0.5,0.5,1.0,,,,0.3333333333333333,0.1111111111111111,0.5,0.16666666666666666,0.46551724137931033,0.5,0.4692887931034483,0.4313,0.42418611111111104,0.09523809523809523,0.1276595744680851,0.0967741935483871,0.3064516129032258,11.17142857142857,24.793750000000003,0.38492063492063494,2.0,1.0,3.0,1.0,4.0,,,,,,1.0,,,1.0,0.8,0.6666666666666666,1.0,1.0,0.1111111111111111,1.0,2.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.5,,,,,,,,,,,,,,,,,True,,,,,,,
2041,1610612764,Etan Thomas,Etan Thomas,2041,WAS,6991.0,117,-23,207,210,50,43,28.0,417,11.0,19.0,4.0,7.0,3.0,4.0,3.0,7.0,,,,,,,,14.0,26,,,3.0,31.0,231,4.0,8.0,,2.0,10.0,3.0,5.0,,1.0,7.0,16.0,12.0,,4.0,,,2.0,4.0,1.0,5.0,1.0,,3.0,,11.0,2.0,7.0,4.0,15.0,1.0,20.0,10.0,30,,1.0,,1.0,2.0,1.0,2.0,1.0,2.0,4.0,1.0,8.0,16.0,4.0,,13.0,,,8.0,2.0,4.0,1.0,10.0,,,3.0,5.0,10.0,3.0,7.0,50,2.0,1.0,0.5714285714285714,0.6666666666666666,,,,0.5384615384615384,0.5,0.6,0.5384615384615384,0.5,0.6,0.5344827586206896,0.5,0.5833333333333334,,0.07692307692307693,0.10526315789473684,,13.807531380753137,0.5,0.14285714285714285,0.20270270270270271,0.08333333333333333,0.14285714285714285,0.08695652173913043,0.18627450980392157,0.08411214953271028,0.125,0.05,0.075,0.13333333333333333,0.16666666666666666,0.14285714285714285,0.3181818181818182,0.2,,,0.3,0.7307692307692307,0.5789473684210527,0.6470588235294118,0.6363636363636364,0.2692307692307692,0.42857142857142855,0.42857142857142855,,,,,,,,,,0.875,0.5714285714285714,0.25,,0.8,0.75,,0.7307692307692307,,0.5336615384615385,0.5910166666666666,0.61286,0.14285714285714285,0.14285714285714285,0.3225806451612903,0.22580645161290322,2.988461538461538,,0.24154589371980675,,,,,,,1.0,,,,,2.0,,,,0.3333333333333333,,,,,,,,,,,1.0,1.0,0.1,,,,,,,,,,,,,,True,,,,,,,
2443,1610612764,Darius Songaila,Darius Songaila,2443,WAS,6557.0,109,-23,201,205,44,52,23.0,406,5.0,10.0,3.0,4.0,2.0,3.0,3.0,10.0,7.0,17.0,,,,,,15.0,37,,,4.0,34.0,207,3.0,5.0,,,6.0,2.0,8.0,,,4.0,16.0,14.0,,6.0,,,2.0,3.0,1.0,4.0,1.0,,3.0,,9.0,2.0,6.0,3.0,11.0,3.0,17.0,9.0,26,3.0,,,,5.0,4.0,4.0,1.0,1.0,9.0,1.0,3.0,10.0,1.0,,5.0,,,4.0,,2.0,,2.0,,,1.0,1.0,2.0,1.0,4.0,44,1.0,,0.5333333333333333,0.6666666666666666,,,,0.40540540540540543,0.6,0.25,0.40540540540540543,0.6,0.25,0.4358974358974359,0.6,0.25,,0.05405405405405406,,0.1,20.96069868995633,0.5555555555555556,0.42857142857142855,0.16666666666666666,0.0759493670886076,0.12,0.08333333333333333,0.15384615384615385,0.07766990291262135,0.04,0.15384615384615385,0.07317073170731707,0.11764705882352941,0.35294117647058826,0.05263157894736842,0.13333333333333333,0.1875,,0.15,0.5,0.2702702702702703,0.5,0.5,0.2,0.2702702702702703,0.3,0.3333333333333333,0.4594594594594595,0.4117647058823529,0.4375,0.7142857142857143,,,,,,0.8,0.75,,,0.375,0.6666666666666666,,0.2702702702702703,,0.426027027027027,0.58078,0.44399999999999995,0.05128205128205128,0.05128205128205128,0.17647058823529413,0.11764705882352941,11.551351351351352,,0.21890547263681592,,,,,,,,1.0,2.0,,1.0,,,,,0.6666666666666666,,,,,,,,,,,1.0,,0.14285714285714285,0.058823529411764705,,,,,,,,,,,,,True,,,,,,,
1913,1610612764,Michael Ruffin,Michael Ruffin,1913,WAS,1880.0,31,-3,60,57,16,33,8.0,117,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,1.0,1,,,,2.0,50,1.0,1.0,,,2.0,1.0,1.0,,,2.0,,2.0,,2.0,,,,2.0,,2.0,,,1.0,1.0,4.0,1.0,3.0,1.0,1.0,,2.0,4.0,6,,1.0,1.0,,1.0,1.0,,,,1.0,,2.0,2.0,,,2.0,,1.0,1.0,1.0,1.0,,1.0,,,,1.0,1.0,1.0,2.0,16,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,2.857142857142857,1.0,,0.05555555555555555,0.10714285714285714,0.1111111111111111,0.125,0.07407407407407407,0.1111111111111111,0.14285714285714285,,0.1111111111111111,0.14285714285714285,,,0.2,0.2,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,1.0,1.0,,,1.0,1.0,,1.0,,0.6088,0.6088,0.6088,1.0,1.0,1.0,1.0,,,0.26666666666666666,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
2240,1610612764,Gilbert Arenas,Gilbert Arenas,2240,WAS,3695.0,62,-9,128,125,67,66,24.0,253,6.0,11.0,1.0,1.0,3.0,6.0,1.0,3.0,4.0,16.0,3.0,4.0,15.0,,6.0,11.0,30,4.0,18.0,13.0,47.0,135,1.0,3.0,,1.0,3.0,6.0,13.0,9.0,6.0,21.0,4.0,18.0,9.0,2.0,15.0,4.0,3.0,5.0,3.0,8.0,1.0,2.0,1.0,4.0,19.0,2.0,1.0,1.0,2.0,,3.0,3.0,6,2.0,,,,3.0,3.0,2.0,,1.0,5.0,5.0,1.0,5.0,,1.0,13.0,,,16.0,,4.0,2.0,1.0,,,1.0,,1.0,1.0,21.0,67,,2.0,0.18181818181818182,0.2,0.75,0.2222222222222222,0.2222222222222222,0.36666666666666664,0.3333333333333333,0.46153846153846156,0.3541666666666667,0.3333333333333333,0.3409090909090909,0.41818181818181815,0.375,0.40384615384615385,0.375,0.1,0.18181818181818182,0.3333333333333333,38.70967741935484,0.6,,0.045454545454545456,0.018867924528301886,0.058823529411764705,0.09090909090909091,0.04918032786885246,0.04,0.08333333333333333,,,0.0625,0.09090909090909091,0.0625,,0.08333333333333333,,0.06666666666666667,1.0,0.22916666666666666,0.5454545454545454,0.6666666666666666,0.3333333333333333,0.0625,0.3333333333333333,0.5,0.3333333333333333,0.25,0.25,,0.0625,0.3125,0.26666666666666666,0.26666666666666666,0.75,0.3333333333333333,1.0,,,0.2727272727272727,0.5,0.2727272727272727,0.6041666666666666,0.26666666666666666,0.4882791666666666,0.353,0.4867227272727272,0.09433962264150944,0.11764705882352941,0.06382978723404255,0.44680851063829785,10.816666666666665,25.16111111111111,0.5234375,3.0,,1.0,,1.0,3.0,,,,,1.0,,,,0.1111111111111111,,,,0.13636363636363635,0.16666666666666666,,,,,,,,,,,1.0,1.0,0.16666666666666666,0.05263157894736842,,,,,,,,,True,,,,,,,
2427,1610612764,Roger Mason Jr.,Roger Mason Jr.,2427,WAS,9290.0,155,-9,314,311,140,152,36.0,625,7.0,12.0,,,3.0,7.0,1.0,3.0,2.0,13.0,11.0,5.0,23.0,2.0,9.0,10.0,28,13.0,34.0,11.0,70.0,308,1.0,2.0,3.0,,8.0,4.0,16.0,13.0,1.0,21.0,8.0,12.0,36.0,,23.0,5.0,,11.0,1.0,12.0,,1.0,6.0,4.0,25.0,,,4.0,11.0,,15.0,,15,,7.0,5.0,2.0,3.0,2.0,2.0,1.0,,5.0,1.0,5.0,18.0,1.0,1.0,9.0,1.0,2.0,12.0,1.0,5.0,,3.0,,,,2.0,3.0,3.0,21.0,140,8.0,,0.4,0.4,0.9230769230769231,0.38235294117647056,0.38235294117647056,0.35714285714285715,0.5,0.25,0.47580645161290325,0.8,0.3448275862068966,0.5223880597014925,0.8,0.35,0.5483870967741935,,,,20.224719101123597,0.6,,0.10891089108910891,,0.11764705882352941,,0.1111111111111111,,,,,,0.0967741935483871,0.08571428571428572,0.14285714285714285,0.1111111111111111,0.14285714285714285,,1.0,0.1935483870967742,0.5833333333333334,0.5833333333333334,0.2857142857142857,0.04838709677419355,0.3333333333333333,0.3333333333333333,0.20967741935483872,0.15384615384615385,0.15384615384615385,1.0,0.1774193548387097,0.3709677419354839,0.21739130434782608,0.21739130434782608,0.8,,,,0.4,0.2413793103448276,0.42857142857142855,0.3103448275862069,0.7419354838709677,0.21739130434782608,0.5145193548387097,0.48513,0.47919482758620685,0.08955223880597014,0.15625,0.11428571428571428,0.3,10.382142857142854,24.947058823529414,0.445859872611465,4.0,1.0,1.0,2.0,4.0,3.0,1.0,,,1.0,1.0,1.0,,0.6666666666666666,0.3076923076923077,,0.5,1.0,0.13793103448275862,0.1111111111111111,8.0,3.0,0.7272727272727273,0.7272727272727273,1.0,0.75,,,,,,1.0,,0.02857142857142857,1.0,1.0,1.0,0.2,1.0,1.0,,,True,,,,,,,
1916,1610612764,Calvin Booth,Calvin Booth,1916,WAS,3187.0,53,-3,106,107,52,55,9.0,213,1.0,2.0,,1.0,,1.0,,1.0,3.0,6.0,,,,,,4.0,9,,,2.0,10.0,91,,1.0,,2.0,2.0,,3.0,,2.0,2.0,8.0,,,,,,,2.0,,2.0,,,2.0,,4.0,,2.0,1.0,5.0,,6.0,2.0,8,1.0,1.0,1.0,,1.0,,1.0,1.0,,2.0,,4.0,7.0,,1.0,3.0,1.0,2.0,2.0,,,1.0,2.0,,,1.0,1.0,2.0,1.0,2.0,52,1.0,1.0,1.0,1.0,,,,0.4444444444444444,,,0.4444444444444444,,,0.5,0.5,0.25,,,,,10.434782608695652,0.5,,0.16129032258064516,0.05128205128205128,0.08333333333333333,,0.13953488372093023,0.04081632653061224,0.16666666666666666,,0.041666666666666664,,,0.2,0.2,,0.5,0.2,0.5,0.2222222222222222,0.5,0.5,1.0,0.1111111111111111,,,0.6666666666666666,0.5,0.5,1.0,,,,,,1.0,,,,0.3333333333333333,,,0.2222222222222222,,0.4172,0.5937,0.43756666666666666,,,0.2,0.2,12.444444444444445,,0.49056603773584906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
