EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Clear Path Fouls,Defensive 3 Seconds Violations,ShortMidRangePctBlocked,LongMidRangePctBlocked,3SecondViolations,SecondChanceArc3FGM,SecondChanceArc3FGA,OffArc3ReboundPct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Blocked3s,BlockedArc3,DefensiveGoaltends,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,Corner3PctBlocked,3pt And 1 Free Throw Trips,on,OffensiveGoaltends
101110,1610612757,Martell Webster,Martell Webster,101110,POR,45588.0,760,-81.0,1433,1431,470,543,166,2864,20.0,35.0,10.0,13.0,8.0,14.0,7.0,12.0,14.0,37.0,24.0,50.0,1.0,3.0,6.0,13.0,11.0,42.0,1.0,15.0,41.0,84.0,35.0,92.0,36.0,223.0,1579.0,13.0,19.0,1.0,3.0,10.0,39.0,17.0,29.0,7.0,28.0,17.0,72.0,42.0,40.0,90.0,15.0,16.0,4.0,38.0,11.0,3.0,15.0,6.0,21.0,4.0,2.0,6.0,3.0,6.0,48.0,1.0,11.0,2.0,25.0,48.0,6.0,79.0,14.0,93.0,3.0,12.0,5.0,7.0,19.0,2.0,10.0,15.0,2.0,9.0,2.0,4.0,34.0,2.0,4.0,16.0,56.0,2.0,3.0,38.0,4.0,3.0,47.0,2.0,1.0,12.0,4.0,6.0,10.0,7.0,1.0,2.0,10.0,6.0,72.0,470,16.0,6.0,0.5121951219512195,0.6363636363636364,0.8571428571428571,0.3804347826086957,0.3333333333333333,0.25,0.3977272727272727,0.4880952380952381,0.6842105263157895,0.5862068965517241,0.53125,0.6590909090909091,0.4824561403508772,0.5663265306122449,0.75,0.5294117647058824,0.5227272727272727,0.03571428571428571,0.08571428571428572,14.232673267326733,0.5588235294117647,0.125,0.04878048780487805,0.09896907216494845,0.021484375,0.15625,0.007462686567164179,0.11317829457364341,0.018575851393188854,0.03636363636363636,0.02,0.012145748987854251,0.021739130434782608,0.07453416149068323,0.10077519379844961,0.11794871794871795,0.15517241379310345,0.1590909090909091,0.03296703296703297,0.6,0.19886363636363635,0.5714285714285714,0.625,0.35,0.06818181818181818,0.5833333333333334,0.5833333333333334,0.42857142857142855,0.21022727272727273,0.3783783783783784,0.3783783783783784,0.7857142857142857,0.2840909090909091,0.48,0.48,0.9166666666666666,0.23863636363636365,0.2619047619047619,0.2619047619047619,0.7272727272727273,0.5909090909090909,0.7692307692307693,0.1,0.13636363636363635,0.3333333333333333,1.0,0.24561403508771928,0.5714285714285714,0.22807017543859648,0.46153846153846156,0.2631578947368421,0.06666666666666667,0.7215909090909091,0.2894736842105263,0.518284011627907,0.5184238095238095,0.4947952830188679,0.08421052631578947,0.1276595744680851,0.041666666666666664,0.17488789237668162,0.32286995515695066,10.19404761904762,24.999999999999996,0.3279832519190509,,,,,,,,,,,,,,,,,,,,True,
101127,1610612757,Jarrett Jack,Jarrett Jack,101127,POR,44142.0,736,-97.0,1387,1388,526,569,159,2775,41.0,65.0,1.0,1.0,17.0,26.0,11.0,25.0,21.0,68.0,4.0,7.0,,1.0,2.0,3.0,9.0,25.0,2.0,11.0,73.0,158.0,13.0,32.0,98.0,283.0,1540.0,6.0,7.0,,1.0,12.0,24.0,28.0,62.0,4.0,14.0,61.0,129.0,22.0,124.0,33.0,6.0,,3.0,22.0,9.0,10.0,88.0,17.0,105.0,8.0,9.0,42.0,13.0,33.0,227.0,,6.0,,22.0,44.0,1.0,67.0,6.0,73.0,1.0,26.0,15.0,11.0,28.0,10.0,18.0,28.0,2.0,10.0,1.0,6.0,56.0,4.0,23.0,28.0,70.0,,8.0,75.0,3.0,5.0,112.0,7.0,9.0,31.0,,24.0,3.0,2.0,,1.0,3.0,2.0,129.0,526,12.0,22.0,0.1506849315068493,0.1506849315068493,0.8461538461538461,0.40625,,0.2857142857142857,0.4482758620689655,0.4620253164556962,0.8571428571428571,0.45161290322580644,0.4868421052631579,0.75,0.4473684210526316,0.5798319327731093,0.8571428571428571,0.5833333333333334,0.16842105263157894,0.06329113924050633,0.07692307692307693,18.690400508582325,0.5,0.022727272727272728,,0.09799554565701558,0.01171875,0.12359550561797752,,0.10526315789473684,0.01001669449081803,0.028169014084507043,,0.007905138339920948,,0.09941520467836257,0.05128205128205128,0.13043478260869565,0.0962962962962963,0.20930232558139536,0.011363636363636364,0.6666666666666666,0.34210526315789475,0.6307692307692307,0.6833333333333333,0.17073170731707318,0.13157894736842105,0.44,0.4782608695652174,,0.35789473684210527,0.3088235294117647,0.3230769230769231,0.19047619047619047,0.03684210526315789,0.5714285714285714,0.5714285714285714,1.0,0.13157894736842105,0.36,0.36,0.7777777777777778,0.125,1.0,,0.125,,,0.34210526315789475,0.6538461538461539,0.039473684210526314,0.6666666666666666,0.14473684210526316,0.18181818181818182,0.5105263157894737,0.4090909090909091,0.4749708556149734,0.43191250000000003,0.4590641891891891,0.14485981308411214,0.17032967032967034,,0.08480565371024736,0.4558303886925795,9.815189873417726,26.959375,0.37923576063446285,1.0,1.0,0.08,0.04411764705882353,,,,,,,,,,,,,,,,True,
101195,1610612757,Luke Schenscher,Luke Schenscher,101195,POR,5615.0,94,,176,179,60,91,20,355,4.0,12.0,2.0,7.0,,1.0,1.0,6.0,,1.0,,,,,,,,,,,5.0,19.0,,,4.0,14.0,186.0,2.0,7.0,,,2.0,6.0,1.0,3.0,,,2.0,4.0,8.0,2.0,,,2.0,,,,4.0,1.0,,1.0,,,,1.0,,2.0,,9.0,,2.0,9.0,3.0,14.0,9.0,23.0,3.0,2.0,1.0,1.0,,,,4.0,1.0,,,,4.0,,1.0,15.0,20.0,2.0,2.0,5.0,2.0,,4.0,,,2.0,,,3.0,3.0,,,3.0,2.0,4.0,60,3.0,,0.8,1.0,,,,,,0.2631578947368421,0.2857142857142857,0.3333333333333333,0.2631578947368421,0.2857142857142857,0.3333333333333333,0.3333333333333333,0.375,0.5,,0.21052631578947367,0.16666666666666666,12.376237623762377,,0.21428571428571427,,0.14516129032258066,0.125,0.13333333333333333,,0.14285714285714285,0.10465116279069768,0.21428571428571427,0.05555555555555555,0.07692307692307693,,0.38095238095238093,0.045454545454545456,,0.25,,0.3,0.6666666666666666,0.631578947368421,0.3333333333333333,0.4,0.75,0.3157894736842105,0.16666666666666666,0.25,1.0,0.05263157894736842,,,,,,,,,,,,1.0,0.2857142857142857,0.5,,,,0.3333333333333333,,,,,,0.631578947368421,,0.5011631578947368,0.5425166666666666,0.4721333333333333,0.09523809523809523,0.09523809523809523,,0.42857142857142855,0.2857142857142857,2.6894736842105265,,0.3409090909090909,,,0.3333333333333333,,1.0,,,,,,,,,,,,,,,True,
200750,1610612757,Brandon Roy,Brandon Roy,200750,POR,31389.0,523,-53.0,981,991,421,438,129,1972,39.0,73.0,9.0,12.0,15.0,25.0,26.0,50.0,28.0,60.0,3.0,13.0,,,3.0,6.0,9.0,26.0,4.0,13.0,93.0,183.0,12.0,39.0,72.0,294.0,1102.0,11.0,17.0,1.0,3.0,6.0,31.0,41.0,71.0,7.0,19.0,40.0,143.0,26.0,160.0,30.0,6.0,6.0,1.0,25.0,9.0,9.0,51.0,15.0,66.0,9.0,6.0,17.0,8.0,26.0,147.0,1.0,12.0,,12.0,49.0,2.0,63.0,13.0,76.0,4.0,16.0,10.0,6.0,19.0,3.0,8.0,14.0,3.0,11.0,1.0,1.0,33.0,5.0,12.0,17.0,37.0,1.0,2.0,78.0,2.0,4.0,90.0,10.0,4.0,34.0,,14.0,3.0,1.0,1.0,1.0,3.0,2.0,143.0,421,6.0,14.0,0.13978494623655913,0.14444444444444443,0.8333333333333334,0.3076923076923077,0.3333333333333333,0.3684210526315789,0.3157894736842105,0.5081967213114754,0.6470588235294118,0.5774647887323944,0.5,0.625,0.5722222222222222,0.5634615384615385,0.6739130434782609,0.6339285714285714,0.17567567567567569,0.04918032786885246,0.0958904109589041,26.044444444444444,0.5757575757575758,0.058823529411764705,,0.14540059347181009,0.03314917127071823,0.11650485436893204,0.011494252873563218,0.13863636363636364,0.028953229398663696,0.05405405405405406,0.02247191011235955,0.024691358024691357,,0.09230769230769231,0.17721518987341772,0.1796875,0.14814814814814814,,0.03773584905660377,0.6666666666666666,0.32882882882882886,0.5342465753424658,0.5909090909090909,0.05128205128205128,0.22522522522522523,0.52,0.5416666666666666,0.038461538461538464,0.2702702702702703,0.4666666666666667,0.4666666666666667,0.35714285714285715,0.05855855855855856,0.23076923076923078,0.23076923076923078,1.0,0.11711711711711711,0.34615384615384615,0.34615384615384615,0.7777777777777778,0.6,0.75,,,,,0.2777777777777778,0.6,0.06666666666666667,0.5,0.14444444444444443,0.3076923076923077,0.5045045045045045,0.36,0.46072963800905,0.5070066666666666,0.44418764044943837,0.13821138211382114,0.1642512077294686,,0.1054421768707483,0.48639455782312924,8.903278688524587,24.943589743589744,0.4291539245667686,1.0,,0.04,,,1.0,3.0,0.017857142857142856,0.15,0.3333333333333333,1.0,,,,,,,,,True,
2566,1610612757,Travis Outlaw,Travis Outlaw,2566,POR,91925.0,1532,-127.0,2861,2875,1012,1104,344,5736,69.0,123.0,20.0,35.0,23.0,40.0,41.0,95.0,126.0,312.0,6.0,14.0,2.0,2.0,,4.0,4.0,23.0,3.0,14.0,236.0,530.0,10.0,37.0,143.0,645.0,3153.0,34.0,70.0,3.0,4.0,15.0,92.0,78.0,173.0,3.0,18.0,60.0,225.0,298.0,174.0,30.0,,38.0,4.0,19.0,4.0,25.0,38.0,14.0,52.0,3.0,11.0,23.0,5.0,10.0,118.0,15.0,46.0,4.0,48.0,87.0,17.0,152.0,65.0,217.0,5.0,61.0,32.0,29.0,33.0,4.0,21.0,33.0,4.0,12.0,1.0,7.0,66.0,7.0,21.0,73.0,150.0,5.0,14.0,129.0,4.0,6.0,181.0,12.0,,80.0,1.0,15.0,73.0,52.0,1.0,20.0,74.0,42.0,225.0,1012,21.0,14.0,0.6313559322033898,0.6866359447004609,1.0,0.2702702702702703,0.75,0.16666666666666666,0.30303030303030304,0.44528301886792454,0.4857142857142857,0.4508670520231214,0.4426807760141093,0.5202702702702703,0.4319371727748691,0.49539170506912444,0.5476190476190477,0.4934210526315789,0.06525573192239859,0.04716981132075472,0.11382113821138211,22.014123426466075,0.5,0.17,0.042105263157894736,0.09364908503767493,0.044790652385589096,0.13872832369942195,0.06048387096774194,0.10588235294117647,0.04784313725490196,0.05144694533762058,0.0502092050209205,0.03773584905660377,0.047058823529411764,0.08630952380952381,0.1092436974789916,0.09014084507042254,0.1450980392156863,0.12087912087912088,0.017543859649122806,0.5675675675675675,0.21693121693121692,0.5609756097560976,0.6330275229357798,0.4927536231884058,0.1675485008818342,0.43157894736842106,0.47126436781609193,0.4878048780487805,0.5502645502645502,0.40384615384615385,0.4077669902912621,0.753968253968254,0.024691358024691357,0.42857142857142855,0.42857142857142855,1.0,0.04056437389770723,0.17391304347826086,0.17391304347826086,1.0,0.47297297297297297,0.5714285714285714,,0.02702702702702703,1.0,1.0,0.2094240837696335,0.575,0.020942408376963352,,0.07329842931937172,0.21428571428571427,0.2821869488536155,0.21052631578947367,0.4381148576512457,0.4752818181818183,0.42841871657754016,0.12735849056603774,0.13377926421404682,0.02631578947368421,0.14263565891472868,0.3488372093023256,13.034716981132078,28.716216216216203,0.3537224746592101,,7.0,0.08421052631578947,0.009615384615384616,1.0,1.0,2.0,0.06748466257668712,0.02702702702702703,0.5,1.0,1.0,1.0,13.0,,,,,,True,
200771,1610612757,Sergio Rodriguez,Sergio Rodriguez,200771,POR,31947.0,532,-75.0,1001,999,281,328,125,2000,13.0,36.0,2.0,3.0,4.0,9.0,5.0,9.0,23.0,46.0,1.0,6.0,,,1.0,2.0,13.0,47.0,2.0,17.0,41.0,91.0,14.0,53.0,16.0,140.0,1104.0,3.0,7.0,,2.0,4.0,10.0,8.0,19.0,3.0,19.0,8.0,33.0,12.0,70.0,18.0,24.0,2.0,2.0,45.0,13.0,9.0,107.0,27.0,134.0,12.0,15.0,48.0,8.0,51.0,295.0,7.0,7.0,,13.0,27.0,1.0,41.0,14.0,55.0,,20.0,12.0,8.0,24.0,9.0,16.0,27.0,3.0,8.0,2.0,3.0,51.0,2.0,22.0,12.0,38.0,,5.0,28.0,,2.0,21.0,1.0,,5.0,,6.0,1.0,,,1.0,1.0,,33.0,281,7.0,5.0,0.14634146341463414,0.15,0.42857142857142855,0.2641509433962264,,0.15789473684210525,0.27450980392156865,0.45054945054945056,0.42857142857142855,0.42105263157894735,0.4305555555555556,0.3333333333333333,0.32894736842105265,0.45454545454545453,0.45454545454545453,0.375,0.3680555555555556,0.0989010989010989,0.19444444444444445,17.87271142109852,0.47058823529411764,0.023809523809523808,,0.08598726114649681,0.019886363636363636,0.125,0.06422018348623854,0.09569377990430622,0.03036876355748373,0.022556390977443608,0.028985507246376812,0.013333333333333334,0.07894736842105263,0.0673076923076923,0.047619047619047616,0.12698412698412698,0.1,0.17647058823529413,,,0.25,0.3611111111111111,0.4482758620689655,0.07692307692307693,0.0625,0.5555555555555556,0.5555555555555556,0.2,0.3194444444444444,0.5,0.5227272727272727,0.17391304347826086,0.041666666666666664,0.16666666666666666,0.16666666666666666,,0.3263888888888889,0.2765957446808511,0.2826086956521739,0.46153846153846156,0.3333333333333333,0.6666666666666666,,,,,0.23684210526315788,0.4444444444444444,0.05263157894736842,0.5,0.4473684210526316,0.11764705882352941,0.6180555555555556,0.28888888888888886,0.4929078014184396,0.4750916666666667,0.49057702702702694,0.033783783783783786,0.05263157894736842,,0.07142857142857142,0.2357142857142857,10.946153846153846,25.805660377358492,0.2807192807192807,,,,0.043478260869565216,,,2.0,0.056338028169014086,0.2222222222222222,,,,,,1.0,0.018867924528301886,0.02127659574468085,,,True,
2410,1610612757,Fred Jones,Fred Jones,2410,POR,20054.0,334,-54.0,626,625,209,196,72,1251,18.0,34.0,2.0,3.0,4.0,6.0,4.0,11.0,6.0,21.0,1.0,6.0,,,,2.0,4.0,13.0,2.0,3.0,28.0,66.0,5.0,19.0,12.0,83.0,680.0,2.0,4.0,1.0,2.0,2.0,9.0,6.0,15.0,2.0,5.0,3.0,21.0,28.0,28.0,15.0,,,1.0,12.0,4.0,3.0,28.0,7.0,35.0,5.0,2.0,6.0,4.0,18.0,77.0,1.0,4.0,1.0,10.0,9.0,1.0,20.0,6.0,26.0,3.0,15.0,13.0,2.0,9.0,1.0,6.0,5.0,1.0,3.0,1.0,1.0,14.0,3.0,3.0,19.0,32.0,1.0,1.0,17.0,1.0,1.0,14.0,2.0,,5.0,,3.0,2.0,2.0,,,3.0,1.0,21.0,209,6.0,2.0,0.5,0.5,1.0,0.2631578947368421,0.5,0.4,0.2777777777777778,0.42424242424242425,0.5,0.4,0.4176470588235294,0.5833333333333334,0.45,0.45604395604395603,0.6428571428571429,0.4772727272727273,0.2235294117647059,0.045454545454545456,0.058823529411764705,14.814814814814815,0.6428571428571429,0.04,0.05555555555555555,0.04285714285714286,0.017167381974248927,0.136986301369863,0.017857142857142856,0.06713780918727916,0.01730103806228374,0.02631578947368421,0.019230769230769232,0.009523809523809525,0.05,0.04411764705882353,0.04477611940298507,0.04,0.10416666666666667,0.2,0.06521739130434782,0.3333333333333333,0.4,0.5294117647058824,0.5625,0.6111111111111112,0.12941176470588237,0.36363636363636365,0.4,,0.24705882352941178,0.2857142857142857,0.2857142857142857,0.5,0.07058823529411765,0.16666666666666666,0.16666666666666666,1.0,0.15294117647058825,0.3076923076923077,0.3076923076923077,1.0,0.5,0.6666666666666666,1.0,,,,0.3,0.6666666666666666,0.1,,0.15,0.6666666666666666,0.6235294117647059,0.3333333333333333,0.4957517857142855,0.5256399999999999,0.45312,0.056818181818181816,0.07246376811594203,,0.10843373493975904,0.25301204819277107,7.536363636363636,25.23684210526315,0.33386581469648563,,,0.09090909090909091,,,1.0,2.0,,0.3333333333333333,0.5,1.0,1.0,1.0,,,,,,,True,
2424,1610612757,Dan Dickau,Dan Dickau,2424,POR,16601.0,277,43.0,511,515,192,196,59,1026,14.0,21.0,3.0,3.0,7.0,12.0,4.0,10.0,7.0,23.0,,1.0,,,,1.0,9.0,33.0,3.0,10.0,25.0,54.0,9.0,34.0,25.0,102.0,530.0,3.0,4.0,1.0,2.0,,9.0,10.0,24.0,3.0,11.0,18.0,47.0,8.0,42.0,15.0,12.0,2.0,1.0,32.0,9.0,1.0,40.0,7.0,47.0,4.0,3.0,19.0,5.0,16.0,101.0,1.0,3.0,,7.0,14.0,1.0,22.0,4.0,26.0,,8.0,4.0,4.0,7.0,2.0,4.0,6.0,1.0,3.0,1.0,2.0,13.0,,8.0,17.0,39.0,1.0,,22.0,,1.0,32.0,3.0,3.0,7.0,2.0,6.0,1.0,1.0,,,1.0,,47.0,192,9.0,5.0,0.16,0.16666666666666666,0.5555555555555556,0.2647058823529412,0.5,0.2727272727272727,0.2727272727272727,0.46296296296296297,0.75,0.4166666666666667,0.4375,0.75,0.4142857142857143,0.505,0.75,0.5340909090909091,0.38636363636363635,0.018518518518518517,0.047619047619047616,19.618055555555557,0.5384615384615384,0.045454545454545456,,0.08284023668639054,0.018633540372670808,0.10294117647058823,0.01639344262295082,0.08860759493670886,0.018018018018018018,0.02702702702702703,,0.024096385542168676,,0.034482758620689655,0.12195121951219512,0.1,0.1276595744680851,0.047619047619047616,,,0.23863636363636365,0.6666666666666666,0.7,0.14285714285714285,0.11363636363636363,0.4,0.4,0.25,0.26136363636363635,0.30434782608695654,0.30434782608695654,0.14285714285714285,0.011363636363636364,,,,0.375,0.2727272727272727,0.2727272727272727,0.5555555555555556,0.5,1.0,0.3333333333333333,,,,0.34285714285714286,0.5833333333333334,0.02857142857142857,,0.2857142857142857,0.3,0.625,0.28125,0.4865597701149426,0.52691,0.4784367647058824,0.09574468085106383,0.1206896551724138,0.05555555555555555,0.08823529411764706,0.46078431372549017,10.337037037037035,25.55294117647059,0.37573385518590996,,,,,,1.0,2.0,0.02127659574468085,0.3333333333333333,0.5,1.0,,,,,,,,,True,
101211,1610612757,Stephen Graham,Stephen Graham,101211,POR,5468.0,91,-10.0,172,180,65,94,17,352,4.0,8.0,,2.0,1.0,1.0,1.0,4.0,6.0,7.0,,2.0,,,,1.0,,2.0,,1.0,11.0,19.0,,4.0,4.0,26.0,199.0,,2.0,,,,,2.0,3.0,,2.0,1.0,5.0,12.0,10.0,,,,,2.0,,2.0,2.0,1.0,3.0,,1.0,,1.0,1.0,7.0,1.0,2.0,,2.0,6.0,2.0,10.0,3.0,13.0,1.0,1.0,,1.0,2.0,1.0,,3.0,,2.0,,1.0,5.0,1.0,1.0,6.0,10.0,,1.0,4.0,1.0,,5.0,1.0,,2.0,,1.0,1.0,1.0,,,1.0,1.0,5.0,65,1.0,,0.5454545454545454,0.5454545454545454,,,,,,0.5789473684210527,,0.6666666666666666,0.4782608695652174,,0.4,0.52,,0.4166666666666667,0.17391304347826086,0.10526315789473684,,15.789473684210527,0.4,0.4,,0.13333333333333333,0.03508771929824561,0.08,0.125,0.11428571428571428,0.046153846153846156,,0.058823529411764705,0.058823529411764705,0.3333333333333333,0.3333333333333333,,0.045454545454545456,0.09523809523809523,,0.1,1.0,0.34782608695652173,0.5,0.5,0.75,0.17391304347826086,0.25,0.5,,0.30434782608695654,0.8571428571428571,0.8571428571428571,0.5,0.08695652173913043,,,,0.08695652173913043,,,,1.0,,,,,,0.2,1.0,0.2,,0.2,,0.5217391304347826,,0.48028260869565215,0.569,0.49099000000000004,0.08333333333333333,0.1,,,0.19230769230769232,10.010526315789475,23.549999999999997,0.37790697674418605,,,0.5,,,,,,,,,,,,,,,,,True,
200746,1610612757,LaMarcus Aldridge,LaMarcus Aldridge,200746,POR,19997.0,333,-6.0,610,631,198,209,92,1241,30.0,40.0,13.0,20.0,10.0,12.0,11.0,24.0,18.0,46.0,,,,,,,,,,,59.0,110.0,,,24.0,142.0,662.0,19.0,29.0,,,6.0,44.0,18.0,30.0,,,14.0,50.0,84.0,34.0,,,28.0,,,,4.0,5.0,2.0,7.0,1.0,1.0,3.0,,2.0,16.0,7.0,29.0,1.0,15.0,32.0,5.0,52.0,37.0,89.0,1.0,9.0,6.0,3.0,4.0,1.0,1.0,3.0,,3.0,,1.0,7.0,1.0,,23.0,42.0,2.0,1.0,25.0,4.0,3.0,28.0,4.0,,12.0,,4.0,18.0,14.0,,4.0,18.0,12.0,50.0,198,7.0,4.0,0.711864406779661,0.9333333333333333,,,,,,0.5363636363636364,0.6551724137931034,0.6,0.5363636363636364,0.6551724137931034,0.6,0.5819672131147541,0.6875,0.6756756756756757,,0.03636363636363636,0.05,17.99163179916318,0.5714285714285714,0.2777777777777778,0.06666666666666667,0.16666666666666666,0.1228813559322034,0.17647058823529413,0.12280701754385964,0.16967509025270758,0.12286689419795221,0.2,0.1111111111111111,0.08547008547008547,0.05,0.15384615384615385,0.19148936170212766,0.1625,0.1111111111111111,0.2903225806451613,0.021739130434782608,0.6666666666666666,0.36363636363636365,0.75,0.7894736842105263,0.5666666666666667,0.21818181818181817,0.4583333333333333,0.5,0.7272727272727273,0.41818181818181815,0.391304347826087,0.391304347826087,0.9444444444444444,,,,,,,,,0.6896551724137931,0.65,0.07692307692307693,,,,0.4,0.8333333333333334,,,,,0.36363636363636365,,0.4699118181818182,0.5220153846153845,0.4580133333333332,0.1016949152542373,0.1016949152542373,,0.30985915492957744,0.352112676056338,9.72272727272727,,0.32459016393442625,,3.0,0.08333333333333333,,,,,0.16216216216216217,,,,,,1.0,,,,,,True,
