EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PlusMinus,OffThreePtRebounds,FTOffRebounds,FTDefRebounds,BlockedShortMidRange,3SecondViolations,Defensive 3 Seconds Violations,DefFTReboundPct,OffFTReboundPct,OffThreePtReboundPct,OffArc3ReboundPct,SecondChanceAtRimPctAssisted,LostBallOutOfBoundsTurnovers,BlockedLongMidRange,OffCorner3ReboundPct,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceArc3FGM,SecondChanceFG3M,PtsUnassisted3s,Fg3aBlocked,StepOutOfBoundsTurnovers,Loose Ball Fouls,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,DefensiveGoaltends,SecondChanceFg3Pct,FG3APctBlocked,LongMidRangePctBlocked,Corner3PctBlocked,Arc3PctBlocked,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawnPct,3pt And 1 Free Throw Trips,BlockedCorner3,Clear Path Fouls,OffensiveGoaltends,on
101150,1610612755,Lou Williams,Lou Williams,101150,PHI,26687.0,445,842,858,268,244,108,1700,33.0,55.0,3.0,7.0,13.0,18.0,4.0,12.0,15.0,38.0,3.0,6.0,2.0,3.0,6.0,19.0,1.0,3.0,11.0,52.0,105.0,9.0,25.0,26.0,157.0,843,3.0,10.0,1.0,3.0,9.0,19.0,32.0,5.0,14.0,9.0,62.0,32.0,72.0,27.0,6.0,1.0,18.0,6.0,11.0,57.0,12.0,69.0,10.0,2.0,31.0,10.0,16.0,150.0,10.0,9.0,24,33,10.0,43,4.0,16.0,11.0,5.0,20.0,4.0,10.0,11.0,10.0,5.0,31.0,1.0,8.0,12.0,29,1.0,50.0,1.0,9.0,45.0,7.0,22.0,4.0,1.0,1.0,1.0,1.0,62.0,268,1.0,4.0,0.3076923076923077,0.32653061224489793,1.0,0.36,0.35714285714285715,0.375,0.49523809523809526,0.3,0.59375,0.5038461538461538,0.2727272727272727,0.5760869565217391,0.5268456375838926,0.34615384615384615,0.5961538461538461,0.19230769230769232,0.10476190476190476,0.18181818181818182,0.08333333333333333,18.691588785046726,0.6451612903225806,0.08759124087591241,0.031746031746031744,0.09090909090909091,0.08847184986595175,0.025510204081632654,0.03409090909090909,0.038461538461538464,0.026845637583892617,0.0594059405940594,0.04918032786885246,0.13392857142857142,0.08823529411764706,0.0967741935483871,0.07407407407407407,1.0,0.4230769230769231,0.6,0.7333333333333333,0.3333333333333333,0.09230769230769231,0.3333333333333333,0.36363636363636365,0.25,0.2923076923076923,0.39473684210526316,0.39473684210526316,0.26666666666666666,0.046153846153846156,0.5,0.5,1.0,0.14615384615384616,0.3157894736842105,0.3157894736842105,1.0,0.6363636363636364,0.42857142857142855,0.09090909090909091,0.391304347826087,0.7222222222222222,0.06521739130434782,0.6666666666666666,0.2391304347826087,0.2727272727272727,0.6153846153846154,0.3333333333333333,0.5035578125,0.49938636363636363,0.5078227272727273,0.15172413793103448,0.18333333333333332,0.05732484076433121,0.39490445859872614,7.291428571428573,26.59599999999999,0.3182897862232779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
101183,1610612755,Shavlik Randolph,Shavlik Randolph,101183,PHI,5668.0,94,184,183,80,94,29,367,7.0,18.0,2.0,5.0,3.0,7.0,2.0,5.0,,,,,,,,,,,,9.0,23.0,,,6.0,24.0,197,2.0,6.0,,4.0,8.0,3.0,8.0,,,3.0,9.0,16.0,2.0,,2.0,,,,6.0,3.0,,3.0,,,1.0,1.0,1.0,6.0,8.0,3.0,16,23,11.0,34,,1.0,1.0,,2.0,,1.0,2.0,1.0,,4.0,1.0,1.0,11.0,14,1.0,13.0,1.0,4.0,11.0,1.0,6.0,,7.0,5.0,7.0,3.0,9.0,80,2.0,,0.8888888888888888,1.0,,,,,0.391304347826087,0.3333333333333333,0.375,0.391304347826087,0.3333333333333333,0.375,0.42857142857142855,0.5,0.45,,0.2608695652173913,0.3333333333333333,,14.678899082568806,0.5,0.2222222222222222,0.09090909090909091,0.1875,0.2159090909090909,0.09,0.14285714285714285,0.045454545454545456,0.07894736842105263,0.21428571428571427,0.30434782608695654,0.14285714285714285,0.16666666666666666,0.25,,0.42857142857142855,0.782608695652174,0.3888888888888889,0.5833333333333334,0.8571428571428571,0.21739130434782608,0.4,0.4,1.0,,,,,,,,,,,,,0.8333333333333334,0.4,,0.875,0.42857142857142855,,,,,0.782608695652174,,0.5347826086956522,0.5355166666666666,0.5613250000000001,0.21428571428571427,0.21428571428571427,0.3333333333333333,0.375,2.1956521739130435,,0.43478260869565216,-20.0,1.0,2.0,4.0,2.0,1.0,2.0,0.6666666666666666,0.2857142857142857,0.08333333333333333,0.14285714285714285,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
200760,1610612755,Rodney Carney,Rodney Carney,200760,PHI,29717.0,495,968,960,326,301,103,1928,40.0,55.0,9.0,12.0,11.0,17.0,15.0,34.0,14.0,42.0,9.0,15.0,5.0,8.0,3.0,15.0,,,5.0,69.0,131.0,12.0,30.0,25.0,199.0,1042,12.0,21.0,,2.0,26.0,22.0,43.0,5.0,13.0,11.0,70.0,84.0,54.0,36.0,16.0,1.0,14.0,3.0,7.0,7.0,3.0,10.0,2.0,1.0,6.0,,1.0,23.0,12.0,8.0,30,39,16.0,55,5.0,12.0,6.0,6.0,7.0,,3.0,8.0,4.0,2.0,15.0,1.0,5.0,37.0,66,2.0,26.0,2.0,1.0,37.0,5.0,18.0,3.0,8.0,4.0,8.0,2.0,70.0,326,4.0,2.0,0.6086956521739131,0.6885245901639344,1.0,0.4,0.38461538461538464,0.41379310344827586,0.5267175572519084,0.5714285714285714,0.5116279069767442,0.5403726708074534,0.5714285714285714,0.5267857142857143,0.5621468926553672,0.5909090909090909,0.5555555555555556,0.18633540372670807,0.05343511450381679,0.09090909090909091,0.058823529411764705,17.71799628942486,0.4666666666666667,0.09345794392523364,0.03592814371257485,0.06451612903225806,0.0853932584269663,0.0387409200968523,0.03333333333333333,0.058823529411764705,0.025157232704402517,0.10655737704918032,0.08433734939759036,0.08620689655172414,0.05434782608695652,0.09375,0.07142857142857142,0.25,0.3416149068322981,0.7272727272727273,0.8,0.575,0.2111801242236025,0.4411764705882353,0.46875,0.6666666666666666,0.2608695652173913,0.3333333333333333,0.3333333333333333,0.6428571428571429,0.09316770186335403,0.6,0.6,1.0,0.09316770186335403,0.2,0.2,1.0,0.5714285714285714,0.75,,0.30357142857142855,0.6470588235294118,0.14285714285714285,0.625,0.08928571428571429,,0.5279503105590062,0.21428571428571427,0.4880959119496856,0.49689444444444436,0.5062333333333333,0.10344827586206896,0.125,0.1306532663316583,0.35175879396984927,8.177862595419848,25.983333333333334,0.3367768595041322,-43.0,4.0,,1.0,2.0,,1.0,0.030303030303030304,,0.05063291139240506,0.03636363636363636,,2.0,2.0,0.08333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
2594,1610612755,Kyle Korver,Kyle Korver,2594,PHI,137291.0,2288,4374,4342,1504,1392,528,8716,54.0,85.0,6.0,10.0,16.0,24.0,28.0,84.0,158.0,369.0,28.0,62.0,11.0,23.0,104.0,245.0,32.0,36.0,79.0,240.0,538.0,132.0,307.0,191.0,1067.0,4685,23.0,47.0,39.0,18.0,115.0,60.0,141.0,47.0,102.0,100.0,361.0,378.0,102.0,369.0,6.0,2.0,243.0,104.0,27.0,92.0,13.0,105.0,9.0,4.0,48.0,18.0,26.0,223.0,24.0,70.0,151,229,30.0,259,6.0,57.0,35.0,22.0,59.0,13.0,31.0,58.0,28.0,11.0,117.0,5.0,31.0,92.0,188,22.0,156.0,8.0,21.0,209.0,9.0,48.0,38.0,18.0,9.0,20.0,12.0,361.0,1504,25.0,36.0,0.7875,0.7974683544303798,0.9318181818181818,0.42996742671009774,0.46078431372549017,0.43278688524590164,0.44609665427509293,0.48936170212765956,0.425531914893617,0.5183431952662721,0.563953488372093,0.5370370370370371,0.5593952483801296,0.5967741935483871,0.6044520547945206,0.3633136094674556,0.05018587360594796,0.15294117647058825,0.07142857142857142,21.01551480959097,0.5042735042735043,0.10435383552176918,0.01485148514851485,0.13513513513513514,0.11246819338422392,0.014848950332821301,0.016877637130801686,0.01909307875894988,0.011065006915629323,0.0859375,0.11859838274932614,0.11170212765957446,0.1388888888888889,0.12295081967213115,0.013761467889908258,0.6,0.10059171597633136,0.6352941176470588,0.75,0.9074074074074074,0.09940828402366864,0.3333333333333333,0.358974358974359,0.35714285714285715,0.4366863905325444,0.4281842818428184,0.4376731301939058,0.8227848101265823,0.07337278106508875,0.45161290322580644,0.45901639344262296,0.9642857142857143,0.28994082840236685,0.42448979591836733,0.4297520661157025,0.9230769230769231,0.11627906976744186,0.6,0.37209302325581395,0.09876543209876543,0.6666666666666666,0.09465020576131687,0.4782608695652174,0.32510288065843623,0.45569620253164556,0.463905325443787,0.4279835390946502,0.4628851720047449,0.48406907894736856,0.4569338174273858,0.05855855855855856,0.0831889081455806,0.1077788191190253,0.338331771321462,14.211152416356876,25.42638436482085,0.34385002286236854,-177.0,5.0,1.0,8.0,3.0,1.0,3.0,0.05228758169934641,0.006535947712418301,0.01483679525222552,0.014814814814814815,0.8333333333333334,4.0,6.0,0.014925373134328358,2.0,7.0,15.0,17.0,27.0,4.0,2.0,10.0,34.0,4.0,2.0,2.0,2.0,0.4358974358974359,0.013029315960912053,0.02168021680216802,0.016129032258064516,0.012244897959183673,0.08139534883720931,0.2857142857142857,0.5,0.46875,0.8666666666666667,0.012861736334405145,,,,,True
2738,1610612755,Andre Iguodala,Andre Iguodala,2738,PHI,102560.0,1709,3261,3234,1229,1070,393,6495,141.0,225.0,22.0,33.0,52.0,81.0,14.0,56.0,74.0,201.0,8.0,23.0,2.0,11.0,19.0,74.0,5.0,5.0,34.0,229.0,482.0,27.0,97.0,302.0,841.0,3543,28.0,46.0,9.0,20.0,91.0,82.0,177.0,7.0,45.0,128.0,313.0,204.0,254.0,69.0,30.0,4.0,70.0,19.0,17.0,194.0,48.0,242.0,30.0,18.0,120.0,28.0,46.0,532.0,42.0,55.0,134,213,54.0,267,11.0,82.0,47.0,35.0,71.0,24.0,44.0,75.0,27.0,10.0,146.0,11.0,46.0,71.0,127,17.0,255.0,7.0,16.0,372.0,22.0,143.0,52.0,13.0,8.0,18.0,11.0,313.0,1229,21.0,46.0,0.44541484716157204,0.4766355140186916,0.8518518518518519,0.27835051546391754,0.15555555555555556,0.2903225806451613,0.475103734439834,0.6086956521739131,0.4632768361581921,0.46545768566493956,0.6454545454545455,0.4166666666666667,0.557845744680851,0.6893939393939394,0.520066889632107,0.16753022452504318,0.035269709543568464,0.04888888888888889,0.08928571428571429,24.208817960508522,0.4863013698630137,0.1252336448598131,0.03550295857988166,0.14175257731958762,0.12962962962962962,0.03626220362622036,0.07407407407407407,0.02027027027027027,0.015717092337917484,0.0938337801608579,0.10583941605839416,0.16548463356973994,0.14098360655737704,0.14457831325301204,0.03832752613240418,0.6111111111111112,0.38860103626943004,0.6266666666666667,0.6588785046728972,0.5531914893617021,0.09671848013816926,0.25,0.27450980392156865,0.5,0.3471502590673575,0.3681592039800995,0.37,0.22972972972972974,0.039723661485319514,0.34782608695652173,0.34782608695652173,0.875,0.12780656303972365,0.25675675675675674,0.25675675675675674,0.8421052631578947,0.6,0.6666666666666666,0.09090909090909091,0.36486486486486486,0.6419753086419753,0.04954954954954955,0.18181818181818182,0.15315315315315314,0.14705882352941177,0.5561312607944733,0.2714285714285714,0.48461628919860633,0.507833,0.466109862385321,0.20714285714285716,0.23714759535655058,0.10820451843043995,0.37217598097502974,8.757883817427384,26.05773195876289,0.3768782582030052,-117.0,10.0,2.0,24.0,2.0,,5.0,0.2222222222222222,0.01834862385321101,0.0398406374501992,0.03431372549019608,0.18181818181818182,11.0,3.0,0.06382978723404255,3.0,4.0,2.0,5.0,12.0,,1.0,3.0,2.0,2.0,5.0,4.0,1.0,0.5555555555555556,,0.004975124378109453,,,0.07272727272727272,0.75,1.0,0.4,0.5,0.020618556701030927,2.0,1.0,,,True
200848,1610612755,Steven Smith,Steven Smith,200848,PHI,1035.0,17,33,36,22,14,6,69,,2.0,,,,1.0,1.0,2.0,1.0,3.0,,,,,,,,,,2.0,7.0,,,1.0,5.0,29,2.0,2.0,,,4.0,1.0,4.0,,,,2.0,2.0,2.0,,,,,,1.0,,,,,,,,,,1.0,1.0,2,4,1.0,5,1.0,1.0,1.0,,1.0,,,,1.0,,1.0,,1.0,,1,,2.0,,1.0,2.0,,1.0,,,,,,2.0,22,,,0.5,0.5,,,,,0.2857142857142857,1.0,0.25,0.2857142857142857,1.0,0.25,0.3125,1.0,0.25,,0.14285714285714285,0.5,,22.5,1.0,0.2857142857142857,0.08333333333333333,0.14285714285714285,0.21428571428571427,0.0625,,0.5,,0.2,0.5,,0.14285714285714285,,0.25,,0.2857142857142857,,,,0.2857142857142857,0.5,0.5,,0.42857142857142855,0.3333333333333333,0.3333333333333333,1.0,,,,,,,,,,,,0.25,,,,,,0.2857142857142857,,0.4115000000000001,0.41775,0.38282499999999997,0.125,0.125,0.8,0.4,10.157142857142857,,0.6666666666666666,-3.0,,,1.0,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
2584,1610612755,Willie Green,Willie Green,2584,PHI,57679.0,961,1849,1835,535,561,223,3684,61.0,127.0,8.0,17.0,15.0,27.0,30.0,91.0,60.0,160.0,4.0,10.0,1.0,1.0,15.0,62.0,4.0,4.0,27.0,151.0,378.0,19.0,72.0,43.0,402.0,2026,15.0,34.0,6.0,4.0,40.0,42.0,97.0,5.0,28.0,15.0,114.0,88.0,214.0,48.0,10.0,3.0,59.0,15.0,17.0,39.0,15.0,54.0,10.0,5.0,20.0,3.0,16.0,123.0,21.0,14.0,40,58,26.0,84,10.0,39.0,19.0,20.0,25.0,5.0,16.0,31.0,9.0,7.0,56.0,2.0,16.0,42.0,88,9.0,67.0,3.0,9.0,68.0,4.0,31.0,5.0,,,,,114.0,535,14.0,4.0,0.2913907284768212,0.3013698630136986,0.8421052631578947,0.2638888888888889,0.17857142857142858,0.2753623188405797,0.3994708994708995,0.4411764705882353,0.4329896907216495,0.3988888888888889,0.45,0.396,0.4170124481327801,0.47619047619047616,0.41605839416058393,0.16,0.04497354497354497,0.09448818897637795,0.054945054945054944,25.4985754985755,0.44642857142857145,0.06546644844517185,0.029411764705882353,0.06965174129353234,0.0665024630541872,0.029748283752860413,0.045871559633027525,0.02702702702702703,0.01929260450160772,0.045662100456621,0.05194805194805195,0.09243697478991597,0.07947019867549669,0.04,0.040160642570281124,,0.2822222222222222,0.48031496062992124,0.5304347826086957,0.2786885245901639,0.20222222222222222,0.32967032967032966,0.3488372093023256,0.26666666666666666,0.35555555555555557,0.375,0.375,0.31666666666666665,0.022222222222222223,0.4,0.4,1.0,0.13777777777777778,0.24193548387096775,0.24193548387096775,0.8,0.425,0.47058823529411764,0.1,0.216,0.5555555555555556,0.008,1.0,0.216,0.14814814814814814,0.44222222222222224,0.2542372881355932,0.461556404494382,0.4549363636363636,0.43428833333333344,0.0649895178197065,0.07654320987654321,0.09950248756218906,0.2835820895522388,9.954497354497352,26.697222222222216,0.2893455922120065,-196.0,5.0,,4.0,,,,0.06349206349206349,,0.03125,0.030303030303030304,0.25,5.0,,0.03571428571428571,1.0,2.0,1.0,2.0,9.0,,1.0,1.0,,,,,,0.3333333333333333,,,,,0.05,0.5,1.0,0.25,,,,,,,True
673,1610612755,Alan Henderson,Alan Henderson,673,PHI,15951.0,266,498,499,196,191,71,997,25.0,35.0,11.0,14.0,7.0,9.0,4.0,9.0,,,,,,,,,,,,29.0,44.0,,,21.0,79.0,535,12.0,17.0,,9.0,33.0,9.0,14.0,,,7.0,25.0,30.0,28.0,,22.0,,,,5.0,6.0,1.0,7.0,1.0,,2.0,,4.0,15.0,28.0,5.0,26,40,34.0,74,1.0,6.0,4.0,2.0,1.0,1.0,,7.0,1.0,2.0,8.0,,4.0,26.0,47,4.0,33.0,4.0,6.0,29.0,7.0,17.0,1.0,6.0,5.0,6.0,4.0,25.0,196,7.0,1.0,0.5172413793103449,0.8333333333333334,,,,,0.6590909090909091,0.7058823529411765,0.6428571428571429,0.6590909090909091,0.7058823529411765,0.6428571428571429,0.7181818181818181,0.7857142857142857,0.6944444444444444,,0.11363636363636363,0.14285714285714285,,10.9375,0.125,0.15950920245398773,0.14,0.09090909090909091,0.14220183486238533,0.13580246913580246,0.10526315789473684,0.2,0.12903225806451613,0.13953488372093023,0.1836734693877551,0.15492957746478872,0.09090909090909091,0.09090909090909091,0.1,0.6666666666666666,0.7954545454545454,0.7142857142857143,0.8333333333333334,0.56,0.20454545454545456,0.4444444444444444,0.4444444444444444,0.25,,,,,,,,,,,,,0.8235294117647058,0.7857142857142857,,0.6428571428571429,0.7777777777777778,,,,,0.7954545454545454,,0.5576136363636364,0.5770066666666668,0.5635071428571429,0.3148148148148148,0.3148148148148148,0.4177215189873418,0.31645569620253167,1.6545454545454548,,0.39357429718875503,-21.0,5.0,1.0,9.0,1.0,,,0.32142857142857145,0.05263157894736842,0.11627906976744186,0.12121212121212122,,,,0.1,,,,,,,1.0,4.0,,,,,,,,,,,,,,,,,,,,,True
1563,1610612755,Kevin Ollie,Kevin Ollie,1563,PHI,30943.0,516,946,950,274,297,100,1896,11.0,24.0,1.0,4.0,3.0,6.0,7.0,19.0,20.0,49.0,,,,,,2.0,,,1.0,38.0,92.0,,2.0,17.0,93.0,1079,3.0,8.0,,,6.0,8.0,27.0,,1.0,6.0,22.0,46.0,30.0,,,,2.0,,8.0,61.0,12.0,73.0,7.0,5.0,19.0,7.0,35.0,158.0,2.0,8.0,25,33,2.0,35,,13.0,9.0,4.0,13.0,5.0,9.0,16.0,4.0,2.0,29.0,3.0,13.0,15.0,51,6.0,31.0,1.0,8.0,21.0,3.0,9.0,3.0,1.0,1.0,1.0,1.0,22.0,274,10.0,3.0,0.6052631578947368,0.6052631578947368,,,,,0.41304347826086957,0.375,0.2962962962962963,0.40425531914893614,0.375,0.2857142857142857,0.45145631067961167,0.375,0.34375,0.02127659574468085,0.08695652173913043,0.20833333333333334,0.05263157894736842,12.417685794920036,0.4482758620689655,0.08143322475570032,0.00546448087431694,0.07142857142857142,0.07875894988066826,0.004618937644341801,0.009708737864077669,,0.005494505494505495,0.09734513274336283,0.06756756756756757,0.075,0.075,0.0625,,1.0,0.2553191489361702,0.4583333333333333,0.5789473684210527,0.45454545454545453,0.20212765957446807,0.3684210526315789,0.3888888888888889,0.2857142857142857,0.5212765957446809,0.40816326530612246,0.425531914893617,0.8,,,,,0.02127659574468085,,,,0.5,0.25,,0.21428571428571427,0.5,,,0.03571428571428571,,0.2765957446808511,,0.4356835106382978,0.48192500000000005,0.41822142857142863,0.09,0.09183673469387756,0.06451612903225806,0.23655913978494625,11.351086956521739,29.4,0.28964059196617337,-182.0,,,,,,,,,,,1.0,2.0,,,,,,,,1.0,1.0,2.0,,,,,,,0.5,0.04081632653061224,,0.5,,,,,,,,,1.0,,True
185,1610612755,Chris Webber,Chris Webber,185,PHI,13312.0,222,435,417,150,130,49,852,12.0,29.0,5.0,13.0,3.0,11.0,10.0,33.0,6.0,28.0,,,,,1.0,3.0,1.0,,1.0,28.0,90.0,1.0,3.0,10.0,69.0,448,5.0,15.0,1.0,3.0,13.0,7.0,32.0,,1.0,6.0,20.0,42.0,14.0,3.0,8.0,,3.0,1.0,5.0,22.0,4.0,26.0,2.0,2.0,16.0,1.0,5.0,56.0,14.0,10.0,31,43,16.0,59,3.0,3.0,2.0,1.0,7.0,2.0,5.0,7.0,2.0,3.0,14.0,,2.0,5.0,14,1.0,11.0,,2.0,12.0,2.0,6.0,1.0,8.0,8.0,8.0,5.0,20.0,150,3.0,,0.75,0.875,1.0,0.3333333333333333,,0.3333333333333333,0.3111111111111111,0.3333333333333333,0.21875,0.3172043010752688,0.3125,0.21212121212121213,0.3520408163265306,0.38235294117647056,0.2777777777777778,0.03225806451612903,0.05555555555555555,0.1724137931034483,,22.857142857142854,0.5,0.23134328358208955,0.08641975308641975,0.20408163265306123,0.22404371584699453,0.0851063829787234,0.18604651162790697,0.057692307692307696,0.04477611940298507,0.13636363636363635,0.2857142857142857,0.27419354838709675,0.2,0.2222222222222222,0.05172413793103448,0.625,0.3118279569892473,0.41379310344827586,0.5,0.6666666666666666,0.3548387096774194,0.30303030303030304,0.30303030303030304,0.8,0.3010752688172043,0.21428571428571427,0.21428571428571427,0.8333333333333334,,,,,0.03225806451612903,0.3333333333333333,0.3333333333333333,1.0,0.8125,0.38461538461538464,0.0625,0.3333333333333333,0.2727272727272727,,,0.030303030303030304,,0.34408602150537637,0.3333333333333333,0.4466666666666666,0.5719233333333332,0.4424560606060606,0.061855670103092786,0.06382978723404255,0.18840579710144928,0.2898550724637681,8.786666666666665,26.5,0.3448275862068966,13.0,2.0,,2.0,,1.0,1.0,0.13333333333333333,,0.07692307692307693,0.08333333333333333,0.2,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,True
