EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,ShortMidRangeFGA,FG2A,FtPoints,Points,OpponentPoints,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,DefTwoPtRebounds,DefRebounds,Rebounds,ShootingFouls,Fouls,FoulsDrawn,FTA,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,TsPct,PenaltyTsPct,FG2APctBlocked,ShortMidRangePctBlocked,Usage,DefTwoPtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,ShortMidRangeFrequency,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG3M,FG3A,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG3M,PenaltyFG3A,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg3aBlocked,ThreePtAssists,Arc3Assists,Corner3Assists,ShortMidRangeAssists,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,FTDefRebounds,OffRebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,Loose Ball Fouls,Offensive Fouls,Loose Ball Fouls Drawn,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,FG3APct,FG3APctBlocked,AtRimPctBlocked,Arc3PctBlocked,LiveBallTurnoverPct,DefFTReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg3ptShotDistance,SecondChanceCorner3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,PtsUnassisted3s,Offensive Fouls Drawn,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,BlockedLongMidRange,SecondChanceFg3Pct,LongMidRangePctBlocked,SecondChanceAtRimPctAssisted,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawnPct,FTOffRebounds,OffFTReboundPct,HeaveAttempts,BlockedShortMidRange,DefensiveGoaltends,OffensiveGoaltends,Corner3PctBlocked,3SecondViolations,3pt And 1 Free Throw Trips,on,Blocked3s,BlockedCorner3,BlockedArc3,Clear Path Fouls
101125,1610612743,Julius Hodge,Julius Hodge,101125,DEN,706.0,12,2,24,24,13,6,3,48,2.0,2,2.0,2.0,28,1.0,2.0,2.0,1.0,3.0,3.0,2.0,1.0,6.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,13,1.0,0.3333333333333333,0.5,0.5,0.5,10.714285714285714,0.25,0.1538461538461538,0.4,1.0,0.38965,0.401,1.0,8.7,0.5416666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
101132,1610612743,Linas Kleiza,Linas Kleiza,101132,DEN,21330.0,356,12,748,740,217,205,109,1488,13.0,62,25.0,103.0,748,18.0,10.0,36.0,8.0,10.0,14.0,7.0,2.0,32.0,31.0,42.0,65.0,12.0,45.0,22.0,36.0,1.0,36.0,217,1.0,0.4639639639639639,0.4864864864864865,0.1290322580645161,0.1538461538461538,15.628539071347678,0.1313559322033898,0.1203703703703703,0.09375,0.1382978723404255,0.5226824468085105,0.5379448275862069,0.3495145631067961,6.706451612903226,0.2901069518716577,18.0,33.0,6.0,13.0,5.0,10.0,5.0,4.0,16.0,4.0,11.0,1.0,3.0,7.0,4.0,21.0,1.0,4.0,27.0,8.0,32.0,7.0,15.0,1.0,2.0,16.0,7.0,4.0,11.0,32.0,22.0,24.0,8.0,21.0,4.0,1.0,4.0,3.0,1.0,1.0,7.0,16.0,8.0,3.0,23.0,2.0,11.0,7.0,4.0,12.0,1.0,6.0,15.0,2.0,6.0,1.0,4.0,27.0,1.0,9.0,7.0,7.0,2.0,2.0,18.0,2.0,2.0,2.0,1.0,4.0,7.0,0.5925925925925926,0.6956521739130435,1.0,0.25,0.3636363636363636,0.25,0.4354838709677419,0.4666666666666667,0.3888888888888889,0.4148936170212766,0.4375,0.4482758620689655,0.4444444444444444,0.3404255319148936,0.03125,0.1818181818181818,0.0476190476190476,0.4444444444444444,0.09375,0.0579710144927536,0.0909090909090909,0.0686274509803921,0.0608465608465608,0.0471698113207547,0.0547945205479452,0.0721649484536082,0.0833333333333333,0.0333333333333333,0.21875,0.1052631578947368,0.074074074074074,0.1176470588235294,0.0408163265306122,0.5,0.351063829787234,0.5454545454545454,0.6666666666666666,0.5555555555555556,0.3846153846153846,0.4545454545454545,0.4,0.1702127659574468,0.25,0.25,1.0,0.1170212765957446,0.3636363636363636,0.3636363636363636,1.0,0.2234042553191489,0.1904761904761904,0.2,1.0,0.8125,0.4615384615384615,0.0625,0.3448275862068966,0.5,0.2413793103448276,0.4285714285714285,0.1379310344827586,0.25,0.6914893617021277,0.1904761904761904,0.5535615384615384,0.1636363636363636,0.2307692307692307,0.1553398058252427,24.825000000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
1863,1610612743,Earl Boykins,Earl Boykins,1863,DEN,52626.0,877,13,1806,1796,643,570,254,3602,76.0,268,119.0,472.0,1879,67.0,66.0,165.0,16.0,94.0,132.0,37.0,40.0,302.0,25.0,40.0,63.0,12.0,31.0,86.0,131.0,29.0,165.0,643,28.0,0.5321100917431193,0.6082089552238806,0.0597014925373134,0.0394736842105263,23.06963524396021,0.0410509031198686,0.0450121654501216,0.0489795918367346,0.201058201058201,0.4843261904761904,0.465791919191919,0.3495762711864407,10.793656716417908,0.3560354374307862,41.0,68.0,2.0,3.0,10.0,18.0,27.0,47.0,124.0,7.0,24.0,3.0,6.0,12.0,34.0,86.0,11.0,20.0,115.0,41.0,110.0,8.0,24.0,13.0,4.0,35.0,24.0,17.0,32.0,58.0,172.0,96.0,,86.0,34.0,,38.0,34.0,4.0,17.0,10.0,13.0,12.0,3.0,23.0,6.0,25.0,11.0,14.0,31.0,3.0,15.0,21.0,4.0,16.0,1.0,6.0,52.0,12.0,15.0,,1.0,1.0,6.0,34.0,2.0,,2.0,,,5.0,0.2521739130434782,0.2521739130434782,0.7804878048780488,0.3727272727272727,0.53125,0.3727272727272727,0.4291044776119403,0.3333333333333333,0.3582089552238806,0.4669312169312169,0.4189189189189189,0.5,0.4375,0.291005291005291,,0.088235294117647,,0.5961538461538461,0.046875,0.0211382113821138,0.056338028169014,0.04,0.0265895953757225,0.0129870129870129,0.0272108843537414,0.0253164556962025,0.05,0.0142857142857142,0.0434782608695652,0.0277777777777777,0.0444444444444444,0.0769230769230769,0.0295566502463054,,0.1798941798941798,0.6029411764705882,0.6612903225806451,0.3170731707317073,0.3552631578947368,0.3698630136986301,0.074074074074074,0.328042328042328,0.3790322580645161,0.4017094017094017,0.2978723404255319,0.0634920634920634,0.2916666666666667,0.2916666666666667,1.0,0.2275132275132275,0.3953488372093023,0.3953488372093023,0.7352941176470589,0.081081081081081,0.6666666666666666,0.081081081081081,0.1818181818181818,0.5555555555555556,0.1212121212121212,0.5,0.202020202020202,0.55,0.4708994708994709,0.3953488372093023,0.4661446428571428,0.085995085995086,0.1148648648648648,0.0741525423728813,24.89545454545454,1.0,4.0,10.0,5.0,27.0,4.0,8.0,1.0,2.0,0.3846153846153846,0.0564516129032258,0.5,0.3333333333333333,1.0,0.2702702702702703,0.4,0.75,0.009009009009009,,,,,,,,,,True,,,,
200821,1610612743,Yakhouba Diawara,Yakhouba Diawara,200821,DEN,27376.0,456,53,932,927,311,266,140,1859,7.0,49,16.0,126.0,944,18.0,8.0,48.0,8.0,9.0,17.0,7.0,2.0,42.0,31.0,45.0,54.0,30.0,59.0,21.0,22.0,2.0,48.0,311,2.0,0.4436619718309859,0.4363636363636363,0.1632653061224489,,14.025500910746812,0.0962732919254658,0.0983981693363844,0.1126760563380281,0.0526315789473684,0.54833007518797,0.5341817307692308,0.3809523809523809,2.96938775510204,0.3336909871244635,15.0,37.0,2.0,4.0,6.0,12.0,3.0,1.0,5.0,9.0,30.0,,5.0,14.0,15.0,54.0,3.0,20.0,19.0,24.0,84.0,2.0,6.0,6.0,1.0,11.0,8.0,8.0,34.0,26.0,12.0,72.0,2.0,54.0,15.0,,8.0,8.0,,,5.0,3.0,12.0,2.0,9.0,,9.0,7.0,2.0,6.0,1.0,3.0,6.0,,3.0,2.0,,12.0,1.0,2.0,7.0,2.0,2.0,4.0,11.0,3.0,3.0,3.0,3.0,1.0,11.0,0.6842105263157895,0.7222222222222222,1.0,0.2857142857142857,0.2352941176470588,0.2857142857142857,0.3877551020408163,0.3333333333333333,0.4444444444444444,0.4135338345864661,0.4166666666666667,0.3846153846153846,0.4230769230769231,0.631578947368421,,0.2162162162162162,,0.5,0.0526315789473684,0.0100334448160535,0.1043478260869565,0.0340136054421768,0.0179372197309417,0.0082644628099173,0.0149253731343283,0.009009009009009,0.0380952380952381,0.0238095238095238,0.0769230769230769,0.0898876404494382,0.1216216216216216,0.073170731707317,,1.0,0.2781954887218045,0.4054054054054054,0.5172413793103449,0.7333333333333333,0.4285714285714285,0.4285714285714285,0.3333333333333333,0.037593984962406,0.2,0.2,1.0,0.225563909774436,0.3,0.3,1.0,0.4060150375939849,0.2777777777777778,0.2777777777777778,1.0,0.3333333333333333,0.5,,0.2307692307692307,0.5,0.2692307692307692,0.3571428571428571,0.3846153846153846,0.15,0.9097744360902256,0.2777777777777778,0.45796875,0.0785714285714285,0.1964285714285714,0.0873015873015873,24.803571428571427,,2.0,6.0,2.0,,2.0,,,,0.3333333333333333,,0.5,,,0.5,0.3333333333333333,1.0,,1.0,0.027027027027027,,,,,,,,True,,,,
2035,1610612743,DerMarr Johnson,DerMarr Johnson,2035,DEN,7718.0,129,-14,272,273,105,101,36,545,2.0,14,4.0,29.0,276,8.0,2.0,17.0,3.0,2.0,2.0,,2.0,4.0,17.0,20.0,22.0,7.0,10.0,2.0,4.0,1.0,17.0,105,1.0,0.3222222222222222,0.4047619047619047,0.2142857142857142,0.5,16.7192429022082,0.1808510638297872,0.1639344262295081,0.2926829268292683,0.0465116279069767,0.5424249999999999,0.5400105263157894,0.5862068965517241,3.850000000000001,0.3860294117647059,5.0,10.0,1.0,3.0,3.0,6.0,,,2.0,2.0,12.0,,2.0,5.0,3.0,17.0,1.0,7.0,5.0,5.0,29.0,1.0,3.0,4.0,,5.0,3.0,3.0,12.0,2.0,8.0,15.0,,16.0,3.0,,,,,,,2.0,3.0,,2.0,,4.0,4.0,,5.0,,3.0,3.0,1.0,2.0,,1.0,8.0,1.0,4.0,,,1.0,,1.0,3.0,1.0,3.0,2.0,,1.0,0.2,0.2,1.0,0.1724137931034483,0.25,0.1785714285714285,0.3571428571428571,0.3333333333333333,0.375,0.2906976744186046,0.3571428571428571,0.375,0.3571428571428571,0.6744186046511628,,0.2,,0.625,,0.0224719101123595,0.1071428571428571,,0.014388489208633,,,0.0606060606060606,,,0.1071428571428571,0.08,0.0625,0.1666666666666666,,0.6666666666666666,0.2325581395348837,0.5,0.625,0.2,,,,0.0465116279069767,,,,0.2790697674418604,0.1666666666666666,0.1666666666666666,1.0,0.3953488372093023,0.1764705882352941,0.1764705882352941,1.0,0.4285714285714285,0.3333333333333333,,0.3,0.5,0.25,0.4,0.35,0.1428571428571428,0.9069767441860463,0.1875,0.5588166666666666,0.0227272727272727,0.0666666666666666,0.1724137931034483,25.172413793103445,,1.0,4.0,1.0,,,,,,0.25,,,,,0.5714285714285714,0.25,1.0,,,,1.0,2.0,,,,,,True,,,,
948,1610612743,Marcus Camby,Marcus Camby,948,DEN,20840.0,347,-14,723,711,333,274,92,1434,15.0,106,30.0,132.0,791,39.0,15.0,55.0,6.0,24.0,30.0,16.0,5.0,66.0,63.0,90.0,119.0,22.0,35.0,34.0,46.0,5.0,55.0,333,5.0,0.515625,0.55,0.0566037735849056,,17.406962785114047,0.2560975609756097,0.2391304347826087,0.28,0.1401869158878504,0.4959485981308412,0.4786999999999999,0.4166666666666667,8.137735849056602,0.4605809128630705,27.0,52.0,8.0,22.0,9.0,18.0,7.0,17.0,39.0,,1.0,,,1.0,,,,,51.0,,1.0,9.0,25.0,,1.0,19.0,20.0,,1.0,80.0,22.0,,12.0,,,,6.0,5.0,1.0,3.0,7.0,22.0,14.0,13.0,29.0,3.0,8.0,5.0,3.0,8.0,2.0,5.0,9.0,1.0,3.0,,1.0,17.0,3.0,5.0,3.0,3.0,2.0,4.0,20.0,30.0,17.0,30.0,18.0,,2.0,0.7843137254901961,0.8888888888888888,,,,,0.4811320754716981,0.36,0.5128205128205128,0.4766355140186916,0.36,0.5,0.3653846153846153,0.0093457943925233,,0.1153846153846153,,0.4705882352941176,0.5416666666666666,0.0909090909090909,0.1842105263157894,0.0833333333333333,0.0889570552147239,0.1162790697674418,0.1666666666666666,0.037037037037037,0.0727272727272727,0.1034482758620689,0.2,0.2716049382716049,0.22,0.1153846153846153,0.0612244897959183,0.6,0.4859813084112149,0.5192307692307693,0.5869565217391305,0.6666666666666666,0.4666666666666667,0.4666666666666667,0.7142857142857143,0.3644859813084112,0.4358974358974359,0.4358974358974359,1.0,0.0093457943925233,,,,,,,,0.88,0.3636363636363636,,0.45,0.5,0.025,,,,0.4953271028037383,,0.5282,0.1626016260162601,0.1639344262295081,0.1439393939393939,22.7,,,,,,6.0,,,1.0,,,0.375,,,,,,,,,,12.0,1.0,2.0,,,,True,,,,
2059,1610612743,Eduardo Najera,Eduardo Najera,2059,DEN,19833.0,331,-2,681,680,236,215,91,1361,5.0,64,16.0,86.0,722,20.0,7.0,27.0,8.0,12.0,15.0,6.0,6.0,33.0,25.0,34.0,66.0,18.0,39.0,28.0,26.0,6.0,27.0,236,4.0,0.5119047619047619,0.5192307692307693,0.125,0.4,11.802030456852792,0.1157407407407407,0.1033333333333333,0.1071428571428571,0.0694444444444444,0.5489788732394365,0.5529809523809525,0.313953488372093,3.4562499999999994,0.3465491923641703,31.0,50.0,10.0,20.0,9.0,17.0,1.0,3.0,9.0,,1.0,,,,,7.0,,1.0,35.0,,8.0,11.0,22.0,,1.0,23.0,10.0,,1.0,48.0,22.0,,18.0,6.0,,1.0,3.0,2.0,1.0,,10.0,21.0,6.0,3.0,32.0,2.0,13.0,6.0,7.0,8.0,,5.0,3.0,,3.0,,1.0,11.0,1.0,1.0,2.0,2.0,4.0,4.0,10.0,6.0,3.0,6.0,2.0,1.0,9.0,0.6857142857142857,0.9230769230769232,,,,,0.546875,0.5,0.5,0.4861111111111111,0.5,0.4761904761904761,0.4791666666666667,0.1111111111111111,0.125,0.12,0.1428571428571428,0.7272727272727273,0.1363636363636363,0.0921052631578947,0.0714285714285714,0.1075268817204301,0.0965732087227414,0.1098901098901098,0.109090909090909,0.0609756097560975,0.1304347826086956,0.0416666666666666,0.136986301369863,0.1016949152542373,0.0612244897959183,0.0857142857142857,0.0769230769230769,0.3333333333333333,0.6944444444444444,0.62,0.7045454545454546,0.6774193548387096,0.2,0.3333333333333333,,0.125,0.3333333333333333,0.3333333333333333,1.0,0.0138888888888888,,,,0.0972222222222222,,,,0.9090909090909092,0.5,,0.8095238095238095,0.5294117647058824,,,0.0476190476190476,,0.8055555555555556,,0.5225764705882353,0.1282051282051282,0.1428571428571428,0.2674418604651162,27.7625,,,,,,6.0,,,2.0,,,0.1,,,,,,,1.0,0.0416666666666666,1.0,1.0,,,,,,True,,,,
947,1610612743,Allen Iverson,Allen Iverson,947,DEN,19287.0,321,-20,656,660,222,177,98,1316,48.0,134,52.0,200.0,688,43.0,23.0,64.0,7.0,36.0,53.0,23.0,8.0,123.0,10.0,16.0,18.0,7.0,15.0,50.0,62.0,4.0,64.0,222,4.0,0.5376344086021505,0.5161290322580645,0.0522388059701492,0.0416666666666666,27.68434670116429,0.0423728813559322,0.0536912751677852,0.0595238095238095,0.3037974683544304,0.4842550632911394,0.486839,0.32,8.818656716417909,0.3384146341463415,24.0,44.0,,3.0,8.0,17.0,23.0,15.0,42.0,,2.0,1.0,,1.0,8.0,22.0,1.0,6.0,62.0,8.0,24.0,2.0,7.0,5.0,2.0,9.0,19.0,1.0,7.0,24.0,100.0,21.0,,22.0,8.0,3.0,17.0,9.0,8.0,5.0,1.0,1.0,6.0,,2.0,,17.0,16.0,1.0,19.0,2.0,11.0,9.0,1.0,8.0,,1.0,28.0,3.0,15.0,,3.0,,5.0,28.0,2.0,1.0,2.0,2.0,1.0,1.0,0.1935483870967742,0.1935483870967742,0.875,0.3333333333333333,0.1428571428571428,0.3333333333333333,0.4626865671641791,0.2857142857142857,0.4418604651162791,0.4683544303797468,0.2916666666666667,0.41,0.3461538461538461,0.1518987341772152,0.125,0.0909090909090909,0.0454545454545454,0.6785714285714286,,0.0040650406504065,0.0967741935483871,0.0111111111111111,0.0059523809523809,,,0.0121951219512195,0.0172413793103448,,0.025,0.0416666666666666,0.073170731707317,0.1428571428571428,,1.0,0.2784810126582278,0.5454545454545454,0.6,0.0416666666666666,0.4791666666666667,0.5,0.217391304347826,0.2658227848101265,0.3571428571428571,0.3658536585365853,0.4,0.0126582278481012,,,,0.1392405063291139,0.3636363636363636,0.3809523809523809,0.875,0.25,,0.0833333333333333,0.34,0.4705882352941176,0.02,,0.12,0.1666666666666666,0.430379746835443,0.3636363636363636,0.4698,0.1593406593406593,0.1783439490445859,0.045,25.20833333333333,,1.0,4.0,1.0,3.0,6.0,,1.0,1.0,0.2,0.0238095238095238,,,,0.3333333333333333,0.25,1.0,0.04,,,,,,,1.0,,,True,,,,
2403,1610612743,Nene,Nene,2403,DEN,12761.0,213,36,439,443,128,115,54,882,26.0,82,13.0,91.0,409,20.0,4.0,20.0,4.0,6.0,9.0,3.0,2.0,21.0,25.0,47.0,68.0,20.0,31.0,17.0,19.0,2.0,20.0,128,2.0,0.5,0.4166666666666667,0.048780487804878,,22.02380952380952,0.1488095238095238,0.1855203619909502,0.1142857142857142,0.3170731707317073,0.4917414634146341,0.516155,0.2197802197802197,5.163414634146341,0.2915717539863325,22.0,43.0,3.0,9.0,7.0,13.0,12.0,5.0,13.0,,,,,,,,,,39.0,,,7.0,16.0,,,14.0,8.0,,,56.0,22.0,,4.0,,,,3.0,2.0,1.0,1.0,5.0,16.0,16.0,6.0,21.0,2.0,10.0,4.0,6.0,7.0,3.0,3.0,13.0,1.0,4.0,,3.0,20.0,4.0,5.0,3.0,2.0,2.0,1.0,8.0,9.0,7.0,9.0,5.0,1.0,1.0,0.717948717948718,0.7567567567567568,,,,,0.4756097560975609,0.4375,0.4,0.4756097560975609,0.4375,0.4,0.4375,,,0.0697674418604651,,0.35,0.375,0.1025641025641025,0.3018867924528302,0.1020408163265306,0.1024390243902439,0.1311475409836065,0.0714285714285714,0.0943396226415094,0.1428571428571428,,0.1403508771929824,0.2195121951219512,0.2926829268292683,0.3333333333333333,0.0512820512820512,0.5555555555555556,0.524390243902439,0.5116279069767442,0.55,0.7272727272727273,0.4615384615384615,0.4615384615384615,0.5833333333333334,0.1585365853658536,0.3846153846153846,0.4166666666666667,1.0,,,,,,,,,0.5625,0.3333333333333333,,0.65,0.5384615384615384,,,,,0.524390243902439,,0.4545999999999999,0.0898876404494382,0.0898876404494382,0.1538461538461538,,,,,,,3.0,,,,,0.0769230769230769,0.3333333333333333,,,,,,,,,,2.0,,,,3.0,,True,,,,
2501,1610612743,Reggie Evans,Reggie Evans,2501,DEN,27464.0,458,15,915,929,294,234,145,1844,8.0,83,42.0,124.0,946,29.0,21.0,57.0,16.0,15.0,19.0,9.0,4.0,42.0,98.0,125.0,193.0,31.0,64.0,78.0,85.0,12.0,57.0,294,10.0,0.496,0.5816326530612245,0.1927710843373494,0.375,14.981617647058822,0.2899408284023668,0.2585034013605442,0.2406015037593984,0.0963855421686747,0.5670072289156627,0.5669862068965518,0.4596774193548387,1.8530120481927712,0.321311475409836,36.0,69.0,14.0,25.0,16.0,24.0,2.0,3.0,6.0,,,,,,,,,,41.0,,,15.0,30.0,,14.0,44.0,18.0,,,46.0,36.0,,22.0,,,,4.0,2.0,2.0,2.0,8.0,58.0,16.0,11.0,68.0,7.0,22.0,13.0,9.0,17.0,1.0,10.0,23.0,3.0,7.0,1.0,2.0,40.0,8.0,11.0,9.0,4.0,16.0,4.0,34.0,4.0,1.0,4.0,2.0,1.0,7.0,0.5609756097560976,0.7666666666666667,,,,,0.4939759036144578,0.5,0.6206896551724138,0.4939759036144578,0.5,0.6206896551724138,0.4583333333333333,,,0.1884057971014492,,0.425,0.3666666666666666,0.18125,0.1553398058252427,0.0615384615384615,0.1466666666666666,0.256198347107438,0.1625,0.1176470588235294,0.0526315789473684,0.0857142857142857,0.27,0.3714285714285714,0.15,0.1627906976744186,0.2692307692307692,0.5,0.8313253012048193,0.5217391304347826,0.6428571428571429,0.5277777777777778,0.25,0.4,1.0,0.072289156626506,0.5,0.5,0.6666666666666666,,,,,,,,,0.8333333333333334,0.56,,0.8275862068965517,0.6666666666666666,,,,,0.8313253012048193,,0.5535785714285716,0.3008849557522124,0.3008849557522124,0.3548387096774194,,,,,,,10.0,,,,,,0.1428571428571428,,,,,,,2.0,0.0606060606060606,,3.0,1.0,1.0,,10.0,,True,,,,
