EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,LongMidRangeFGM,LongMidRangeFGA,Arc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,NonHeaveArc3FGA,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,DefThreePtRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,DeadBallTurnovers,Travels,Turnovers,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,Usage,DefThreePtReboundPct,DefFGReboundPct,DefCorner3ReboundPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsPutbacks,OffThreePtRebounds,OffTwoPtRebounds,DefTwoPtRebounds,OffRebounds,SelfOReb,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,ShootingFouls,Loose Ball Fouls,Loose Ball Fouls Drawn,Offensive Fouls Drawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,SecondChanceShotQualityAvg,SecondChancePointsPct,PenaltyAtRimFGM,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGM,Fg2aBlocked,FTDefRebounds,LostBallSteals,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,SecondChanceTurnovers,PenaltyTurnovers,Offensive Fouls,2pt And 1 Free Throw Trips,BlockedShortMidRange,RecoveredBlocks,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,DefFTReboundPct,OffCorner3ReboundPct,BlocksRecoveredPct,AtRimPctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,HeaveAttempts,Corner3Assists,Clear Path Fouls,Technical Free Throw Trips,Blocked3s,BlockedCorner3,3SecondViolations,Defensive 3 Seconds Violations,LongMidRangePctBlocked,BlockedLongMidRange,StepOutOfBoundsTurnovers,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,BlockedArc3,ThreePtShootingFoulsDrawnPct,FTOffRebounds,OffensiveGoaltends,OffFTReboundPct,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,DefensiveGoaltends,on,Corner3PctBlocked
101137,1610612746,Daniel Ewing,Daniel Ewing,101137,LAC,2735.0,46,4,87,81,17.0,21.0,10.0,168,3.0,5.0,4.0,3.0,5.0,4.0,5.0,11.0,93,1.0,1.0,1.0,3.0,4.0,2.0,4.0,5.0,1.0,6.0,1.0,1.0,3.0,1.0,13.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,3.0,6.0,3.0,3.0,17.0,0.6666666666666666,0.6666666666666666,0.6,1.0,0.3333333333333333,1.0,0.4583333333333333,0.75,0.4444444444444444,13.26530612244898,0.08333333333333333,0.03125,0.25,0.5555555555555556,0.6,0.6,0.6666666666666666,0.4444444444444444,0.4444444444444444,0.43669444444444444,0.4367,0.25,0.375,0.2727272727272727,17.580000000000002,26.200000000000003,0.19540229885057472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
101189,1610612746,James Singleton,James Singleton,101189,LAC,4935.0,82,19,158,154,46.0,52.0,27.0,312,1.0,7.0,,6.0,20.0,,4.0,16.0,155,1.0,5.0,2.0,4.0,4.0,8.0,,2.0,1.0,3.0,1.0,,2.0,,7.0,5.0,14.0,27.0,3.0,3.0,,,2.0,16.0,6.0,8.0,2.0,4.0,46.0,0.3333333333333333,0.6666666666666666,0.3,0.2,0.3,0.2,0.3333333333333333,0.2857142857142857,,13.829787234042554,0.19230769230769232,0.19444444444444445,0.1,0.35,0.14285714285714285,0.14285714285714285,1.0,,0.5,0.452665,0.35081999999999997,0.09090909090909091,0.09090909090909091,0.25,7.8,,0.2911392405063291,4.0,10.0,3.0,8.0,2.0,1.0,3.0,3.0,9.0,6.0,6.0,2.0,11.0,9.0,13.0,2.0,2.0,1.0,1.0,11.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.1956521739130435,0.16417910447761194,0.16666666666666666,0.16455696202531644,0.3125,0.13043478260869565,0.10714285714285714,0.18181818181818182,0.2,0.16666666666666666,0.21052631578947367,0.25,0.15384615384615385,0.5,0.4,0.4,0.15,0.3333333333333333,0.3333333333333333,1.0,0.8888888888888888,0.375,0.4,0.5088375,0.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
1501,1610612746,Tim Thomas,Tim Thomas,1501,LAC,39557.0,659,81,1269,1245,427.0,375.0,141.0,2514,9.0,38.0,103.0,46.0,107.0,121.0,23.0,253.0,1309,18.0,31.0,7.0,91.0,62.0,30.0,103.0,48.0,,48.0,,17.0,14.0,17.0,96.0,29.0,112.0,132.0,16.0,11.0,21.0,3.0,38.0,84.0,28.0,38.0,20.0,91.0,427.0,0.6739130434782609,0.7560975609756098,0.42990654205607476,0.5806451612903226,0.5043859649122807,0.5915492957746479,0.5163265306122449,0.6066666666666667,0.5307017543859649,19.666435024322446,0.15104166666666666,0.16501650165016502,0.12280701754385964,0.16666666666666666,0.23684210526315788,0.23684210526315788,0.8888888888888888,0.4517543859649123,0.7368421052631579,0.49983237885462545,0.4847964285714286,0.08196721311475409,0.16260162601626016,0.35968379446640314,8.432710280373831,25.523140495867775,0.33648542159180456,29.0,47.0,6.0,14.0,15.0,8.0,22.0,7.0,16.0,27.0,10.0,3.0,17.0,71.0,20.0,5.0,17.0,9.0,8.0,48.0,4.0,2.0,2.0,1.0,13.0,11.0,13.0,5.0,1.0,0.4375,0.42592592592592593,0.46551724137931033,0.4473684210526316,0.17149758454106281,0.03811659192825112,0.022556390977443608,0.03454231433506045,0.0660377358490566,0.007246376811594203,0.04455445544554455,0.018018018018018018,0.1111111111111111,0.24,0.1787709497206704,0.16296296296296298,0.0390625,0.20614035087719298,0.6170212765957447,0.6904761904761905,0.09649122807017543,0.36363636363636365,0.38095238095238093,0.625,0.5185185185185185,0.42857142857142855,0.2112676056338028,0.5274895833333333,0.1067193675889328,12.0,7.0,18.0,1.0,2.0,2.0,4.0,39.0,2.0,9.0,14.0,36.0,46.0,3.0,11.0,4.0,16.0,40.0,132.0,6.0,39.0,6.0,12.0,5.0,4.0,2.0,5.0,11.0,11.0,4.0,2.0,8.0,0.9565217391304348,0.38016528925619836,0.2727272727272727,0.4,0.38016528925619836,0.056074766355140186,0.10638297872340426,0.045454545454545456,0.2608695652173913,0.045454545454545456,0.6153846153846154,0.6206896551724138,0.07894736842105263,0.3888888888888889,0.3888888888888889,0.8571428571428571,0.3786407766990291,0.3786407766990291,0.9743589743589743,0.16666666666666666,0.07407407407407407,0.5,1.0,0.3333333333333333,0.2222222222222222,1.0,0.8,0.056338028169014086,0.5,0.5070422535211268,0.3888888888888889,0.3786407766990291,,,,,,,,,,,,,,,,,,,,,,,True,
208,1610612746,Sam Cassell,Sam Cassell,208,LAC,84455.0,1408,90,2718,2673,816.0,766.0,333.0,5391,114.0,282.0,99.0,229.0,516.0,109.0,160.0,714.0,2783,60.0,134.0,79.0,217.0,120.0,338.0,98.0,233.0,37.0,270.0,33.0,86.0,60.0,87.0,577.0,38.0,140.0,167.0,28.0,17.0,45.0,4.0,101.0,126.0,160.0,182.0,62.0,217.0,816.0,0.26200873362445415,0.2643171806167401,0.4437984496124031,0.44776119402985076,0.4432,0.42073170731707316,0.49856938483547925,0.5217391304347826,0.1744,25.71520411443266,0.11242603550295859,0.10606060606060606,0.13043478260869565,0.4512,0.40425531914893614,0.41155234657039713,0.38596491228070173,0.1584,0.2944,0.4477915865384615,0.4332079754601227,0.09198813056379822,0.10973451327433628,0.30392156862745096,12.960077519379844,25.486238532110097,0.30022075055187636,43.0,75.0,3.0,7.0,20.0,72.0,159.0,17.0,38.0,58.0,4.0,6.0,21.0,95.0,27.0,8.0,56.0,38.0,18.0,42.0,5.0,5.0,24.0,25.0,7.0,4.0,8.0,18.0,25.0,0.4473684210526316,0.4803921568627451,0.5185185185185185,0.5544554455445545,0.1037117903930131,0.019498607242339833,0.028037383177570093,0.020914020139426802,0.020491803278688523,0.014326647564469915,0.022727272727272728,0.022222222222222223,0.0744336569579288,0.08444444444444445,0.1387434554973822,0.10569105691056911,0.023880597014925373,0.12,0.5733333333333334,0.6825396825396826,0.2544,0.4528301886792453,0.4768211920529801,0.125,0.13725490196078433,0.42857142857142855,0.12195121951219512,0.4566071428571429,0.08123249299719888,13.0,3.0,10.0,2.0,3.0,1.0,4.0,29.0,3.0,10.0,5.0,26.0,32.0,5.0,13.0,9.0,6.0,30.0,81.0,15.0,29.0,25.0,7.0,11.0,15.0,4.0,5.0,27.0,18.0,13.0,3.0,5.0,0.84375,0.29357798165137616,0.38461538461538464,0.2,0.2962962962962963,0.04844961240310078,0.16,0.050314465408805034,0.0660377358490566,0.058823529411764705,0.625,0.16279069767441862,0.016,0.3,0.3,1.0,0.29292929292929293,0.29292929292929293,0.8275862068965517,0.3333333333333333,0.058823529411764705,0.6666666666666666,1.0,0.19607843137254902,0.3,0.6666666666666666,0.65,0.024390243902439025,0.25,0.15853658536585366,0.19230769230769232,0.29591836734693877,1.0,4.0,2.0,21.0,1.0,1.0,1.0,4.0,0.01773049645390071,,,,,,,,,,,,,,True,
2733,1610612746,Shaun Livingston,Shaun Livingston,2733,LAC,23057.0,384,28,747,731,264.0,249.0,100.0,1478,9.0,31.0,4.0,36.0,88.0,4.0,20.0,95.0,779,15.0,26.0,10.0,43.0,34.0,38.0,3.0,42.0,9.0,51.0,4.0,18.0,5.0,19.0,111.0,5.0,23.0,37.0,13.0,7.0,10.0,,19.0,29.0,21.0,24.0,10.0,43.0,264.0,0.4722222222222222,0.5151515151515151,0.4090909090909091,0.5769230769230769,0.4076086956521739,0.5689655172413793,0.46116504854368934,0.6323529411764706,0.043478260869565216,14.12037037037037,0.05747126436781609,0.06340057636887608,0.11538461538461539,0.33695652173913043,0.2903225806451613,0.2903225806451613,0.5555555555555556,0.043478260869565216,0.29347826086956524,0.43424120879120875,0.4563607142857143,0.1,0.10416666666666667,0.45263157894736844,9.870454545454546,36.125,0.3534136546184739,11.0,23.0,3.0,5.0,11.0,16.0,34.0,4.0,7.0,9.0,6.0,,14.0,17.0,14.0,4.0,9.0,5.0,4.0,14.0,3.0,1.0,2.0,3.0,9.0,5.0,9.0,6.0,3.0,0.5714285714285714,0.5714285714285714,0.6428571428571429,0.47368421052631576,0.06538461538461539,0.04827586206896552,,0.04046242774566474,0.07142857142857142,0.03125,0.050724637681159424,,0.06329113924050633,0.06349206349206349,0.06779661016949153,0.03278688524590164,0.07692307692307693,0.25,0.4782608695652174,0.5,0.3695652173913043,0.47058823529411764,0.47058823529411764,0.3125,0.7142857142857143,0.6,0.3793103448275862,0.4746166666666667,0.09473684210526316,5.0,,,,,,,1.0,,,1.0,3.0,1.0,,,1.0,1.0,3.0,,3.0,1.0,1.0,1.0,6.0,3.0,,2.0,6.0,4.0,2.0,2.0,4.0,,0.25,,0.3333333333333333,0.3333333333333333,0.011363636363636364,0.043478260869565216,,0.03125,,0.4444444444444444,0.6363636363636364,,,,,0.25,0.25,,0.3333333333333333,,,,,,,0.45454545454545453,,,0.10344827586206896,0.3333333333333333,0.3333333333333333,1.0,5.0,,,,,,,,2.0,,,,,,,,,,,,,True,
1749,1610612746,Cuttino Mobley,Cuttino Mobley,1749,LAC,59165.0,986,32,1917,1879,574.0,516.0,239.0,3796,39.0,107.0,46.0,97.0,228.0,68.0,77.0,343.0,1954,35.0,70.0,36.0,133.0,114.0,80.0,45.0,52.0,7.0,59.0,7.0,17.0,15.0,20.0,125.0,19.0,90.0,112.0,31.0,16.0,29.0,9.0,48.0,58.0,67.0,93.0,31.0,133.0,574.0,0.5876288659793815,0.6333333333333333,0.42543859649122806,0.5,0.44932432432432434,0.5105263157894737,0.5044510385756676,0.5782608695652174,0.22972972972972974,17.563868613138684,0.0871559633027523,0.09334889148191365,0.06,0.3614864864864865,0.3644859813084112,0.37142857142857144,0.717948717948718,0.1554054054054054,0.48986486486486486,0.4798197278911565,0.46101914893617013,0.09907120743034056,0.12156862745098039,0.3877551020408163,10.786842105263158,25.713235294117652,0.2994261867501304,43.0,77.0,8.0,10.0,27.0,15.0,44.0,14.0,21.0,38.0,14.0,1.0,21.0,61.0,22.0,3.0,19.0,6.0,13.0,30.0,5.0,3.0,1.0,14.0,8.0,5.0,9.0,7.0,13.0,0.6666666666666666,0.6538461538461539,0.6551724137931034,0.3958333333333333,0.09546165884194054,0.027379400260756193,0.006622516556291391,0.023965141612200435,0.03977272727272727,0.0199203187250996,0.026470588235294117,0.007936507936507936,0.09251101321585903,0.08441558441558442,0.10465116279069768,0.09523809523809523,0.0189873417721519,0.26013513513513514,0.5584415584415584,0.6515151515151515,0.14864864864864866,0.3409090909090909,0.3488372093023256,0.5333333333333333,0.38461538461538464,0.8,0.28421052631578947,0.47896739130434773,0.11078717201166181,17.0,8.0,22.0,,1.0,4.0,9.0,16.0,2.0,4.0,5.0,16.0,24.0,2.0,5.0,4.0,9.0,25.0,60.0,12.0,16.0,14.0,10.0,15.0,9.0,1.0,7.0,13.0,6.0,4.0,2.0,5.0,0.8333333333333334,0.35294117647058826,0.4,0.36,0.3582089552238806,0.06140350877192982,0.14285714285714285,0.022727272727272728,0.12987012987012986,,0.5555555555555556,0.4883720930232558,0.07432432432432433,0.36363636363636365,0.36363636363636365,0.875,0.34782608695652173,0.34782608695652173,0.8125,0.125,0.038461538461538464,,,0.15384615384615385,0.5,0.5,0.6296296296296297,0.09473684210526316,0.4444444444444444,0.16842105263157894,0.3125,0.35555555555555557,1.0,,,6.0,1.0,,,2.0,0.018691588785046728,1.0,1.0,1.0,1.0,1.0,0.014705882352941176,,,,,,,,True,
1882,1610612746,Elton Brand,Elton Brand,1882,LAC,67511.0,1125,113,2193,2148,728.0,697.0,287.0,4341,45.0,118.0,,238.0,446.0,,129.0,605.0,2221,66.0,128.0,52.0,184.0,302.0,174.0,,53.0,17.0,70.0,17.0,20.0,5.0,28.0,157.0,46.0,182.0,287.0,29.0,15.0,32.0,11.0,62.0,73.0,151.0,175.0,88.0,184.0,728.0,0.634453781512605,0.7294685990338164,0.5336322869955157,0.515625,0.5336322869955157,0.515625,0.583976833976834,0.5714285714285714,,22.876333465033586,0.17424242424242425,0.16733466933867736,0.23943661971830985,0.2645739910313901,0.3813559322033898,0.38461538461538464,0.8,,0.2914798206278027,0.44585000000000014,0.4443468749999999,0.1752988047808765,0.1752988047808765,0.30413223140495865,8.620403587443947,,0.3319653442772458,89.0,130.0,33.0,48.0,38.0,104.0,198.0,50.0,77.0,138.0,62.0,23.0,81.0,121.0,105.0,8.0,30.0,13.0,17.0,34.0,5.0,8.0,6.0,16.0,62.0,38.0,63.0,5.0,15.0,0.6493506493506493,0.6493506493506493,0.7340425531914894,0.4838709677419355,0.164850136239782,0.09257142857142857,0.1270718232044199,0.09848484848484848,0.18274111675126903,0.08243727598566308,0.05513784461152882,0.12751677852348994,0.15444015444015444,0.17277486910994763,0.16901408450704225,0.15025906735751296,0.04419889502762431,0.2914798206278027,0.6846153846153846,0.7542372881355932,0.4439461883408072,0.5252525252525253,0.5531914893617021,0.6346153846153846,0.6233766233766234,0.6875,0.296875,0.5026522388059701,0.228099173553719,28.0,,,,,,,,,,,,,,,38.0,,,,,,23.0,15.0,14.0,2.0,4.0,7.0,16.0,8.0,32.0,18.0,37.0,,,,,,0.0515695067264574,0.09230769230769231,0.050505050505050504,0.1744186046511628,0.125,0.5873015873015873,0.550561797752809,,,,,,,,0.09090909090909091,,,,,,,0.7368421052631579,,,,,,,,,,1.0,,4.0,4.0,0.00847457627118644,6.0,,,,1.0,,1.0,1.0,0.0196078431372549,,,,,True,
1894,1610612746,Corey Maggette,Corey Maggette,1894,LAC,40358.0,673,110,1335,1299,526.0,493.0,145.0,2634,40.0,89.0,17.0,98.0,207.0,18.0,158.0,354.0,1328,30.0,70.0,81.0,141.0,140.0,56.0,16.0,38.0,8.0,46.0,5.0,11.0,11.0,16.0,100.0,29.0,125.0,160.0,13.0,7.0,33.0,5.0,55.0,68.0,126.0,197.0,84.0,141.0,526.0,0.7142857142857143,0.7954545454545454,0.47342995169082125,0.42857142857142855,0.43555555555555553,0.36585365853658536,0.5591054313099042,0.55078125,0.08,24.32074221338635,0.1638418079096045,0.16585365853658537,0.125,0.39555555555555555,0.449438202247191,0.45977011494252873,0.875,0.07555555555555556,0.4533333333333333,0.47574241071428575,0.4666388888888888,0.2847457627118644,0.30324909747292417,0.3983050847457627,9.667149758454105,27.61111111111111,0.3940074906367041,49.0,84.0,12.0,20.0,28.0,9.0,34.0,16.0,30.0,54.0,20.0,6.0,28.0,73.0,35.0,12.0,22.0,10.0,12.0,26.0,6.0,4.0,4.0,18.0,5.0,3.0,5.0,19.0,16.0,0.5333333333333333,0.5333333333333333,0.627906976744186,0.4,0.16666666666666666,0.056910569105691054,0.056074766355140186,0.05676126878130217,0.075,0.07792207792207792,0.03211009174311927,0.05555555555555555,0.125,0.1891891891891892,0.18579234972677597,0.18181818181818182,0.11650485436893204,0.37333333333333335,0.5833333333333334,0.6805555555555556,0.1511111111111111,0.2647058823529412,0.32142857142857145,0.4444444444444444,0.6666666666666666,0.6,0.34146341463414637,0.5115615384615384,0.15254237288135594,19.0,,1.0,,,,1.0,,,,,11.0,,,,22.0,,12.0,,,,20.0,23.0,6.0,7.0,6.0,3.0,27.0,9.0,14.0,2.0,5.0,,,,,,0.0966183574879227,0.14285714285714285,0.17647058823529413,0.46938775510204084,0.058823529411764705,1.0,0.6326530612244898,0.0044444444444444444,,,,,,,,,,,,,,0.6785714285714286,0.012195121951219513,,0.13414634146341464,,,1.0,3.0,,7.0,,,1.0,4.0,0.02247191011235955,,1.0,,,,,1.0,,0.03125,2.0,0.1111111111111111,0.11764705882352941,,True,
2624,1610612746,Quinton Ross,Quinton Ross,2624,LAC,45148.0,752,47,1433,1438,348.0,334.0,177.0,2871,47.0,101.0,3.0,89.0,173.0,3.0,22.0,206.0,1487,21.0,34.0,11.0,59.0,132.0,46.0,3.0,25.0,8.0,33.0,4.0,6.0,9.0,10.0,74.0,16.0,61.0,89.0,39.0,14.0,5.0,1.0,14.0,82.0,35.0,28.0,13.0,59.0,348.0,0.7415730337078652,0.8048780487804879,0.5144508670520231,0.6176470588235294,0.5227272727272727,0.6486486486486487,0.5478723404255319,0.686046511627907,0.017045454545454544,12.287104622871045,0.0903954802259887,0.08309037900874636,0.06666666666666667,0.5738636363636364,0.46534653465346537,0.46534653465346537,0.9148936170212766,0.017045454545454544,0.32954545454545453,0.4499625,0.4369972972972973,0.07027027027027027,0.07142857142857142,0.28640776699029125,11.673410404624274,27.933333333333334,0.24284717376133985,36.0,55.0,7.0,13.0,13.0,6.0,17.0,12.0,23.0,26.0,14.0,5.0,23.0,41.0,28.0,,9.0,7.0,2.0,39.0,1.0,4.0,8.0,3.0,14.0,9.0,14.0,7.0,3.0,0.5217391304347826,0.5217391304347826,0.5416666666666666,0.6428571428571429,0.08055009823182711,0.03898305084745763,0.05102040816326531,0.040697674418604654,0.04225352112676056,0.05084745762711865,0.02952029520295203,0.036585365853658534,0.08602150537634409,0.10084033613445378,0.06372549019607843,0.09848484848484848,,0.3125,0.6545454545454545,0.7346938775510204,0.09659090909090909,0.35294117647058826,0.42857142857142855,0.5,0.5652173913043478,0.5384615384615384,0.35135135135135137,0.46214761904761903,0.1262135922330097,9.0,,,,,,,2.0,,,2.0,3.0,2.0,,,2.0,2.0,3.0,6.0,,2.0,9.0,4.0,25.0,,,,2.0,4.0,4.0,3.0,10.0,1.0,0.6666666666666666,,0.6666666666666666,0.6666666666666666,0.05202312138728324,0.10909090909090909,0.17647058823529413,0.06779661016949153,0.125,0.7142857142857143,0.5555555555555556,,,,,0.6666666666666666,0.6666666666666666,1.0,,,,,,,,0.6923076923076923,,,0.08108108108108109,0.6666666666666666,0.6666666666666666,,4.0,,,,,,1.0,,2.0,,,,,,,,,,,,,True,
1425,1610612746,Aaron Williams,Aaron Williams,1425,LAC,5917.0,99,1,174,176,41.0,51.0,28.0,350,2.0,3.0,,7.0,11.0,,2.0,16.0,171,,1.0,2.0,2.0,10.0,4.0,,2.0,,2.0,,,,2.0,4.0,3.0,12.0,16.0,2.0,1.0,1.0,,2.0,15.0,7.0,2.0,1.0,2.0,41.0,0.7142857142857143,0.8333333333333334,0.6363636363636364,,0.6363636363636364,,0.6666666666666666,0.5,,6.796116504854369,0.17647058823529413,0.13924050632911392,,0.2727272727272727,0.6666666666666666,0.6666666666666666,1.0,,0.2727272727272727,0.44625454545454546,0.3419,0.08333333333333333,0.08333333333333333,0.125,7.818181818181818,,0.23563218390804597,3.0,3.0,1.0,1.0,,2.0,5.0,1.0,1.0,2.0,2.0,,4.0,8.0,4.0,,1.0,,1.0,12.0,,1.0,5.0,,4.0,4.0,4.0,,,1.0,1.0,1.0,0.5,0.12903225806451613,0.05263157894736842,,0.04597701149425287,,0.08333333333333333,0.05405405405405406,,0.2631578947368421,0.1,0.06060606060606061,0.23076923076923078,,0.2727272727272727,1.0,1.0,0.45454545454545453,0.4,0.6666666666666666,1.0,1.0,1.0,,0.5741,0.125,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,1.0,,,,1.0,,,,4.0,,,,,,0.18181818181818182,,0.4,0.1,,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,True,
