EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,FTOffRebounds,Loose Ball Fouls Drawn,Blocked3s,BlockedArc3,BlockedLongMidRange,BlockedShortMidRange,RecoveredBlocks,3SecondViolations,Defensive 3 Seconds Violations,ShortMidRangePctBlocked,OffFTReboundPct,BlocksRecoveredPct,SecondChanceAtRimPctAssisted,SecondChanceCorner3FGA,Clear Path Fouls,Technical Free Throw Trips,SecondChanceCorner3Frequency,OffensiveGoaltends,DefensiveGoaltends,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,3pt And 1 Free Throw Trips,Corner3PctBlocked,on,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,HeaveMakes
101109,1610612766,Raymond Felton,Raymond Felton,101109,CHA,35080.0,585,22,1116,1118,318,457,143.0,2234,33.0,69.0,2.0,8.0,15.0,23.0,3.0,14,20.0,59.0,4.0,7.0,1.0,1.0,18.0,53.0,1.0,3.0,3.0,20.0,56.0,142,22.0,60.0,62.0,240.0,1217,3.0,13.0,1.0,3.0,2.0,11.0,21.0,43.0,4.0,21.0,32.0,86.0,26.0,86.0,63.0,3.0,2.0,2.0,51.0,18.0,6.0,104.0,22.0,126.0,10.0,12.0,36.0,17.0,51.0,274.0,2.0,7.0,12.0,31.0,6.0,49.0,9.0,58.0,1.0,21.0,15.0,6.0,25.0,8.0,20.0,19.0,4.0,5.0,1.0,1.0,44.0,4.0,12.0,15.0,39,2.0,2.0,64.0,2.0,75.0,4.0,25.0,1.0,13.0,2.0,2.0,2.0,86.0,318,7.0,12.0,0.23214285714285715,0.23636363636363636,0.9545454545454546,0.36666666666666664,0.3333333333333333,0.19047619047619047,0.3793103448275862,0.39436619718309857,0.23076923076923078,0.4883720930232558,0.4405940594059406,0.28125,0.421875,0.5063291139240507,0.3055555555555556,0.524390243902439,0.297029702970297,0.04225352112676056,0.07246376811594203,0.01694915254237288,21.850699844479006,0.5681818181818182,0.125,0.07542579075425791,0.017857142857142856,0.10714285714285714,0.02040816326530612,0.08221797323135756,0.018367346938775512,0.016260162601626018,0.009708737864077669,0.024096385542168676,0.013888888888888888,0.038461538461538464,0.0728476821192053,0.05263157894736842,0.09090909090909091,0.1095890410958904,0.10256410256410256,0.008849557522123894,0.3415841584158416,0.4782608695652174,0.515625,0.21212121212121213,0.06930693069306931,0.21428571428571427,0.21428571428571427,0.3333333333333333,0.29207920792079206,0.3389830508474576,0.3448275862068966,0.25,0.034653465346534656,0.5714285714285714,0.5714285714285714,1.0,0.2623762376237624,0.33962264150943394,0.33962264150943394,0.9444444444444444,0.5,0.25,0.1875,0.3333333333333333,1.0,0.359375,0.6521739130434783,0.015625,1.0,0.3125,0.15,0.6386138613861386,0.35294117647058826,0.5004797979797979,0.4947708333333334,0.4868991803278689,0.11607142857142858,0.15337423312883436,0.01639344262295082,0.04583333333333333,0.35833333333333334,8.988732394366197,26.849999999999998,0.2849462365591398,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
101118,1610612766,Sean May,Sean May,101118,CHA,50277.0,838,3,1601,1594,472,646,210.0,3195,74.0,132.0,29.0,51.0,22.0,44.0,24.0,65,64.0,128.0,,,,,2.0,3.0,,,1.0,1.0,162.0,325,2.0,3.0,86.0,416.0,1722,34.0,61.0,,,23.0,91.0,38.0,84.0,1.0,1.0,34.0,113.0,214.0,110.0,6.0,,48.0,,3.0,2.0,20.0,44.0,22.0,66.0,19.0,3.0,18.0,5.0,21.0,154.0,10.0,61.0,20.0,118.0,22.0,160.0,73.0,233.0,11.0,19.0,13.0,6.0,30.0,5.0,18.0,26.0,,12.0,1.0,7.0,56.0,4.0,15.0,55.0,100,9.0,10.0,83.0,4.0,112.0,10.0,53.0,,8.0,23.0,19.0,24.0,113.0,472,13.0,7.0,0.6604938271604939,0.7753623188405797,1.0,0.6666666666666666,,1.0,0.6666666666666666,0.49846153846153846,0.5573770491803278,0.4523809523809524,0.5030487804878049,0.5573770491803278,0.4647058823529412,0.5488126649076517,0.5986842105263158,0.5280373831775701,0.009146341463414634,0.06153846153846154,0.10606060606060606,0.0078125,23.513513513513512,0.5357142857142857,0.3235294117647059,0.20309810671256454,0.10149750415973377,0.12195121951219512,0.07874015748031496,0.18523489932885906,0.09752747252747253,0.15104166666666666,0.10067114093959731,0.06538461538461539,0.06666666666666667,0.10810810810810811,0.16279069767441862,0.21641791044776118,0.23275862068965517,0.1308411214953271,0.10526315789473684,0.07692307692307693,0.4024390243902439,0.5606060606060606,0.6271186440677966,0.527027027027027,0.19817073170731708,0.36923076923076925,0.4,0.4166666666666667,0.3902439024390244,0.5,0.5039370078740157,0.90625,,,,,0.009146341463414634,0.6666666666666666,0.6666666666666666,1.0,0.8360655737704918,0.5686274509803921,,,,0.5176470588235295,0.5,,,0.011764705882352941,1.0,0.4115853658536585,0.6666666666666666,0.4627221036585365,0.5395,0.47905117647058815,0.14285714285714285,0.14402173913043478,,0.21875,0.27163461538461536,8.847692307692306,25.96666666666667,0.2948157401623985,2.0,5.0,1.0,1.0,1.0,3.0,17.0,2.0,2.0,0.07692307692307693,0.04,0.7083333333333334,0.10344827586206896,,,,,,,,,,,,True,,,,
101187,1610612766,Alan Anderson,Alan Anderson,101187,CHA,1350.0,22,-16,44,46,4,13,6.0,90,,,,,,,,1,2.0,4.0,,1.0,,,,2.0,,,,,2.0,5,,3.0,,4.0,51,,,,,,,,,,,,,4.0,,,,,,2.0,,,,,,,,,,,,1.0,,,1.0,,1.0,1.0,2.0,,,,,1.0,,,2.0,,1.0,,,3.0,,,1.0,6,,2.0,1.0,,,,,,,,,,,4,1.0,,1.0,1.0,,,,,,0.4,,,0.25,,,0.25,,,0.375,,,,21.153846153846153,0.3333333333333333,,0.07142857142857142,,,0.2,0.058823529411764705,0.05263157894736842,,,,0.3333333333333333,,,0.25,,,,,,,,,0.125,,,,0.5,0.5,0.5,1.0,0.125,,,,0.25,,,,,,,,,,,,,,,0.375,,0.402225,,,,,,,,16.240000000000002,26.900000000000002,0.09090909090909091,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
200747,1610612766,Adam Morrison,Adam Morrison,200747,CHA,31395.0,523,16,1008,985,322,418,140.0,1993,10.0,24.0,5.0,7.0,3.0,8.0,26.0,61,27.0,79.0,3.0,10.0,1.0,4.0,13.0,35.0,1.0,2.0,4.0,14.0,63.0,164,16.0,45.0,32.0,206.0,1049,7.0,16.0,1.0,4.0,6.0,23.0,19.0,51.0,5.0,18.0,20.0,73.0,62.0,64.0,39.0,9.0,2.0,,35.0,13.0,9.0,31.0,6.0,37.0,4.0,2.0,14.0,5.0,12.0,80.0,2.0,10.0,14.0,23.0,1.0,38.0,12.0,50.0,3.0,8.0,8.0,,10.0,2.0,4.0,17.0,,6.0,3.0,9.0,27.0,4.0,5.0,20.0,42,1.0,3.0,44.0,,48.0,4.0,14.0,,10.0,1.0,1.0,1.0,73.0,322,8.0,7.0,0.49206349206349204,0.5,0.8125,0.35555555555555557,0.25,0.2777777777777778,0.35555555555555557,0.38414634146341464,0.4375,0.37254901960784315,0.41626794258373206,0.425,0.38405797101449274,0.44541484716157204,0.4791666666666667,0.4506172839506173,0.215311004784689,0.054878048780487805,0.16666666666666666,0.012658227848101266,21.54368108566582,0.37037037037037035,0.024390243902439025,0.06353591160220995,0.023529411764705882,0.15384615384615385,0.02631578947368421,0.08167770419426049,0.023952095808383235,0.007575757575757576,0.018867924528301886,0.0374331550802139,0.017241379310344827,0.05555555555555555,0.05343511450381679,0.0967741935483871,0.050724637681159424,0.16666666666666666,0.12903225806451613,0.025423728813559324,0.11483253588516747,0.4166666666666667,0.5,0.4,0.291866028708134,0.4262295081967213,0.45614035087719296,0.4230769230769231,0.37799043062200954,0.34177215189873417,0.34615384615384615,0.5925925925925926,0.04784688995215311,0.3,0.3,1.0,0.1674641148325359,0.37142857142857144,0.37142857142857144,0.7692307692307693,0.35,0.7142857142857143,0.1,0.5,1.0,0.11594202898550725,0.375,0.057971014492753624,0.25,0.2028985507246377,0.2857142857142857,0.33014354066985646,0.37142857142857144,0.44298091787439614,0.4587029411764706,0.44532537313432835,0.0639269406392694,0.08045977011494253,,0.11165048543689321,0.35436893203883496,12.38719512195122,25.57111111111111,0.3194444444444444,,3.0,,,,,,,,0.06557377049180328,,,0.2,2.0,1.0,4.0,0.1,,,,,,,,True,,,,
2063,1610612766,Jake Voskuhl,Jake Voskuhl,2063,CHA,8335.0,139,23,270,262,82,123,40.0,532,7.0,14.0,2.0,5.0,3.0,4.0,4.0,4,4.0,11.0,,,,,,,,,,,15.0,29,,,12.0,42.0,275,3.0,7.0,,,4.0,10.0,5.0,8.0,,,4.0,14.0,24.0,6.0,,,4.0,,,,1.0,1.0,2.0,3.0,1.0,1.0,,,1.0,8.0,,14.0,3.0,16.0,5.0,24.0,14.0,38.0,,6.0,3.0,3.0,1.0,,,4.0,,1.0,,1.0,5.0,1.0,1.0,10.0,27,2.0,2.0,13.0,,18.0,2.0,9.0,,1.0,4.0,1.0,4.0,14.0,82,2.0,1.0,0.8,0.9230769230769231,,,,,,0.5172413793103449,0.42857142857142855,0.625,0.5172413793103449,0.42857142857142855,0.625,0.5675675675675675,0.5,0.6363636363636364,,0.034482758620689655,0.07142857142857142,,13.333333333333334,0.2,0.3333333333333333,0.18823529411764706,0.12389380530973451,0.11538461538461539,,0.17117117117117117,0.10687022900763359,0.21621621621621623,0.11764705882352941,0.06779661016949153,,,0.13636363636363635,0.3333333333333333,0.1111111111111111,0.06666666666666667,0.18181818181818182,,0.4827586206896552,0.5,0.5384615384615384,0.7142857142857143,0.13793103448275862,1.0,1.0,0.75,0.3793103448275862,0.36363636363636365,0.36363636363636365,1.0,,,,,,,,,0.7142857142857143,0.4,,,,0.5,0.75,,,,,0.4827586206896552,,0.48020344827586214,0.5143857142857142,0.45525000000000004,0.25,0.25,,0.23809523809523808,0.3333333333333333,7.641379310344828,,0.3037037037037037,,2.0,,,1.0,2.0,,,2.0,,,,,,,,,1.0,,,,,,,True,,,,
2731,1610612766,Emeka Okafor,Emeka Okafor,2731,CHA,28405.0,473,-21,910,898,237,314,112.0,1808,58.0,82.0,16.0,24.0,14.0,19.0,29.0,53,7.0,18.0,,,,,,,,,,,94.0,153,,,35.0,223.0,980,21.0,33.0,,,9.0,51.0,22.0,30.0,,,14.0,58.0,138.0,50.0,,,30.0,,,,13.0,14.0,4.0,18.0,3.0,1.0,5.0,2.0,7.0,40.0,8.0,40.0,20.0,73.0,14.0,107.0,49.0,156.0,3.0,12.0,10.0,2.0,6.0,3.0,4.0,16.0,3.0,2.0,1.0,2.0,22.0,3.0,6.0,26.0,38,2.0,4.0,50.0,4.0,57.0,7.0,30.0,,2.0,37.0,27.0,37.0,58.0,237,2.0,2.0,0.7340425531914894,0.8734177215189873,,,,,,0.6143790849673203,0.6363636363636364,0.7333333333333333,0.6143790849673203,0.6363636363636364,0.7333333333333333,0.6264044943820225,0.6375,0.7631578947368421,,0.08496732026143791,0.12195121951219512,0.05555555555555555,19.138755980861244,0.2727272727272727,0.4,0.20221606648199447,0.11940298507462686,0.24096385542168675,0.10666666666666667,0.20945945945945946,0.11707317073170732,0.1509433962264151,0.1111111111111111,0.10071942446043165,0.09090909090909091,0.15,0.18181818181818182,0.24675324675324675,0.19858156028368795,0.26785714285714285,0.18518518518518517,0.06521739130434782,0.5359477124183006,0.7073170731707317,0.8055555555555556,0.6896551724137931,0.3464052287581699,0.5471698113207547,0.5686274509803921,0.7931034482758621,0.11764705882352941,0.3888888888888889,0.4117647058823529,0.8571428571428571,,,,,,,,,0.7272727272727273,0.6666666666666666,,,,0.6333333333333333,0.7368421052631579,,,,,0.5359477124183006,,0.4897862745098038,0.507,0.48408666666666655,0.17045454545454544,0.17045454545454544,,0.22869955156950672,0.2600896860986547,5.101960784313726,,0.26043956043956046,1.0,6.0,,,,10.0,26.0,2.0,,0.03773584905660377,0.03125,0.7027027027027027,0.125,,,,,,3.0,,,,,,True,,,,
2774,1610612766,Bernard Robinson,Bernard Robinson,2774,CHA,6406.0,107,-21,207,215,67,96,28.0,422,4.0,7.0,1.0,2.0,2.0,3.0,,4,3.0,12.0,,,,,,1.0,,,,1.0,7.0,23,,1.0,4.0,18.0,205,1.0,3.0,,,,2.0,2.0,8.0,,1.0,2.0,6.0,10.0,4.0,,,,,1.0,,3.0,7.0,1.0,8.0,,1.0,1.0,4.0,2.0,17.0,,1.0,7.0,7.0,,14.0,1.0,15.0,,6.0,4.0,2.0,,2.0,,6.0,,,,1.0,6.0,,2.0,5.0,11,,1.0,3.0,,4.0,,2.0,,,1.0,1.0,1.0,6.0,67,3.0,,0.7142857142857143,0.7142857142857143,,,,,,0.30434782608695654,0.3333333333333333,0.25,0.2916666666666667,0.3333333333333333,0.2222222222222222,0.34615384615384615,0.3333333333333333,0.3,0.041666666666666664,0.13043478260869565,0.14285714285714285,,13.559322033898306,,,0.0945945945945946,0.011764705882352941,0.25925925925925924,,0.13861386138613863,0.010869565217391304,,,0.02702702702702703,,,0.07407407407407407,0.07692307692307693,0.11764705882352941,0.23529411764705882,0.3,,0.2916666666666667,0.5714285714285714,0.6666666666666666,0.75,0.16666666666666666,,,,0.5,0.25,0.25,0.6666666666666666,,,,,0.041666666666666664,,,,0.6666666666666666,0.5,,,,0.3333333333333333,0.6666666666666666,,,0.1111111111111111,,0.3333333333333333,,0.4314391304347826,0.46950000000000003,0.47596250000000007,0.07692307692307693,0.08,,0.1111111111111111,0.3333333333333333,11.073913043478262,38.4,0.32367149758454106,,1.0,,,,,1.0,,,0.5,,1.0,1.0,,,,,,,1.0,1.0,1.0,,,True,,,,
1507,1610612766,Derek Anderson,Derek Anderson,1507,CHA,13831.0,231,23,426,428,129,183,58.0,854,7.0,8.0,2.0,3.0,3.0,3.0,3.0,4,5.0,16.0,7.0,13.0,3.0,3.0,13.0,32.0,3.0,5.0,1.0,7.0,15.0,28,20.0,45.0,18.0,108.0,471,4.0,7.0,3.0,5.0,,17.0,4.0,7.0,4.0,10.0,9.0,29.0,20.0,10.0,48.0,12.0,,,32.0,13.0,,11.0,10.0,21.0,2.0,8.0,5.0,3.0,3.0,52.0,2.0,5.0,3.0,7.0,,10.0,7.0,17.0,1.0,11.0,8.0,3.0,6.0,3.0,4.0,6.0,1.0,2.0,,1.0,12.0,1.0,5.0,7.0,20,1.0,,17.0,3.0,21.0,2.0,5.0,1.0,5.0,5.0,4.0,5.0,29.0,129,2.0,4.0,0.6666666666666666,0.6666666666666666,0.8,0.4444444444444444,0.6,0.4,0.4444444444444444,0.5357142857142857,0.5714285714285714,0.5714285714285714,0.6164383561643836,0.7083333333333334,0.5882352941176471,0.654320987654321,0.7083333333333334,0.6363636363636364,0.6164383561643836,,,,18.6,0.5,,0.04794520547945205,0.037037037037037035,0.061224489795918366,0.03773584905660377,0.05128205128205128,0.03723404255319149,0.0392156862745098,0.037037037037037035,0.03508771929824561,0.05128205128205128,,0.016129032258064516,0.08571428571428572,0.061224489795918366,0.037037037037037035,0.09090909090909091,0.02702702702702703,0.1095890410958904,0.875,0.875,0.7142857142857143,0.0547945205479452,0.75,0.75,0.3333333333333333,0.2191780821917808,0.3125,0.3125,0.8,0.1780821917808219,0.5384615384615384,0.5833333333333334,1.0,0.4383561643835616,0.40625,0.40625,0.6923076923076923,0.25,0.6666666666666666,0.4166666666666667,0.6,0.3333333333333333,0.17647058823529413,1.0,0.17647058823529413,1.0,0.4117647058823529,0.14285714285714285,0.726027397260274,0.40625,0.505745205479452,0.46409,0.5090735294117646,0.07894736842105263,0.16129032258064516,0.022222222222222223,0.1574074074074074,0.26851851851851855,11.803571428571427,24.806666666666672,0.3028169014084507,,,,,,1.0,3.0,,,,,0.6,1.0,,,2.0,,,,1.0,0.022222222222222223,,1.0,0.07692307692307693,True,,,,
1510,1610612766,Brevin Knight,Brevin Knight,1510,CHA,16989.0,283,10,560,557,155,221,76.0,1117,6.0,13.0,,,3.0,6.0,2.0,9,28.0,58.0,,,,,,4.0,,,,3.0,36.0,80,,4.0,26.0,98.0,565,2.0,4.0,,,,4.0,11.0,22.0,,3.0,11.0,33.0,32.0,40.0,,,,1.0,3.0,,3.0,49.0,8.0,57.0,6.0,2.0,23.0,10.0,16.0,122.0,2.0,2.0,7.0,23.0,2.0,32.0,4.0,36.0,,16.0,6.0,10.0,13.0,7.0,12.0,12.0,,1.0,,2.0,25.0,,3.0,11.0,23,,2.0,21.0,3.0,29.0,,9.0,,3.0,1.0,,1.0,33.0,155,2.0,3.0,0.4444444444444444,0.4444444444444444,,,,,,0.45,0.5,0.5,0.42857142857142855,0.5,0.44,0.4895833333333333,0.5,0.532258064516129,0.047619047619047616,0.0375,0.15384615384615385,0.017241379310344827,18.701700154559507,0.52,0.1,0.10648148148148148,0.008928571428571428,0.10144927536231885,0.06666666666666667,0.10526315789473684,0.015748031496062992,0.014925373134328358,,0.009708737864077669,0.1,,0.1282051282051282,0.09523809523809523,0.09375,0.09090909090909091,0.12,,0.15476190476190477,0.46153846153846156,0.5454545454545454,0.16666666666666666,0.10714285714285714,0.2222222222222222,0.2222222222222222,1.0,0.6904761904761905,0.4827586206896552,0.49122807017543857,0.4642857142857143,,,,,0.047619047619047616,,,,,,,,,0.24,0.5,,,0.12,,0.20238095238095238,,0.4271036144578313,0.3797,0.4493375,0.0967741935483871,0.10112359550561797,,0.04081632653061224,0.336734693877551,14.57875,30.825,0.2767857142857143,,2.0,,,,1.0,,,,,,,,,,5.0,,,,,,,,,True,,,,
2222,1610612766,Gerald Wallace,Gerald Wallace,2222,CHA,23382.0,390,-23,742,734,182,230,96.0,1476,29.0,55.0,4.0,7.0,7.0,16.0,,6,10.0,19.0,5.0,14.0,,2.0,3.0,8.0,,,1.0,5.0,39.0,80,8.0,22.0,30.0,132.0,804,4.0,8.0,,1.0,6.0,14.0,7.0,21.0,1.0,7.0,12.0,29.0,46.0,32.0,24.0,,6.0,1.0,7.0,3.0,12.0,24.0,3.0,27.0,1.0,2.0,13.0,4.0,7.0,57.0,4.0,15.0,7.0,36.0,2.0,45.0,19.0,64.0,2.0,13.0,9.0,4.0,13.0,1.0,6.0,10.0,3.0,7.0,2.0,,23.0,4.0,4.0,15.0,32,3.0,4.0,37.0,3.0,43.0,4.0,17.0,1.0,5.0,9.0,7.0,9.0,29.0,182,9.0,3.0,0.5897435897435898,0.6388888888888888,1.0,0.36363636363636365,,0.14285714285714285,0.38095238095238093,0.4875,0.5,0.3333333333333333,0.5,0.4444444444444444,0.30357142857142855,0.5454545454545454,0.5384615384615384,0.3918918918918919,0.21568627450980393,0.15,0.21818181818181817,,16.627906976744185,0.5652173913043478,0.07142857142857142,0.12857142857142856,0.05263157894736842,0.09722222222222222,0.07142857142857142,0.12215909090909091,0.05571847507331378,0.08163265306122448,0.029411764705882353,0.04201680672268908,0.07894736842105263,0.05555555555555555,0.10476190476190476,0.15789473684210525,0.13559322033898305,0.0784313725490196,0.14285714285714285,0.04878048780487805,0.5392156862745098,0.5272727272727272,0.6744186046511628,0.5172413793103449,0.058823529411764705,,,,0.18627450980392157,0.5263157894736842,0.5263157894736842,0.8,0.13725490196078433,0.35714285714285715,0.35714285714285715,1.0,0.0784313725490196,0.375,0.375,1.0,0.7777777777777778,0.5714285714285714,,,,0.5714285714285714,0.4375,0.07142857142857142,,0.17857142857142858,0.2,0.7549019607843137,0.42857142857142855,0.5347321782178218,0.524925,0.5137777777777779,0.15517241379310345,0.1827956989247312,0.043478260869565216,0.10606060606060606,0.2196969696969697,5.018750000000001,24.900000000000002,0.24528301886792453,,1.0,,,,2.0,7.0,,,,,0.7777777777777778,0.25,1.0,,,0.1111111111111111,,,,,,,,True,,,,
